date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,paymentDate,recordDate,dividend,adjDividend,declarationDate
2025-09-12,370.01,370.98,361.73,361.84,360.4,444427,444427,-8.17,-2.21,366.14,"September 12, 25",-0.0221,,,,,
2025-09-11,363.36,370.61,362.34,370.5,369.03,454331,454331,7.14,1.96,366.7025,"September 11, 25",0.0196,,,,,
2025-09-10,371.53,371.53,360.82,361.76,360.32,437734,437734,-9.77,-2.63,366.41,"September 10, 25",-0.0263,,,,,
2025-09-09,372.8,375.5,368.7,372.86,371.38,399611,399611,0.06,0.01609442,372.465,"September 09, 25",0.0001609442,,,,,
2025-09-08,371.53,377.07,369.44,375.34,373.85,500500,500500,3.81,1.03,373.345,"September 08, 25",0.0103,,,,,
2025-09-05,370.39,373.1,368.55,371.01,369.54,313600,313600,0.62,0.16739,370.7625,"September 05, 25",0.0016739,,,,,
2025-09-04,372.06,372.06,366.12,369.48,368.01,348317,348317,-2.58,-0.69344,369.93,"September 04, 25",-0.0069344,,,,,
2025-09-03,367.37,371.03,365.62,370.8,369.33,297608,297608,3.43,0.93366,368.705,"September 03, 25",0.0093366,,,,,
2025-09-02,371.93,372.88,362.41,368.88,367.42,499054,499054,-3.05,-0.82005,369.025,"September 02, 25",-0.0082005,,,,,
2025-08-29,374.87,375.53,371.38,373.32,371.84,334700,334700,-1.55,-0.41348,373.775,"August 29, 25",-0.0041348,2025-09-18,2025-08-29,1.1,1.1,2025-08-07
2025-08-28,380.05,381.68,374.82,375.77,373.18,298634,298634,-4.28,-1.13,378.08,"August 28, 25",-0.0113,,,,,
2025-08-27,379,384.33,378.93,380.22,377.6,403031,403031,1.22,0.3219,380.62,"August 27, 25",0.003219,,,,,
2025-08-26,381.62,386.52,375.15,380,377.38,506300,506300,-1.62,-0.42451,380.8225,"August 26, 25",-0.0042451,,,,,
2025-08-25,381.04,386.33,380.02,382.65,380.01,432926,432926,1.61,0.42253,382.51,"August 25, 25",0.0042253,,,,,
2025-08-22,378.37,385.63,373.48,381.62,378.99,380138,380138,3.25,0.85895,379.775,"August 22, 25",0.0085895,,,,,
2025-08-21,384.95,387.21,375.37,376.96,374.36,464000,464000,-7.99,-2.08,381.1225,"August 21, 25",-0.0208,,,,,
2025-08-20,376.71,387.75,374.46,387.64,384.97,761907,761907,10.93,2.9,381.64,"August 20, 25",0.029,,,,,
2025-08-19,369.52,375.59,369.52,374.1,371.52,505716,505716,4.58,1.24,372.1825,"August 19, 25",0.0124,,,,,
2025-08-18,370,371.72,365.76,371.15,368.59,465043,465043,1.15,0.31081,369.6575,"August 18, 25",0.0031081,,,,,
2025-08-15,376.05,376.18,368.99,369.62,367.07,491803,491803,-6.43,-1.71,372.71,"August 15, 25",-0.0171,,,,,
2025-08-14,376.04,379.1,372.48,374.96,372.38,275600,275600,-1.08,-0.2872,375.645,"August 14, 25",-0.002872,,,,,
2025-08-13,371.77,378.55,367.36,376.2,373.61,543000,543000,4.43,1.19,373.47,"August 13, 25",0.0119,,,,,
2025-08-12,378.34,378.34,368.04,370.74,368.19,481943,481943,-7.6,-2.01,373.865,"August 12, 25",-0.0201,,,,,
2025-08-11,382.4,384.49,376.84,377.57,374.97,405412,405412,-4.83,-1.26,380.325,"August 11, 25",-0.0126,,,,,
2025-08-08,387.51,389.96,381.3,382.43,379.8,219024,219024,-5.08,-1.31,385.3,"August 08, 25",-0.0131,,,,,
2025-08-07,394.33,396.06,384.58,386.67,384.01,246715,246715,-7.66,-1.94,390.41,"August 07, 25",-0.0194,,,,,
2025-08-06,388.08,392.46,385.07,391.91,389.21,462200,462200,3.83,0.98691,389.38,"August 06, 25",0.0098691,,,,,
2025-08-05,396.53,398,383.27,387.51,384.84,531500,531500,-9.02,-2.27,391.3275,"August 05, 25",-0.0227,,,,,
2025-08-04,393.52,398.5,391.57,396.16,393.43,374500,374500,2.64,0.67087,394.9375,"August 04, 25",0.0067087,,,,,
2025-08-01,403.14,404.09,389.08,391.33,388.63,470200,470200,-11.81,-2.93,396.91,"August 01, 25",-0.0293,,,,,
2025-07-31,408.06,409.16,390.83,402.9,400.12,946946,946946,-5.16,-1.26,402.7375,"July 31, 25",-0.0126,,,,,
2025-07-30,416.12,418.06,407.28,409.16,406.34,332937,332937,-6.96,-1.67,412.655,"July 30, 25",-0.0167,,,,,
2025-07-29,416.47,417.31,411.26,415.49,412.63,292435,292435,-0.98,-0.23531,415.1325,"July 29, 25",-0.0023531,,,,,
2025-07-28,417.54,419.22,413.7,414.14,411.29,243022,243022,-3.4,-0.81429,416.15,"July 28, 25",-0.0081429,,,,,
2025-07-25,420.49,424.62,415.93,419.54,416.65,348127,348127,-0.95,-0.22593,420.145,"July 25, 25",-0.0022593,,,,,
2025-07-24,414.59,422.82,412,421.46,418.56,303900,303900,6.87,1.66,417.7175,"July 24, 25",0.0166,,,,,
2025-07-23,416.37,418.15,413.44,416.26,413.39,310835,310835,-0.11,-0.02641881,416.055,"July 23, 25",-0.0002641881,,,,,
2025-07-22,422.05,427,413.88,417.23,414.36,328441,328441,-4.82,-1.14,420.04,"July 22, 25",-0.0114,,,,,
2025-07-21,432.71,432.88,422.8,423.08,420.16,274834,274834,-9.63,-2.23,427.8675,"July 21, 25",-0.0223,,,,,
2025-07-18,436.99,439.11,431.91,432.32,429.34,421309,421309,-4.67,-1.07,435.0825,"July 18, 25",-0.0107,,,,,
2025-07-17,436.13,438.97,432.86,436.57,433.56,218500,218500,0.44,0.10089,436.1325,"July 17, 25",0.0010089,,,,,
2025-07-16,434.8,437.38,429.96,436.33,433.32,252116,252116,1.53,0.35189,434.6175,"July 16, 25",0.0035189,,,,,
2025-07-15,440.01,441.43,433.53,434.15,431.16,347600,347600,-5.86,-1.33,437.28,"July 15, 25",-0.0133,,,,,
2025-07-14,446.35,453.41,439.01,440.01,436.98,498510,498510,-6.34,-1.42,444.695,"July 14, 25",-0.0142,,,,,
2025-07-11,448.38,450,444.66,446.21,443.14,232216,232216,-2.17,-0.48396,447.3125,"July 11, 25",-0.0048396,,,,,
2025-07-10,444.62,453,444.62,449.98,446.88,255344,255344,5.36,1.21,448.055,"July 10, 25",0.0121,,,,,
2025-07-09,444,447.83,439.84,447.81,444.72,146804,146804,3.81,0.85811,444.87,"July 09, 25",0.0085811,,,,,
2025-07-08,446.97,449.74,441.24,444.57,441.51,310618,310618,-2.4,-0.53695,445.63,"July 08, 25",-0.0053695,,,,,
2025-07-07,447.94,450.33,444.87,447.89,444.8,260621,260621,-0.05,-0.01116221,447.7575,"July 07, 25",-0.0001116221,,,,,
2025-07-03,447.61,450.48,445.3,447.94,444.85,185700,185700,0.33,0.07372489,447.8325,"July 03, 25",0.0007372489,,,,,
2025-07-02,448.9,450.63,443.75,447.71,444.63,191300,191300,-1.19,-0.26509,447.7475,"July 02, 25",-0.0026509,,,,,
2025-07-01,445.12,451.08,442.75,450.3,447.2,201000,201000,5.18,1.16,447.3125,"July 01, 25",0.0116,,,,,
2025-06-30,441.43,449.07,438.22,447.28,444.2,267000,267000,5.85,1.33,444,"June 30, 25",0.0133,,,,,
2025-06-27,438.33,448.33,434.96,441.43,438.39,713032,713032,3.1,0.70723,440.7625,"June 27, 25",0.0070723,,,,,
2025-06-26,441.84,442.6,437,437.03,434.02,306114,306114,-4.81,-1.09,439.6175,"June 26, 25",-0.0109,,,,,
2025-06-25,435.9,441.03,429.83,439.87,436.84,291923,291923,3.97,0.91076,436.6575,"June 25, 25",0.0091076,,,,,
2025-06-24,437.8,439.93,428.5,437.6,434.58,594108,594108,-0.2,-0.04568296,435.9575,"June 24, 25",-0.0004568296,,,,,
2025-06-23,438.16,445.83,430.2,437.03,434.02,763546,763546,-1.13,-0.2579,437.805,"June 23, 25",-0.002579,,,,,
2025-06-20,425.82,428.36,419.61,422.34,419.43,763478,763478,-3.48,-0.81725,424.0325,"June 20, 25",-0.0081725,,,,,
2025-06-18,424.1,428.47,421.74,425.04,422.11,389046,389046,0.94,0.22165,424.8375,"June 18, 25",0.0022165,,,,,
2025-06-17,417.6,424.94,417.6,423.7,420.78,520819,520819,6.1,1.46,420.96,"June 17, 25",0.0146,,,,,
2025-06-16,423.03,426.01,419.72,421.3,418.4,338805,338805,-1.73,-0.40895,422.515,"June 16, 25",-0.0040895,,,,,
2025-06-13,421.25,424.15,418.22,419.9,417.01,326000,326000,-1.35,-0.32047,420.88,"June 13, 25",-0.0032047,,,,,
2025-06-12,421.79,424.92,420,424.17,421.25,506900,506900,2.38,0.56426,422.72,"June 12, 25",0.0056426,,,,,
2025-06-11,425.34,426.19,421.34,423.38,420.46,248421,248421,-1.96,-0.46081,424.0625,"June 11, 25",-0.0046081,,,,,
2025-06-10,426.76,427.88,423.82,425.6,422.67,205700,205700,-1.16,-0.27182,426.015,"June 10, 25",-0.0027182,,,,,
2025-06-09,431.98,431.98,421.15,426.76,423.82,223502,223502,-5.22,-1.21,427.9675,"June 09, 25",-0.0121,,,,,
2025-06-06,433.63,435.19,429.25,432.35,429.37,225632,225632,-1.28,-0.29518,432.605,"June 06, 25",-0.0029518,,,,,
2025-06-05,434.32,435.99,430.63,431.48,428.51,306856,306856,-2.84,-0.6539,433.105,"June 05, 25",-0.006539,,,,,
2025-06-04,435.36,438.9,433.31,433.79,430.8,568317,568317,-1.57,-0.36062,435.34,"June 04, 25",-0.0036062,,,,,
2025-06-03,454.84,455.73,431.16,434.52,431.53,818646,818646,-20.32,-4.47,444.0625,"June 03, 25",-0.0447,,,,,
2025-06-02,454.58,457.2,448.66,456.56,453.41,271400,271400,1.98,0.43557,454.25,"June 02, 25",0.0043557,,,,,
2025-05-30,464.42,464.56,450.78,458.26,455.1,554135,554135,-6.16,-1.33,459.505,"May 30, 25",-0.0133,2025-06-18,2025-05-30,1.1,1.1,2025-05-01
2025-05-29,458.89,465.81,443.14,465.57,461.27,167638,167638,6.68,1.46,458.3525,"May 29, 25",0.0146,,,,,
2025-05-28,468.6,468.6,459.98,460.27,456.02,219800,219800,-8.33,-1.78,464.3625,"May 28, 25",-0.0178,,,,,
2025-05-27,465.32,469.44,461.88,462.99,458.71,309718,309718,-2.33,-0.50073,464.9075,"May 27, 25",-0.0050073,,,,,
2025-05-23,458.66,465.4,458.66,462.8,458.52,171323,171323,4.14,0.90263,461.38,"May 23, 25",0.0090263,,,,,
2025-05-22,461.77,465.23,459.85,463.99,459.7,267053,267053,2.22,0.48076,462.71,"May 22, 25",0.0048076,,,,,
2025-05-21,468.39,471.64,463.31,464.31,460.02,352439,352439,-4.08,-0.87107,466.9125,"May 21, 25",-0.0087107,,,,,
2025-05-20,467.87,471.92,465.84,470.16,465.82,326639,326639,2.29,0.48945,468.9475,"May 20, 25",0.0048945,,,,,
2025-05-19,470.14,473.33,466.77,470.39,466.04,240000,240000,0.25,0.05317565,470.1575,"May 19, 25",0.0005317565,,,,,
2025-05-16,469.15,474.79,466.09,473.32,468.95,679126,679126,4.17,0.88884,470.8375,"May 16, 25",0.0088884,,,,,
2025-05-15,461.38,469.43,461.38,469.41,465.07,425700,425700,8.03,1.74,465.4,"May 15, 25",0.0174,,,,,
2025-05-14,451.87,461.5,447.59,459.87,455.62,371400,371400,8,1.77,455.2075,"May 14, 25",0.0177,,,,,
2025-05-13,457.98,462.22,450.8,451.43,447.26,360800,360800,-6.55,-1.43,455.6075,"May 13, 25",-0.0143,,,,,
2025-05-12,460.47,461.28,453.88,456.4,452.18,330745,330745,-4.07,-0.88388,458.0075,"May 12, 25",-0.0088388,,,,,
2025-05-09,449.08,455.48,448.51,454.62,450.42,385048,385048,5.54,1.23,451.9225,"May 09, 25",0.0123,,,,,
2025-05-08,441,452.74,438.57,448.49,444.35,357200,357200,7.49,1.7,445.2,"May 08, 25",0.017,,,,,
2025-05-07,431.27,442.31,424.99,440.2,436.13,341900,341900,8.93,2.07,434.6925,"May 07, 25",0.0207,,,,,
2025-05-06,430.4,435.14,429.28,429.82,425.85,243907,243907,-0.58,-0.13476,431.16,"May 06, 25",-0.0013476,,,,,
2025-05-05,432.94,437.61,431.63,433.09,429.09,127000,127000,0.15,0.03464683,433.8175,"May 05, 25",0.0003464683,,,,,
2025-05-02,435.62,437.99,431.71,434.56,430.54,234600,234600,-1.06,-0.24333,434.97,"May 02, 25",-0.0024333,,,,,
2025-05-01,431.09,434.62,429.69,429.89,425.92,223926,223926,-1.2,-0.27836,431.3225,"May 01, 25",-0.0027836,,,,,
2025-04-30,425.57,433,422.48,432.22,428.23,285200,285200,6.65,1.56,428.3175,"April 30, 25",0.0156,,,,,
2025-04-29,423.22,429.6,421.61,428.71,424.75,209500,209500,5.49,1.3,425.785,"April 29, 25",0.013,,,,,
2025-04-28,426.94,428.66,420,422.9,418.99,227300,227300,-4.04,-0.94627,424.625,"April 28, 25",-0.0094627,,,,,
2025-04-25,427.01,428,423.08,424.47,420.55,151600,151600,-2.54,-0.59483,425.64,"April 25, 25",-0.0059483,,,,,
2025-04-24,425.99,430.79,423.65,428.15,424.19,174201,174201,2.16,0.50705,427.145,"April 24, 25",0.0050705,,,,,
2025-04-23,428.41,436.73,424.07,425.52,421.59,253200,253200,-2.89,-0.67459,428.6825,"April 23, 25",-0.0067459,,,,,
2025-04-22,416,425.6,416,423.96,420.04,222153,222153,7.96,1.91,420.39,"April 22, 25",0.0191,,,,,
2025-04-21,423.72,423.72,409.2,413.03,409.21,210700,210700,-10.69,-2.52,417.4175,"April 21, 25",-0.0252,,,,,
2025-04-17,426.8,430.93,425.67,427.05,423.1,255300,255300,0.25,0.05857545,427.6125,"April 17, 25",0.0005857545,,,,,
2025-04-16,434,435.16,425.13,427.23,423.28,243117,243117,-6.77,-1.56,430.38,"April 16, 25",-0.0156,,,,,
2025-04-15,434.06,437.99,432.72,436.23,432.2,395745,395745,2.17,0.49993,435.25,"April 15, 25",0.0049993,,,,,
2025-04-14,431.75,436.65,426.04,433,429,269500,269500,1.25,0.28952,431.86,"April 14, 25",0.0028952,,,,,
2025-04-11,414.07,428.47,405.05,425.44,421.51,266500,266500,11.37,2.75,418.2575,"April 11, 25",0.0275,,,,,
2025-04-10,421.65,423.09,407.24,416.69,412.84,294900,294900,-4.96,-1.18,417.1675,"April 10, 25",-0.0118,,,,,
2025-04-09,395.21,428.42,391.69,426.82,422.88,457500,457500,31.61,8,410.535,"April 09, 25",0.08,,,,,
2025-04-08,417.19,417.19,394.11,398.85,395.16,311700,311700,-18.34,-4.4,406.835,"April 08, 25",-0.044,,,,,
2025-04-07,423.47,423.47,400.55,405.58,401.83,554617,554617,-17.89,-4.22,413.2675,"April 07, 25",-0.0422,,,,,
2025-04-04,433.67,439.26,414.55,416.19,412.34,769300,769300,-17.48,-4.03,425.9175,"April 04, 25",-0.0403,,,,,
2025-04-03,442.75,454.17,436.68,437.15,433.11,338600,338600,-5.6,-1.26,442.6875,"April 03, 25",-0.0126,,,,,
2025-04-02,456.51,456.51,448.24,451.72,447.55,375357,375357,-4.79,-1.05,453.245,"April 02, 25",-0.0105,,,,,
2025-04-01,454.86,460.39,452.39,457.01,452.79,263511,263511,2.15,0.47267,456.1625,"April 01, 25",0.0047267,,,,,
2025-03-31,448.07,456.01,444.81,454.64,450.44,399229,399229,6.57,1.47,450.8825,"March 31, 25",0.0147,,,,,
2025-03-28,450,452.08,445.13,448.76,444.61,312800,312800,-1.24,-0.27556,448.9925,"March 28, 25",-0.0027556,,,,,
2025-03-27,442.74,451.12,442.21,449.23,445.08,287525,287525,6.49,1.47,446.325,"March 27, 25",0.0147,,,,,
2025-03-26,441.43,442.99,438.54,441.24,437.16,244300,244300,-0.19,-0.04304193,441.05,"March 26, 25",-0.0004304193,,,,,
2025-03-25,435.52,440.76,433.12,439.4,435.34,266005,266005,3.88,0.89089,437.2,"March 25, 25",0.0089089,,,,,
2025-03-24,435.59,440.57,431.48,432.11,428.12,340045,340045,-3.48,-0.79892,434.9375,"March 24, 25",-0.0079892,,,,,
2025-03-21,425.78,433.5,423.56,432.86,428.86,541234,541234,7.08,1.66,428.925,"March 21, 25",0.0166,,,,,
2025-03-20,435.76,449.47,423.81,430.93,426.95,587500,587500,-4.83,-1.11,434.9925,"March 20, 25",-0.0111,,,,,
2025-03-19,438.54,442.92,435.95,438.4,434.35,530179,530179,-0.14,-0.03192411,438.9525,"March 19, 25",-0.0003192411,,,,,
2025-03-18,438.71,441.82,434.97,439.82,435.76,234400,234400,1.11,0.25301,438.83,"March 18, 25",0.0025301,,,,,
2025-03-17,435.02,442.02,433.96,439.65,435.59,337044,337044,4.63,1.06,437.6625,"March 17, 25",0.0106,,,,,
2025-03-14,429.2,437.06,428.71,436.85,432.81,242600,242600,7.65,1.78,432.955,"March 14, 25",0.0178,,,,,
2025-03-13,430.74,432.68,425.34,427.5,423.55,242000,242000,-3.24,-0.75219,429.065,"March 13, 25",-0.0075219,,,,,
2025-03-12,431.66,433.16,423.61,429.87,425.9,292100,292100,-1.79,-0.41468,429.575,"March 12, 25",-0.0041468,,,,,
2025-03-11,442.36,448.69,430,431.17,427.19,365200,365200,-11.19,-2.53,438.055,"March 11, 25",-0.0253,,,,,
2025-03-10,438.03,451.62,437.53,442.91,438.82,296800,296800,4.88,1.11,442.5225,"March 10, 25",0.0111,,,,,
2025-03-07,437.14,442.25,431.68,440.73,436.66,248939,248939,3.59,0.82125,437.95,"March 07, 25",0.0082125,,,,,
