symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
ARES,2024-12-31,177.03,198054451,35061579460,2735465000,13147967000,45474081460
ARES,2023-12-31,118.92,184523524,21943537474,1497785000,15755950000,36201702474
ARES,2022-12-31,68.44,175510798,12011959015,1114628000,13334236000,24231567015
ARES,2021-12-31,81.27,163703626,13304193685,1392846000,12494216000,24405563685
ARES,2020-12-31,47.05,135065436,6354828763,1062189000,10903219000,16195858763
ARES,2019-12-31,35.69,107914953,3851484672,744705000,8566418000,11673197672
ARES,2018-12-31,17.78,96023147,1707291553,494891000,7368327000,8580727553
ARES,2017-12-31,20,81838007,1636760140,675429000,11296938000,12258269140
ARES,2016-12-31,19.2,80749671,1550393683,798141000,3391966000,4144218683
ARES,2015-12-31,12.93,80673360,1043106544,280990000,2575206000,3337322544
ARES,2014-12-31,17.14,80358036,1377336737,1463255000,13448626000,13362707737
ARES,2013-12-31,18.6,80441870,1496218782,1727805000,14321038000,14089451782
ARES,2012-12-31,18.6,94168582,1751535625,1776097000,14784065000,14759503625
ARES,2011-12-31,18.6,75459813,1403552521,1561293000,14123052000,13965311521
