symbol,date,analystRatingsbuy,analystRatingsHold,analystRatingsSell,analystRatingsStrongSell,analystRatingsStrongBuy
TMUS,2026-01-01,12,8,0,0,9
TMUS,2025-12-01,12,8,1,0,9
TMUS,2025-11-01,13,7,1,0,9
TMUS,2025-10-01,13,11,1,0,8
TMUS,2025-09-01,11,11,1,0,7
TMUS,2025-08-01,11,11,1,0,7
TMUS,2025-07-01,12,11,1,0,7
TMUS,2025-06-01,12,10,1,0,8
TMUS,2025-05-01,11,10,1,1,8
TMUS,2025-04-01,11,9,1,1,8
TMUS,2025-03-01,12,9,1,1,7
TMUS,2025-02-01,12,7,1,1,7
TMUS,2025-01-01,13,7,1,1,8
TMUS,2024-12-01,15,5,1,1,8
TMUS,2024-11-01,16,6,1,1,8
TMUS,2024-10-01,17,6,1,1,9
TMUS,2024-09-01,18,6,1,0,9
TMUS,2024-08-01,22,6,1,0,9
TMUS,2024-07-01,22,3,1,0,9
TMUS,2024-06-01,22,3,1,0,9
TMUS,2024-05-01,22,3,1,0,7
TMUS,2024-04-01,22,3,1,0,7
TMUS,2024-03-01,22,3,1,0,7
TMUS,2024-02-01,22,3,1,0,7
TMUS,2024-01-01,22,3,1,0,7
TMUS,2023-12-01,22,3,1,0,7
TMUS,2023-11-01,22,3,1,0,7
TMUS,2023-10-01,22,3,1,0,7
TMUS,2023-09-01,22,3,1,0,7
TMUS,2023-08-01,22,3,1,0,7
TMUS,2023-07-01,22,3,1,0,7
TMUS,2023-06-01,22,3,1,0,7
TMUS,2023-05-01,22,3,1,0,7
TMUS,2023-04-01,22,3,1,0,7
TMUS,2023-03-01,22,3,1,0,7
TMUS,2023-02-01,22,1,0,0,7
TMUS,2023-01-01,16,6,1,0,7
TMUS,2022-12-01,16,6,1,0,7
TMUS,2022-11-01,16,6,1,0,7
TMUS,2022-10-01,21,1,1,0,10
TMUS,2022-09-01,21,1,1,0,9
TMUS,2022-08-01,16,6,1,0,7
TMUS,2022-07-01,21,2,1,0,10
TMUS,2022-06-01,16,6,1,0,7
TMUS,2022-05-01,21,3,1,0,8
TMUS,2022-04-01,16,6,1,0,7
TMUS,2022-03-01,16,6,1,0,7
TMUS,2022-02-01,16,6,1,0,7
TMUS,2022-01-01,16,6,1,0,7
TMUS,2021-12-01,16,6,1,0,7
TMUS,2021-11-01,16,6,1,0,7
TMUS,2021-10-01,16,6,1,0,7
TMUS,2021-09-01,16,6,1,0,7
TMUS,2021-08-01,16,6,1,0,7
TMUS,2021-07-01,16,6,1,0,7
TMUS,2021-06-01,16,6,1,0,7
TMUS,2021-05-01,16,6,1,0,7
TMUS,2021-04-01,16,6,1,0,7
TMUS,2021-03-01,16,6,1,0,7
TMUS,2021-02-01,19,3,0,0,6
TMUS,2021-01-01,18,5,0,0,5
TMUS,2020-12-01,14,7,1,0,7
TMUS,2020-07-01,19,7,1,0,9
TMUS,2020-06-01,19,5,0,0,7
TMUS,2020-05-01,19,5,0,0,8
TMUS,2020-04-01,17,8,1,0,9
TMUS,2020-03-01,17,8,1,0,9
TMUS,2020-02-01,17,8,1,0,9
TMUS,2020-01-01,17,8,1,0,9
TMUS,2019-12-01,17,8,1,0,9
TMUS,2019-11-01,17,8,1,0,9
TMUS,2019-10-01,17,8,1,0,9
TMUS,2019-09-01,17,8,1,0,9
TMUS,2019-08-01,17,8,1,0,9
TMUS,2019-07-01,17,8,1,0,9
TMUS,2019-06-01,17,8,1,0,9
TMUS,2019-05-01,17,8,1,0,9
TMUS,2019-04-01,17,8,1,0,9
TMUS,2019-03-01,17,8,1,0,9
TMUS,2019-02-01,17,8,1,0,9
TMUS,2019-01-01,17,8,1,0,9
