holder,shares,dateReported,change
"JACOBS LEVY EQUITY MANAGEMENT, INC",386921,2025-09-30,285607
CIBC WORLD MARKET INC.,364556,2025-09-30,133390
"State of Alaska, Department of Revenue",360106,2025-09-30,-3209
NATIONAL BANK OF CANADA /FI/,348844,2025-09-30,-49658
Gray Foundation,340734,2025-09-30,0
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",339852,2025-09-30,-15804
TORONTO DOMINION BANK,337675,2025-09-30,-5604
"Resona Asset Management Co.,Ltd.",336865,2025-09-30,14709
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,336156,2025-09-30,-1878
"SummitTX Capital, L.P.",332274,2025-09-30,218974
DANSKE BANK A/S,328450,2025-09-30,33600
APG Asset Management N.V.,322000,2025-09-30,3700
PUBLIC SECTOR PENSION INVESTMENT BOARD,321586,2025-09-30,204324
VAN ECK ASSOCIATES CORP,300375,2025-09-30,28046
NEW YORK STATE COMMON RETIREMENT FUND,299444,2025-09-30,-7400
Squarepoint Ops LLC,295990,2025-09-30,260702
ROYAL LONDON ASSET MANAGEMENT LTD,294798,2025-09-30,-1148
"Susquehanna Portfolio Strategies, LLC",290770,2025-09-30,-78736
"Chevy Chase Trust Holdings, LLC",287819,2025-09-30,-13275
AEW CAPITAL MANAGEMENT L P,281960,2025-09-30,-357595
"Uniplan Investment Counsel, Inc.",277536,2025-09-30,-90381
Treasurer of the State of North Carolina,275095,2025-09-30,-10718
"Washington Trust Advisors, Inc.",263872,2025-09-30,-3878
UniSuper Management Pty Ltd,260711,2025-09-30,12929
BAMCO INC /NY/,258156,2025-09-30,18259
Pictet Asset Management Holding SA,254253,2025-09-30,5004
HRT FINANCIAL LP,248550,2025-09-30,-133577
Magnetar Financial LLC,243169,2025-09-30,-34781
Mitsubishi UFJ Trust & Banking Corp,241682,2025-09-30,-4645
"Lighthouse Investment Partners, LLC",230000,2025-09-30,-113000
IFM Investors Pty Ltd,228541,2025-09-30,505
AMERICAN CENTURY COMPANIES INC,226632,2025-09-30,-1154201
WHITTIER TRUST CO OF NEVADA INC,221017,2025-09-30,6604
NATIXIS,218860,2025-09-30,-127653
TD ASSET MANAGEMENT INC,213565,2025-09-30,1199
KLP KAPITALFORVALTNING AS,211200,2025-09-30,-3300
Investment Management Corp of Ontario,206852,2025-09-30,13036
CI INVESTMENTS INC.,198187,2025-09-30,-80892
FRANKLIN RESOURCES INC,196414,2025-09-30,39737
"CIBC Private Wealth Group, LLC",196230,2025-09-30,6789
"Sumitomo Mitsui DS Asset Management Company, Ltd",195514,2025-09-30,4822
"SG Americas Securities, LLC",189479,2025-09-30,87692
Illinois Municipal Retirement Fund,188729,2025-09-30,-133775
GSI Capital Advisors LLC,187824,2025-09-30,-15604
VIRGINIA RETIREMENT SYSTEMS ET AL,186360,2025-09-30,-97200
Vestcor Inc,183304,2025-09-30,171850
"New Age Alpha Advisors, LLC",182468,2025-09-30,-5421
Weiss Asset Management LP,182362,2025-09-30,182362
RAYMOND JAMES FINANCIAL INC,182107,2025-09-30,41605
WESTWOOD HOLDINGS GROUP INC,172056,2025-09-30,172056
Arizona State Retirement System,171985,2025-09-30,1808
CREDIT AGRICOLE S A,168681,2025-09-30,168681
DARK FOREST CAPITAL MANAGEMENT LP,164447,2025-09-30,164447
"Holocene Advisors, LP",162180,2025-09-30,39188
ProShare Advisors LLC,160974,2025-09-30,37892
MACKENZIE FINANCIAL CORP,160743,2025-09-30,1514
NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,156865,2025-09-30,-1938
"MetLife Investment Management, LLC",156510,2025-09-30,-5602
BALYASNY ASSET MANAGEMENT L.P.,155430,2025-09-30,155430
"Ensign Peak Advisors, Inc",153568,2025-09-30,-63725
1832 Asset Management L.P.,153534,2025-09-30,-52083
STATE OF MICHIGAN RETIREMENT SYSTEM,152500,2025-09-30,-2500
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,152183,2025-09-30,-7940
"Gotham Asset Management, LLC",149897,2025-09-30,82227
"Metis Global Partners, LLC",147769,2025-09-30,32693
Tevis Investment Management,146241,2025-09-30,0
JANUS HENDERSON GROUP PLC,144811,2025-09-30,0
Czech National Bank,143236,2025-09-30,3898
USS Investment Management Ltd,142166,2025-09-30,0
Cerity Partners LLC,141821,2025-09-30,71813
Y-Intercept (Hong Kong) Ltd,139789,2025-09-30,139789
"State of Tennessee, Treasury Department",139413,2025-09-30,0
Schonfeld Strategic Advisors LLC,139073,2025-09-30,-393439
BANK OF NOVA SCOTIA,138812,2025-09-30,34522
Lansforsakringar Fondforvaltning AB (publ),134612,2025-09-30,7870
"BTC Capital Management, Inc.",132310,2025-09-30,64668
DUFF & PHELPS INVESTMENT MANAGEMENT CO,131626,2025-09-30,0
TUDOR INVESTMENT CORP ET AL,130998,2025-09-30,111461
TEACHER RETIREMENT SYSTEM OF TEXAS,130927,2025-09-30,42505
NEOS Investment Management LLC,129618,2025-09-30,52296
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,127220,2025-09-30,-135305
"IEQ CAPITAL, LLC",127074,2025-09-30,-108902
WESTPAC BANKING CORP,125557,2025-09-30,0
VOYA INVESTMENT MANAGEMENT LLC,123868,2025-09-30,-38912
THRIVENT FINANCIAL FOR LUTHERANS,119187,2025-09-30,36228
Sophron Capital Management L.P.,118590,2025-09-30,118590
"NISA INVESTMENT ADVISORS, LLC",118264,2025-09-30,-101253
Elo Mutual Pension Insurance Co,115061,2025-09-30,39243
"CWM, LLC",113664,2025-09-30,35747
Quest Partners LLC,112989,2025-09-30,454
"YOUSIF CAPITAL MANAGEMENT, LLC",110439,2025-09-30,-979
Skandinaviska Enskilda Banken AB (publ),109073,2025-09-30,-7951
AMALGAMATED BANK,108809,2025-09-30,-4034
LAZARD ASSET MANAGEMENT LLC,108590,2025-09-30,107993
"SUSQUEHANNA FUNDAMENTAL INVESTMENTS, LLC",107737,2025-09-30,-158778
"Advisors Asset Management, Inc.",107058,2025-09-30,-12051
"EXCHANGE TRADED CONCEPTS, LLC",105743,2025-09-30,93001
DnB Asset Management AS,104312,2025-09-30,-1917
FORSTA AP-FONDEN,102900,2025-09-30,7600
Sterling Capital Management LLC,102876,2025-09-30,-3807
Plato Investment Management Ltd,102631,2025-09-30,0
Ilmarinen Mutual Pension Insurance Co,101000,2025-09-30,0
Vanderbilt University,100296,2025-09-30,31866
INTECH INVESTMENT MANAGEMENT LLC,99729,2025-09-30,71942
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,98953,2025-09-30,-9319
Police & Firemen's Retirement System of New Jersey,98732,2025-09-30,6206
"Mirae Asset Global Investments Co., Ltd.",97276,2025-09-30,9859
"Entropy Technologies, LP",96684,2025-09-30,81358
"XPONANCE, INC.",91630,2025-09-30,-13503
"LANDSCAPE CAPITAL MANAGEMENT, L.L.C.",91283,2025-09-30,91283
Creative Planning,90512,2025-09-30,45428
BROWN BROTHERS HARRIMAN & CO,87205,2025-09-30,-473
"ADAGE CAPITAL PARTNERS GP, L.L.C.",85735,2025-09-30,85735
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,82341,2025-09-30,-3030
Delta Global Management LP,81486,2025-09-30,81486
"GRS Advisors, LLC",77407,2025-09-30,77407
KEYBANK NATIONAL ASSOCIATION/OH,77210,2025-09-30,-44637
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",76876,2025-09-30,6553
BNP Paribas Asset Management Holding S.A.,76029,2025-09-30,-84169
"Rafferty Asset Management, LLC",75839,2025-09-30,3596
LPL Financial LLC,73173,2025-09-30,-66803
ING GROEP NV,72908,2025-09-30,-2099
"Horizon Investments, LLC",72874,2025-09-30,12711
WELLINGTON MANAGEMENT GROUP LLP,72419,2025-09-30,5497
GUGGENHEIM CAPITAL LLC,72008,2025-09-30,-4667
Cetera Investment Advisers,70052,2025-09-30,50640
"Bayview Asset Management, LLC",70000,2025-09-30,70000
"Mariner, LLC",69083,2025-09-30,-11761
"Inspire Investing, LLC",68856,2025-09-30,1173
"Rakuten Investment Management, Inc.",67611,2025-09-30,67611
"NATIXIS ADVISORS, L.P.",67375,2025-09-30,-56070
Knights of Columbus Asset Advisors LLC,65834,2025-09-30,-43524
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,64518,2025-09-30,15350
Harvest Portfolios Group Inc.,64447,2025-09-30,1570
Sarasin & Partners LLP,62944,2025-09-30,62944
"Allspring Global Investments Holdings, LLC",62582,2025-09-30,-1001
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,61129,2025-09-30,-4241
B. Metzler seel. Sohn & Co. AG,60592,2025-09-30,-7600
OPPENHEIMER ASSET MANAGEMENT INC.,60548,2025-09-30,-642
"Colony Group, LLC",60522,2025-09-30,-2458
"Norinchukin Bank, The",58427,2025-09-30,-424
Federation des caisses Desjardins du Quebec,58328,2025-09-30,6822
Vinva Investment Management Ltd,58234,2025-09-30,8634
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",56346,2025-09-30,-1844
SCHRODER INVESTMENT MANAGEMENT GROUP,56275,2025-09-30,-25090
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,55152,2025-09-30,0
"New England Research & Management, Inc.",54614,2025-09-30,8400
NORDEA INVESTMENT MANAGEMENT AB,54028,2025-09-30,4406
"Centiva Capital, LP",53469,2025-09-30,53469
Jefferies Financial Group Inc.,52802,2025-09-30,52802
PANAGORA ASSET MANAGEMENT INC,51645,2025-09-30,-168540
"Summit Trail Advisors, LLC",50440,2025-09-30,33202
Gradient Investments LLC,49947,2025-09-30,-587
Quantinno Capital Management LP,48944,2025-09-30,-2253
Point72 (DIFC) Ltd,46863,2025-09-30,31110
AG2R LA MONDIALE GESTION D'ACTIFS,46503,2025-09-30,0
"Pacer Advisors, Inc.",44980,2025-09-30,-37635
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,44632,2025-09-30,0
Stonegate Management LLC,44620,2025-09-30,44620
SHELL ASSET MANAGEMENT CO,44523,2025-09-30,-24811
"Vanguard Personalized Indexing Management, LLC",43251,2025-09-30,-4950
Rockefeller Capital Management L.P.,42989,2025-09-30,4579
MERCER GLOBAL ADVISORS INC /ADV,42881,2025-09-30,1001
INCEPTIONR LLC,42528,2025-09-30,-3653
Tredje AP-fonden,42368,2025-09-30,-5920
"American Assets Capital Advisers, LLC",41767,2025-09-30,-4007
LECAP ASSET MANAGEMENT LTD,41229,2025-09-30,7476
MIZUHO SECURITIES USA LLC,41076,2025-09-30,1686
"Pathstone Holdings, LLC",40754,2025-09-30,-10572
"Naviter Wealth, LLC",40095,2025-09-30,1237
"Caption Management, LLC",40000,2025-09-30,40000
Nekton Capital Ltd.,39285,2025-09-30,39285
Kentucky Retirement Systems,38414,2025-09-30,-793
Allworth Financial LP,38294,2025-09-30,1613
ALLSTATE CORP,37857,2025-09-30,24241
"Toroso Investments, LLC",37165,2025-09-30,-461
CAPTRUST FINANCIAL ADVISORS,36997,2025-09-30,-2583
"Bridgefront Capital, LLC",36355,2025-09-30,13511
Greenland Capital Management LP,36000,2025-09-30,36000
DoubleLine ETF Adviser LP,35655,2025-09-30,2096
OSTRUM ASSET MANAGEMENT,35546,2025-09-30,8240
"AIGEN INVESTMENT MANAGEMENT, LP",35146,2025-09-30,13012
ARBOR CAPITAL MANAGEMENT INC /ADV,34784,2025-09-30,8048
FIFTH THIRD BANCORP,34693,2025-09-30,-4353
Carnegie Lake Advisors LLC,33776,2025-09-30,400
"Vident Advisory, LLC",33374,2025-09-30,-2715
111 Capital,33351,2025-09-30,12802
HARTFORD INVESTMENT MANAGEMENT CO,33050,2025-09-30,-1416
AMICA MUTUAL INSURANCE CO,32808,2025-09-30,0
Boston Partners,30895,2025-09-30,-34838
"Baird Financial Group, Inc.",30753,2025-09-30,481
Gulf International Bank (UK) Ltd,30269,2025-09-30,-890
STIFEL FINANCIAL CORP,29989,2025-09-30,-27076
Maryland State Retirement & Pension System,29929,2025-09-30,1325
"Dai-Ichi Life Insurance Company, Ltd",29866,2025-09-30,0
"Catalytic Wealth RIA, LLC",29816,2025-09-30,1189
Louisiana State Employees Retirement System,29600,2025-09-30,-500
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",28806,2025-09-30,1323
NOMURA HOLDINGS INC,28527,2025-09-30,28527
"CI Private Wealth, LLC",27789,2025-09-30,9950
"SRS Capital Advisors, Inc.",27604,2025-09-30,27278
"SECURIAN ASSET MANAGEMENT, INC",27236,2025-09-30,-2484
BI Asset Management Fondsmaeglerselskab A/S,27160,2025-09-30,248
"GeoWealth Management, LLC",26773,2025-09-30,-461
Machina Capital S.A.S.,26476,2025-09-30,-77235
LOS ANGELES CAPITAL MANAGEMENT LLC,26072,2025-09-30,-64291
NEW MEXICO EDUCATIONAL RETIREMENT BOARD,25800,2025-09-30,-800
"Ocean Capital Management, LLC",25561,2025-09-30,0
Meiji Yasuda Life Insurance Co,25380,2025-09-30,0
"Global Wealth Management Investment Advisory, Inc.",25154,2025-09-30,2173
Scientech Research LLC,24177,2025-09-30,-2632
"Trek Financial, LLC",24125,2025-09-30,14
"Capital Square, LLC",23910,2025-09-30,-237
Pallas Capital Advisors LLC,23738,2025-09-30,10562
Ethic Inc.,23609,2025-09-30,-13962
Candriam S.C.A.,22993,2025-09-30,-7560
"BOKF, NA",22519,2025-09-30,-918
OSSIAM,22393,2025-09-30,13904
"Merit Financial Group, LLC",22319,2025-09-30,-4948
"1620 INVESTMENT ADVISORS, INC.",22158,2025-09-30,1277
"WILEY BROS.-AINTREE CAPITAL, LLC",21603,2025-09-30,1415
"Empire Financial Management Company, LLC",21494,2025-09-30,264
"Jump Financial, LLC",21379,2025-09-30,-70244
OMERS ADMINISTRATION Corp,21232,2025-09-30,0
Tower Research Capital LLC (TRC),21148,2025-09-30,5973
Paralel Advisors LLC,20628,2025-09-30,0
QUADRANT CAPITAL GROUP LLC,20628,2025-09-30,11156
TOKIO MARINE ASSET MANAGEMENT CO LTD,20252,2025-09-30,332
"Sequoia Financial Advisors, LLC",19773,2025-09-30,-2193
GATEWAY INVESTMENT ADVISERS LLC,19445,2025-09-30,-846
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",19140,2025-09-30,5663
TRUIST FINANCIAL CORP,18888,2025-09-30,11756
GSA CAPITAL PARTNERS LLP,18790,2025-09-30,-1842
"Atria Investments, Inc",18706,2025-09-30,-813
"DRW Securities, LLC",18306,2025-09-30,10894
E. Ohman J:or Asset Management AB,18300,2025-09-30,0
Verition Fund Management LLC,18001,2025-09-30,-65742
MQS Management LLC,17999,2025-09-30,-5276
"NORTHWESTERN MUTUAL INVESTMENT MANAGEMENT COMPANY, LLC",17974,2025-09-30,-210
Penserra Capital Management LLC,17854,2025-09-30,36
"Cresset Asset Management, LLC",17787,2025-09-30,2141
SCS Capital Management LLC,17326,2025-09-30,0
V-Square Quantitative Management LLC,16602,2025-09-30,-387
BEACON INVESTMENT ADVISORS LLC,16260,2025-09-30,57
Kentucky Retirement Systems Insurance Trust Fund,16101,2025-09-30,-539
OFI INVEST ASSET MANAGEMENT,15874,2025-09-30,-2540
Meiji Yasuda Asset Management Co Ltd.,15689,2025-09-30,0
"ALETHEA CAPITAL MANAGEMENT, LLC",15478,2025-09-30,15478
COMMERZBANK AKTIENGESELLSCHAFT /FI,15292,2025-09-30,0
MUFG SECURITIES AMERICAS INC.,15208,2025-09-30,2575
"Diversify Advisory Services, LLC",15097,2025-09-30,-6102
Integrated Wealth Concepts LLC,14306,2025-09-30,-730
"Empowered Funds, LLC",14201,2025-09-30,368
Point72 Hong Kong Ltd,14106,2025-09-30,14106
"Farther Finance Advisors, LLC",13900,2025-09-30,903
US BANCORP \DE\,13721,2025-09-30,-735
"MML INVESTORS SERVICES, LLC",13540,2025-09-30,0
ALPS ADVISORS INC,13489,2025-09-30,0
"UNITED CAPITAL FINANCIAL ADVISERS, LLC",13434,2025-09-30,-4401
"Brinker Capital Investments, LLC",13303,2025-09-30,-5581
Brevan Howard Capital Management LP,13229,2025-09-30,6699
PARK AVENUE SECURITIES LLC,13054,2025-09-30,1398
Campbell & CO Investment Adviser LLC,12958,2025-09-30,3897
Freestone Grove Partners LP,12716,2025-09-30,-585199
"ADVISOR GROUP HOLDINGS, INC.",12436,2025-09-30,1338
Heartland Bank & Trust Co,11698,2025-09-30,-32
"Crossmark Global Holdings, Inc.",11424,2025-09-30,9
AXA Investment Managers S.A.,11372,2025-09-30,11372
"EntryPoint Capital, LLC",11160,2025-09-30,11160
"Gallagher Fiduciary Advisors, LLC",10852,2025-09-30,167
MUFG Securities EMEA plc,10795,2025-09-30,9117
"Vestmark Advisory Solutions, Inc.",10722,2025-09-30,-16031
BESSEMER GROUP INC,10664,2025-09-30,-670
CAXTON ASSOCIATES LLP,10604,2025-09-30,10604
Allie Family Office LLC,10176,2025-09-30,3376
TEMA ETFS LLC,10094,2025-09-30,10094
"COMMONWEALTH EQUITY SERVICES, LLC",10059,2025-09-30,-2132
"Harbour Capital Advisors, LLC",9900,2025-09-30,-220
COMMERCE BANK,9896,2025-09-30,-219
GROUPAMA ASSET MANAGMENT,9798,2025-09-30,-59083
Erste Asset Management GmbH,9774,2025-09-30,326
Montecito Bank & Trust,9727,2025-09-30,9727
Buckingham Strategic Partners,9701,2025-09-30,-1800
"UHLMANN PRICE SECURITIES, LLC",9685,2025-09-30,-1110
GF FUND MANAGEMENT CO. LTD.,9665,2025-09-30,-605
Snowden Capital Advisors LLC,9633,2025-09-30,-339
MARTINGALE ASSET MANAGEMENT L P,9498,2025-09-30,3225
GTS SECURITIES LLC,9269,2025-09-30,71
"Warwick Investment Management, Inc.",9206,2025-09-30,9206
"GROUP ONE TRADING, L.P.",9172,2025-09-30,2691
BRIGHTON JONES LLC,9123,2025-09-30,-1486
"BOOTHBAY FUND MANAGEMENT, LLC",9082,2025-09-30,9082
"Meeder Advisory Services, Inc.",8998,2025-09-30,8998
BLAIR WILLIAM & CO/IL,8764,2025-09-30,-80
FIRST FINANCIAL BANKSHARES INC,8607,2025-09-30,-1513
XTX Topco Ltd,8523,2025-09-30,8523
"ARMISTICE CAPITAL, LLC",8467,2025-09-30,8467
"Steward Partners Investment Advisory, LLC",8065,2025-09-30,-347
Siemens Fonds Invest GmbH,8007,2025-09-30,-82
Oak Thistle LLC,7948,2025-09-30,7948
Krilogy Financial LLC,7942,2025-09-30,7942
Canada Post Corp Registered Pension Plan,7800,2025-09-30,0
Prestige Wealth Management Group LLC,7795,2025-09-30,-36
PRUDENTIAL PLC,7659,2025-09-30,0
Morton Capital Management LLC/CA,7609,2025-09-30,0
PROFUND ADVISORS LLC,7582,2025-09-30,853
"Kestra Advisory Services, LLC",7366,2025-09-30,7366
Wealthfront Advisers LLC,7351,2025-09-30,-13945
"Callan Family Office, LLC",7273,2025-09-30,-4033
JOURNEY STRATEGIC WEALTH LLC,7242,2025-09-30,586
Leisure Capital Management,7185,2025-09-30,7185
"Cetera Trust Company, N.A",7180,2025-09-30,0
"JACKSON THORNTON ASSET MANAGEMENT, LLC",7172,2025-09-30,7172
"PATTON FUND MANAGEMENT, INC.",7060,2025-09-30,540
"Mattson Financial Services, LLC",7035,2025-09-30,7035
IRON Financial LLC,6994,2025-09-30,6994
Phocas Financial Corp.,6957,2025-09-30,-1009
"HighTower Advisors, LLC",6953,2025-09-30,6953
SPIRIT OF AMERICA MANAGEMENT CORP/NY,6500,2025-09-30,500
"Livforsakringsbolaget Skandia, Omsesidigt",6261,2025-09-30,-1000
WOLVERINE ASSET MANAGEMENT LLC,6200,2025-09-30,0
"Virtus Investment Advisers, Inc.",5815,2025-09-30,729
"SIGNATUREFD, LLC",5483,2025-09-30,-29
Point72 Asia (Singapore) Pte. Ltd.,5455,2025-09-30,5455
JONES FINANCIAL COMPANIES LLLP,5208,2025-09-30,568
"Ameritas Investment Partners, Inc.",5141,2025-09-30,-287
MOTCO,5065,2025-09-30,0
FIL Ltd,4673,2025-09-30,-48129
"EverSource Wealth Advisors, LLC",4368,2025-09-30,-1799
"ASSETMARK, INC",4060,2025-09-30,446
Spire Wealth Management,3943,2025-09-30,-60
NBT BANK N A /NY,3692,2025-09-30,0
GAMMA Investing LLC,3666,2025-09-30,-2233
"PRINCIPAL SECURITIES, INC.",3452,2025-09-30,-153
ROTHSCHILD INVESTMENT LLC,3431,2025-09-30,-696
Amica Retiree Medical Trust,3278,2025-09-30,0
NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO,3171,2025-09-30,564
Byrne Asset Management LLC,3155,2025-09-30,100
"Parallel Advisors, LLC",3128,2025-09-30,276
HUNTINGTON NATIONAL BANK,2606,2025-09-30,125
"Bank Julius Baer & Co. Ltd, Zurich",2410,2025-09-30,0
"FEDERATED HERMES, INC.",2410,2025-09-30,-71
SALEM INVESTMENT COUNSELORS INC,2302,2025-09-30,0
TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH PZU SA,2290,2025-09-30,0
Fulcrum Asset Management LLP,2274,2025-09-30,0
"Clearstead Advisors, LLC",2255,2025-09-30,450
"Ronald Blue Trust, Inc.",1993,2025-09-30,-1940
"NBC SECURITIES, INC.",1835,2025-09-30,-156
