holder,shares,dateReported,change
VANGUARD GROUP INC,19490633,2025-09-30,-185926
"BlackRock, Inc.",14788541,2025-09-30,632664
HARRIS ASSOCIATES L P,11387265,2025-09-30,-365917
STATE STREET CORP,7548921,2025-09-30,-75923
"GEODE CAPITAL MANAGEMENT, LLC",4350518,2025-09-30,132364
CANADA PENSION PLAN INVESTMENT BOARD,4115564,2025-09-30,-52915
FMR LLC,3665476,2025-09-30,758861
ALLIANCEBERNSTEIN L.P.,3597572,2025-09-30,41643
Boston Partners,3556708,2025-09-30,3556708
Artisan Partners Limited Partnership,3433957,2025-09-30,161085
JPMORGAN CHASE & CO,3282147,2025-09-30,155976
Invesco Ltd.,2773984,2025-09-30,367204
Longview Partners (Guernsey) LTD,2346605,2025-09-30,57891
NORDEA INVESTMENT MANAGEMENT AB,2314219,2025-09-30,253759
MORGAN STANLEY,2300539,2025-09-30,-95951
CANTILLON CAPITAL MANAGEMENT LLC,1926934,2025-09-30,413256
LAZARD ASSET MANAGEMENT LLC,1839038,2025-09-30,-27499
AQR CAPITAL MANAGEMENT LLC,1777700,2025-09-30,222402
NORTHERN TRUST CORP,1773224,2025-09-30,-1481
DIMENSIONAL FUND ADVISORS LP,1422064,2025-09-30,12508
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,1345918,2025-09-30,84535
"CIBC Private Wealth Group, LLC",1318704,2025-09-30,-14961
GOLDMAN SACHS GROUP INC,1308958,2025-09-30,-451346
AMERICAN CENTURY COMPANIES INC,1244425,2025-09-30,-399027
UBS ASSET MANAGEMENT AMERICAS INC,1231690,2025-09-30,-356653
RAYMOND JAMES FINANCIAL INC,1230861,2025-09-30,89812
BANK OF AMERICA CORP /DE/,1178780,2025-09-30,256633
Legal & General Group Plc,1132304,2025-09-30,6257
Amundi,1118111,2025-09-30,-161706
Bank of New York Mellon Corp,1023985,2025-09-30,20385
UBS Group AG,995091,2025-09-30,29104
Orbis Allan Gray Ltd,967537,2025-09-30,915342
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",954903,2025-09-30,106132
FARALLON CAPITAL MANAGEMENT LLC,938551,2025-09-30,-2912800
CITIGROUP INC,915183,2025-09-30,475557
Capital Research Global Investors,901348,2025-09-30,-908395
DEUTSCHE BANK AG\,808095,2025-09-30,-54581
"CADIAN CAPITAL MANAGEMENT, LP",803069,2025-09-30,150769
"Sumitomo Mitsui Trust Holdings, Inc.",799567,2025-09-30,-9320
"Jarislowsky, Fraser Ltd",785658,2025-09-30,-7365
"Pacer Advisors, Inc.",728498,2025-09-30,-299354
PRICE T ROWE ASSOCIATES INC /MD/,694937,2025-09-30,449920
"Vulcan Value Partners, LLC",680933,2025-09-30,12177
ENVESTNET ASSET MANAGEMENT INC,648027,2025-09-30,14765
AMERIPRISE FINANCIAL INC,621388,2025-09-30,81110
FIL Ltd,601622,2025-09-30,63227
Capital World Investors,591264,2025-09-30,1421
EARNEST PARTNERS LLC,565419,2025-09-30,-8961
Vontobel Holding Ltd.,550430,2025-09-30,495884
"Alyeska Investment Group, L.P.",544256,2025-09-30,-201648
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",507912,2025-09-30,62777
Swiss National Bank,498680,2025-09-30,-35100
"Nuveen, LLC",469728,2025-09-30,26783
PRIMECAP MANAGEMENT CO/CA/,469161,2025-09-30,-74410
Qube Research & Technologies Ltd,461262,2025-09-30,-788912
RHUMBLINE ADVISERS,441015,2025-09-30,-25227
FRANKLIN RESOURCES INC,419223,2025-09-30,-17486
PLATINUM INVESTMENT MANAGEMENT LTD,367685,2025-09-30,-23110
HSBC HOLDINGS PLC,364459,2025-09-30,14374
