date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,adjDividend,dividend,declarationDate,paymentDate
2025-03-10,224.67,227.59,223,224.91,220.36,1453519,1453519,0.24,0.10682,225.0425,"March 10, 25",0.0010682,,,,,
2025-03-07,219.99,225.97,219.99,223.73,219.2,1520934,1520934,3.74,1.7,222.42,"March 07, 25",0.017,,,,,
2025-03-06,220.8,220.8,214.73,218.74,214.31,826800,826800,-2.06,-0.93297,218.7675,"March 06, 25",-0.0093297,,,,,
2025-03-05,215.66,221.27,215.66,220.38,215.92,792239,792239,4.72,2.19,218.2425,"March 05, 25",0.0219,,,,,
2025-03-04,223.16,227.96,218.66,219.35,214.91,958000,958000,-3.81,-1.71,222.2825,"March 04, 25",-0.0171,,,,,
2025-03-03,216.86,222.43,216.86,221.51,217.03,629600,629600,4.65,2.14,219.415,"March 03, 25",0.0214,,,,,
2025-02-28,219.96,220.27,216.24,217.9,213.49,1094000,1094000,-2.06,-0.93653,218.5925,"February 28, 25",-0.0093653,,,,,
2025-02-27,213.13,218.36,213.03,218.2,213.79,666300,666300,5.07,2.38,215.68,"February 27, 25",0.0238,,,,,
2025-02-26,217.91,220.23,214.71,215.49,211.13,761909,761909,-2.42,-1.11,217.085,"February 26, 25",-0.0111,,,,,
2025-02-25,220.5,225.38,217.34,219.17,214.74,1779010,1779010,-1.33,-0.60317,220.5975,"February 25, 25",-0.0060317,,,,,
2025-02-24,213.1,215.6,210.8,212.84,208.53,1171739,1171739,-0.26,-0.12201,213.085,"February 24, 25",-0.0012201,,,,,
2025-02-21,209.8,215.01,209.52,213,208.69,1132700,1132700,3.2,1.53,211.8325,"February 21, 25",0.0153,,,,,
2025-02-20,207.48,210.3,206.29,210.03,205.78,485440,485440,2.55,1.23,208.525,"February 20, 25",0.0123,,,,,
2025-02-19,206.21,208.55,204.7,207.77,203.57,696800,696800,1.56,0.75651,206.8075,"February 19, 25",0.0075651,,,,,
2025-02-18,204.38,206.66,203.57,206.4,202.22,537545,537545,2.02,0.98836,205.2525,"February 18, 25",0.0098836,,,,,
2025-02-14,209.9,211.12,205.3,205.37,201.22,486835,486835,-4.53,-2.16,207.9225,"February 14, 25",-0.0216,,,,,
2025-02-13,209.68,209.68,207.47,208.12,203.91,441004,441004,-1.56,-0.74399,208.7375,"February 13, 25",-0.0074399,,,,,
2025-02-12,205.6,208.94,204.13,208.63,204.41,588642,588642,3.03,1.47,206.825,"February 12, 25",0.0147,,,,,
2025-02-11,206.41,209.39,205.6,209.24,205.01,526309,526309,2.83,1.37,207.66,"February 11, 25",0.0137,,,,,
2025-02-10,206.99,207.51,203.71,206.31,202.14,556300,556300,-0.68,-0.32852,206.13,"February 10, 25",-0.0032852,,,,,
2025-02-07,204.37,206.79,203.68,205.82,201.66,779000,779000,1.45,0.7095,205.165,"February 07, 25",0.007095,,,,,
2025-02-06,204.33,205.14,203.6,205,200.85,620400,620400,0.67,0.3279,204.5175,"February 06, 25",0.003279,,,,,
2025-02-05,199.84,203.79,197.48,203.48,199.36,822500,822500,3.64,1.82,201.1475,"February 05, 25",0.0182,,,,,
2025-02-04,196.93,198.32,195.21,197.54,193.54,676211,676211,0.61,0.30975,197,"February 04, 25",0.0030975,,,,,
2025-02-03,196.96,199.24,195.99,197.73,193.73,812827,812827,0.77,0.39094,197.48,"February 03, 25",0.0039094,,,,,
2025-01-31,198.1,201.56,197.1,197.56,193.56,769360,769360,-0.54,-0.27259,198.58,"January 31, 25",-0.0027259,,,,,
2025-01-30,200.85,202.15,197.46,199.14,195.11,709109,709109,-1.71,-0.85138,199.9,"January 30, 25",-0.0085138,,,,,
2025-01-29,202,202.5,196.76,198.1,194.09,738016,738016,-3.9,-1.93,199.84,"January 29, 25",-0.0193,,,,,
2025-01-28,207.35,207.35,201.04,201.67,197.59,815151,815151,-5.68,-2.74,204.3525,"January 28, 25",-0.0274,,,,,
2025-01-27,205.4,208.45,203.37,207.94,203.73,1022700,1022700,2.54,1.24,206.29,"January 27, 25",0.0124,,,,,
2025-01-24,198.38,199.11,196.23,196.83,192.85,673529,673529,-1.55,-0.78133,197.6375,"January 24, 25",-0.0078133,,,,,
2025-01-23,198.36,198.74,195.08,198.69,194.67,576710,576710,0.33,0.16636,197.7175,"January 23, 25",0.0016636,,,,,
2025-01-22,202.51,203.7,198.17,198.4,194.39,996522,996522,-4.11,-2.03,200.695,"January 22, 25",-0.0203,,,,,
2025-01-21,204.82,207.41,203.32,204.36,200.23,670925,670925,-0.46,-0.22459,204.9775,"January 21, 25",-0.0022459,,,,,
2025-01-17,205.53,205.53,203.34,203.61,199.49,697700,697700,-1.92,-0.93417,204.5025,"January 17, 25",-0.0093417,,,,,
2025-01-16,197.88,205,197.88,204.18,200.05,1188338,1188338,6.3,3.18,201.235,"January 16, 25",0.0318,,,,,
2025-01-15,200.4,200.9,196.85,197.23,193.24,1021009,1021009,-3.17,-1.58,198.845,"January 15, 25",-0.0158,,,,,
2025-01-14,194.69,197.38,194.22,195.02,191.07,853500,853500,0.33,0.1695,195.3275,"January 14, 25",0.001695,,,,,
2025-01-13,193.08,195.26,192.61,194.96,191.02,846120,846120,1.88,0.97369,193.9775,"January 13, 25",0.0097369,,,,,
2025-01-10,195.08,195.89,192.55,192.76,188.86,1108900,1108900,-2.32,-1.19,194.07,"January 10, 25",-0.0119,,,,,
2025-01-08,195.64,199.95,193.41,199.71,195.67,1131100,1131100,4.07,2.08,197.1775,"January 08, 25",0.0208,,,,,
2025-01-07,198.51,200.19,195.61,195.89,191.93,761100,761100,-2.62,-1.32,197.55,"January 07, 25",-0.0132,,,,,
2025-01-06,200.9,202.78,198.5,198.93,194.91,811200,811200,-1.97,-0.98059,200.2775,"January 06, 25",-0.0098059,,,,,
2025-01-03,201.41,202.97,199.31,201.8,197.72,525900,525900,0.39,0.19363,201.3725,"January 03, 25",0.0019363,,,,,
2025-01-02,205.06,205.3,200.08,200.4,196.35,513751,513751,-4.66,-2.27,202.71,"January 02, 25",-0.0227,,,,,
2024-12-31,205.37,205.85,201.62,203.8,199.68,696667,696667,-1.57,-0.76447,204.16,"December 31, 24",-0.0076447,,,,,
2024-12-30,203.34,203.59,200.89,203.32,199.21,658848,658848,-0.02,-0.00983574,202.785,"December 30, 24",-9.83574e-05,,,,,
2024-12-27,201.89,205.52,201.89,203.2,199.09,653500,653500,1.31,0.64887,203.125,"December 27, 24",0.0064887,,,,,
2024-12-26,202.25,204.11,200.94,204,199.87,591978,591978,1.75,0.86527,202.825,"December 26, 24",0.0086527,,,,,
2024-12-24,202.2,203.25,200.92,202.56,198.46,438300,438300,0.36,0.17804,202.2325,"December 24, 24",0.0017804,,,,,
2024-12-23,202.61,203.43,200.6,203.28,199.17,1109000,1109000,0.67,0.33068,202.48,"December 23, 24",0.0033068,,,,,
2024-12-20,200,204.58,199.77,203.57,199.45,2458429,2458429,3.57,1.78,201.98,"December 20, 24",0.0178,,,,,
2024-12-19,200.04,201.41,197.16,198.24,194.23,1819601,1819601,-1.8,-0.89982,199.2125,"December 19, 24",-0.0089982,,,,,
2024-12-18,206.9,209.01,200.89,201.06,196.99,1356925,1356925,-5.84,-2.82,204.465,"December 18, 24",-0.0282,,,,,
2024-12-17,212.36,213.74,207.84,208.99,204.76,779478,779478,-3.37,-1.59,210.7325,"December 17, 24",-0.0159,,,,,
2024-12-16,212.29,214.42,211.66,212.28,207.99,813796,813796,-0.01,-0.00471054,212.6625,"December 16, 24",-4.71054e-05,,,,,
2024-12-13,215.01,216.03,213.08,214.28,209.95,609600,609600,-0.73,-0.33952,214.6,"December 13, 24",-0.0033952,,,,,
2024-12-12,216.11,218.24,215.12,216.05,211.68,730804,730804,-0.06,-0.02776364,216.38,"December 12, 24",-0.0002776364,,,,,
2024-12-11,217.92,218.24,214.51,216.21,211.84,899382,899382,-1.71,-0.78469,216.72,"December 11, 24",-0.0078469,,,,,
2024-12-10,222.37,222.37,216.4,217.38,212.98,933100,933100,-4.99,-2.24,219.63,"December 10, 24",-0.0224,,,,,
2024-12-09,220.38,225.06,220.38,223.26,218.74,866900,866900,2.88,1.31,222.27,"December 09, 24",0.0131,,,,,
2024-12-06,222.81,222.92,216.09,220.38,215.92,1072300,1072300,-2.43,-1.09,220.55,"December 06, 24",-0.0109,,,,,
2024-12-05,219.77,221.98,218.47,221.58,217.1,622600,622600,1.81,0.82359,220.45,"December 05, 24",0.0082359,,,,,
2024-12-04,222.5,223.45,218.27,220.81,216.34,872417,872417,-1.69,-0.75955,221.2575,"December 04, 24",-0.0075955,,,,,
2024-12-03,222.94,225.24,222.5,223.09,218.58,644129,644129,0.15,0.06728268,223.4425,"December 03, 24",0.0006728268,,,,,
2024-12-02,226.05,226.07,222.17,222.94,218.43,644300,644300,-3.11,-1.38,224.3075,"December 02, 24",-0.0138,,,,,
2024-11-29,228.75,228.88,226.01,226.25,221.67,351601,351601,-2.5,-1.09,227.4725,"November 29, 24",-0.0109,,,,,
2024-11-27,228.5,229.68,227.8,228.51,223.89,396100,396100,0.01,0.00437637,228.6225,"November 27, 24",4.37637e-05,,,,,
2024-11-26,226.03,227.71,224.76,226.59,222.01,644400,644400,0.56,0.24775,226.2725,"November 26, 24",0.0024775,,,,,
2024-11-25,223.7,227.81,221.87,225.98,221.41,1012974,1012974,2.28,1.02,224.84,"November 25, 24",0.0102,,,,,
2024-11-22,220.84,222.41,220.09,220.66,216.2,579300,579300,-0.18,-0.08150697,221,"November 22, 24",-0.0008150697,,,,,
2024-11-21,217.86,219.93,217.25,219.43,214.99,688600,688600,1.57,0.72065,218.6175,"November 21, 24",0.0072065,,,,,
2024-11-20,218.26,220.01,217.87,218.94,214.51,566396,566396,0.68,0.31156,218.77,"November 20, 24",0.0031156,,,,,
2024-11-19,221.77,222.98,219.17,219.47,215.03,615312,615312,-2.3,-1.04,220.8475,"November 19, 24",-0.0104,,,,,
2024-11-18,218.16,221.8,218.16,221.61,217.13,857917,857917,3.45,1.58,219.9325,"November 18, 24",0.0158,,,,,
2024-11-15,218.9,221.96,217.53,221.09,216.62,889861,889861,2.19,1,219.87,"November 15, 24",0.01,,,,,
2024-11-14,215.59,220.49,215.11,218.47,214.05,1275642,1275642,2.88,1.34,217.415,"November 14, 24",0.0134,2024-11-14,0.98,0.98,2024-10-27,2024-12-12
2024-11-13,224.08,224.08,217.79,218.51,213.13,735548,735548,-5.57,-2.49,221.115,"November 13, 24",-0.0249,,,,,
2024-11-12,219.65,220.12,215.46,219.6,214.19,1153820,1153820,-0.05,-0.02276349,218.7075,"November 12, 24",-0.0002276349,,,,,
2024-11-11,222.64,224.32,219.52,220.19,214.77,1077530,1077530,-2.45,-1.1,221.6675,"November 11, 24",-0.011,,,,,
2024-11-08,223.26,224.83,222.02,223.92,218.41,1332330,1332330,0.66,0.29562,223.5075,"November 08, 24",0.0029562,,,,,
2024-11-07,220,222.36,217.75,221.58,216.12,1860241,1860241,1.58,0.71818,220.4225,"November 07, 24",0.0071818,,,,,
2024-11-06,216.58,221.29,212.39,218.75,213.36,2237326,2237326,2.17,1,217.2525,"November 06, 24",0.01,,,,,
2024-11-05,227.29,229.28,225.2,228.36,222.74,682258,682258,1.07,0.47076,227.5325,"November 05, 24",0.0047076,,,,,
2024-11-04,228.43,230.09,225.97,228.77,223.14,785400,785400,0.34,0.14884,228.315,"November 04, 24",0.0014884,,,,,
2024-11-01,228.67,231.37,225.21,225.59,220.04,720215,720215,-3.08,-1.35,227.71,"November 01, 24",-0.0135,,,,,
2024-10-31,229.25,233.21,228.54,229.47,223.82,803517,803517,0.22,0.0959651,230.1175,"October 31, 24",0.000959651,,,,,
2024-10-30,232.54,236.86,230.2,231.88,226.17,821904,821904,-0.66,-0.28382,232.87,"October 30, 24",-0.0028382,,,,,
2024-10-29,241,241.6,231.25,231.75,226.04,1363500,1363500,-9.25,-3.84,236.4,"October 29, 24",-0.0384,,,,,
2024-10-28,243.48,245.17,239.32,239.94,234.03,1324250,1324250,-3.54,-1.45,241.9775,"October 28, 24",-0.0145,,,,,
2024-10-25,247.03,247.04,241.65,241.79,235.84,599100,599100,-5.24,-2.12,244.3775,"October 25, 24",-0.0212,,,,,
2024-10-24,242.85,246.32,242.85,246.07,240.01,787502,787502,3.22,1.33,244.5225,"October 24, 24",0.0133,,,,,
2024-10-23,241.7,244.42,241.25,243.69,237.69,496000,496000,1.99,0.82333,242.765,"October 23, 24",0.0082333,,,,,
2024-10-22,240.2,244.68,240.2,241.46,235.52,754700,754700,1.26,0.52456,241.635,"October 22, 24",0.0052456,,,,,
2024-10-21,247.03,248.62,241.38,243.47,237.48,569300,569300,-3.56,-1.44,245.125,"October 21, 24",-0.0144,,,,,
2024-10-18,247.7,248.89,245.66,247.47,241.38,512100,512100,-0.23,-0.09285426,247.43,"October 18, 24",-0.0009285426,,,,,
2024-10-17,246.81,248.21,244.13,247.2,241.11,677500,677500,0.39,0.15802,246.5875,"October 17, 24",0.0015802,,,,,
2024-10-16,250.27,252.64,248.02,248.75,242.63,893800,893800,-1.52,-0.60734,249.92,"October 16, 24",-0.0060734,,,,,
2024-10-15,242,249.72,241.32,249.31,243.17,3295448,3295448,7.31,3.02,245.5875,"October 15, 24",0.0302,,,,,
2024-10-14,233.6,240.29,233.2,239.82,233.92,546216,546216,6.22,2.66,236.7275,"October 14, 24",0.0266,,,,,
2024-10-11,234.25,235.07,231.78,233.51,227.76,533731,533731,-0.74,-0.3159,233.6525,"October 11, 24",-0.003159,,,,,
2024-10-10,234.68,237.36,231.16,233.23,227.49,656524,656524,-1.45,-0.61786,234.1075,"October 10, 24",-0.0061786,,,,,
2024-10-09,237.59,238.7,233.89,235.47,229.67,627339,627339,-2.12,-0.89229,236.4125,"October 09, 24",-0.0089229,,,,,
2024-10-08,237.95,239.87,236.34,238.62,232.75,627500,627500,0.67,0.28157,238.195,"October 08, 24",0.0028157,,,,,
2024-10-07,233.44,238,232.7,237.71,231.86,901646,901646,4.27,1.83,235.4625,"October 07, 24",0.0183,,,,,
2024-10-04,234.2,237.05,230.36,235.37,229.58,1139100,1139100,1.17,0.49957,234.245,"October 04, 24",0.0049957,,,,,
2024-10-03,240.94,241.58,237.62,239.91,234,880696,880696,-1.03,-0.42749,240.0125,"October 03, 24",-0.0042749,,,,,
2024-10-02,239.82,243.12,238.78,241.97,236.01,739137,739137,2.15,0.89651,240.9225,"October 02, 24",0.0089651,,,,,
2024-10-01,241.17,243.54,238.17,242.64,236.67,816800,816800,1.47,0.60953,241.38,"October 01, 24",0.0060953,,,,,
2024-09-30,239.29,240.86,238.01,240.7,234.77,828529,828529,1.41,0.58924,239.715,"September 30, 24",0.0058924,,,,,
2024-09-27,238.53,239.26,236.65,238.64,232.76,709300,709300,0.11,0.04611579,238.27,"September 27, 24",0.0004611579,,,,,
2024-09-26,239.64,239.64,234.44,236.26,230.44,790800,790800,-3.38,-1.41,237.495,"September 26, 24",-0.0141,,,,,
2024-09-25,242.26,243.79,238.37,239.33,233.44,484304,484304,-2.93,-1.21,240.9375,"September 25, 24",-0.0121,,,,,
2024-09-24,239.67,242.52,238.44,241.98,236.02,660325,660325,2.31,0.96383,240.6525,"September 24, 24",0.0096383,,,,,
2024-09-23,240.51,242.6,238.24,240.53,234.61,639300,639300,0.02,0.00831566,240.47,"September 23, 24",8.31566e-05,,,,,
2024-09-20,236.58,239.6,235.48,239.47,233.57,1177100,1177100,2.89,1.22,237.7825,"September 20, 24",0.0122,,,,,
2024-09-19,239.68,240.82,232.18,238.29,232.42,776200,776200,-1.39,-0.57994,237.7425,"September 19, 24",-0.0057994,,,,,
2024-09-18,246,246.91,239.77,239.91,234,609014,609014,-6.09,-2.48,243.1475,"September 18, 24",-0.0248,,,,,
2024-09-17,244.33,246.66,243.56,245,238.97,651300,651300,0.67,0.27422,244.8875,"September 17, 24",0.0027422,,,,,
2024-09-16,244.95,247.45,244.5,245.09,239.06,1059637,1059637,0.14,0.05715452,245.4975,"September 16, 24",0.0005715452,,,,,
2024-09-13,241.51,243.48,239,242.95,236.97,450300,450300,1.44,0.59625,241.735,"September 13, 24",0.0059625,,,,,
2024-09-12,241.92,242.23,237.82,239.85,233.94,763400,763400,-2.07,-0.85565,240.455,"September 12, 24",-0.0085565,,,,,
2024-09-11,239.72,242.34,236.81,241.84,235.89,751544,751544,2.12,0.88437,240.1775,"September 11, 24",0.0088437,,,,,
2024-09-10,240.44,243.75,239.9,242.53,236.56,847417,847417,2.09,0.86924,241.655,"September 10, 24",0.0086924,,,,,
2024-09-09,237.48,241.83,236.02,239.83,233.93,1052904,1052904,2.35,0.98956,238.79,"September 09, 24",0.0098956,,,,,
2024-09-06,234.15,238.82,233.54,238.51,232.64,1312844,1312844,4.36,1.86,236.255,"September 06, 24",0.0186,,,,,
2024-09-05,235.27,236.99,232.51,233.37,227.62,960321,960321,-1.9,-0.80758,234.535,"September 05, 24",-0.0080758,,,,,
2024-09-04,231.76,235.41,230.22,233.22,227.48,737100,737100,1.46,0.62996,232.6525,"September 04, 24",0.0062996,,,,,
2024-09-03,225.83,233.65,225.83,230.81,225.13,709224,709224,4.98,2.21,229.03,"September 03, 24",0.0221,,,,,
2024-08-30,226.96,229.01,224.69,226.66,221.08,1081900,1081900,-0.3,-0.13218,226.83,"August 30, 24",-0.0013218,,,,,
2024-08-29,227.09,227.63,223.05,226.54,220.96,793200,793200,-0.55,-0.24219,226.0775,"August 29, 24",-0.0024219,,,,,
2024-08-28,228.82,229.35,226.51,227.67,222.06,592724,592724,-1.15,-0.50258,228.0875,"August 28, 24",-0.0050258,,,,,
2024-08-27,225.56,228.89,225.54,228.51,222.88,408400,408400,2.95,1.31,227.125,"August 27, 24",0.0131,,,,,
2024-08-26,228.06,229.9,226.72,227.54,221.94,509600,509600,-0.52,-0.22801,228.055,"August 26, 24",-0.0022801,,,,,
2024-08-23,219.03,228.03,219.03,227.28,221.68,991835,991835,8.25,3.77,223.3425,"August 23, 24",0.0377,,,,,
2024-08-22,218.16,219.54,217.51,218.37,212.99,510515,510515,0.21,0.09625963,218.395,"August 22, 24",0.0009625963,2024-08-22,0.98,0.98,2024-07-29,2024-09-18
2024-08-21,219.58,219.58,217.41,219.3,212.94,372500,372500,-0.28,-0.12752,218.9675,"August 21, 24",-0.0012752,,,,,
2024-08-20,218.43,219.76,217.96,219.49,213.12,310503,310503,1.06,0.48528,218.91,"August 20, 24",0.0048528,,,,,
2024-08-19,217.93,219.34,217.4,218.31,211.98,333361,333361,0.38,0.17437,218.245,"August 19, 24",0.0017437,,,,,
2024-08-16,216.4,218.52,215.86,218.17,211.84,656400,656400,1.77,0.81793,217.2375,"August 16, 24",0.0081793,,,,,
2024-08-15,216.6,216.79,213.91,214.77,208.54,977400,977400,-1.83,-0.84488,215.5175,"August 15, 24",-0.0084488,,,,,
2024-08-14,217.56,219.57,216.41,217.87,211.55,465200,465200,0.31,0.14249,217.8525,"August 14, 24",0.0014249,,,,,
2024-08-13,217.39,219.36,216.34,218.56,212.22,470739,470739,1.17,0.5382,217.9125,"August 13, 24",0.005382,,,,,
2024-08-12,213.86,216.37,212.58,216.18,209.91,811824,811824,2.32,1.08,214.7475,"August 12, 24",0.0108,,,,,
2024-08-09,216.99,216.99,212.83,212.91,206.74,735452,735452,-4.08,-1.88,214.93,"August 09, 24",-0.0188,,,,,
2024-08-08,213.62,217.37,212.75,216.89,210.6,454200,454200,3.27,1.53,215.1575,"August 08, 24",0.0153,,,,,
2024-08-07,219.46,220.87,214.63,214.98,208.75,1018300,1018300,-4.48,-2.04,217.485,"August 07, 24",-0.0204,,,,,
2024-08-06,219.24,222.92,218.51,220.32,213.93,1049846,1049846,1.08,0.49261,220.2475,"August 06, 24",0.0049261,,,,,
2024-08-05,229.11,230.35,220.25,221.11,214.7,1930135,1930135,-8,-3.49,225.205,"August 05, 24",-0.0349,,,,,
2024-08-02,232.16,237.24,228.28,229.73,223.07,1866518,1866518,-2.43,-1.05,231.8525,"August 02, 24",-0.0105,,,,,
2024-08-01,219.56,227.36,219.34,227.16,220.57,1170800,1170800,7.6,3.46,223.355,"August 01, 24",0.0346,,,,,
2024-07-31,219.45,222.84,217.88,219.54,213.17,1191515,1191515,0.09,0.04101162,219.9275,"July 31, 24",0.0004101162,,,,,
2024-07-30,211.64,220.98,211.64,217.94,211.62,1939867,1939867,6.3,2.98,215.55,"July 30, 24",0.0298,,,,,
2024-07-29,214.85,218.15,213,217.82,211.5,1996126,1996126,2.97,1.38,215.955,"July 29, 24",0.0138,,,,,
2024-07-26,214.47,215.69,211.27,214.71,208.48,911900,911900,0.24,0.1119,214.035,"July 26, 24",0.001119,,,,,
2024-07-25,207.02,212.55,206.81,211.07,204.95,1341450,1341450,4.05,1.96,209.3625,"July 25, 24",0.0196,,,,,
2024-07-24,208.65,209.32,204.57,205.45,199.49,678100,678100,-3.2,-1.53,206.9975,"July 24, 24",-0.0153,,,,,
2024-07-23,208.64,209.97,206.9,207.33,201.32,533700,533700,-1.31,-0.62788,208.21,"July 23, 24",-0.0062788,,,,,
2024-07-22,209.89,211.02,207.64,208.82,202.76,477800,477800,-1.07,-0.50979,209.3425,"July 22, 24",-0.0050979,,,,,
2024-07-19,211.64,212.07,208.15,209,202.94,768504,768504,-2.64,-1.25,210.215,"July 19, 24",-0.0125,,,,,
2024-07-18,210.46,215.16,210.1,211.25,205.12,802743,802743,0.79,0.37537,211.7425,"July 18, 24",0.0037537,,,,,
2024-07-17,212.91,214.79,211.18,214.22,208.01,651714,651714,1.31,0.61528,213.275,"July 17, 24",0.0061528,,,,,
2024-07-16,212.7,213.53,209.9,213.06,206.88,776800,776800,0.36,0.16925,212.2975,"July 16, 24",0.0016925,,,,,
2024-07-15,210.01,212.08,208.04,210.26,204.16,888746,888746,0.25,0.11904,210.0975,"July 15, 24",0.0011904,,,,,
2024-07-12,210.85,215.47,210.3,212.83,206.66,1345200,1345200,1.98,0.93906,212.3625,"July 12, 24",0.0093906,,,,,
2024-07-11,199.75,209.9,199.26,209.86,203.77,1495808,1495808,10.11,5.06,204.6925,"July 11, 24",0.0506,,,,,
2024-07-10,197.2,197.21,191.79,195.19,189.53,572432,572432,-2.01,-1.02,195.3475,"July 10, 24",-0.0102,,,,,
2024-07-09,193,196.22,192.1,195.53,189.86,714117,714117,2.53,1.31,194.2125,"July 09, 24",0.0131,,,,,
2024-07-08,191.59,194.65,190.91,193.96,188.34,655049,655049,2.37,1.24,192.7775,"July 08, 24",0.0124,,,,,
2024-07-05,192.31,192.32,189.07,190.83,185.3,666493,666493,-1.48,-0.76959,191.1325,"July 05, 24",-0.0076959,,,,,
2024-07-03,189.96,193.48,189.22,192.18,186.61,474519,474519,2.22,1.17,191.21,"July 03, 24",0.0117,,,,,
2024-07-02,191.29,191.29,187.06,189,183.52,1232349,1232349,-2.29,-1.2,189.66,"July 02, 24",-0.012,,,,,
2024-07-01,194.83,195.81,189.47,189.78,184.28,956911,956911,-5.05,-2.59,192.4725,"July 01, 24",-0.0259,,,,,
2024-06-28,197.61,198.79,195.06,196.3,190.61,1463509,1463509,-1.31,-0.66292,196.94,"June 28, 24",-0.0066292,,,,,
2024-06-27,193.2,196.95,192.25,196.95,191.24,879812,879812,3.75,1.94,194.8375,"June 27, 24",0.0194,,,,,
2024-06-26,191.29,193.8,190.46,193.57,187.96,746700,746700,2.28,1.19,192.28,"June 26, 24",0.0119,,,,,
2024-06-25,196.32,196.41,191.46,192.67,187.08,553531,553531,-3.65,-1.86,194.215,"June 25, 24",-0.0186,,,,,
2024-06-24,194.89,199.53,194.57,197.17,191.45,721427,721427,2.28,1.17,196.54,"June 24, 24",0.0117,,,,,
2024-06-21,191.28,195.18,190.58,194.63,188.99,1193645,1193645,3.35,1.75,192.9175,"June 21, 24",0.0175,,,,,
2024-06-20,190.17,191.38,189.32,190.78,185.25,540930,540930,0.61,0.32077,190.4125,"June 20, 24",0.0032077,,,,,
2024-06-18,191.2,193.48,190.5,191.19,185.65,530600,530600,-0.01,-0.00523013,191.5925,"June 18, 24",-5.23013e-05,,,,,
2024-06-17,195,195,190.33,191.19,185.65,619511,619511,-3.81,-1.95,192.88,"June 17, 24",-0.0195,,,,,
2024-06-14,195.78,198.11,194.95,195.96,190.28,596314,596314,0.18,0.09193993,196.2,"June 14, 24",0.0009193993,,,,,
2024-06-13,196.6,198.29,195.2,197.01,191.3,952714,952714,0.41,0.20855,196.775,"June 13, 24",0.0020855,,,,,
2024-06-12,199.92,202.86,195.17,196.29,190.6,1198700,1198700,-3.63,-1.82,198.56,"June 12, 24",-0.0182,,,,,
2024-06-11,192.98,195.79,192.24,192.35,186.77,903038,903038,-0.63,-0.32646,193.34,"June 11, 24",-0.0032646,,,,,
2024-06-10,192.67,194.32,191.07,193.16,187.56,988232,988232,0.49,0.25432,192.805,"June 10, 24",0.0025432,,,,,
2024-06-07,191.12,193.71,188.88,193.39,187.78,786000,786000,2.27,1.19,191.775,"June 07, 24",0.0119,,,,,
2024-06-06,195.83,197.3,194.7,195.37,189.7,438200,438200,-0.46,-0.2349,195.8,"June 06, 24",-0.002349,,,,,
2024-06-05,198.8,198.87,196.18,196.89,191.18,504308,504308,-1.91,-0.96076,197.685,"June 05, 24",-0.0096076,,,,,
2024-06-04,196.76,200.24,195.91,198.63,192.87,741900,741900,1.87,0.9504,197.885,"June 04, 24",0.009504,,,,,
2024-06-03,197.09,200.4,196.35,196.76,191.05,681639,681639,-0.33,-0.16744,197.65,"June 03, 24",-0.0016744,,,,,
2024-05-31,194.87,197.95,193.95,196.68,190.98,1592600,1592600,1.81,0.92882,195.8625,"May 31, 24",0.0092882,,,,,
2024-05-30,188.02,193.5,187.49,193.2,187.6,1065308,1065308,5.18,2.76,190.5525,"May 30, 24",0.0276,,,,,
2024-05-29,186.02,187.52,185.44,186.38,180.97,781227,781227,0.36,0.19353,186.34,"May 29, 24",0.0019353,,,,,
2024-05-28,188.93,192.01,186.23,187.29,181.86,790335,790335,-1.64,-0.86805,188.615,"May 28, 24",-0.0086805,,,,,
2024-05-24,188.59,189.7,187.72,188.09,182.64,500632,500632,-0.5,-0.26513,188.525,"May 24, 24",-0.0026513,,,,,
2024-05-23,193.04,193.52,188.58,188.79,183.32,730900,730900,-4.25,-2.2,190.9825,"May 23, 24",-0.022,,,,,
2024-05-22,196.88,197.42,192.56,193.77,188.15,1016005,1016005,-3.11,-1.58,195.1575,"May 22, 24",-0.0158,2024-05-23,0.98,0.98,2024-04-29,2024-06-19
2024-05-21,198.41,199.61,196.97,198.37,191.67,599145,599145,-0.04,-0.02016027,198.34,"May 21, 24",-0.0002016027,,,,,
2024-05-20,199.63,200.2,196.2,198.41,191.71,858900,858900,-1.22,-0.61113,198.61,"May 20, 24",-0.0061113,,,,,
2024-05-17,202.75,202.89,198.35,199.38,192.64,853300,853300,-3.37,-1.66,200.8425,"May 17, 24",-0.0166,,,,,
2024-05-16,202.06,206.28,200.94,202.87,196.02,825600,825600,0.81,0.40087,203.0375,"May 16, 24",0.0040087,,,,,
2024-05-15,204.42,208.23,201.63,202.36,195.52,1247800,1247800,-2.06,-1.01,204.16,"May 15, 24",-0.0101,,,,,
2024-05-14,200.2,200.26,197.77,199.1,192.37,1017811,1017811,-1.1,-0.54945,199.3325,"May 14, 24",-0.0054945,,,,,
2024-05-13,199.79,200,196.33,198.03,191.34,719232,719232,-1.76,-0.88092,198.5375,"May 13, 24",-0.0088092,,,,,
2024-05-10,198.69,198.69,195.87,197.51,190.84,714224,714224,-1.18,-0.59389,197.69,"May 10, 24",-0.0059389,,,,,
2024-05-09,197.96,201.23,196.46,198.48,191.78,827530,827530,0.52,0.26268,198.5325,"May 09, 24",0.0026268,,,,,
