date,symbol,calendarYear,period,growthCashAndCashEquivalents,growthShortTermInvestments,growthCashAndShortTermInvestments,growthNetReceivables,growthInventory,growthOtherCurrentAssets,growthTotalCurrentAssets,growthPropertyPlantEquipmentNet,growthGoodwill,growthIntangibleAssets,growthGoodwillAndIntangibleAssets,growthLongTermInvestments,growthTaxAssets,growthOtherNonCurrentAssets,growthTotalNonCurrentAssets,growthOtherAssets,growthTotalAssets,growthAccountPayables,growthShortTermDebt,growthTaxPayables,growthDeferredRevenue,growthOtherCurrentLiabilities,growthTotalCurrentLiabilities,growthLongTermDebt,growthDeferredRevenueNonCurrent,growthDeferrredTaxLiabilitiesNonCurrent,growthOtherNonCurrentLiabilities,growthTotalNonCurrentLiabilities,growthOtherLiabilities,growthTotalLiabilities,growthCommonStock,growthRetainedEarnings,growthAccumulatedOtherComprehensiveIncomeLoss,growthOthertotalStockholdersEquity,growthTotalStockholdersEquity,growthTotalLiabilitiesAndStockholdersEquity,growthTotalInvestments,growthTotalDebt,growthNetDebt
2024-12-31,SW,2024,FY,-0.145,0,-0.145,1.2796234772978958,1.9509559434746466,2.5873297758784717,1.200218818380744,2.678021086780211,1.4004222378606614,4.123853211009174,1.5944444444444446,0,-1,6.752704107435759,2.554899272228668,0,2.1142979147391645,0.9039351851851852,4.513089005235602,0,0,3.6070878274268106,1.4394544244843646,2.442766950315674,0,11.857142857142858,3.4364471669218988,2.9086429891192775,0,2.3479751174304937,0,-0.1621698381141721,-0.7072018890200709,0,1.8190971094511206,2.1142979147391645,0,2.292564785662388,3.0715883668903805
2023-12-31,SW,2023,FY,0.27322051835608385,0,0.27322051835608385,-0.05018374684525316,-0.04863627585467338,-0.22574682267781943,0.014819067530946096,0.23597625554287235,0.11798397199642906,0.01051819651241431,0.1095774043916856,0,0,-3.5449404722985824,0.19155522778675121,0,0.12768011425403555,-0.041292657067387474,1.1991256460651194,0,0,0.5477399062436877,-0.010525656763595324,0.10193387428818944,0,0,-0.2424503448243059,0.09898058551862611,0,0.054447043057810215,0,0.22131873772459335,0.2498351098601868,0,0.23758515984664394,0.12768011425403555,0,0.10310485143857269,0.05793046688611708
2022-12-31,SW,2022,FY,-0.08066005458415552,0,-0.08066005458415552,0.0642814903014452,0.20985473893862988,0.9727665486043464,0.1073350496149598,0.05895925304783805,0.013182448590815103,0.02323591494223897,0.013961758435108183,-1,0,0.19338731883360208,0.042708836047246256,0,0.0651764784153679,0.27122130736424527,0.17462024396205472,0,0,0.3714221562375216,0.07548536395701634,0.0026181721739201164,0,0,-0.04040437780368289,-0.011626403362436687,0,0.02203934730531641,0,0.9587550649163703,-4.542271683318251,0,0.13719651670723854,0.0651764784153679,-1,-0.002116838359933734,0.02104785633173983
2021-12-31,SW,2021,FY,-0.04116796296296296,0,-0.04116796296296296,0.336257736724009,0.35209222639068566,0.580661570621469,0.2482381589932474,0.10647104557199906,0.07039292790102389,0.013615504807692308,0.06576530094043888,0.042647565217391305,0,-0.11570453,0.08517068785551764,0,0.13680079679300292,0.4497651840490798,0.041423788732394363,0,0,-0.17363135405405405,0.2667037932735426,0.15333085344526057,0,0,-0.22226465887445887,0.04849828361000701,0,0.12327902535730752,0,0.6050461962922573,0.24510175,0,0.16061377453580902,0.13680079679300292,0.042647565217391305,0.14499740079365078,0.21454597064989517
2020-12-31,SW,2020,FY,3.7142857142857144,0,3.7142857142857144,-0.046362339514978604,-0.05616605616605617,-0.1323529411764706,0.21567164179104478,-0.026303751143641353,-0.016365925304238357,-0.1072961373390558,-0.024464831804281346,-0.11538461538461539,0,-0.1341991341991342,-0.029399585921325053,0,0.03677581863979849,-0.040235525024533855,-0.35454545454545455,0,0,0.18210862619808307,0.006772009029345372,-0.10712054965646471,0,0,-0.05016447368421053,-0.09327962688149248,0,-0.061309867282169646,0,0.49105691056910566,-0.3486005089058524,0,0.27710027100271,0.03677581863979849,-0.11538461538461539,-0.11195445920303605,-0.31857142857142856
2019-12-31,SW,2019,FY,-0.5940447167562891,0,-0.5940447167562891,-0.028413028413028413,-0.16553636325531135,-0.5053474162960718,-0.2071553298996556,0.05784732915451571,-0.11765412928657107,-0.11053012992146638,-0.11702424701574497,-0.23529411764705882,-1,0.3261354908842078,-0.0312665952171873,0,-0.08601759184532096,-0.16355887266782926,-0.34523809523809523,-1,0,-0.5333711924839165,-0.08748680464207566,0,-1,-1,-0.7522081118759476,-0.0797586698189498,0,-0.0822422534771778,0,0.2800785734291514,0,-1,-0.06464719077582132,-0.08601759184532096,-0.23529411764705882,0,8.51769043043909
2018-12-31,SW,2018,FY,-0.26779248416515017,0,-0.26779248416515017,0.055596196049743966,-0.0364034398399132,-0.22497993794798066,-0.04876444569810762,0.06260191562712719,-0.014366330137056566,0.5269158023697169,0.017526272032844424,0,-0.2705809883012077,-0.0031925129863402566,0.03159199981626974,0,0.005160484924584637,-0.04291641586749559,-0.7514792899408284,-0.18824593593211056,0,-0.05692295251035147,-0.19773851918805677,0,-0.09669476383771819,0.11455121705119162,0.11853087206942818,0.11730747374531172,0,-0.007896748459207811,0,-0.6668341603579218,0,1.5386227871244926,0.048913830178237534,0.005160484924584637,0,0,0.26779248416515017
2017-12-31,SW,2017,FY,0.3866612478963755,0,0.3866612478963755,0.045906656465187455,0.22747225642902935,1.0715052644410232,0.24588043775381982,0.13407874121692787,0.13377551302070512,-0.09375728267507129,0.11724770708425714,-0.10526315789473684,0.20076326028703537,-0.11082936880066571,0.12051394364124954,0,0.15887065967346417,0.19124934198432647,3.8285714285714287,0.5778253837599157,0,0.4389742292792353,0.5070239402525097,0,0.5481269368695888,-0.07744636506388954,-0.01959302200392096,-0.020185808018449953,0,0.13803513372365625,0,0.607446155117942,0,-0.525466702185198,0.22839783235425187,0.15887065967346417,-0.10526315789473684,0,-0.3866612478963755
2016-12-31,SW,2016,FY,0.5533701994387341,0,0.5533701994387341,0.03157063930544594,0.02150485073127941,-0.2773314133616987,0.0447764777298792,0.01093042369794298,-0.05044682133068293,-0.038050567455827015,-0.04955713803924581,0,-0.08614803447454167,0.06212799174628176,-0.016140828171380562,0,0.0017292979747087866,-0.05753073805117613,0.627906976744186,-0.16993073537978132,0,0.033141191270727344,0.0029281648495344736,0,0.03594557660203937,-0.016554487619882673,-0.016319432304420598,-0.016173011398894675,0,-0.010517407628823076,0,0.32559429409262197,0,-0.14754909040484815,0.02911356562589372,0.0017292979747087866,0,0,-0.5533701994387341
2015-12-31,SW,2015,FY,-0.3727291734471524,0,-0.3727291734471524,0.038524590163934426,-0.059123208569815885,-0.4439695960024217,-0.1450787507688197,-0.08016134489547236,-0.07590406329067292,0.13968924915103492,-0.06318522226691593,0,-0.24127579528622622,0.009379679054769484,-0.07697295831997848,0,-0.0980508382184446,0.0003803097350998879,0.2835820895522388,0.12613066194032838,0,-0.29270712020932843,-0.07359005728941553,0,-0.025987810294426133,-0.12056401601223901,-0.08619786493658106,-0.08749571639885272,0,-0.08342213310872344,0,1.0536368531184988,0,-11.737082814367056,-0.11912017096643823,-0.0980508382184446,0,0,0.3727291734471524
