date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,declarationDate,adjDividend,dividend,paymentDate
2025-11-25,609.3,621.67,603.46,617.93,617.11,675100,675100,8.63,1.42,613.09,"November 25, 25",0.0142,,,,,
2025-11-24,604.67,606.66,599.12,604.59,603.78,722924,722924,-0.08,-0.01323036,603.76,"November 24, 25",-0.0001323036,,,,,
2025-11-21,600.36,614.45,599.1,603.18,602.38,573923,573923,2.82,0.46972,604.2725,"November 21, 25",0.0046972,,,,,
2025-11-20,603.23,612.82,596.86,597,596.2,448143,448143,-6.23,-1.03,602.4775,"November 20, 25",-0.0103,,,,,
2025-11-19,596.55,598.89,587.25,596.82,596.03,330794,330794,0.27,0.04526025,594.8775,"November 19, 25",0.0004526025,,,,,
2025-11-18,586.11,596.09,585,593.18,592.39,318246,318246,7.07,1.21,590.095,"November 18, 25",0.0121,,,,,
2025-11-17,596.36,599.07,587.88,589.97,589.18,350600,350600,-6.39,-1.07,593.32,"November 17, 25",-0.0107,,,,,
2025-11-14,598.74,602.31,595.02,596.44,595.65,342749,342749,-2.3,-0.38414,598.1275,"November 14, 25",-0.0038414,,,,,
2025-11-13,614.6,616.74,600.76,602.13,601.33,453205,453205,-12.47,-2.03,608.5575,"November 13, 25",-0.0203,,,,,
2025-11-12,619.19,624.96,610,614.81,613.99,382600,382600,-4.38,-0.70738,617.24,"November 12, 25",-0.0070738,,,,,
2025-11-11,617.07,625,616.78,620.4,619.57,238449,238449,3.33,0.53965,619.8125,"November 11, 25",0.0053965,,,,,
2025-11-10,610.16,620.73,605.49,616.77,615.95,320722,320722,6.61,1.08,613.2875,"November 10, 25",0.0108,,,,,
2025-11-07,606.5,615.28,604.71,610.64,609.83,358543,358543,4.14,0.68261,609.2825,"November 07, 25",0.0068261,,,,,
2025-11-06,609.22,613.03,599.54,608.33,607.52,479948,479948,-0.89,-0.14609,607.53,"November 06, 25",-0.0014609,,,,,
2025-11-05,621.35,632.43,606.4,610.61,609.8,708600,708600,-10.74,-1.73,617.6975,"November 05, 25",-0.0173,,,,,
2025-11-04,631.69,633.13,607.78,625.26,624.43,725204,725204,-6.43,-1.02,624.465,"November 04, 25",-0.0102,,,,,
2025-11-03,615.35,621.58,610.37,619.3,618.48,712309,712309,3.95,0.64191,616.65,"November 03, 25",0.0064191,,,,,
2025-10-31,609.01,617.77,607.12,613.1,612.28,354225,354225,4.09,0.67158,611.75,"October 31, 25",0.0067158,,,,,
2025-10-30,606,616.16,604.22,613.02,612.2,470640,470640,7.02,1.16,609.85,"October 30, 25",0.0116,,,,,
2025-10-29,616,630.48,613.36,616.92,616.1,410134,410134,0.92,0.14935,619.19,"October 29, 25",0.0014935,,,,,
2025-10-28,613.6,619.97,612.49,616.84,616.02,293400,293400,3.24,0.52803,615.725,"October 28, 25",0.0052803,,,,,
2025-10-27,622.93,625.8,614.96,616.84,616.02,291918,291918,-6.09,-0.97764,620.1325,"October 27, 25",-0.0097764,,,,,
2025-10-24,624.52,630.53,620.62,621.23,620.4,293300,293300,-3.29,-0.5268,624.225,"October 24, 25",-0.005268,,,,,
2025-10-23,620.98,628.24,617.98,619.35,618.53,189400,189400,-1.63,-0.26249,621.6375,"October 23, 25",-0.0026249,,,,,
2025-10-22,631.97,635.87,621.05,622.5,621.67,220207,220207,-9.47,-1.5,627.8475,"October 22, 25",-0.015,,,,,
2025-10-21,626,634.04,621.71,632.03,631.19,278100,278100,6.03,0.96326,628.445,"October 21, 25",0.0096326,,,,,
2025-10-20,630.42,630.42,615.02,627.09,626.26,244000,244000,-3.33,-0.52822,625.7375,"October 20, 25",-0.0052822,,,,,
2025-10-17,623.52,630.98,619.24,625.4,624.57,321511,321511,1.88,0.30151,624.785,"October 17, 25",0.0030151,,,,,
2025-10-16,642.81,642.81,622.74,624.14,623.31,308643,308643,-18.67,-2.9,633.125,"October 16, 25",-0.029,,,,,
2025-10-15,656,665.18,639.16,639.16,638.31,637709,637709,-16.84,-2.57,649.875,"October 15, 25",-0.0257,,,,,
2025-10-14,638.61,657.36,632.92,656.85,655.98,329850,329850,18.24,2.86,646.435,"October 14, 25",0.0286,,,,,
2025-10-13,633.66,643.87,632.1,638.61,637.76,280900,280900,4.95,0.78118,637.06,"October 13, 25",0.0078118,,,,,
2025-10-10,638.67,639.92,632.06,632.38,631.54,347000,347000,-6.29,-0.98486,635.7575,"October 10, 25",-0.0098486,,,,,
2025-10-09,636.52,639.73,630.43,633.81,632.97,232760,232760,-2.71,-0.42575,635.1225,"October 09, 25",-0.0042575,,,,,
2025-10-08,633.35,638.87,628.38,636.31,635.46,243063,243063,2.96,0.46736,634.2275,"October 08, 25",0.0046736,,,,,
2025-10-07,638.62,640,626.05,629.61,628.77,253900,253900,-9.01,-1.41,633.57,"October 07, 25",-0.0141,,,,,
2025-10-06,634.97,638.26,627.93,636.11,635.26,259618,259618,1.14,0.17954,634.3175,"October 06, 25",0.0017954,,,,,
2025-10-03,626.46,637.36,618.67,634.77,633.93,329762,329762,8.31,1.33,629.315,"October 03, 25",0.0133,,,,,
2025-10-02,619.35,629.12,617.72,627.87,627.03,285738,285738,8.52,1.38,623.515,"October 02, 25",0.0138,,,,,
2025-10-01,629.95,634.84,615.48,620.06,619.24,398721,398721,-9.89,-1.57,625.0825,"October 01, 25",-0.0157,,,,,
2025-09-30,619.53,631.75,619.53,630.28,629.44,434934,434934,10.75,1.74,625.2725,"September 30, 25",0.0174,,,,,
2025-09-29,616.97,622.09,613.72,621.25,620.42,304700,304700,4.28,0.69371,618.5075,"September 29, 25",0.0069371,,,,,
2025-09-26,611.8,617.72,606.78,613.74,612.92,290600,290600,1.94,0.3171,612.51,"September 26, 25",0.003171,,,,,
2025-09-25,603.13,610.85,600,608.06,607.25,269600,269600,4.93,0.8174,605.51,"September 25, 25",0.008174,,,,,
2025-09-24,614.48,618.58,604.37,606.8,605.99,378800,378800,-7.68,-1.25,611.0575,"September 24, 25",-0.0125,,,,,
2025-09-23,620.42,627.27,613.85,615.39,614.57,307800,307800,-5.03,-0.81074,619.2325,"September 23, 25",-0.0081074,,,,,
2025-09-22,618.01,624.11,615.15,619.83,619.01,285700,285700,1.82,0.29449,619.275,"September 22, 25",0.0029449,,,,,
2025-09-19,621.98,622.37,616.16,618.57,617.75,630900,630900,-3.41,-0.54825,619.77,"September 19, 25",-0.0054825,,,,,
2025-09-18,607.63,625.69,607.45,620.4,619.57,325528,325528,12.77,2.1,615.2925,"September 18, 25",0.021,,,,,
2025-09-17,609.76,624.61,608.2,609.69,608.88,463131,463131,-0.07,-0.01147993,613.065,"September 17, 25",-0.0001147993,,,,,
2025-09-16,611.53,614.05,606.18,609.76,608.95,296100,296100,-1.77,-0.28944,610.38,"September 16, 25",-0.0028944,,,,,
2025-09-15,616.94,618.68,610.27,611.08,610.27,296606,296606,-5.86,-0.94985,614.2425,"September 15, 25",-0.0094985,,,,,
2025-09-12,627.66,629.44,615.6,615.86,615.04,331400,331400,-11.8,-1.88,622.14,"September 12, 25",-0.0188,,,,,
2025-09-11,618.69,632.26,613.26,631.12,630.28,301300,301300,12.43,2.01,623.8325,"September 11, 25",0.0201,,,,,
2025-09-10,613.65,622.46,613.15,616.73,615.91,283140,283140,3.08,0.50191,616.4975,"September 10, 25",0.0050191,,,,,
2025-09-09,622.42,622.6,609.5,614.22,613.4,421600,421600,-8.2,-1.32,617.185,"September 09, 25",-0.0132,,,,,
2025-09-08,620.95,627.68,618.5,627.09,626.26,321151,321151,6.14,0.98881,623.555,"September 08, 25",0.0098881,,,,,
2025-09-05,621.68,623.83,616.12,622.64,621.81,311202,311202,0.96,0.15442,621.0675,"September 05, 25",0.0015442,,,,,
2025-09-04,615.26,620.16,608.89,618.97,618.15,413643,413643,3.71,0.603,615.82,"September 04, 25",0.00603,,,,,
2025-09-03,616.38,616.38,605.71,611.2,610.39,415650,415650,-5.18,-0.84039,612.4175,"September 03, 25",-0.0084039,,,,,
2025-09-02,609.98,618.04,608.7,616.38,615.56,551231,551231,6.4,1.05,613.275,"September 02, 25",0.0105,2025-09-02,2025-08-14,0.83,0.83,2025-09-30
2025-08-29,613.71,616.6,609.55,616.4,614.75,368637,368637,2.69,0.43832,614.065,"August 29, 25",0.0043832,,,,,
2025-08-28,617.97,617.97,608.9,612.29,610.65,292824,292824,-5.68,-0.91914,614.2825,"August 28, 25",-0.0091914,,,,,
2025-08-27,615,621.36,614.81,616.64,614.99,413400,413400,1.64,0.26667,616.9525,"August 27, 25",0.0026667,,,,,
2025-08-26,604.47,617.74,604.13,617.04,615.39,750413,750413,12.57,2.08,610.845,"August 26, 25",0.0208,,,,,
2025-08-25,604.3,609.86,604.06,604.5,602.88,318500,318500,0.2,0.03309614,605.68,"August 25, 25",0.0003309614,,,,,
2025-08-22,603.49,615.71,602.58,607.89,606.26,363800,363800,4.4,0.72909,607.4175,"August 22, 25",0.0072909,,,,,
2025-08-21,598.17,602.47,596.92,600.74,599.13,340132,340132,2.57,0.42964,599.575,"August 21, 25",0.0042964,,,,,
2025-08-20,606.45,608.25,595.77,600.6,598.99,379700,379700,-5.85,-0.96463,602.7675,"August 20, 25",-0.0096463,,,,,
2025-08-19,604.95,608.23,602.87,607.76,606.13,374100,374100,2.81,0.4645,605.9525,"August 19, 25",0.004645,,,,,
2025-08-18,609.7,611.18,601.6,602.83,601.21,304400,304400,-6.87,-1.13,606.3275,"August 18, 25",-0.0113,,,,,
2025-08-15,616.02,616.02,607.85,609.58,607.95,302900,302900,-6.44,-1.05,612.3675,"August 15, 25",-0.0105,,,,,
2025-08-14,615.63,617.63,608.61,612.5,610.86,365025,365025,-3.13,-0.50842,613.5925,"August 14, 25",-0.0050842,,,,,
2025-08-13,618.99,620.81,609.76,620.08,618.42,360124,360124,1.09,0.17609,617.41,"August 13, 25",0.0017609,,,,,
2025-08-12,600.46,617.4,598.81,615.43,613.78,477945,477945,14.97,2.49,608.025,"August 12, 25",0.0249,,,,,
2025-08-11,610.89,610.89,598.47,599.93,598.32,477800,477800,-10.96,-1.79,605.045,"August 11, 25",-0.0179,,,,,
2025-08-08,602.56,615.59,601.17,610.92,609.28,526226,526226,8.36,1.39,607.56,"August 08, 25",0.0139,,,,,
2025-08-07,602.22,610.97,590.35,600.3,598.69,754300,754300,-1.92,-0.31882,600.96,"August 07, 25",-0.0031882,,,,,
2025-08-06,607.5,608,597.16,598.04,596.44,618400,618400,-9.46,-1.56,602.675,"August 06, 25",-0.0156,,,,,
2025-08-05,600.44,609.39,598.37,607.5,605.87,516641,516641,7.06,1.18,603.925,"August 05, 25",0.0118,,,,,
2025-08-04,594.78,613.23,594.78,602.32,600.71,705942,705942,7.54,1.27,601.2775,"August 04, 25",0.0127,,,,,
2025-08-01,572.4,577.9,561.51,577.86,576.31,393100,393100,5.46,0.95388,572.4175,"August 01, 25",0.0095388,,,,,
2025-07-31,563.62,576.28,560.89,574.88,573.34,589817,589817,11.26,2,568.9175,"July 31, 25",0.02,,,,,
2025-07-30,580,582.13,572.68,575.32,573.78,383800,383800,-4.68,-0.8069,577.5325,"July 30, 25",-0.008069,,,,,
2025-07-29,579.88,582.2,575.9,579.92,578.37,244300,244300,0.04,0.00689798,579.475,"July 29, 25",6.89798e-05,,,,,
2025-07-28,585.02,585.02,572.67,575.88,574.34,325736,325736,-9.14,-1.56,579.6475,"July 28, 25",-0.0156,,,,,
2025-07-25,582.01,586.98,580.06,585.73,584.16,233700,233700,3.72,0.63916,583.695,"July 25, 25",0.0063916,,,,,
2025-07-24,574.75,583.44,573.56,581.44,579.88,336600,336600,6.69,1.16,578.2975,"July 24, 25",0.0116,,,,,
2025-07-23,574.45,577.37,569.95,574.75,573.21,326000,326000,0.3,0.05222387,574.13,"July 23, 25",0.0005222387,,,,,
2025-07-22,565.84,572.02,560.13,570.98,569.45,267800,267800,5.14,0.90838,567.2425,"July 22, 25",0.0090838,,,,,
2025-07-21,568.07,568.66,562.92,563.26,561.75,308600,308600,-4.81,-0.84673,565.7275,"July 21, 25",-0.0084673,,,,,
2025-07-18,554.56,565.48,551.97,565.03,563.52,407637,407637,10.47,1.89,559.26,"July 18, 25",0.0189,,,,,
2025-07-17,546.36,553.31,543.19,553.09,551.61,308600,308600,6.73,1.23,548.9875,"July 17, 25",0.0123,,,,,
2025-07-16,546.25,547.54,532.88,546.36,544.9,532167,532167,0.11,0.0201373,543.2575,"July 16, 25",0.000201373,,,,,
2025-07-15,566.23,568.69,548.25,548.42,546.95,355055,355055,-17.81,-3.15,557.8975,"July 15, 25",-0.0315,,,,,
2025-07-14,563.29,566.55,558.43,564.82,563.31,400402,400402,1.53,0.27162,563.2725,"July 14, 25",0.0027162,,,,,
2025-07-11,559.49,563.23,551.77,562,560.49,269548,269548,2.51,0.44862,559.1225,"July 11, 25",0.0044862,,,,,
2025-07-10,567.02,571.1,562.91,564.38,562.87,313946,313946,-2.64,-0.46559,566.3525,"July 10, 25",-0.0046559,,,,,
2025-07-09,559.6,567.12,555.3,567.02,565.5,267700,267700,7.42,1.33,562.26,"July 09, 25",0.0133,,,,,
2025-07-08,555.99,561.55,553.02,559.09,557.59,247747,247747,3.1,0.55756,557.4125,"July 08, 25",0.0055756,,,,,
2025-07-07,558.44,561.99,555.82,556.29,554.8,434390,434390,-2.15,-0.385,558.135,"July 07, 25",-0.00385,,,,,
2025-07-03,558.49,560.34,554.5,557.89,556.39,310600,310600,-0.6,-0.10743,557.805,"July 03, 25",-0.0010743,,,,,
2025-07-02,558,560.82,553.39,558.67,557.17,319445,319445,0.67,0.12007,557.72,"July 02, 25",0.0012007,,,,,
2025-07-01,548,560.7,540.41,557.68,556.19,458397,458397,9.68,1.77,551.6975,"July 01, 25",0.0177,,,,,
2025-06-30,548.6,554.71,546.53,548.96,547.49,374000,374000,0.36,0.06562158,549.7,"June 30, 25",0.0006562158,,,,,
2025-06-27,542.39,550.85,539.89,550.05,548.58,448700,448700,7.66,1.41,545.795,"June 27, 25",0.0141,,,,,
2025-06-26,536.11,545.44,532.8,540.66,539.21,444200,444200,4.55,0.84871,538.7525,"June 26, 25",0.0084871,,,,,
2025-06-25,551.54,551.55,534.06,534.42,532.99,489900,489900,-17.12,-3.1,542.8925,"June 25, 25",-0.031,,,,,
2025-06-24,551.62,555.44,549.46,552.37,550.89,548000,548000,0.75,0.13596,552.2225,"June 24, 25",0.0013596,,,,,
2025-06-23,539.24,552.65,536.55,551.96,550.48,438426,438426,12.72,2.36,545.1,"June 23, 25",0.0236,,,,,
2025-06-20,541.55,543.64,534.37,538.22,536.78,954300,954300,-3.33,-0.6149,539.445,"June 20, 25",-0.006149,,,,,
2025-06-18,537.69,546.01,536.54,538.79,537.35,373100,373100,1.1,0.20458,539.7575,"June 18, 25",0.0020458,,,,,
2025-06-17,540.38,545.43,539.89,541.39,539.94,329100,329100,1.01,0.18691,541.7725,"June 17, 25",0.0018691,,,,,
2025-06-16,540.41,546.8,540.2,542.79,541.34,328500,328500,2.38,0.44041,542.55,"June 16, 25",0.0044041,,,,,
2025-06-13,548.47,549.41,540.3,542.47,541.02,250000,250000,-6,-1.09,545.1625,"June 13, 25",-0.0109,,,,,
2025-06-12,544.01,553.92,541,552.64,551.16,239513,239513,8.63,1.59,547.8925,"June 12, 25",0.0159,,,,,
2025-06-11,555.11,557.09,543.93,545.85,544.39,442957,442957,-9.26,-1.67,550.495,"June 11, 25",-0.0167,,,,,
2025-06-10,555,558.55,550.68,554.33,552.84,295200,295200,-0.67,-0.12072,554.64,"June 10, 25",-0.0012072,,,,,
2025-06-09,554.78,557.84,549.42,554.48,552.99,285341,285341,-0.3,-0.05407549,554.13,"June 09, 25",-0.0005407549,,,,,
2025-06-06,554.1,554.88,547.9,551.32,549.84,274800,274800,-2.78,-0.50171,552.05,"June 06, 25",-0.0050171,,,,,
2025-06-05,551.41,552.01,544.52,550.04,548.57,288438,288438,-1.37,-0.24845,549.495,"June 05, 25",-0.0024845,,,,,
2025-06-04,547.38,552.16,544.4,549.57,548.1,432523,432523,2.19,0.40009,548.3775,"June 04, 25",0.0040009,,,,,
2025-06-03,543.07,546.26,535.67,545.54,544.08,372100,372100,2.47,0.45482,542.635,"June 03, 25",0.0045482,,,,,
2025-06-02,542.86,542.86,533.79,541.61,540.16,441836,441836,-1.25,-0.23026,540.28,"June 02, 25",-0.0023026,2025-06-02,2025-05-15,0.79,0.79,2025-06-30
2025-05-30,546.59,552.99,538.51,547.55,545.29,653644,653644,0.96,0.17563,546.41,"May 30, 25",0.0017563,,,,,
2025-05-29,551.87,552.94,544.19,548.48,546.21,689300,689300,-3.39,-0.61428,549.37,"May 29, 25",-0.0061428,,,,,
2025-05-28,567.49,568.98,548.81,550.53,548.26,614900,614900,-16.96,-2.99,558.9525,"May 28, 25",-0.0299,,,,,
2025-05-27,569.18,569.81,561.58,567.49,565.15,456339,456339,-1.69,-0.29692,567.015,"May 27, 25",-0.0029692,,,,,
2025-05-23,558.2,564.58,556.72,561.72,559.4,362949,362949,3.52,0.6306,560.305,"May 23, 25",0.006306,,,,,
2025-05-22,559.48,566.59,556.27,564.69,562.36,463910,463910,5.21,0.93122,561.7575,"May 22, 25",0.0093122,,,,,
2025-05-21,558.22,563.82,556.77,560.04,557.73,622600,622600,1.82,0.32604,559.7125,"May 21, 25",0.0032604,,,,,
2025-05-20,562.5,565.41,560.22,563.62,561.29,327014,327014,1.12,0.19911,562.9375,"May 20, 25",0.0019911,,,,,
2025-05-19,557.13,569.34,556.86,568.19,565.84,389100,389100,11.06,1.99,562.88,"May 19, 25",0.0199,,,,,
2025-05-16,555.42,565.31,555.42,564.08,561.75,419345,419345,8.66,1.56,560.0575,"May 16, 25",0.0156,,,,,
2025-05-15,540.74,553.41,540.74,552.86,550.58,368100,368100,12.12,2.24,546.9375,"May 15, 25",0.0224,,,,,
2025-05-14,544.56,544.56,536.15,541.02,538.79,419427,419427,-3.54,-0.65007,541.5725,"May 14, 25",-0.0065007,,,,,
2025-05-13,556.1,557.02,542.45,543.89,541.64,369730,369730,-12.21,-2.2,549.865,"May 13, 25",-0.022,,,,,
2025-05-12,556.26,556.41,548.08,553.06,550.78,413949,413949,-3.2,-0.57527,553.4525,"May 12, 25",-0.0057527,,,,,
2025-05-09,542.14,543.95,537.3,541.85,539.61,320150,320150,-0.29,-0.05349172,541.31,"May 09, 25",-0.0005349172,,,,,
2025-05-08,539.04,546.73,536.71,541.56,539.32,356800,356800,2.52,0.4675,541.01,"May 08, 25",0.004675,,,,,
2025-05-07,537.49,543.7,533.2,534.46,532.25,363900,363900,-3.03,-0.56373,537.2125,"May 07, 25",-0.0056373,,,,,
2025-05-06,533.58,542.59,530.86,535,532.79,323200,323200,1.42,0.26613,535.5075,"May 06, 25",0.0026613,,,,,
2025-05-05,535.8,546.05,533.69,542.19,539.95,465900,465900,6.39,1.19,539.4325,"May 05, 25",0.0119,,,,,
2025-05-02,530.13,539.76,527.73,535.8,533.59,386424,386424,5.67,1.07,533.355,"May 02, 25",0.0107,,,,,
2025-05-01,527.99,536.12,522.86,522.88,520.72,489600,489600,-5.11,-0.96782,527.4625,"May 01, 25",-0.0096782,,,,,
2025-04-30,496.06,525.99,490.31,523.98,521.82,943556,943556,27.92,5.63,509.085,"April 30, 25",0.0563,,,,,
2025-04-29,503.57,508.8,495.98,504.86,502.77,491629,491629,1.29,0.25617,503.3025,"April 29, 25",0.0025617,,,,,
2025-04-28,504,505.97,497.06,502.9,500.82,359951,359951,-1.1,-0.21825,502.4825,"April 28, 25",-0.0021825,,,,,
2025-04-25,506.9,509.5,502.62,504.44,502.36,328163,328163,-2.46,-0.4853,505.865,"April 25, 25",-0.004853,,,,,
2025-04-24,497.74,511.08,495.82,509.25,507.15,324152,324152,11.51,2.31,503.4725,"April 24, 25",0.0231,,,,,
2025-04-23,500.1,507.22,495.91,498.34,496.28,324900,324900,-1.76,-0.35193,500.3925,"April 23, 25",-0.0035193,,,,,
2025-04-22,494.66,494.66,484.97,491,488.97,701528,701528,-3.66,-0.7399,491.3225,"April 22, 25",-0.007399,,,,,
2025-04-21,491.14,491.28,478.86,485.07,483.07,433946,433946,-6.07,-1.24,486.5875,"April 21, 25",-0.0124,,,,,
2025-04-17,489.82,498.69,488.27,494.24,492.2,251500,251500,4.42,0.90237,492.755,"April 17, 25",0.0090237,,,,,
2025-04-16,494.4,498.64,485.15,491.07,489.04,316200,316200,-3.33,-0.67354,492.315,"April 16, 25",-0.0067354,,,,,
2025-04-15,504.5,507.94,497.72,499.05,496.99,326547,326547,-5.45,-1.08,502.3025,"April 15, 25",-0.0108,,,,,
2025-04-14,494.56,505.32,488.71,502.93,500.85,522560,522560,8.37,1.69,497.88,"April 14, 25",0.0169,,,,,
2025-04-11,478.46,497.88,472.97,491.69,489.66,627115,627115,13.23,2.77,485.25,"April 11, 25",0.0277,,,,,
2025-04-10,473,480.52,462.8,475.27,473.31,439851,439851,2.27,0.47992,472.8975,"April 10, 25",0.0047992,,,,,
2025-04-09,446.66,487.9,441.95,481.63,479.64,757825,757825,34.97,7.83,464.535,"April 09, 25",0.0783,,,,,
2025-04-08,473.3,473.3,442.89,452.51,450.64,636200,636200,-20.79,-4.39,460.5,"April 08, 25",-0.0439,,,,,
2025-04-07,457.83,480.36,444.91,459.82,457.92,936105,936105,1.99,0.43466,460.73,"April 07, 25",0.0043466,,,,,
2025-04-04,480.27,483.51,464.36,470.7,468.76,889710,889710,-9.57,-1.99,474.71,"April 04, 25",-0.0199,,,,,
2025-04-03,475.49,486.16,470.55,484.97,482.97,561130,561130,9.48,1.99,479.2925,"April 03, 25",0.0199,,,,,
2025-04-02,478.9,496.07,478.9,492.47,490.44,340700,340700,13.57,2.83,486.585,"April 02, 25",0.0283,,,,,
2025-04-01,474.73,485.37,469.11,484.56,482.56,483453,483453,9.83,2.07,478.4425,"April 01, 25",0.0207,,,,,
2025-03-31,474.19,480.67,468.84,478.13,476.16,568300,568300,3.94,0.83089,475.4575,"March 31, 25",0.0083089,,,,,
2025-03-28,482.53,483.62,473.1,478,476.03,551618,551618,-4.53,-0.9388,479.3125,"March 28, 25",-0.009388,,,,,
2025-03-27,480.99,487.23,474.35,484.3,482.3,325600,325600,3.31,0.68816,481.7175,"March 27, 25",0.0068816,,,,,
2025-03-26,488.41,492.82,482.05,482.87,480.88,286844,286844,-5.54,-1.13,486.5375,"March 26, 25",-0.0113,,,,,
2025-03-25,488.55,490.96,482.05,488.3,486.28,361100,361100,-0.25,-0.05117184,487.465,"March 25, 25",-0.0005117184,,,,,
2025-03-24,483.71,492.52,479.87,490.69,488.66,448900,448900,6.98,1.44,486.6975,"March 24, 25",0.0144,,,,,
2025-03-21,480.1,481.82,472.31,477.03,475.06,857512,857512,-3.07,-0.63945,477.815,"March 21, 25",-0.0063945,,,,,
2025-03-20,485.67,493.77,483.53,483.78,481.78,464800,464800,-1.89,-0.38915,486.6875,"March 20, 25",-0.0038915,,,,,
2025-03-19,485.93,493.88,481.55,490.2,488.18,528924,528924,4.27,0.87873,487.89,"March 19, 25",0.0087873,,,,,
2025-03-18,486.45,492.56,483.67,488.19,486.17,602400,602400,1.74,0.35769,487.7175,"March 18, 25",0.0035769,,,,,
2025-03-17,475.1,491.64,475.1,488.73,486.71,706042,706042,13.63,2.87,482.6425,"March 17, 25",0.0287,,,,,
2025-03-14,470.11,478.83,465,477.45,475.48,786832,786832,7.34,1.56,472.8475,"March 14, 25",0.0156,,,,,
2025-03-13,461.9,470.21,460.6,465.06,463.14,973162,973162,3.16,0.68413,464.4425,"March 13, 25",0.0068413,,,,,
2025-03-12,466.15,469.51,463.09,464.66,462.74,688796,688796,-1.49,-0.31964,465.8525,"March 12, 25",-0.0031964,,,,,
2025-03-11,464.22,469.21,458.9,464.41,462.49,655447,655447,0.19,0.04092887,464.185,"March 11, 25",0.0004092887,,,,,
2025-03-10,455.59,469.89,454.78,468.13,466.2,1356511,1356511,12.54,2.75,462.0975,"March 10, 25",0.0275,,,,,
2025-03-07,473.17,474.15,448.5,460.39,458.49,983200,983200,-12.78,-2.7,464.0525,"March 07, 25",-0.027,,,,,
