symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
ESS,2024-12-31,285.44,64228000,18333240320,66795000,6654090000,24920535320
ESS,2023-12-31,247.94,64252232,15930698402,391749000,6270826000,21809775402
ESS,2022-12-31,211.92,65079764,13791703586,33295000,6026880000,19785288586
ESS,2021-12-31,352.23,65051464,22913077164,48420000,6358085000,29222742164
ESS,2020-12-31,237.42,65454057,15540102212,73629000,6325572000,21792045212
ESS,2019-12-31,300.86,65840422,19808749362,70087000,5885613000,25624275362
ESS,2018-12-31,245.21,66041058,16193927832,134465000,5605942000,21665404832
ESS,2017-12-31,241.37,65829155,15889183142,44620000,5689126000,21533689142
ESS,2016-12-31,232.5,65471540,15222133050,64921000,5563260000,20720472050
ESS,2015-12-31,239.41,64871717,15530937766,29683000,5318757000,20820011766
ESS,2014-12-31,206.6,56546959,11682601729,25610000,5080689000,16737680729
ESS,2013-12-31,143.51,37237284,5343922626,18491000,3033524000,8358955626
ESS,2012-12-31,146.65,35032749,5137552640,18606000,2818683000,7937629640
ESS,2011-12-31,140.51,32541792,4572447193,12889000,2360858000,6920416193
ESS,2010-12-31,114.22,29617544,3382915875,13753000,2258745000,5627907875
ESS,2009-12-31,83.65,27269547,2281097606,20660000,2086442000,4346879606
ESS,2008-12-31,76.75,25162780,1931243365,0,1760647000,3691890365
ESS,2007-12-31,97.49,24548003,2393184812,0,1657691000,4050875812
ESS,2006-12-31,129.25,23081682,2983307398,9662000,1246704000,4220349398
ESS,2005-12-31,92.2,23038561,2124155324,0,1354918000,3479073324
ESS,2004-12-31,83.8,22921000,1920779800,10644000,1316984000,3227119800
ESS,2003-12-31,64.22,21468000,1378674960,9146000,984898000,2354426960
ESS,2002-12-31,50.85,18530000,942250500,8562000,804063000,1737751500
ESS,2001-12-31,49.41,18458175,912018426,6440000,638660000,1544238426
ESS,2000-12-31,54.75,18234000,998311500,6600000,595535000,1587246500
ESS,1999-12-31,34,17521185,595720290,12348000,394608000,977980290
ESS,1998-12-31,29.75,16630954,494770881,2548000,397215000,889437881
ESS,1997-12-31,35,13644906,477571710,4282000,304197000,777486710
ESS,1996-12-31,29.38,7283124,213978183,42705000,153205000,324478183
ESS,1995-12-31,19.25,6242775,120173418,0,154600000,274773418
ESS,1994-12-31,15.13,6346154,96017310,0,150000000,246017310
