symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
APO,2024-12-31,165.16,586069166,96795183456,16166000000,10588000000,91217183456
APO,2023-12-31,93.19,581380268,54178827174,15928000000,8092000000,46342827174
APO,2022-12-31,63.79,584691775,37297488327,9452000000,7186366000,35031854327
APO,2021-12-31,72.43,236567691,17134597859,1380000000,14193206000,29947803859
APO,2020-12-31,48.98,227530600,11144448788,2448823000,14620622000,23316247788
APO,2019-12-31,47.71,207072413,9879424824,1601531000,3710226000,11988119824
APO,2018-12-31,24.54,199946632,4906690349,659418000,2215909000,6463181349
APO,2017-12-31,33.6,190931743,6415306564,479536000,2364465000,8300235564
APO,2016-12-31,19.36,183998080,3562202828,854982000,2138992000,4846212828
APO,2015-12-31,15.18,173271666,2630263889,674115000,1826525000,3782673889
APO,2014-12-31,23.58,155349017,3663129820,2294615000,15151065000,16519579820
APO,2013-12-31,31.61,139173386,4399270731,2174707000,13173962000,15398525731
APO,2012-12-31,17.36,127693489,2216758969,2630147000,12572773000,12159384969
APO,2011-12-31,12.41,116364110,1444078605,912221000,3928353000,4460210605
APO,2010-12-31,18.2,120972043,2201691182,469825000,751525000,2483391182
APO,2009-12-31,18.2,120972043,2201691182,366226000,933834000,2769299182
APO,2008-12-31,18.2,120972043,2201691182,381367000,1026005000,2846329182
APO,2007-12-31,18.2,96964769,1764758795,763053000,1057761000,2059466795
APO,2006-12-31,18.2,96964769,1764758795,209347000,93738000,1649149795
