symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
ROL,2024-12-31,46.35,484249000,22444941150,89630000,812528000,23167839150
ROL,2023-12-31,43.67,489949000,21396072830,103825000,816348000,22108595830
ROL,2022-12-31,36.54,492300000,17988642000,95346000,336329000,18229625000
ROL,2021-12-31,34.21,492054000,16833167340,105301000,402760000,17130626340
ROL,2020-12-31,39.07,491604000,19206968280,98477000,417145000,19525636280
ROL,2019-12-31,22.11,491215480,10860774262,94276000,493268000,11259766262
ROL,2018-12-31,24.07,490936480,11816841073,115485000,0,11701356073
ROL,2017-12-31,20.68,490472965,10142980916,107050000,0,10035930916
ROL,2016-12-31,15.01,491048965,7370644964,142785000,0,7227859964
ROL,2015-12-31,11.51,491811715,5660752839,134574000,0,5526178839
ROL,2014-12-31,9.81,492061500,4827123315,108372000,0,4718751315
ROL,2013-12-31,8.97,493023375,4422419673,118216000,0,4304203673
ROL,2012-12-31,6.53,493759125,3224247086,65081999,0,3159165087
ROL,2011-12-31,6.58,495726750,3261882015,46275000,0,3215607015
ROL,2010-12-31,5.85,499601250,2922667312,20913000,26000000,2927754312
ROL,2009-12-31,3.81,503480812,1918261893,9504000,30250000,1939007893
ROL,2008-12-31,3.57,502245562,1793016656,13716000,621000,1779921656
ROL,2007-12-31,3.79,507763687,1924424373,71280000,1787000,1854931373
ROL,2006-12-31,2.91,510034218,1484199574,63344000,622000,1421477574
ROL,2005-12-31,2.6,515600437,1340561136,43065000,1385000,1298881136
ROL,2004-12-31,2.31,520202250,1201667197,56737000,0,1144930197
ROL,2003-12-31,1.98,513367875,1016468392,59540000,0,956928392
ROL,2002-12-31,1.49,512817328,764097818,38315000,0,725782818
ROL,2001-12-31,1.17,514856250,602381812,8650000,256000,593987812
ROL,2000-12-31,1.17,513193218,600436065,399000,2085000,602122065
ROL,1999-12-31,0.87793,512578125,450007713,5700000,6100000,450407713
ROL,1998-12-31,1.02,538745322,549520228,1200000,9500000,557820228
ROL,1997-12-31,1.19,639743050,761294229,125800000,12300000,647794229
ROL,1996-12-31,1.17,607775098,711096864,12200000,14900000,713796864
ROL,1995-12-31,1.29,609519324,786279927,33600000,15900000,768579927
ROL,1994-12-31,1.35,611163984,825071378,31900000,0,793171378
ROL,1993-12-31,1.59,607348231,965683687,18100000,0,947583687
ROL,1992-12-31,1.43,605880704,866409406,20100000,0,846309406
ROL,1991-12-31,1.12,603821862,676280485,41200000,0,635080485
ROL,1990-12-31,0.82916,607080804,503367119,31800000,0,471567119
ROL,1989-12-31,0.70723,598383187,423194541,26000000,0,397194541
ROL,1988-12-31,0.6926,601988032,416936910,16900000,21500000,421536910
ROL,1988-06-30,0.61456,595612884,366039853,11000000,21100000,376139853
ROL,1986-06-30,0.66333,598720060,397148977,5900000,4000000,395248977
