holder,shares,dateReported,change
Global Wealth Strategies & Associates,0,2025-12-31,-4
Lombard Odier Asset Management (Europe) Ltd,28139694,2025-09-30,28129455
VANGUARD GROUP INC,7475245,2025-09-30,-19058
"BlackRock, Inc.",4971310,2025-09-30,-39191
Capital International Investors,3402524,2025-09-30,631484
STATE STREET CORP,2997243,2025-09-30,-76069
Capital Research Global Investors,2955961,2025-09-30,-429994
Capital World Investors,2678614,2025-09-30,168685
MORGAN STANLEY,1719785,2025-09-30,229431
"GEODE CAPITAL MANAGEMENT, LLC",1645978,2025-09-30,4165
FMR LLC,1573860,2025-09-30,1022836
FRANKLIN RESOURCES INC,1315086,2025-09-30,83978
ALLIANCEBERNSTEIN L.P.,1088209,2025-09-30,57977
JPMORGAN CHASE & CO,1087028,2025-09-30,-787099
DIMENSIONAL FUND ADVISORS LP,948386,2025-09-30,26847
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",849738,2025-09-30,44987
BANK OF AMERICA CORP /DE/,785108,2025-09-30,31569
Boston Partners,744672,2025-09-30,29422
Invesco Ltd.,649608,2025-09-30,5497
GOLDMAN SACHS GROUP INC,634136,2025-09-30,-5732
NORTHERN TRUST CORP,632145,2025-09-30,-27159
UBS Group AG,507907,2025-09-30,-70953
TD ASSET MANAGEMENT INC,484450,2025-09-30,193416
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,483103,2025-09-30,12630
UBS ASSET MANAGEMENT AMERICAS INC,470655,2025-09-30,-130486
Legal & General Group Plc,405245,2025-09-30,2213
Bank of New York Mellon Corp,372351,2025-09-30,-1519
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,367814,2025-09-30,5115
ROYAL BANK OF CANADA,347919,2025-09-30,92796
"Holocene Advisors, LP",329442,2025-09-30,-212603
"Nuveen, LLC",316671,2025-09-30,-192410
Amundi,316024,2025-09-30,38416
WELLS FARGO & COMPANY/MN,286036,2025-09-30,24329
BROWN ADVISORY INC,275943,2025-09-30,-4060
RAYMOND JAMES FINANCIAL INC,274071,2025-09-30,5510
Waverton Investment Management Ltd,237044,2025-09-30,4575
LAZARD ASSET MANAGEMENT LLC,232394,2025-09-30,43356
"VAUGHAN NELSON INVESTMENT MANAGEMENT, L.P.",232318,2025-09-30,30475
Neuberger Berman Group LLC,227829,2025-09-30,-18063
Findlay Park Partners LLP,192436,2025-09-30,-35000
Swiss National Bank,187300,2025-09-30,-10500
"MARSHALL WACE, LLP",184541,2025-09-30,34284
"Sumitomo Mitsui Trust Holdings, Inc.",172333,2025-09-30,-1377
ENVESTNET ASSET MANAGEMENT INC,165156,2025-09-30,7030
BESSEMER GROUP INC,164367,2025-09-30,815
DEUTSCHE BANK AG\,164183,2025-09-30,-36056
"NATIXIS ADVISORS, L.P.",163334,2025-09-30,8333
LPL Financial LLC,156481,2025-09-30,8894
PUBLIC SECTOR PENSION INVESTMENT BOARD,155273,2025-09-30,150412
THRIVENT FINANCIAL FOR LUTHERANS,149542,2025-09-30,-25288
RHUMBLINE ADVISERS,132465,2025-09-30,-1894
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",128775,2025-09-30,4993
Cerity Partners LLC,128316,2025-09-30,1755
ROYAL LONDON ASSET MANAGEMENT LTD,128180,2025-09-30,-1574
NORDEA INVESTMENT MANAGEMENT AB,126084,2025-09-30,-623192
HSBC HOLDINGS PLC,121002,2025-09-30,-77705
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,120520,2025-09-30,9801
ARGENT CAPITAL MANAGEMENT LLC,119047,2025-09-30,-1076
BANK OF MONTREAL /CAN/,114507,2025-09-30,7278
VICTORY CAPITAL MANAGEMENT INC,113434,2025-09-30,31125
BARCLAYS PLC,111513,2025-09-30,-69893
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,106961,2025-09-30,-2001
STIFEL FINANCIAL CORP,106959,2025-09-30,2922
"Clearbridge Investments, LLC",106845,2025-09-30,-7350
AMERICAN CENTURY COMPANIES INC,106124,2025-09-30,21826
Quilter Plc,106011,2025-09-30,-7469
National Pension Service,103146,2025-09-30,4415
PRICE T ROWE ASSOCIATES INC /MD/,102698,2025-09-30,-13633
AVIVA PLC,96431,2025-09-30,-7723
"NZS Capital, LLC",95318,2025-09-30,-15300
WORLDQUANT MILLENNIUM ADVISORS LLC,93447,2025-09-30,93447
"BNP PARIBAS ARBITRAGE, SNC",91848,2025-09-30,-20950
Rockefeller Capital Management L.P.,89645,2025-09-30,8712
"Epoch Investment Partners, Inc.",88789,2025-09-30,-36074
MILLENNIUM MANAGEMENT LLC,88585,2025-09-30,-19670
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,87584,2025-09-30,-38329
"LORD, ABBETT & CO. LLC",85577,2025-09-30,9857
"Mariner, LLC",81467,2025-09-30,-12580
"EVENTIDE ASSET MANAGEMENT, LLC",80244,2025-09-30,373
"Cornerstone Investment Partners, LLC",80048,2025-09-30,469
"JANE STREET GROUP, LLC",79801,2025-09-30,79801
"FRED ALGER MANAGEMENT, LLC",79248,2025-09-30,35698
"TWO SIGMA INVESTMENTS, LP",78064,2025-09-30,75858
GROUPAMA ASSET MANAGMENT,77612,2025-09-30,-1672
GREAT WEST LIFE ASSURANCE CO /CAN/,76013,2025-09-30,1728
PRINCIPAL FINANCIAL GROUP INC,72021,2025-09-30,-8111
AMERIPRISE FINANCIAL INC,71632,2025-09-30,-1864
"Edgemoor Investment Advisors, Inc.",70899,2025-09-30,-746
CITIGROUP INC,70062,2025-09-30,-9225
BALYASNY ASSET MANAGEMENT L.P.,69755,2025-09-30,69755
BRIDGES INVESTMENT MANAGEMENT INC,68229,2025-09-30,516
Retirement Systems of Alabama,66712,2025-09-30,-223
