date,label,adjDividend,dividend,recordDate,paymentDate,declarationDate,open,adjClose,change,vwap,close,unadjustedVolume,low,changeOverTime,high,changePercent,volume
2025-03-14,"March 14, 25",,,,,,73.69,72.09,0.19,73.5675,73.88,1099900,72.5,0.0025784,74.2,0.25784,1099900
2025-03-13,"March 13, 25",,,,,,73.18,71.8,0.41,73.36,73.59,1572459,72.66,0.0056026,74.01,0.56026,1572459
2025-03-12,"March 12, 25",,,,,,73.67,71.35,-0.54,73.1425,73.13,1297013,71.89,-0.00733,73.88,-0.733,1297013
2025-03-11,"March 11, 25",,,,,,76.25,72.6,-1.84,75.4725,74.41,1869800,74.31,-0.0241,76.92,-2.41,1869800
2025-03-10,"March 10, 25",,,,,,76.36,74.46,-0.05,76.6175,76.31,1871558,75.73,-0.0006547931,78.07,-0.06547931,1871558
2025-03-07,"March 07, 25",,,,,,74.35,73.76,1.25,75.1925,75.6,2070909,73.74,0.0168,77.08,1.68,2070909
2025-03-06,"March 06, 25",,,,,,71.95,72.84,2.7,73.2725,74.65,1526049,71.41,0.0375,75.08,3.75,1526049
2025-03-05,"March 05, 25",,,,,,71.87,69.97,-0.16,71.8925,71.71,1406727,71.04,-0.0022262,72.95,-0.22262,1406727
2025-03-04,"March 04, 25",,,,,,71.41,69.96,0.29,71.7075,71.7,2103307,70.89,0.0040611,72.83,0.40611,2103307
2025-03-03,"March 03, 25",,,,,,74.4,70.09,-2.57,73.095,71.83,1490005,71.29,-0.0345,74.86,-3.45,1490005
2025-02-28,"February 28, 25",,,,,,73.34,72.39,0.85,73.8225,74.19,2340600,73.17,0.0116,74.59,1.16,2340600
2025-02-27,"February 27, 25",,,,,,73.01,71.47,0.24,73.1325,73.25,1108617,72.62,0.0032872,73.65,0.32872,1108617
2025-02-26,"February 26, 25",,,,,,73.87,71.48,-0.61,73.45,73.26,1177537,72.75,-0.0082578,73.92,-0.82578,1177537
2025-02-25,"February 25, 25",,,,,,73.62,72.47,0.65,73.9775,74.27,1620941,73.35,0.0088291,74.67,0.88291,1620941
2025-02-24,"February 24, 25",,,,,,73.06,71.79,0.52,73.695,73.58,1717800,72.73,0.0071174,75.41,0.71174,1717800
2025-02-21,"February 21, 25",,,,,,71.48,71.29,1.58,72.5025,73.06,2081421,71.48,0.0221,73.99,2.21,2081421
2025-02-20,"February 20, 25",,,,,,70.21,69.53,1.05,70.56,71.26,1764400,69.44,0.015,71.33,1.5,1764400
2025-02-19,"February 19, 25",,,,,,69.68,68.48,0.5,70.1475,70.18,1138800,69.65,0.0071757,71.08,0.71757,1138800
2025-02-18,"February 18, 25",0.68,0.68,2025-02-18,2025-03-04,2024-02-22,69.71,68.18,0.17,69.5275,69.88,1469603,68.57,0.0024387,69.95,0.24387,1469603
2025-02-14,"February 14, 25",,,,,,70.07,68.12,0.43,70.31,70.5,1276700,69.71,0.0061367,70.96,0.61367,1276700
2025-02-13,"February 13, 25",,,,,,68.88,67.43,0.91,69.785,69.79,1717900,68.88,0.0132,71.59,1.32,1717900
2025-02-12,"February 12, 25",,,,,,69.5,66.74,-0.43,69.4175,69.07,1631338,68.7,-0.0061871,70.4,-0.61871,1631338
2025-02-11,"February 11, 25",,,,,,69.25,67.56,0.67,69.62,69.92,2005350,68.7,0.0096751,70.61,0.96751,2005350
2025-02-10,"February 10, 25",,,,,,69.45,66.83,-0.29,69.0375,69.16,2784798,67.81,-0.0041757,69.73,-0.41757,2784798
2025-02-07,"February 07, 25",,,,,,69.61,67.25,-0.01,69.335,69.6,1613125,68.27,-0.0001436575,69.86,-0.01436575,1613125
2025-02-06,"February 06, 25",,,,,,70.77,66.95,-1.48,69.5825,69.29,3336600,67.4,-0.0209,70.87,-2.09,3336600
2025-02-05,"February 05, 25",,,,,,71.26,67.51,-1.39,71.155,69.87,3597109,69.73,-0.0195,73.76,-1.95,3597109
2025-02-04,"February 04, 25",,,,,,75.16,72.49,-0.14,74.8775,75.02,2267235,73.74,-0.0018627,75.59,-0.18627,2267235
2025-02-03,"February 03, 25",,,,,,75.3,72.62,-0.14,75.1775,75.16,1519944,74.47,-0.0018592,75.78,-0.18592,1519944
2025-01-31,"January 31, 25",,,,,,77.19,73.56,-1.06,76.7025,76.13,1470180,75.72,-0.0137,77.77,-1.37,1470180
2025-01-30,"January 30, 25",,,,,,78.52,75.03,-0.87,78.0375,77.65,1052645,77.05,-0.0111,78.93,-1.11,1052645
2025-01-29,"January 29, 25",,,,,,77.05,75.58,1.17,77.69,78.22,1159514,77.05,0.0152,78.44,1.52,1159514
2025-01-28,"January 28, 25",,,,,,78.96,74.62,-1.73,78.0775,77.23,988600,76.86,-0.0219,79.26,-2.19,988600
2025-01-27,"January 27, 25",,,,,,78.38,76.02,0.3,78.3575,78.68,1989052,77.04,0.0038275,79.33,0.38275,1989052
2025-01-24,"January 24, 25",,,,,,78.84,74.58,-1.65,77.9775,77.19,1237846,77,-0.0209,78.88,-2.09,1237846
2025-01-23,"January 23, 25",,,,,,78.16,76.01,0.51,78.51,78.67,969063,77.9,0.0065251,79.31,0.65251,969063
2025-01-22,"January 22, 25",,,,,,78.32,75.28,-0.41,78.17,77.91,1254808,77.64,-0.0052349,78.81,-0.52349,1254808
2025-01-21,"January 21, 25",,,,,,78.92,75.98,-0.29,78.8775,78.63,1601270,78.34,-0.0036746,79.62,-0.36746,1601270
2025-01-17,"January 17, 25",,,,,,79.58,76.85,-0.04,79.59,79.54,1362862,79.02,-0.0005026389,80.22,-0.05026389,1362862
2025-01-16,"January 16, 25",,,,,,79.88,76.72,-0.48,79.59,79.4,1875200,78.6,-0.006009,80.48,-0.6009,1875200
2025-01-15,"January 15, 25",,,,,,82.17,77.72,-1.73,81.32,80.44,1757169,80.32,-0.0211,82.35,-2.11,1757169
2025-01-14,"January 14, 25",,,,,,82.01,78.85,-0.4,81.6575,81.61,1242165,80.58,-0.0048775,82.43,-0.48775,1242165
2025-01-13,"January 13, 25",,,,,,81.57,79.22,0.42,81.8225,81.99,1608462,81.16,0.005149,82.57,0.5149,1608462
2025-01-10,"January 10, 25",,,,,,77.53,78.48,3.69,79.59,81.22,2349823,77.44,0.0476,82.17,4.76,2349823
2025-01-08,"January 08, 25",,,,,,77.42,74.77,-0.04,77.1025,77.38,1665740,75.75,-0.0005166624,77.86,-0.05166624,1665740
2025-01-07,"January 07, 25",,,,,,78.12,75.18,-0.31,78.165,77.81,874533,77.6,-0.0039683,79.13,-0.39683,874533
2025-01-06,"January 06, 25",,,,,,77.95,75.35,0.03,78.24,77.98,928337,77.59,0.0003848621,79.44,0.03848621,928337
2025-01-03,"January 03, 25",,,,,,77.68,74.67,-0.4,77.42,77.28,1231900,76.72,-0.0051493,78,-0.51493,1231900
2025-01-02,"January 02, 25",,,,,,78.5,74.95,-0.93,78.0175,77.57,870800,77.23,-0.0118,78.77,-1.18,870800
2024-12-31,"December 31, 24",,,,,,77.14,75.13,0.62,77.42,77.76,1194987,76.96,0.0080373,77.82,0.80373,1194987
2024-12-30,"December 30, 24",,,,,,78.19,74.29,-1.3,77.4525,76.89,1071593,76.38,-0.0166,78.35,-1.66,1071593
2024-12-27,"December 27, 24",,,,,,77.89,75.43,0.18,78.245,78.07,1047500,77.52,0.002311,79.5,0.2311,1047500
2024-12-26,"December 26, 24",,,,,,78.8,75.42,-0.74,78.4075,78.06,1192094,77.76,-0.0093909,79.01,-0.93909,1192094
2024-12-24,"December 24, 24",,,,,,78.84,76.43,0.26,78.8225,79.1,397911,78.14,0.0032978,79.21,0.32978,397911
2024-12-23,"December 23, 24",,,,,,78.54,76.38,0.51,78.68,79.05,1054277,77.88,0.0064935,79.25,0.64935,1054277
2024-12-20,"December 20, 24",,,,,,77.64,76.43,1.46,78.535,79.1,7010603,77.64,0.0188,79.76,1.88,7010603
2024-12-19,"December 19, 24",,,,,,79.61,75.29,-1.69,78.865,77.92,1704963,77.69,-0.0212,80.24,-2.12,1704963
2024-12-18,"December 18, 24",,,,,,80.84,76.46,-1.71,80.305,79.13,1961600,78.97,-0.0212,82.28,-2.12,1961600
2024-12-17,"December 17, 24",,,,,,80.48,78.53,0.79,80.6475,81.27,1778318,79.4,0.0098161,81.44,0.98161,1778318
2024-12-16,"December 16, 24",,,,,,82.21,78.12,-1.36,81.6375,80.85,1274738,80.77,-0.0165,82.72,-1.65,1274738
2024-12-13,"December 13, 24",,,,,,83.47,79.86,-0.82,82.9275,82.65,1393600,81.95,-0.0098239,83.64,-0.98239,1393600
2024-12-12,"December 12, 24",,,,,,85,80.77,-1.41,84.2625,83.59,1426800,83.46,-0.0166,85,-1.66,1426800
2024-12-11,"December 11, 24",,,,,,84.79,81.93,0,84.6675,84.79,1213760,84.09,0,85,0,1213760
2024-12-10,"December 10, 24",,,,,,85.55,81.85,-0.84,85.04,84.71,1718914,83.95,-0.0098188,85.95,-0.98188,1718914
2024-12-09,"December 09, 24",,,,,,84.96,82.61,0.54,85.3875,85.5,1541772,84.17,0.0063559,86.92,0.63559,1541772
2024-12-06,"December 06, 24",,,,,,86.6,81.16,-2.6,85.275,84,1902721,83.87,-0.03,86.63,-3,1902721
2024-12-05,"December 05, 24",,,,,,86.78,83.29,-0.58,86.49,86.2,1876900,85.9,-0.0066836,87.08,-0.66836,1876900
2024-12-04,"December 04, 24",,,,,,88.04,83.64,-1.48,87.2375,86.56,1987216,86.27,-0.0168,88.08,-1.68,1987216
2024-12-03,"December 03, 24",,,,,,89.43,85.28,-1.17,88.1325,88.26,1903271,85.11,-0.0131,89.73,-1.31,1903271
2024-12-02,"December 02, 24",,,,,,88.98,86.08,0.11,88.8275,89.09,1531612,87.86,0.0012362,89.38,0.12362,1531612
2024-11-29,"November 29, 24",,,,,,88.73,86.71,1.01,89.225,89.74,801200,88.5,0.0114,89.93,1.14,801200
2024-11-27,"November 27, 24",,,,,,89.95,85.91,-1.04,89.49,88.91,851400,88.56,-0.0116,90.54,-1.16,851400
2024-11-26,"November 26, 24",,,,,,88.37,86.63,1.29,89.0225,89.66,1518300,88.03,0.0146,90.03,1.46,1518300
2024-11-25,"November 25, 24",,,,,,87.75,85.45,0.69,88.3075,88.44,1980800,87.67,0.0078632,89.37,0.78632,1980800
2024-11-22,"November 22, 24",,,,,,87.92,84.69,-0.27,87.6425,87.65,1611650,86.9,-0.003071,88.1,-0.3071,1611650
2024-11-21,"November 21, 24",,,,,,87.97,85.39,0.4,88.2525,88.37,1165501,87.3,0.004547,89.37,0.4547,1165501
2024-11-20,"November 20, 24",,,,,,89.43,85.11,-1.35,88.735,88.08,2731918,87.54,-0.0151,89.89,-1.51,2731918
2024-11-19,"November 19, 24",,,,,,90.68,86.47,-1.19,90.2475,89.49,1619434,89.38,-0.0131,91.44,-1.31,1619434
2024-11-18,"November 18, 24",0.68,0.68,2024-11-18,2024-12-02,2024-04-22,91.09,88.23,0.22,91.2425,91.31,2566817,90.65,0.0024152,91.92,0.24152,2566817
2024-11-15,"November 15, 24",,,,,,88.48,86.88,2.12,89.885,90.6,3252700,88.3,0.024,92.16,2.4,3252700
2024-11-14,"November 14, 24",,,,,,86.98,84.44,1.08,87.395,88.06,2025918,86.15,0.0124,88.39,1.24,2025918
2024-11-13,"November 13, 24",,,,,,87.03,83.06,-0.41,86.9925,86.62,1986814,86.36,-0.004711,87.96,-0.4711,1986814
2024-11-12,"November 12, 24",,,,,,87.29,83.87,0.17,87.6775,87.46,1755463,87.2,0.0019475,88.76,0.19475,1755463
2024-11-11,"November 11, 24",,,,,,87.43,84.15,0.32,87.89,87.75,2658863,87.25,0.0036601,89.13,0.36601,2658863
2024-11-08,"November 08, 24",,,,,,86.24,83.54,0.88,86.6875,87.12,2296800,85.88,0.0102,87.51,1.02,2296800
2024-11-07,"November 07, 24",,,,,,86.1,83.25,0.71,86.3725,86.81,3022447,85.25,0.0082462,87.33,0.82462,3022447
2024-11-06,"November 06, 24",,,,,,86.07,82.24,-0.31,85.685,85.76,2540341,84.43,-0.0036017,86.48,-0.36017,2540341
2024-11-05,"November 05, 24",,,,,,82.46,81.32,2.34,83.6475,84.8,3257451,82.18,0.0284,85.15,2.84,3257451
2024-11-04,"November 04, 24",,,,,,83.36,80.55,0.64,83.8325,84,2802545,83.25,0.0076775,84.72,0.76775,2802545
2024-11-01,"November 01, 24",,,,,,84.26,79.23,-1.64,83.525,82.62,3148107,82.45,-0.0195,84.77,-1.95,3148107
2024-10-31,"October 31, 24",,,,,,85.94,80.57,-1.92,85.12,84.02,2962282,83.84,-0.0223,86.68,-2.23,2962282
2024-10-30,"October 30, 24",,,,,,88.25,82.33,-2.39,87.305,85.86,3393805,85.08,-0.0271,90.03,-2.71,3393805
2024-10-29,"October 29, 24",,,,,,89.72,84.23,-1.88,88.7775,87.84,2746378,87.77,-0.021,89.78,-2.1,2746378
2024-10-28,"October 28, 24",,,,,,90,86.18,-0.13,89.935,89.87,1722033,89.4,-0.0014444,90.47,-0.14444,1722033
2024-10-25,"October 25, 24",,,,,,90.69,86.09,-0.91,90.3675,89.78,1479800,89.57,-0.01,91.43,-1,1479800
2024-10-24,"October 24, 24",,,,,,89.18,86.51,1.03,89.585,90.21,1222800,88.67,0.0115,90.28,1.15,1222800
2024-10-23,"October 23, 24",,,,,,89.79,85.34,-0.8,89.425,88.99,2071764,88.63,-0.0089097,90.29,-0.89097,2071764
2024-10-22,"October 22, 24",,,,,,89,85.7,0.37,89.1525,89.37,1822201,88.51,0.0041573,89.73,0.41573,1822201
2024-10-21,"October 21, 24",,,,,,90,85.2,-1.15,89.5025,88.85,2186300,88.72,-0.0128,90.44,-1.28,2186300
2024-10-18,"October 18, 24",,,,,,91.71,85.87,-2.16,90.3475,89.55,5329820,88.26,-0.0236,91.87,-2.36,5329820
2024-10-17,"October 17, 24",,,,,,95.51,91.67,0.09,95.3325,95.6,901700,94.45,0.0009423097,95.77,0.09423097,901700
2024-10-16,"October 16, 24",,,,,,94.76,91.21,0.36,95.13,95.12,1318600,94.7,0.0037991,95.94,0.37991,1318600
2024-10-15,"October 15, 24",,,,,,96.71,90.79,-2.03,95.6775,94.68,1119016,94.59,-0.021,96.73,-2.1,1119016
2024-10-14,"October 14, 24",,,,,,96.44,92.27,-0.22,96.3025,96.22,826617,95.81,-0.0022812,96.74,-0.22812,826617
2024-10-11,"October 11, 24",,,,,,96.13,92.99,0.84,96.6075,96.97,631900,96.06,0.0087382,97.27,0.87382,631900
2024-10-10,"October 10, 24",,,,,,96.85,92.12,-0.79,96.3225,96.06,1107400,95.4,-0.0081569,96.98,-0.81569,1107400
2024-10-09,"October 09, 24",,,,,,98.06,92.41,-1.69,97.2425,96.37,1216822,96.22,-0.0172,98.32,-1.72,1216822
2024-10-08,"October 08, 24",,,,,,97.98,94.21,0.26,97.915,98.24,1062513,96.86,0.0026536,98.58,0.26536,1062513
2024-10-07,"October 07, 24",,,,,,98.37,94.88,0.57,98.7075,98.94,1247667,98.13,0.0057944,99.39,0.57944,1247667
2024-10-04,"October 04, 24",,,,,,97.33,94.14,0.84,97.695,98.17,833230,97.04,0.0086304,98.24,0.86304,833230
2024-10-03,"October 03, 24",,,,,,96.5,92.7,0.17,96.315,96.67,1021339,95.28,0.0017617,96.81,0.17617,1021339
2024-10-02,"October 02, 24",,,,,,97.99,92.97,-1.04,97.5075,96.95,1486339,96.32,-0.0106,98.77,-1.06,1486339
2024-10-01,"October 01, 24",,,,,,96.25,93.67,1.43,96.955,97.68,846348,95.6,0.0149,98.29,1.49,846348
2024-09-30,"September 30, 24",,,,,,97.62,92.67,-0.98,97.0325,96.64,1240236,96.08,-0.01,97.79,-1,1240236
2024-09-27,"September 27, 24",,,,,,96.87,93.72,0.86,97.42,97.73,1380700,96.75,0.0088779,98.33,0.88779,1380700
2024-09-26,"September 26, 24",,,,,,94.17,91.93,1.7,95.1275,95.87,3155927,94.17,0.0181,96.3,1.81,3155927
2024-09-25,"September 25, 24",,,,,,97.07,90.83,-2.35,95.9275,94.72,1569143,94.69,-0.0242,97.23,-2.42,1569143
2024-09-24,"September 24, 24",,,,,,97.55,93.07,-0.49,97.6175,97.06,1871457,96.98,-0.0050231,98.88,-0.50231,1871457
2024-09-23,"September 23, 24",,,,,,98.15,93.44,-0.71,97.8625,97.44,2334900,96.96,-0.0072338,98.9,-0.72338,2334900
2024-09-20,"September 20, 24",,,,,,100.13,94.74,-1.33,99.1775,98.8,5880500,97.62,-0.0133,100.16,-1.33,5880500
2024-09-19,"September 19, 24",,,,,,98.73,96.24,1.63,99.3575,100.36,1497040,97.86,0.0165,100.48,1.65,1497040
2024-09-18,"September 18, 24",,,,,,97.58,93.7,0.13,97.855,97.71,1046626,97.08,0.0013322,99.05,0.13322,1046626
2024-09-17,"September 17, 24",,,,,,97.61,93.68,0.08,97.7825,97.69,770132,97.37,0.0008195882,98.46,0.08195882,770132
2024-09-16,"September 16, 24",,,,,,98.53,93.3,-1.24,97.915,97.29,993200,96.79,-0.0126,99.05,-1.26,993200
2024-09-13,"September 13, 24",,,,,,96.81,93.38,0.57,97.1675,97.38,727607,96.43,0.0058878,98.05,0.58878,727607
2024-09-12,"September 12, 24",,,,,,95.85,92.47,0.58,95.9725,96.43,680240,94.99,0.0060511,96.62,0.60511,680240
2024-09-11,"September 11, 24",,,,,,96.32,91.96,-0.42,95.7575,95.9,968477,94.49,-0.0043605,96.32,-0.43605,968477
2024-09-10,"September 10, 24",,,,,,98.93,92.23,-2.75,97.535,96.18,1044336,95.79,-0.0278,99.24,-2.78,1044336
2024-09-09,"September 09, 24",,,,,,98.53,94.86,0.39,98.565,98.92,1061118,97.36,0.0039582,99.45,0.39582,1061118
2024-09-06,"September 06, 24",,,,,,98.51,94.4,-0.07,98.7525,98.44,735217,98.08,-0.0007105878,99.98,-0.07105878,735217
2024-09-05,"September 05, 24",,,,,,100.81,94.69,-2.07,99.935,98.74,977900,98.68,-0.0205,101.51,-2.05,977900
2024-09-04,"September 04, 24",,,,,,99.87,96.1,0.34,100.1025,100.21,883243,99.2,0.0034044,101.13,0.34044,883243
2024-09-03,"September 03, 24",,,,,,100.42,95.22,-1.12,99.8425,99.3,1097137,98.71,-0.0112,100.94,-1.12,1097137
2024-08-30,"August 30, 24",,,,,,101.22,97.22,0.16,101.125,101.38,1218800,100.46,0.0015807,101.44,0.15807,1218800
2024-08-29,"August 29, 24",,,,,,101.25,96.91,-0.19,100.78,101.06,925400,99,-0.0018765,101.81,-0.18765,925400
2024-08-28,"August 28, 24",,,,,,100.01,96.68,0.81,100.2425,100.82,760671,99.15,0.0080992,100.99,0.80992,760671
2024-08-27,"August 27, 24",,,,,,100.95,96.2,-0.63,100.52,100.32,907700,99.52,-0.0062407,101.29,-0.62407,907700
2024-08-26,"August 26, 24",,,,,,99.36,96.5,1.27,99.9475,100.63,1225800,99.12,0.0128,100.68,1.28,1225800
2024-08-23,"August 23, 24",,,,,,97.09,94.59,1.55,97.8525,98.64,818300,96.66,0.016,99.02,1.6,818300
2024-08-22,"August 22, 24",,,,,,96.29,92.51,0.18,96.3025,96.47,587231,95.65,0.0018694,96.8,0.18694,587231
2024-08-21,"August 21, 24",,,,,,95.64,92.37,0.69,96.0025,96.33,680244,95.5,0.0072146,96.54,0.72146,680244
2024-08-20,"August 20, 24",,,,,,96.08,91.27,-0.9,95.735,95.18,536512,95.12,-0.0093672,96.56,-0.93672,536512
2024-08-19,"August 19, 24",0.68,0.68,2024-08-19,2024-09-02,2024-02-22,95.97,92.3,0.28,96.2525,96.25,706927,95.97,0.0029176,96.82,0.29176,706927
2024-08-16,"August 16, 24",,,,,,95.83,91.9,0.68,96.08,96.51,772900,95.38,0.0070959,96.6,0.70959,772900
2024-08-15,"August 15, 24",,,,,,96.51,91.42,-0.5,96.3725,96.01,785800,95.81,-0.0051808,97.16,-0.51808,785800
2024-08-14,"August 14, 24",,,,,,96.92,91.19,-1.16,96.37,95.76,1221732,95.46,-0.012,97.34,-1.2,1221732
2024-08-13,"August 13, 24",,,,,,95.07,91.99,1.53,95.76,96.6,1942047,94.43,0.0161,96.94,1.61,1942047
2024-08-12,"August 12, 24",,,,,,96.88,92.32,0.07,97.105,96.95,1163892,96.63,0.0007225434,97.96,0.07225434,1163892
2024-08-09,"August 09, 24",,,,,,97.06,92.25,-0.18,96.85,96.88,1576300,95.91,-0.0018545,97.55,-0.18545,1576300
2024-08-08,"August 08, 24",,,,,,96.01,92.74,1.38,97.0025,97.39,1556249,95.98,0.0144,98.63,1.44,1556249
2024-08-07,"August 07, 24",,,,,,96.48,91.12,-0.79,96.3825,95.69,1333600,95.68,-0.0081882,97.68,-0.81882,1333600
2024-08-06,"August 06, 24",,,,,,95.85,90.76,-0.54,95.9675,95.31,1524521,95.3,-0.0056338,97.41,-0.56338,1524521
2024-08-05,"August 05, 24",,,,,,97.71,90.85,-2.3,96.5275,95.41,1822564,94.75,-0.0235,98.24,-2.35,1822564
2024-08-02,"August 02, 24",,,,,,102,93.72,-3.58,100.1675,98.42,1931800,97.67,-0.0351,102.58,-3.51,1931800
2024-08-01,"August 01, 24",,,,,,105.97,98.15,-2.9,104.75,103.07,1938001,102.76,-0.0274,107.2,-2.74,1938001
2024-07-31,"July 31, 24",,,,,,105.24,100.2,-0.01,105.3,105.23,3664083,103.29,-9.50209e-05,107.44,-0.00950209,3664083
2024-07-30,"July 30, 24",,,,,,112.77,109.09,1.79,113.305,114.56,1430320,111.07,0.0159,114.82,1.59,1430320
2024-07-29,"July 29, 24",,,,,,114.07,108.14,-0.5,113.8325,113.57,1037901,113.26,-0.0043833,114.43,-0.43833,1037901
2024-07-26,"July 26, 24",,,,,,113,108.85,1.31,113.6725,114.31,757800,112.46,0.0116,114.92,1.16,757800
2024-07-25,"July 25, 24",,,,,,112.23,107.55,0.72,112.635,112.95,851600,111.38,0.0064154,113.98,0.64154,851600
2024-07-24,"July 24, 24",,,,,,110.03,106.74,2.06,111.1475,112.09,844606,109.95,0.0187,112.52,1.87,844606
2024-07-23,"July 23, 24",,,,,,112.35,105.55,-1.5,111.695,110.85,855218,110.66,-0.0134,112.92,-1.34,855218
2024-07-22,"July 22, 24",,,,,,112.46,107.46,0.39,112.5725,112.85,788300,111.83,0.0034679,113.15,0.34679,788300
2024-07-19,"July 19, 24",,,,,,112.34,106.57,-0.42,111.89,111.92,1068900,110.61,-0.0037387,112.69,-0.37387,1068900
2024-07-18,"July 18, 24",,,,,,111.45,106.86,0.77,111.89,112.22,851118,111.03,0.0069089,112.86,0.69089,851118
2024-07-17,"July 17, 24",,,,,,111.7,106.75,0.41,111.965,112.11,1114700,110.83,0.0036705,113.22,0.36705,1114700
2024-07-16,"July 16, 24",,,,,,109.98,106.07,1.41,110.5875,111.39,836200,109.42,0.0128,111.56,1.28,836200
2024-07-15,"July 15, 24",,,,,,111.12,105.06,-0.79,110.56,110.33,1081235,109.13,-0.0071094,111.66,-0.71094,1081235
2024-07-12,"July 12, 24",,,,,,111.72,105.79,-0.62,111.295,111.1,1228224,110.22,-0.0055496,112.14,-0.55496,1228224
2024-07-11,"July 11, 24",,,,,,111.38,105.22,-0.88,110.8675,110.5,1219257,109.21,-0.0079009,112.38,-0.79009,1219257
2024-07-10,"July 10, 24",,,,,,110.46,105.88,0.73,110.6875,111.19,828212,109.67,0.0066087,111.43,0.66087,828212
2024-07-09,"July 09, 24",,,,,,110.15,104.7,-0.2,110.48,109.95,1124200,109.85,-0.0018157,111.97,-0.18157,1124200
2024-07-08,"July 08, 24",,,,,,108.72,105.12,1.67,109.8425,110.39,1253926,108.69,0.0154,111.57,1.54,1253926
2024-07-05,"July 05, 24",,,,,,108.76,103.4,-0.17,108.6125,108.59,1778547,107.27,-0.0015631,109.83,-0.15631,1778547
2024-07-03,"July 03, 24",,,,,,110.43,104.16,-1.04,110.1875,109.39,745800,109.35,-0.0094177,111.58,-0.94177,745800
2024-07-02,"July 02, 24",,,,,,107.32,105.11,3.06,108.92,110.38,1683071,107.14,0.0285,110.84,2.85,1683071
2024-07-01,"July 01, 24",,,,,,107.55,102.19,-0.23,107.4725,107.32,737100,106.78,-0.0021385,108.24,-0.21385,737100
2024-06-28,"June 28, 24",,,,,,108.04,101.67,-1.27,107.14,106.77,1969161,105.3,-0.0118,108.45,-1.18,1969161
2024-06-27,"June 27, 24",,,,,,107.8,102.5,-0.16,107.6025,107.64,813300,106.86,-0.0014842,108.11,-0.14842,813300
2024-06-26,"June 26, 24",,,,,,106.54,102.07,0.65,107.165,107.19,1097738,106.43,0.006101,108.5,0.6101,1097738
2024-06-25,"June 25, 24",,,,,,108.09,101.64,-1.35,107.355,106.74,1067904,106.5,-0.0125,108.09,-1.25,1067904
2024-06-24,"June 24, 24",,,,,,105.45,103,2.72,106.775,108.17,1287300,105.16,0.0258,108.32,2.58,1287300
2024-06-21,"June 21, 24",,,,,,103.98,100.81,1.89,104.815,105.87,4205704,103.51,0.0182,105.9,1.82,4205704
2024-06-20,"June 20, 24",,,,,,103.53,98.4,-0.19,103.625,103.34,1678452,102.65,-0.0018352,104.98,-0.18352,1678452
2024-06-18,"June 18, 24",,,,,,102.54,97.55,-0.1,102.415,102.44,1139728,101.46,-0.0009752292,103.22,-0.09752292,1139728
2024-06-17,"June 17, 24",,,,,,102.3,98.06,0.68,102.695,102.98,1028400,101.76,0.0066471,103.74,0.66471,1028400
2024-06-14,"June 14, 24",,,,,,102.62,97.92,0.21,102.705,102.83,760710,102.24,0.0020464,103.13,0.20464,760710
2024-06-13,"June 13, 24",,,,,,104.54,98.21,-1.4,103.825,103.14,1368093,102.62,-0.0134,105,-1.34,1368093
2024-06-12,"June 12, 24",,,,,,106.26,100.37,-0.85,105.8825,105.41,914700,105.17,-0.0079992,106.69,-0.79992,914700
2024-06-11,"June 11, 24",,,,,,105.21,100.86,0.71,105.25,105.92,1030400,103.82,0.0067484,106.05,0.67484,1030400
2024-06-10,"June 10, 24",,,,,,104.43,100.7,1.32,104.9525,105.75,1262036,103.52,0.0126,106.11,1.26,1262036
2024-06-07,"June 07, 24",,,,,,104.77,99.16,-0.64,104.5125,104.13,1084938,103.75,-0.0061086,105.4,-0.61086,1084938
2024-06-06,"June 06, 24",,,,,,103.96,100.1,1.16,104.5,105.12,1208300,103.04,0.0112,105.88,1.12,1208300
2024-06-05,"June 05, 24",,,,,,106.74,98.77,-3.02,105.005,103.72,1773818,102.37,-0.0283,107.19,-2.83,1773818
2024-06-04,"June 04, 24",,,,,,107.77,101.7,-0.97,107.2875,106.8,1386100,106.54,-0.0090006,108.04,-0.90006,1386100
2024-06-03,"June 03, 24",,,,,,107.09,103.14,1.22,107.5325,108.31,1227806,106.15,0.0114,108.58,1.14,1227806
2024-05-31,"May 31, 24",,,,,,105.23,102.45,2.36,106.465,107.59,2330200,105.14,0.0224,107.9,2.24,2330200
2024-05-30,"May 30, 24",,,,,,106.35,100.12,-1.21,105.75,105.14,1247600,104.63,-0.0114,106.88,-1.14,1247600
2024-05-29,"May 29, 24",,,,,,106.08,101.1,0.09,106.0825,106.17,1758700,105.36,0.0008484163,106.72,0.08484163,1758700
2024-05-28,"May 28, 24",,,,,,103.8,101.34,2.62,105.0725,106.42,1695100,103.52,0.0252,106.55,2.52,1695100
2024-05-24,"May 24, 24",,,,,,102.81,98.81,0.96,103.365,103.77,933122,102.69,0.0093376,104.19,0.93376,933122
2024-05-23,"May 23, 24",,,,,,102.8,97.48,-0.43,102.985,102.37,1417426,102.28,-0.0041829,104.49,-0.41829,1417426
2024-05-22,"May 22, 24",,,,,,102.73,98.2,0.4,102.975,103.13,778225,102.36,0.0038937,103.68,0.38937,778225
2024-05-21,"May 21, 24",,,,,,102.25,98.37,1.06,103.035,103.31,707113,102.25,0.0104,104.33,1.04,707113
