holder,shares,dateReported,change
"BlackRock, Inc.",153786927,2025-09-30,-7442568
STATE STREET CORP,139077241,2025-09-30,9375255
VANGUARD GROUP INC,111490330,2025-09-30,1262294
M&G Plc,108333984,2025-09-30,22737979
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,82058732,2025-09-30,1288429
"GEODE CAPITAL MANAGEMENT, LLC",63940290,2025-09-30,5094367
"FULLER & THALER ASSET MANAGEMENT, INC.",56171587,2025-09-30,19811504
Invesco Ltd.,47111558,2025-09-30,10846351
"FEDERATED HERMES, INC.",39344317,2025-09-30,20052979
PRICE T ROWE ASSOCIATES INC /MD/,32420175,2025-09-30,6958999
DIMENSIONAL FUND ADVISORS LP,27626770,2025-09-30,-4086151
MORGAN STANLEY,23281093,2025-09-30,-2799207
BANK OF AMERICA CORP /DE/,20106761,2025-09-30,5299012
NORTHERN TRUST CORP,18349057,2025-09-30,-1190635
Khrom Capital Management LLC,17712315,2025-09-30,3078476
ProShare Advisors LLC,17615553,2025-09-30,528187
JPMORGAN CHASE & CO,16841128,2025-09-30,7140986
CANYON CAPITAL ADVISORS LLC,15987614,2025-09-30,-3559510
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,14968014,2025-09-30,-190579
WELLINGTON MANAGEMENT GROUP LLP,14396005,2025-09-30,-25885195
LYRICAL ASSET MANAGEMENT LP,13985309,2025-09-30,2265872
Legal & General Group Plc,13968036,2025-09-30,2349587
DEUTSCHE BANK AG\,13426718,2025-09-30,-4017121
UBS Group AG,12734004,2025-09-30,-3273715
GOLDMAN SACHS GROUP INC,12724766,2025-09-30,191830
Bank of New York Mellon Corp,11802111,2025-09-30,-3309743
UBS ASSET MANAGEMENT AMERICAS INC,11584440,2025-09-30,-3907574
FIRST TRUST ADVISORS LP,11363978,2025-09-30,1662308
FMR LLC,10777275,2025-09-30,-2736810
RENAISSANCE TECHNOLOGIES LLC,9475717,2025-09-30,-5742297
RAYMOND JAMES FINANCIAL INC,8143228,2025-09-30,4390268
CITADEL ADVISORS LLC,8086923,2025-09-30,-3089320
JANUS HENDERSON GROUP PLC,7950565,2025-09-30,7286443
VICTORY CAPITAL MANAGEMENT INC,7948057,2025-09-30,-1566841
BARCLAYS PLC,7565159,2025-09-30,-1555472
WELLS FARGO & COMPANY/MN,7451529,2025-09-30,4163894
ROYAL BANK OF CANADA,7437945,2025-09-30,2327382
ENVESTNET ASSET MANAGEMENT INC,7179018,2025-09-30,3397343
THRIVENT FINANCIAL FOR LUTHERANS,7068103,2025-09-30,-491934
"Sumitomo Mitsui Trust Holdings, Inc.",6753490,2025-09-30,94921
Swiss National Bank,6605248,2025-09-30,-308600
AQR CAPITAL MANAGEMENT LLC,6351077,2025-09-30,-9664645
"Nuveen, LLC",5943993,2025-09-30,-40779
Amundi,5673350,2025-09-30,-7984981
"CBOE Vest Financial, LLC",5618052,2025-09-30,7431
"BNP PARIBAS ARBITRAGE, SNC",5590711,2025-09-30,2933524
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",5023238,2025-09-30,11200
AMERICAN CENTURY COMPANIES INC,4825472,2025-09-30,497221
NOMURA ASSET MANAGEMENT CO LTD,4717700,2025-09-30,131463
NAN FUNG TRINITY (HK) Ltd,4630880,2025-09-30,392700
LPL Financial LLC,4596669,2025-09-30,2288662
Capital World Investors,4551370,2025-09-30,4551370
RHUMBLINE ADVISERS,4549833,2025-09-30,232116
MILLENNIUM MANAGEMENT LLC,4370458,2025-09-30,-2978505
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,3976561,2025-09-30,85633
WORLDQUANT MILLENNIUM ADVISORS LLC,3752774,2025-09-30,-3533826
Schonfeld Strategic Advisors LLC,3463481,2025-09-30,3320866
Retirement Systems of Alabama,3284867,2025-09-30,2793175
MACQUARIE GROUP LTD,3203627,2025-09-30,923465
"ADAGE CAPITAL PARTNERS GP, L.L.C.",3199003,2025-09-30,-499687
ALLIANCEBERNSTEIN L.P.,3033973,2025-09-30,679028
LOEWS CORP,3000000,2025-09-30,328750
STIFEL FINANCIAL CORP,2976365,2025-09-30,1001904
ALPS ADVISORS INC,2962948,2025-09-30,380767
CITIGROUP INC,2926526,2025-09-30,929703
Spears Abacus Advisors LLC,2846113,2025-09-30,784821
PRINCIPAL FINANCIAL GROUP INC,2796384,2025-09-30,187757
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,2771516,2025-09-30,11541
FRANKLIN RESOURCES INC,2700132,2025-09-30,-75840
"Mirae Asset Global Investments Co., Ltd.",2564820,2025-09-30,118391
"CI Private Wealth, LLC",2448128,2025-09-30,466113
Appian Way Asset Management LP,2303717,2025-09-30,-1476866
Squarepoint Ops LLC,2290621,2025-09-30,1091689
APG Asset Management N.V.,2233370,2025-09-30,-65100
STATE OF WISCONSIN INVESTMENT BOARD,2178708,2025-09-30,-1249906
Troluce Capital Advisors LLC,2150000,2025-09-30,800000
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,2139040,2025-09-30,-128590
AMERIPRISE FINANCIAL INC,2057602,2025-09-30,22234
"ISTHMUS PARTNERS, LLC",2003404,2025-09-30,0
"Sound Income Strategies, LLC",1823592,2025-09-30,1218530
Quantbot Technologies LP,1759693,2025-09-30,1362439
"Russell Investments Group, Ltd.",1687807,2025-09-30,-100936
"12th Street Asset Management Company, LLC",1633539,2025-09-30,-1215351
"Envestnet Portfolio Solutions, Inc.",1610671,2025-09-30,87195
AVIVA PLC,1603994,2025-09-30,98982
"Empowered Funds, LLC",1527037,2025-09-30,297257
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,1517991,2025-09-30,-61063
FIRST CITIZENS BANK & TRUST CO,1504134,2025-09-30,-44922
Zurcher Kantonalbank (Zurich Cantonalbank),1478817,2025-09-30,363365
Mitsubishi UFJ Trust & Banking Corp,1455403,2025-09-30,-1256834
abrdn plc,1448357,2025-09-30,1118668
Meiji Yasuda Asset Management Co Ltd.,1391969,2025-09-30,-43616
Janney Montgomery Scott LLC,1339405,2025-09-30,69160
"MARSHALL WACE, LLP",1321673,2025-09-30,-10609759
NATIONAL BANK OF CANADA /FI/,1297280,2025-09-30,-515649
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",1288787,2025-09-30,214429
"Pathstone Holdings, LLC",1283581,2025-09-30,-83621
TD ASSET MANAGEMENT INC,1269341,2025-09-30,6224
BANK OF NOVA SCOTIA,1252996,2025-09-30,65009
BANK OF MONTREAL /CAN/,1235544,2025-09-30,197043
OMERS ADMINISTRATION Corp,1228456,2025-09-30,0
DANSKE BANK A/S,1211774,2025-09-30,-1797447
"State of Tennessee, Treasury Department",1209828,2025-09-30,376038
Walleye Trading LLC,1195629,2025-09-30,-700058
GUGGENHEIM CAPITAL LLC,1187404,2025-09-30,84455
"Chevy Chase Trust Holdings, LLC",1176530,2025-09-30,-33786
CIBC WORLD MARKET INC.,1125821,2025-09-30,1099438
GREAT WEST LIFE ASSURANCE CO /CAN/,1122746,2025-09-30,59649
HSBC HOLDINGS PLC,1110285,2025-09-30,282930
SEI INVESTMENTS CO,1097386,2025-09-30,19956
TRUIST FINANCIAL CORP,1084437,2025-09-30,502516
