date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2025-07-31,CPRT,USD,0000900075,2025-09-26,2025-09-26 16:33:59,2025,FY,1548363000,215849000,-13440000,38004000,22560000,-33950000,4655000,69599000,-17744000,-11586000,1799750000,-568990000,31831000,-4009066000,3960000000,-1223000,-587448000,-49000,57438000,0,0,-5282000,52107000,2011000,1266420000,2780531000,1514111000,1799750000,-568990000,1230760000,https://www.sec.gov/Archives/edgar/data/900075/000162828025042946/0001628280-25-042946-index.htm,https://www.sec.gov/Archives/edgar/data/900075/000162828025042946/cprt-20250731.htm
2024-07-31,CPRT,USD,0000900075,2024-09-30,2024-09-27 19:06:12,2024,FY,1362347000,190256000,-847000,35234000,-114137000,-145385000,-3698000,59528000,-24582000,-289000,1472564000,-510990000,17662000,-4095917000,3645000000,4166000,-940079000,-10835000,36666000,0,0,-6558000,19273000,4958000,556716000,1514111000,957395000,1472564000,-510990000,961574000,https://www.sec.gov/Archives/edgar/data/900075/000090007524000024/0000900075-24-000024-index.htm,https://www.sec.gov/Archives/edgar/data/900075/000090007524000024/cprt-20240731.htm
2023-07-31,CPRT,USD,0000900075,2023-09-28,2023-09-28 16:38:17,2023,FY,1237741000,159684000,9946000,39673000,-88281000,-123207000,26549000,18010000,-9633000,5447000,1364210000,-516636000,-2744000,-1406588000,2744000,31175000,-1892049000,10547000,60777000,0,0,-4709000,66615000,34383000,-426841000,957395000,1384236000,1364210000,-516636000,847574000,https://www.sec.gov/Archives/edgar/data/900075/000090007523000034/0000900075-23-000034-index.htm,https://www.sec.gov/Archives/edgar/data/900075/000090007523000034/cprt-20230731.htm
2022-07-31,CPRT,USD,0000900075,2022-09-27,2022-09-27 16:27:24,2022,FY,1090130000,138605000,17017000,38965000,-125487000,-97750000,-10851000,36306000,-53192000,17453000,1176683000,-337448000,-109195000,-374866000,374866000,4333000,-442310000,-417289000,37733000,0,0,-3137000,-382693000,-15704000,335976000,1384236000,1048260000,1176683000,-337448000,839235000,https://www.sec.gov/Archives/edgar/data/900075/000090007522000050/0000900075-22-000050-index.htm,https://www.sec.gov/Archives/edgar/data/900075/000090007522000050/cprt-20220731.htm
2021-07-31,CPRT,USD,0000900075,2021-09-27,2021-09-27 16:53:05,2021,FY,936495000,123084000,-7951000,40922000,-95818000,-127513000,-24602000,44613000,11684000,-5841000,990891000,-462996000,-5000000,0,0,2530000,-465466000,-1118000,48185000,0,0,-6145000,40922000,4195000,570542000,1048260000,477718000,990891000,-462996000,527895000,https://www.sec.gov/Archives/edgar/data/900075/000090007521000022/0000900075-21-000022-index.htm,https://www.sec.gov/Archives/edgar/data/900075/000090007521000022/cprt-20210731.htm
2020-07-31,CPRT,USD,0000900075,2020-09-28,2020-09-28 16:48:27,2020,FY,699907000,104257000,23082000,23322000,66159000,15993000,1348000,41648000,7170000,1158000,915071000,-603674000,-11702000,0,0,14168000,-601208000,-1065000,79916000,0,0,-103451000,-24600000,2136000,291399000,477718000,186319000,917885000,-603674000,314211000,https://www.sec.gov/Archives/edgar/data/900075/000090007520000021/0000900075-20-000021-index.htm,https://www.sec.gov/Archives/edgar/data/900075/000090007520000021/cprt-20200731.htm
2019-07-31,CPRT,USD,0000900075,2019-09-30,2019-09-30 16:54:57,2019,FY,591693000,85334000,23167000,23445000,-73910000,-60808000,-4719000,11126000,-19509000,-3083000,646646000,-374628000,-745000,0,0,19106000,-356267000,0,41581000,-364997000,0,-46888000,-370304000,-8276000,-88201000,186319000,274520000,646646000,-374628000,272018000,https://www.sec.gov/Archives/edgar/data/900075/000090007519000022/0000900075-19-000022-index.htm,https://www.sec.gov/Archives/edgar/data/900075/000090007519000022/cprt07312019-10k.htm
2018-07-31,CPRT,USD,0000900075,2018-10-01,2018-10-01 16:48:26,2018,FY,418007000,79040000,16717000,23221000,-8205000,-40335000,-3959000,53320000,-17231000,6289000,535069000,-296697000,1796000,0,0,6425000,-288476000,-231000000,50312000,0,0,-1350000,-182038000,-135000,64420000,274520000,210100000,535069000,-296697000,238372000,https://www.sec.gov/Archives/edgar/data/900075/000090007518000048/0000900075-18-000048-index.htm,https://www.sec.gov/Archives/edgar/data/900075/000090007518000048/cprt07312018-10k.htm
2017-07-31,CPRT,USD,0000900075,2017-09-28,2017-09-27 20:34:54,2017,FY,394261000,57441000,19901000,20840000,-20792000,-38542000,1294000,4269000,12187000,20407000,492058000,-172178000,-160152000,-3566000,0,105000,-335791000,-7000000,35458000,0,0,-135433000,-106975000,4959000,54251000,210100000,155849000,492058000,-172178000,319880000,https://www.sec.gov/Archives/edgar/data/900075/000090007517000044/0000900075-17-000044-index.htm,https://www.sec.gov/Archives/edgar/data/900075/000090007517000044/cprt07312017-10k.htm
2016-07-31,CPRT,USD,0000900075,2016-09-28,2016-09-28 17:29:23,2016,FY,270360000,49643000,5740000,20864000,-16125000,-54213000,-2509000,48347000,-7750000,2016000,332498000,-173917000,562000,-21119000,21498000,100000,-172876000,-6032000,16609000,-457894000,0,15430000,-448496000,-11289000,-300163000,155849000,456012000,332498000,-173917000,158581000,https://www.sec.gov/Archives/edgar/data/900075/000090007516000081/0000900075-16-000081-index.htm,https://www.sec.gov/Archives/edgar/data/900075/000090007516000081/cprt07312016-10k.htm
2015-07-31,CPRT,USD,0000900075,2015-09-25,2015-09-25 17:28:10,2015,FY,219783000,48893000,4365000,18154000,-21652000,-20417000,-1731000,-3926000,4422000,-4467000,265076000,-79153000,-4500000,0,0,1738000,-81915000,348939000,3079000,-237306000,0,4907000,120362000,-6179000,297344000,456012000,158668000,265076000,-79153000,185923000,https://www.sec.gov/Archives/edgar/data/900075/000162828015007286/0001628280-15-007286-index.htm,https://www.sec.gov/Archives/edgar/data/900075/000162828015007286/cprt07312015-10k.htm
2014-07-31,CPRT,USD,0000900075,2014-09-29,2014-09-29 17:23:28,2014,FY,178687000,53726000,-10838000,22099000,-7521000,-12870000,4012000,5425000,-4088000,26441000,262594000,-95810000,-14300000,0,0,18007000,-92103000,-91291000,2339000,-572000,0,15040000,-76823000,1369000,95037000,158668000,63631000,262594000,-95810000,166784000,https://www.sec.gov/Archives/edgar/data/900075/000114544314001196/0001145443-14-001196-index.htm,https://www.sec.gov/Archives/edgar/data/900075/000114544314001196/d31671.htm
