symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
TTD,2024-12-31,117.53,490879000,57693008870,1369463000,312215000,56635760870
TTD,2023-12-31,71.96,489261000,35207221560,895129000,235893000,34547985560
TTD,2022-12-31,44.83,486937000,21829385710,1030506000,260957000,21059836710
TTD,2021-12-31,91.64,476851000,43698625640,754154000,284598000,43229069640
TTD,2020-12-31,80.1,462870000,37075887000,437353000,292430000,36930964000
TTD,2019-12-31,25.98,445330000,11569673400,130876000,189450000,11628247400
TTD,2018-12-31,11.61,457930000,5316567300,207232000,0,5109335300
TTD,2017-12-31,4.57,402620000,1839973400,155950000,27000000,1711023400
TTD,2016-12-31,2.77,384086380,1063919272,133400000,25847000,956366272
TTD,2015-12-31,3.01,472816000,1423176160,4047000,44888000,1464017160
TTD,2014-12-31,3.01,158666666,477586664,17315000,14929000,475200664
