symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
STE,2025-03-31,226.65,98575000,22342023750,171701000,2202540000,24372862750
STE,2024-03-31,221.03,98787000,21834890610,207020000,3383167000,25011037610
STE,2023-03-31,191.28,99706000,19071763680,208357000,3248277000,22111683680
STE,2022-03-31,241.77,97535000,23581036950,348320000,3279884000,26512600950
STE,2021-03-31,190.48,85203000,16229467440,220531000,1802987000,17811923440
STE,2020-03-31,139.97,84778000,11866376660,319581000,1284444000,12831239660
STE,2019-03-31,127.43,84577000,10777647110,220633000,1183227000,11740241110
STE,2018-03-31,93.36,85028000,7938214080,201534000,1316001000,9052681080
STE,2017-03-31,69.46,85473000,5936954579,282918000,1478361000,7132397579
STE,2016-03-31,71.05,70698000,5023092900,248841000,1567796000,6342047900
STE,2015-03-31,70.27,59413000,4174951510,167689000,621075000,4628337510
STE,2014-03-31,47.75,58966000,2815626500,152802000,493480000,3156304500
STE,2013-03-31,41.16,58305000,2399833800,142008000,492290000,2750115800
STE,2012-03-31,31.62,58367000,1845564540,150821000,210000000,1904743540
STE,2011-03-31,34.54,59306000,2048429240,193016000,210000000,2065413240
STE,2010-03-31,33.66,58826000,1980083159,214971000,210000000,1975112159
STE,2009-03-31,23.28,58778000,1368351840,154180000,210000000,1424171840
STE,2008-03-31,26.83,63202000,1695709660,51868000,179980000,1823821660
STE,2007-03-31,26.56,65202000,1731765120,52296000,101577000,1781046120
STE,2006-03-31,24.68,68242000,1684212560,72732000,116235000,1727715560
STE,2005-03-31,25.25,69339000,1750809750,26179000,109163000,1833793750
STE,2004-03-31,25.8,69296000,1787836800,80408000,113139000,1820567800
STE,2003-03-31,26.16,69681000,1822854960,25941000,61663000,1858576960
STE,2002-03-31,21.16,68958000,1459151280,12424000,116891000,1563618280
STE,2001-03-31,14.1,65850000,928485000,24710000,207088000,1110863000
STE,2000-03-31,10.25,65531000,671692750,35476000,270516000,906732750
STE,1999-03-31,26.63,68468000,1823302840,23700000,223700000,2023302840
STE,1998-03-31,27,68799000,1857573000,17172000,155079000,1995480000
STE,1997-03-31,12.19,67968000,828529920,20600000,35900000,843829920
STE,1996-03-31,14.88,35888000,534013440,140800000,103000000,496213440
STE,1995-03-31,10,35044000,350440000,1600000,0,348840000
STE,1994-03-31,5.88,34740000,204271200,2700000,0,201571200
STE,1993-03-31,4.06,34136000,138592160,19900000,0,118692160
STE,1992-03-31,2.06,20000000,41200000,1000000,0,40200000
STE,1991-03-31,2.06,13333000,27465980,300000,700000,27865980
