date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,declarationDate,paymentDate,adjDividend,dividend
2025-03-12,133.82,137.15,132.44,134.92,133.43,6258438,6258438,1.1,0.822,134.5825,"March 12, 25",0.00822,,,,,
2025-03-11,126.68,131.83,125.96,130.42,128.98,6451200,6451200,3.74,2.95,128.7225,"March 11, 25",0.0295,,,,,
2025-03-10,128.11,128.11,123.39,126.01,124.62,5794200,5794200,-2.1,-1.64,126.405,"March 10, 25",-0.0164,,,,,
2025-03-07,134.48,135.3,127.56,132.4,130.94,5946823,5946823,-2.08,-1.55,132.435,"March 07, 25",-0.0155,,,,,
2025-03-06,135,137.98,132.84,134.78,133.29,4511800,4511800,-0.22,-0.16296,135.15,"March 06, 25",-0.0016296,,,,,
2025-03-05,138.18,141.47,135.69,140.53,138.98,4254217,4254217,2.35,1.7,138.9675,"March 05, 25",0.017,,,,,
2025-03-04,140.92,141.77,134.19,137.92,136.4,5490201,5490201,-3,-2.13,138.7,"March 04, 25",-0.0213,,,,,
2025-03-03,150.89,151.8,143.51,144.58,142.98,3410200,3410200,-6.31,-4.18,147.695,"March 03, 25",-0.0418,,,,,
2025-02-28,146.33,149.34,145.01,149.27,147.62,4825946,4825946,2.94,2.01,147.4875,"February 28, 25",0.0201,,,,,
2025-02-27,149.49,151.74,147.13,147.44,145.81,3539200,3539200,-2.05,-1.37,148.95,"February 27, 25",-0.0137,,,,,
2025-02-26,146.49,150.91,146.15,147.65,146.02,2782046,2782046,1.16,0.79186,147.8,"February 26, 25",0.0079186,,,,,
2025-02-25,148,148.9,141.2,145.3,143.7,5772813,5772813,-2.7,-1.82,145.85,"February 25, 25",-0.0182,,,,,
2025-02-24,151.91,152.66,146.44,147.87,146.24,4379324,4379324,-4.04,-2.66,149.72,"February 24, 25",-0.0266,,,,,
2025-02-21,157.1,157.45,148.6,150.55,148.89,3731602,3731602,-6.55,-4.17,153.425,"February 21, 25",-0.0417,,,,,
2025-02-20,159.96,160.2,154.33,156.79,155.06,3567000,3567000,-3.17,-1.98,157.82,"February 20, 25",-0.0198,,,,,
2025-02-19,160.5,161.17,159.12,160.27,158.5,3035500,3035500,-0.23,-0.1433,160.265,"February 19, 25",-0.001433,,,,,
2025-02-18,163.51,164.22,160.69,162.06,160.27,2503314,2503314,-1.45,-0.8868,162.62,"February 18, 25",-0.008868,2025-02-18,2025-02-04,2025-02-28,0.4625,0.4625
2025-02-14,158.27,163.15,157.59,162.81,160.56,2665839,2665839,4.54,2.87,160.455,"February 14, 25",0.0287,,,,,
2025-02-13,158.2,159.89,156.9,157.92,155.74,2442215,2442215,-0.28,-0.17699,158.2275,"February 13, 25",-0.0017699,,,,,
2025-02-12,155.1,157.98,152.8,157.44,155.26,4266280,4266280,2.34,1.51,155.83,"February 12, 25",0.0151,,,,,
2025-02-11,160.5,160.54,156.88,158.08,155.9,3787000,3787000,-2.42,-1.51,159,"February 11, 25",-0.0151,,,,,
2025-02-10,164.49,164.76,160.79,162.17,159.93,2165697,2165697,-2.32,-1.41,163.0525,"February 10, 25",-0.0141,,,,,
2025-02-07,165.56,167.15,163.11,163.45,161.19,2484800,2484800,-2.11,-1.27,164.8175,"February 07, 25",-0.0127,,,,,
2025-02-06,168.11,168.25,163.21,164.88,162.6,2181301,2181301,-3.23,-1.92,166.1125,"February 06, 25",-0.0192,,,,,
2025-02-05,161.17,166.17,160.38,165.75,163.46,2844819,2844819,4.58,2.84,163.3675,"February 05, 25",0.0284,,,,,
2025-02-04,164.02,169.33,161.06,162.59,160.34,5539400,5539400,-1.43,-0.87184,164.25,"February 04, 25",-0.0087184,,,,,
2025-02-03,166.28,169.5,165.23,167.12,164.81,3257348,3257348,0.84,0.50517,167.0325,"February 03, 25",0.0050517,,,,,
2025-01-31,172.68,174.91,170.62,170.98,168.62,2452071,2452071,-1.7,-0.98448,172.2975,"January 31, 25",-0.0098448,,,,,
2025-01-30,172.8,173.39,168.88,171.76,169.39,2644714,2644714,-1.04,-0.60185,171.7075,"January 30, 25",-0.0060185,,,,,
2025-01-29,169.46,172.19,168.6,171.1,168.74,2735545,2735545,1.64,0.96778,170.3375,"January 29, 25",0.0096778,,,,,
2025-01-28,168.26,170.7,165.44,169.31,166.97,3672339,3672339,1.05,0.62403,168.4275,"January 28, 25",0.0062403,,,,,
2025-01-27,167.94,169.25,163.9,167.26,164.95,3299388,3299388,-0.68,-0.40491,167.0875,"January 27, 25",-0.0040491,,,,,
2025-01-24,169.51,172.26,169.26,172.06,169.68,2410637,2410637,2.55,1.5,170.7725,"January 24, 25",0.015,,,,,
2025-01-23,168.2,173.49,168.19,169.75,167.4,3264956,3264956,1.55,0.92152,169.9075,"January 23, 25",0.0092152,,,,,
2025-01-22,170,171.32,167.7,168.9,166.57,3202041,3202041,-1.1,-0.64706,169.48,"January 22, 25",-0.0064706,,,,,
2025-01-21,168.96,171.93,168.38,169.24,166.9,4107928,4107928,0.28,0.16572,169.6275,"January 21, 25",0.0016572,,,,,
2025-01-17,167.27,169.02,166.01,166.99,164.68,3580392,3580392,-0.28,-0.16739,167.3225,"January 17, 25",-0.0016739,,,,,
2025-01-16,165.54,166.47,164.4,165.92,163.63,4209098,4209098,0.38,0.22955,165.5825,"January 16, 25",0.0022955,,,,,
2025-01-15,166,167.88,163.67,164.85,162.57,3852721,3852721,-1.15,-0.69277,165.6,"January 15, 25",-0.0069277,,,,,
2025-01-14,156.65,159.92,155.61,159.33,157.13,3512273,3512273,2.68,1.71,157.8775,"January 14, 25",0.0171,,,,,
2025-01-13,153.69,155,152.73,154.8,152.66,3441837,3441837,1.11,0.72223,154.055,"January 13, 25",0.0072223,,,,,
2025-01-10,160,160,154.58,155.39,153.24,4502793,4502793,-4.61,-2.88,157.4925,"January 10, 25",-0.0288,,,,,
2025-01-08,162.61,163.13,159.44,161.98,159.74,3283749,3283749,-0.63,-0.38743,161.79,"January 08, 25",-0.0038743,,,,,
2025-01-07,170,170.15,161.23,162.45,160.2,4062820,4062820,-7.55,-4.44,165.9575,"January 07, 25",-0.0444,,,,,
2025-01-06,170.8,172.11,169.03,169.1,166.76,3233794,3233794,-1.7,-0.99532,170.26,"January 06, 25",-0.0099532,,,,,
2025-01-03,166.13,169.43,165.17,169.06,166.72,2491571,2491571,2.93,1.76,167.4475,"January 03, 25",0.0176,,,,,
2025-01-02,166.99,166.99,163.05,165.86,163.57,3079965,3079965,-1.13,-0.67669,165.7225,"January 02, 25",-0.0067669,,,,,
2024-12-31,167,167.6,164.93,165.16,162.88,2817031,2817031,-1.84,-1.1,166.1725,"December 31, 24",-0.011,,,,,
2024-12-30,167.95,168.87,165.18,166.51,164.21,2597815,2597815,-1.44,-0.8574,167.1275,"December 30, 24",-0.008574,,,,,
2024-12-27,172.68,173.41,169.7,170.28,167.93,2859065,2859065,-2.4,-1.39,171.5175,"December 27, 24",-0.0139,,,,,
2024-12-26,173.63,175.08,172.51,174.37,171.96,1348439,1348439,0.74,0.42619,173.8975,"December 26, 24",0.0042619,,,,,
2024-12-24,172.51,174.85,171.8,174.85,172.43,1023900,1023900,2.34,1.36,173.5025,"December 24, 24",0.0136,,,,,
2024-12-23,170.64,172.78,168.28,171.63,169.26,4447740,4447740,0.99,0.58017,170.8325,"December 23, 24",0.0058017,,,,,
2024-12-20,167.5,174.85,167.39,171.03,168.67,91314342,91314342,3.53,2.11,170.1925,"December 20, 24",0.0211,,,,,
2024-12-19,170.05,173.56,169.37,169.63,167.29,7909089,7909089,-0.42,-0.24699,170.6525,"December 19, 24",-0.0024699,,,,,
2024-12-18,176.62,178.11,166.45,167.44,165.13,7927900,7927900,-9.18,-5.2,172.155,"December 18, 24",-0.052,,,,,
2024-12-17,176.5,177.73,172.9,176.32,173.88,7018797,7018797,-0.18,-0.10198,175.8625,"December 17, 24",-0.0010198,,,,,
2024-12-16,176.24,179.42,175.89,178.15,175.69,5959004,5959004,1.91,1.08,177.425,"December 16, 24",0.0108,,,,,
2024-12-13,176.41,177.52,174.88,176.43,173.99,3166777,3166777,0.02,0.01133723,176.31,"December 13, 24",0.0001133723,,,,,
2024-12-12,178.53,179.37,175.27,176.41,173.97,3547629,3547629,-2.12,-1.19,177.395,"December 12, 24",-0.0119,,,,,
2024-12-11,175.41,179.48,172.11,178.61,176.14,6023299,6023299,3.2,1.82,176.4025,"December 11, 24",0.0182,,,,,
2024-12-10,173.17,176.68,172.74,174.71,172.3,7561828,7561828,1.54,0.8893,174.325,"December 10, 24",0.008893,,,,,
2024-12-09,189.3,189.49,171.66,172.47,170.09,19351417,19351417,-16.83,-8.89,180.73,"December 09, 24",-0.0889,,,,,
2024-12-06,176.77,178.11,174.17,177.85,175.39,3969624,3969624,1.08,0.61096,176.725,"December 06, 24",0.0061096,,,,,
2024-12-05,174.61,178.75,174.07,175.73,173.3,3823300,3823300,1.12,0.64143,175.79,"December 05, 24",0.0064143,,,,,
2024-12-04,173,175.71,172,174.73,172.32,4785829,4785829,1.73,1,173.86,"December 04, 24",0.01,,,,,
2024-12-03,173.75,174.23,172.24,173,170.61,4156845,4156845,-0.75,-0.43165,173.305,"December 03, 24",-0.0043165,,,,,
2024-12-02,176.06,176.11,171.9,172.34,169.96,2935892,2935892,-3.72,-2.11,174.1025,"December 02, 24",-0.0211,,,,,
2024-11-29,175.95,176.4,174.23,175.03,172.61,1429231,1429231,-0.92,-0.52288,175.4025,"November 29, 24",-0.0052288,,,,,
2024-11-27,175,176.57,173.75,173.85,171.45,1899672,1899672,-1.15,-0.65714,174.7925,"November 27, 24",-0.0065714,,,,,
2024-11-26,173.02,175.91,171.83,175.64,173.21,2733710,2733710,2.62,1.51,174.1,"November 26, 24",0.0151,,,,,
2024-11-25,172.35,176.75,172.02,174.7,172.29,6092297,6092297,2.35,1.36,173.955,"November 25, 24",0.0136,,,,,
2024-11-22,167.03,169.58,166.85,167.56,165.24,3970600,3970600,0.53,0.31731,167.755,"November 22, 24",0.0031731,,,,,
2024-11-21,164.51,165.95,162.31,165.02,162.74,5784447,5784447,0.51,0.31001,164.4475,"November 21, 24",0.0031001,,,,,
2024-11-20,167.49,168.09,160.89,162.89,160.64,5836958,5836958,-4.6,-2.75,164.84,"November 20, 24",-0.0275,,,,,
2024-11-19,164.5,169.15,163.95,168.25,165.92,4707125,4707125,3.75,2.28,166.4625,"November 19, 24",0.0228,,,,,
2024-11-18,163.73,165.11,161.34,164.31,162.04,2977036,2977036,0.58,0.35424,163.6225,"November 18, 24",0.0035424,2024-11-18,2024-11-05,2024-11-29,0.4625,0.4625
2024-11-15,162.97,163.85,161.15,163.63,160.91,2519381,2519381,0.66,0.40498,162.9,"November 15, 24",0.0040498,,,,,
2024-11-14,165.36,166.66,163.41,164.31,161.58,3357656,3357656,-1.05,-0.63498,164.935,"November 14, 24",-0.0063498,,,,,
2024-11-13,163.75,165.91,163.38,164.34,161.61,2591546,2591546,0.59,0.36031,164.345,"November 13, 24",0.0036031,,,,,
2024-11-12,165.07,166.44,162.47,163.75,161.03,2810188,2810188,-1.32,-0.79966,164.4325,"November 12, 24",-0.0079966,,,,,
2024-11-11,164.07,168.67,163.3,166.75,163.98,4693300,4693300,2.68,1.63,165.6975,"November 11, 24",0.0163,,,,,
2024-11-08,158.28,162.15,158.2,162,159.31,3093000,3093000,3.72,2.35,160.1575,"November 08, 24",0.0235,,,,,
2024-11-07,161.2,162.24,159.31,159.82,157.16,3563804,3563804,-1.38,-0.85608,160.6425,"November 07, 24",-0.0085608,,,,,
2024-11-06,160.26,166.72,160.26,163.67,160.95,8677001,8677001,3.41,2.13,162.7275,"November 06, 24",0.0213,,,,,
2024-11-05,147,151.84,145.53,149.27,146.79,4864751,4864751,2.27,1.54,148.41,"November 05, 24",0.0154,,,,,
2024-11-04,141.12,142.11,139.05,139.43,137.11,3728527,3728527,-1.69,-1.2,140.4275,"November 04, 24",-0.012,,,,,
2024-11-01,144.19,144.43,140.68,141,138.66,3130600,3130600,-3.19,-2.21,142.575,"November 01, 24",-0.0221,,,,,
2024-10-31,145.24,146.22,143.1,143.26,140.88,2845157,2845157,-1.98,-1.36,144.455,"October 31, 24",-0.0136,,,,,
2024-10-30,145.7,147.04,145.51,145.86,143.44,2456134,2456134,0.16,0.10981,146.0275,"October 30, 24",0.0010981,,,,,
2024-10-29,144.61,146.19,143.59,146.02,143.59,2368886,2368886,1.41,0.97504,145.1025,"October 29, 24",0.0097504,,,,,
2024-10-28,144.04,145.2,143.29,144.84,142.43,1941745,1941745,0.8,0.5554,144.3425,"October 28, 24",0.005554,,,,,
2024-10-25,144.7,144.93,141.92,143.09,140.71,2354897,2354897,-1.61,-1.11,143.66,"October 25, 24",-0.0111,,,,,
2024-10-24,144.62,146.7,143.54,146.29,143.86,3174400,3174400,1.67,1.15,145.2875,"October 24, 24",0.0115,,,,,
2024-10-23,143.67,144.98,141.9,143.54,141.15,1652762,1652762,-0.13,-0.09048514,143.5225,"October 23, 24",-0.0009048514,,,,,
2024-10-22,143.3,144.44,142.86,143.94,141.55,1926813,1926813,0.64,0.44662,143.635,"October 22, 24",0.0044662,,,,,
2024-10-21,145.87,145.87,143.93,144.76,142.35,2143100,2143100,-1.11,-0.76095,145.1075,"October 21, 24",-0.0076095,,,,,
2024-10-18,145.06,145.88,143.82,145.01,142.6,2119715,2119715,-0.05,-0.0344685,144.9425,"October 18, 24",-0.000344685,,,,,
2024-10-17,146.27,146.82,143.58,145.19,142.78,2548047,2548047,-1.08,-0.73836,145.465,"October 17, 24",-0.0073836,,,,,
2024-10-16,142.62,143.04,141.5,142.85,140.48,2360317,2360317,0.23,0.16127,142.5025,"October 16, 24",0.0016127,,,,,
2024-10-15,141.5,142.58,140.29,141.55,139.2,2520520,2520520,0.05,0.03533569,141.48,"October 15, 24",0.0003533569,,,,,
2024-10-14,141.07,141.63,139.63,141.37,139.02,2113600,2113600,0.3,0.21266,140.925,"October 14, 24",0.0021266,,,,,
2024-10-11,138.19,140.3,138.02,140.21,137.88,2716659,2716659,2.02,1.46,139.18,"October 11, 24",0.0146,,,,,
2024-10-10,138.04,140.35,137.47,137.92,135.63,4116370,4116370,-0.12,-0.08693132,138.445,"October 10, 24",-0.0008693132,,,,,
2024-10-09,135.85,138.07,135,138.02,135.73,2777731,2777731,2.17,1.6,136.735,"October 09, 24",0.016,,,,,
2024-10-08,134.66,136.22,134.4,136.1,133.84,2851672,2851672,1.44,1.07,135.345,"October 08, 24",0.0107,,,,,
2024-10-07,134.97,135.42,133.61,134.22,131.99,2276600,2276600,-0.75,-0.55568,134.555,"October 07, 24",-0.0055568,,,,,
2024-10-04,134.11,136.26,133.66,135.33,133.08,3847455,3847455,1.22,0.9097,134.84,"October 04, 24",0.009097,,,,,
2024-10-03,133,133.46,128.51,131.36,129.18,3591728,3591728,-1.64,-1.23,131.5825,"October 03, 24",-0.0123,,,,,
2024-10-02,132.61,135.29,131.55,132.7,130.49,6003861,6003861,0.09,0.06786818,133.0375,"October 02, 24",0.0006786818,,,,,
2024-10-01,126.04,133.05,124.46,132.01,129.82,5703900,5703900,5.97,4.74,128.89,"October 01, 24",0.0474,,,,,
2024-09-30,125,125.53,123.28,124.91,122.83,3685365,3685365,-0.09,-0.072,124.68,"September 30, 24",-0.00072,,,,,
2024-09-27,126.02,126.31,124.9,125.81,123.72,2293300,2293300,-0.21,-0.16664,125.76,"September 27, 24",-0.0016664,,,,,
2024-09-26,125.5,125.78,124.49,125.5,123.41,2409455,2409455,0,0,125.3175,"September 26, 24",0,,,,,
2024-09-25,126.26,126.43,123.91,124.53,122.46,2377200,2377200,-1.73,-1.37,125.2825,"September 25, 24",-0.0137,,,,,
2024-09-24,124.88,126.07,124.29,125.13,123.05,3173306,3173306,0.25,0.20019,125.0925,"September 24, 24",0.0020019,,,,,
2024-09-23,125.27,126.93,124.2,125.23,123.15,3157700,3157700,-0.04,-0.03193103,125.4075,"September 23, 24",-0.0003193103,,,,,
2024-09-20,121.57,125.29,121.12,124.48,122.41,4562700,4562700,2.91,2.39,123.115,"September 20, 24",0.0239,,,,,
2024-09-19,120.5,122.33,119.35,121.62,119.6,2236928,2236928,1.12,0.92946,120.95,"September 19, 24",0.0092946,,,,,
2024-09-18,118.54,119.43,117.4,117.55,115.6,2505670,2505670,-0.99,-0.83516,118.23,"September 18, 24",-0.0083516,,,,,
2024-09-17,117.67,118.41,116.19,117.79,115.83,2213671,2213671,0.12,0.10198,117.515,"September 17, 24",0.0010198,,,,,
2024-09-16,114.77,117.36,113.83,117.16,115.21,2341206,2341206,2.39,2.08,115.78,"September 16, 24",0.0208,,,,,
2024-09-13,113,115.67,112.73,114.39,112.49,2917000,2917000,1.39,1.23,113.9475,"September 13, 24",0.0123,,,,,
2024-09-12,109.68,112.46,108.51,112.37,110.5,2505700,2505700,2.69,2.45,110.755,"September 12, 24",0.0245,,,,,
2024-09-11,108.92,108.99,104.37,108.67,106.86,2878807,2878807,-0.25,-0.22953,107.7375,"September 11, 24",-0.0022953,,,,,
2024-09-10,107.91,108.35,103.17,106.74,104.97,3774943,3774943,-1.17,-1.08,106.5425,"September 10, 24",-0.0108,,,,,
2024-09-09,106.21,108.94,105.74,107.59,105.8,4438800,4438800,1.38,1.3,107.12,"September 09, 24",0.013,,,,,
2024-09-06,109.18,111.22,106.47,108,106.21,4233200,4233200,-1.18,-1.08,108.7175,"September 06, 24",-0.0108,,,,,
2024-09-05,109.96,110.09,107.62,108.85,107.04,2490458,2490458,-1.11,-1.01,109.13,"September 05, 24",-0.0101,,,,,
2024-09-04,110.98,111.61,108.01,109.53,107.71,2779300,2779300,-1.45,-1.31,110.0325,"September 04, 24",-0.0131,,,,,
2024-09-03,114.26,114.75,110.71,111.32,109.47,3076400,3076400,-2.94,-2.57,112.76,"September 03, 24",-0.0257,,,,,
2024-08-30,113.92,116.22,112.66,115.73,113.81,2645143,2645143,1.81,1.59,114.6325,"August 30, 24",0.0159,,,,,
2024-08-29,113.87,114.71,112.89,113.26,111.38,2741999,2741999,-0.61,-0.5357,113.6825,"August 29, 24",-0.005357,,,,,
2024-08-28,113.51,114.65,112.91,113.39,111.51,1853947,1853947,-0.12,-0.10572,113.615,"August 28, 24",-0.0010572,,,,,
2024-08-27,112.56,114.18,112.05,113.58,111.69,2083400,2083400,1.02,0.90618,113.0925,"August 27, 24",0.0090618,,,,,
2024-08-26,111.97,112.8,111.44,111.89,110.03,1315946,1315946,-0.08,-0.07144771,112.025,"August 26, 24",-0.0007144771,,,,,
2024-08-23,109.23,111.72,108.67,111.51,109.66,1874533,1874533,2.28,2.09,110.2825,"August 23, 24",0.0209,,,,,
2024-08-22,109.26,109.99,108.06,108.47,106.67,1773826,1773826,-0.79,-0.72305,108.945,"August 22, 24",-0.0072305,,,,,
2024-08-21,109.94,109.99,108.29,109.28,107.46,1667442,1667442,-0.66,-0.60033,109.375,"August 21, 24",-0.0060033,,,,,
2024-08-20,111.26,111.97,108.95,109.85,108.02,1593026,1593026,-1.41,-1.27,110.5075,"August 20, 24",-0.0127,,,,,
2024-08-19,111.05,112.01,110.82,111.61,109.76,1558600,1558600,0.56,0.50428,111.3725,"August 19, 24",0.0050428,,,,,
2024-08-16,110.18,111.49,109.29,111,109.16,1950123,1950123,0.82,0.74424,110.49,"August 16, 24",0.0074424,2024-08-16,2024-08-01,2024-08-30,0.4625,0.4625
2024-08-15,108.63,111.39,108.41,110.83,108.53,3826900,3826900,2.2,2.03,109.815,"August 15, 24",0.0203,,,,,
2024-08-14,105.03,106.68,104.61,105.98,103.78,1674800,1674800,0.95,0.9045,105.575,"August 14, 24",0.009045,,,,,
2024-08-13,103.82,105.35,103.77,104.61,102.44,1831418,1831418,0.79,0.76093,104.3875,"August 13, 24",0.0076093,,,,,
2024-08-12,104.2,104.48,102.42,103.03,100.89,2653200,2653200,-1.17,-1.12,103.5325,"August 12, 24",-0.0112,,,,,
2024-08-09,103.46,104.91,103.05,104.7,102.53,2779728,2779728,1.24,1.2,104.03,"August 09, 24",0.012,,,,,
2024-08-08,104.75,105.62,102.14,103.19,101.05,5464452,5464452,-1.56,-1.49,103.925,"August 08, 24",-0.0149,,,,,
2024-08-07,106.04,107.54,102.59,103.12,100.98,3875789,3875789,-2.92,-2.75,104.8225,"August 07, 24",-0.0275,,,,,
2024-08-06,101.75,106.16,101.45,103.46,101.31,6501283,6501283,1.71,1.68,103.205,"August 06, 24",0.0168,,,,,
2024-08-05,97.46,101.71,95.11,99.16,97.1,6621900,6621900,1.7,1.74,98.36,"August 05, 24",0.0174,,,,,
2024-08-02,110.11,111.85,102.83,103.53,101.38,8835168,8835168,-6.58,-5.98,107.08,"August 02, 24",-0.0598,,,,,
2024-08-01,120,122.91,115.21,115.97,113.56,8726241,8726241,-4.03,-3.36,118.5225,"August 01, 24",-0.0336,,,,,
2024-07-31,125.06,126.45,123.78,125.31,122.71,3662833,3662833,0.25,0.1999,125.15,"July 31, 24",0.001999,,,,,
2024-07-30,122.89,124.38,121.61,122.64,120.1,2201067,2201067,-0.25,-0.20343,122.88,"July 30, 24",-0.0020343,,,,,
2024-07-29,123.05,123.34,121.44,122.06,119.53,1657730,1657730,-0.99,-0.80455,122.4725,"July 29, 24",-0.0080455,,,,,
2024-07-26,123.69,123.74,121.09,122.16,119.63,2097700,2097700,-1.53,-1.24,122.67,"July 26, 24",-0.0124,,,,,
2024-07-25,122.06,124.33,119.46,121.66,119.14,2516117,2516117,-0.4,-0.32771,121.8775,"July 25, 24",-0.0032771,,,,,
2024-07-24,123.75,125.06,121.3,121.72,119.19,1887000,1887000,-2.03,-1.64,122.9575,"July 24, 24",-0.0164,,,,,
2024-07-23,123.76,125.31,123.27,124.84,122.25,2088200,2088200,1.08,0.87266,124.295,"July 23, 24",0.0087266,,,,,
2024-07-22,121.22,124.3,121.07,123.99,121.42,1936902,1936902,2.77,2.29,122.645,"July 22, 24",0.0229,,,,,
2024-07-19,121.11,121.95,119.83,120.51,118.01,1746841,1746841,-0.6,-0.49542,120.85,"July 19, 24",-0.0049542,,,,,
2024-07-18,121.46,122.6,120.26,120.33,117.83,1630439,1630439,-1.13,-0.93035,121.1625,"July 18, 24",-0.0093035,,,,,
2024-07-17,122.97,123.38,120.15,121.18,118.67,2135600,2135600,-1.79,-1.46,121.92,"July 17, 24",-0.0146,,,,,
2024-07-16,123,124.01,122.13,124,121.43,2180858,2180858,1,0.81301,123.285,"July 16, 24",0.0081301,,,,,
2024-07-15,121.25,122.54,120.62,122.5,119.96,1905225,1905225,1.25,1.03,121.7275,"July 15, 24",0.0103,,,,,
2024-07-12,121.49,122.76,120.44,120.54,118.04,1461623,1461623,-0.95,-0.78196,121.3075,"July 12, 24",-0.0078196,,,,,
2024-07-11,119.8,121.23,119.19,121.1,118.59,1685512,1685512,1.3,1.09,120.33,"July 11, 24",0.0109,,,,,
2024-07-10,117.24,119.39,117.01,119.21,116.74,1259482,1259482,1.97,1.68,118.2125,"July 10, 24",0.0168,,,,,
2024-07-09,115.74,117.88,115.42,116.68,114.26,1354743,1354743,0.94,0.81217,116.43,"July 09, 24",0.0081217,,,,,
2024-07-08,118.71,119.01,115.71,115.92,113.51,2128458,2128458,-2.79,-2.35,117.3375,"July 08, 24",-0.0235,,,,,
2024-07-05,119.59,120.14,117.57,118.74,116.28,1596300,1596300,-0.85,-0.71076,119.01,"July 05, 24",-0.0071076,,,,,
2024-07-03,120.4,120.8,118.99,119.8,117.31,1812200,1812200,-0.6,-0.49834,119.9975,"July 03, 24",-0.0049834,,,,,
2024-07-02,118.04,120.18,117.33,120.04,117.55,2426423,2426423,2,1.69,118.8975,"July 02, 24",0.0169,,,,,
2024-07-01,119.07,119.33,116.52,118.74,116.28,3010800,3010800,-0.33,-0.27715,118.415,"July 01, 24",-0.0027715,,,,,
2024-06-28,118.5,119.3,117.84,118.07,115.62,15003100,15003100,-0.43,-0.36287,118.4275,"June 28, 24",-0.0036287,,,,,
2024-06-27,117.4,118.53,117.06,118,115.55,2319139,2319139,0.6,0.51107,117.7475,"June 27, 24",0.0051107,,,,,
2024-06-26,117.95,118.17,116.88,118.06,115.61,1735944,1735944,0.11,0.09325986,117.765,"June 26, 24",0.0009325986,,,,,
2024-06-25,117.58,119,116.58,118.47,116.01,2248214,2248214,0.89,0.75693,117.9075,"June 25, 24",0.0075693,,,,,
2024-06-24,117.3,119.55,117.21,118.28,115.83,2865720,2865720,0.98,0.83546,118.085,"June 24, 24",0.0083546,,,,,
2024-06-21,118.1,118.21,116.35,117.78,115.34,3778419,3778419,-0.32,-0.27096,117.61,"June 21, 24",-0.0027096,,,,,
2024-06-20,116.85,118.57,116.85,118.43,115.97,2013500,2013500,1.58,1.35,117.675,"June 20, 24",0.0135,,,,,
2024-06-18,116.35,117.64,115.72,117.32,114.89,1518000,1518000,0.97,0.83369,116.7575,"June 18, 24",0.0083369,,,,,
2024-06-17,115.96,116.97,114.86,116.29,113.88,1303900,1303900,0.33,0.28458,116.02,"June 17, 24",0.0028458,,,,,
2024-06-14,115,116.3,113.6,115.87,113.47,2072300,2072300,0.87,0.75652,115.1925,"June 14, 24",0.0075652,,,,,
2024-06-13,118.02,118.78,114.59,116.28,113.87,1711600,1711600,-1.74,-1.47,116.9175,"June 13, 24",-0.0147,,,,,
2024-06-12,118.85,119.69,118.05,118.38,115.92,2832000,2832000,-0.47,-0.39546,118.7425,"June 12, 24",-0.0039546,,,,,
2024-06-11,118.39,118.51,115.7,116.71,114.29,2774000,2774000,-1.68,-1.42,117.3275,"June 11, 24",-0.0142,,,,,
2024-06-10,112.3,118.93,111.65,118.77,116.31,4711805,4711805,6.47,5.76,115.4125,"June 10, 24",0.0576,,,,,
2024-06-07,112.82,114.11,111.13,112.36,110.03,2854197,2854197,-0.46,-0.40773,112.605,"June 07, 24",-0.0040773,,,,,
2024-06-06,116.28,119.3,112.2,112.97,110.63,2985642,2985642,-3.31,-2.85,115.1875,"June 06, 24",-0.0285,,,,,
2024-06-05,114.74,116.32,113.81,116.28,113.87,2033828,2033828,1.54,1.34,115.2875,"June 05, 24",0.0134,,,,,
2024-06-04,115.66,117.02,113.73,113.88,111.52,2251200,2251200,-1.78,-1.54,115.0725,"June 04, 24",-0.0154,,,,,
2024-06-03,116.94,117.19,114.38,116.55,114.13,2801597,2801597,-0.39,-0.3335,116.265,"June 03, 24",-0.003335,,,,,
2024-05-31,117.23,119.55,113.22,116.16,113.75,5138200,5138200,-1.07,-0.91274,116.54,"May 31, 24",-0.0091274,,,,,
2024-05-30,112.99,116.82,112.92,116.77,114.35,2117349,2117349,3.78,3.35,114.875,"May 30, 24",0.0335,,,,,
2024-05-29,114.79,114.79,112.16,113.17,110.82,1779718,1779718,-1.62,-1.41,113.7275,"May 29, 24",-0.0141,,,,,
2024-05-28,115.75,117.21,115.14,115.6,113.2,2507778,2507778,-0.15,-0.12959,115.925,"May 28, 24",-0.0012959,,,,,
2024-05-24,113.15,115.89,112.93,115.52,113.12,1944715,1944715,2.37,2.09,114.3725,"May 24, 24",0.0209,,,,,
2024-05-23,115,115,112.25,112.88,110.54,1264849,1264849,-2.12,-1.84,113.7825,"May 23, 24",-0.0184,,,,,
2024-05-22,114.42,115.54,113.33,113.84,111.48,1161824,1161824,-0.575,-0.5069,114.2825,"May 22, 24",-0.005069,,,,,
2024-05-21,112.78,114.9,112.17,114.7,112.32,1554120,1554120,1.92,1.7,113.6375,"May 21, 24",0.017,,,,,
2024-05-20,113.08,113.92,112.63,112.95,110.61,1395788,1395788,-0.13,-0.11496,113.145,"May 20, 24",-0.0011496,,,,,
2024-05-17,113.28,113.65,112.16,113.08,110.73,1782747,1782747,-0.2,-0.17655,113.0425,"May 17, 24",-0.0017655,,,,,
