date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,declarationDate,paymentDate,adjDividend,dividend
2025-11-13,133.5,134.72,128.61,128.71,128.21,4868421,4868421,-4.79,-3.59,131.385,"November 13, 25",-0.0359,,,,,
2025-11-12,133.67,137.03,133.44,133.58,133.06,2936623,2936623,-0.09,-0.06732999,134.43,"November 12, 25",-0.0006732999,,,,,
2025-11-11,131,134.18,130.54,132.88,132.36,2133840,2133840,1.88,1.44,132.15,"November 11, 25",0.0144,,,,,
2025-11-10,135.07,135.75,129.76,130.92,130.41,2875708,2875708,-4.15,-3.07,132.875,"November 10, 25",-0.0307,,,,,
2025-11-07,127.78,132.65,126.99,132.37,131.85,4214600,4214600,4.59,3.59,129.9475,"November 07, 25",0.0359,,,,,
2025-11-06,134.16,136.91,128.85,128.98,128.48,4095747,4095747,-5.18,-3.86,132.225,"November 06, 25",-0.0386,,,,,
2025-11-05,131.39,135.86,129.8,133.75,133.23,5483900,5483900,2.36,1.8,132.7,"November 05, 25",0.018,,,,,
2025-11-04,132.25,134.3,129.27,130.51,130,6684436,6684436,-1.74,-1.32,131.5825,"November 04, 25",-0.0132,,,,,
2025-11-03,124.34,124.64,122.88,123.95,123.47,4761000,4761000,-0.39,-0.31366,123.9525,"November 03, 25",-0.0031366,,,,,
2025-10-31,122.5,124.84,121.93,124.31,123.82,3055736,3055736,1.81,1.48,123.395,"October 31, 25",0.0148,,,,,
2025-10-30,124.74,125.99,123.2,123.45,122.97,4091503,4091503,-1.29,-1.03,124.345,"October 30, 25",-0.0103,,,,,
2025-10-29,123.88,125.56,122.83,124.88,124.39,2991300,2991300,1,0.80723,124.2875,"October 29, 25",0.0080723,,,,,
2025-10-28,126.5,126.79,124.23,124.47,123.98,2005076,2005076,-2.03,-1.6,125.4975,"October 28, 25",-0.016,,,,,
2025-10-27,126.89,127.97,126.21,126.37,125.88,1843845,1843845,-0.52,-0.4098,126.86,"October 27, 25",-0.004098,,,,,
2025-10-24,124.77,126.74,124.35,125,124.51,2453513,2453513,0.23,0.18434,125.215,"October 24, 25",0.0018434,,,,,
2025-10-23,127.14,127.43,122.53,123.05,122.57,3346209,3346209,-4.09,-3.22,125.0375,"October 23, 25",-0.0322,,,,,
2025-10-22,126.24,127.91,125.4,126.53,126.04,2576300,2576300,0.29,0.22972,126.52,"October 22, 25",0.0022972,,,,,
2025-10-21,124.86,127.3,124.45,125.98,125.49,3605019,3605019,1.12,0.897,125.6475,"October 21, 25",0.00897,,,,,
2025-10-20,122.52,126.04,122,125.19,124.7,2943882,2943882,2.67,2.18,123.9375,"October 20, 25",0.0218,,,,,
2025-10-17,121.56,123.05,120.23,121.38,120.91,3350372,3350372,-0.18,-0.14808,121.555,"October 17, 25",-0.0014808,,,,,
2025-10-16,127.81,127.97,119.56,120.84,120.37,5290240,5290240,-6.97,-5.45,124.045,"October 16, 25",-0.0545,,,,,
2025-10-15,129.95,129.98,126.12,127.7,127.2,3777400,3777400,-2.25,-1.73,128.4375,"October 15, 25",-0.0173,,,,,
2025-10-14,120.97,128.67,120.57,127.64,127.14,5283744,5283744,6.67,5.51,124.4625,"October 14, 25",0.0551,,,,,
2025-10-13,120.5,122.63,119,122.44,121.96,3705500,3705500,1.94,1.61,121.1425,"October 13, 25",0.0161,,,,,
2025-10-10,123,123.4,118.14,118.22,117.76,5504663,5504663,-4.78,-3.89,120.69,"October 10, 25",-0.0389,,,,,
2025-10-09,125.34,125.81,122.65,123.54,123.06,4893791,4893791,-1.8,-1.44,124.335,"October 09, 25",-0.0144,,,,,
2025-10-08,125,126.1,123.79,124.8,124.31,4042150,4042150,-0.2,-0.16,124.9225,"October 08, 25",-0.0016,,,,,
2025-10-07,126.58,127.66,125.08,126.05,125.56,3372600,3372600,-0.53,-0.41871,126.3425,"October 07, 25",-0.0041871,,,,,
2025-10-06,127.14,127.49,124.26,126.7,126.2,4600107,4600107,-0.44,-0.34608,126.3975,"October 06, 25",-0.0034608,,,,,
2025-10-03,125.9,128.61,125.18,125.89,125.4,3431559,3431559,-0.01,-0.00794281,126.395,"October 03, 25",-7.94281e-05,,,,,
2025-10-02,129.48,130.64,126.63,127.23,126.73,4688587,4688587,-2.25,-1.74,128.495,"October 02, 25",-0.0174,,,,,
2025-10-01,131.4,133.8,129.91,129.95,129.44,3872897,3872897,-1.45,-1.1,131.265,"October 01, 25",-0.011,,,,,
2025-09-30,137.7,138.1,130.16,133.27,132.75,4515027,4515027,-4.43,-3.22,134.8075,"September 30, 25",-0.0322,,,,,
2025-09-29,138.7,139.37,135.91,138.44,137.9,2829319,2829319,-0.26,-0.18745,138.105,"September 29, 25",-0.0018745,,,,,
2025-09-26,136.27,139.41,136.2,137.63,137.09,2893585,2893585,1.36,0.99802,137.3775,"September 26, 25",0.0099802,,,,,
2025-09-25,135.23,136.95,134.77,136.13,135.6,2721700,2721700,0.9,0.66553,135.77,"September 25, 25",0.0066553,,,,,
2025-09-24,145.5,146.5,137.12,137.16,136.62,3265100,3265100,-8.34,-5.73,141.57,"September 24, 25",-0.0573,,,,,
2025-09-23,143.86,148.21,143.37,144.89,144.32,3058832,3058832,1.03,0.71597,145.0825,"September 23, 25",0.0071597,,,,,
2025-09-22,142.1,144.07,139.77,143.96,143.4,2806000,2806000,1.86,1.31,142.475,"September 22, 25",0.0131,,,,,
2025-09-19,144.87,145.38,143.66,144.75,144.18,5989914,5989914,-0.12,-0.08283288,144.665,"September 19, 25",-0.0008283288,,,,,
2025-09-18,140.72,144.04,140,143.49,142.93,3841345,3841345,2.77,1.97,142.0625,"September 18, 25",0.0197,,,,,
2025-09-17,140.84,143.75,136.37,138.82,138.28,5066754,5066754,-2.02,-1.43,139.945,"September 17, 25",-0.0143,,,,,
2025-09-16,138.76,140.24,138.41,140.05,139.5,2536353,2536353,1.29,0.92966,139.365,"September 16, 25",0.0092966,,,,,
2025-09-15,138.69,139.54,137.98,138.48,137.94,2392506,2392506,-0.21,-0.15142,138.6725,"September 15, 25",-0.0015142,,,,,
2025-09-12,136.5,138.33,136.28,138.03,137.49,2307000,2307000,1.53,1.12,137.285,"September 12, 25",0.0112,,,,,
2025-09-11,133.88,138.47,133.73,136.4,135.87,2758399,2758399,2.52,1.88,135.62,"September 11, 25",0.0188,,,,,
2025-09-10,134.89,137.42,132.74,133.64,133.12,2641256,2641256,-1.25,-0.92668,134.6725,"September 10, 25",-0.0092668,,,,,
2025-09-09,132.9,135.37,132.5,134.42,133.89,3932300,3932300,1.52,1.14,133.7975,"September 09, 25",0.0114,,,,,
2025-09-08,132.6,134.68,131.15,134.44,133.91,3249900,3249900,1.84,1.39,133.2175,"September 08, 25",0.0139,,,,,
2025-09-05,134.93,135.14,128.98,131.55,131.04,4520624,4520624,-3.38,-2.51,132.65,"September 05, 25",-0.0251,,,,,
2025-09-04,133.4,135.33,132.73,134.76,134.23,2922940,2922940,1.36,1.02,134.055,"September 04, 25",0.0102,,,,,
2025-09-03,135.06,135.92,130.51,132.63,132.11,4596824,4596824,-2.43,-1.8,133.53,"September 03, 25",-0.018,,,,,
2025-09-02,134.35,135.98,132.28,135.84,135.31,3697135,3697135,1.49,1.11,134.6125,"September 02, 25",0.0111,,,,,
2025-08-29,136.44,137.39,135.96,136.23,135.7,4975963,4975963,-0.21,-0.15391,136.505,"August 29, 25",-0.0015391,,,,,
2025-08-28,135.91,137.17,135.82,136.39,135.86,2190106,2190106,0.48,0.35317,136.3225,"August 28, 25",0.0035317,,,,,
2025-08-27,134.06,136.29,133.59,135.72,135.19,2997152,2997152,1.66,1.24,134.915,"August 27, 25",0.0124,,,,,
2025-08-26,133.22,134.68,132.22,134.4,133.87,3634476,3634476,1.18,0.88575,133.63,"August 26, 25",0.0088575,,,,,
2025-08-25,134.02,135.62,133.81,133.89,133.37,2762600,2762600,-0.13,-0.09700045,134.335,"August 25, 25",-0.0009700045,,,,,
2025-08-22,134.91,138.04,134.02,134.2,133.68,3420408,3420408,-0.71,-0.52628,135.2925,"August 22, 25",-0.0052628,,,,,
2025-08-21,134.15,135.2,133.09,134.01,133.49,2628138,2628138,-0.14,-0.10436,134.1125,"August 21, 25",-0.0010436,,,,,
2025-08-20,136,136.12,132.72,135.34,134.81,3363003,3363003,-0.66,-0.48529,135.045,"August 20, 25",-0.0048529,,,,,
2025-08-19,139.32,140,136.53,137.08,136.54,2928051,2928051,-2.24,-1.61,138.2325,"August 19, 25",-0.0161,,,,,
2025-08-18,138.29,140.67,137.86,139.39,138.84,2244488,2244488,1.1,0.79543,139.0525,"August 18, 25",0.0079543,2025-08-18,2025-08-05,2025-08-29,0.51,0.51
2025-08-15,142.27,142.38,138.41,139.39,138.34,3157753,3157753,-2.88,-2.02,140.6125,"August 15, 25",-0.0202,,,,,
2025-08-14,140.04,141.33,139.03,140.68,139.62,2562737,2562737,0.64,0.45701,140.27,"August 14, 25",0.0045701,,,,,
2025-08-13,145.82,146.13,138.37,140.95,139.89,5540503,5540503,-4.87,-3.34,142.8175,"August 13, 25",-0.0334,,,,,
2025-08-12,144.09,146.72,142.53,144.6,143.51,2913946,2913946,0.51,0.35395,144.485,"August 12, 25",0.0035395,,,,,
2025-08-11,141.92,144.14,141.68,142.12,141.05,2491820,2491820,0.2,0.14092,142.465,"August 11, 25",0.0014092,,,,,
2025-08-08,141.79,143.54,140.61,141.97,140.9,3008774,3008774,0.18,0.12695,141.9775,"August 08, 25",0.0012695,,,,,
2025-08-07,149.84,149.84,138.1,141.11,140.05,5253745,5253745,-8.73,-5.83,144.7225,"August 07, 25",-0.0583,,,,,
2025-08-06,146.49,148.27,144.47,145.87,144.77,3190748,3190748,-0.62,-0.42324,146.275,"August 06, 25",-0.0042324,,,,,
2025-08-05,148.93,151.58,143.16,145.54,144.44,5432017,5432017,-3.39,-2.28,147.3025,"August 05, 25",-0.0228,,,,,
2025-08-04,140.16,142.35,138.82,142.02,140.95,4227400,4227400,1.86,1.33,140.8375,"August 04, 25",0.0133,,,,,
2025-08-01,142.01,142.01,135.67,138.29,137.25,4587610,4587610,-3.72,-2.62,139.495,"August 01, 25",-0.0262,,,,,
2025-07-31,145.95,147.68,144.06,145.32,144.23,2702827,2702827,-0.63,-0.43165,145.7525,"July 31, 25",-0.0043165,,,,,
2025-07-30,148.44,148.85,144.24,145.46,144.36,2085100,2085100,-2.98,-2.01,146.7475,"July 30, 25",-0.0201,,,,,
2025-07-29,149.27,149.76,145.33,147.82,146.71,2545906,2545906,-1.45,-0.97139,148.045,"July 29, 25",-0.0097139,,,,,
2025-07-28,151.43,151.87,148.21,148.7,147.58,3095325,3095325,-2.73,-1.8,150.0525,"July 28, 25",-0.018,,,,,
2025-07-25,151.62,152,149.25,151.13,149.99,1620773,1620773,-0.49,-0.32318,151,"July 25, 25",-0.0032318,,,,,
2025-07-24,153.05,153.43,151.61,151.64,150.5,1999100,1999100,-1.41,-0.92127,152.4325,"July 24, 25",-0.0092127,,,,,
2025-07-23,151,152.42,149.59,151.85,150.71,2291413,2291413,0.85,0.56291,151.215,"July 23, 25",0.0056291,,,,,
2025-07-22,148.72,149.93,146.68,149.65,148.52,2033533,2033533,0.93,0.62534,148.745,"July 22, 25",0.0062534,,,,,
2025-07-21,152.66,153.25,148.53,148.69,147.57,2303355,2303355,-3.97,-2.6,150.7825,"July 21, 25",-0.026,,,,,
2025-07-18,156.89,156.89,151.37,152,150.86,2928533,2928533,-4.89,-3.12,154.2875,"July 18, 25",-0.0312,,,,,
2025-07-17,152.66,157.28,152.4,156.05,154.87,3951652,3951652,3.39,2.22,154.5975,"July 17, 25",0.0222,,,,,
2025-07-16,148.24,152.94,147.92,152.71,151.56,3928100,3928100,4.47,3.02,150.4525,"July 16, 25",0.0302,,,,,
2025-07-15,148.39,149.1,145.4,145.72,144.62,1618220,1618220,-2.67,-1.8,147.1525,"July 15, 25",-0.018,,,,,
2025-07-14,146.95,148.86,146,148.53,147.41,1837947,1837947,1.58,1.08,147.585,"July 14, 25",0.0108,,,,,
2025-07-11,146.7,148.04,146.5,147.18,146.07,1474560,1474560,0.48,0.3272,147.105,"July 11, 25",0.003272,,,,,
2025-07-10,146.63,149.76,146,148.21,147.09,3078883,3078883,1.58,1.08,147.65,"July 10, 25",0.0108,,,,,
2025-07-09,146.25,147.2,145.02,146.65,145.55,2759539,2759539,0.4,0.2735,146.28,"July 09, 25",0.002735,,,,,
2025-07-08,142.12,146.12,140.52,145.01,143.92,2841554,2841554,2.89,2.03,143.4425,"July 08, 25",0.0203,,,,,
2025-07-07,143.31,144.35,140.17,141.53,140.46,2104200,2104200,-1.78,-1.24,142.34,"July 07, 25",-0.0124,,,,,
2025-07-03,143.1,145.43,142.58,144.47,143.38,1402200,1402200,1.37,0.95737,143.895,"July 03, 25",0.0095737,,,,,
2025-07-02,141.01,143.03,140.37,142.78,141.7,2124576,2124576,1.77,1.26,141.7975,"July 02, 25",0.0126,,,,,
2025-07-01,141.02,142.89,139.93,141.63,140.56,2398500,2398500,0.61,0.43256,141.3675,"July 01, 25",0.0043256,,,,,
2025-06-30,145,145.03,141.11,141.87,140.8,2685163,2685163,-3.13,-2.16,143.2525,"June 30, 25",-0.0216,,,,,
2025-06-27,140.44,144.19,139.85,142.92,141.84,8391400,8391400,2.48,1.77,141.85,"June 27, 25",0.0177,,,,,
2025-06-26,138,139.7,137.3,139.35,138.3,2442000,2442000,1.35,0.97826,138.5875,"June 26, 25",0.0097826,,,,,
2025-06-25,140,141.25,136.82,137.73,136.69,2317130,2317130,-2.27,-1.62,138.95,"June 25, 25",-0.0162,,,,,
2025-06-24,136.96,140.97,136.14,139.91,138.86,3203237,3203237,2.95,2.15,138.495,"June 24, 25",0.0215,,,,,
2025-06-23,134.06,134.97,128.93,134.03,133.02,2641831,2641831,-0.03,-0.02237804,132.9975,"June 23, 25",-0.0002237804,,,,,
2025-06-20,134.44,135.75,133.5,134.52,133.51,4569663,4569663,0.08,0.0595061,134.5525,"June 20, 25",0.000595061,,,,,
2025-06-18,131.85,134.65,131.85,133.09,132.09,2300950,2300950,1.24,0.94046,132.86,"June 18, 25",0.0094046,,,,,
2025-06-17,132.88,133.97,131.43,132.36,131.36,2185869,2185869,-0.52,-0.39133,132.66,"June 17, 25",-0.0039133,,,,,
2025-06-16,133.5,136.38,132.84,134.1,133.09,2168834,2168834,0.6,0.44944,134.205,"June 16, 25",0.0044944,,,,,
2025-06-13,135.54,136.62,131.2,132.11,131.12,4238400,4238400,-3.43,-2.53,133.8675,"June 13, 25",-0.0253,,,,,
2025-06-12,136.11,138.52,136,138.11,137.07,3253000,3253000,2,1.47,137.185,"June 12, 25",0.0147,,,,,
2025-06-11,136,139.5,136,138.03,136.99,2950459,2950459,2.03,1.49,137.3825,"June 11, 25",0.0149,,,,,
2025-06-10,133.6,136.15,133.38,135.62,134.6,3164603,3164603,2.02,1.51,134.6875,"June 10, 25",0.0151,,,,,
2025-06-09,134.22,134.84,133.08,133.51,132.5,1729001,1729001,-0.71,-0.52898,133.9125,"June 09, 25",-0.0052898,,,,,
2025-06-06,133.37,134.94,132.23,133.45,132.45,1963300,1963300,0.08,0.0599835,133.4975,"June 06, 25",0.000599835,,,,,
2025-06-05,130.66,131.43,129.15,130.28,129.3,1969785,1969785,-0.38,-0.29083,130.38,"June 05, 25",-0.0029083,,,,,
2025-06-04,131.78,132.8,130.22,130.3,129.32,2057526,2057526,-1.48,-1.12,131.275,"June 04, 25",-0.0112,,,,,
2025-06-03,130.95,131.79,129.15,131.1,130.11,2045455,2045455,0.15,0.11455,130.7475,"June 03, 25",0.0011455,,,,,
2025-06-02,130.04,130.84,127.37,130.52,129.54,2690682,2690682,0.48,0.36912,129.6925,"June 02, 25",0.0036912,,,,,
2025-05-30,131.09,131.22,128.02,130.69,129.71,5097940,5097940,-0.4,-0.30513,130.255,"May 30, 25",-0.0030513,,,,,
2025-05-29,133.21,133.39,130.78,131.7,130.71,2064955,2064955,-1.51,-1.13,132.27,"May 29, 25",-0.0113,,,,,
2025-05-28,133.82,135,131.41,131.51,130.52,2276815,2276815,-2.31,-1.73,132.935,"May 28, 25",-0.0173,,,,,
2025-05-27,132.99,133.75,131.52,133.17,132.17,2474135,2474135,0.18,0.13535,132.8575,"May 27, 25",0.0013535,,,,,
2025-05-23,127.45,132.07,126.79,130.87,129.88,2341200,2341200,3.42,2.68,129.295,"May 23, 25",0.0268,,,,,
2025-05-22,130.46,131.76,129.46,130.81,129.83,2976781,2976781,0.35,0.26828,130.6225,"May 22, 25",0.0026828,,,,,
2025-05-21,136.88,137.33,130.64,130.68,129.7,5103715,5103715,-6.2,-4.53,133.8825,"May 21, 25",-0.0453,,,,,
2025-05-20,141.51,142.17,138.51,139.29,138.24,3076331,3076331,-2.22,-1.57,140.37,"May 20, 25",-0.0157,,,,,
2025-05-19,140.54,143.06,140.07,142.61,141.54,1775079,1775079,2.07,1.47,141.57,"May 19, 25",0.0147,,,,,
2025-05-16,143.72,144.38,142.69,143.84,142.76,2404400,2404400,0.12,0.08349569,143.6575,"May 16, 25",0.0008349569,2025-05-16,2025-05-02,2025-05-30,0.51,0.51
2025-05-15,142.54,144.6,141.92,143.99,142.4,2942200,2942200,1.45,1.02,143.2625,"May 15, 25",0.0102,,,,,
2025-05-14,146.2,147.44,143.6,144.24,142.65,3244000,3244000,-1.96,-1.34,145.37,"May 14, 25",-0.0134,,,,,
2025-05-13,143.74,146.85,143,145.07,143.47,3913200,3913200,1.33,0.92528,144.665,"May 13, 25",0.0092528,,,,,
2025-05-12,140.77,143.61,140.45,143.45,141.87,6407616,6407616,2.68,1.9,142.07,"May 12, 25",0.019,,,,,
2025-05-09,134.11,134.56,131.52,132.46,131,2734974,2734974,-1.65,-1.23,133.1625,"May 09, 25",-0.0123,,,,,
2025-05-08,131.19,135.75,130.46,133.19,131.72,4448413,4448413,2,1.52,132.6475,"May 08, 25",0.0152,,,,,
2025-05-07,129.57,130.65,127.88,129.34,127.91,4039593,4039593,-0.23,-0.17751,129.36,"May 07, 25",-0.0017751,,,,,
2025-05-06,131.89,133.33,129.19,129.31,127.88,3888845,3888845,-2.58,-1.96,130.93,"May 06, 25",-0.0196,,,,,
2025-05-05,133.5,137.29,132.77,133.98,132.5,4321574,4321574,0.48,0.35955,134.385,"May 05, 25",0.0035955,,,,,
2025-05-02,134.15,137.48,133,135.37,133.88,4382119,4382119,1.22,0.90943,135,"May 02, 25",0.0090943,,,,,
2025-05-01,137.64,140.12,137.13,137.89,136.37,3564142,3564142,0.25,0.18163,138.195,"May 01, 25",0.0018163,,,,,
2025-04-30,133.16,136.99,131.5,136.48,134.97,4536872,4536872,3.32,2.49,134.5325,"April 30, 25",0.0249,,,,,
2025-04-29,136.06,138.17,134.59,137.55,136.03,2754577,2754577,1.49,1.1,136.5925,"April 29, 25",0.011,,,,,
2025-04-28,134.42,137.33,134.06,136.36,134.85,2925032,2925032,1.94,1.44,135.5425,"April 28, 25",0.0144,,,,,
2025-04-25,132.16,135,131.5,133.4,131.93,2588335,2588335,1.24,0.93826,133.015,"April 25, 25",0.0093826,,,,,
2025-04-24,127.1,133.85,126.74,133.32,131.85,2774988,2774988,6.22,4.89,130.2525,"April 24, 25",0.0489,,,,,
2025-04-23,130,133.31,126.19,126.52,125.12,3812600,3812600,-3.48,-2.68,129.005,"April 23, 25",-0.0268,,,,,
2025-04-22,122.15,124.32,121.28,123.71,122.34,3325300,3325300,1.56,1.28,122.865,"April 22, 25",0.0128,,,,,
2025-04-21,124.63,125.12,118.28,119.63,118.31,4492382,4492382,-5,-4.01,121.915,"April 21, 25",-0.0401,,,,,
2025-04-17,126.28,127.89,125.02,126.78,125.38,2638671,2638671,0.5,0.39595,126.4925,"April 17, 25",0.0039595,,,,,
2025-04-16,125.8,127.64,123.3,125.21,123.83,2264413,2264413,-0.59,-0.469,125.4875,"April 16, 25",-0.00469,,,,,
2025-04-15,125.62,129.79,125.62,127.84,126.43,3114082,3114082,2.22,1.77,127.2175,"April 15, 25",0.0177,,,,,
2025-04-14,128,128.92,123.79,125.52,124.13,4010248,4010248,-2.48,-1.94,126.5575,"April 14, 25",-0.0194,,,,,
2025-04-11,122.53,126.26,118.43,125.92,124.53,6257438,6257438,3.39,2.77,123.285,"April 11, 25",0.0277,,,,,
2025-04-10,125,125.82,117.35,123.93,122.56,10693000,10693000,-1.07,-0.856,123.025,"April 10, 25",-0.00856,,,,,
2025-04-09,111.1,130.95,108.1,128.45,127.03,10416100,10416100,17.35,15.62,119.65,"April 09, 25",0.1562,,,,,
2025-04-08,119.44,121.29,108.02,110.41,109.19,7460431,7460431,-9.03,-7.56,114.79,"April 08, 25",-0.0756,,,,,
2025-04-07,103.31,119.49,102.58,112.36,111.12,11194500,11194500,9.05,8.76,109.435,"April 07, 25",0.0876,,,,,
2025-04-04,116.43,117.18,105.61,108.68,107.48,13261744,13261744,-7.75,-6.66,111.975,"April 04, 25",-0.0666,,,,,
2025-04-03,128.53,128.9,122.14,123.45,122.09,11819600,11819600,-5.08,-3.95,125.755,"April 03, 25",-0.0395,,,,,
2025-04-02,135.17,142.78,135.17,141.52,139.96,2418316,2418316,6.35,4.7,138.66,"April 02, 25",0.047,,,,,
2025-04-01,136.61,138.57,133.96,138.37,136.84,2934406,2934406,1.76,1.29,136.8775,"April 01, 25",0.0129,,,,,
2025-03-31,134.82,137.87,130.76,136.94,135.43,3977549,3977549,2.12,1.57,135.0975,"March 31, 25",0.0157,,,,,
2025-03-28,141.25,142.28,135.6,136.96,135.45,3124013,3124013,-4.29,-3.04,139.0225,"March 28, 25",-0.0304,,,,,
2025-03-27,143.32,144.2,140.01,142.03,140.46,2226597,2226597,-1.29,-0.90008,142.39,"March 27, 25",-0.0090008,,,,,
2025-03-26,148.83,149.97,143.95,144.64,143.04,2590188,2590188,-4.19,-2.82,146.8475,"March 26, 25",-0.0282,,,,,
2025-03-25,148.73,150.31,147.14,147.9,146.27,2429950,2429950,-0.83,-0.55806,148.52,"March 25, 25",-0.0055806,,,,,
2025-03-24,146.98,150.25,146.38,148.4,146.76,3156353,3156353,1.42,0.96612,148.0025,"March 24, 25",0.0096612,,,,,
2025-03-21,143.33,144.85,141.23,143.41,141.83,4012399,4012399,0.08,0.05581525,143.205,"March 21, 25",0.0005581525,,,,,
2025-03-20,141.26,146.15,140.94,144.77,143.17,3610800,3610800,3.51,2.48,143.28,"March 20, 25",0.0248,,,,,
2025-03-19,137.98,145.36,136.25,143.4,141.82,4758346,4758346,5.42,3.93,140.7475,"March 19, 25",0.0393,,,,,
2025-03-18,138.81,139.45,136,137.44,135.92,2269000,2269000,-1.37,-0.98696,137.925,"March 18, 25",-0.0098696,,,,,
2025-03-17,134,140.19,133.69,138.7,137.17,4333254,4333254,4.7,3.51,136.645,"March 17, 25",0.0351,,,,,
2025-03-14,133.28,134.65,130.62,134.32,132.84,2876641,2876641,1.04,0.78031,133.2175,"March 14, 25",0.0078031,,,,,
2025-03-13,135.04,136.09,128.61,130.24,128.8,4018369,4018369,-4.8,-3.55,132.495,"March 13, 25",-0.0355,,,,,
