symbol,1D,5D,1M,3M,6M,ytd,1Y,3Y,5Y,10Y,max
KVUE,0.4058,0,2.3036,9.55092,-17.12919,0,-17.95358,-35.61338,-35.61338,-35.61338,-35.61338
