symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
MPWR,2024-12-31,591.7,48599000,28756028300,691816000,15793000,28080005300
MPWR,2023-12-31,630.78,47610000,30031435800,527843000,5565000,29509157800
MPWR,2022-12-31,353.61,46727000,16523134470,288607000,1664000,16236191470
MPWR,2021-12-31,493.33,45851000,22619673830,189265000,0,22430408830
MPWR,2020-12-31,366.23,44840000,16421753200,334944000,3099000,16089908200
MPWR,2019-12-31,178.02,43165000,7684233300,172960000,2357000,7513630300
MPWR,2018-12-31,116.25,44602000,5184982500,172704000,0,5012278500
MPWR,2017-12-31,112.36,41350000,4646086000,82759000,0,4563327000
MPWR,2016-12-31,81.93,40436000,3312921480,112703000,0,3200218480
MPWR,2015-12-31,63.71,39470000,2514633700,90860000,0,2423773700
MPWR,2014-12-31,49.74,38686000,1924241640,126266000,0,1797975640
MPWR,2013-12-31,34.66,37387000,1295833419,101213000,0,1194620419
MPWR,2012-12-31,22.28,34871000,776925880,75104000,0,701821880
MPWR,2011-12-31,15.07,34050000,513133500,96371000,0,416762500
MPWR,2010-12-31,16.52,35830000,591911600,48010000,0,543901600
MPWR,2009-12-31,23.97,34310000,822410700,46717000,0,775693700
MPWR,2008-12-31,12.61,33509000,422548490,83266000,0,339282490
MPWR,2007-12-31,21.47,31703000,680663410,83114000,0,597549410
MPWR,2006-12-31,11.11,29502000,327767220,50816000,0,276951220
MPWR,2005-12-31,14.99,27998000,419690020,25091000,0,394599020
MPWR,2004-12-31,9.3,9132000,84927600,32018593,0,52909007
MPWR,2003-12-31,9.84,6143000,60447120,12135409,0,48311711
MPWR,2002-12-31,9.84,5862814,57690089,17223494,0,40466595
MPWR,2001-12-31,9.84,5681787,55908784,0,0,55908784
MPWR,2000-12-31,9.84,4846000,47684640,904000,0,46780640
MPWR,1999-12-31,9.84,4700000,46248000,0,0,46248000
