symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
DAY,2024-12-31,72.64,157800000,11462592000,579700000,1232900000,12115792000
DAY,2023-12-31,67.12,155300000,10423736000,570300000,1243600000,11097036000
DAY,2022-12-31,64.15,152900000,9808535000,431900000,1254900000,10631535000
DAY,2021-12-31,104.46,150400000,15710784000,367500000,1176700000,16519984000
DAY,2020-12-31,106.56,146774471,15640287629,188200000,711900000,16163987629
DAY,2019-12-31,67.88,142049112,9642293722,281300000,716000000,10076993722
DAY,2018-12-31,34.49,114049682,3933573532,217800000,670300000,4386073532
DAY,2017-12-31,31.21,65314462,2038464359,99600000,1119800000,3058664359
DAY,2016-12-31,31.21,65314462,2038464359,131400000,1142100000,3049164359
DAY,2015-12-31,31.21,65314462,2038464359,63200000,1150400000,3125664359
