date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,paymentDate,recordDate,adjDividend,dividend
2024-05-09,104.61,106.94,104.42,106.83,100.18,767200,767200,2.22,2.12,105.7,"May 09, 24",0.0212,,,,,
2024-05-08,105.87,106.06,103.66,104.17,97.69,823046,823046,-1.7,-1.61,104.94,"May 08, 24",-0.0161,,,,,
2024-05-07,107.01,107.21,105.32,105.99,99.39,844219,844219,-1.02,-0.95318,106.3825,"May 07, 24",-0.0095318,,,,,
2024-05-06,106.67,108.17,105.14,105.98,99.38,1675200,1675200,-0.69,-0.64685,106.49,"May 06, 24",-0.0064685,,,,,
2024-05-03,102.03,105.36,100.76,105.08,98.54,2124800,2124800,3.05,2.99,103.3075,"May 03, 24",0.0299,,,,,
2024-05-02,99.34,101.28,98.19,100.53,94.27,1173500,1173500,1.19,1.2,99.835,"May 02, 24",0.012,,,,,
2024-05-01,98.84,100.07,98,98.55,92.42,1258639,1258639,-0.29,-0.2934,98.865,"May 01, 24",-0.002934,,,,,
2024-04-30,99.88,100.55,99.35,99.68,93.48,950813,950813,-0.2,-0.20024,99.865,"April 30, 24",-0.0020024,,,,,
2024-04-29,100.43,101.13,99.61,100.28,94.04,646600,646600,-0.15,-0.14936,100.3625,"April 29, 24",-0.0014936,,,,,
2024-04-26,98.7,100.21,98.51,99.62,93.42,873103,873103,0.92,0.93212,99.26,"April 26, 24",0.0093212,,,,,
2024-04-25,98.21,98.94,97.28,98.21,92.1,596300,596300,0,0,98.16,"April 25, 24",0,,,,,
2024-04-24,97.78,99.43,97.12,98.86,92.71,1088914,1088914,1.08,1.1,98.2975,"April 24, 24",0.011,,,,,
2024-04-23,98.37,99.15,98.01,98.6,92.46,820105,820105,0.23,0.23381,98.5325,"April 23, 24",0.0023381,,,,,
2024-04-22,96.4,98.19,95.99,98.07,91.97,537300,537300,1.67,1.73,97.1625,"April 22, 24",0.0173,,,,,
2024-04-19,95.71,96.92,95.65,96.29,90.3,668400,668400,0.58,0.606,96.1425,"April 19, 24",0.00606,,,,,
2024-04-18,95.53,96.06,94.88,95.29,89.36,562500,562500,-0.24,-0.25123,95.44,"April 18, 24",-0.0025123,,,,,
2024-04-17,95.27,96.2,94.84,95.32,89.39,843012,843012,0.05,0.05248242,95.4075,"April 17, 24",0.0005248242,,,,,
2024-04-16,95.96,96.13,94.75,95.05,89.13,606721,606721,-0.91,-0.94831,95.4725,"April 16, 24",-0.0094831,,,,,
2024-04-15,98.52,98.77,95.97,96.62,90.61,540800,540800,-1.9,-1.93,97.47,"April 15, 24",-0.0193,,,,,
2024-04-12,99.71,99.71,97.74,97.94,91.84,1018500,1018500,-1.77,-1.78,98.775,"April 12, 24",-0.0178,,,,,
2024-04-11,101.67,101.67,98.71,99.94,93.72,1233400,1233400,-1.73,-1.7,100.4975,"April 11, 24",-0.017,,,,,
2024-04-10,101.44,101.67,99.94,100.8,94.53,1020000,1020000,-0.64,-0.63091,100.9625,"April 10, 24",-0.0063091,,,,,
2024-04-09,102.78,104.89,102.75,103.58,97.13,1684406,1684406,0.8,0.77836,103.5,"April 09, 24",0.0077836,,,,,
2024-04-08,98.11,102.35,97.23,102.13,95.77,1805000,1805000,4.02,4.1,99.955,"April 08, 24",0.041,,,,,
2024-04-05,95.44,96.81,94.83,96.62,90.61,673900,673900,1.18,1.24,95.925,"April 05, 24",0.0124,,,,,
2024-04-04,96.93,97.53,95.46,95.87,89.9,861300,861300,-1.06,-1.09,96.4475,"April 04, 24",-0.0109,,,,,
2024-04-03,95.32,96.16,94.76,95.88,89.91,814100,814100,0.56,0.58749,95.53,"April 03, 24",0.0058749,,,,,
2024-04-02,95.8,96.22,94.8,95.65,89.7,585304,585304,-0.15,-0.15658,95.6175,"April 02, 24",-0.0015658,,,,,
2024-04-01,98.41,98.67,96.3,96.42,90.42,874800,874800,-1.99,-2.02,97.45,"April 01, 24",-0.0202,,,,,
2024-03-28,97.67,98.73,97.67,98.4,92.28,1216725,1216725,0.73,0.74741,98.1175,"March 28, 24",0.0074741,,,,,
2024-03-27,96.19,97.48,96.19,97.16,91.11,1577800,1577800,0.97,1.01,96.755,"March 27, 24",0.0101,2024-02-01,2024-04-17,2024-03-29,1.03,1.03
2024-03-26,97.5,97.66,96.28,96.3,89.34,853100,853100,-1.2,-1.23,96.935,"March 26, 24",-0.0123,,,,,
2024-03-25,98.58,99.04,97.35,97.5,90.45,1001200,1001200,-1.08,-1.1,98.1175,"March 25, 24",-0.011,,,,,
2024-03-22,99.88,100.07,97.89,98.22,91.12,819100,819100,-1.66,-1.66,99.015,"March 22, 24",-0.0166,,,,,
2024-03-21,98.88,100.87,98.57,99.7,92.49,1084100,1084100,0.82,0.82929,99.505,"March 21, 24",0.0082929,,,,,
2024-03-20,96.73,98.55,96.52,98.36,91.25,862300,862300,1.63,1.69,97.54,"March 20, 24",0.0169,,,,,
2024-03-19,97.34,98.25,96.23,97.08,90.06,1193802,1193802,-0.26,-0.2671,97.225,"March 19, 24",-0.002671,,,,,
2024-03-18,98.45,98.77,97.32,97.46,90.42,982300,982300,-0.99,-1.01,98,"March 18, 24",-0.0101,,,,,
2024-03-15,96.85,98.92,96.85,98.49,91.37,1664741,1664741,1.64,1.69,97.7775,"March 15, 24",0.0169,,,,,
2024-03-14,98.52,98.81,96.84,97.92,90.84,1296700,1296700,-0.6,-0.60901,98.0225,"March 14, 24",-0.0060901,,,,,
2024-03-13,98.45,100.07,98.36,99.03,91.87,1080300,1080300,0.58,0.58913,98.9775,"March 13, 24",0.0058913,,,,,
2024-03-12,99.92,100.14,97.98,98.19,91.09,1189324,1189324,-1.73,-1.73,99.0575,"March 12, 24",-0.0173,,,,,
2024-03-11,101.17,102,99.93,99.98,92.75,1020900,1020900,-1.19,-1.18,100.77,"March 11, 24",-0.0118,,,,,
2024-03-08,99.78,101.26,99.12,101.17,93.86,2252524,2252524,1.39,1.39,100.3325,"March 08, 24",0.0139,,,,,
2024-03-07,98.49,99.19,98.07,98.74,91.6,936300,936300,0.25,0.25383,98.6225,"March 07, 24",0.0025383,,,,,
2024-03-06,97.46,98.72,96.86,98.27,91.17,1644900,1644900,0.81,0.83111,97.8275,"March 06, 24",0.0083111,,,,,
2024-03-05,96.33,97.29,96.3,96.69,89.7,1273700,1273700,0.36,0.37372,96.6525,"March 05, 24",0.0037372,,,,,
2024-03-04,95,96.79,92.99,96.74,89.75,1639900,1639900,1.74,1.83,95.38,"March 04, 24",0.0183,,,,,
2024-03-01,93.98,95.87,93.03,95.8,88.88,885500,885500,1.82,1.94,94.67,"March 01, 24",0.0194,,,,,
2024-02-29,94.74,94.95,93.65,94.48,87.65,1595158,1595158,-0.26,-0.27444,94.455,"February 29, 24",-0.0027444,,,,,
2024-02-28,92.49,94.47,92.45,93.77,86.99,876813,876813,1.28,1.38,93.295,"February 28, 24",0.0138,,,,,
2024-02-27,93.36,94.2,92.69,93.23,86.49,983839,983839,-0.13,-0.13925,93.37,"February 27, 24",-0.0013925,,,,,
2024-02-26,94.67,94.87,92.26,92.58,85.89,765500,765500,-2.09,-2.21,93.595,"February 26, 24",-0.0221,,,,,
2024-02-23,94.41,95.31,94.08,94.85,88,801527,801527,0.44,0.46605,94.6625,"February 23, 24",0.0046605,,,,,
2024-02-22,95.82,95.82,94.61,94.76,87.91,971922,971922,-1.06,-1.11,95.2525,"February 22, 24",-0.0111,,,,,
2024-02-21,94.43,95.81,94.26,95.41,88.51,782792,782792,0.98,1.04,94.9775,"February 21, 24",0.0104,,,,,
2024-02-20,95.26,95.82,94.31,94.49,87.66,768100,768100,-0.77,-0.80831,94.97,"February 20, 24",-0.0080831,,,,,
2024-02-16,96.42,97.14,96.07,96.16,89.21,966788,966788,-0.26,-0.26965,96.4475,"February 16, 24",-0.0026965,,,,,
2024-02-15,94.86,97.71,94.57,97.37,90.33,1332907,1332907,2.51,2.65,96.1275,"February 15, 24",0.0265,,,,,
2024-02-14,92.27,94.53,91.95,93.84,87.06,1347136,1347136,1.57,1.7,93.1475,"February 14, 24",0.017,,,,,
2024-02-13,92.15,92.15,90.5,91.89,85.25,734423,734423,-0.26,-0.28215,91.6725,"February 13, 24",-0.0028215,,,,,
2024-02-12,93.67,94.43,93.31,94.19,87.38,715800,715800,0.52,0.55514,93.9,"February 12, 24",0.0055514,,,,,
2024-02-09,93.56,94.1,93.25,93.46,86.71,713414,713414,-0.1,-0.10688,93.5925,"February 09, 24",-0.0010688,,,,,
2024-02-08,94.44,94.92,92.88,93.95,87.16,1193800,1193800,-0.49,-0.51885,94.0475,"February 08, 24",-0.0051885,,,,,
2024-02-07,95.54,95.69,93.65,94.69,87.85,1339428,1339428,-0.85,-0.88968,94.8925,"February 07, 24",-0.0088968,,,,,
2024-02-06,93.94,95.56,93.58,95.32,88.43,1341839,1341839,1.38,1.47,94.6,"February 06, 24",0.0147,,,,,
2024-02-05,95.55,95.62,93.84,93.88,87.1,1189501,1189501,-1.67,-1.75,94.7225,"February 05, 24",-0.0175,,,,,
2024-02-02,96.74,98.64,94.8,96.57,89.59,3131805,3131805,-0.17,-0.17573,96.6875,"February 02, 24",-0.0017573,,,,,
2024-02-01,93.14,95.6,92.51,95.55,88.64,2641400,2641400,2.41,2.59,94.2,"February 01, 24",0.0259,,,,,
2024-01-31,95.67,95.8,93.24,93.84,87.06,2795040,2795040,-1.83,-1.91,94.6375,"January 31, 24",-0.0191,,,,,
2024-01-30,95.77,95.77,94.8,95.06,88.19,1087100,1087100,-0.71,-0.74136,95.35,"January 30, 24",-0.0074136,,,,,
2024-01-29,95.8,96.55,95.51,96.29,89.33,1355600,1355600,0.49,0.51148,96.0375,"January 29, 24",0.0051148,,,,,
2024-01-26,96.26,96.46,94.78,95.75,88.83,976800,976800,-0.51,-0.52982,95.8125,"January 26, 24",-0.0052982,,,,,
2024-01-25,98.48,98.64,95.83,95.86,88.93,960792,960792,-2.62,-2.66,97.2025,"January 25, 24",-0.0266,,,,,
2024-01-24,99.39,99.39,97.37,97.58,90.53,1107834,1107834,-1.81,-1.82,98.4325,"January 24, 24",-0.0182,,,,,
2024-01-23,99.37,99.72,97.67,98.36,91.25,825815,825815,-1.01,-1.02,98.78,"January 23, 24",-0.0102,,,,,
2024-01-22,98.98,99.87,98.51,99.18,92.01,888949,888949,0.2,0.20206,99.135,"January 22, 24",0.0020206,,,,,
2024-01-19,96.21,99.17,95.74,98.74,91.6,1708400,1708400,2.53,2.63,97.465,"January 19, 24",0.0263,,,,,
2024-01-18,96.3,96.84,95.16,95.76,88.84,1180443,1180443,-0.54,-0.56075,96.015,"January 18, 24",-0.0056075,,,,,
2024-01-17,97.92,99.24,95.9,96.58,89.6,1093300,1093300,-1.34,-1.37,97.41,"January 17, 24",-0.0137,,,,,
2024-01-16,99,100.16,98.64,99.51,92.32,1332506,1332506,0.51,0.51515,99.3275,"January 16, 24",0.0051515,,,,,
2024-01-12,100.32,100.69,98.77,99.22,92.05,694929,694929,-1.1,-1.1,99.75,"January 12, 24",-0.011,,,,,
2024-01-11,98.19,99.62,97.3,99.22,92.05,1131517,1131517,1.03,1.05,98.5825,"January 11, 24",0.0105,,,,,
2024-01-10,98.53,99.02,98.04,98.53,91.41,740541,740541,0,0,98.53,"January 10, 24",0,,,,,
2024-01-09,98,98.82,97.69,98.1,91.01,770100,770100,0.1,0.10204,98.1525,"January 09, 24",0.0010204,,,,,
2024-01-08,97.74,99.33,97.43,99.25,92.08,872907,872907,1.51,1.54,98.4375,"January 08, 24",0.0154,,,,,
2024-01-05,97.02,98.69,96.3,98.19,91.09,998642,998642,1.17,1.21,97.55,"January 05, 24",0.0121,,,,,
2024-01-04,97.38,99.01,97.18,97.81,90.74,840233,840233,0.43,0.44157,97.845,"January 04, 24",0.0044157,,,,,
2024-01-03,99.76,99.76,97.64,97.81,90.74,657300,657300,-1.95,-1.95,98.7425,"January 03, 24",-0.0195,,,,,
2024-01-02,99.16,100.6,98.71,100.38,93.13,960300,960300,1.22,1.23,99.7125,"January 02, 24",0.0123,,,,,
2023-12-29,100,100.3,99.22,99.29,92.11,753517,753517,-0.71,-0.71,99.7025,"December 29, 23",-0.0071,,,,,
2023-12-28,98.54,100.51,98.45,100.43,93.17,810966,810966,1.89,1.92,99.4825,"December 28, 23",0.0192,,,,,
2023-12-27,98.52,99.54,98.07,98.88,91.73,762200,762200,0.36,0.36541,98.7525,"December 27, 23",0.0036541,,,,,
2023-12-26,98.09,98.89,97.76,98.46,91.34,693348,693348,0.37,0.3772,98.3,"December 26, 23",0.003772,,,,,
2023-12-22,97.86,98.57,97.55,97.79,90.72,1602751,1602751,-0.07,-0.07153076,97.9425,"December 22, 23",-0.0007153076,,,,,
2023-12-21,97.85,98.11,96.39,97.24,90.21,855000,855000,-0.61,-0.6234,97.3975,"December 21, 23",-0.006234,,,,,
2023-12-20,98.25,98.98,96.78,96.79,89.79,940600,940600,-1.46,-1.49,97.7,"December 20, 23",-0.0149,,,,,
2023-12-19,99.87,100.2,98.07,98.47,91.35,1901327,1901327,-1.4,-1.4,99.1525,"December 19, 23",-0.014,,,,,
2023-12-18,99.47,99.96,98.58,99.44,92.25,1202000,1202000,-0.03,-0.03015985,99.3625,"December 18, 23",-0.0003015985,,,,,
2023-12-15,100.2,100.98,98,98.95,91.8,2253300,2253300,-1.25,-1.25,99.5325,"December 15, 23",-0.0125,,,,,
2023-12-14,99.4,102.4,99.39,101.61,94.27,1430500,1430500,2.21,2.22,100.7,"December 14, 23",0.0222,2023-12-01,2024-01-17,2023-12-15,1,1
2023-12-13,94.22,98.84,94.14,98.11,90.09,1136500,1136500,3.89,4.13,96.3275,"December 13, 23",0.0413,,,,,
2023-12-12,93.6,94.57,92.81,94.1,86.41,753919,753919,0.5,0.53419,93.77,"December 12, 23",0.0053419,,,,,
2023-12-11,93.25,93.94,92.78,93.42,85.78,698017,698017,0.17,0.18231,93.3475,"December 11, 23",0.0018231,,,,,
2023-12-08,93.01,94.35,92.85,93.65,86,1075400,1075400,0.64,0.6881,93.465,"December 08, 23",0.006881,,,,,
2023-12-07,93.4,94.08,92.72,93.4,85.77,667400,667400,0,0,93.4,"December 07, 23",0,,,,,
2023-12-06,93.49,94.53,92.92,93.39,85.76,939200,939200,-0.1,-0.10696,93.5825,"December 06, 23",-0.0010696,,,,,
2023-12-05,92.61,93.1,91.41,93.04,85.43,1087363,1087363,0.43,0.46431,92.54,"December 05, 23",0.0046431,,,,,
2023-12-04,91.83,93.23,91.55,93.04,85.43,804120,804120,1.21,1.32,92.4125,"December 04, 23",0.0132,,,,,
2023-12-01,90.33,93.18,90.33,92.62,85.05,795627,795627,2.29,2.54,91.615,"December 01, 23",0.0254,,,,,
2023-11-30,89.65,90.34,89.01,90.26,82.88,1913713,1913713,0.61,0.68042,89.815,"November 30, 23",0.0068042,,,,,
2023-11-29,90.35,91.61,89.55,89.75,82.41,1881200,1881200,-0.6,-0.66408,90.315,"November 29, 23",-0.0066408,,,,,
2023-11-28,88.1,89.69,87.61,89.4,82.09,1255126,1255126,1.3,1.48,88.7,"November 28, 23",0.0148,,,,,
2023-11-27,88.67,89.16,88.12,88.34,81.12,848300,848300,-0.33,-0.37217,88.5725,"November 27, 23",-0.0037217,,,,,
2023-11-24,88,88.75,87.97,88.73,81.48,186100,186100,0.73,0.82955,88.3625,"November 24, 23",0.0082955,,,,,
2023-11-22,88.76,88.9,87.9,88.42,81.19,503642,503642,-0.34,-0.38306,88.495,"November 22, 23",-0.0038306,,,,,
2023-11-21,88.32,88.69,87.51,87.7,80.53,1040900,1040900,-0.62,-0.70199,88.055,"November 21, 23",-0.0070199,,,,,
2023-11-20,87.09,88.88,86.5,88.6,81.36,1760220,1760220,1.51,1.73,87.7675,"November 20, 23",0.0173,,,,,
2023-11-17,88.35,88.63,86.78,87.35,80.21,1306401,1306401,-1,-1.13,87.7775,"November 17, 23",-0.0113,,,,,
2023-11-16,89.37,89.51,87.52,87.57,80.41,1356700,1356700,-1.8,-2.01,88.4925,"November 16, 23",-0.0201,,,,,
2023-11-15,89.52,90.62,88.83,88.89,81.62,1413800,1413800,-0.63,-0.70375,89.465,"November 15, 23",-0.0070375,,,,,
2023-11-14,89.66,92.09,89,89.98,82.63,1351600,1351600,0.32,0.3569,90.1825,"November 14, 23",0.003569,,,,,
2023-11-13,87.81,87.81,85.3,86.65,79.57,1052435,1052435,-1.16,-1.32,86.8925,"November 13, 23",-0.0132,,,,,
2023-11-10,87.91,88.75,86.76,88.44,81.21,968507,968507,0.53,0.60289,87.965,"November 10, 23",0.0060289,,,,,
2023-11-09,88.15,88.31,86.69,87.11,79.99,907300,907300,-1.04,-1.18,87.565,"November 09, 23",-0.0118,,,,,
2023-11-08,87.11,88.18,86.83,87.88,80.7,470618,470618,0.77,0.88394,87.5,"November 08, 23",0.0088394,,,,,
2023-11-07,88.03,88.03,86.25,86.64,79.56,573600,573600,-1.39,-1.58,87.2375,"November 07, 23",-0.0158,,,,,
2023-11-06,89.78,90,87.6,88.01,80.82,792200,792200,-1.77,-1.97,88.8475,"November 06, 23",-0.0197,,,,,
2023-11-03,88.88,92.49,88.83,90.57,83.17,1377732,1377732,1.69,1.9,90.1925,"November 03, 23",0.019,,,,,
2023-11-02,86.52,87.82,86.12,87.58,80.42,1045200,1045200,1.06,1.23,87.01,"November 02, 23",0.0123,,,,,
2023-11-01,84.7,85.07,83.35,84.68,77.76,1420335,1420335,-0.02,-0.02361275,84.45,"November 01, 23",-0.0002361275,,,,,
2023-10-31,83.11,84.95,82.9,84.88,77.94,1068700,1068700,1.77,2.13,83.96,"October 31, 23",0.0213,,,,,
2023-10-30,84.85,85.71,82.81,83.93,77.07,1421800,1421800,-0.92,-1.08,84.325,"October 30, 23",-0.0108,,,,,
2023-10-27,89,89,83.39,83.98,77.12,3526842,3526842,-5.02,-5.64,86.3425,"October 27, 23",-0.0564,,,,,
2023-10-26,91.92,92.27,89.34,89.87,82.52,1341500,1341500,-2.05,-2.23,90.85,"October 26, 23",-0.0223,,,,,
2023-10-25,93,93.53,91.44,91.49,84.01,700183,700183,-1.51,-1.62,92.365,"October 25, 23",-0.0162,,,,,
2023-10-24,92,93.75,92,93.69,86.03,792800,792800,1.69,1.84,92.86,"October 24, 23",0.0184,,,,,
2023-10-23,92.07,92.94,91.4,91.83,84.32,896423,896423,-0.24,-0.26067,92.06,"October 23, 23",-0.0026067,,,,,
2023-10-20,94.46,94.73,92.76,92.85,85.26,674447,674447,-1.61,-1.7,93.7,"October 20, 23",-0.017,,,,,
2023-10-19,94.49,96.12,93.97,94.04,86.35,742600,742600,-0.45,-0.47624,94.655,"October 19, 23",-0.0047624,,,,,
2023-10-18,97.12,97.23,95.18,95.34,87.55,1055209,1055209,-1.78,-1.83,96.2175,"October 18, 23",-0.0183,,,,,
2023-10-17,96.3,97.94,96.3,97.58,89.6,775800,775800,1.28,1.33,97.03,"October 17, 23",0.0133,,,,,
2023-10-16,97.1,97.37,95.5,96.86,88.94,1316713,1316713,-0.24,-0.24717,96.7075,"October 16, 23",-0.0024717,,,,,
2023-10-13,97.1,97.23,95.62,96.47,88.58,441600,441600,-0.63,-0.64882,96.605,"October 13, 23",-0.0064882,,,,,
2023-10-12,97.13,97.42,96.17,96.59,88.69,683200,683200,-0.54,-0.55596,96.8275,"October 12, 23",-0.0055596,,,,,
2023-10-11,96.97,97.99,96.37,97.42,89.46,944090,944090,0.45,0.46406,97.1875,"October 11, 23",0.0046406,,,,,
2023-10-10,97.31,98.3,96.22,96.31,88.44,645747,645747,-1,-1.03,97.035,"October 10, 23",-0.0103,,,,,
2023-10-09,95.12,98.23,95.12,97.42,89.46,843310,843310,2.3,2.42,96.4725,"October 09, 23",0.0242,,,,,
2023-10-06,93.38,96.09,92.96,95.79,87.96,741240,741240,2.41,2.58,94.555,"October 06, 23",0.0258,,,,,
2023-10-05,93.58,94.24,93.03,94.22,86.52,609504,609504,0.64,0.68391,93.7675,"October 05, 23",0.0068391,,,,,
2023-10-04,93.04,93.77,91.99,93.71,86.05,638313,638313,0.67,0.72012,93.1275,"October 04, 23",0.0072012,,,,,
2023-10-03,92.77,93.1,91.82,92.51,84.95,1304738,1304738,-0.26,-0.28026,92.55,"October 03, 23",-0.0028026,,,,,
2023-10-02,94.14,94.8,92.57,93.05,85.44,488400,488400,-1.09,-1.16,93.64,"October 02, 23",-0.0116,,,,,
2023-09-29,96.1,96.51,94.12,94.58,86.85,807150,807150,-1.52,-1.58,95.3275,"September 29, 23",-0.0158,,,,,
2023-09-28,94.17,95.37,94.1,94.62,86.89,485829,485829,0.45,0.47786,94.565,"September 28, 23",0.0047786,2023-09-15,2023-10-17,2023-09-29,1,1
2023-09-27,96.55,97.08,94.73,94.88,86.21,825408,825408,-1.67,-1.73,95.81,"September 27, 23",-0.0173,,,,,
2023-09-26,96.76,97.4,96.04,96.4,87.59,570600,570600,-0.36,-0.37205,96.65,"September 26, 23",-0.0037205,,,,,
2023-09-25,97.37,97.79,97,97.7,88.77,569000,569000,0.33,0.33891,97.465,"September 25, 23",0.0033891,,,,,
2023-09-22,99.41,99.75,97.82,97.95,89,553544,553544,-1.46,-1.47,98.7325,"September 22, 23",-0.0147,,,,,
2023-09-21,101.55,101.61,99.16,99.21,90.14,769428,769428,-2.34,-2.3,100.3825,"September 21, 23",-0.023,,,,,
2023-09-20,102.8,103.44,102.04,102.2,92.86,321464,321464,-0.6,-0.58366,102.62,"September 20, 23",-0.0058366,,,,,
2023-09-19,102.14,102.45,101.6,101.97,92.65,434903,434903,-0.17,-0.16644,102.04,"September 19, 23",-0.0016644,,,,,
2023-09-18,102.82,102.83,101.11,101.95,92.63,521400,521400,-0.87,-0.84614,102.1775,"September 18, 23",-0.0084614,,,,,
2023-09-15,102.86,103.77,102.53,102.87,93.47,1043226,1043226,0.01,0.00972195,103.0075,"September 15, 23",9.72195e-05,,,,,
2023-09-14,102.94,103.71,102.75,103.42,93.97,608400,608400,0.48,0.46629,103.205,"September 14, 23",0.0046629,,,,,
2023-09-13,103.42,104,101.84,102.07,92.74,607949,607949,-1.35,-1.31,102.8325,"September 13, 23",-0.0131,,,,,
2023-09-12,101.77,103.59,101.18,103.46,94.01,689700,689700,1.69,1.66,102.5,"September 12, 23",0.0166,,,,,
2023-09-11,103.08,103.22,101.5,101.75,92.45,578006,578006,-1.33,-1.29,102.3875,"September 11, 23",-0.0129,,,,,
2023-09-08,104.2,104.36,102.01,102.99,93.58,838334,838334,-1.21,-1.16,103.39,"September 08, 23",-0.0116,,,,,
2023-09-07,104.52,104.83,103.67,103.99,94.49,842845,842845,-0.53,-0.50708,104.2525,"September 07, 23",-0.0050708,,,,,
2023-09-06,104.74,105.51,104.26,104.76,95.19,528400,528400,0.02,0.0190949,104.8175,"September 06, 23",0.000190949,,,,,
2023-09-05,106.57,106.92,105.19,105.27,95.65,460400,460400,-1.3,-1.22,105.9875,"September 05, 23",-0.0122,,,,,
2023-09-01,108,108.08,106.17,106.74,96.99,471400,471400,-1.26,-1.17,107.2475,"September 01, 23",-0.0117,,,,,
2023-08-31,108.38,108.56,107.26,107.62,97.79,773800,773800,-0.76,-0.70124,107.955,"August 31, 23",-0.0070124,,,,,
2023-08-30,108.88,109.11,107.35,108.32,98.42,644700,644700,-0.56,-0.51433,108.415,"August 30, 23",-0.0051433,,,,,
2023-08-29,108.18,108.47,107.35,108.3,98.4,318442,318442,0.12,0.11093,108.075,"August 29, 23",0.0011093,,,,,
2023-08-28,107.55,108.77,107.55,107.88,98.02,350053,350053,0.33,0.30683,107.9375,"August 28, 23",0.0030683,,,,,
2023-08-25,106.85,107.84,106.75,107.16,97.37,440256,440256,0.31,0.29013,107.15,"August 25, 23",0.0029013,,,,,
2023-08-24,106.73,108.4,106.5,106.62,96.88,448343,448343,-0.11,-0.10306,107.0625,"August 24, 23",-0.0010306,,,,,
2023-08-23,105.74,107.01,105.31,106.6,96.86,475400,475400,0.86,0.81332,106.165,"August 23, 23",0.0081332,,,,,
2023-08-22,105.54,105.74,104.88,105.11,95.51,485506,485506,-0.43,-0.40743,105.3175,"August 22, 23",-0.0040743,,,,,
2023-08-21,105.92,106.24,104.56,105.12,95.51,527302,527302,-0.8,-0.75529,105.46,"August 21, 23",-0.0075529,,,,,
2023-08-18,105.47,106.95,105.47,106.19,96.49,510400,510400,0.72,0.68266,106.02,"August 18, 23",0.0068266,,,,,
2023-08-17,106.1,107.91,105.9,106.34,96.62,562100,562100,0.24,0.2262,106.5625,"August 17, 23",0.002262,,,,,
2023-08-16,106,106.5,105.2,105.94,96.26,806000,806000,-0.06,-0.05660377,105.91,"August 16, 23",-0.0005660377,,,,,
2023-08-15,105.03,106.39,104.88,106.02,96.33,810326,810326,0.99,0.94259,105.58,"August 15, 23",0.0094259,,,,,
2023-08-14,107.64,107.72,105.67,106.08,96.39,730900,730900,-1.56,-1.45,106.7775,"August 14, 23",-0.0145,,,,,
2023-08-11,107.1,108.18,107,107.86,98,614880,614880,0.76,0.70962,107.535,"August 11, 23",0.0070962,,,,,
2023-08-10,108.86,109.81,107.2,107.7,97.86,801900,801900,-1.16,-1.07,108.3925,"August 10, 23",-0.0107,,,,,
2023-08-09,108.32,108.82,107.6,108.64,98.71,751000,751000,0.32,0.29542,108.345,"August 09, 23",0.0029542,,,,,
2023-08-08,108.77,109.22,107.27,108.62,98.69,693700,693700,-0.15,-0.13791,108.47,"August 08, 23",-0.0013791,,,,,
2023-08-07,108.89,110.22,108.3,109.9,99.86,906500,906500,1.01,0.92754,109.3275,"August 07, 23",0.0092754,,,,,
2023-08-04,107,111.32,106.74,108.54,98.62,1495500,1495500,1.54,1.44,108.4,"August 04, 23",0.0144,,,,,
2023-08-03,106.95,106.95,104.42,106.49,96.76,988021,988021,-0.46,-0.43011,106.2025,"August 03, 23",-0.0043011,,,,,
2023-08-02,107.93,108.4,106.91,107.19,97.39,744602,744602,-0.74,-0.68563,107.6075,"August 02, 23",-0.0068563,,,,,
2023-08-01,108.73,109.18,107.8,108.41,98.5,1476741,1476741,-0.32,-0.29431,108.53,"August 01, 23",-0.0029431,,,,,
2023-07-31,108.82,109.94,108.17,109.09,99.12,1407543,1407543,0.27,0.24812,109.005,"July 31, 23",0.0024812,,,,,
2023-07-28,110.02,110.27,108.47,108.51,98.59,884825,884825,-1.51,-1.37,109.3175,"July 28, 23",-0.0137,,,,,
2023-07-27,112.13,112.25,108.25,108.79,98.85,1010133,1010133,-3.34,-2.98,110.355,"July 27, 23",-0.0298,,,,,
2023-07-26,110.97,112.23,110.41,111.85,101.63,724701,724701,0.88,0.79301,111.365,"July 26, 23",0.0079301,,,,,
2023-07-25,112.8,113.18,109.56,110.81,100.68,868200,868200,-1.99,-1.76,111.5875,"July 25, 23",-0.0176,,,,,
2023-07-24,112.9,114.04,112.5,112.83,102.52,770700,770700,-0.07,-0.06200177,113.0675,"July 24, 23",-0.0006200177,,,,,
2023-07-21,112.1,113.21,112.09,112.9,102.58,501901,501901,0.8,0.71365,112.575,"July 21, 23",0.0071365,,,,,
2023-07-20,111.71,112.16,110.16,112.12,101.87,577864,577864,0.41,0.36702,111.5375,"July 20, 23",0.0036702,,,,,
2023-07-19,111.53,111.78,110.25,111.39,101.21,570106,570106,-0.14,-0.12553,111.2375,"July 19, 23",-0.0012553,,,,,
2023-07-18,111.68,111.71,109.74,110.62,100.51,651300,651300,-1.06,-0.94914,110.9375,"July 18, 23",-0.0094914,,,,,
2023-07-17,111.47,111.7,110.46,110.75,100.63,552347,552347,-0.72,-0.64591,111.095,"July 17, 23",-0.0064591,,,,,
2023-07-14,111.78,111.95,110.81,111.95,101.72,284629,284629,0.17,0.15208,111.6225,"July 14, 23",0.0015208,,,,,
