date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,WTW,USD,0001140536,2025-02-25,2025-02-25 12:58:58,2024,FY,1248000000,456000000,-213000000,121000000,-326000000,-233000000,0,0,-93000000,226000000,1512000000,0,0,0,0,250000000,250000000,91000000,0,-901000000,-354000000,705000000,-459000000,-97000000,1206000000,4998000000,3792000000,1512000000,-245000000,1267000000,https://www.sec.gov/Archives/edgar/data/1140536/000095017025026278/0000950170-25-026278-index.htm,https://www.sec.gov/Archives/edgar/data/1140536/000095017025026278/wtw-20241231.htm
2023-12-31,WTW,USD,0001140536,2024-02-22,2024-02-22 12:52:57,2023,FY,1055000000,505000000,-109000000,125000000,-371000000,-206000000,0,0,-165000000,140000000,1345000000,-242000000,-6000000,-4000000,0,-833000000,-1085000000,494000000,0,-1000000000,-352000000,-342000000,-1200000000,11000000,-929000000,3792000000,4721000000,1345000000,-242000000,1103000000,https://www.sec.gov/Archives/edgar/data/1140536/000095017024018575/0000950170-24-018575-index.htm,https://www.sec.gov/Archives/edgar/data/1140536/000095017024018575/wtw-20231231.htm
2022-12-31,WTW,USD,0001140536,2023-02-24,2023-02-24 12:14:32,2022,FY,1024000000,567000000,-50000000,99000000,-888000000,-188000000,0,0,-700000000,60000000,812000000,-204000000,-169000000,200000000,200000000,-200000000,-173000000,165000000,7000000,-3530000000,-369000000,282000000,-3445000000,-164000000,-2970000000,4721000000,7691000000,812000000,-204000000,608000000,https://www.sec.gov/Archives/edgar/data/1140536/000095017023004303/0000950170-23-004303-index.htm,https://www.sec.gov/Archives/edgar/data/1140536/000095017023004303/wtw-20221231.htm
2021-12-31,WTW,USD,0001140536,2022-02-24,2022-02-24 14:54:37,2021,FY,4236000000,650000000,226000000,101000000,-449000000,-134000000,0,0,-315000000,-2703000000,2061000000,-201000000,2971000000,-200000000,53000000,147000000,2770000000,-1008000000,10000000,-1627000000,-374000000,-115000000,-3114000000,-127000000,1590000000,7891000000,6301000000,2061000000,-201000000,1860000000,https://www.sec.gov/Archives/edgar/data/1140536/000095017022001932/0000950170-22-001932-index.htm,https://www.sec.gov/Archives/edgar/data/1140536/000095017022001932/wtw-20211231.htm
2020-12-31,WTW,USD,0001140536,2021-02-23,2021-02-23 16:22:36,2020,FY,1020000000,770000000,99000000,90000000,-56000000,72000000,0,0,-128000000,-149000000,1774000000,-223000000,143000000,0,0,-80000000,-160000000,-45000000,16000000,0,-346000000,753000000,378000000,126000000,2118000000,6301000000,4183000000,1774000000,-286000000,1488000000,https://www.sec.gov/Archives/edgar/data/1140536/000156459021007578/0001564590-21-007578-index.htm,https://www.sec.gov/Archives/edgar/data/1140536/000156459021007578/wltw-10k_20201231.htm
2019-12-31,WTW,USD,0001140536,2020-02-26,2020-02-26 15:29:51,2019,FY,1073000000,729000000,-72000000,74000000,-790000000,-261000000,0,0,-529000000,67000000,1081000000,-305000000,-1312000000,0,0,3000000,-1614000000,971000000,45000000,-150000000,-329000000,-140000000,397000000,-2000000,-138000000,895000000,1033000000,1081000000,-305000000,776000000,https://www.sec.gov/Archives/edgar/data/1140536/000156459020006736/0001564590-20-006736-index.htm,https://www.sec.gov/Archives/edgar/data/1140536/000156459020006736/wltw-10k_20191231.htm
2018-12-31,WTW,USD,0001140536,2019-02-27,2019-02-27 16:20:19,2018,FY,715000000,747000000,-115000000,54000000,-1000000,68000000,0,0,-69000000,-112000000,1288000000,-322000000,-32000000,0,0,13000000,-341000000,74000000,45000000,-602000000,-306000000,-114000000,-903000000,-41000000,3000000,1033000000,1030000000,1288000000,-322000000,966000000,https://www.sec.gov/Archives/edgar/data/1140536/000156459019004912/0001564590-19-004912-index.htm,https://www.sec.gov/Archives/edgar/data/1140536/000156459019004912/wltw-10k_20181231.htm
2017-12-31,WTW,USD,0001140536,2018-02-28,2018-02-28 14:54:19,2017,FY,592000000,833000000,-285000000,67000000,-278000000,-64000000,0,0,-214000000,-67000000,862000000,-375000000,-13000000,0,0,53000000,-335000000,589000000,61000000,-709000000,-277000000,-143000000,-479000000,112000000,160000000,1030000000,870000000,862000000,-375000000,487000000,https://www.sec.gov/Archives/edgar/data/1140536/000114053618000008/0001140536-18-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1140536/000114053618000008/wtw-10k_2017.htm
2016-12-31,WTW,USD,0001140536,2017-03-01,2017-03-01 16:20:38,2016,FY,330000000,769000000,-136000000,123000000,-61000000,-101000000,0,0,40000000,-58000000,967000000,-307000000,475000000,0,0,20000000,188000000,-142000000,63000000,-396000000,-199000000,-101000000,-775000000,-15000000,338000000,870000000,532000000,967000000,-307000000,660000000,https://www.sec.gov/Archives/edgar/data/1140536/000114053617000008/0001140536-17-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1140536/000114053617000008/wtw-20161231x10k.htm
2015-12-31,WTW,USD,0001140536,2016-02-29,2016-02-29 15:47:48,2015,FY,384000000,171000000,-99000000,64000000,-179000000,-155000000,0,0,-24000000,-98000000,243000000,-158000000,-801000000,12000000,3000000,1000000,-943000000,303000000,131000000,-82000000,-277000000,434000000,641000000,-44000000,-103000000,532000000,635000000,243000000,-158000000,85000000,https://www.sec.gov/Archives/edgar/data/1140536/000114053616000035/0001140536-16-000035-index.htm,https://www.sec.gov/Archives/edgar/data/1140536/000114053616000035/wtw10-k2015.htm
2014-12-31,WTW,USD,0001140536,2015-02-24,2015-02-24 16:57:00,2014,FY,373000000,146000000,66000000,52000000,-150000000,-66000000,0,0,-84000000,-10000000,477000000,-117000000,-155000000,-10000000,4000000,2000000,-276000000,-15000000,139000000,-213000000,-210000000,-24000000,-323000000,-39000000,-161000000,635000000,796000000,477000000,-117000000,360000000,https://www.sec.gov/Archives/edgar/data/1140536/000114053615000003/0001140536-15-000003-index.htm,https://www.sec.gov/Archives/edgar/data/1140536/000114053615000003/willisgroup10-k2014.htm
2013-12-31,WTW,USD,0001140536,2014-02-27,2014-02-27 15:04:27,2013,FY,377000000,149000000,39000000,42000000,-117000000,-116000000,0,0,-1000000,71000000,561000000,-119000000,-6000000,-7000000,7000000,5000000,-120000000,-87000000,155000000,0,-193000000,-12000000,-137000000,-8000000,296000000,796000000,500000000,561000000,-119000000,442000000,https://www.sec.gov/Archives/edgar/data/1140536/000114053614000004/0001140536-14-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1140536/000114053614000004/willisgroup10-k2013.htm
2012-12-31,WTW,USD,0001140536,2013-02-28,2013-02-28 16:46:24,2012,FY,-433000000,138000000,54000000,32000000,-174000000,-17000000,0,0,-157000000,908000000,525000000,-137000000,-33000000,-7000000,2000000,3000000,-172000000,-14000000,53000000,-100000000,-185000000,-45000000,-291000000,2000000,64000000,500000000,436000000,525000000,-137000000,388000000,https://www.sec.gov/Archives/edgar/data/1140536/000144530513000389/0001445305-13-000389-index.htm,https://www.sec.gov/Archives/edgar/data/1140536/000144530513000389/willisgroup10-k.htm
2011-12-31,WTW,USD,0001140536,2012-02-29,2012-02-29 16:10:39,2011,FY,219000000,142000000,17000000,41000000,-151000000,-92000000,0,0,-59000000,171000000,439000000,-111000000,2000000,-5000000,0,13000000,-101000000,-77000000,60000000,0,-180000000,-17000000,-214000000,-4000000,120000000,436000000,316000000,439000000,-111000000,328000000,https://www.sec.gov/Archives/edgar/data/1140536/000095012312004309/0000950123-12-004309-index.htm,https://www.sec.gov/Archives/edgar/data/1140536/000095012312004309/u11467e10vk.htm
2010-12-31,WTW,USD,0001140536,2011-02-28,2011-02-25 19:33:24,2010,FY,470000000,145000000,77000000,47000000,-251000000,0,0,0,0,1000000,489000000,-83000000,-22000000,-1000000,10000000,2000000,-94000000,-119000000,36000000,0,-202000000,-34000000,-293000000,-7000000,95000000,316000000,221000000,489000000,-83000000,406000000,https://www.sec.gov/Archives/edgar/data/1140536/000095012311019018/0000950123-11-019018-index.htm,https://www.sec.gov/Archives/edgar/data/1140536/000095012311019018/u10354e10vk.htm
2009-12-31,WTW,USD,0001140536,2010-03-01,2010-02-26 21:04:24,2009,FY,457000000,160000000,-21000000,39000000,-177000000,618000000,-18000000,-773000000,-4000000,-40000000,418000000,-96000000,113000000,20000000,21000000,44000000,102000000,-311000000,18000000,0,-191000000,-16000000,-516000000,11000000,15000000,191000000,176000000,418000000,-96000000,322000000,https://www.sec.gov/Archives/edgar/data/1140536/000095012310018538/0000950123-10-018538-index.htm,https://www.sec.gov/Archives/edgar/data/1140536/000095012310018538/u08176e10vk.htm
2008-12-31,WTW,USD,0001140536,2009-02-27,2009-02-27 16:35:40,2008,FY,303000000,90000000,46000000,40000000,-228000000,-590000000,-212000000,785000000,-211000000,-40000000,211000000,-94000000,-936000000,-31000000,15000000,6000000,-1040000000,385000000,15000000,-75000000,-146000000,649000000,828000000,-23000000,-24000000,176000000,200000000,211000000,-94000000,117000000,https://www.sec.gov/Archives/edgar/data/1140536/000104746909001993/0001047469-09-001993-index.htm,https://www.sec.gov/Archives/edgar/data/1140536/000104746909001993/a2190890z10-k.htm
2007-12-31,WTW,USD,0001140536,2008-02-27,2008-02-27 16:31:47,2007,FY,409000000,66000000,66000000,33000000,-256000000,632000000,285000000,-953000000,-220000000,-50000000,268000000,-185000000,-81000000,-1000000,19000000,27000000,-221000000,443000000,25000000,-480000000,-143000000,9000000,-146000000,11000000,-88000000,200000000,288000000,268000000,-185000000,83000000,https://www.sec.gov/Archives/edgar/data/1140536/000104746908001829/0001047469-08-001829-index.htm,https://www.sec.gov/Archives/edgar/data/1140536/000104746908001829/a2182840z10-k.htm
2006-12-31,WTW,USD,0001140536,2007-02-28,2007-02-28 15:06:52,2006,FY,449000000,63000000,82000000,18000,-345000000,-248000,50818000,430000,-396000000,-102018000,147000000,-55000000,-68000000,-25000000,10000000,205000000,67000000,200000000,16000000,-211000000,-145000000,11000000,-129000000,10000000,95000000,288000000,193000000,147000000,-55000000,92000000,https://www.sec.gov/Archives/edgar/data/1140536/000110465907014849/0001104659-07-014849-index.htm,https://www.sec.gov/Archives/edgar/data/1140536/000110465907014849/a07-4697_110k.htm
