date,open,high,low,close,volume,sma,ema,rsi,wma,dema,tema,williams,adx,standarddeviation
2026-01-02 00:00:00,171.63,176.59,171.15,176.06,929751,136.40825396825397,163.55001108978217,61.675952957986944,173.00757142857145,176.1624606177162,164.98632961105534,-13.747758517633047,31.571588644259297,3.5891621236717635
2025-12-31 00:00:00,170.41,171.77,168.48,169.45,693900,136.16119047619048,163.03939929752838,51.22467262387145,172.57066666666668,175.65429369362266,164.37236055362533,-41.538461538461625,31.651791681067525,3.4470057658785547
2025-12-30 00:00:00,173.58,173.65,170.86,171.03,746104,135.94817460317458,162.7777421259989,54.52506251842121,172.75461904761903,175.98727159037853,163.9432846691924,-28.388845855925666,32.03839888629274,3.522397301554724
2025-12-29 00:00:00,173.93,174.24,172.25,172.88,727100,135.73412698412696,162.44091527399885,58.632331845984496,172.77185714285716,176.11873731263876,163.45591377828072,-21.22385747482577,32.17772778063167,3.61655623487317
2025-12-26 00:00:00,175.81,176,174.55,175.46,472347,135.512619047619,162.01483018314167,64.97005943119441,172.58885714285714,175.98958583801507,162.90095317991467,-11.231603408210702,32.16228774113741,3.667151858050058
2025-12-24 00:00:00,177.33,178.06,173.99,175.38,778800,135.27567460317456,161.46604774163725,64.86069523543662,172.11804761904762,175.47135407765202,162.25505602545186,-11.541440743609666,31.86943336638074,3.6305086076195976
2025-12-23 00:00:00,175.87,178.36,175.21,177.2,941441,135.03880952380948,160.89813132292858,69.44048143257643,171.60185714285714,174.89015771853244,161.59662191140427,-4.492641363284369,31.564864816633797,3.694816639564132
2025-12-22 00:00:00,174.52,175.95,172.74,175.76,977200,134.7931349206349,160.23274892794606,67.76842247423406,170.83609523809525,173.97732735945038,160.8681451371532,-4.734187039192859,31.101529167668453,3.773014014021151
2025-12-19 00:00:00,174.58,176.98,173.2,174.28,3313800,134.55900793650792,159.59898357806628,65.99262804030582,170.12366666666668,173.14819622447334,160.16654301885583,-10.477299185098914,30.739104035777398,4.163214473216581
2025-12-18 00:00:00,172.88,176.62,172.57,174.58,1950800,134.3379761904762,158.99975841798735,66.68415422875893,169.45138095238096,172.41731892885997,159.49360043035432,-8.028335301062544,30.30761046251047,5.090905518667577
2025-12-17 00:00:00,166.5,172.95,165.8,172.74,2096686,134.12817460317459,158.3638301901501,64.56969153913323,168.65947619047623,171.5496347947341,158.79626214669156,-6.796536796536769,29.876115453890005,5.404784454536552
2025-12-16 00:00:00,168.19,169.59,167.36,169.13,1131204,133.92829365079365,157.77704774893175,59.93743467078023,167.9564761904762,170.8263494296046,158.13859572868347,-21.502698215027007,29.61106816247752,5.752010322487257
2025-12-15 00:00:00,171.48,171.75,166.08,168.95,1837700,133.760753968254,157.3136619427657,59.69344355303124,167.53033333333335,170.5068932659805,157.57480257979398,-22.249896222499014,29.522596327336622,6.096955367230431
2025-12-12 00:00:00,173.43,174.31,170.44,171.97,1289970,133.62027777777783,156.838709369001,65.95102587061119,167.05685714285713,170.16013352007482,157.00338718546715,-9.713574097135753,29.430585618790094,6.329799582135282
2025-12-11 00:00:00,171.23,173.86,170.83,173.01,1058200,133.47472222222225,156.22110566977656,68.23847238157013,166.21300000000002,169.34158815753543,156.32774245727683,-3.5669324381033247,28.823485439103823,6.365940209427039
2025-12-10 00:00:00,165.44,172.64,165.41,171.23,1368070,133.33678571428575,155.5358446767062,66.38554930387215,165.19790476190474,168.27529987450268,155.60550102737193,-7.463989524225265,28.213634875427086,6.035954999003884
2025-12-09 00:00:00,165.14,167.05,164.39,165.43,754228,133.2005555555556,154.8952669084085,59.18029773517861,164.26257142857142,167.32490244347716,154.92078778153842,-32.78044522042773,27.637543840413,6.047693692640195
2025-12-08 00:00:00,165.35,167.89,164.57,166.14,848000,133.09448412698413,154.46527780262923,60.658243969262415,163.8177142857143,167.05746898213417,154.39560279314378,-29.68136185072026,27.335276030533805,6.274934182921761
2025-12-05 00:00:00,168.2,168.2,163.87,165.22,1444100,132.9962301587301,153.98875852926716,59.43945051066954,163.23761904761906,166.64620449666555,153.83690864337967,-33.697075512876474,26.999175564918502,6.427416199375921
2025-12-04 00:00:00,170.51,170.67,166.45,168.11,1726163,132.90884920634915,153.53034051005358,65.34430872234132,162.68657142857143,166.30074672196636,153.29320435500523,-21.08249672632032,26.64963108067859,6.491349936646462
2025-12-03 00:00:00,167.46,172.94,167.19,171.5,1453526,132.8163888888888,152.93525236760678,73.27288382637202,161.79371428571426,165.5022355348394,152.64994610558506,-6.285464862505447,25.9805425573406,6.2683327129309285
2025-12-02 00:00:00,168.32,169.32,166.52,167.63,1092600,132.7123015873015,152.17750756628462,69.32777235686902,160.48333333333332,164.13460391418732,151.8900858258849,-9.558067831449192,25.19427348149602,5.717329708876339
2025-12-01 00:00:00,166.1,169.49,166.1,167.62,942558,132.6178571428571,151.54679358939828,69.31690533129783,159.48600000000002,163.14065337541996,151.2302094764807,-9.60945529290855,24.550725810986812,5.255014367249628
2025-11-28 00:00:00,167.44,168.36,166.05,167.83,641500,132.5226587301587,150.89074434814924,69.79913063467167,158.43809523809523,162.02761047261717,150.55598816024877,-2.619871478002969,23.881436233657233,4.675064812384959
2025-11-26 00:00:00,164.2,167.07,163.75,166.62,841633,132.43198412698413,150.19934615827776,68.63155447276803,157.32423809523812,160.75338375266003,149.86053714865827,-2.3759239704328863,23.240952956080143,3.9317940879450943
2025-11-25 00:00:00,162.64,166.42,161.63,164.25,1167634,132.34051587301587,149.52911538922788,66.25908329647967,156.31061904761904,159.49789574684615,149.18628172171398,-10.684391925159971,22.63896643634353,3.5535040453051403
2025-11-24 00:00:00,159.18,161.79,156.91,161.19,1731200,132.26396825396824,148.92826295613514,62.89447147704223,155.50757142857142,158.42403658326168,148.56866236090823,-17.74436090225561,22.045210314414547,3.236806450809191
2025-11-21 00:00:00,153.23,159.43,152.54,158.16,981327,132.1959126984127,148.42778389312025,59.148897405162074,154.98085714285713,157.64673004041066,148.02965984402041,-28.221649484536055,21.67397283822872,3.041597401037816
2025-11-20 00:00:00,156.36,159.73,152.77,153.11,888011,132.12480158730156,148.03055058263536,51.585451184057675,154.71790476190478,157.19329542942208,147.56998461693198,-48.70075440067051,21.427196529089937,3.0393912219390256
2025-11-19 00:00:00,155,156.36,153.36,155.46,873000,132.07551587301586,147.82322611662048,56.071341919076275,154.9245238095238,157.3763110740383,147.25216533861033,-38.8516345347862,21.146130465950556,3.1711661498571786
2025-11-18 00:00:00,153.48,156.76,153.04,154.61,1179112,132.0118253968254,147.511521060156,54.74971411983829,154.87447619047617,157.2410111812678,146.85596223873887,-42.41408214585072,21.060238856210944,3.4918798304065395
2025-11-17 00:00:00,154.99,158.88,154.14,155.07,1079558,131.94515873015874,147.22178722587665,55.590167117469704,154.90161904761902,157.1951761733279,146.47629718379133,-40.486169321039405,20.97091158208175,3.4997864220549237
2025-11-14 00:00:00,151.6,157,151.21,155.41,1058000,131.89289682539683,146.9014520106063,56.182091017373246,154.84309523809523,157.06705709208697,146.0740254779176,-39.06119027661357,20.768274234657664,3.970481677328332
2025-11-13 00:00:00,158,158.85,151.81,154.59,1337196,131.84900793650792,146.55416433756983,55.11167765375737,154.69190476190477,156.8642620083285,145.65233017001373,-42.4979044425817,20.669820771918655,4.708441222952667
2025-11-12 00:00:00,153.7,159.83,153.28,157.85,1640432,131.82206349206348,146.22617104522573,60.57438523047064,154.5619523809524,156.73871727167543,145.24581669944143,-28.834870075440065,20.50934117191017,5.293844987341431
2025-11-11 00:00:00,152.51,154.26,151.98,152.38,905776,131.78515873015874,145.75172904707168,53.37357271456062,154.0653333333333,156.13538390543252,144.73179756189307,-51.76026823134955,20.20003438303177,5.402016729888939
2025-11-10 00:00:00,153,153.9,150.22,152.43,1268424,131.76757936507934,145.48118737552358,53.456443429379426,154.06395238095243,156.20860043268442,144.3713494244215,-51.550712489522176,20.211639437452966,5.541196147944953
2025-11-07 00:00:00,152.4,153.55,150.29,151.94,1086162,131.7750793650793,145.1975623704429,52.78939748845025,154.025,156.2671577227657,144.0011558380205,-53.604358759430006,20.246994021912638,5.73718912011797
2025-11-06 00:00:00,154.88,156.64,151.88,152.92,1304816,131.71043650793646,144.92236083454262,54.23285484512196,153.98171428571428,156.3834061471141,143.6373209880949,-49.29048414023377,20.3058388115632,6.20084951841278
2025-11-05 00:00:00,151.64,154.86,150.03,154.13,1149184,131.63369047619045,144.59592658289128,55.98805748800311,153.82061904761903,156.35993541133573,143.2356705024955,-39.80473150582049,20.220685987694807,6.242446055033236
2025-11-04 00:00:00,152,154.75,151.17,151.62,1311926,131.5524206349206,144.20678072913174,53.06192676767496,153.50819047619052,156.1498579812188,142.78852869120692,-48.32288978990043,20.238534181918098,6.284741422683991
2025-11-03 00:00:00,156.08,156.61,153.14,155.97,1340400,131.4686111111111,143.90420035072896,59.41936329007745,153.39247619047623,156.2464051366679,142.40716370376907,-32.28897899004789,20.153727522545328,6.524340962886598
2025-10-31 00:00:00,156.57,159.85,155.89,156.8,1355913,131.37654761904759,143.41171873239136,60.7080563729577,152.79419047619047,155.73472403778558,141.8860884379979,-28.210601209533912,19.88354026974173,6.65991786736143
2025-10-30 00:00:00,162.67,163.25,158.01,158.18,1269159,131.2906746031746,142.86525827248897,62.81122992526775,152.06109523809525,155.03666882711127,141.32864592244067,-21.935699933020718,19.335879829161414,6.522250282686184
2025-10-29 00:00:00,161.55,164.73,159.4,163.47,1080953,131.20154761904763,142.2401667734069,71.64640335905902,151.1309047619048,154.05705202239494,140.71755238060945,-4.219691895512363,18.54983133987108,6.249373648614716
2025-10-28 00:00:00,158.02,163.1,157.29,161.07,1534563,131.0670634920635,141.37364296823984,69.86038303535244,149.58990476190476,152.22761093152462,139.93387269547628,-7.1909316330145305,17.58660944380627,5.404108136408819
2025-10-27 00:00:00,153.71,158.5,151.64,158.02,1776462,130.94511904761904,140.569710028168,67.44010566074266,148.17442857142856,150.52163788508884,139.20603361954812,-2.031316123571688,16.654751115309075,4.650498763573646
2025-10-24 00:00:00,152.26,153.99,151.85,152.95,1521339,130.82853174603176,139.85745329462384,62.8332399517112,146.9582857142857,149.04310441402444,138.55480390039082,-15.395414131960786,15.898658062854736,4.052054386357616
2025-10-23 00:00:00,148.59,152.08,148.13,150.72,1036041,130.7446031746032,139.3230636331799,60.55373425255887,146.16157142857145,148.09560966569032,138.04267276674426,-25.830603649976645,15.351573482333116,3.8198134443975147
2025-10-22 00:00:00,152.89,154.82,148.42,148.56,1471234,130.67607142857145,138.85788255698318,58.2507057010001,145.50757142857142,147.3435943365443,137.5868479186005,-35.93823116518487,14.893257464532704,3.9725924784704514
2025-10-21 00:00:00,146.11,156.24,146.11,153.82,2894345,130.62849206349208,138.46187776339067,67.1106779500543,145.0012380952381,146.798266026609,137.186381313666,-11.324286382779668,14.387352623283771,4.135453149293315
2025-10-20 00:00:00,147.01,147.32,144.78,146.28,1628100,130.55400793650796,137.83501563128416,58.761711366954536,143.91238095238091,145.45798829776928,136.6186941786592,-15.902293120638072,13.861211588384878,3.5948130688535116
2025-10-17 00:00:00,141.67,144.39,141.45,142.75,1062993,130.48884920634922,137.4903223917447,53.646295776411456,143.5072857142857,145.00624174532447,136.26637844698098,-33.49950149551345,13.882701234226651,3.547544608599024
2025-10-16 00:00:00,146.8,148,140.87,142.65,1126533,130.43214285714285,137.2756416730404,53.49454714682012,143.42180952380951,144.98299156235095,136.01289355180262,-33.998005982053805,14.134097034849313,3.592845494868934
2025-10-15 00:00:00,147.97,148.97,145.04,146.05,781100,130.38265873015874,137.0562801086747,59.6608365678882,143.33247619047617,144.9595963280026,135.75682951391502,-17.04885343968089,14.39554866749688,3.6137938513423804
2025-10-14 00:00:00,143.42,148.54,142.48,146.98,935900,130.3184126984127,136.68918950086552,61.4602376311244,142.8755238095238,144.45291237375673,135.39262085957415,-12.412761714855478,14.257702119569073,3.617864839929761
2025-10-13 00:00:00,144.41,147.12,143.31,145.54,881200,130.24492063492065,136.2691564192682,59.713225201019014,142.29519047619047,143.75325133983847,134.99258044143644,-19.59122632103692,14.145659543637379,3.382305833303665
2025-10-10 00:00:00,147.57,148.37,141.15,141.23,1238928,130.18396825396826,135.8907546404628,53.90611035717927,141.7855238095238,143.16772546712167,134.62746691665907,-41.076769690927264,14.132659493437801,3.7683660583865772
2025-10-09 00:00:00,147.28,149.47,146.56,147.78,1195900,130.12761904761905,135.6728262584409,67.67128332967803,141.63595238095235,143.1044183737217,134.38453912646844,-7.671357240127088,14.11913944123024,4.291346496147797
2025-10-08 00:00:00,143.54,146.75,142.28,146.55,683742,130.05734126984126,135.17865590164257,66.16470116566072,140.79690476190476,142.1197146992244,133.93883777974878,-2.236580516898551,13.539652204331759,4.0311636037253535
2025-10-07 00:00:00,142.63,144.04,141.41,142.73,909062,129.98460317460317,134.71451940783206,60.91145950837835,140.00914285714285,141.19108320102129,133.52087367366482,-21.22266401590462,13.118291659099908,3.8538828147726503
2025-10-06 00:00:00,145.2,145.93,141.49,141.63,1441654,129.9243253968254,134.38735693468234,59.218424243608794,139.5259523809524,140.6823326628795,133.20932230051463,-26.689860834990075,12.876758576878782,4.082345251200587
2025-10-03 00:00:00,144.97,147,144.32,145.09,1286800,129.86865079365077,134.09173885038365,67.79497776932538,139.11376190476193,140.2624532362377,132.92433833798293,-9.493041749502963,12.616786556452631,4.029400203504237
2025-10-02 00:00:00,140.95,145.04,140.77,144.39,1304320,129.80571428571426,133.64283023203197,66.89424340741884,138.32223809523808,139.31192536234025,132.5289871098907,-3.579295154185054,12.027311152203737,3.6451157731956862
2025-10-01 00:00:00,138.99,141.74,138.1,141,1125755,129.73305555555552,133.20417024150265,62.13136175197184,137.53295238095237,138.34980290304796,132.14649436237443,-5.992010652463415,11.549599937656005,3.4182713101800424
2025-09-30 00:00:00,138.09,139.71,137.6,139.43,1199008,129.67345238095234,132.88597310850275,59.633903127656765,137.0121904761905,137.74671265929996,131.85824865048897,-16.44474034620504,11.300795990377074,3.504349583018222
2025-09-29 00:00:00,140.21,140.47,137.82,138.88,1058119,129.61714285714282,132.6188699700743,58.748925622702465,136.59138095238097,137.28959425873035,131.61129383799704,-19.272495213784364,11.208744153481698,3.6565192123110712
2025-09-26 00:00:00,137.07,140.13,136.62,139.63,1455300,129.55547619047616,132.36331364232223,60.42640075489783,136.1850476190476,136.85329323615923,131.37572371956554,-13.25160537069474,11.08888374853436,3.6469826912120085
2025-09-25 00:00:00,135.76,138.25,134.87,136.09,929293,129.49611111111108,132.0667141991517,54.76553381700919,135.66890476190474,136.26092884182452,131.11258605637303,-33.91710449503794,10.991520691536229,3.5132541539148554
2025-09-24 00:00:00,136.51,137.75,136.1,136.37,905446,129.4360714285714,131.9024984521783,55.34702314469595,135.47376190476191,136.08834156676755,130.95068767106775,-32.28254524226502,11.042977417278742,3.5002398489246405
2025-09-23 00:00:00,139.14,139.85,135.57,136.69,1491825,129.37043650793646,131.72015145022638,55.977773211258736,135.22985714285716,135.85251548163455,130.7769037819408,-30.4144775248103,10.97113435139562,3.4919448735625815
2025-09-22 00:00:00,140.8,140.8,136.87,139.07,1859648,129.30456349206347,131.51730048901112,60.75991550423009,134.93923809523812,135.54136336541654,130.58979885433456,-16.520723876240577,10.896417562877172,3.42980943348169
2025-09-19 00:00:00,140.68,141.09,138.39,139.27,2810467,129.20952380952377,131.209027039583,61.167668498006265,134.39152380952382,134.86300113337472,130.32700482241543,-15.353181552831256,10.689098024336516,3.198810560192647
2025-09-18 00:00:00,136.16,141.25,135.25,139.84,1515395,129.11119047619044,130.88000773507616,62.273641267819826,133.7604285714286,134.0802685417865,130.0527401341056,-12.02568593111501,10.318580038665903,3.2957992581466455
2025-09-17 00:00:00,139.5,140.99,135.91,136.85,1546941,128.9967857142857,130.5142937650793,58.630146597770185,133.0065238095238,133.13191290007018,129.75563478996162,-24.975272007913016,9.933241333568466,3.215968594374015
2025-09-16 00:00:00,138.35,141.9,135.43,139.67,2346379,128.90150793650793,130.25569351059272,64.04724791194216,132.49628571428573,132.4925580566818,129.54258356324198,-10.131758291685678,9.4673548364873,3.1030579675539385
2025-09-15 00:00:00,130.75,132.21,129.41,131.58,1083531,128.7859126984127,129.87143610286182,52.309220157723345,131.65195238095237,131.39373494523946,129.24011892592083,-29.365558912386625,8.982832879522883,2.714823152619705
2025-09-12 00:00:00,133.63,133.98,130.58,130.65,718900,128.69273809523807,129.8016988009378,50.587142611841095,131.55352380952382,131.29334974919064,129.17540160125884,-34.98489425981869,9.18751690462683,2.869638086937095
2025-09-11 00:00:00,132.72,136.44,132.02,133.99,1324735,128.60579365079363,129.76707426220057,57.51281129951702,131.52857142857144,131.3082801030555,129.13735037248503,-14.80362537764344,9.288493082034536,2.946071282233339
2025-09-10 00:00:00,130.19,133.43,129.93,132.72,890572,128.51353174603176,129.594709946372,55.35472067588757,131.16290476190477,130.86152023343828,128.997760948314,-20.851326341764324,9.253044510805951,2.835507846929714
2025-09-09 00:00:00,134.73,135.48,129.97,130.29,1327972,128.42734126984126,129.46714708704025,50.92596950688652,130.88428571428568,130.54106563696277,128.89358897959056,-35.84207279457128,9.470774015745677,2.935746029546832
2025-09-08 00:00:00,134.48,135.56,132.69,134.54,1385237,128.3520634920635,129.43356125385822,60.705868928692965,130.79957142857143,130.52042220086193,128.86052973748247,-9.62368908081433,9.693449608266953,3.3432969880045045
2025-09-05 00:00:00,131.7,136.1,131.43,134.63,1290330,128.2670634920635,129.2251351825871,60.9359801406858,130.2552380952381,129.9095303686427,128.69861173191214,-9.068476249228867,9.663249020250058,3.4000992264932495
2025-09-04 00:00:00,129.43,130.94,127.44,130.86,947010,128.1850396825397,129.00452845534576,54.180219357777005,129.64252380952382,129.22108188798012,128.53067335610726,-23.872310895211623,9.63184040871249,3.4296155396778807
2025-09-03 00:00:00,129,129.85,126.88,129.59,1149362,128.14,128.9287949229109,51.5597352736272,129.3477619047619,128.980126694795,128.47298557225565,-32.685634975711345,9.99017656506405,3.605733628542186
2025-09-02 00:00:00,129.14,130.03,127.43,129.02,1302200,128.09718253968254,128.90180696058073,50.376970876477145,129.14509523809525,128.8889038084334,128.45239810686738,-36.64122137404578,10.258633524343415,3.6932013213471038
2025-08-29 00:00:00,131.44,132.71,130.54,130.92,815100,128.05357142857142,128.89698275489016,54.49554408577329,128.9602380952381,128.86661985001822,128.44855431219062,-23.45593337959765,10.587023397486051,3.9029987189339423
2025-08-28 00:00:00,133.16,133.16,130.29,131.57,727504,128.01583333333335,128.8144106224367,55.94858869709322,128.55371428571428,128.57981680193603,128.38731904232787,-18.94517696044425,10.801466453270391,3.92704886014931
2025-08-27 00:00:00,131.17,133.07,130.95,132.7,568002,127.98075396825396,128.7019375866178,58.46507681015351,128.06619047619049,128.17356591440364,128.3052266748452,-11.103400416377665,11.024487231286106,3.7700396549638566
2025-08-26 00:00:00,132.51,133.51,131.15,131.73,1405760,127.9338492063492,128.53875136566342,56.92059037730773,127.44604761904759,127.5696403893428,128.1873890022248,-19.83750846310093,11.194186105669521,3.498813048735243
