date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,paymentDate,declarationDate,adjDividend,recordDate
2025-03-14,100.41,100.94,99.67,100.62,99.25,1613000,1613000,0.21,0.20914,100.41,"March 14, 25",0.0020914,,,,,
2025-03-13,99.66,100.74,99.34,99.61,98.26,2075318,2075318,-0.05,-0.05017058,99.8375,"March 13, 25",-0.0005017058,,,,,
2025-03-12,100.89,101.47,99.46,99.91,98.55,2619740,2619740,-0.98,-0.97135,100.4325,"March 12, 25",-0.0097135,,,,,
2025-03-11,103.57,103.86,100.78,101.15,99.78,2491800,2491800,-2.42,-2.34,102.34,"March 11, 25",-0.0234,,,,,
2025-03-10,104.27,106.83,103.72,103.92,102.51,2896531,2896531,-0.35,-0.33567,104.685,"March 10, 25",-0.0033567,,,,,
2025-03-07,102.02,104.53,101.63,104.01,102.6,3914600,3914600,1.99,1.95,103.0475,"March 07, 25",0.0195,,,,,
2025-03-06,101,102.68,100.1,102.57,101.18,2251663,2251663,1.57,1.55,101.5875,"March 06, 25",0.0155,,,,,
2025-03-05,99.95,101.64,99.95,101.36,99.98,2748800,2748800,1.41,1.41,100.725,"March 05, 25",0.0141,,,,,
2025-03-04,100.01,101.95,99.46,99.61,98.26,3177100,3177100,-0.4,-0.39996,100.2575,"March 04, 25",-0.0039996,,,,,
2025-03-03,100.2,102,100.14,100.73,99.36,2919100,2919100,0.53,0.52894,100.7675,"March 03, 25",0.0052894,,,,,
2025-02-28,98.59,100.08,98.44,99.78,98.42,3727300,3727300,1.19,1.21,99.2225,"February 28, 25",0.0121,,,,,
2025-02-27,98.43,99.54,98,98.09,96.76,1920300,1920300,-0.34,-0.34542,98.515,"February 27, 25",-0.0034542,,,,,
2025-02-26,100.25,100.25,97.67,98.73,97.39,2457300,2457300,-1.52,-1.52,99.225,"February 26, 25",-0.0152,,,,,
2025-02-25,99.12,101.1,98.75,100.05,98.69,4859700,4859700,0.93,0.93826,99.755,"February 25, 25",0.0093826,,,,,
2025-02-24,98.37,99.69,98.17,98.68,97.34,2247467,2247467,0.31,0.31514,98.7275,"February 24, 25",0.0031514,,,,,
2025-02-21,98.8,99.75,97.94,98.37,97.03,2744956,2744956,-0.43,-0.43522,98.715,"February 21, 25",-0.0043522,,,,,
2025-02-20,98.19,99.19,97.85,99.03,97.68,1757205,1757205,0.84,0.85548,98.565,"February 20, 25",0.0085548,,,,,
2025-02-19,97.21,98.34,96.98,98.3,96.96,1767918,1767918,1.09,1.12,97.7075,"February 19, 25",0.0112,,,,,
2025-02-18,96.93,97.66,96.68,97.61,96.28,1647000,1647000,0.68,0.70154,97.22,"February 18, 25",0.0070154,,,,,
2025-02-14,97.97,98.05,96.58,96.74,95.43,2267827,2267827,-1.23,-1.26,97.335,"February 14, 25",-0.0126,0.39,2025-03-07,2025-01-30,0.39,2025-02-14
2025-02-13,97.26,98.23,96.76,98.02,96.3,2142500,2142500,0.76,0.78141,97.5675,"February 13, 25",0.0078141,,,,,
2025-02-12,95.86,96.83,95.5,96.74,95.04,2178417,2178417,0.88,0.91801,96.2325,"February 12, 25",0.0091801,,,,,
2025-02-11,95.83,96.97,95.63,96.68,94.98,1710400,1710400,0.85,0.88699,96.2775,"February 11, 25",0.0088699,,,,,
2025-02-10,95.67,96.1,95.2,96.06,94.37,1870343,1870343,0.39,0.40765,95.7575,"February 10, 25",0.0040765,,,,,
2025-02-07,96.37,96.39,94.53,94.83,93.17,2284306,2284306,-1.54,-1.6,95.53,"February 07, 25",-0.016,,,,,
2025-02-06,94.99,96.06,94.88,96.05,94.36,1756324,1756324,1.06,1.12,95.495,"February 06, 25",0.0112,,,,,
2025-02-05,94.08,94.88,93.47,94.55,92.89,1421101,1421101,0.47,0.49957,94.245,"February 05, 25",0.0049957,,,,,
2025-02-04,94.93,95.03,93.9,94.43,92.77,1575137,1575137,-0.5,-0.5267,94.5725,"February 04, 25",-0.005267,,,,,
2025-02-03,93.99,95.07,92.88,94.55,92.89,2002100,2002100,0.56,0.59581,94.1225,"February 03, 25",0.0059581,,,,,
2025-01-31,94.84,95.88,94.69,95.42,93.75,1790411,1790411,0.58,0.61156,95.2075,"January 31, 25",0.0061156,,,,,
2025-01-30,96.93,97,94.64,95.36,93.69,2499653,2499653,-1.57,-1.62,95.9825,"January 30, 25",-0.0162,,,,,
2025-01-29,94.07,96.88,91.93,94.65,92.99,3861000,3861000,0.58,0.61656,94.3825,"January 29, 25",0.0061656,,,,,
2025-01-28,97.21,97.61,95.46,95.87,94.19,3229330,3229330,-1.34,-1.38,96.5375,"January 28, 25",-0.0138,,,,,
2025-01-27,96.83,97.95,96,97.74,96.02,2136978,2136978,0.91,0.93979,97.13,"January 27, 25",0.0093979,,,,,
2025-01-24,96.2,96.94,96.05,96.67,94.97,1557500,1557500,0.47,0.48857,96.465,"January 24, 25",0.0048857,,,,,
2025-01-23,95.5,96.78,95.28,96.2,94.51,2471505,2471505,0.7,0.73298,95.94,"January 23, 25",0.0073298,,,,,
2025-01-22,95.19,96.1,94.27,95.39,93.72,1927900,1927900,0.2,0.21011,95.2375,"January 22, 25",0.0021011,,,,,
2025-01-21,94.78,95.74,94.62,95.5,93.82,2041000,2041000,0.72,0.75965,95.16,"January 21, 25",0.0075965,,,,,
2025-01-17,93.99,94.99,93.66,94.77,93.11,1869845,1869845,0.78,0.82988,94.3525,"January 17, 25",0.0082988,,,,,
2025-01-16,92.72,93.4,92.06,93.2,91.56,1425170,1425170,0.48,0.51769,92.845,"January 16, 25",0.0051769,,,,,
2025-01-15,92.7,93.41,92.07,92.25,90.63,1773000,1773000,-0.45,-0.48544,92.6075,"January 15, 25",-0.0048544,,,,,
2025-01-14,91.62,91.96,90.87,91.78,90.17,1856681,1856681,0.16,0.17463,91.5575,"January 14, 25",0.0017463,,,,,
2025-01-13,90.48,91.19,90.12,91.16,89.56,2870700,2870700,0.68,0.75155,90.7375,"January 13, 25",0.0075155,,,,,
2025-01-10,90.66,91.56,90.52,90.77,89.18,2227635,2227635,0.11,0.12133,90.8775,"January 10, 25",0.0012133,,,,,
2025-01-08,91.5,91.91,90.37,91.79,90.18,2814117,2814117,0.29,0.31694,91.3925,"January 08, 25",0.0031694,,,,,
2025-01-07,92.07,93.22,91.85,92.12,90.5,2160300,2160300,0.05,0.05430651,92.315,"January 07, 25",0.0005430651,,,,,
2025-01-06,92.87,93.41,92.15,92.29,90.67,2037745,2037745,-0.58,-0.62453,92.68,"January 06, 25",-0.0062453,,,,,
2025-01-03,92.27,93.27,92.18,92.89,91.26,1284700,1284700,0.62,0.67194,92.6525,"January 03, 25",0.0067194,,,,,
2025-01-02,93.39,93.67,92.08,92.24,90.62,1278425,1278425,-1.15,-1.23,92.845,"January 02, 25",-0.0123,,,,,
2024-12-31,92.8,93.16,92.13,92.61,90.98,865129,865129,-0.19,-0.20474,92.675,"December 31, 24",-0.0020474,,,,,
2024-12-30,92.9,93.25,91.95,92.57,90.95,1957441,1957441,-0.33,-0.35522,92.6675,"December 30, 24",-0.0035522,,,,,
2024-12-27,93.66,94.37,93.18,93.52,91.88,789735,789735,-0.14,-0.14948,93.6825,"December 27, 24",-0.0014948,,,,,
2024-12-26,93.53,94.35,93.44,94.15,92.5,605100,605100,0.62,0.66289,93.8675,"December 26, 24",0.0066289,,,,,
2024-12-24,93.34,94.1,92.88,94,92.35,442926,442926,0.66,0.70709,93.58,"December 24, 24",0.0070709,,,,,
2024-12-23,93.16,93.61,92.84,93.51,91.87,1220121,1220121,0.35,0.3757,93.28,"December 23, 24",0.003757,,,,,
2024-12-20,92.97,94.06,92.68,93.56,91.92,4294200,4294200,0.59,0.63461,93.3175,"December 20, 24",0.0063461,,,,,
2024-12-19,93.89,95.03,92.77,92.87,91.24,2299509,2299509,-1.02,-1.09,93.64,"December 19, 24",-0.0109,,,,,
2024-12-18,96.14,96.92,93.81,93.85,92.2,2215325,2215325,-2.29,-2.38,95.18,"December 18, 24",-0.0238,,,,,
2024-12-17,95.95,97.18,95.5,96.34,94.65,1851307,1851307,0.39,0.40646,96.2425,"December 17, 24",0.0040646,,,,,
2024-12-16,98.02,98.09,96.05,96.19,94.5,2225947,2225947,-1.83,-1.87,97.0875,"December 16, 24",-0.0187,,,,,
2024-12-13,98.08,98.53,97.34,97.79,96.07,1471427,1471427,-0.29,-0.29568,97.935,"December 13, 24",-0.0029568,,,,,
2024-12-12,98.11,98.49,97.25,98.27,96.55,1780139,1780139,0.16,0.16308,98.03,"December 12, 24",0.0016308,,,,,
2024-12-11,100.16,100.83,98.81,98.99,97.25,1587200,1587200,-1.17,-1.17,99.6975,"December 11, 24",-0.0117,,,,,
2024-12-10,100.03,100.8,98.84,100.06,98.3,1915000,1915000,0.03,0.029991,99.9325,"December 10, 24",0.00029991,,,,,
2024-12-09,100.51,101.62,100.28,100.87,99.1,1864521,1864521,0.36,0.35817,100.82,"December 09, 24",0.0035817,,,,,
2024-12-06,99.83,100.44,99.31,99.8,98.05,1475700,1475700,-0.03,-0.03005109,99.845,"December 06, 24",-0.0003005109,,,,,
2024-12-05,99.75,100.58,99,99.12,97.38,1989342,1989342,-0.63,-0.63158,99.6125,"December 05, 24",-0.0063158,,,,,
2024-12-04,101.02,101.45,100.33,101.13,99.36,1210104,1210104,0.11,0.10889,100.9825,"December 04, 24",0.0010889,,,,,
2024-12-03,101.97,102.12,100.57,101.06,99.29,1352206,1352206,-0.91,-0.89242,101.43,"December 03, 24",-0.0089242,,,,,
2024-12-02,103.01,103.23,101.31,101.8,100.01,1444500,1444500,-1.21,-1.17,102.3375,"December 02, 24",-0.0117,,,,,
2024-11-29,102.29,103.21,101.97,102.98,101.17,1060619,1060619,0.69,0.67455,102.6125,"November 29, 24",0.0067455,,,,,
2024-11-27,102.08,103.01,101.71,102.52,100.72,1373400,1373400,0.44,0.43103,102.33,"November 27, 24",0.0043103,,,,,
2024-11-26,102.2,102.43,101.44,101.97,100.18,1179921,1179921,-0.23,-0.22505,102.01,"November 26, 24",-0.0022505,,,,,
2024-11-25,101.74,102.85,101.7,102.46,100.66,2312001,2312001,0.72,0.70769,102.1875,"November 25, 24",0.0070769,,,,,
2024-11-22,99.94,101.81,99.91,101.2,99.42,1820000,1820000,1.26,1.26,100.715,"November 22, 24",0.0126,,,,,
2024-11-21,99.88,100.54,99.15,99.95,98.2,2564191,2564191,0.07,0.0700841,99.88,"November 21, 24",0.000700841,,,,,
2024-11-20,100.47,100.73,98.73,99.69,97.94,1881900,1881900,-0.78,-0.77635,99.905,"November 20, 24",-0.0077635,,,,,
2024-11-19,100.2,101.18,99.77,100.28,98.52,1755100,1755100,0.08,0.07984032,100.3575,"November 19, 24",0.0007984032,,,,,
2024-11-18,98.69,101.02,98.69,100.77,99,1854903,1854903,2.08,2.11,99.7925,"November 18, 24",0.0211,,,,,
2024-11-15,99.36,100.22,98.67,99.1,97.36,1855225,1855225,-0.26,-0.26167,99.3375,"November 15, 24",-0.0026167,0.39,2024-12-06,2024-10-31,0.39,2024-11-15
2024-11-14,100.25,100.79,99.7,99.72,97.59,1980745,1980745,-0.53,-0.52868,100.115,"November 14, 24",-0.0052868,,,,,
2024-11-13,99.55,100.82,99.34,100.39,98.25,2324300,2324300,0.84,0.8438,100.025,"November 13, 24",0.008438,,,,,
2024-11-12,101.5,101.72,99.6,99.73,97.6,2451400,2451400,-1.77,-1.74,100.6375,"November 12, 24",-0.0174,,,,,
2024-11-11,100.46,101.81,100.46,101.52,99.35,1612610,1612610,1.06,1.06,101.0625,"November 11, 24",0.0106,,,,,
2024-11-08,100.4,101.71,99.93,100.03,97.89,2689000,2689000,-0.37,-0.36853,100.5175,"November 08, 24",-0.0036853,,,,,
2024-11-07,101.1,102.02,100.8,100.94,98.78,1662269,1662269,-0.16,-0.15826,101.215,"November 07, 24",-0.0015826,,,,,
2024-11-06,102.62,102.62,98.71,100.56,98.41,2935000,2935000,-2.06,-2.01,101.1275,"November 06, 24",-0.0201,,,,,
2024-11-05,99.43,100.93,99.28,100.16,98.02,1622738,1622738,0.73,0.73418,99.95,"November 05, 24",0.0073418,,,,,
2024-11-04,99.75,100.32,99.14,99.44,97.32,1613690,1613690,-0.31,-0.31078,99.6625,"November 04, 24",-0.0031078,,,,,
2024-11-01,98.5,100.24,98.44,99.44,97.32,3060600,3060600,0.94,0.95431,99.155,"November 01, 24",0.0095431,,,,,
2024-10-31,97.3,99.69,97.28,98.2,96.1,2425500,2425500,0.9,0.92497,98.1175,"October 31, 24",0.0092497,,,,,
2024-10-30,97.16,99.71,96.15,98.28,96.18,3765340,3765340,1.12,1.15,97.825,"October 30, 24",0.0115,,,,,
2024-10-29,100.86,102,100.63,101.37,99.2,2162900,2162900,0.51,0.50565,101.215,"October 29, 24",0.0050565,,,,,
2024-10-28,102.03,102.51,101.1,101.45,99.28,1492600,1492600,-0.58,-0.56846,101.7725,"October 28, 24",-0.0056846,,,,,
2024-10-25,102.99,103.01,101.13,101.26,99.1,1505400,1505400,-1.73,-1.68,102.0975,"October 25, 24",-0.0168,,,,,
2024-10-24,102.53,103.27,101.82,102.49,100.3,1430500,1430500,-0.04,-0.03901297,102.5275,"October 24, 24",-0.0003901297,,,,,
2024-10-23,102.78,103.35,102.25,102.86,100.66,1722019,1722019,0.08,0.07783615,102.81,"October 23, 24",0.0007783615,,,,,
2024-10-22,105.21,105.21,102.91,102.96,100.76,2339937,2339937,-2.25,-2.14,104.0725,"October 22, 24",-0.0214,,,,,
2024-10-21,105.55,106.25,104.98,105.52,103.27,1091000,1091000,-0.03,-0.02842255,105.575,"October 21, 24",-0.0002842255,,,,,
2024-10-18,105.85,106.14,105.25,106.01,103.75,1135200,1135200,0.16,0.15116,105.8125,"October 18, 24",0.0015116,,,,,
2024-10-17,105.57,106.33,104.94,105.21,102.96,1657100,1657100,-0.36,-0.34101,105.5125,"October 17, 24",-0.0034101,,,,,
2024-10-16,104.16,105.48,104,105.13,102.88,2132700,2132700,0.97,0.93126,104.6925,"October 16, 24",0.0093126,,,,,
2024-10-15,105.79,106,104.43,104.48,102.25,2350494,2350494,-1.31,-1.24,105.175,"October 15, 24",-0.0124,,,,,
2024-10-14,103.8,106.1,103.35,105.32,103.07,2794614,2794614,1.52,1.46,104.6425,"October 14, 24",0.0146,,,,,
2024-10-11,103.26,105.37,103.26,104.03,101.81,2408400,2408400,0.77,0.74569,103.98,"October 11, 24",0.0074569,,,,,
2024-10-10,102.49,103.23,101.68,102.98,100.78,1817900,1817900,0.49,0.4781,102.595,"October 10, 24",0.004781,,,,,
2024-10-09,101.12,103.04,100.88,102.9,100.7,1591807,1591807,1.78,1.76,101.985,"October 09, 24",0.0176,,,,,
2024-10-08,102.68,103.9,100.44,101.15,98.99,2269160,2269160,-1.53,-1.49,102.0425,"October 08, 24",-0.0149,,,,,
2024-10-07,104.09,104.97,103.51,104.02,101.8,1451905,1451905,-0.07,-0.0672495,104.1475,"October 07, 24",-0.000672495,,,,,
2024-10-04,105.14,105.16,103.52,104.56,102.33,1506000,1506000,-0.58,-0.55165,104.595,"October 04, 24",-0.0055165,,,,,
2024-10-03,104.63,105.39,103.91,104.3,102.07,2843647,2843647,-0.33,-0.3154,104.5575,"October 03, 24",-0.003154,,,,,
2024-10-02,103.49,105.1,102.76,104.81,102.57,2778400,2778400,1.32,1.28,104.04,"October 02, 24",0.0128,,,,,
2024-10-01,104.09,104.09,102.01,103.77,101.55,2712197,2712197,-0.32,-0.30743,103.49,"October 01, 24",-0.0030743,,,,,
2024-09-30,104.44,104.69,103.23,103.94,101.72,3276300,3276300,-0.5,-0.47874,104.075,"September 30, 24",-0.0047874,,,,,
2024-09-27,104,105.24,103.64,104.43,102.2,3657107,3657107,0.43,0.41346,104.3275,"September 27, 24",0.0041346,,,,,
2024-09-26,101.5,103.98,101.27,103.38,101.17,3515300,3515300,1.88,1.85,102.5325,"September 26, 24",0.0185,,,,,
2024-09-25,99.1,99.93,98.57,99.54,97.41,1982618,1982618,0.44,0.444,99.285,"September 25, 24",0.00444,,,,,
2024-09-24,97.72,99.76,97.72,98.93,96.82,3969505,3969505,1.21,1.24,98.5325,"September 24, 24",0.0124,,,,,
2024-09-23,95.57,96.9,95.28,96.25,94.19,2607750,2607750,0.68,0.71152,96,"September 23, 24",0.0071152,,,,,
2024-09-20,95.76,96.17,95.05,95.52,93.48,7946633,7946633,-0.24,-0.25063,95.625,"September 20, 24",-0.0025063,,,,,
2024-09-19,95.18,96.46,94.38,96.38,94.32,2244814,2244814,1.2,1.26,95.6,"September 19, 24",0.0126,,,,,
2024-09-18,96.5,96.5,93.84,93.99,91.98,2484941,2484941,-2.51,-2.6,95.2075,"September 18, 24",-0.026,,,,,
2024-09-17,94.85,96.31,94.85,96.09,94.04,1901200,1901200,1.24,1.31,95.525,"September 17, 24",0.0131,,,,,
2024-09-16,94.68,95.48,94.27,94.81,92.78,1829009,1829009,0.13,0.1373,94.81,"September 16, 24",0.001373,,,,,
2024-09-13,93.07,94.44,92.73,94.18,92.17,1306700,1306700,1.11,1.19,93.605,"September 13, 24",0.0119,,,,,
2024-09-12,92.51,92.8,91.35,92.72,90.74,1763847,1763847,0.21,0.227,92.345,"September 12, 24",0.00227,,,,,
2024-09-11,92.11,92.81,90.34,92.49,90.51,1486900,1486900,0.38,0.41255,91.9375,"September 11, 24",0.0041255,,,,,
2024-09-10,92.08,92.5,91.69,92.15,90.18,1326397,1326397,0.07,0.07602085,92.105,"September 10, 24",0.0007602085,,,,,
2024-09-09,92.11,92.54,91.36,91.68,89.72,2121000,2121000,-0.43,-0.46683,91.9225,"September 09, 24",-0.0046683,,,,,
2024-09-06,92.28,93.31,91.18,91.43,89.48,1861600,1861600,-0.85,-0.92111,92.05,"September 06, 24",-0.0092111,,,,,
2024-09-05,94.16,94.36,91.87,92.43,90.46,1153017,1153017,-1.73,-1.84,93.205,"September 05, 24",-0.0184,,,,,
2024-09-04,94.95,95.68,93.73,94.26,92.25,1443222,1443222,-0.69,-0.7267,94.655,"September 04, 24",-0.007267,,,,,
2024-09-03,93.98,95.27,93.31,95.03,93,2363231,2363231,1.05,1.12,94.3975,"September 03, 24",0.0112,,,,,
2024-08-30,94.05,94.7,93.37,94.69,92.67,1765430,1765430,0.64,0.68049,94.2025,"August 30, 24",0.0068049,,,,,
2024-08-29,94,94.78,93.25,93.83,91.83,1194900,1194900,-0.17,-0.18085,93.965,"August 29, 24",-0.0018085,,,,,
2024-08-28,93.22,93.86,92.92,93.41,91.41,978500,978500,0.19,0.20382,93.3525,"August 28, 24",0.0020382,,,,,
2024-08-27,93.42,93.74,93.01,93.13,91.14,1301410,1301410,-0.29,-0.31043,93.325,"August 27, 24",-0.0031043,,,,,
2024-08-26,94.53,94.72,93.3,93.65,91.65,1085700,1085700,-0.88,-0.93092,94.05,"August 26, 24",-0.0093092,,,,,
2024-08-23,94.17,94.78,93.74,94.2,92.19,1063314,1063314,0.03,0.03185728,94.2225,"August 23, 24",0.0003185728,,,,,
2024-08-22,94.1,94.27,93.41,93.72,91.72,974700,974700,-0.38,-0.40383,93.875,"August 22, 24",-0.0040383,,,,,
2024-08-21,93.14,93.99,92.89,93.96,91.95,1360900,1360900,0.82,0.8804,93.495,"August 21, 24",0.008804,,,,,
2024-08-20,92.66,93.07,91.9,92.75,90.77,1521800,1521800,0.09,0.09712929,92.595,"August 20, 24",0.0009712929,,,,,
2024-08-19,92.2,92.67,91.89,92.66,90.68,2293949,2293949,0.46,0.49892,92.355,"August 19, 24",0.0049892,,,,,
2024-08-16,92.43,93.25,91.92,92.12,90.15,1675000,1675000,-0.31,-0.33539,92.43,"August 16, 24",-0.0033539,0.39,2024-09-06,2024-07-25,0.39,2024-08-16
2024-08-15,93.01,93.52,92.14,93.21,90.84,2539600,2539600,0.2,0.21503,92.97,"August 15, 24",0.0021503,,,,,
2024-08-14,92.35,93.09,91.96,92.11,89.77,1830212,1830212,-0.24,-0.25988,92.3775,"August 14, 24",-0.0025988,,,,,
2024-08-13,92.65,93.37,91.55,92.42,90.07,1722600,1722600,-0.23,-0.24825,92.4975,"August 13, 24",-0.0024825,,,,,
2024-08-12,93.44,93.48,92.15,92.29,89.94,1499037,1499037,-1.15,-1.23,92.84,"August 12, 24",-0.0123,,,,,
2024-08-09,92.53,93.53,91.91,93.4,91.02,1554300,1554300,0.87,0.94024,92.8425,"August 09, 24",0.0094024,,,,,
2024-08-08,93.18,93.35,92.22,92.63,90.27,2477800,2477800,-0.55,-0.59026,92.845,"August 08, 24",-0.0059026,,,,,
2024-08-07,94.21,95.19,92.34,92.47,90.12,2143600,2143600,-1.74,-1.85,93.5525,"August 07, 24",-0.0185,,,,,
2024-08-06,93.76,95.13,93.21,93.39,91.02,3123200,3123200,-0.37,-0.39462,93.8725,"August 06, 24",-0.0039462,,,,,
2024-08-05,92.84,95.04,92.54,93.42,91.04,3733302,3733302,0.58,0.62473,93.46,"August 05, 24",0.0062473,,,,,
2024-08-02,93.61,94.67,92.6,94.29,91.89,3107146,3107146,0.68,0.72642,93.7925,"August 02, 24",0.0072642,,,,,
2024-08-01,94.5,94.93,93.35,94.3,91.9,2687938,2687938,-0.2,-0.21164,94.27,"August 01, 24",-0.0021164,,,,,
2024-07-31,94.61,95.4,94.19,94.5,92.1,2060800,2060800,-0.11,-0.11627,94.675,"July 31, 24",-0.0011627,,,,,
2024-07-30,93.49,94.39,92.96,93.82,91.43,2026300,2026300,0.33,0.35298,93.665,"July 30, 24",0.0035298,,,,,
2024-07-29,93.41,93.99,92.71,93.03,90.66,1466500,1466500,-0.38,-0.40681,93.285,"July 29, 24",-0.0040681,,,,,
2024-07-26,93.9,94.01,91.79,93.48,91.1,2466100,2466100,-0.42,-0.44728,93.295,"July 26, 24",-0.0044728,,,,,
2024-07-25,91.5,94.99,90.81,93.03,90.66,4281249,4281249,1.53,1.67,92.5825,"July 25, 24",0.0167,,,,,
2024-07-24,90.21,93.6,90.21,91.43,89.1,5838228,5838228,1.23,1.35,91.3625,"July 24, 24",0.0135,,,,,
2024-07-23,99.27,99.73,98.24,98.38,95.88,2340728,2340728,-0.89,-0.89654,98.905,"July 23, 24",-0.0089654,,,,,
2024-07-22,98.77,99.51,97.32,99.47,96.94,1739600,1739600,0.7,0.70872,98.7675,"July 22, 24",0.0070872,,,,,
2024-07-19,98.97,99.1,97.45,97.73,95.24,2410630,2410630,-1.24,-1.25,98.3125,"July 19, 24",-0.0125,,,,,
2024-07-18,98.19,100.28,98.19,98.71,96.2,2870941,2870941,0.52,0.52959,98.8425,"July 18, 24",0.0052959,,,,,
2024-07-17,99.36,100.49,98.81,98.93,96.41,1881100,1881100,-0.43,-0.43277,99.3975,"July 17, 24",-0.0043277,,,,,
2024-07-16,99.56,100.16,98.58,99.62,97.09,2564405,2564405,0.06,0.06026517,99.48,"July 16, 24",0.0006026517,,,,,
2024-07-15,100.25,100.51,99.28,99.44,96.91,2214339,2214339,-0.81,-0.80798,99.87,"July 15, 24",-0.0080798,,,,,
2024-07-12,100,100.83,99.69,100.21,97.66,1393907,1393907,0.21,0.21,100.1825,"July 12, 24",0.0021,,,,,
2024-07-11,97.32,99.78,96.97,99.24,96.72,2191754,2191754,1.92,1.97,98.3275,"July 11, 24",0.0197,,,,,
2024-07-10,96.2,96.99,95.9,96.87,94.41,1860100,1860100,0.67,0.69647,96.49,"July 10, 24",0.0069647,,,,,
2024-07-09,97.11,97.46,96.23,96.31,93.86,2927036,2927036,-0.8,-0.82381,96.7775,"July 09, 24",-0.0082381,,,,,
2024-07-08,97.34,97.99,96.99,97.4,94.92,1822600,1822600,0.06,0.06163961,97.43,"July 08, 24",0.0006163961,,,,,
2024-07-05,96.31,96.88,95.62,96.88,94.42,1640000,1640000,0.57,0.59184,96.4225,"July 05, 24",0.0059184,,,,,
2024-07-03,96.36,97.19,96.22,96.51,94.06,1317741,1317741,0.15,0.15567,96.57,"July 03, 24",0.0015567,,,,,
2024-07-02,94.8,96.23,94.74,95.95,93.51,1793143,1793143,1.15,1.21,95.43,"July 02, 24",0.0121,,,,,
2024-07-01,96.61,96.74,94.78,94.95,92.54,2967400,2967400,-1.66,-1.72,95.77,"July 01, 24",-0.0172,,,,,
2024-06-28,96.56,97.14,95.38,96.26,93.81,4754345,4754345,-0.3,-0.31069,96.335,"June 28, 24",-0.0031069,,,,,
2024-06-27,95.59,96.33,95.2,96,93.56,1391011,1391011,0.41,0.42892,95.78,"June 27, 24",0.0042892,,,,,
2024-06-26,95.01,96.05,94.65,95.75,93.32,2094524,2094524,0.74,0.77887,95.365,"June 26, 24",0.0077887,,,,,
2024-06-25,96.8,96.97,95.22,95.66,93.23,1916223,1916223,-1.14,-1.18,96.1625,"June 25, 24",-0.0118,,,,,
2024-06-24,96.25,97.3,95.85,96.87,94.41,1355202,1355202,0.62,0.64416,96.5675,"June 24, 24",0.0064416,,,,,
2024-06-21,96.65,96.68,95.56,95.92,93.48,2547640,2547640,-0.73,-0.7553,96.2025,"June 21, 24",-0.007553,,,,,
2024-06-20,96.14,97.17,95.81,96.6,94.14,1557500,1557500,0.46,0.47847,96.43,"June 20, 24",0.0047847,,,,,
2024-06-18,96.84,97.49,94.63,96.5,94.05,2647300,2647300,-0.34,-0.35109,96.365,"June 18, 24",-0.0035109,,,,,
2024-06-17,97.1,98.12,96.71,97.47,94.99,1590900,1590900,0.37,0.38105,97.35,"June 17, 24",0.0038105,,,,,
2024-06-14,96.39,97.22,95.77,97.13,94.66,1774300,1774300,0.74,0.76771,96.6275,"June 14, 24",0.0076771,,,,,
2024-06-13,97.15,97.59,96.23,97.44,94.96,1307632,1307632,0.29,0.29851,97.1025,"June 13, 24",0.0029851,,,,,
2024-06-12,97.55,97.99,96.68,97.45,94.97,1617000,1617000,-0.1,-0.10251,97.4175,"June 12, 24",-0.0010251,,,,,
2024-06-11,97.44,97.48,95.97,96.5,94.05,2041200,2041200,-0.94,-0.9647,96.8475,"June 11, 24",-0.009647,,,,,
2024-06-10,98.57,98.86,97.56,97.75,95.26,2339900,2339900,-0.82,-0.8319,98.185,"June 10, 24",-0.008319,,,,,
2024-06-07,99.18,100.03,98.55,98.66,96.15,1916200,1916200,-0.52,-0.5243,99.105,"June 07, 24",-0.005243,,,,,
2024-06-06,100.84,100.84,99.08,99.41,96.88,1508218,1508218,-1.43,-1.42,100.0425,"June 06, 24",-0.0142,,,,,
2024-06-05,99.52,100.79,99.16,100.78,98.22,1740749,1740749,1.26,1.27,100.0625,"June 05, 24",0.0127,,,,,
2024-06-04,98.49,99.49,98.35,99.21,96.69,2059608,2059608,0.72,0.73104,98.885,"June 04, 24",0.0073104,,,,,
2024-06-03,99.08,99.24,97.43,98.83,96.32,2469145,2469145,-0.25,-0.25232,98.645,"June 03, 24",-0.0025232,,,,,
2024-05-31,96.91,99.46,96.63,99.2,96.68,7140302,7140302,2.29,2.36,98.05,"May 31, 24",0.0236,,,,,
2024-05-30,94.89,96.55,94.78,96.39,93.94,2657056,2657056,1.5,1.58,95.6525,"May 30, 24",0.0158,,,,,
2024-05-29,94.39,95.32,94.19,94.79,92.38,1668939,1668939,0.4,0.42377,94.6725,"May 29, 24",0.0042377,,,,,
2024-05-28,97.62,97.76,95.11,95.25,92.83,2176200,2176200,-2.37,-2.43,96.435,"May 28, 24",-0.0243,,,,,
2024-05-24,97.47,97.66,96.89,97.57,95.09,1345700,1345700,0.1,0.1026,97.3975,"May 24, 24",0.001026,,,,,
2024-05-23,99,99,96.63,97.13,94.66,2439716,2439716,-1.87,-1.89,97.94,"May 23, 24",-0.0189,,,,,
2024-05-22,97.79,98.71,97.31,98.7,96.19,2101101,2101101,0.91,0.93057,98.1275,"May 22, 24",0.0093057,,,,,
