date,symbol,calendarYear,period,growthNetIncome,growthDepreciationAndAmortization,growthDeferredIncomeTax,growthStockBasedCompensation,growthChangeInWorkingCapital,growthAccountsReceivables,growthInventory,growthAccountsPayables,growthOtherWorkingCapital,growthOtherNonCashItems,growthNetCashProvidedByOperatingActivites,growthInvestmentsInPropertyPlantAndEquipment,growthAcquisitionsNet,growthPurchasesOfInvestments,growthSalesMaturitiesOfInvestments,growthOtherInvestingActivites,growthNetCashUsedForInvestingActivites,growthDebtRepayment,growthCommonStockIssued,growthCommonStockRepurchased,growthDividendsPaid,growthOtherFinancingActivites,growthNetCashUsedProvidedByFinancingActivities,growthEffectOfForexChangesOnCash,growthNetChangeInCash,growthCashAtEndOfPeriod,growthCashAtBeginningOfPeriod,growthOperatingCashFlow,growthCapitalExpenditure,growthFreeCashFlow
2024-12-31,CHD,2024,FY,-0.22538380095288513,0.213089802130898,-4.942028985507246,-0.06918238993710692,0.11827956989247312,-51.9375,-0.948051948051948,0.7862318840579711,0.7390057361376673,8.70053475935829,0.12187075490005822,0.19552572706935123,0,0,0,1.9074074074074074,0.2176696542893726,0.23059866962305986,0,1,-0.039399624765478425,-1.0098566308243728,0.5267364939360529,-3.8285714285714287,7.350404312668464,1.7985486211901307,0.27450980392156865,0.12187075490005822,0.19552572706935123,0.20976335026638582
2023-12-31,CHD,2023,FY,0.825561729886446,-0.1,0.8827527612574342,0.9690402476780186,0.865021770682148,1.3018867924528301,1.4148706896551724,0.38345864661654133,-8.77570093457944,-0.9080177078209543,0.16425666516041573,-0.25,1,0,0,-2.6,0.6784243755146857,0.6921151439299124,-1,0,-0.045098039215686274,10.3,-5.001654259718776,1.5833333333333333,1.4983164983164983,0.27450980392156865,0.12344139650872818,0.16425666516041573,-0.25,0.14255379388448472
2022-12-31,CHD,2022,FY,-0.49981873111782477,-0.00045641259698767686,-6.798029556650246,0.3628691983122363,-2.9826589595375723,-3.2083333333333335,-2.189003436426117,-0.16,0.7191601049868767,6.114465408805032,-0.10927752062789294,-0.5050505050505051,0.016546762589928057,0,0,0.5833333333333334,-0.06832844574780059,-1.9296666666666666,0,1,-0.030303030303030304,-1.126715945089757,0.5204284014280047,-1.608695652173913,-0.4834782608695652,0.12344139650872818,0.3140360458765702,-0.10927752062789294,-0.5050505050505051,-0.1926857142857143
2021-12-31,CHD,2021,FY,0.05293294312253467,0.15498154981549817,-0.21011673151750973,0.10232558139534884,-1.2917369308600337,1.1791044776119404,0.529886914378029,-0.7172619047619048,-0.1407185628742515,0.13398692810457516,0.003534282540644249,-0.2012133468149646,-0.08445484688901891,0,0,-3.057142857142857,-0.121526064791975,-2.0303030303030303,0,-0.6666666666666666,-0.04298356510745891,0.21099744245524296,0.29991668980838654,-1.4339622641509433,1.0985401459854014,0.3140360458765702,0.17597944765574824,0.003534282540644249,-0.2012133468149646,-0.018398025577742876
2020-12-31,CHD,2020,FY,0.27601883422633544,0.07539682539682539,3.5892857142857144,0.03365384615384615,0.786144578313253,-0.45652173913043476,-0.8313609467455622,1.3076923076923077,-10.823529411764707,-8.285714285714286,0.14551764025448236,-0.3419267299864315,-0.07936842105263157,0,0,1.7291666666666667,-0.0986449864498645,0.67,0,-0.2,-0.058902275769745646,0.5577689243027888,0.2385282300697822,4.888888888888889,1.1701863354037267,0.17597944765574824,-0.5083675402589201,0.14551764025448236,-0.3419267299864315,0.12721294891249368
2019-12-31,CHD,2019,FY,0.08318677453394302,0.25017717930545713,-0.4954954954954955,-0.1072961373390558,1.3714285714285714,-1.7058823529411764,0.38656987295825773,0.32604735883424407,-0.8068181818181818,1.290909090909091,0.1321372446306967,-0.22019867549668873,-8.538152610441767,0,0,-1.5263157894736843,-3.937555753791258,-0.11607142857142858,0,-0.25,-0.05063291139240506,1.2565150740929996,0.22348111658456485,1.1914893617021276,-5.2592592592592595,-0.5083675402589201,0.13553244890641808,0.1321372446306967,-0.22019867549668873,0.12457337883959044
2018-12-31,CHD,2018,FY,-0.23513586225450633,0.1251993620414673,1.0467171717171717,0.287292817679558,16.5,0.6494845360824743,-1.1865079365079365,0.8118811881188119,2.259259259259259,-0.8248407643312102,0.12046955245781364,-0.3422222222222222,0.9604761904761905,0,0,-2.1875,0.9139941690962099,0.8108773657918806,0,0.5,-0.12027310924369748,-9.222689075630251,-1.8713692946058091,-1.3333333333333333,-0.5850713501646543,0.13553244890641808,0.4850905218317359,0.12046955245781364,-0.3422222222222222,0.10479183032207384
2017-12-31,CHD,2017,FY,0.6196078431372549,0.1654275092936803,-10.542168674698795,0.13125,-0.9892183288409704,0.23622047244094488,-2.3125,-0.4,-0.686046511627907,2.1893939393939394,0.03998168777659088,0.0963855421686747,-3.127088110055683,0,0,2.2,-2.6756909193457417,-19.62844702467344,0,0,-0.040437158469945354,-0.6805369127516778,2.5898544131028207,5.2727272727272725,1.640646976090014,0.4850905218317359,-0.4309090909090909,0.03998168777659088,0.0963855421686747,0.05119735755573906
2016-12-31,CHD,2016,FY,0.11842105263157894,0.06534653465346535,0.0375,-0.006211180124223602,1.021798365122616,-1.3791044776119403,1.4987012987012986,1.31651376146789,-0.135678391959799,-2.474860335195531,0.0811747236429632,0.1941747572815534,-3.076101468624833,0,0,1.1111111111111112,-1.5113314447592068,0.7244,0,-0.10162489672266593,-0.04392470051340559,0.7865707434052758,0.1783177570093458,0.8558951965065502,-0.5290322580645161,-0.4309090909090909,-0.2198581560283688,0.0811747236429632,0.1941747572815534,0.11243799375344479
2015-12-31,CHD,2015,FY,-0.008456148828219377,0.1074561403508772,0.889763779527559,-0.052941176470588235,1.7185185185185186,19.61111111111111,-22.38888888888889,8.083333333333334,0.7927927927927928,3.2375,0.12178419396631501,0.12340425531914893,0.6545202952029521,0,0,-3.090909090909091,0.5104022191400832,-207.33333333333334,0,0.24164578111946533,-0.046567164179104475,2,-0.7449445531637312,-0.19270833333333334,-0.2584573748308525,-0.2198581560283688,-0.14872207687663513,0.12178419396631501,0.12340425531914893,0.1585781183482333
