date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2026-01-02,246.33,252.46,246.13,248.3,248.3,485604,485604,1.97,0.79974,248.305,"January 02, 26",0.0079974
2025-12-31,246.78,246.96,242.64,242.82,242.82,376640,376640,-3.96,-1.6,244.8,"December 31, 25",-0.016
2025-12-30,244.62,247.04,243.32,246.74,246.74,492400,492400,2.12,0.86665,245.43,"December 30, 25",0.0086665
2025-12-29,246.07,247.25,241.8,245.74,245.74,563907,563907,-0.33,-0.13411,245.215,"December 29, 25",-0.0013411
2025-12-26,245.9,246.55,243.69,246.27,246.27,622447,622447,0.37,0.15047,245.6025,"December 26, 25",0.0015047
2025-12-24,247.67,247.67,244.44,245.9,245.9,374237,374237,-1.77,-0.71466,246.42,"December 24, 25",-0.0071466
2025-12-23,248.12,250.55,245.47,246.76,246.76,526000,526000,-1.36,-0.54812,247.725,"December 23, 25",-0.0054812
2025-12-22,254.01,255.03,248.2,249.38,249.38,710863,710863,-4.63,-1.82,251.655,"December 22, 25",-0.0182
2025-12-19,252.71,256.8,251.17,251.65,251.65,1326412,1326412,-1.06,-0.41945,253.0825,"December 19, 25",-0.0041945
2025-12-18,258.38,259.09,249.58,252.71,252.71,705900,705900,-5.67,-2.19,254.94,"December 18, 25",-0.0219
2025-12-17,261.6,266.09,253.2,254.27,254.27,543335,543335,-7.33,-2.8,258.79,"December 17, 25",-0.028
2025-12-16,265.61,267.54,261.08,261.17,261.17,454443,454443,-4.44,-1.67,263.85,"December 16, 25",-0.0167
2025-12-15,272.45,273,263.1,265.29,265.29,586005,586005,-7.16,-2.63,268.46,"December 15, 25",-0.0263
2025-12-12,273.63,274.27,265.97,268.39,268.39,543207,543207,-5.24,-1.91,270.565,"December 12, 25",-0.0191
2025-12-11,269.45,273.68,268,273.54,273.54,601700,601700,4.09,1.52,271.1675,"December 11, 25",0.0152
2025-12-10,265.35,274.17,263.9,271.3,271.3,457900,457900,5.95,2.24,268.68,"December 10, 25",0.0224
2025-12-09,263.34,267.33,261.71,265.24,265.24,311700,311700,1.9,0.7215,264.405,"December 09, 25",0.007215
2025-12-08,265.19,267.37,261.63,264.41,264.41,466807,466807,-0.78,-0.29413,264.65,"December 08, 25",-0.0029413
2025-12-05,261.39,267.82,261.39,264.81,264.81,525100,525100,3.42,1.31,263.8525,"December 05, 25",0.0131
2025-12-04,259.87,264.24,259.6,263.05,263.05,507806,507806,3.18,1.22,261.69,"December 04, 25",0.0122
2025-12-03,254.65,259.58,252.86,259.34,259.34,593500,593500,4.69,1.84,256.6075,"December 03, 25",0.0184
2025-12-02,253.49,255.28,252.02,253.37,253.37,486200,486200,-0.12,-0.04733915,253.54,"December 02, 25",-0.0004733915
2025-12-01,249.1,254.23,248.34,251.29,251.29,475893,475893,2.19,0.87916,250.74,"December 01, 25",0.0087916
2025-11-28,251.95,254.97,251.2,252.75,252.75,206400,206400,0.8,0.31752,252.7175,"November 28, 25",0.0031752
2025-11-26,248.51,252.32,248.21,250.5,250.5,507700,507700,1.99,0.80077,249.885,"November 26, 25",0.0080077
2025-11-25,242.89,250.65,242.7,249.31,249.31,671333,671333,6.42,2.64,246.3875,"November 25, 25",0.0264
2025-11-24,241.79,246.01,240.92,242.45,242.45,930123,930123,0.66,0.27296,242.7925,"November 24, 25",0.0027296
2025-11-21,232.18,242.81,229.75,240.95,240.95,1141709,1141709,8.77,3.78,236.4225,"November 21, 25",0.0378
2025-11-20,236.52,238.09,227.19,228.4,228.4,1011433,1011433,-8.12,-3.43,232.55,"November 20, 25",-0.0343
2025-11-19,230.73,234.05,229.81,230.93,230.93,721423,721423,0.2,0.0866814,231.38,"November 19, 25",0.000866814
2025-11-18,231.09,234,227.53,230.9,230.9,882900,882900,-0.19,-0.08221905,230.88,"November 18, 25",-0.0008221905
2025-11-17,238.94,239.87,231.13,232.71,232.71,629085,629085,-6.23,-2.61,235.6625,"November 17, 25",-0.0261
2025-11-14,238.01,243.49,237.12,240.56,240.56,825995,825995,2.55,1.07,239.795,"November 14, 25",0.0107
2025-11-13,255,257.5,240.91,241.57,241.57,971115,971115,-13.43,-5.27,248.745,"November 13, 25",-0.0527
2025-11-12,256.97,260.26,255.42,255.69,255.69,576536,576536,-1.28,-0.49811,257.085,"November 12, 25",-0.0049811
2025-11-11,258.02,261.49,254.74,255.17,255.17,482129,482129,-2.85,-1.1,257.355,"November 11, 25",-0.011
2025-11-10,264.75,264.97,256.6,260.63,260.63,658134,658134,-4.12,-1.56,261.7375,"November 10, 25",-0.0156
2025-11-07,255.8,259.76,252.14,259.54,259.54,777800,777800,3.74,1.46,256.81,"November 07, 25",0.0146
2025-11-06,265.77,267.98,256.79,258.24,258.24,530108,530108,-7.53,-2.83,262.195,"November 06, 25",-0.0283
2025-11-05,261.5,268.76,257.51,266.27,266.27,1083800,1083800,4.77,1.82,263.51,"November 05, 25",0.0182
2025-11-04,265.34,268.71,260.14,260.35,260.35,886601,886601,-4.99,-1.88,263.635,"November 04, 25",-0.0188
2025-11-03,270.65,276.04,268.79,270.58,270.58,826666,826666,-0.07,-0.02586366,271.515,"November 03, 25",-0.0002586366
2025-10-31,264.53,272.08,261.49,269.25,269.25,659300,659300,4.72,1.78,266.8375,"October 31, 25",0.0178
2025-10-30,267.84,268.3,260.45,261.37,261.37,943864,943864,-6.47,-2.42,264.49,"October 30, 25",-0.0242
2025-10-29,274.89,277,268.73,270.77,270.77,1087637,1087637,-4.12,-1.5,272.8475,"October 29, 25",-0.015
2025-10-28,293.5,293.5,259.01,274.31,274.31,3140923,3140923,-19.19,-6.54,280.08,"October 28, 25",-0.0654
2025-10-27,311.93,314.58,309.3,310.57,310.57,975442,975442,-1.36,-0.436,311.595,"October 27, 25",-0.00436
2025-10-24,318.48,320.88,308.46,308.82,308.82,601000,601000,-9.66,-3.03,314.16,"October 24, 25",-0.0303
2025-10-23,302.77,314.39,302.77,313.89,313.89,747560,747560,11.12,3.67,308.455,"October 23, 25",0.0367
2025-10-22,305.78,307.13,299.21,302.63,302.63,399100,399100,-3.15,-1.03,303.6875,"October 22, 25",-0.0103
2025-10-21,301.09,308.63,301.09,306.21,306.21,370100,370100,5.12,1.7,304.255,"October 21, 25",0.017
2025-10-20,297.1,304.74,297.1,301.45,301.45,383736,383736,4.35,1.46,300.0975,"October 20, 25",0.0146
2025-10-17,292.92,295.42,290.69,293.31,293.31,413022,413022,0.39,0.13314,293.085,"October 17, 25",0.0013314
2025-10-16,294.99,297.49,288.88,293.93,293.93,423200,423200,-1.06,-0.35933,293.8225,"October 16, 25",-0.0035933
2025-10-15,292.69,295.74,287.87,293.35,293.35,582758,582758,0.655,0.22549,292.4125,"October 15, 25",0.0022549
2025-10-14,277,291,277,288.99,288.99,510600,510600,11.99,4.33,283.4975,"October 14, 25",0.0433
2025-10-13,280.39,286.71,278.45,281.96,281.96,568900,568900,1.57,0.55993,281.8775,"October 13, 25",0.0055993
2025-10-10,299.41,300.95,275.76,275.89,275.89,995900,995900,-23.52,-7.86,288.0025,"October 10, 25",-0.0786
2025-10-09,307.19,308.27,294.79,298.79,298.79,645592,645592,-8.4,-2.73,302.26,"October 09, 25",-0.0273
2025-10-08,300.74,308.55,298.01,307.28,307.28,577800,577800,6.54,2.17,303.645,"October 08, 25",0.0217
2025-10-07,303.61,304.1,295.93,296.64,296.64,476800,476800,-6.97,-2.3,300.07,"October 07, 25",-0.023
2025-10-06,308.08,309.08,298.96,301.94,301.94,558208,558208,-6.14,-1.99,304.515,"October 06, 25",-0.0199
2025-10-03,299.11,311.44,298.4,305.01,305.01,452300,452300,5.9,1.97,303.49,"October 03, 25",0.0197
2025-10-02,294,296.77,291.51,295.85,295.85,450100,450100,1.85,0.62925,294.5325,"October 02, 25",0.0062925
2025-10-01,295.31,297.32,290.56,291.79,291.79,537320,537320,-3.52,-1.19,293.745,"October 01, 25",-0.0119
2025-09-30,294.93,298.71,292.09,297.16,297.16,500700,500700,2.23,0.75611,295.7225,"September 30, 25",0.0075611
2025-09-29,302.75,303.78,296.7,296.92,296.92,482300,482300,-5.83,-1.93,300.0375,"September 29, 25",-0.0193
2025-09-26,301.58,303.25,297.03,299.77,299.77,479907,479907,-1.81,-0.60017,300.4075,"September 26, 25",-0.0060017
2025-09-25,304.6,306,299.25,301.97,301.97,396305,396305,-2.63,-0.86343,302.955,"September 25, 25",-0.0086343
2025-09-24,314,315.5,307.08,308.48,308.48,282573,282573,-5.52,-1.76,311.265,"September 24, 25",-0.0176
2025-09-23,317.74,322.8,312.66,314.05,314.05,470539,470539,-3.69,-1.16,316.8125,"September 23, 25",-0.0116
2025-09-22,316.47,318.5,315.06,315.41,315.41,382600,382600,-1.06,-0.33494,316.36,"September 22, 25",-0.0033494
2025-09-19,323.02,323.02,315.57,318.54,318.54,630500,630500,-4.48,-1.39,320.0375,"September 19, 25",-0.0139
2025-09-18,321.84,325.24,321.28,322.88,322.88,479405,479405,1.04,0.32314,322.81,"September 18, 25",0.0032314
2025-09-17,318.39,322.28,312.81,317.32,317.32,539100,539100,-1.07,-0.33607,317.7,"September 17, 25",-0.0033607
2025-09-16,319.68,322.14,316.96,318.41,318.41,495300,495300,-1.27,-0.39727,319.2975,"September 16, 25",-0.0039727
2025-09-15,314.76,323.93,313.01,320.91,320.91,486359,486359,6.15,1.95,318.1525,"September 15, 25",0.0195
2025-09-12,314.25,315.99,311.29,312.65,312.65,517033,517033,-1.6,-0.50915,313.545,"September 12, 25",-0.0050915
2025-09-11,306.19,316.52,303.48,316.01,316.01,407400,407400,9.82,3.21,310.55,"September 11, 25",0.0321
2025-09-10,311.96,316.22,305,306.19,306.19,636712,636712,-5.77,-1.85,309.8425,"September 10, 25",-0.0185
2025-09-09,312.57,313.57,309.67,312.17,312.17,447500,447500,-0.4,-0.12797,311.995,"September 09, 25",-0.0012797
