symbol,1D,5D,1M,3M,6M,ytd,1Y,3Y,5Y,10Y,max
EXE,-0.53461,-1.57805,-10.6544,2.16865,0.79889807,0,8.14778,29.30852,156.47196,156.47196,156.47196
