symbol,1D,5D,1M,3M,6M,ytd,1Y,3Y,5Y,10Y,max
LDOS,1.70177,0.51498384,-1.79317,-6.19184,11.55904,0,23.76552,76.3965,79.01259,232.19265,267.38086
