date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,recordDate,dividend,adjDividend,paymentDate
2025-03-10,203.81,205.46,195.36,199.24,194.33,2260030,2260030,-4.57,-2.24,200.9675,"March 10, 25",-0.0224,,,,,
2025-03-07,203.26,208.64,202.55,206.65,201.56,805510,805510,3.39,1.67,205.275,"March 07, 25",0.0167,,,,,
2025-03-06,203.79,206.31,202.54,203.8,198.78,917720,917720,0.01,0.00490701,204.11,"March 06, 25",4.90701e-05,,,,,
2025-03-05,204.03,206.43,203.53,205.37,200.31,1086300,1086300,1.34,0.65677,204.84,"March 05, 25",0.0065677,,,,,
2025-03-04,207.78,209.29,201.48,202.27,197.29,1350006,1350006,-5.51,-2.65,205.205,"March 04, 25",-0.0265,,,,,
2025-03-03,214.13,214.52,208.89,209.41,204.25,778543,778543,-4.72,-2.2,211.7375,"March 03, 25",-0.022,,,,,
2025-02-28,211.97,213.23,210.48,213.09,207.84,747425,747425,1.12,0.52838,212.1925,"February 28, 25",0.0052838,,,,,
2025-02-27,213.35,214,210.4,210.75,205.56,566249,566249,-2.6,-1.22,212.125,"February 27, 25",-0.0122,,,,,
2025-02-26,211.64,215.5,211.25,212.75,207.51,730403,730403,1.11,0.52448,212.785,"February 26, 25",0.0052448,,,,,
2025-02-25,210.37,213.08,209.03,212.64,207.4,766348,766348,2.27,1.08,211.28,"February 25, 25",0.0108,,,,,
2025-02-24,209.09,211.4,208.35,209.74,204.57,660931,660931,0.65,0.31087,209.645,"February 24, 25",0.0031087,,,,,
2025-02-21,209.51,210.72,206.49,207.92,202.8,1411500,1411500,-1.59,-0.75891,208.66,"February 21, 25",-0.0075891,,,,,
2025-02-20,211.98,212.44,206.57,209.68,204.52,636260,636260,-2.3,-1.09,210.1675,"February 20, 25",-0.0109,,,,,
2025-02-19,210.58,213.45,210.58,212.31,207.08,497100,497100,1.73,0.82154,211.73,"February 19, 25",0.0082154,,,,,
2025-02-18,212.41,213.11,210.91,212.14,206.91,842635,842635,-0.27,-0.12711,212.1425,"February 18, 25",-0.0012711,,,,,
2025-02-14,212.44,213.9,211.5,212.5,207.27,806333,806333,0.06,0.02824327,212.585,"February 14, 25",0.0002824327,,,,,
2025-02-13,208.83,212.3,206.3,212.15,206.92,1526731,1526731,3.32,1.59,209.895,"February 13, 25",0.0159,,,,,
2025-02-12,205.09,205.92,201.69,204.69,199.65,952900,952900,-0.4,-0.19504,204.3475,"February 12, 25",-0.0019504,,,,,
2025-02-11,208.23,209.6,207.15,208.25,203.12,714700,714700,0.02,0.00960476,208.3075,"February 11, 25",9.60476e-05,,,,,
2025-02-10,210.01,210.33,206.95,209.42,204.26,726762,726762,-0.59,-0.28094,209.1775,"February 10, 25",-0.0028094,,,,,
2025-02-07,213.18,213.18,209.09,210.22,205.04,663725,663725,-2.96,-1.39,211.4175,"February 07, 25",-0.0139,,,,,
2025-02-06,212.15,214.1,209.9,212.32,207.09,954046,954046,0.17,0.08013198,212.1175,"February 06, 25",0.0008013198,,,,,
2025-02-05,211.1,213.03,209.58,210.35,205.17,959400,959400,-0.75,-0.35528,211.015,"February 05, 25",-0.0035528,,,,,
2025-02-04,212.62,212.62,209.05,210.64,205.45,963943,963943,-1.98,-0.93124,211.2325,"February 04, 25",-0.0093124,,,,,
2025-02-03,210.38,212.78,208.22,211.28,206.08,1075400,1075400,0.9,0.4278,210.665,"February 03, 25",0.004278,,,,,
2025-01-31,212.91,215.98,211.48,212.66,207.42,1241300,1241300,-0.25,-0.11742,213.2575,"January 31, 25",-0.0011742,,,,,
2025-01-30,214.04,215.99,212.5,214.24,208.96,1091955,1091955,0.2,0.09344048,214.1925,"January 30, 25",0.0009344048,,,,,
2025-01-29,220.1,232.5,212.34,215.12,209.82,2497230,2497230,-4.98,-2.26,220.015,"January 29, 25",-0.0226,,,,,
2025-01-28,237.79,239.67,236.73,238.41,232.54,944823,944823,0.62,0.26073,238.15,"January 28, 25",0.0026073,,,,,
2025-01-27,240.54,241.96,238.94,239.72,233.82,594768,594768,-0.82,-0.3409,240.29,"January 27, 25",-0.003409,,,,,
2025-01-24,239.23,240.82,237.24,240.27,234.35,546200,546200,1.04,0.43473,239.39,"January 24, 25",0.0043473,,,,,
2025-01-23,240.3,240.42,238.13,239.24,233.35,826600,826600,-1.06,-0.44112,239.5225,"January 23, 25",-0.0044112,,,,,
2025-01-22,241.31,241.97,239.16,239.8,233.89,574100,574100,-1.51,-0.62575,240.56,"January 22, 25",-0.0062575,,,,,
2025-01-21,239.35,242.68,238.63,242.13,236.17,657321,657321,2.78,1.16,240.6975,"January 21, 25",0.0116,,,,,
2025-01-17,236.21,238.07,234.76,237.87,232.01,1768138,1768138,1.66,0.70276,236.7275,"January 17, 25",0.0070276,,,,,
2025-01-16,237.94,237.94,233.84,235.32,229.52,895323,895323,-2.62,-1.1,236.26,"January 16, 25",-0.011,,,,,
2025-01-15,235.28,238.26,233.23,235.2,229.41,656681,656681,-0.08,-0.03400204,235.4925,"January 15, 25",-0.0003400204,,,,,
2025-01-14,231.53,233.46,230.63,232.65,226.92,756517,756517,1.12,0.48374,232.0675,"January 14, 25",0.0048374,,,,,
2025-01-13,225.56,230.46,225.56,230.32,224.65,867800,867800,4.76,2.11,227.975,"January 13, 25",0.0211,,,,,
2025-01-10,226.83,230,226.04,228.05,222.43,1102901,1102901,1.22,0.53785,227.73,"January 10, 25",0.0053785,,,,,
2025-01-08,225.47,228.58,224.7,228.54,222.91,1180500,1180500,3.07,1.36,226.8225,"January 08, 25",0.0136,,,,,
2025-01-07,227.57,228.38,224.76,225.98,220.41,1048732,1048732,-1.59,-0.69869,226.6725,"January 07, 25",-0.0069869,,,,,
2025-01-06,227.39,228.98,225.8,227.08,221.49,795000,795000,-0.31,-0.13633,227.3125,"January 06, 25",-0.0013633,,,,,
2025-01-03,224.52,226.17,224.19,225.88,220.32,550200,550200,1.36,0.60574,225.19,"January 03, 25",0.0060574,,,,,
2025-01-02,226.6,226.6,223.85,225.24,219.69,846116,846116,-1.36,-0.60018,225.5725,"January 02, 25",-0.0060018,,,,,
2024-12-31,226.01,226.58,223.9,225.13,219.59,939900,939900,-0.88,-0.38936,225.405,"December 31, 24",-0.0038936,,,,,
2024-12-30,226.24,226.93,222.84,224.96,219.42,761300,761300,-1.28,-0.56577,225.2425,"December 30, 24",-0.0056577,,,,,
2024-12-27,227.98,229.59,226.34,227.09,221.5,894100,894100,-0.89,-0.39039,227.75,"December 27, 24",-0.0039039,,,,,
2024-12-26,228.4,229.85,227.99,229.45,223.8,661432,661432,1.05,0.45972,228.9225,"December 26, 24",0.0045972,,,,,
2024-12-24,227.95,229.11,226.73,228.82,223.18,513134,513134,0.87,0.38166,228.1525,"December 24, 24",0.0038166,,,,,
2024-12-23,226.78,228.02,225.3,227.08,221.49,630700,630700,0.3,0.13229,226.795,"December 23, 24",0.0013229,,,,,
2024-12-20,226.15,228.84,225.78,227.98,222.36,1955945,1955945,1.83,0.8092,227.1875,"December 20, 24",0.008092,2024-12-10,2024-12-20,1.25,1.25,2025-01-15
2024-12-19,229.21,232.95,226.98,227.46,220.64,905962,905962,-1.75,-0.76349,229.15,"December 19, 24",-0.0076349,,,,,
2024-12-18,236.95,238.2,229.11,229.22,222.35,1002765,1002765,-7.73,-3.26,233.37,"December 18, 24",-0.0326,,,,,
2024-12-17,236.23,236.92,231.93,232.55,225.58,568628,568628,-3.68,-1.56,234.4075,"December 17, 24",-0.0156,,,,,
2024-12-16,238.92,239.33,236.53,237.09,229.98,768181,768181,-1.83,-0.76595,237.9675,"December 16, 24",-0.0076595,,,,,
2024-12-13,238.52,240.73,236.67,238.1,230.96,851555,851555,-0.42,-0.17609,238.505,"December 13, 24",-0.0017609,,,,,
2024-12-12,238.17,240.44,238.06,239.09,231.92,433639,433639,0.92,0.38628,238.94,"December 12, 24",0.0038628,,,,,
2024-12-11,239.59,239.77,237.22,238.64,231.49,729220,729220,-0.95,-0.39651,238.805,"December 11, 24",-0.0039651,,,,,
2024-12-10,238.8,240.02,236.12,238.23,231.09,492100,492100,-0.57,-0.23869,238.2925,"December 10, 24",-0.0023869,,,,,
2024-12-09,243.94,245.24,237.86,239.63,232.45,661937,661937,-4.31,-1.77,241.6675,"December 09, 24",-0.0177,,,,,
2024-12-06,245.38,245.87,241.88,242.86,235.58,894525,894525,-2.52,-1.03,243.9975,"December 06, 24",-0.0103,,,,,
2024-12-05,243,244.98,241.41,244.34,237.01,723400,723400,1.34,0.55144,243.4325,"December 05, 24",0.0055144,,,,,
2024-12-04,243.27,244.95,242.2,243.99,236.68,462939,462939,0.72,0.29597,243.6025,"December 04, 24",0.0029597,,,,,
2024-12-03,245.48,245.48,242.48,244.05,236.73,496000,496000,-1.43,-0.58253,244.3725,"December 03, 24",-0.0058253,,,,,
2024-12-02,248.61,248.61,243.73,244.8,237.46,653737,653737,-3.81,-1.53,246.4375,"December 02, 24",-0.0153,,,,,
2024-11-29,247.31,249.88,245.57,248.85,241.39,332444,332444,1.54,0.6227,247.9025,"November 29, 24",0.006227,,,,,
2024-11-27,249.11,249.86,245.91,247.03,239.62,350200,350200,-2.08,-0.83497,247.9775,"November 27, 24",-0.0083497,,,,,
2024-11-26,247.42,248.35,244.01,248.03,240.59,546860,546860,0.61,0.24654,246.9525,"November 26, 24",0.0024654,,,,,
2024-11-25,247.5,250.82,246.44,247.28,239.87,880600,880600,-0.22,-0.08888889,248.01,"November 25, 24",-0.0008888889,,,,,
2024-11-22,245.4,246.54,243.86,246.39,239,583846,583846,0.99,0.40342,245.5475,"November 22, 24",0.0040342,,,,,
2024-11-21,242.55,245.61,242.36,245.3,237.95,677900,677900,2.75,1.13,243.955,"November 21, 24",0.0113,,,,,
2024-11-20,238.01,248.62,236.51,244.1,236.78,1030829,1030829,6.09,2.56,241.81,"November 20, 24",0.0256,,,,,
2024-11-19,237.15,239.22,235.63,238.31,231.17,333244,333244,1.16,0.48914,237.5775,"November 19, 24",0.0048914,,,,,
2024-11-18,236.71,238.3,235.95,238.11,230.97,711742,711742,1.4,0.59144,237.2675,"November 18, 24",0.0059144,,,,,
2024-11-15,235.32,236.34,234.53,235.81,228.74,583602,583602,0.49,0.20823,235.5,"November 15, 24",0.0020823,,,,,
2024-11-14,237.47,237.6,234.53,235.6,228.54,527300,527300,-1.87,-0.78747,236.3,"November 14, 24",-0.0078747,,,,,
2024-11-13,238.83,239.99,237.13,238.34,231.19,525044,525044,-0.49,-0.20517,238.5725,"November 13, 24",-0.0020517,,,,,
2024-11-12,240.81,241.4,239.31,239.81,232.62,630903,630903,-1,-0.41527,240.3325,"November 12, 24",-0.0041527,,,,,
2024-11-11,241.94,243.31,240.9,241.49,234.25,699100,699100,-0.45,-0.186,241.91,"November 11, 24",-0.00186,,,,,
2024-11-08,240,242.25,239.5,240.59,233.38,644400,644400,0.59,0.24583,240.585,"November 08, 24",0.0024583,,,,,
2024-11-07,242.36,242.5,238.37,239.48,232.3,571611,571611,-2.88,-1.19,240.6775,"November 07, 24",-0.0119,,,,,
2024-11-06,245,245,239.04,241.59,234.35,764000,764000,-3.41,-1.39,242.6575,"November 06, 24",-0.0139,,,,,
2024-11-05,230.3,232.76,230.3,232.61,225.64,465538,465538,2.31,1,231.4925,"November 05, 24",0.01,,,,,
2024-11-04,230.16,231.71,228.66,230.17,223.27,652931,652931,0.01,0.0043448,230.175,"November 04, 24",4.3448e-05,,,,,
2024-11-01,230.96,231.86,229.28,229.99,223.09,826461,826461,-0.97,-0.41999,230.5225,"November 01, 24",-0.0041999,,,,,
2024-10-31,229.36,232.98,228.17,228.94,222.08,654345,654345,-0.42,-0.18312,229.8625,"October 31, 24",-0.0018312,,,,,
2024-10-30,226.31,229.98,226.31,228.8,221.94,512300,512300,2.49,1.1,227.85,"October 30, 24",0.011,,,,,
2024-10-29,226.86,227.94,225.62,226.06,219.28,657500,657500,-0.8,-0.35264,226.62,"October 29, 24",-0.0035264,,,,,
2024-10-28,227.12,228.5,225.89,227.45,220.63,687300,687300,0.33,0.1453,227.24,"October 28, 24",0.001453,,,,,
2024-10-25,229.37,229.37,225.73,225.86,219.09,452016,452016,-3.51,-1.53,227.5825,"October 25, 24",-0.0153,,,,,
2024-10-24,228.05,229.25,227.13,227.51,220.69,746651,746651,-0.54,-0.23679,227.985,"October 24, 24",-0.0023679,,,,,
2024-10-23,225.57,231.3,224.22,228.65,221.8,1098698,1098698,3.08,1.37,227.435,"October 23, 24",0.0137,,,,,
2024-10-22,218.6,218.6,216.54,216.66,210.16,702642,702642,-1.94,-0.88747,217.6,"October 22, 24",-0.0088747,,,,,
2024-10-21,219.63,219.95,218.06,219.1,212.53,429500,429500,-0.53,-0.24131,219.185,"October 21, 24",-0.0024131,,,,,
2024-10-18,221.77,222.17,219.64,220.12,213.52,713100,713100,-1.65,-0.74401,220.925,"October 18, 24",-0.0074401,,,,,
2024-10-17,221.92,222.49,219.77,220.4,213.79,628936,628936,-1.52,-0.68493,221.145,"October 17, 24",-0.0068493,,,,,
2024-10-16,220.68,222.98,220.01,221.73,215.08,616600,616600,1.05,0.4758,221.35,"October 16, 24",0.004758,,,,,
2024-10-15,221.35,222.76,220.17,220.8,214.18,563433,563433,-0.55,-0.24848,221.27,"October 15, 24",-0.0024848,,,,,
2024-10-14,217.55,220.09,216.82,219.98,213.38,483341,483341,2.43,1.12,218.61,"October 14, 24",0.0112,,,,,
2024-10-11,217.13,218.67,217.04,217.95,211.42,368100,368100,0.82,0.37765,217.6975,"October 11, 24",0.0037765,,,,,
2024-10-10,215.94,216.64,214.33,216.26,209.78,297700,297700,0.32,0.14819,215.7925,"October 10, 24",0.0014819,,,,,
2024-10-09,215.29,217.94,214.89,216.26,209.78,491400,491400,0.97,0.45056,216.095,"October 09, 24",0.0045056,,,,,
2024-10-08,212.06,215.96,210.84,215.33,208.87,437128,437128,3.27,1.54,213.5475,"October 08, 24",0.0154,,,,,
2024-10-07,212.9,214.11,211.49,213.35,206.95,377202,377202,0.45,0.21137,212.9625,"October 07, 24",0.0021137,,,,,
2024-10-04,213.59,213.6,211.4,213.37,206.97,245200,245200,-0.22,-0.103,212.99,"October 04, 24",-0.00103,,,,,
2024-10-03,212.18,213.35,210.55,211.98,205.62,311139,311139,-0.2,-0.09425959,212.015,"October 03, 24",-0.0009425959,,,,,
2024-10-02,214.33,215.03,212.56,212.81,206.43,385700,385700,-1.52,-0.70919,213.6825,"October 02, 24",-0.0070919,,,,,
2024-10-01,215.2,216.51,213.63,215.29,208.84,339400,339400,0.09,0.04182156,215.1575,"October 01, 24",0.0004182156,,,,,
2024-09-30,215.97,216.12,213.09,215.4,208.94,444000,444000,-0.57,-0.26393,215.145,"September 30, 24",-0.0026393,,,,,
2024-09-27,214.5,216.73,214.14,215.7,209.23,355726,355726,1.2,0.55944,215.2675,"September 27, 24",0.0055944,,,,,
2024-09-26,216.14,216.43,213.72,214.82,208.38,767203,767203,-1.32,-0.61072,215.2775,"September 26, 24",-0.0061072,,,,,
2024-09-25,216.12,216.12,213.41,214.33,207.9,504100,504100,-1.79,-0.82824,214.995,"September 25, 24",-0.0082824,,,,,
2024-09-24,214.51,215.95,214.11,215.12,208.67,409824,409824,0.61,0.28437,214.9225,"September 24, 24",0.0028437,,,,,
2024-09-23,213.69,215.91,211.37,214.5,208.07,446700,446700,0.81,0.37905,213.8675,"September 23, 24",0.0037905,,,,,
2024-09-20,214.64,215.24,212.11,212.9,206.52,1002033,1002033,-1.74,-0.81066,213.7225,"September 20, 24",-0.0081066,,,,,
2024-09-19,214.44,215.93,212.74,215.66,209.19,431441,431441,1.22,0.56892,214.6925,"September 19, 24",0.0056892,,,,,
2024-09-18,213.43,214.91,211.67,212.4,206.03,535000,535000,-1.03,-0.48259,213.1025,"September 18, 24",-0.0048259,,,,,
2024-09-17,214.62,216.1,212.84,213.2,206.81,397608,397608,-1.42,-0.66163,214.19,"September 17, 24",-0.0066163,,,,,
2024-09-16,210.64,217.69,210.16,214.59,208.16,752128,752128,3.95,1.88,213.27,"September 16, 24",0.0188,2024-08-27,2024-09-16,1.25,1.25,2024-10-15
2024-09-13,209.22,211.9,208.59,210.27,202.75,408800,408800,1.05,0.50186,209.995,"September 13, 24",0.0050186,,,,,
2024-09-12,204.83,208.6,203.96,208.42,200.97,561258,561258,3.59,1.75,206.4525,"September 12, 24",0.0175,,,,,
2024-09-11,204.15,204.89,199.78,204.73,197.41,589407,589407,0.58,0.2841,203.3875,"September 11, 24",0.002841,,,,,
2024-09-10,204.55,205.44,203.24,205.04,197.71,422300,422300,0.49,0.23955,204.5675,"September 10, 24",0.0023955,,,,,
2024-09-09,202.12,204.77,201.98,204.53,197.22,623106,623106,2.41,1.19,203.35,"September 09, 24",0.0119,,,,,
2024-09-06,203.6,206.53,201.1,201.81,194.59,463993,463993,-1.79,-0.87917,203.26,"September 06, 24",-0.0087917,,,,,
2024-09-05,205,205.73,201.05,203.98,196.69,595600,595600,-1.02,-0.49756,203.94,"September 05, 24",-0.0049756,,,,,
2024-09-04,205.28,207.25,204.27,204.56,197.24,430951,430951,-0.72,-0.35074,205.34,"September 04, 24",-0.0035074,,,,,
2024-09-03,207.68,209.43,205.17,206.08,198.71,631604,631604,-1.6,-0.77042,207.09,"September 03, 24",-0.0077042,,,,,
2024-08-30,206.92,210.11,206.31,209.54,202.05,848805,848805,2.62,1.27,208.22,"August 30, 24",0.0127,,,,,
2024-08-29,205.91,206.9,204.73,206.65,199.26,354501,354501,0.74,0.35938,206.0475,"August 29, 24",0.0035938,,,,,
2024-08-28,204.28,206.84,204.2,205.08,197.75,396800,396800,0.8,0.39162,205.1,"August 28, 24",0.0039162,,,,,
2024-08-27,203.74,205.12,203.53,204.91,197.58,453700,453700,1.17,0.57426,204.325,"August 27, 24",0.0057426,,,,,
2024-08-26,204.89,206.74,203.84,204.4,197.09,357639,357639,-0.49,-0.23915,204.9675,"August 26, 24",-0.0023915,,,,,
2024-08-23,202.64,204.58,201.95,203.81,196.52,318937,318937,1.17,0.57738,203.245,"August 23, 24",0.0057738,,,,,
2024-08-22,201.84,202.22,200.27,201.79,194.57,280700,280700,-0.05,-0.0247721,201.53,"August 22, 24",-0.000247721,,,,,
2024-08-21,198.19,201.11,197.55,201.09,193.9,438100,438100,2.9,1.46,199.485,"August 21, 24",0.0146,,,,,
2024-08-20,197.74,197.74,196.6,196.74,189.7,515029,515029,-1,-0.50571,197.205,"August 20, 24",-0.0050571,,,,,
2024-08-19,196.86,198.26,196.41,197.01,189.96,414600,414600,0.15,0.07619628,197.135,"August 19, 24",0.0007619628,,,,,
2024-08-16,195.03,197.04,194.49,196.6,189.57,1392800,1392800,1.57,0.805,195.79,"August 16, 24",0.00805,,,,,
2024-08-15,195.85,199.33,195.5,195.77,188.77,643033,643033,-0.08,-0.04084759,196.6125,"August 15, 24",-0.0004084759,,,,,
2024-08-14,195.2,195.4,193.38,194.34,187.39,613038,613038,-0.86,-0.44057,194.58,"August 14, 24",-0.0044057,,,,,
2024-08-13,194.49,195.21,192.03,194.38,187.43,413652,413652,-0.11,-0.05655818,194.0275,"August 13, 24",-0.0005655818,,,,,
2024-08-12,194.43,195.36,192.91,193.33,186.42,409788,409788,-1.1,-0.56576,194.0075,"August 12, 24",-0.0056576,,,,,
2024-08-09,196.24,197.58,193.61,194.07,187.13,451514,451514,-2.17,-1.11,195.375,"August 09, 24",-0.0111,,,,,
2024-08-08,194.38,197.06,193.72,196.77,189.73,398125,398125,2.39,1.23,195.4825,"August 08, 24",0.0123,,,,,
2024-08-07,198.4,198.84,193.09,193.42,186.5,561425,561425,-4.98,-2.51,195.9375,"August 07, 24",-0.0251,,,,,
2024-08-06,191.33,198.48,190.01,196.67,189.64,785100,785100,5.34,2.79,194.1225,"August 06, 24",0.0279,,,,,
2024-08-05,194.35,194.35,189.4,191.68,184.83,572193,572193,-2.67,-1.37,192.445,"August 05, 24",-0.0137,,,,,
2024-08-02,196.23,197.99,193.6,196.69,189.66,509410,509410,0.46,0.23442,196.1275,"August 02, 24",0.0023442,,,,,
2024-08-01,200.19,201.99,196.15,198,190.92,651135,651135,-2.19,-1.09,199.0825,"August 01, 24",-0.0109,,,,,
2024-07-31,198.47,201.74,197.08,199.87,192.72,595700,595700,1.4,0.7054,199.29,"July 31, 24",0.007054,,,,,
2024-07-30,198.08,199.88,197.27,197.74,190.67,499500,499500,-0.34,-0.17165,198.2425,"July 30, 24",-0.0017165,,,,,
2024-07-29,199.6,199.6,197.15,198.4,191.31,390948,390948,-1.2,-0.6012,198.6875,"July 29, 24",-0.006012,,,,,
2024-07-26,195.46,199.42,195.03,199,191.88,745432,745432,3.54,1.81,197.2275,"July 26, 24",0.0181,,,,,
2024-07-25,194.62,197.74,193.62,194.24,187.29,661500,661500,-0.38,-0.19525,195.055,"July 25, 24",-0.0019525,,,,,
2024-07-24,195.02,199,192.67,193.28,186.37,941518,941518,-1.74,-0.89222,194.9925,"July 24, 24",-0.0089222,,,,,
2024-07-23,193.93,194.11,191.79,192.82,185.92,872600,872600,-1.11,-0.57237,193.1625,"July 23, 24",-0.0057237,,,,,
2024-07-22,191.52,194.41,191.52,193.44,186.52,600400,600400,1.92,1,192.7225,"July 22, 24",0.01,,,,,
2024-07-19,193.44,193.44,190.96,191.21,184.37,802300,802300,-2.23,-1.15,192.2625,"July 19, 24",-0.0115,,,,,
2024-07-18,190.26,194.42,190.26,192.56,185.67,774729,774729,2.3,1.21,191.875,"July 18, 24",0.0121,,,,,
2024-07-17,191.04,193.66,191.04,191.56,184.71,748230,748230,0.52,0.27219,191.825,"July 17, 24",0.0027219,,,,,
2024-07-16,186.33,191.13,186.33,190.98,184.15,411939,411939,4.65,2.5,188.6925,"July 16, 24",0.025,,,,,
2024-07-15,185.39,188.46,185.39,185.76,179.12,356100,356100,0.37,0.19958,186.25,"July 15, 24",0.0019958,,,,,
2024-07-12,183.8,186.63,181.76,185.44,178.81,470302,470302,1.64,0.89227,184.4075,"July 12, 24",0.0089227,,,,,
2024-07-11,181.34,184.22,180.61,182.77,176.23,419000,419000,1.43,0.78857,182.235,"July 11, 24",0.0078857,,,,,
2024-07-10,177.93,179.76,177.58,179.67,173.25,432200,432200,1.74,0.97791,178.735,"July 10, 24",0.0097791,,,,,
2024-07-09,178.83,179.87,176.07,176.32,170.01,510133,510133,-2.51,-1.4,177.7725,"July 09, 24",-0.014,,,,,
2024-07-08,177.88,179.69,177.41,179.55,173.13,416200,416200,1.67,0.93884,178.6325,"July 08, 24",0.0093884,,,,,
2024-07-05,179.18,179.87,176.53,177.57,171.22,603226,603226,-1.61,-0.89854,178.2875,"July 05, 24",-0.0089854,,,,,
2024-07-03,178.12,180.98,178.12,179.58,173.16,360936,360936,1.46,0.81967,179.2,"July 03, 24",0.0081967,,,,,
2024-07-02,178.68,179.58,176.11,177.51,171.16,905406,905406,-1.17,-0.6548,177.97,"July 02, 24",-0.006548,,,,,
2024-07-01,183.33,183.58,179.78,180.06,173.62,512900,512900,-3.27,-1.78,181.6875,"July 01, 24",-0.0178,,,,,
2024-06-28,183.01,184.69,181.51,182.56,176.03,1044900,1044900,-0.45,-0.24589,182.9425,"June 28, 24",-0.0024589,,,,,
2024-06-27,185.37,185.73,180.94,183.19,176.64,756210,756210,-2.18,-1.18,183.8075,"June 27, 24",-0.0118,,,,,
2024-06-26,186.4,187.31,185.43,186.61,179.94,498400,498400,0.21,0.11266,186.4375,"June 26, 24",0.0011266,,,,,
2024-06-25,189.96,190.76,185.74,187.41,180.71,511745,511745,-2.55,-1.34,188.4675,"June 25, 24",-0.0134,,,,,
2024-06-24,184.98,191.39,184.98,189.76,182.97,661600,661600,4.78,2.58,187.7775,"June 24, 24",0.0258,,,,,
2024-06-21,185.51,186.07,182.83,183.33,176.77,872216,872216,-2.18,-1.18,184.435,"June 21, 24",-0.0118,,,,,
2024-06-20,186.69,187.26,185.04,185.45,178.82,584500,584500,-1.24,-0.6642,186.11,"June 20, 24",-0.006642,,,,,
2024-06-18,185.71,186.76,184.5,185.88,179.23,501322,501322,0.17,0.09154057,185.7125,"June 18, 24",0.0009154057,,,,,
2024-06-17,183.34,185.2,182.01,185.04,178.42,398500,398500,1.7,0.92724,183.8975,"June 17, 24",0.0092724,,,,,
2024-06-14,183.18,184.53,182.01,182.68,176.15,269613,269613,-0.5,-0.27296,183.1,"June 14, 24",-0.0027296,2024-05-08,2024-06-14,1.25,1.25,2024-07-15
2024-06-13,184.39,185.57,182.96,185.12,177.29,353211,353211,0.73,0.3959,184.51,"June 13, 24",0.003959,,,,,
2024-06-12,185.43,186.01,184.32,184.81,176.99,316201,316201,-0.62,-0.33436,185.1425,"June 12, 24",-0.0033436,,,,,
2024-06-11,184.26,184.53,182.48,184.09,176.3,369229,369229,-0.17,-0.09226094,183.84,"June 11, 24",-0.0009226094,,,,,
2024-06-10,183.18,184.51,182.16,184.41,176.61,502419,502419,1.23,0.67147,183.565,"June 10, 24",0.0067147,,,,,
2024-06-07,182.15,184.76,181.44,183.58,175.81,488244,488244,1.43,0.78507,182.9825,"June 07, 24",0.0078507,,,,,
2024-06-06,182.45,183.81,180.98,183.09,175.35,448236,448236,0.64,0.35078,182.5825,"June 06, 24",0.0035078,,,,,
2024-06-05,181.65,182.87,179.73,182.72,174.99,412441,412441,1.07,0.58904,181.7425,"June 05, 24",0.0058904,,,,,
2024-06-04,181.63,182.87,181.38,182.03,174.33,409100,409100,0.4,0.22023,181.9775,"June 04, 24",0.0022023,,,,,
2024-06-03,184.06,184.06,180.96,182.87,175.13,396515,396515,-1.19,-0.64653,182.9875,"June 03, 24",-0.0064653,,,,,
2024-05-31,181.31,183.52,181.31,183.49,175.73,912400,912400,2.18,1.2,182.4075,"May 31, 24",0.012,,,,,
2024-05-30,179.77,181.84,179.17,181.48,173.8,424730,424730,1.71,0.95122,180.565,"May 30, 24",0.0095122,,,,,
2024-05-29,180.37,180.37,178.18,179.16,171.58,433000,433000,-1.21,-0.67084,179.52,"May 29, 24",-0.0067084,,,,,
2024-05-28,183.03,184.23,180.85,180.92,173.27,417226,417226,-2.11,-1.15,182.2575,"May 28, 24",-0.0115,,,,,
2024-05-24,181.66,183.83,179.95,183.77,176,394339,394339,2.11,1.16,182.3025,"May 24, 24",0.0116,,,,,
2024-05-23,181.69,181.69,179.6,180.24,172.62,671917,671917,-1.45,-0.79806,180.805,"May 23, 24",-0.0079806,,,,,
2024-05-22,181.03,182.56,181.03,181.3,173.63,375500,375500,0.27,0.14915,181.48,"May 22, 24",0.0014915,,,,,
2024-05-21,181.91,182.91,179.5,181.85,174.16,560932,560932,-0.06,-0.03298334,181.5425,"May 21, 24",-0.0003298334,,,,,
2024-05-20,183,184.1,181.32,181.56,173.88,472429,472429,-1.44,-0.78689,182.495,"May 20, 24",-0.0078689,,,,,
2024-05-17,183,183.31,181.95,183.13,175.38,493800,493800,0.13,0.07103825,182.8475,"May 17, 24",0.0007103825,,,,,
2024-05-16,182.01,182.72,181.05,182.4,174.68,395732,395732,0.39,0.21427,182.045,"May 16, 24",0.0021427,,,,,
2024-05-15,182.39,182.39,181.05,182.03,174.33,662125,662125,-0.36,-0.19738,181.965,"May 15, 24",-0.0019738,,,,,
2024-05-14,182.24,182.41,180.55,181.64,173.96,653923,653923,-0.6,-0.32924,181.71,"May 14, 24",-0.0032924,,,,,
2024-05-13,179.93,181.45,179.42,181.43,173.76,308656,308656,1.5,0.83366,180.5575,"May 13, 24",0.0083366,,,,,
2024-05-10,180.71,180.71,178.6,179.4,171.81,347600,347600,-1.31,-0.72492,179.855,"May 10, 24",-0.0072492,,,,,
2024-05-09,178.99,180.51,178.13,180.38,172.75,313000,313000,1.39,0.77658,179.5025,"May 09, 24",0.0077658,,,,,
