symbol,date,analystRatingsbuy,analystRatingsHold,analystRatingsSell,analystRatingsStrongSell,analystRatingsStrongBuy
URI,2026-01-01,11,6,0,1,5
URI,2025-12-01,11,6,0,1,5
URI,2025-11-01,11,7,0,1,5
URI,2025-10-01,10,9,0,1,4
URI,2025-09-01,9,10,0,2,3
URI,2025-08-01,7,9,0,2,3
URI,2025-07-01,8,10,0,3,5
URI,2025-06-01,8,9,0,3,4
URI,2025-05-01,8,9,1,3,4
URI,2025-04-01,7,10,1,3,4
URI,2025-03-01,7,10,0,4,3
URI,2025-02-01,7,10,0,4,3
URI,2025-01-01,7,9,1,4,3
URI,2024-12-01,7,8,1,4,3
URI,2024-11-01,7,8,2,4,6
URI,2024-10-01,8,8,2,4,6
URI,2024-09-01,8,8,2,4,6
URI,2024-08-01,8,10,2,4,6
URI,2024-07-01,8,10,2,2,4
URI,2024-06-01,7,10,2,2,4
URI,2024-05-01,2,10,2,0,4
URI,2024-04-01,2,10,2,0,4
URI,2024-03-01,2,10,2,0,4
URI,2024-02-01,2,10,2,0,4
URI,2024-01-01,2,10,2,0,4
URI,2023-12-01,2,10,2,0,4
URI,2023-11-01,2,10,2,0,4
URI,2023-10-01,2,10,2,0,4
URI,2023-09-01,2,10,2,0,4
URI,2023-08-01,2,10,2,0,4
URI,2023-07-01,2,10,2,0,4
URI,2023-06-01,2,10,2,0,4
URI,2023-05-01,2,10,2,0,4
URI,2023-04-01,2,10,2,0,4
URI,2023-03-01,2,10,2,0,4
URI,2023-02-01,2,10,2,0,4
URI,2023-01-01,2,8,2,0,6
URI,2022-12-01,2,8,2,0,6
URI,2022-11-01,2,8,2,0,6
URI,2022-10-01,8,7,1,0,4
URI,2022-09-01,8,7,1,0,4
URI,2022-08-01,2,8,2,0,6
URI,2022-07-01,8,7,1,0,4
URI,2022-06-01,2,8,2,0,6
URI,2022-05-01,8,7,1,0,4
URI,2022-04-01,2,8,2,0,6
URI,2022-03-01,2,8,2,0,6
URI,2022-02-01,2,8,2,0,6
URI,2022-01-01,2,8,2,0,6
URI,2021-12-01,2,8,2,0,6
URI,2021-11-01,2,8,2,0,6
URI,2021-10-01,2,8,2,0,6
URI,2021-09-01,2,8,2,0,6
URI,2021-08-01,2,8,2,0,6
URI,2021-07-01,2,8,2,0,6
URI,2021-06-01,2,8,2,0,6
URI,2021-05-01,2,8,2,0,6
URI,2021-04-01,2,8,2,0,6
URI,2021-03-01,2,8,2,0,6
URI,2021-02-01,4,8,2,0,4
URI,2021-01-01,5,7,2,0,5
URI,2020-12-01,2,10,2,0,4
URI,2020-07-01,4,9,2,0,7
URI,2020-06-01,8,8,0,0,5
URI,2020-05-01,8,8,0,0,4
URI,2020-04-01,4,11,2,0,5
URI,2020-03-01,4,11,2,0,5
URI,2020-02-01,4,11,2,0,5
URI,2020-01-01,4,11,2,0,5
URI,2019-12-01,4,11,2,0,5
URI,2019-11-01,4,11,2,0,5
URI,2019-10-01,4,11,2,0,5
URI,2019-09-01,4,11,2,0,5
URI,2019-08-01,4,11,2,0,5
URI,2019-07-01,4,11,2,0,5
URI,2019-06-01,4,11,2,0,5
URI,2019-05-01,4,11,2,0,5
URI,2019-04-01,4,11,2,0,5
URI,2019-03-01,4,11,2,0,5
URI,2019-02-01,4,11,2,0,5
URI,2019-01-01,4,11,2,0,5
