symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
ACGL,2024-12-31,92.35,372500000,34400375000,979000000,2728000000,36149375000
ACGL,2023-12-31,74.27,368700000,27383349000,917000000,2726000000,29192349000
ACGL,2022-12-31,62.78,368612197,23141473727,855118000,2725410000,25011765727
ACGL,2021-12-31,44.45,391748715,17413230381,858668000,2724394000,19278956381
ACGL,2020-12-31,36.07,403062179,14538452796,906448000,3016800000,16648804796
ACGL,2019-12-31,42.89,401802815,17233322735,726230000,2355913000,18863005735
ACGL,2018-12-31,26.72,404347621,10804168433,646556000,2189210000,12346822433
ACGL,2017-12-31,30.26,404138364,12229226894,606199000,2549016000,14172043894
ACGL,2016-12-31,28.76,362376342,10421943595,842942000,2488908000,12067909595
ACGL,2015-12-31,23.25,365358381,8494582358,553326000,1321740000,9262996358
ACGL,2014-12-31,19.7,392452830,7731320751,485702000,900000000,8145618751
ACGL,2013-12-31,19.9,394066176,7841916902,434057000,900000000,8307859902
ACGL,2012-12-31,14.67,403338474,5916975413,371041000,400000000,5945934413
ACGL,2011-12-31,12.41,396665910,4922623943,351699000,710486000,5281410943
ACGL,2010-12-31,9.78,451635444,4416994642,362740000,725770000,4780024642
ACGL,2009-12-31,7.95,536043249,4261543829,334571000,617565000,4544537829
ACGL,2008-12-31,7.79,558910827,4353915342,251739000,400000000,4502176342
ACGL,2007-12-31,7.82,638961048,4996675395,239915000,300000000,5056760395
ACGL,2006-12-31,7.51,658911888,4948428278,317017000,300000000,4931411278
ACGL,2005-12-31,6.08,318083850,1933949808,222477000,300000000,2011472808
ACGL,2004-12-31,4.3,284046633,1221400521,113052000,300000000,1408348521
ACGL,2003-12-31,4.43,236376495,1047147872,56899000,200000000,1190248872
ACGL,2002-12-31,3.46,180861282,625780035,91717000,0,534063035
ACGL,2001-12-31,2.86,115701012,330904894,9970000,0,320934894
ACGL,2000-12-31,1.67,118782675,198367067,11481000,0,186886067
ACGL,1999-12-31,1.4,153780588,215292823,9457000,0,205835823
ACGL,1998-12-31,2.42,153586485,371679293,12037000,0,359642293
ACGL,1997-12-31,2.47,153293409,378634720,9014000,0,369620720
ACGL,1996-12-31,2.15,153750000,330562500,1466000,0,329096500
ACGL,1995-12-31,2.57,150000000,385500000,0,0,385500000
