symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
LVS,2024-12-31,51.36,735000000,37749600000,3650000000,13752000000,47851600000
LVS,2023-12-31,49.21,763000000,37547230000,5105000000,14029000000,46471230000
LVS,2022-12-31,48.07,764000000,36725480000,6311000000,15978000000,46392480000
LVS,2021-12-31,37.64,764000000,28756960000,1854000000,14795000000,41697960000
LVS,2020-12-31,59.6,764000000,45534400000,2082000000,14004000000,57456400000
LVS,2019-12-31,69.04,771000000,53229840000,4226000000,12492000000,61495840000
LVS,2018-12-31,52.05,786000000,40911300000,4648000000,11985000000,48248300000
LVS,2017-12-31,69.49,792000000,55036079999,2419000000,9640000000,62257079999
LVS,2016-12-31,53.41,794627349,42441046710,2128000000,9595000000,49908046710
LVS,2015-12-31,43.84,796785900,34931093856,2179000000,9344000000,42096093856
LVS,2014-12-31,58.16,806130838,46884569538,3506319000,9992647000,53370897538
LVS,2013-12-31,78.87,822282515,64853421958,3600414000,9760259000,71013266958
LVS,2012-12-31,46.16,806395660,37223223665,2512766000,10230067000,44940524665
LVS,2011-12-31,42.73,728343428,31122114678,3902718000,10032977000,37252373678
LVS,2010-12-31,45.95,667463535,30669949433,3037081000,10140823000,37773691433
LVS,2009-12-31,14.94,656836950,9813144033,4955416000,11025462000,15883190033
LVS,2008-12-31,5.93,392131375,2325339053,3038163000,10470738000,9757914053
LVS,2007-12-31,103.05,354807700,36562933485,857150000,7572330000,43278113485
LVS,2006-12-31,89.48,354277941,31700790160,468066000,4142638000,35375362160
LVS,2005-12-31,39.47,354161165,13978741182,456846000,1633226000,15155121182
LVS,2004-12-31,48,326486740,15671363520,1294898000,1789928000,16166393520
LVS,2003-12-31,46.56,324658394,15116094824,152793000,1566495000,16529796824
LVS,2002-12-31,46.56,359179197,16723383412,106483000,1352312000,17969212412
LVS,2001-12-31,46.56,393700000,18330672000,0,0,18330672000
LVS,2000-12-31,46.56,337240000,15701894400,0,0,15701894400
