date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,adjDividend,dividend,paymentDate,recordDate
2024-05-01,403.14,404.51,398.45,402.11,402.11,575722,575722,-1.03,-0.25549,402.0525,"May 01, 24",-0.0025549,,,,,
2024-04-30,410.04,412.04,402,404.84,404.84,904813,904813,-5.2,-1.27,407.23,"April 30, 24",-0.0127,,,,,
2024-04-29,404.86,410.04,404.14,410.04,410.04,673827,673827,5.18,1.28,407.27,"April 29, 24",0.0128,,,,,
2024-04-26,405.62,411.35,402.95,406.39,406.39,637675,637675,0.77,0.18983,406.5775,"April 26, 24",0.0018983,,,,,
2024-04-25,409.35,409.35,403.13,408.01,408.01,707068,707068,-1.34,-0.32735,407.46,"April 25, 24",-0.0032735,,,,,
2024-04-24,414.63,417.87,407.16,410.55,410.55,866445,866445,-4.08,-0.98401,412.5525,"April 24, 24",-0.0098401,,,,,
2024-04-23,420.86,424.85,417.27,419.27,419.27,692353,692353,-1.59,-0.3778,420.5625,"April 23, 24",-0.003778,,,,,
2024-04-22,417.43,419.29,412.64,417.98,417.98,635460,635460,0.55,0.13176,416.835,"April 22, 24",0.0013176,,,,,
2024-04-19,413.83,418.79,411,413.5,413.5,1072899,1072899,-0.33,-0.07974289,414.28,"April 19, 24",-0.0007974289,,,,,
2024-04-18,428.82,428.82,416.58,425.11,425.11,862502,862502,-3.71,-0.86516,424.8325,"April 18, 24",-0.0086516,,,,,
2024-04-17,428.8,429.92,423.68,424.55,424.55,947644,947644,-4.25,-0.99114,426.7375,"April 17, 24",-0.0099114,,,,,
2024-04-16,430.9,432.46,422.1,424.17,424.17,1144548,1144548,-6.73,-1.56,427.4075,"April 16, 24",-0.0156,,,,,
2024-04-15,444.36,444.87,431.68,433.24,433.24,904772,904772,-11.12,-2.5,438.5375,"April 15, 24",-0.025,,,,,
2024-04-12,445.55,448.5,441,442.32,442.32,487251,487251,-3.23,-0.72495,444.3425,"April 12, 24",-0.0072495,,,,,
2024-04-11,454.66,455.08,446.74,447.91,447.91,450213,450213,-6.75,-1.48,451.0975,"April 11, 24",-0.0148,,,,,
2024-04-10,449.99,453.7,446.23,450.95,450.95,876239,876239,0.96,0.21334,450.2175,"April 10, 24",0.0021334,,,,,
2024-04-09,450.1,455.33,450,454.8,454.8,595027,595027,4.7,1.04,452.5575,"April 09, 24",0.0104,,,,,
2024-04-08,453.48,457.75,450.79,452.78,452.78,967272,967272,-0.7,-0.15436,453.7,"April 08, 24",-0.0015436,,,,,
2024-04-05,447.23,455.4,441.42,444.75,444.75,1285887,1285887,-2.48,-0.55452,447.2,"April 05, 24",-0.0055452,,,,,
2024-04-04,443.91,467.49,443.58,448.64,448.64,2916850,2916850,4.73,1.07,450.905,"April 04, 24",0.0107,,,,,
2024-04-03,469.57,474.12,438.67,439.98,439.98,4214327,4214327,-29.59,-6.3,455.585,"April 03, 24",-0.063,,,,,
2024-04-02,527.5,528.8,516.46,519.68,519.68,609483,609483,-7.82,-1.48,523.11,"April 02, 24",-0.0148,,,,,
2024-04-01,520.84,529.67,520.84,529.01,529.01,647023,647023,8.17,1.57,525.09,"April 01, 24",0.0157,,,,,
2024-03-28,515.67,525.77,513.68,522.88,522.88,804546,804546,7.21,1.4,519.5,"March 28, 24",0.014,,,,,
2024-03-27,515.64,516.66,507.02,513.52,513.52,923015,923015,-2.12,-0.41114,513.21,"March 27, 24",-0.0041114,,,,,
2024-03-26,505.66,514.68,505,514.34,514.34,866896,866896,8.68,1.72,509.92,"March 26, 24",0.0172,,,,,
2024-03-25,521.97,523.54,505.26,505.57,505.57,773757,773757,-16.4,-3.14,514.085,"March 25, 24",-0.0314,,,,,
2024-03-22,522,526.58,515.27,520.37,520.37,1061145,1061145,-1.63,-0.31226,521.055,"March 22, 24",-0.0031226,,,,,
2024-03-21,523.96,531.11,521.24,523.55,523.55,967907,967907,-0.41,-0.07825025,524.965,"March 21, 24",-0.0007825025,,,,,
2024-03-20,528.63,532.7,522.9,523.96,523.96,694662,694662,-4.67,-0.88342,527.0475,"March 20, 24",-0.0088342,,,,,
2024-03-19,535.08,535.08,524.47,529.08,529.08,811628,811628,-6,-1.12,530.9275,"March 19, 24",-0.0112,,,,,
2024-03-18,534.36,544.36,525.67,532.33,532.33,1064510,1064510,-2.03,-0.37989,534.18,"March 18, 24",-0.0037989,,,,,
2024-03-15,504,546.58,502.2,535.98,535.98,2891583,2891583,31.98,6.35,522.19,"March 15, 24",0.0635,,,,,
2024-03-14,572.62,574.76,561.21,565.44,565.44,1399900,1399900,-7.18,-1.25,568.5075,"March 14, 24",-0.0125,,,,,
2024-03-13,559.83,572.48,558.33,567.18,567.18,815571,815571,7.35,1.31,564.455,"March 13, 24",0.0131,,,,,
2024-03-12,549.13,556.88,548.15,555.57,555.57,558404,558404,6.44,1.17,552.4325,"March 12, 24",0.0117,,,,,
2024-03-11,540.62,549.22,538.54,548.56,548.56,626352,626352,7.94,1.47,544.235,"March 11, 24",0.0147,,,,,
2024-03-08,549.67,551.12,540.12,540.22,540.22,499679,499679,-9.45,-1.72,545.2825,"March 08, 24",-0.0172,,,,,
2024-03-07,550.14,554.5,546.36,548.32,548.32,372050,372050,-1.82,-0.33082,549.83,"March 07, 24",-0.0033082,,,,,
2024-03-06,555.1,555.1,543.63,548.3,548.3,457869,457869,-6.8,-1.23,550.5325,"March 06, 24",-0.0123,,,,,
2024-03-05,548,554.74,539.13,549.46,549.46,545166,545166,1.46,0.26642,547.8325,"March 05, 24",0.0026642,,,,,
2024-03-04,545.88,551.84,542.84,546.54,546.54,481411,481411,0.66,0.12091,546.775,"March 04, 24",0.0012091,,,,,
2024-03-01,548.31,553.42,543.37,549.98,549.98,548687,548687,1.67,0.30457,548.77,"March 01, 24",0.0030457,,,,,
2024-02-29,559.26,559.26,546.78,548.56,548.56,1022640,1022640,-10.7,-1.91,553.465,"February 29, 24",-0.0191,,,,,
2024-02-28,559.22,563.17,556.92,559.16,559.16,343817,343817,-0.06,-0.01072923,559.6175,"February 28, 24",-0.0001072923,,,,,
2024-02-27,555.59,562.8,554.66,561.41,561.41,428300,428300,5.82,1.05,558.615,"February 27, 24",0.0105,,,,,
2024-02-26,550.17,557.98,548.93,556.32,556.32,396099,396099,6.15,1.12,553.35,"February 26, 24",0.0112,,,,,
2024-02-23,547.47,553.65,544.99,549.78,549.78,371804,371804,2.31,0.42194,548.9725,"February 23, 24",0.0042194,,,,,
2024-02-22,541.2,547.48,538.67,544.06,544.06,478754,478754,2.86,0.52846,542.8525,"February 22, 24",0.0052846,,,,,
2024-02-21,543.39,548.6,536,538.79,538.79,723039,723039,-4.6,-0.84654,541.695,"February 21, 24",-0.0084654,,,,,
2024-02-20,529,542.8,528.75,541.29,541.29,702323,702323,12.29,2.32,535.46,"February 20, 24",0.0232,,,,,
2024-02-16,528.41,536.85,527.2,532.09,532.09,353844,353844,3.68,0.69643,531.1375,"February 16, 24",0.0069643,,,,,
2024-02-15,533.74,536.88,528.84,529.88,529.88,467835,467835,-3.86,-0.7232,532.335,"February 15, 24",-0.007232,,,,,
2024-02-14,531.21,533.75,521.71,526.59,526.59,543771,543771,-4.62,-0.86971,528.315,"February 14, 24",-0.0086971,,,,,
2024-02-13,517.89,532.43,514.97,531.06,531.06,753568,753568,13.17,2.54,524.0875,"February 13, 24",0.0254,,,,,
2024-02-12,524.01,527.66,520.79,525.06,525.06,529563,529563,1.05,0.20038,524.38,"February 12, 24",0.0020038,,,,,
2024-02-09,521,524.34,517.16,522.63,522.63,489520,489520,1.63,0.31286,521.2825,"February 09, 24",0.0031286,,,,,
2024-02-08,516.22,522.16,513.3,519.12,519.12,667855,667855,2.9,0.56178,517.7,"February 08, 24",0.0056178,,,,,
2024-02-07,506.89,516.91,504.58,514.04,514.04,800008,800008,7.15,1.41,510.605,"February 07, 24",0.0141,,,,,
2024-02-06,503.71,504.16,496.1,502,502,636491,636491,-1.71,-0.33948,501.4925,"February 06, 24",-0.0033948,,,,,
2024-02-05,506.51,509.27,496.74,502.38,502.38,620305,620305,-4.13,-0.81538,503.725,"February 05, 24",-0.0081538,,,,,
2024-02-02,500.46,510.05,491.52,505.33,505.33,590288,590288,4.87,0.9731,501.84,"February 02, 24",0.009731,,,,,
2024-02-01,506.55,508.08,499.11,503.52,503.52,551322,551322,-3.03,-0.59816,504.315,"February 01, 24",-0.0059816,,,,,
2024-01-31,508.74,510.86,500.84,502.05,502.05,561410,561410,-6.69,-1.32,505.6225,"January 31, 24",-0.0132,,,,,
2024-01-30,505.77,511.58,501.86,508.74,508.74,831726,831726,2.97,0.58722,506.9875,"January 30, 24",0.0058722,,,,,
2024-01-29,493.06,509.6,493.06,507.99,507.99,910780,910780,14.93,3.03,500.9275,"January 29, 24",0.0303,,,,,
2024-01-26,496.34,499.42,488.74,493.59,493.59,706493,706493,-2.75,-0.55406,494.5225,"January 26, 24",-0.0055406,,,,,
2024-01-25,480.34,493.54,479.24,493.22,493.22,798180,798180,12.88,2.68,486.585,"January 25, 24",0.0268,,,,,
2024-01-24,481,484.28,473.71,478.77,478.77,559978,559978,-2.23,-0.46362,479.44,"January 24, 24",-0.0046362,,,,,
2024-01-23,480,480.84,474.84,479.9,479.9,525390,525390,-0.1,-0.02083333,478.895,"January 23, 24",-0.0002083333,,,,,
2024-01-22,474.52,478.24,471.33,476.9,476.9,436920,436920,2.38,0.50156,475.2475,"January 22, 24",0.0050156,,,,,
2024-01-19,479.68,479.68,468.61,472.57,472.57,517203,517203,-7.11,-1.48,475.135,"January 19, 24",-0.0148,,,,,
2024-01-18,472.24,476.96,470.49,475.5,475.5,402165,402165,3.26,0.69033,473.7975,"January 18, 24",0.0069033,,,,,
2024-01-17,471.63,476.12,470.09,472.76,472.76,440235,440235,1.13,0.23959,472.65,"January 17, 24",0.0023959,,,,,
2024-01-16,480.97,483.6,475.25,476.01,476.01,761070,761070,-4.96,-1.03,478.9575,"January 16, 24",-0.0103,,,,,
2024-01-12,486.59,486.96,480.64,482.08,482.08,443287,443287,-4.51,-0.92686,484.0675,"January 12, 24",-0.0092686,,,,,
2024-01-11,483.84,484.38,475.19,482.83,482.83,555286,555286,-1.01,-0.20875,481.56,"January 11, 24",-0.0020875,,,,,
2024-01-10,483.5,487.49,478.91,480.91,480.91,462953,462953,-2.59,-0.53568,482.7025,"January 10, 24",-0.0053568,,,,,
2024-01-09,482.6,489.1,482.6,485.06,485.06,567852,567852,2.46,0.50974,484.84,"January 09, 24",0.0050974,,,,,
2024-01-08,471.59,483.46,469.49,482.96,482.96,622774,622774,11.37,2.41,476.875,"January 08, 24",0.0241,,,,,
2024-01-05,465.53,476.45,464.81,471.12,471.12,473737,473737,5.59,1.2,469.4775,"January 05, 24",0.012,,,,,
2024-01-04,474.61,475.3,468.79,468.92,468.92,481323,481323,-5.69,-1.2,471.905,"January 04, 24",-0.012,,,,,
2024-01-03,485.18,486.48,472.81,473.82,473.82,594919,594919,-11.36,-2.34,479.5725,"January 03, 24",-0.0234,,,,,
2024-01-02,485.25,492.11,483.59,486.61,486.61,480828,480828,1.36,0.28027,486.89,"January 02, 24",0.0028027,,,,,
2023-12-29,487.73,491.65,486.36,489.99,489.99,461013,461013,2.26,0.46337,488.9325,"December 29, 23",0.0046337,,,,,
2023-12-28,485,487.64,483.14,486.84,486.84,328938,328938,1.84,0.37938,485.655,"December 28, 23",0.0037938,,,,,
2023-12-27,477.42,483.28,477.42,483.26,483.26,369425,369425,5.84,1.22,480.345,"December 27, 23",0.0122,,,,,
2023-12-26,473.23,477.65,470.72,477.38,477.38,497948,497948,4.15,0.87695,474.745,"December 26, 23",0.0087695,,,,,
2023-12-22,475.79,476.9,469.27,471.36,471.36,513901,513901,-4.43,-0.93108,473.33,"December 22, 23",-0.0093108,,,,,
2023-12-21,481,485.33,475.62,477.47,477.47,581739,581739,-3.53,-0.73389,479.855,"December 21, 23",-0.0073389,,,,,
2023-12-20,485.73,489.65,477.44,477.57,477.57,530460,530460,-8.16,-1.68,482.5975,"December 20, 23",-0.0168,,,,,
2023-12-19,490.86,493.54,487.13,489.43,489.43,505459,505459,-1.43,-0.29133,490.24,"December 19, 23",-0.0029133,,,,,
2023-12-18,490.95,493.18,486.15,488.48,488.48,516967,516967,-2.47,-0.50311,489.69,"December 18, 23",-0.0050311,,,,,
2023-12-15,492.69,494.54,488,490.63,490.63,1113337,1113337,-2.06,-0.41811,491.465,"December 15, 23",-0.0041811,,,,,
2023-12-14,494.33,497.41,492.25,494.63,494.63,671722,671722,0.3,0.0606882,494.655,"December 14, 23",0.000606882,,,,,
2023-12-13,493.23,496.92,487.01,493.12,493.12,689672,689672,-0.11,-0.02230197,492.57,"December 13, 23",-0.0002230197,,,,,
2023-12-12,485,493.99,482.66,493.03,493.03,728947,728947,8.03,1.66,488.67,"December 12, 23",0.0166,,,,,
2023-12-11,484.76,484.76,477.43,482.64,482.64,813172,813172,-2.12,-0.43733,482.3975,"December 11, 23",-0.0043733,,,,,
2023-12-08,489.38,489.38,481.98,482.16,482.16,586135,586135,-7.22,-1.48,485.725,"December 08, 23",-0.0148,,,,,
2023-12-07,493.86,495.89,486.64,489.85,489.85,568599,568599,-4.01,-0.81197,491.56,"December 07, 23",-0.0081197,,,,,
2023-12-06,484,497.07,481.5,494.51,494.51,950355,950355,10.51,2.17,489.27,"December 06, 23",0.0217,,,,,
2023-12-05,483.46,488.86,480.26,481.42,481.42,921750,921750,-2.04,-0.42196,483.5,"December 05, 23",-0.0042196,,,,,
2023-12-04,472.32,487.6,471.79,486.76,486.76,1613742,1613742,14.44,3.06,479.6175,"December 04, 23",0.0306,,,,,
2023-12-01,475.2,479.27,465.0001,472.03,472.03,3580054,3578600,-3.17,-0.66709,472.61,"December 01, 23",-0.0066709,,,,,
2023-11-30,426.75,427.8,419.3,425.99,425.99,2126068,2126100,-0.76,-0.17809,424.96,"November 30, 23",-0.0017809,,,,,
2023-11-29,418.34,423.45,416.585,420.01,420.01,918443,918400,1.67,0.3992,419.7,"November 29, 23",0.003992,,,,,
2023-11-28,414.14,421.22,413.995,417.96,417.96,594990,595000,3.82,0.92239,418.32,"November 28, 23",0.0092239,,,,,
2023-11-27,412.75,417.83,411.44,414.75,414.75,703761,703800,2,0.48455,414.62,"November 27, 23",0.0048455,,,,,
2023-11-24,411.94,417.98,411.94,414.72,414.72,395864,395900,2.78,0.67486,415.91,"November 24, 23",0.0067486,,,,,
2023-11-22,408.71,412.09,405.83,409.49,409.49,434397,434300,0.78,0.19084,409.35,"November 22, 23",0.0019084,,,,,
2023-11-21,406,407.26,401.01,404.92,404.92,553660,553500,-1.08,-0.26601,404.71,"November 21, 23",-0.0026601,,,,,
2023-11-20,406.18,408.65,402.6301,405.61,405.61,620552,620500,-0.57,-0.14033,405.64,"November 20, 23",-0.0014033,,,,,
2023-11-17,410.03,410.64,405.7501,409.27,409.27,554802,554800,-0.76,-0.18535,408.46,"November 17, 23",-0.0018535,,,,,
2023-11-16,412.27,416.13,403.415,405.55,405.55,868404,868400,-6.72,-1.63,407.57,"November 16, 23",-0.0163,,,,,
2023-11-15,405.13,417.4115,403.83,415.33,415.33,1257830,1257600,10.2,2.52,413.82,"November 15, 23",0.0252,,,,,
2023-11-14,395.45,403.36,393.97,397.93,397.93,836130,835900,2.48,0.62713,398.74,"November 14, 23",0.0062713,,,,,
2023-11-13,389.18,392.86,387.15,390.5,390.5,423381,423400,1.32,0.33917,390.92,"November 13, 23",0.0033917,,,,,
2023-11-10,389.34,391.5001,385,389.71,389.71,559799,559600,0.37,0.09503262,388.89,"November 10, 23",0.0009503262,,,,,
2023-11-09,394.09,396.57,388.52,388.85,388.85,528607,528500,-5.24,-1.33,391.99,"November 09, 23",-0.0133,,,,,
2023-11-08,397.01,401.6363,392.475,392.78,392.78,588340,588200,-4.23,-1.07,395.63,"November 08, 23",-0.0107,,,,,
2023-11-07,386.5,396.7771,386.5,395.58,395.58,741234,741000,9.08,2.35,394.56,"November 07, 23",0.0235,,,,,
2023-11-06,388.57,393.47,385.34,385.98,385.98,520564,520600,-2.59,-0.66655,388.78,"November 06, 23",-0.0066655,,,,,
2023-11-03,382.15,387.98,382.15,385.88,385.88,596448,596400,3.73,0.97606,385.81,"November 03, 23",0.0097606,,,,,
2023-11-02,379.54,385.935,379.54,380.32,380.32,677528,677500,0.78,0.20551,382.22,"November 02, 23",0.0020551,,,,,
2023-11-01,379.02,379.37,370.2501,375.46,375.46,774519,774300,-3.56,-0.93926,374.38,"November 01, 23",-0.0093926,,,,,
2023-10-31,379.05,383.6153,375.04,381.31,381.31,753471,753400,2.26,0.59623,380.36,"October 31, 23",0.0059623,,,,,
2023-10-30,381.74,387.15,378.9246,379.24,379.24,632215,632200,-2.5,-0.6549,381.68,"October 30, 23",-0.006549,,,,,
2023-10-27,380.4,385.91,379.51,379.87,379.87,462808,462600,-0.53,-0.13933,381.6,"October 27, 23",-0.0013933,,,,,
2023-10-26,379.67,383,375.01,379.96,379.96,557088,557100,0.29,0.07638212,379.61,"October 26, 23",0.0007638212,,,,,
2023-10-25,380.7,385.11,377.2801,377.98,377.98,624769,624800,-2.72,-0.71447,380.37,"October 25, 23",-0.0071447,,,,,
2023-10-24,374.09,384.45,374.09,379.11,379.11,901406,901400,5.02,1.34,379.9,"October 24, 23",0.0134,,,,,
2023-10-23,371.35,375.57,368.02,373.08,373.08,787622,787600,1.73,0.46587,372.77,"October 23, 23",0.0046587,,,,,
2023-10-20,373.87,375.88,369.88,371.85,371.85,674462,674400,-2.02,-0.54029,372.22,"October 20, 23",-0.0054029,,,,,
2023-10-19,371.66,378.935,369.84,372.86,372.86,766108,766000,1.2,0.32288,373.88,"October 19, 23",0.0032288,,,,,
2023-10-18,382.25,383.04,372.26,372.5,372.5,776800,776800,-9.75,-2.55,375.41,"October 18, 23",-0.0255,,,,,
2023-10-17,385.58,389.445,382.655,383.66,383.66,630465,630400,-1.92,-0.49795,385.02,"October 17, 23",-0.0049795,,,,,
2023-10-16,382.04,388.21,380.02,387.26,387.26,724074,724100,5.22,1.37,385.72,"October 16, 23",0.0137,,,,,
2023-10-13,383,386.7699,379.29,379.43,379.43,539154,539100,-3.57,-0.93211,381.78,"October 13, 23",-0.0093211,,,,,
2023-10-12,393.78,393.78,380.61,382.73,382.73,657786,657800,-11.05,-2.81,383.6,"October 12, 23",-0.0281,,,,,
2023-10-11,392.38,393.65,386.22,391.3,391.3,716457,716300,-1.08,-0.27524,389.44,"October 11, 23",-0.0027524,,,,,
2023-10-10,386.31,396.015,385.8,393.02,393.02,931542,931500,6.71,1.74,392.42,"October 10, 23",0.0174,,,,,
2023-10-09,389.49,389.54,379.24,388.46,388.46,1630973,1631000,-1.03,-0.26445,384.73,"October 09, 23",-0.0026445,,,,,
2023-10-06,386.3,391.22,385.07,389.64,389.64,1117320,1117300,3.34,0.86461,388.89,"October 06, 23",0.0086461,,,,,
2023-10-05,394.43,395.5,388.37,388.82,388.82,731523,731500,-5.61,-1.42,390.36,"October 05, 23",-0.0142,,,,,
2023-10-04,397.37,399.66,394.07,395.91,395.91,901067,901000,-1.46,-0.36742,395.82,"October 04, 23",-0.0036742,,,,,
2023-10-03,398.95,400.34,392.655,394.235,394.235,743381,743200,-4.715,-1.18,395.06,"October 03, 23",-0.0118,,,,,
2023-10-02,402.09,406.8,398.775,402.95,402.95,892636,892600,0.86,0.21388,403.34,"October 02, 23",0.0021388,,,,,
2023-09-29,404.34,404.77,398.255,399.45,399.45,788511,788500,-4.89,-1.21,400.94,"September 29, 23",-0.0121,,,,,
2023-09-28,392.47,400.264,391.3049,398.91,398.91,543919,543900,6.44,1.64,397.63,"September 28, 23",0.0164,,,,,
2023-09-27,392.2,395.85,390.95,392.44,392.44,711059,711100,0.24,0.06119327,392.46,"September 27, 23",0.0006119327,,,,,
2023-09-26,395.55,396.74,388.45,389.72,389.72,818482,818400,-5.83,-1.47,390.81,"September 26, 23",-0.0147,,,,,
2023-09-25,398,400.61,395.755,398.39,398.39,585229,616200,0.39,0.09798995,398.82,"September 25, 23",0.0009798995,,,,,
2023-09-22,404.95,407.1299,397.87,398.73,398.73,660712,660500,-6.22,-1.54,400.86,"September 22, 23",-0.0154,,,,,
2023-09-21,409.62,410.96,404.1,404.25,404.25,664125,664100,-5.37,-1.31,406.1,"September 21, 23",-0.0131,,,,,
2023-09-20,413.65,415.19,409.56,411.31,411.31,467211,467000,-2.34,-0.5657,412.52,"September 20, 23",-0.005657,,,,,
2023-09-19,405.59,413.055,405.36,411.78,411.78,687283,687200,6.19,1.53,410.35,"September 19, 23",0.0153,,,,,
2023-09-18,411.01,412.615,406.89,407.89,407.89,812038,812000,-3.12,-0.75911,409.06,"September 18, 23",-0.0075911,,,,,
2023-09-15,418.1,418.88,411.195,413.57,413.57,777909,777700,-4.53,-1.08,413.83,"September 15, 23",-0.0108,,,,,
2023-09-14,414.71,416.39,410.9122,415.83,415.83,628120,628000,1.12,0.27007,414.76,"September 14, 23",0.0027007,,,,,
2023-09-13,416,418.76,412.61,414.2,414.2,553484,553500,-1.8,-0.43269,414.9,"September 13, 23",-0.0043269,,,,,
2023-09-12,418.14,420.47,413.03,414.43,414.43,544266,544100,-3.71,-0.88726,415.64,"September 12, 23",-0.0088726,,,,,
2023-09-11,416.63,419.75,412.49,418.38,418.38,822232,822100,1.75,0.42004,417.06,"September 11, 23",0.0042004,,,,,
2023-09-08,415.84,419.305,412.35,413.71,413.71,615997,616000,-2.13,-0.51222,414.48,"September 08, 23",-0.0051222,,,,,
2023-09-07,407.24,418.77,407.24,416.94,416.94,769193,769100,9.7,2.38,415.46,"September 07, 23",0.0238,,,,,
2023-09-06,413.18,417.065,408.04,408.49,408.49,689103,689000,-4.69,-1.14,410.01,"September 06, 23",-0.0114,,,,,
2023-09-05,415.07,417.905,411.73,415.49,415.49,915993,916000,0.42,0.10119,415.67,"September 05, 23",0.0010119,,,,,
2023-09-01,417.01,420,414.135,416.01,416.01,576909,576800,-1,-0.2398,416.11,"September 01, 23",-0.002398,,,,,
2023-08-31,421.47,423.9399,414.63,415.03,415.03,828273,828200,-6.44,-1.53,417.38,"August 31, 23",-0.0153,,,,,
2023-08-30,415.2,425.175,415.12,422.9,422.9,903577,903600,7.7,1.85,422.05,"August 30, 23",0.0185,,,,,
2023-08-29,410.83,416.6469,408.26,415.11,415.11,777058,777100,4.28,1.04,413.97,"August 29, 23",0.0104,,,,,
2023-08-28,409,414.82,405.8,410.84,410.84,1121935,1121800,1.84,0.44988,410.05,"August 28, 23",0.0044988,,,,,
2023-08-25,425.09,425.505,406.0156,407.15,407.15,2261422,2260700,-17.94,-4.22,410.44,"August 25, 23",-0.0422,,,,,
2023-08-24,435.83,438.49,421.61,422.74,422.74,1794051,1794100,-13.09,-3,426.53,"August 24, 23",-0.03,,,,,
2023-08-23,428,438.92,423.8,437.96,437.96,1221591,1221600,9.96,2.33,433.27,"August 23, 23",0.0233,,,,,
2023-08-22,442,442,426.855,430.58,430.58,1354037,1354000,-11.42,-2.58,430.29,"August 22, 23",-0.0258,,,,,
2023-08-21,454.59,457.6,444.11,447.91,447.91,800122,800100,-6.68,-1.47,448.25,"August 21, 23",-0.0147,,,,,
2023-08-18,443.21,454.12,443.21,452.93,452.93,537711,533500,9.72,2.19,451.12,"August 18, 23",0.0219,,,,,
2023-08-17,459.82,460.56,446.23,446.67,446.67,645025,645000,-13.15,-2.86,450.78,"August 17, 23",-0.0286,,,,,
2023-08-16,458.2,467.64,457.23,457.46,457.46,788407,788200,-0.74,-0.1615,461.27,"August 16, 23",-0.001615,,,,,
2023-08-15,459.01,464.46,456.1,456.2,456.2,804820,804700,-2.81,-0.61219,459.57,"August 15, 23",-0.0061219,,,,,
2023-08-14,446.78,459.17,446.47,458.56,458.56,884616,884500,11.78,2.64,455.69,"August 14, 23",0.0264,,,,,
2023-08-11,446,447.27,442.97,443.85,443.85,458803,458200,-2.15,-0.48206,444.56,"August 11, 23",-0.0048206,,,,,
2023-08-10,449.41,455.9099,447.04,447.46,447.46,590633,590500,-1.95,-0.4339,450.51,"August 10, 23",-0.004339,,,,,
2023-08-09,438.17,448.365,438.17,446.65,446.65,670298,670300,8.48,1.94,445.6,"August 09, 23",0.0194,,,,,
2023-08-08,437.3,441.7,435.785,438.17,438.17,621124,621100,0.87,0.19895,438.33,"August 08, 23",0.0019895,,,,,
2023-08-07,439.02,441.79,434.325,439.95,439.95,701768,701700,0.93,0.21184,437.9,"August 07, 23",0.0021184,,,,,
2023-08-04,435.01,444.076,432.26,438.32,438.32,817617,817600,3.31,0.7609,439.19,"August 04, 23",0.007609,,,,,
2023-08-03,437.09,440.605,434.48,435.74,435.74,904648,904600,-1.35,-0.30886,436.34,"August 03, 23",-0.0030886,,,,,
2023-08-02,445.37,445.75,438.13,438.24,438.24,642666,642600,-7.13,-1.6,440.3,"August 02, 23",-0.016,,,,,
2023-08-01,445,446.995,440.16,442.25,442.25,671294,670400,-2.75,-0.61798,442.3,"August 01, 23",-0.0061798,,,,,
2023-07-31,446.16,450.23,443.06,444.8,444.799988,866214,866000,-1.36,-0.30482,445.85,"July 31, 23",-0.0030482,,,,,
2023-07-28,450.05,452.5,444.361,445.39,445.39,692759,691500,-4.66,-1.04,446.17,"July 28, 23",-0.0104,,,,,
2023-07-27,455,457.84,447.5,448.45,448.45,864804,864800,-6.55,-1.44,451.62,"July 27, 23",-0.0144,,,,,
2023-07-26,453.14,456.45,448.13,454.74,454.73999,651113,651100,1.6,0.35309,453.14,"July 26, 23",0.0035309,,,,,
2023-07-25,453.54,456.58,447,451.64,451.64,1115403,1115400,-1.9,-0.41893,451.02,"July 25, 23",-0.0041893,,,,,
2023-07-24,459.29,460.1,452.22,454.67,454.67,878290,878300,-4.62,-1.01,454.58,"July 24, 23",-0.0101,,,,,
2023-07-21,462.35,466.18,458.22,460.11,460.109985,699724,699600,-2.24,-0.48448,461.75,"July 21, 23",-0.0048448,,,,,
2023-07-20,468.9,470.6,462.13,462.35,462.35,663217,663200,-6.55,-1.4,464.67,"July 20, 23",-0.014,,,,,
2023-07-19,472.68,474.38,469.29,471.21,471.209991,573638,573600,-1.47,-0.31099,471.17,"July 19, 23",-0.0031099,,,,,
2023-07-18,471.99,476.29,471.17,472.41,472.41,505132,505100,0.42,0.08898494,473.06,"July 18, 23",0.0008898494,,,,,
2023-07-17,472,476.6699,469.31,472.72,472.72,507577,507500,0.72,0.15254,473.96,"July 17, 23",0.0015254,,,,,
2023-07-14,475.72,476.38,469.61,472.65,472.649994,602156,601400,-3.07,-0.64534,472.44,"July 14, 23",-0.0064534,,,,,
2023-07-13,486.68,487.16,472.2,472.59,472.589996,713319,713300,-14.09,-2.9,475.5,"July 13, 23",-0.029,,,,,
2023-07-12,485.53,486.72,482.37,484.04,484.04,454522,454500,-1.49,-0.30688,484.39,"July 12, 23",-0.0030688,,,,,
2023-07-11,479.5,484.71,478.435,483.24,483.23999,506194,506000,3.74,0.77998,482.4,"July 11, 23",0.0077998,,,,,
2023-07-10,473.43,478.955,473.13,478,478,571685,571600,4.57,0.9653,476.82,"July 10, 23",0.009653,,,,,
2023-07-07,471.25,475.9999,468.23,471.63,471.63,530351,530100,0.38,0.0806366,472.91,"July 07, 23",0.000806366,,,,,
2023-07-06,476.2,479.06,470.005,470.55,470.549988,653158,652800,-5.65,-1.19,473.01,"July 06, 23",-0.0119,,,,,
2023-07-05,471.71,480.56,468.23,479.83,479.829987,789640,789500,8.12,1.72,476.72,"July 05, 23",0.0172,,,,,
2023-07-03,470.48,477.82,469.51,477.35,477.35,464019,464000,6.87,1.46,475.77,"July 03, 23",0.0146,,,,,
