date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,recordDate,adjDividend,paymentDate,dividend
2025-12-10,258.21,261.23,256.96,258.84,258.84,772551,772551,0.63,0.24399,258.81,"December 10, 25",0.0024399,,,,,
2025-12-09,262.58,264.35,256.63,257.27,257.27,448061,448061,-5.31,-2.02,260.2075,"December 09, 25",-0.0202,,,,,
2025-12-08,262.32,264.2,260.51,261.41,261.41,757000,757000,-0.91,-0.3469,262.11,"December 08, 25",-0.003469,,,,,
2025-12-05,262.13,263.99,260.1,263.28,263.28,585628,585628,1.15,0.43871,262.375,"December 05, 25",0.0043871,,,,,
2025-12-04,259.66,261.53,258.89,261.02,261.02,537800,537800,1.36,0.52376,260.275,"December 04, 25",0.0052376,,,,,
2025-12-03,259.92,261.26,256.68,259.4,259.4,396349,396349,-0.52,-0.20006,259.315,"December 03, 25",-0.0020006,,,,,
2025-12-02,264,264,258.47,259.3,259.3,571500,571500,-4.7,-1.78,261.4425,"December 02, 25",-0.0178,,,,,
2025-12-01,264.48,266.7,261.6,262.89,262.89,747200,747200,-1.59,-0.60118,263.9175,"December 01, 25",-0.0060118,,,,,
2025-11-28,267.31,268.57,263.01,266.28,266.28,311300,311300,-1.03,-0.38532,266.2925,"November 28, 25",-0.0038532,,,,,
2025-11-26,266.48,268.6,264.3,266.85,266.85,431701,431701,0.37,0.13885,266.5575,"November 26, 25",0.0013885,,,,,
2025-11-25,264.84,268.6,263.57,267.79,267.79,577905,577905,2.95,1.11,266.2,"November 25, 25",0.0111,,,,,
2025-11-24,263,265.34,262.08,263.08,263.08,1025939,1025939,0.08,0.03041825,263.375,"November 24, 25",0.0003041825,,,,,
2025-11-21,257.13,264.15,256.38,263.29,263.29,976596,976596,6.16,2.4,260.2375,"November 21, 25",0.024,,,,,
2025-11-20,254.94,258.25,253.83,256.98,256.98,623721,623721,2.04,0.80019,256,"November 20, 25",0.0080019,,,,,
2025-11-19,256.63,259.01,252.15,254.71,254.71,652639,652639,-1.92,-0.74816,255.625,"November 19, 25",-0.0074816,,,,,
2025-11-18,257.5,258.58,255.86,257,257,543818,543818,-0.5,-0.19417,257.235,"November 18, 25",-0.0019417,2025-10-29,2025-11-18,0.63,2025-12-18,0.63
2025-11-17,258.52,260.06,256.8,257.01,256.38,532900,532900,-1.51,-0.58409,258.0975,"November 17, 25",-0.0058409,,,,,
2025-11-14,260.76,261.05,256.71,258.41,257.78,504400,504400,-2.35,-0.90121,259.2325,"November 14, 25",-0.0090121,,,,,
2025-11-13,266.01,268.02,260.25,260.44,259.8,973914,973914,-5.57,-2.09,263.68,"November 13, 25",-0.0209,,,,,
2025-11-12,266.18,268.3,265.01,267.99,267.33,706825,706825,1.81,0.67999,266.87,"November 12, 25",0.0067999,,,,,
2025-11-11,264.5,267.53,263.68,266.7,266.05,809706,809706,2.2,0.83176,265.6025,"November 11, 25",0.0083176,,,,,
2025-11-10,262.24,264.82,257.13,264.01,263.36,1080556,1080556,1.77,0.67495,262.05,"November 10, 25",0.0067495,,,,,
2025-11-07,259.57,264.66,258.53,263.77,263.12,897497,897497,4.2,1.62,261.6325,"November 07, 25",0.0162,,,,,
2025-11-06,248.04,265.56,247,260.06,259.42,1610702,1610702,12.02,4.85,255.165,"November 06, 25",0.0485,,,,,
2025-11-05,240.51,244.3,239.2,243.18,242.58,1086100,1086100,2.67,1.11,241.7975,"November 05, 25",0.0111,,,,,
2025-11-04,238.34,242.98,235.98,241.85,241.26,727265,727265,3.51,1.47,239.7875,"November 04, 25",0.0147,,,,,
2025-11-03,235.37,237.41,233.28,237.32,236.74,746028,746028,1.95,0.82848,235.845,"November 03, 25",0.0082848,,,,,
2025-10-31,234.7,237.05,232.2,235.7,235.12,604345,604345,1,0.42608,234.9125,"October 31, 25",0.0042608,,,,,
2025-10-30,235.79,239.42,235.4,236.19,235.61,697919,697919,0.4,0.16964,236.7,"October 30, 25",0.0016964,,,,,
2025-10-29,241,241,236,236.79,236.21,560446,560446,-4.21,-1.75,238.6975,"October 29, 25",-0.0175,,,,,
2025-10-28,240.32,242.83,238.21,241.2,240.61,1475949,1475949,0.88,0.36618,240.64,"October 28, 25",0.0036618,,,,,
2025-10-27,240.99,242.38,239.07,240.91,240.32,1334342,1334342,-0.08,-0.0331964,240.8375,"October 27, 25",-0.000331964,,,,,
2025-10-24,243.34,243.34,240.57,240.76,240.17,341704,341704,-2.58,-1.06,242.0025,"October 24, 25",-0.0106,,,,,
2025-10-23,242.5,243.95,240.21,241.85,241.26,295400,295400,-0.65,-0.26804,242.1275,"October 23, 25",-0.0026804,,,,,
2025-10-22,244.23,244.48,241.68,242.37,241.78,653600,653600,-1.86,-0.76158,243.19,"October 22, 25",-0.0076158,,,,,
2025-10-21,242.75,245.2,240.27,242.03,241.44,371200,371200,-0.72,-0.2966,242.5625,"October 21, 25",-0.002966,,,,,
2025-10-20,240.43,242.71,239.07,242.22,241.63,498500,498500,1.79,0.7445,241.1075,"October 20, 25",0.007445,,,,,
2025-10-17,240.86,241.34,237.3,240.21,239.62,507512,507512,-0.65,-0.26987,239.9275,"October 17, 25",-0.0026987,,,,,
2025-10-16,236.4,240.87,235.32,240.3,239.71,450800,450800,3.9,1.65,238.2225,"October 16, 25",0.0165,,,,,
2025-10-15,237.02,238.95,234.96,236.76,236.18,347414,347414,-0.26,-0.1097,236.9225,"October 15, 25",-0.001097,,,,,
2025-10-14,235.02,238.03,232.51,237.81,237.23,516900,516900,2.79,1.19,235.8425,"October 14, 25",0.0119,,,,,
2025-10-13,235.64,237.1,234.17,235.48,234.9,358476,358476,-0.16,-0.06790019,235.5975,"October 13, 25",-0.0006790019,,,,,
2025-10-10,240,240.51,235.34,235.83,235.25,414026,414026,-4.17,-1.74,237.92,"October 10, 25",-0.0174,,,,,
2025-10-09,243.74,244.91,239.23,239.42,238.83,371137,371137,-4.32,-1.77,241.825,"October 09, 25",-0.0177,,,,,
2025-10-08,242.25,242.63,240.44,242.33,241.74,396535,396535,0.08,0.03302374,241.9125,"October 08, 25",0.0003302374,,,,,
2025-10-07,242.01,243.2,240.84,241.56,240.97,694407,694407,-0.45,-0.18594,241.9025,"October 07, 25",-0.0018594,,,,,
2025-10-06,241.82,242.7,239.16,240.64,240.05,563700,563700,-1.18,-0.48797,241.08,"October 06, 25",-0.0048797,,,,,
2025-10-03,242.78,244.61,241.1,242.5,241.91,714215,714215,-0.28,-0.11533,242.7475,"October 03, 25",-0.0011533,,,,,
2025-10-02,240.18,243.31,240.18,242.4,241.81,504105,504105,2.22,0.92431,241.5175,"October 02, 25",0.0092431,,,,,
2025-10-01,248.33,249.45,236.66,241.3,240.71,935100,935100,-7.03,-2.83,243.935,"October 01, 25",-0.0283,,,,,
2025-09-30,246,248.46,244.56,247.44,246.83,537137,537137,1.44,0.58537,246.615,"September 30, 25",0.0058537,,,,,
2025-09-29,248.73,248.73,244.66,245.37,244.77,796100,796100,-3.36,-1.35,246.8725,"September 29, 25",-0.0135,,,,,
2025-09-26,244.37,249.14,244.37,249.08,248.47,445800,445800,4.71,1.93,246.74,"September 26, 25",0.0193,,,,,
2025-09-25,245,245.64,238.4,244.19,243.59,631700,631700,-0.81,-0.33061,243.3075,"September 25, 25",-0.0033061,,,,,
2025-09-24,247.93,250.1,245.49,245.99,245.39,564500,564500,-1.94,-0.78248,247.3775,"September 24, 25",-0.0078248,,,,,
2025-09-23,248.78,251.76,248.49,249.23,248.62,432144,432144,0.45,0.18088,249.565,"September 23, 25",0.0018088,,,,,
2025-09-22,248.2,250.25,246.34,249.71,249.1,363800,363800,1.51,0.60838,248.625,"September 22, 25",0.0060838,,,,,
2025-09-19,250.72,250.89,248.6,248.78,248.17,643521,643521,-1.94,-0.77377,249.7475,"September 19, 25",-0.0077377,,,,,
2025-09-18,249.02,251.73,246.64,250.5,249.89,597700,597700,1.48,0.59433,249.4725,"September 18, 25",0.0059433,,,,,
2025-09-17,248.73,251.84,247.1,248.79,248.18,462414,462414,0.06,0.02412254,249.115,"September 17, 25",0.0002412254,,,,,
2025-09-16,247.79,249.84,247.12,247.99,247.38,567900,567900,0.2,0.08071351,248.185,"September 16, 25",0.0008071351,,,,,
2025-09-15,250.02,250.89,246.96,247.81,247.2,757812,757812,-2.21,-0.88393,248.92,"September 15, 25",-0.0088393,,,,,
2025-09-12,252.32,253,248.8,249.88,249.27,774400,774400,-2.44,-0.96703,251,"September 12, 25",-0.0096703,,,,,
2025-09-11,245.43,252.55,243.01,252.43,251.81,758400,758400,7,2.85,248.355,"September 11, 25",0.0285,,,,,
2025-09-10,248.29,248.55,243.83,243.83,243.23,431140,431140,-4.46,-1.8,246.125,"September 10, 25",-0.018,,,,,
2025-09-09,248.45,249.2,246.69,248.39,247.78,399617,399617,-0.06,-0.02414973,248.1825,"September 09, 25",-0.0002414973,,,,,
2025-09-08,244.86,249.35,243.25,248.32,247.71,933000,933000,3.46,1.41,246.445,"September 08, 25",0.0141,,,,,
2025-09-05,243.65,246.99,242.58,245.3,244.7,331368,331368,1.65,0.6772,244.63,"September 05, 25",0.006772,,,,,
2025-09-04,241.37,243.47,239.4,243.39,242.79,499549,499549,2.02,0.83689,241.9075,"September 04, 25",0.0083689,2025-07-30,2025-09-04,0.63,2025-09-26,0.63
2025-09-03,240.58,242.59,240.01,242.46,241.24,534100,534100,1.88,0.78144,241.41,"September 03, 25",0.0078144,,,,,
2025-09-02,243.66,244.84,241.79,242.02,240.8,406819,406819,-1.64,-0.67307,243.0775,"September 02, 25",-0.0067307,,,,,
2025-08-29,244.8,246.86,242.7,245.06,243.83,561727,561727,0.26,0.10621,244.855,"August 29, 25",0.0010621,,,,,
2025-08-28,248.34,248.47,244.08,244.77,243.54,512916,512916,-3.57,-1.44,246.415,"August 28, 25",-0.0144,,,,,
2025-08-27,247.49,249.44,246.62,248.98,247.73,629100,629100,1.49,0.60204,248.1325,"August 27, 25",0.0060204,,,,,
2025-08-26,247.99,248.88,246.4,248.58,247.33,548216,548216,0.59,0.23791,247.9625,"August 26, 25",0.0023791,,,,,
2025-08-25,251.69,252.13,247.94,248.48,247.23,320900,320900,-3.21,-1.28,250.06,"August 25, 25",-0.0128,,,,,
2025-08-22,249.19,252.46,247.77,251.87,250.6,375600,375600,2.68,1.08,250.3225,"August 22, 25",0.0108,,,,,
2025-08-21,248.24,249.15,247.18,247.5,246.26,331118,331118,-0.74,-0.2981,248.0175,"August 21, 25",-0.002981,,,,,
2025-08-20,248.27,251.33,247.44,249.55,248.29,489600,489600,1.28,0.51557,249.1475,"August 20, 25",0.0051557,,,,,
2025-08-19,243.46,248.04,243.46,247.62,246.37,376814,376814,4.16,1.71,245.645,"August 19, 25",0.0171,,,,,
2025-08-18,244.95,246.83,244.32,244.56,243.33,319800,319800,-0.39,-0.15922,245.165,"August 18, 25",-0.0015922,,,,,
2025-08-15,247.01,248.02,244.53,245.56,244.32,466800,466800,-1.45,-0.58702,246.28,"August 15, 25",-0.0058702,,,,,
2025-08-14,246.74,246.85,244.29,246.14,244.9,447200,447200,-0.6,-0.24317,246.005,"August 14, 25",-0.0024317,,,,,
2025-08-13,243.86,248.06,242.9,247.07,245.83,455200,455200,3.21,1.32,245.4725,"August 13, 25",0.0132,,,,,
2025-08-12,242.09,243.91,241.29,243.76,242.53,341182,341182,1.67,0.68983,242.7625,"August 12, 25",0.0068983,,,,,
2025-08-11,242.87,243.64,241.29,241.62,240.4,424209,424209,-1.25,-0.51468,242.355,"August 11, 25",-0.0051468,,,,,
2025-08-08,238.6,244.25,236.83,242.85,241.63,863800,863800,4.25,1.78,240.6325,"August 08, 25",0.0178,,,,,
2025-08-07,227.16,237.56,226.58,236.24,235.05,1192943,1192943,9.08,4,231.885,"August 07, 25",0.04,,,,,
2025-08-06,222.35,224.41,220.55,221.21,220.1,726000,726000,-1.14,-0.51271,222.13,"August 06, 25",-0.0051271,,,,,
2025-08-05,228.47,228.7,223.09,223.87,222.74,735318,735318,-4.6,-2.01,226.0325,"August 05, 25",-0.0201,,,,,
2025-08-04,226.59,228.88,226.26,228.43,227.28,590247,590247,1.84,0.81204,227.54,"August 04, 25",0.0081204,,,,,
2025-08-01,226.09,227.78,224,226.87,225.73,733700,733700,0.78,0.345,226.185,"August 01, 25",0.00345,,,,,
2025-07-31,228.57,229.97,226.05,226.49,225.35,700706,700706,-2.08,-0.91001,227.77,"July 31, 25",-0.0091001,,,,,
2025-07-30,227.59,229.84,227.59,229.27,228.12,408100,408100,1.68,0.73817,228.5725,"July 30, 25",0.0073817,,,,,
2025-07-29,226.48,228.73,225.9,228.37,227.22,438323,438323,1.89,0.83451,227.37,"July 29, 25",0.0083451,,,,,
2025-07-28,229.61,230.56,226.23,226.53,225.39,429711,429711,-3.08,-1.34,228.2325,"July 28, 25",-0.0134,,,,,
2025-07-25,226.89,231.27,226.44,230.46,229.3,650300,650300,3.57,1.57,228.765,"July 25, 25",0.0157,,,,,
2025-07-24,225.84,228.5,224.48,227.25,226.11,376548,376548,1.41,0.62434,226.5175,"July 24, 25",0.0062434,,,,,
2025-07-23,225.54,226.21,222.33,225.47,224.34,535245,535245,-0.07,-0.03103662,224.8875,"July 23, 25",-0.0003103662,,,,,
2025-07-22,223.49,226.28,223.21,223.69,222.56,818037,818037,0.2,0.08948946,224.1675,"July 22, 25",0.0008948946,,,,,
2025-07-21,224.88,225.57,222.45,222.65,221.53,643700,643700,-2.23,-0.99164,223.8875,"July 21, 25",-0.0099164,,,,,
2025-07-18,225.52,226.87,222.89,225.58,224.45,1721800,1721800,0.06,0.02660518,225.215,"July 18, 25",0.0002660518,,,,,
2025-07-17,226.42,227.57,224.15,224.59,223.46,1076152,1076152,-1.83,-0.80823,225.6825,"July 17, 25",-0.0080823,,,,,
2025-07-16,229.39,230.18,225.54,227.62,226.48,552907,552907,-1.77,-0.77161,228.1825,"July 16, 25",-0.0077161,,,,,
2025-07-15,228.94,230.91,227.89,228.84,227.69,850000,850000,-0.1,-0.04367957,229.145,"July 15, 25",-0.0004367957,,,,,
2025-07-14,227.1,227.56,224.7,225.79,224.65,834000,834000,-1.31,-0.57684,226.2875,"July 14, 25",-0.0057684,,,,,
2025-07-11,229.28,229.28,225.93,228.03,226.88,431200,431200,-1.25,-0.54518,228.13,"July 11, 25",-0.0054518,,,,,
2025-07-10,231.28,233.36,230.2,230.72,229.56,530745,530745,-0.56,-0.24213,231.39,"July 10, 25",-0.0024213,,,,,
2025-07-09,233.35,233.35,229.63,231.28,230.12,551947,551947,-2.07,-0.88708,231.9025,"July 09, 25",-0.0088708,,,,,
2025-07-08,232.52,234.72,231.59,232.57,231.4,610301,610301,0.05,0.02150353,232.85,"July 08, 25",0.0002150353,,,,,
2025-07-07,237.56,237.56,231.97,233.32,232.15,523505,523505,-4.24,-1.78,235.1025,"July 07, 25",-0.0178,,,,,
2025-07-03,238.53,238.53,236.13,237.55,236.36,242400,242400,-0.98,-0.41085,237.685,"July 03, 25",-0.0041085,,,,,
2025-07-02,241.73,242.71,237.18,238.25,237.05,548200,548200,-3.48,-1.44,239.9675,"July 02, 25",-0.0144,,,,,
2025-07-01,239.13,243.08,238.2,242.66,241.44,918422,918422,3.53,1.48,240.7675,"July 01, 25",0.0148,,,,,
2025-06-30,238.76,240.61,238.2,240.22,239.01,570020,570020,1.46,0.61149,239.4475,"June 30, 25",0.0061149,,,,,
2025-06-27,238.59,240.63,236.73,238.79,237.59,741600,741600,0.2,0.08382581,238.685,"June 27, 25",0.0008382581,,,,,
2025-06-26,241.02,241.03,237.93,238.53,237.33,396112,396112,-2.49,-1.03,239.6275,"June 26, 25",-0.0103,,,,,
2025-06-25,239.39,241.59,237.15,240.37,239.16,535000,535000,0.98,0.40937,239.625,"June 25, 25",0.0040937,,,,,
2025-06-24,237.18,240.06,234.51,239.59,238.38,467800,467800,2.41,1.02,237.835,"June 24, 25",0.0102,,,,,
2025-06-23,235.67,237,234.08,236.91,235.72,430320,430320,1.24,0.52616,235.915,"June 23, 25",0.0052616,,,,,
2025-06-20,236.96,237.74,234.53,235.67,234.48,665900,665900,-1.29,-0.5444,236.225,"June 20, 25",-0.005444,,,,,
2025-06-18,236.89,238.27,235.92,236.23,235.04,540900,540900,-0.66,-0.27861,236.8275,"June 18, 25",-0.0027861,,,,,
2025-06-17,238.93,239.57,236.4,237.08,235.89,563746,563746,-1.85,-0.77429,237.995,"June 17, 25",-0.0077429,,,,,
2025-06-16,241.88,243.72,240.53,241.16,239.95,417900,417900,-0.72,-0.29767,241.8225,"June 16, 25",-0.0029767,,,,,
2025-06-13,240.07,244.26,240,241.34,240.13,464100,464100,1.27,0.52901,241.4175,"June 13, 25",0.0052901,,,,,
2025-06-12,240.83,242.42,239.74,242.41,241.19,360820,360820,1.58,0.65606,241.35,"June 12, 25",0.0065606,,,,,
2025-06-11,242.67,243.22,240.2,240.74,239.53,471834,471834,-1.93,-0.79532,241.7075,"June 11, 25",-0.0079532,,,,,
2025-06-10,242.73,244.64,241.76,242.36,241.14,576800,576800,-0.37,-0.15243,242.8725,"June 10, 25",-0.0015243,2025-05-07,2025-06-10,0.57,2025-06-26,0.57
2025-06-09,244.54,244.99,241.86,242.7,240.91,564706,564706,-1.84,-0.75243,243.5225,"June 09, 25",-0.0075243,,,,,
2025-06-06,244.32,245,241.89,243.72,241.92,590537,590537,-0.6,-0.24558,243.7325,"June 06, 25",-0.0024558,,,,,
2025-06-05,243.49,244.67,241.33,243.58,241.78,760430,760430,0.09,0.0369625,243.2675,"June 05, 25",0.000369625,,,,,
2025-06-04,243.69,244.18,241.47,242.1,240.31,616540,616540,-1.59,-0.65247,242.86,"June 04, 25",-0.0065247,,,,,
2025-06-03,241.24,243.98,240.64,243.33,241.53,555012,555012,2.09,0.86636,242.2975,"June 03, 25",0.0086636,,,,,
2025-06-02,243.82,243.82,240.13,242.08,240.29,501700,501700,-1.74,-0.71364,242.4625,"June 02, 25",-0.0071364,,,,,
2025-05-30,243.32,245.69,242.31,245.21,243.4,1044300,1044300,1.89,0.77675,244.1325,"May 30, 25",0.0077675,,,,,
2025-05-29,243.65,246.63,243.64,245,243.19,440940,440940,1.35,0.55407,244.73,"May 29, 25",0.0055407,,,,,
2025-05-28,245.63,246.64,244.01,245,243.19,525900,525900,-0.63,-0.25648,245.32,"May 28, 25",-0.0025648,,,,,
2025-05-27,245.95,247.24,244.82,246.2,244.38,531700,531700,0.25,0.10165,246.0525,"May 27, 25",0.0010165,,,,,
2025-05-23,243,244.02,242.1,243,241.21,538500,538500,0,0,243.03,"May 23, 25",0,,,,,
2025-05-22,245.5,245.5,242.52,243.8,242,540900,540900,-1.7,-0.69246,244.33,"May 22, 25",-0.0069246,,,,,
2025-05-21,248.59,249.34,246.02,246.33,244.51,533406,533406,-2.26,-0.90913,247.57,"May 21, 25",-0.0090913,,,,,
2025-05-20,250.9,252.22,249.37,250.47,248.62,673500,673500,-0.43,-0.17138,250.74,"May 20, 25",-0.0017138,,,,,
2025-05-19,250.38,252.79,248.91,252.55,250.69,562320,562320,2.17,0.86668,251.1575,"May 19, 25",0.0086668,,,,,
2025-05-16,246.64,252.2,245.1,251.59,249.73,1623127,1623127,4.95,2.01,248.8825,"May 16, 25",0.0201,,,,,
2025-05-15,240.3,248.68,235.97,246.88,245.06,1153900,1153900,6.58,2.74,242.9575,"May 15, 25",0.0274,,,,,
2025-05-14,231.5,231.83,226.53,227.5,225.82,973948,973948,-4,-1.73,229.34,"May 14, 25",-0.0173,,,,,
2025-05-13,233.09,233.11,230.7,231.15,229.44,570600,570600,-1.94,-0.8323,232.0125,"May 13, 25",-0.008323,,,,,
2025-05-12,230,233.27,228.81,233.1,231.38,706030,706030,3.1,1.35,231.295,"May 12, 25",0.0135,,,,,
2025-05-09,226.41,227.18,224.56,226.43,224.76,511900,511900,0.02,0.00883353,226.145,"May 09, 25",8.83353e-05,,,,,
2025-05-08,225.17,228.08,223.33,225.86,224.19,510104,510104,0.69,0.30644,225.61,"May 08, 25",0.0030644,,,,,
2025-05-07,223.56,226.04,220.93,225.02,223.36,755600,755600,1.46,0.65307,223.8875,"May 07, 25",0.0065307,,,,,
2025-05-06,222.99,224.98,221.06,222.45,220.81,1171249,1171249,-0.54,-0.24216,222.87,"May 06, 25",-0.0024216,,,,,
2025-05-05,224.84,226.22,221.93,224.3,222.64,752400,752400,-0.54,-0.24017,224.3225,"May 05, 25",-0.0024017,,,,,
2025-05-02,225.48,225.71,221.94,224.81,223.15,745600,745600,-0.67,-0.29714,224.485,"May 02, 25",-0.0029714,,,,,
2025-05-01,222.94,223.81,218.36,222.24,220.6,1089000,1089000,-0.7,-0.31399,221.8375,"May 01, 25",-0.0031399,,,,,
2025-04-30,225.35,226.2,221.22,224.74,223.08,1464046,1464046,-0.61,-0.27069,224.3775,"April 30, 25",-0.0027069,,,,,
2025-04-29,223.9,225.19,221.88,224.04,222.39,1183000,1183000,0.14,0.06252791,223.7525,"April 29, 25",0.0006252791,,,,,
2025-04-28,225.48,227.24,223.66,225.26,223.6,610400,610400,-0.22,-0.09756963,225.41,"April 28, 25",-0.0009756963,,,,,
2025-04-25,225.61,225.91,222.86,225,223.34,368819,368819,-0.61,-0.27038,224.845,"April 25, 25",-0.0027038,,,,,
2025-04-24,224.39,227.35,223.77,226.35,224.68,333700,333700,1.96,0.87348,225.465,"April 24, 25",0.0087348,,,,,
2025-04-23,225,229.01,223.19,223.87,222.22,425500,425500,-1.13,-0.50222,225.2675,"April 23, 25",-0.0050222,,,,,
2025-04-22,221.17,223.48,220.15,222.77,221.13,297200,297200,1.6,0.72343,221.8925,"April 22, 25",0.0072343,,,,,
2025-04-21,221.22,221.48,215.91,218.78,217.17,306230,306230,-2.44,-1.1,219.3475,"April 21, 25",-0.011,,,,,
2025-04-17,220.75,224.49,220.15,222.23,220.59,451315,451315,1.48,0.67044,221.905,"April 17, 25",0.0067044,,,,,
2025-04-16,221.9,223.4,218.96,220.02,218.4,359400,359400,-1.88,-0.84723,221.07,"April 16, 25",-0.0084723,,,,,
2025-04-15,224.76,224.76,219.97,221.04,219.41,342204,342204,-3.72,-1.66,222.6325,"April 15, 25",-0.0166,,,,,
2025-04-14,222.43,225.03,221.37,224.01,222.36,421524,421524,1.58,0.71034,223.21,"April 14, 25",0.0071034,,,,,
2025-04-11,217.39,222.81,214.25,221.09,219.46,459313,459313,3.7,1.7,218.885,"April 11, 25",0.017,,,,,
2025-04-10,221.75,221.76,212.34,217.12,215.52,701018,701018,-4.63,-2.09,218.2425,"April 10, 25",-0.0209,,,,,
2025-04-09,204.9,223.47,204.9,222.94,221.29,1012229,1012229,18.04,8.8,214.0525,"April 09, 25",0.088,,,,,
2025-04-08,217.5,218.25,205.85,208.55,207.01,690800,690800,-8.95,-4.11,212.5375,"April 08, 25",-0.0411,,,,,
2025-04-07,209.34,216.15,205.03,212.76,211.19,949418,949418,3.42,1.63,210.82,"April 07, 25",0.0163,,,,,
2025-04-04,218.36,218.78,210.48,212.61,211.04,1201100,1201100,-5.75,-2.63,215.0575,"April 04, 25",-0.0263,,,,,
2025-04-03,226.36,229.01,220.79,221.41,219.78,481500,481500,-4.95,-2.19,224.3925,"April 03, 25",-0.0219,,,,,
2025-04-02,225.05,228.15,223.47,227.57,225.89,401034,401034,2.52,1.12,226.06,"April 02, 25",0.0112,,,,,
2025-04-01,225.3,227.67,222.05,225.72,224.05,803915,803915,0.42,0.18642,225.185,"April 01, 25",0.0018642,,,,,
2025-03-31,223.61,227.74,221.05,226.65,224.98,584200,584200,3.04,1.36,224.7625,"March 31, 25",0.0136,,,,,
2025-03-28,223.25,224.29,221.84,223,221.35,329610,329610,-0.25,-0.11198,223.095,"March 28, 25",-0.0011198,,,,,
2025-03-27,223.9,225.36,221.88,224.23,222.58,503600,503600,0.33,0.14739,223.8425,"March 27, 25",0.0014739,,,,,
2025-03-26,220.77,223.33,219.77,223.06,221.41,578200,578200,2.29,1.04,221.7325,"March 26, 25",0.0104,,,,,
2025-03-25,223.79,224.48,219.17,221.78,220.14,551000,551000,-2.01,-0.89816,222.305,"March 25, 25",-0.0089816,,,,,
2025-03-24,221.45,224.1,220.72,223.01,221.36,439743,439743,1.56,0.70445,222.32,"March 24, 25",0.0070445,,,,,
2025-03-21,224.21,224.21,216.56,220.42,218.79,1348221,1348221,-3.79,-1.69,221.35,"March 21, 25",-0.0169,,,,,
2025-03-20,225.18,226.5,223.4,225.47,223.81,524628,524628,0.29,0.12879,225.1375,"March 20, 25",0.0012879,,,,,
2025-03-19,228.22,228.22,222.25,225.27,223.61,450628,450628,-2.95,-1.29,225.99,"March 19, 25",-0.0129,,,,,
2025-03-18,227.97,228.97,226.14,228.32,226.63,454011,454011,0.35,0.15353,227.85,"March 18, 25",0.0015353,,,,,
2025-03-17,226.02,229.09,225.78,227.81,226.13,416224,416224,1.79,0.79197,227.175,"March 17, 25",0.0079197,,,,,
2025-03-14,222.89,227.7,221.39,226.63,224.96,434500,434500,3.74,1.68,224.6525,"March 14, 25",0.0168,,,,,
2025-03-13,224.88,225.34,221.86,222.45,220.81,419200,419200,-2.43,-1.08,223.6325,"March 13, 25",-0.0108,,,,,
2025-03-12,227.31,227.63,223.36,224.45,222.79,559632,559632,-2.86,-1.26,225.6875,"March 12, 25",-0.0126,,,,,
2025-03-11,231.68,231.68,227.15,228.06,226.38,858900,858900,-3.62,-1.56,229.6425,"March 11, 25",-0.0156,,,,,
2025-03-10,232.88,236.83,230.21,231.53,229.82,668662,668662,-1.35,-0.5797,232.8625,"March 10, 25",-0.005797,,,,,
