date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,recordDate,adjDividend,paymentDate,dividend
2025-03-07,229.87,234.5,228.34,232.74,231.02,667400,667400,2.87,1.25,231.3625,"March 07, 25",0.0125,,,,,
2025-03-06,225.39,232.49,225.06,232.25,230.54,1476811,1476811,6.86,3.04,228.7975,"March 06, 25",0.0304,,,,,
2025-03-05,224.96,229.5,224.96,227.43,225.75,622801,622801,2.47,1.1,226.7125,"March 05, 25",0.011,,,,,
2025-03-04,225.9,229.24,225,225.81,224.14,906014,906014,-0.09,-0.03984064,226.4875,"March 04, 25",-0.0003984064,,,,,
2025-03-03,220.12,224.16,215.94,222.72,221.08,547500,547500,2.6,1.18,220.735,"March 03, 25",0.0118,,,,,
2025-02-28,221,222.68,216.02,219.26,217.64,881413,881413,-1.74,-0.78733,219.74,"February 28, 25",-0.0078733,,,,,
2025-02-27,221.29,222.5,219.62,220.07,218.45,278503,278503,-1.22,-0.55131,220.87,"February 27, 25",-0.0055131,,,,,
2025-02-26,223.44,226.37,221.78,223.05,221.4,298802,298802,-0.39,-0.17454,223.66,"February 26, 25",-0.0017454,,,,,
2025-02-25,223.36,225.79,222.32,223.79,222.14,666800,666800,0.43,0.19251,223.815,"February 25, 25",0.0019251,,,,,
2025-02-24,220.19,224.72,218.95,223.68,222.03,394838,394838,3.49,1.58,221.885,"February 24, 25",0.0158,,,,,
2025-02-21,219.81,221.01,218.25,220.56,218.93,412247,412247,0.75,0.3412,219.9075,"February 21, 25",0.003412,,,,,
2025-02-20,220.64,221.33,219.58,220.79,219.16,249643,249643,0.15,0.06798405,220.585,"February 20, 25",0.0006798405,2025-01-28,2025-02-20,0.57,2025-03-21,0.57
2025-02-19,218.72,222.28,217.68,221.39,219.19,258500,258500,2.67,1.22,220.0175,"February 19, 25",0.0122,,,,,
2025-02-18,217,220.29,214.81,219.66,217.48,379700,379700,2.66,1.23,217.94,"February 18, 25",0.0123,,,,,
2025-02-14,220.49,221.8,218.91,219.34,217.16,322511,322511,-1.15,-0.52157,220.135,"February 14, 25",-0.0052157,,,,,
2025-02-13,219.22,220.26,216.52,219.23,217.05,443537,443537,0.01,0.00456163,218.8075,"February 13, 25",4.56163e-05,,,,,
2025-02-12,220.76,221.54,218.28,219.11,216.93,341000,341000,-1.65,-0.74742,219.9225,"February 12, 25",-0.0074742,,,,,
2025-02-11,223.28,223.55,221.52,223.36,221.14,302700,302700,0.08,0.03582945,222.9275,"February 11, 25",0.0003582945,,,,,
2025-02-10,224.21,224.85,221.7,224.31,222.08,437500,437500,0.1,0.04460104,223.7675,"February 10, 25",0.0004460104,,,,,
2025-02-07,225.73,226.48,220.79,223.23,221.01,682900,682900,-2.5,-1.11,224.0575,"February 07, 25",-0.0111,,,,,
2025-02-06,221.46,227.38,216.98,225.44,223.2,1332400,1332400,3.98,1.8,222.815,"February 06, 25",0.018,,,,,
2025-02-05,220.89,221.73,218.37,220.83,218.63,888398,888398,-0.06,-0.02716284,220.455,"February 05, 25",-0.0002716284,,,,,
2025-02-04,216.58,219.89,214.22,219.4,217.22,538247,538247,2.82,1.3,217.5225,"February 04, 25",0.013,,,,,
2025-02-03,218.38,219.62,215.83,218.34,216.17,523070,523070,-0.04,-0.0183167,218.0425,"February 03, 25",-0.000183167,,,,,
2025-01-31,219.79,224.8,218.94,220.65,218.46,565600,565600,0.86,0.39128,221.045,"January 31, 25",0.0039128,,,,,
2025-01-30,221.84,224.19,220.58,221.7,219.5,310900,310900,-0.14,-0.06310855,222.0775,"January 30, 25",-0.0006310855,,,,,
2025-01-29,221.8,222.23,218.95,220.28,218.09,332507,332507,-1.52,-0.6853,220.815,"January 29, 25",-0.006853,,,,,
2025-01-28,221.06,223.51,220.35,221.06,218.86,359733,359733,0,0,221.495,"January 28, 25",0,,,,,
2025-01-27,217.88,221.9,217.34,221.82,219.62,485231,485231,3.94,1.81,219.735,"January 27, 25",0.0181,,,,,
2025-01-24,216.25,217.88,215.28,217.01,214.85,297318,297318,0.76,0.35145,216.605,"January 24, 25",0.0035145,,,,,
2025-01-23,218.32,219.6,213.97,217.2,215.04,393234,393234,-1.12,-0.51301,217.2725,"January 23, 25",-0.0051301,,,,,
2025-01-22,214.85,219.69,214.72,218.58,216.41,718000,718000,3.73,1.74,216.96,"January 22, 25",0.0174,,,,,
2025-01-21,212.64,218.19,212.64,217.07,214.91,654023,654023,4.43,2.08,215.135,"January 21, 25",0.0208,,,,,
2025-01-17,210.67,210.99,208.32,209.62,207.54,693900,693900,-1.05,-0.49841,209.9,"January 17, 25",-0.0049841,,,,,
2025-01-16,206.67,210.34,205.76,210.15,208.06,428434,428434,3.48,1.68,208.23,"January 16, 25",0.0168,,,,,
2025-01-15,209.13,209.13,205.78,206.66,204.61,468800,468800,-2.47,-1.18,207.675,"January 15, 25",-0.0118,,,,,
2025-01-14,208.03,208.03,205.42,207.57,205.51,509100,509100,-0.46,-0.22112,207.2625,"January 14, 25",-0.0022112,,,,,
2025-01-13,205.88,207.82,204.28,207.37,205.31,420300,420300,1.49,0.72372,206.3375,"January 13, 25",0.0072372,,,,,
2025-01-10,206.45,209.85,205.12,205.74,203.69,343800,343800,-0.71,-0.34391,206.79,"January 10, 25",-0.0034391,,,,,
2025-01-08,206.78,209.73,204.96,209.43,207.35,284143,284143,2.65,1.28,207.725,"January 08, 25",0.0128,,,,,
2025-01-07,204.86,207.5,203.8,206.49,204.44,465100,465100,1.63,0.79567,205.6625,"January 07, 25",0.0079567,,,,,
2025-01-06,203.35,206.57,203.35,204.01,201.98,507837,507837,0.66,0.32456,204.32,"January 06, 25",0.0032456,,,,,
2025-01-03,202.55,204.61,200.98,204.12,202.09,379216,379216,1.57,0.77512,203.065,"January 03, 25",0.0077512,,,,,
2025-01-02,205.81,207.31,201.49,202.46,200.45,398100,398100,-3.35,-1.63,204.2675,"January 02, 25",-0.0163,,,,,
2024-12-31,205.34,207.33,204.48,205.56,203.52,370247,370247,0.22,0.10714,205.6775,"December 31, 24",0.0010714,,,,,
2024-12-30,206.18,206.32,203.32,205.08,203.04,232400,232400,-1.1,-0.53351,205.225,"December 30, 24",-0.0053351,,,,,
2024-12-27,207.02,209,206.17,207.98,205.91,268946,268946,0.96,0.46372,207.5425,"December 27, 24",0.0046372,,,,,
2024-12-26,207.46,209.52,206.36,208.72,206.65,584900,584900,1.26,0.60735,208.015,"December 26, 24",0.0060735,,,,,
2024-12-24,207.87,209.12,206.71,208.68,206.61,156400,156400,0.81,0.38967,208.095,"December 24, 24",0.0038967,,,,,
2024-12-23,205.73,208.46,204.92,208,205.93,465700,465700,2.27,1.1,206.7775,"December 23, 24",0.011,,,,,
2024-12-20,203.7,208.56,203.7,207.49,205.43,1251300,1251300,3.79,1.86,205.8625,"December 20, 24",0.0186,,,,,
2024-12-19,204.94,206.79,202.72,204.34,202.31,709579,709579,-0.6,-0.29277,204.6975,"December 19, 24",-0.0029277,,,,,
2024-12-18,209.76,210.69,206.88,207.01,204.95,559995,559995,-2.75,-1.31,208.585,"December 18, 24",-0.0131,,,,,
2024-12-17,210.6,213.92,209.44,209.51,207.43,500517,500517,-1.09,-0.51757,210.8675,"December 17, 24",-0.0051757,,,,,
2024-12-16,213.6,215.62,210.68,211.03,208.93,668700,668700,-2.57,-1.2,212.7325,"December 16, 24",-0.012,,,,,
2024-12-13,215.66,216.9,213.52,214.22,212.09,526500,526500,-1.44,-0.66772,215.075,"December 13, 24",-0.0066772,,,,,
2024-12-12,210.22,216.55,208.29,216.41,214.26,690405,690405,6.19,2.94,212.8675,"December 12, 24",0.0294,,,,,
2024-12-11,214.95,217.21,209.38,209.62,207.54,498700,498700,-5.33,-2.48,212.79,"December 11, 24",-0.0248,,,,,
2024-12-10,215.41,215.41,209.6,214.22,212.09,563435,563435,-1.19,-0.55243,213.66,"December 10, 24",-0.0055243,,,,,
2024-12-09,216.01,217.41,215.33,215.63,213.49,434609,434609,-0.38,-0.17592,216.095,"December 09, 24",-0.0017592,,,,,
2024-12-06,217.43,219.3,214.35,215.89,213.74,604800,604800,-1.54,-0.70827,216.7425,"December 06, 24",-0.0070827,,,,,
2024-12-05,216.6,218.4,215.5,217.43,215.27,654800,654800,0.83,0.38319,216.9825,"December 05, 24",0.0038319,,,,,
2024-12-04,215.89,219.65,214.5,217.25,215.09,552847,552847,1.36,0.62995,216.8225,"December 04, 24",0.0062995,,,,,
2024-12-03,218.51,219.04,216.13,216.65,214.5,627909,627909,-1.86,-0.85122,217.5825,"December 03, 24",-0.0085122,,,,,
2024-12-02,219.06,220.28,218.19,218.86,216.68,614600,614600,-0.2,-0.09129919,219.0975,"December 02, 24",-0.0009129919,,,,,
2024-11-29,216.33,219.53,215.49,219.06,216.88,343000,343000,2.73,1.26,217.6025,"November 29, 24",0.0126,,,,,
2024-11-27,216,219,214.64,217.47,215.31,406716,406716,1.47,0.68056,216.7775,"November 27, 24",0.0068056,,,,,
2024-11-26,216.07,216.44,213.31,216.06,213.91,473140,473140,-0.01,-0.00462813,215.47,"November 26, 24",-4.62813e-05,,,,,
2024-11-25,215.91,218.09,214.79,216.12,213.97,872600,872600,0.21,0.09726275,216.2275,"November 25, 24",0.0009726275,,,,,
2024-11-22,216.49,218.38,213.58,214.34,212.21,503000,503000,-2.15,-0.99312,215.6975,"November 22, 24",-0.0099312,,,,,
2024-11-21,212.24,216.17,210.79,215.77,213.63,1041613,1041613,3.53,1.66,213.7425,"November 21, 24",0.0166,,,,,
2024-11-20,210.08,213.48,208.95,212.25,210.14,761103,761103,2.17,1.03,211.19,"November 20, 24",0.0103,,,,,
2024-11-19,213.95,215.01,211.87,212,209.89,511400,511400,-1.95,-0.91143,213.2075,"November 19, 24",-0.0091143,2024-10-30,2024-11-19,0.57,2024-12-19,0.57
2024-11-18,220,221.71,216.96,217.09,214.37,599428,599428,-2.91,-1.32,218.94,"November 18, 24",-0.0132,,,,,
2024-11-15,221,221.91,219.34,220.12,217.36,540421,540421,-0.88,-0.39819,220.5925,"November 15, 24",-0.0039819,,,,,
2024-11-14,221.78,224.09,220.78,221.19,218.42,549505,549505,-0.59,-0.26603,221.96,"November 14, 24",-0.0026603,,,,,
2024-11-13,221.57,223.3,221.2,222.27,219.48,521500,521500,0.7,0.31593,222.085,"November 13, 24",0.0031593,,,,,
2024-11-12,223.05,224.92,221.68,222.73,219.94,641993,641993,-0.32,-0.14347,223.095,"November 12, 24",-0.0014347,,,,,
2024-11-11,220.26,223.47,219.21,221.86,219.08,663627,663627,1.6,0.72641,221.2,"November 11, 24",0.0072641,,,,,
2024-11-08,214,220.25,211.74,219.19,216.44,1071800,1071800,5.19,2.43,216.295,"November 08, 24",0.0243,,,,,
2024-11-07,225.05,225.05,211.31,215.5,212.8,1330245,1330245,-9.55,-4.24,219.2275,"November 07, 24",-0.0424,,,,,
2024-11-06,234.73,234.99,225.62,227.52,224.67,1404844,1404844,-7.21,-3.07,230.715,"November 06, 24",-0.0307,,,,,
2024-11-05,224.89,228.41,222.86,227.44,224.59,1262557,1262557,2.55,1.13,225.9,"November 05, 24",0.0113,,,,,
2024-11-04,225.32,229.38,223.88,225.82,222.99,918612,918612,0.5,0.22191,226.1,"November 04, 24",0.0022191,,,,,
2024-11-01,222.49,226.84,222.49,225.18,222.36,487800,487800,2.69,1.21,224.25,"November 01, 24",0.0121,,,,,
2024-10-31,222.48,224.37,221.67,221.85,219.07,417144,417144,-0.63,-0.28317,222.5925,"October 31, 24",-0.0028317,,,,,
2024-10-30,223.52,225.64,222.32,224.39,221.58,434615,434615,0.87,0.38923,223.9675,"October 30, 24",0.0038923,,,,,
2024-10-29,223.28,224.9,222.03,223.87,221.06,495500,495500,0.59,0.26424,223.52,"October 29, 24",0.0026424,,,,,
2024-10-28,225.65,227.5,223.41,224.01,221.2,491131,491131,-1.64,-0.72679,225.1425,"October 28, 24",-0.0072679,,,,,
2024-10-25,227.9,227.9,222.91,224.12,221.31,409600,409600,-3.78,-1.66,225.7075,"October 25, 24",-0.0166,,,,,
2024-10-24,223.64,230.7,222.7,227.24,224.39,739503,739503,3.6,1.61,226.07,"October 24, 24",0.0161,,,,,
2024-10-23,221.1,222.07,219.68,221.15,218.38,507924,507924,0.05,0.0226142,221,"October 23, 24",0.000226142,,,,,
2024-10-22,223.79,223.79,221.22,221.55,218.77,406600,406600,-2.24,-1,222.5875,"October 22, 24",-0.01,,,,,
2024-10-21,224.85,225.51,223.39,224.37,221.56,406600,406600,-0.48,-0.21348,224.53,"October 21, 24",-0.0021348,,,,,
2024-10-18,226.69,226.69,224,225.65,222.82,607800,607800,-1.04,-0.45878,225.7575,"October 18, 24",-0.0045878,,,,,
2024-10-17,227.56,228.03,223.14,225,222.18,648116,648116,-2.56,-1.12,225.9325,"October 17, 24",-0.0112,,,,,
2024-10-16,226.64,229.68,224.88,225.99,223.16,565900,565900,-0.65,-0.2868,226.7975,"October 16, 24",-0.002868,,,,,
2024-10-15,228.21,232.55,225.42,226.7,223.86,601900,601900,-1.51,-0.66167,228.22,"October 15, 24",-0.0066167,,,,,
2024-10-14,227.06,228.95,224.72,228.21,225.35,282600,282600,1.15,0.50647,227.235,"October 14, 24",0.0050647,,,,,
2024-10-11,227.23,228.96,225.42,226.9,224.06,361100,361100,-0.33,-0.14523,227.1275,"October 11, 24",-0.0014523,,,,,
2024-10-10,226.99,228,224.7,226.16,223.33,376132,376132,-0.83,-0.36565,226.4625,"October 10, 24",-0.0036565,,,,,
2024-10-09,227.45,229.15,226.07,227.15,224.3,1038528,1038528,-0.3,-0.1319,227.455,"October 09, 24",-0.001319,,,,,
2024-10-08,226.88,228.06,224.89,227.22,224.37,329600,329600,0.34,0.14986,226.7625,"October 08, 24",0.0014986,,,,,
2024-10-07,229.74,229.74,224.91,226.02,223.19,341800,341800,-3.72,-1.62,227.6025,"October 07, 24",-0.0162,,,,,
2024-10-04,234.08,234.26,230.85,231.02,228.13,378400,378400,-3.06,-1.31,232.5525,"October 04, 24",-0.0131,,,,,
2024-10-03,234.08,234.41,231.82,232.86,229.94,241325,241325,-1.22,-0.52119,233.2925,"October 03, 24",-0.0052119,,,,,
2024-10-02,234.54,236.68,231.91,234.73,231.79,316400,316400,0.19,0.08100964,234.465,"October 02, 24",0.0008100964,,,,,
2024-10-01,241.85,241.85,233.56,235.78,232.83,797900,797900,-6.07,-2.51,238.26,"October 01, 24",-0.0251,,,,,
2024-09-30,239.23,243.19,238.86,242.54,239.5,530500,530500,3.31,1.38,240.955,"September 30, 24",0.0138,,,,,
2024-09-27,237.5,242,237.2,239.05,236.05,312300,312300,1.55,0.65263,238.9375,"September 27, 24",0.0065263,,,,,
2024-09-26,237.76,237.85,235.21,236.75,233.78,414605,414605,-1.01,-0.4248,236.8925,"September 26, 24",-0.004248,,,,,
2024-09-25,239.58,239.58,236.13,236.41,233.45,260648,260648,-3.17,-1.32,237.925,"September 25, 24",-0.0132,,,,,
2024-09-24,239.58,239.77,237.97,238.24,235.25,348722,348722,-1.34,-0.55931,238.89,"September 24, 24",-0.0055931,,,,,
2024-09-23,238.05,239.81,237.36,239.38,236.38,355434,355434,1.33,0.55871,238.65,"September 23, 24",0.0055871,,,,,
2024-09-20,238.48,238.59,235.34,236.98,234.01,783000,783000,-1.5,-0.62898,237.3475,"September 20, 24",-0.0062898,,,,,
2024-09-19,241.55,241.56,239.1,239.46,236.46,513109,513109,-2.09,-0.86525,240.4175,"September 19, 24",-0.0086525,,,,,
2024-09-18,241.8,242.98,237.14,238.38,235.39,496924,496924,-3.42,-1.41,240.075,"September 18, 24",-0.0141,,,,,
2024-09-17,243.3,245.5,240.18,241.68,238.65,343830,343830,-1.62,-0.66584,242.665,"September 17, 24",-0.0066584,,,,,
2024-09-16,246.54,247.46,242.96,243.73,240.68,280800,280800,-2.81,-1.14,245.1725,"September 16, 24",-0.0114,,,,,
2024-09-13,245.2,248.24,244.62,244.83,241.76,271300,271300,-0.37,-0.1509,245.7225,"September 13, 24",-0.001509,,,,,
2024-09-12,241.83,246.62,241.6,246.48,243.39,317600,317600,4.65,1.92,244.1325,"September 12, 24",0.0192,,,,,
2024-09-11,246.2,246.2,239.43,242.06,239.03,677400,677400,-4.14,-1.68,243.4725,"September 11, 24",-0.0168,,,,,
2024-09-10,245.63,247.32,245.06,247.17,244.07,550328,550328,1.54,0.62696,246.295,"September 10, 24",0.0062696,,,,,
2024-09-09,240.74,246.91,240.74,245.5,242.42,714544,714544,4.76,1.98,243.4725,"September 09, 24",0.0198,,,,,
2024-09-06,239.72,242.03,237.66,239.82,236.82,365100,365100,0.1,0.04171533,239.8075,"September 06, 24",0.0004171533,,,,,
2024-09-05,240,241.12,236.97,239.05,236.05,261400,261400,-0.95,-0.39583,239.285,"September 05, 24",-0.0039583,2024-07-31,2024-09-05,0.57,2024-09-20,0.57
2024-09-04,243.16,244.44,237.27,240.41,236.83,469500,469500,-2.75,-1.13,241.32,"September 04, 24",-0.0113,,,,,
2024-09-03,240.14,245.81,239.21,243.15,239.53,498300,498300,3.01,1.25,242.0775,"September 03, 24",0.0125,,,,,
2024-08-30,238.81,241.35,237.44,241.1,237.51,430600,430600,2.29,0.95892,239.675,"August 30, 24",0.0095892,,,,,
2024-08-29,238.3,239.95,236.69,237.71,234.17,348801,348801,-0.59,-0.24759,238.1625,"August 29, 24",-0.0024759,,,,,
2024-08-28,236.67,238.24,235.78,237.07,233.54,355625,355625,0.4,0.16901,236.94,"August 28, 24",0.0016901,,,,,
2024-08-27,233.73,237.01,233.17,236.43,232.91,240700,240700,2.7,1.16,235.085,"August 27, 24",0.0116,,,,,
2024-08-26,236.57,237.78,234.7,235.07,231.57,211500,211500,-1.5,-0.63406,236.03,"August 26, 24",-0.0063406,,,,,
2024-08-23,235,236.84,232.74,236.01,232.5,258500,258500,1.01,0.42979,235.1475,"August 23, 24",0.0042979,,,,,
2024-08-22,235.41,235.65,231.52,234.14,230.65,315939,315939,-1.27,-0.53948,234.18,"August 22, 24",-0.0053948,,,,,
2024-08-21,233.15,235.81,232.56,234.38,230.89,260813,260813,1.23,0.52756,233.975,"August 21, 24",0.0052756,,,,,
2024-08-20,233.35,234.66,232.91,233.27,229.8,346400,346400,-0.08,-0.03428327,233.5475,"August 20, 24",-0.0003428327,,,,,
2024-08-19,231.06,233.59,231.06,233.57,230.09,446700,446700,2.51,1.09,232.32,"August 19, 24",0.0109,,,,,
2024-08-16,230.17,232.51,229.22,232.34,228.88,558749,558749,2.17,0.94278,231.06,"August 16, 24",0.0094278,,,,,
2024-08-15,233.16,234.49,230,230.32,226.89,442743,442743,-2.84,-1.22,231.9925,"August 15, 24",-0.0122,,,,,
2024-08-14,233.7,234.48,231.73,232.79,229.32,382400,382400,-0.91,-0.38939,233.175,"August 14, 24",-0.0038939,,,,,
2024-08-13,233.94,235.12,232.13,233.79,230.31,295100,295100,-0.15,-0.064119,233.745,"August 13, 24",-0.00064119,,,,,
2024-08-12,235.75,236.64,233.01,233.94,230.46,352600,352600,-1.81,-0.76776,234.835,"August 12, 24",-0.0076776,,,,,
2024-08-09,240.56,240.56,234.25,235.98,232.47,427048,427048,-4.58,-1.9,237.8375,"August 09, 24",-0.019,,,,,
2024-08-08,234.41,241.09,233.04,239.68,236.11,396800,396800,5.27,2.25,237.055,"August 08, 24",0.0225,,,,,
2024-08-07,238.04,243.37,227.21,233.53,230.05,804500,804500,-4.51,-1.89,235.5375,"August 07, 24",-0.0189,,,,,
2024-08-06,237.9,243.19,235.79,239.18,235.62,844914,844914,1.28,0.53804,239.015,"August 06, 24",0.0053804,,,,,
2024-08-05,238.85,240.56,233.39,237.9,234.36,756100,756100,-0.95,-0.39774,237.675,"August 05, 24",-0.0039774,,,,,
2024-08-02,241.97,242.91,235.58,242.6,238.99,647501,647501,0.63,0.26036,240.765,"August 02, 24",0.0026036,,,,,
2024-08-01,240.24,242.1,237.43,241.01,237.42,477149,477149,0.77,0.32051,240.195,"August 01, 24",0.0032051,,,,,
2024-07-31,236.8,241.76,233.35,238.76,235.2,523000,523000,1.96,0.8277,237.6675,"July 31, 24",0.008277,,,,,
2024-07-30,236.15,239.97,236.15,237.24,233.71,572100,572100,1.09,0.46157,237.3775,"July 30, 24",0.0046157,,,,,
2024-07-29,232.54,237.2,229.72,236.32,232.8,298132,298132,3.78,1.63,233.945,"July 29, 24",0.0163,,,,,
2024-07-26,228.31,234.66,227.02,232.79,229.32,329400,329400,4.48,1.96,230.695,"July 26, 24",0.0196,,,,,
2024-07-25,231.12,236.46,227.16,227.56,224.17,345300,345300,-3.56,-1.54,230.575,"July 25, 24",-0.0154,,,,,
2024-07-24,232.15,234.24,230.06,231.72,228.27,334600,334600,-0.43,-0.18523,232.0425,"July 24, 24",-0.0018523,,,,,
2024-07-23,229.41,231.83,229.08,231.7,228.25,422117,422117,2.29,0.99821,230.505,"July 23, 24",0.0099821,,,,,
2024-07-22,225.32,228.86,223.69,228.77,225.36,330841,330841,3.45,1.53,226.66,"July 22, 24",0.0153,,,,,
2024-07-19,227.52,227.52,223.36,224.29,220.95,386940,386940,-3.23,-1.42,225.6725,"July 19, 24",-0.0142,,,,,
2024-07-18,227.18,229.82,223.7,225.45,222.09,370700,370700,-1.73,-0.76151,226.5375,"July 18, 24",-0.0076151,,,,,
2024-07-17,227.83,233,227.06,228.71,225.3,327124,327124,0.88,0.38625,229.15,"July 17, 24",0.0038625,,,,,
2024-07-16,221.05,227.75,219.19,227.64,224.25,417531,417531,6.59,2.98,223.9075,"July 16, 24",0.0298,,,,,
2024-07-15,221.48,224.07,219.89,220.5,217.22,280314,280314,-0.98,-0.44248,221.485,"July 15, 24",-0.0044248,,,,,
2024-07-12,218.43,223.01,216.73,221.72,218.42,372000,372000,3.29,1.51,219.9725,"July 12, 24",0.0151,,,,,
2024-07-11,216.45,220.3,215.72,217.84,214.6,487303,487303,1.39,0.64218,217.5775,"July 11, 24",0.0064218,,,,,
2024-07-10,214.1,215.68,211.36,215.4,212.19,493400,493400,1.3,0.60719,214.135,"July 10, 24",0.0060719,,,,,
2024-07-09,220.08,220.08,212.78,213.51,210.33,728600,728600,-6.57,-2.99,216.6125,"July 09, 24",-0.0299,,,,,
2024-07-08,219.78,221.07,219.2,219.83,216.56,284900,284900,0.05,0.02275002,219.97,"July 08, 24",0.0002275002,,,,,
2024-07-05,216.87,220.79,215.2,220.05,216.77,277419,277419,3.18,1.47,218.2275,"July 05, 24",0.0147,,,,,
2024-07-03,218.46,218.46,217.22,217.38,214.14,196801,196801,-1.08,-0.49437,217.88,"July 03, 24",-0.0049437,,,,,
2024-07-02,218,219.35,217.32,218.34,215.09,372715,372715,0.34,0.15596,218.2525,"July 02, 24",0.0015596,,,,,
2024-07-01,222,222,217.65,218.54,215.29,852700,852700,-3.46,-1.56,220.0475,"July 01, 24",-0.0156,,,,,
2024-06-28,216.86,219.74,216.46,219.54,216.27,833600,833600,2.68,1.24,218.15,"June 28, 24",0.0124,,,,,
2024-06-27,216.7,216.7,214.7,216.44,213.22,329100,329100,-0.26,-0.11998,216.135,"June 27, 24",-0.0011998,,,,,
2024-06-26,214.83,217.34,214.26,216.09,212.87,378800,378800,1.26,0.58651,215.63,"June 26, 24",0.0058651,,,,,
2024-06-25,216.67,217.11,214.93,215.43,212.22,282746,282746,-1.24,-0.5723,216.035,"June 25, 24",-0.005723,,,,,
2024-06-24,218.48,219.51,216.47,216.56,213.34,650826,650826,-1.92,-0.8788,217.755,"June 24, 24",-0.008788,,,,,
2024-06-21,219.29,220.77,216.81,218.12,214.87,832100,832100,-1.17,-0.53354,218.7475,"June 21, 24",-0.0053354,,,,,
2024-06-20,215.41,220.49,214,219.31,216.04,576300,576300,3.9,1.81,217.3025,"June 20, 24",0.0181,,,,,
2024-06-18,216.64,218.19,215.38,216.5,213.28,468800,468800,-0.14,-0.06462334,216.6775,"June 18, 24",-0.0006462334,,,,,
2024-06-17,217.07,218.3,213.63,216.12,212.9,817600,817600,-0.95,-0.43765,216.28,"June 17, 24",-0.0043765,,,,,
2024-06-14,219.7,220.97,216.82,218.29,215.04,694341,694341,-1.41,-0.64178,218.945,"June 14, 24",-0.0064178,,,,,
2024-06-13,224.61,224.61,219.9,221.05,217.76,386249,386249,-3.56,-1.58,222.5425,"June 13, 24",-0.0158,,,,,
2024-06-12,226.39,227.93,225,225.84,222.48,367748,367748,-0.55,-0.24294,226.29,"June 12, 24",-0.0024294,2024-05-01,2024-06-12,0.52,2024-06-26,0.52
2024-06-11,224.3,227.33,222.42,225.44,221.57,578320,578320,1.14,0.50825,224.8725,"June 11, 24",0.0050825,,,,,
2024-06-10,225.36,227.02,224.07,224.79,220.93,445204,445204,-0.57,-0.25293,225.31,"June 10, 24",-0.0025293,,,,,
2024-06-07,229.52,230.67,226.12,226.85,222.95,303000,303000,-2.67,-1.16,228.29,"June 07, 24",-0.0116,,,,,
2024-06-06,228.89,230.76,227.54,230.48,226.52,296526,296526,1.59,0.69466,229.4175,"June 06, 24",0.0069466,,,,,
2024-06-05,229.19,230.24,227.26,229.91,225.96,336810,336810,0.72,0.31415,229.15,"June 05, 24",0.0031415,,,,,
2024-06-04,228.05,228.93,226.97,228.5,224.58,377934,377934,0.45,0.19733,228.1125,"June 04, 24",0.0019733,,,,,
2024-06-03,222.39,228.71,221.76,228.37,224.45,530818,530818,5.98,2.69,225.3075,"June 03, 24",0.0269,,,,,
2024-05-31,222.93,224.51,221.35,222.88,219.05,934300,934300,-0.05,-0.02242857,222.9175,"May 31, 24",-0.0002242857,,,,,
2024-05-30,222.93,223.69,221.3,223.22,219.39,404311,404311,0.29,0.13009,222.785,"May 30, 24",0.0013009,,,,,
2024-05-29,221.49,224.5,221.47,223.42,219.58,414200,414200,1.93,0.87137,222.72,"May 29, 24",0.0087137,,,,,
2024-05-28,228.19,229.28,223.3,223.39,219.55,457429,457429,-4.8,-2.1,226.04,"May 28, 24",-0.021,,,,,
2024-05-24,226.93,229.47,225.47,229.17,225.24,510545,510545,2.24,0.98709,227.76,"May 24, 24",0.0098709,,,,,
2024-05-23,230.39,230.76,225.96,226.81,222.92,635803,635803,-3.58,-1.55,228.48,"May 23, 24",-0.0155,,,,,
2024-05-22,229.76,231.55,228.99,230.6,226.64,484900,484900,0.84,0.3656,230.225,"May 22, 24",0.003656,,,,,
2024-05-21,232.71,233.74,230.48,230.6,226.64,657302,657302,-2.11,-0.90671,231.8825,"May 21, 24",-0.0090671,,,,,
2024-05-20,232.56,233.39,230.03,232.75,228.75,619600,619600,0.19,0.08169935,232.1825,"May 20, 24",0.0008169935,,,,,
2024-05-17,231.29,233.34,227.97,232.69,228.69,559440,559440,1.4,0.6053,231.3225,"May 17, 24",0.006053,,,,,
2024-05-16,235.34,235.34,230.55,230.73,226.77,548244,548244,-4.61,-1.96,232.99,"May 16, 24",-0.0196,,,,,
2024-05-15,237.65,239.19,231.7,235.46,231.42,690100,690100,-2.19,-0.92152,236,"May 15, 24",-0.0092152,,,,,
2024-05-14,233.74,236.12,232.02,236,231.95,514044,514044,2.26,0.96689,234.47,"May 14, 24",0.0096689,,,,,
2024-05-13,232.64,233.07,230.34,232.56,228.57,885105,885105,-0.08,-0.0343879,232.1525,"May 13, 24",-0.000343879,,,,,
2024-05-10,225.5,231.74,223.68,231.33,227.36,867834,867834,5.83,2.59,228.0625,"May 10, 24",0.0259,,,,,
2024-05-09,222.99,226.99,215.14,225.99,222.11,926048,926048,3,1.35,222.7775,"May 09, 24",0.0135,,,,,
2024-05-08,213.32,213.74,209.09,210.09,206.48,938227,938227,-3.23,-1.51,211.56,"May 08, 24",-0.0151,,,,,
2024-05-07,210.44,213.6,209.36,212.87,209.22,805600,805600,2.43,1.15,211.5675,"May 07, 24",0.0115,,,,,
