symbol,1D,5D,1M,3M,6M,ytd,1Y,3Y,5Y,10Y,max
PYPL,3.05298,1.49924,-3.79737,-13.48014,-21.35075,3.05298,-33.0783,-21.44356,-74.49449,74.62839,63.21166
