date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,recordDate,dividend,paymentDate,adjDividend
2025-03-14,146.65,148.8,143.02,148.57,145.34,2814627,2814627,1.92,1.31,146.76,"March 14, 25",0.0131,2025-02-26,2025-03-14,1.22,2025-03-31,1.22
2025-03-13,150.6,151.74,145.55,145.94,141.57,2442842,2442842,-4.66,-3.09,148.4575,"March 13, 25",-0.0309,,,,,
2025-03-12,149.81,152.31,148.54,151.67,147.13,2607800,2607800,1.86,1.24,150.5825,"March 12, 25",0.0124,,,,,
2025-03-11,145.57,149.62,144.72,147.01,142.61,3725504,3725504,1.44,0.98921,146.73,"March 11, 25",0.0098921,,,,,
2025-03-10,147.67,148.5,143.77,145.63,141.27,2903536,2903536,-2.04,-1.38,146.3925,"March 10, 25",-0.0138,,,,,
2025-03-07,148.42,149.67,144.27,149.17,144.7,2704708,2704708,0.75,0.50532,147.8825,"March 07, 25",0.0050532,,,,,
2025-03-06,155,155.1,148.33,148.42,143.98,2557868,2557868,-6.58,-4.25,151.7125,"March 06, 25",-0.0425,,,,,
2025-03-05,154.75,158.42,154.59,157.28,152.57,2016348,2016348,2.53,1.63,156.26,"March 05, 25",0.0163,,,,,
2025-03-04,154.98,157.21,151.79,155.67,151.01,2562387,2562387,0.69,0.44522,154.9125,"March 04, 25",0.0044522,,,,,
2025-03-03,158.34,159.06,153.2,155.31,150.66,2455700,2455700,-3.03,-1.91,156.4775,"March 03, 25",-0.0191,,,,,
2025-02-28,156.7,157.77,154.73,156.32,151.64,5769923,5769923,-0.38,-0.2425,156.38,"February 28, 25",-0.002425,,,,,
2025-02-27,160.94,161.47,156.58,157.27,152.56,2300058,2300058,-3.67,-2.28,159.065,"February 27, 25",-0.0228,,,,,
2025-02-26,159.02,161.08,158.66,159.38,154.61,1896850,1896850,0.36,0.22639,159.535,"February 26, 25",0.0022639,,,,,
2025-02-25,160.26,161.08,157.43,158.16,153.42,2952207,2952207,-2.1,-1.31,159.2325,"February 25, 25",-0.0131,,,,,
2025-02-24,163.97,164.42,157.31,159.69,154.91,3969210,3969210,-4.28,-2.61,161.3475,"February 24, 25",-0.0261,,,,,
2025-02-21,171.58,171.73,164.61,165.36,160.41,2498457,2498457,-6.22,-3.63,168.32,"February 21, 25",-0.0363,,,,,
2025-02-20,169.71,172.11,167.77,172,166.85,2131826,2131826,2.29,1.35,170.3975,"February 20, 25",0.0135,,,,,
2025-02-19,165.32,169.97,164.67,169.61,164.53,2119216,2119216,4.29,2.59,167.3925,"February 19, 25",0.0259,,,,,
2025-02-18,166.03,167.86,164.73,165.65,160.69,2364200,2364200,-0.38,-0.22887,166.0675,"February 18, 25",-0.0022887,,,,,
2025-02-14,164.81,165.66,157.22,164.28,159.36,4795206,4795206,-0.53,-0.32158,162.9925,"February 14, 25",-0.0032158,,,,,
2025-02-13,161.53,165.15,161.53,164.81,159.88,2707399,2707399,3.28,2.03,163.255,"February 13, 25",0.0203,,,,,
2025-02-12,162.05,164.83,161.49,163.22,158.33,1803671,1803671,1.17,0.722,162.8975,"February 12, 25",0.00722,,,,,
2025-02-11,165,166.13,164.2,165.66,160.7,2571222,2571222,0.66,0.4,165.2475,"February 11, 25",0.004,,,,,
2025-02-10,168.28,168.71,165.48,166.39,161.41,2163936,2163936,-1.89,-1.12,167.215,"February 10, 25",-0.0112,,,,,
2025-02-07,168.38,169.17,166.76,168.07,163.04,1054351,1054351,-0.31,-0.18411,168.095,"February 07, 25",-0.0018411,,,,,
2025-02-06,168.21,168.77,166.52,168.11,163.08,1276802,1276802,-0.1,-0.0594495,167.9025,"February 06, 25",-0.000594495,,,,,
2025-02-05,164.83,167.39,163.19,167.19,162.18,1647600,1647600,2.36,1.43,165.65,"February 05, 25",0.0143,,,,,
2025-02-04,159.7,163.95,159.29,163.34,158.45,2055381,2055381,3.64,2.28,161.57,"February 04, 25",0.0228,,,,,
2025-02-03,161.64,162.47,159.84,161.43,156.6,2242740,2242740,-0.21,-0.12992,161.345,"February 03, 25",-0.0012992,,,,,
2025-01-31,164.97,167.7,163.72,163.86,158.95,2010713,2010713,-1.11,-0.67285,165.0625,"January 31, 25",-0.0067285,,,,,
2025-01-30,163.6,165.87,162.14,164.23,159.31,1964200,1964200,0.63,0.38509,163.96,"January 30, 25",0.0038509,,,,,
2025-01-29,162.27,164.38,160.5,161.73,156.89,2660116,2660116,-0.54,-0.33278,162.22,"January 29, 25",-0.0033278,,,,,
2025-01-28,164.44,164.73,156.09,162.14,157.29,4745692,4745692,-2.3,-1.4,161.85,"January 28, 25",-0.014,,,,,
2025-01-27,166.13,166.3,156.32,164.74,159.81,8405410,8405410,-1.39,-0.83669,163.3725,"January 27, 25",-0.0083669,,,,,
2025-01-24,183.21,184.65,180.27,180.5,175.1,1851984,1851984,-2.71,-1.48,182.1575,"January 24, 25",-0.0148,,,,,
2025-01-23,182.5,184.4,180.37,183.51,178.02,1765886,1765886,1.01,0.55342,182.695,"January 23, 25",0.0055342,,,,,
2025-01-22,184.49,187.74,181.88,182.44,176.98,2723433,2723433,-2.05,-1.11,184.1375,"January 22, 25",-0.0111,,,,,
2025-01-21,180.69,184.01,180.01,183.56,178.06,1926400,1926400,2.87,1.59,182.0675,"January 21, 25",0.0159,,,,,
2025-01-17,181.17,181.83,178.15,178.43,173.09,1639506,1639506,-2.74,-1.51,179.895,"January 17, 25",-0.0151,,,,,
2025-01-16,175.6,180.25,175.22,180.1,174.71,1735619,1735619,4.5,2.56,177.7925,"January 16, 25",0.0256,,,,,
2025-01-15,179.88,179.99,174.13,174.91,169.67,1859857,1859857,-4.97,-2.76,177.2275,"January 15, 25",-0.0276,,,,,
2025-01-14,172.67,174.5,172,173.89,168.68,1537403,1537403,1.22,0.70655,173.265,"January 14, 25",0.0070655,,,,,
2025-01-13,171.77,173.14,170.03,171.92,166.77,1798061,1798061,0.15,0.08732608,171.715,"January 13, 25",0.0008732608,,,,,
2025-01-10,177.24,178.01,172.79,173.34,168.15,2781480,2781480,-3.9,-2.2,175.345,"January 10, 25",-0.022,,,,,
2025-01-08,179.99,181.89,179.42,180.87,175.45,1728786,1728786,0.88,0.48892,180.5425,"January 08, 25",0.0048892,,,,,
2025-01-07,182.5,184.64,177.72,179.88,174.49,2288617,2288617,-2.62,-1.44,181.185,"January 07, 25",-0.0144,,,,,
2025-01-06,181.94,183.77,179.24,179.6,174.22,2021310,2021310,-2.34,-1.29,181.1375,"January 06, 25",-0.0129,,,,,
2025-01-03,178.11,181.98,177.84,181.74,176.3,1574307,1574307,3.63,2.04,179.9175,"January 03, 25",0.0204,,,,,
2025-01-02,177.69,178.88,176.06,177,171.7,1286112,1286112,-0.69,-0.38832,177.4075,"January 02, 25",-0.0038832,,,,,
2024-12-31,178.33,178.5,176.1,177.33,172.02,1434049,1434049,-1,-0.56076,177.565,"December 31, 24",-0.0056076,,,,,
2024-12-30,176.47,177,174.46,176.22,170.94,1027700,1027700,-0.25,-0.14167,176.0375,"December 30, 24",-0.0014167,,,,,
2024-12-27,178.22,179.62,177.33,178.14,172.81,822900,822900,-0.08,-0.04488834,178.3275,"December 27, 24",-0.0004488834,,,,,
2024-12-26,179.19,179.99,178.5,179.5,174.13,693638,693638,0.31,0.173,179.295,"December 26, 24",0.00173,,,,,
2024-12-24,178.37,180.4,177.95,180.4,175,683745,683745,2.03,1.14,179.28,"December 24, 24",0.0114,,,,,
2024-12-23,178.69,179.12,176.55,178.47,173.13,2167104,2167104,-0.22,-0.12312,178.2075,"December 23, 24",-0.0012312,,,,,
2024-12-20,176.81,181.47,175.78,178.57,173.22,4801700,4801700,1.76,0.99542,178.1575,"December 20, 24",0.0099542,,,,,
2024-12-19,177.52,180.7,176.31,176.81,171.52,2977405,2977405,-0.71,-0.39995,177.835,"December 19, 24",-0.0039995,,,,,
2024-12-18,184.76,185.27,176.66,176.96,171.66,2407587,2407587,-7.8,-4.22,180.9125,"December 18, 24",-0.0422,,,,,
2024-12-17,184.4,186.37,183.48,185,179.46,1508000,1508000,0.6,0.32538,184.8125,"December 17, 24",0.0032538,,,,,
2024-12-16,185.22,187.8,184.9,185.47,179.92,1258100,1258100,0.25,0.13497,185.8475,"December 16, 24",0.0013497,,,,,
2024-12-13,186.78,187.35,184.92,185.04,179.5,1566862,1566862,-1.74,-0.93158,186.0225,"December 13, 24",-0.0093158,2024-11-04,2024-12-13,1.22,2025-01-17,1.22
2024-12-12,186.88,189.21,186.5,187.13,180.34,2061200,2061200,0.25,0.13378,187.43,"December 12, 24",0.0013378,,,,,
2024-12-11,186.69,188.43,186.17,187.22,180.43,1836416,1836416,0.53,0.28389,187.1275,"December 11, 24",0.0028389,,,,,
2024-12-10,188,188.67,185.2,185.71,178.97,1866000,1866000,-2.29,-1.22,186.895,"December 10, 24",-0.0122,,,,,
2024-12-09,193.48,194.22,186.91,188.17,181.34,2309553,2309553,-5.31,-2.74,190.695,"December 09, 24",-0.0274,,,,,
2024-12-06,192.12,192.8,190.21,192.69,185.7,2073824,2073824,0.57,0.29669,191.955,"December 06, 24",0.0029669,,,,,
2024-12-05,189.7,191.13,188.55,191.08,184.15,1507514,1507514,1.38,0.72746,190.115,"December 05, 24",0.0072746,,,,,
2024-12-04,192.1,192.1,190.06,190.84,183.92,1506300,1506300,-1.26,-0.65591,191.275,"December 04, 24",-0.0065591,,,,,
2024-12-03,192.4,192.88,190.71,191.07,184.14,1186600,1186600,-1.33,-0.69127,191.765,"December 03, 24",-0.0069127,,,,,
2024-12-02,194.85,195.38,191.29,192.16,185.19,2293854,2293854,-2.69,-1.38,193.42,"December 02, 24",-0.0138,,,,,
2024-11-29,195.93,198,195.5,195.69,188.59,1492300,1492300,-0.24,-0.12249,196.28,"November 29, 24",-0.0012249,,,,,
2024-11-27,195.41,195.93,194.02,195.28,188.2,1719249,1719249,-0.13,-0.06652679,195.16,"November 27, 24",-0.0006652679,,,,,
2024-11-26,192.62,194.31,191.19,194.02,186.98,1962696,1962696,1.4,0.72682,193.035,"November 26, 24",0.0072682,,,,,
2024-11-25,191.5,193.29,191.01,192.82,185.82,4657089,4657089,1.32,0.6893,192.155,"November 25, 24",0.006893,,,,,
2024-11-22,188.72,190.91,188.35,189.84,182.95,2526522,2526522,1.12,0.59347,189.455,"November 22, 24",0.0059347,,,,,
2024-11-21,186.4,188.17,185.03,187.37,180.57,1886363,1886363,0.97,0.52039,186.7425,"November 21, 24",0.0052039,,,,,
2024-11-20,185.54,186.13,183.56,185.91,179.17,1433841,1433841,0.37,0.19942,185.285,"November 20, 24",0.0019942,,,,,
2024-11-19,183.39,187.49,182.5,187.27,180.48,1657754,1657754,3.88,2.12,185.1625,"November 19, 24",0.0212,,,,,
2024-11-18,179.4,183.48,178.98,183.29,176.64,2316475,2316475,3.89,2.17,181.2875,"November 18, 24",0.0217,,,,,
2024-11-15,177.5,180.87,177.01,179.67,173.15,2998646,2998646,2.17,1.22,178.7625,"November 15, 24",0.0122,,,,,
2024-11-14,178.83,179.09,177.37,178.21,171.74,2127469,2127469,-0.62,-0.3467,178.375,"November 14, 24",-0.003467,,,,,
2024-11-13,181.96,182.03,178.05,178.13,171.67,1862864,1862864,-3.83,-2.1,180.0425,"November 13, 24",-0.021,,,,,
2024-11-12,183,184.2,180.39,180.79,174.23,1936000,1936000,-2.21,-1.21,182.095,"November 12, 24",-0.0121,,,,,
2024-11-11,182.2,184.29,181.76,182.85,176.22,2015857,2015857,0.65,0.35675,182.775,"November 11, 24",0.0035675,,,,,
2024-11-08,179.74,183.35,179.25,181.98,175.38,2229733,2229733,2.24,1.25,181.08,"November 08, 24",0.0125,,,,,
2024-11-07,174.1,179.71,173.8,178.47,172,3991591,3991591,4.37,2.51,176.52,"November 07, 24",0.0251,,,,,
2024-11-06,177,178.27,171.25,173.62,167.32,4619703,4619703,-3.38,-1.91,175.035,"November 06, 24",-0.0191,,,,,
2024-11-05,177.46,181.12,176.4,181.02,174.45,1404186,1404186,3.56,2.01,179,"November 05, 24",0.0201,,,,,
2024-11-04,175.94,177.49,175.06,177.32,170.89,1270000,1270000,1.38,0.78436,176.4525,"November 04, 24",0.0078436,,,,,
2024-11-01,178.06,179.48,174.96,176,169.61,1517369,1517369,-2.06,-1.16,177.125,"November 01, 24",-0.0116,,,,,
2024-10-31,180.75,181.7,178.09,178.23,171.76,2014460,2014460,-2.52,-1.39,179.6925,"October 31, 24",-0.0139,,,,,
2024-10-30,183.21,184.63,181.13,182.17,175.56,2079300,2079300,-1.04,-0.56765,182.785,"October 30, 24",-0.0056765,,,,,
2024-10-29,183,185.32,182.39,182.8,176.17,2154159,2154159,-0.2,-0.10929,183.3775,"October 29, 24",-0.0010929,,,,,
2024-10-28,182,185.17,181.27,183.31,176.66,2698019,2698019,1.31,0.71978,182.9375,"October 28, 24",0.0071978,,,,,
2024-10-25,184.46,193.88,180.36,181.01,174.44,6093376,6093376,-3.45,-1.87,184.9275,"October 25, 24",-0.0187,,,,,
2024-10-24,166.54,166.6,164.5,165.13,159.14,1479829,1479829,-1.41,-0.84664,165.6925,"October 24, 24",-0.0084664,,,,,
2024-10-23,165.1,166.57,164.96,165.8,159.78,1240818,1240818,0.7,0.42399,165.6075,"October 23, 24",0.0042399,,,,,
2024-10-22,164.61,166.29,164.13,165.25,159.25,1540344,1540344,0.64,0.3888,165.07,"October 22, 24",0.003888,,,,,
2024-10-21,164.44,165.6,163.42,165.2,159.21,1891317,1891317,0.76,0.46217,164.665,"October 21, 24",0.0046217,,,,,
2024-10-18,164.01,165.65,163.47,165.38,159.38,986022,986022,1.37,0.83531,164.6275,"October 18, 24",0.0083531,,,,,
2024-10-17,161.51,164.25,160.79,163.69,157.75,1178433,1178433,2.18,1.35,162.56,"October 17, 24",0.0135,,,,,
2024-10-16,161,162.67,160.53,162.13,156.25,1307701,1307701,1.13,0.70186,161.5825,"October 16, 24",0.0070186,,,,,
2024-10-15,163.07,164.6,160.84,161.21,155.36,2637220,2637220,-1.86,-1.14,162.43,"October 15, 24",-0.0114,,,,,
2024-10-14,161.07,162.88,160.32,161.98,156.1,1371936,1371936,0.91,0.56497,161.5625,"October 14, 24",0.0056497,,,,,
2024-10-11,159.05,160.8,158.86,160.73,154.9,1346362,1346362,1.68,1.06,159.86,"October 11, 24",0.0106,,,,,
2024-10-10,158.36,160.16,158.23,158.85,153.09,881103,881103,0.49,0.30942,158.9,"October 10, 24",0.0030942,,,,,
2024-10-09,158.5,159.31,157.51,159.13,153.36,822600,822600,0.63,0.39748,158.6125,"October 09, 24",0.0039748,,,,,
2024-10-08,157.13,158.72,155.71,158.28,152.54,954015,954015,1.15,0.73188,157.46,"October 08, 24",0.0073188,,,,,
2024-10-07,155.8,156.71,155.16,156.47,150.79,988227,988227,0.67,0.43004,156.035,"October 07, 24",0.0043004,,,,,
2024-10-04,157.29,157.84,155.6,157,151.3,1120926,1120926,-0.29,-0.18437,156.9325,"October 04, 24",-0.0018437,,,,,
2024-10-03,160.03,160.49,156.97,157.3,151.59,1199200,1199200,-2.73,-1.71,158.6975,"October 03, 24",-0.0171,,,,,
2024-10-02,158.68,160.18,158.21,159.6,153.81,1361111,1361111,0.92,0.57978,159.1675,"October 02, 24",0.0057978,,,,,
2024-10-01,162.85,162.85,159.08,160.27,154.46,1346000,1346000,-2.58,-1.58,161.2625,"October 01, 24",-0.0158,,,,,
2024-09-30,160.29,162.13,159.47,161.83,155.96,2220700,2220700,1.54,0.96076,160.93,"September 30, 24",0.0096076,,,,,
2024-09-27,163.24,163.24,161.09,161.16,155.31,1549241,1549241,-2.08,-1.27,162.1825,"September 27, 24",-0.0127,,,,,
2024-09-26,165,165,161.24,162.06,156.18,1459500,1459500,-2.94,-1.78,163.325,"September 26, 24",-0.0178,,,,,
2024-09-25,163.17,165.17,162.23,162.9,156.99,1675414,1675414,-0.27,-0.16547,163.3675,"September 25, 24",-0.0016547,,,,,
2024-09-24,160.61,163.31,159.92,162.13,156.25,1680131,1680131,1.52,0.94639,161.4925,"September 24, 24",0.0094639,,,,,
2024-09-23,159.74,161.91,159.19,160.96,155.12,1651656,1651656,1.22,0.76374,160.45,"September 23, 24",0.0076374,,,,,
2024-09-20,157.38,160.34,157.15,158.7,152.94,7232250,7232250,1.32,0.83873,158.3925,"September 20, 24",0.0083873,,,,,
2024-09-19,160,160.34,157.45,158.9,153.14,1803200,1803200,-1.1,-0.6875,159.1725,"September 19, 24",-0.006875,,,,,
2024-09-18,157.87,159.9,156.56,158.25,152.51,1515300,1515300,0.38,0.2407,158.145,"September 18, 24",0.002407,,,,,
2024-09-17,160.74,161.61,157.19,157.58,151.86,1824720,1824720,-3.16,-1.97,159.28,"September 17, 24",-0.0197,,,,,
2024-09-16,159.46,161.39,158.74,160.87,155.03,1467818,1467818,1.41,0.88423,160.115,"September 16, 24",0.0088423,,,,,
2024-09-13,160.45,160.83,158.29,158.93,153.16,1467000,1467000,-1.52,-0.94734,159.625,"September 13, 24",-0.0094734,2024-08-07,2024-09-13,1.22,2024-09-30,1.22
2024-09-12,158.48,160.52,157.67,160.49,153.49,1372422,1372422,2.01,1.27,159.29,"September 12, 24",0.0127,,,,,
2024-09-11,155.4,158.84,154.54,158.42,151.51,1922811,1922811,3.02,1.94,156.8,"September 11, 24",0.0194,,,,,
2024-09-10,150.11,157.11,150.03,156.76,149.92,1794896,1794896,6.65,4.43,153.5025,"September 10, 24",0.0443,,,,,
2024-09-09,148.03,149.65,147.7,149.34,142.83,1499800,1499800,1.31,0.88496,148.68,"September 09, 24",0.0088496,,,,,
2024-09-06,149.99,150,147.21,148.22,141.75,1741700,1741700,-1.77,-1.18,148.855,"September 06, 24",-0.0118,,,,,
2024-09-05,149.1,150.08,148.15,149.91,143.37,1299747,1299747,0.81,0.54326,149.31,"September 05, 24",0.0054326,,,,,
2024-09-04,150.14,150.47,147.3,149.09,142.59,1233831,1233831,-1.05,-0.69935,149.25,"September 04, 24",-0.0069935,,,,,
2024-09-03,150.36,150.97,149.14,149.79,143.26,1605440,1605440,-0.57,-0.37909,150.065,"September 03, 24",-0.0037909,,,,,
2024-08-30,150.36,152.1,149.31,151.61,145,3050948,3050948,1.25,0.83134,150.845,"August 30, 24",0.0083134,,,,,
2024-08-29,149.74,150.85,148.68,149.5,142.98,1148100,1148100,-0.24,-0.16028,149.6925,"August 29, 24",-0.0016028,,,,,
2024-08-28,150.61,151.6,149.27,150.11,143.56,1096400,1096400,-0.5,-0.33198,150.3975,"August 28, 24",-0.0033198,,,,,
2024-08-27,149.14,151.14,148.81,150.61,144.04,1076934,1076934,1.47,0.98565,149.925,"August 27, 24",0.0098565,,,,,
2024-08-26,152.9,153.5,150.02,150.59,144.02,925400,925400,-2.31,-1.51,151.7525,"August 26, 24",-0.0151,,,,,
2024-08-23,151.18,152.74,150.18,152.18,145.54,1604200,1604200,1,0.66146,151.57,"August 23, 24",0.0066146,,,,,
2024-08-22,150.04,151.26,149.43,150.69,144.12,874900,874900,0.65,0.43322,150.355,"August 22, 24",0.0043322,,,,,
2024-08-21,149.06,150.37,148.65,149.76,143.23,1480100,1480100,0.7,0.46961,149.46,"August 21, 24",0.0046961,,,,,
2024-08-20,148.77,149.33,147.91,149.1,142.6,1041069,1041069,0.33,0.22182,148.7775,"August 20, 24",0.0022182,,,,,
2024-08-19,149.24,150.7,148.05,148.62,142.14,1400934,1400934,-0.62,-0.41544,149.1525,"August 19, 24",-0.0041544,,,,,
2024-08-16,149.4,150.57,148.76,149.6,143.07,1257800,1257800,0.2,0.13387,149.5825,"August 16, 24",0.0013387,,,,,
2024-08-15,151.12,151.9,148.69,149.86,143.32,1504735,1504735,-1.26,-0.83377,150.3925,"August 15, 24",-0.0083377,,,,,
2024-08-14,149.85,152.84,149.58,151.18,144.59,1227749,1227749,1.33,0.88755,150.8625,"August 14, 24",0.0088755,,,,,
2024-08-13,149.99,150.48,149.08,149.57,143.05,1435832,1435832,-0.42,-0.28002,149.78,"August 13, 24",-0.0028002,,,,,
2024-08-12,149.78,150.23,147.09,148.75,142.26,1105800,1105800,-1.03,-0.68768,148.9625,"August 12, 24",-0.0068768,,,,,
2024-08-09,149.96,150.76,148.38,150.12,143.57,803426,803426,0.16,0.1067,149.805,"August 09, 24",0.001067,,,,,
2024-08-08,147.45,149.97,147.31,149.66,143.13,1160716,1160716,2.21,1.5,148.5975,"August 08, 24",0.015,,,,,
2024-08-07,149.07,151.83,146.86,147.14,140.72,1210800,1210800,-1.93,-1.29,148.725,"August 07, 24",-0.0129,,,,,
2024-08-06,144.88,150.75,144.07,148.63,142.15,1378882,1378882,3.75,2.59,147.0825,"August 06, 24",0.0259,,,,,
2024-08-05,147.52,150.13,144.18,144.47,138.17,2320900,2320900,-3.05,-2.07,146.575,"August 05, 24",-0.0207,,,,,
2024-08-02,151.75,152.9,148.24,150.84,144.26,1642300,1642300,-0.91,-0.59967,150.9325,"August 02, 24",-0.0059967,,,,,
2024-08-01,150.26,153.19,150.26,152.29,145.65,2019968,2019968,2.03,1.35,151.5,"August 01, 24",0.0135,,,,,
2024-07-31,147.52,150.99,146.91,149.49,142.97,3344199,3344199,1.97,1.34,148.7275,"July 31, 24",0.0134,,,,,
2024-07-30,147.49,147.56,144.06,145.04,138.71,1699619,1699619,-2.45,-1.66,146.0375,"July 30, 24",-0.0166,,,,,
2024-07-29,145.63,147.5,144.57,147.19,140.77,1628400,1628400,1.56,1.07,146.2225,"July 29, 24",0.0107,,,,,
2024-07-26,142.86,146.4,141,145.65,139.3,3204947,3204947,2.79,1.95,143.9775,"July 26, 24",0.0195,,,,,
2024-07-25,151.65,151.86,146.14,147.37,140.94,2490088,2490088,-4.28,-2.82,149.255,"July 25, 24",-0.0282,,,,,
2024-07-24,154.75,155.61,151.49,151.66,145.04,1568100,1568100,-3.09,-2,153.3775,"July 24, 24",-0.02,,,,,
2024-07-23,155.18,156.73,154.87,155.09,148.32,1128317,1128317,-0.09,-0.05799716,155.4675,"July 23, 24",-0.0005799716,,,,,
2024-07-22,155.33,156.68,154.1,155.56,148.77,1347930,1347930,0.23,0.14807,155.4175,"July 22, 24",0.0014807,,,,,
2024-07-19,155.66,155.98,154.21,155.17,148.4,1168831,1168831,-0.49,-0.31479,155.255,"July 19, 24",-0.0031479,,,,,
2024-07-18,156.37,157.22,154.23,154.6,147.86,1414604,1414604,-1.77,-1.13,155.605,"July 18, 24",-0.0113,,,,,
2024-07-17,161.24,162.33,156.18,156.83,149.99,2012370,2012370,-4.41,-2.74,159.145,"July 17, 24",-0.0274,,,,,
2024-07-16,160.39,162.58,159.27,162.33,155.25,1192944,1192944,1.94,1.21,161.1425,"July 16, 24",0.0121,,,,,
2024-07-15,158.93,159.7,157.54,159.5,152.54,943399,943399,0.57,0.35865,158.9175,"July 15, 24",0.0035865,,,,,
2024-07-12,158.55,159.57,158.05,158.35,151.44,1284221,1284221,-0.2,-0.12614,158.63,"July 12, 24",-0.0012614,,,,,
2024-07-11,157.7,160.46,157.01,157.73,150.85,1678382,1678382,0.03,0.01902346,158.225,"July 11, 24",0.0001902346,,,,,
2024-07-10,154,155.78,153.26,155.63,148.84,1459771,1459771,1.63,1.06,154.6675,"July 10, 24",0.0106,,,,,
2024-07-09,153.75,154.13,151.61,153.3,146.61,1080441,1080441,-0.45,-0.29268,153.1975,"July 09, 24",-0.0029268,,,,,
2024-07-08,151.49,153.99,151.43,153.66,146.96,1149400,1149400,2.17,1.43,152.6425,"July 08, 24",0.0143,,,,,
2024-07-05,151.8,152.51,150.35,151.44,144.83,1261809,1261809,-0.36,-0.23715,151.525,"July 05, 24",-0.0023715,,,,,
2024-07-03,153.38,154.06,151.7,151.71,145.09,879721,879721,-1.67,-1.09,152.7125,"July 03, 24",-0.0109,,,,,
2024-07-02,152.18,153.78,151.92,152.91,146.24,1162857,1162857,0.73,0.4797,152.6975,"July 02, 24",0.004797,,,,,
2024-07-01,151.95,152.93,150.61,152.13,145.49,1483900,1483900,0.18,0.11846,151.905,"July 01, 24",0.0011846,,,,,
2024-06-28,150.43,153.25,150.25,152.05,145.42,3406300,3406300,1.62,1.08,151.495,"June 28, 24",0.0108,,,,,
2024-06-27,147.57,150.29,146.91,148.72,142.23,1660919,1660919,1.15,0.77929,148.3725,"June 27, 24",0.0077929,,,,,
2024-06-26,147.5,148.42,145.93,146.89,140.48,1748629,1748629,-0.61,-0.41356,147.185,"June 26, 24",-0.0041356,,,,,
2024-06-25,146.96,147.47,145.29,146.44,140.05,1218783,1218783,-0.52,-0.35384,146.54,"June 25, 24",-0.0035384,,,,,
2024-06-24,148.73,150.93,146.84,147.01,140.6,1502600,1502600,-1.72,-1.16,148.3775,"June 24, 24",-0.0116,,,,,
2024-06-21,148.23,148.5,145.91,148.35,141.88,3589364,3589364,0.125,0.08095527,147.7475,"June 21, 24",0.0008095527,,,,,
2024-06-20,149.28,150.61,147.7,147.89,141.44,1315063,1315063,-1.39,-0.93114,148.87,"June 20, 24",-0.0093114,,,,,
2024-06-18,150.35,151.14,149.38,149.56,143.04,1095749,1095749,-0.79,-0.52544,150.1075,"June 18, 24",-0.0052544,,,,,
2024-06-17,149.06,150.55,148.5,149.01,142.51,1192256,1192256,-0.05,-0.03354354,149.28,"June 17, 24",-0.0003354354,,,,,
2024-06-14,149.11,150.85,148.58,149.92,143.38,1000400,1000400,0.81,0.54322,149.615,"June 14, 24",0.0054322,2024-05-08,2024-06-14,1.22,2024-06-28,1.22
2024-06-13,150.68,151.15,149.42,149.76,142.06,1496300,1496300,-0.92,-0.61057,150.2525,"June 13, 24",-0.0061057,,,,,
2024-06-12,152.97,153.02,149.07,149.59,141.9,1748242,1748242,-3.38,-2.21,151.1625,"June 12, 24",-0.0221,,,,,
2024-06-11,148.89,150.51,148.43,149.88,142.17,1337616,1337616,0.99,0.66492,149.4275,"June 11, 24",0.0066492,,,,,
2024-06-10,146.25,149.46,145.36,149.09,141.42,1506800,1506800,2.84,1.94,147.54,"June 10, 24",0.0194,,,,,
2024-06-07,145.27,147.21,144.76,146.35,138.82,1070138,1070138,1.08,0.74344,145.8975,"June 07, 24",0.0074344,,,,,
2024-06-06,147.3,147.51,146.18,147.12,139.56,807573,807573,-0.18,-0.1222,147.0275,"June 06, 24",-0.001222,,,,,
2024-06-05,145.65,147.38,144.68,147.36,139.78,1047210,1047210,1.71,1.17,146.2675,"June 05, 24",0.0117,,,,,
2024-06-04,142.93,146.05,141.94,145.12,137.66,1403919,1403919,2.19,1.53,144.01,"June 04, 24",0.0153,,,,,
2024-06-03,145.35,145.66,142.46,143.04,135.68,1196200,1196200,-2.31,-1.59,144.1275,"June 03, 24",-0.0159,,,,,
2024-05-31,144.93,145.64,142.92,145.34,137.87,3657140,3657140,0.41,0.2829,144.7075,"May 31, 24",0.002829,,,,,
2024-05-30,142.86,144.62,141.95,144.04,136.63,1235300,1235300,1.18,0.82598,143.3675,"May 30, 24",0.0082598,,,,,
2024-05-29,142.43,142.88,140.27,141.43,134.16,1340127,1340127,-1,-0.7021,141.7525,"May 29, 24",-0.007021,,,,,
2024-05-28,143.87,144.04,142.76,143.77,136.38,1191348,1191348,-0.1,-0.06950719,143.61,"May 28, 24",-0.0006950719,,,,,
2024-05-24,142.97,143.09,141.1,142.77,135.43,1122255,1122255,-0.2,-0.13989,142.4825,"May 24, 24",-0.0013989,,,,,
2024-05-23,144,144.82,141.89,142.25,134.94,2249209,2249209,-1.75,-1.22,143.24,"May 23, 24",-0.0122,,,,,
2024-05-22,143.97,143.99,142.14,143.15,135.79,1512900,1512900,-0.82,-0.56956,143.3125,"May 22, 24",-0.0056956,,,,,
2024-05-21,143,144.56,142.5,144.26,136.84,1148626,1148626,1.26,0.88112,143.58,"May 21, 24",0.0088112,,,,,
