holder,shares,dateReported,change
EARNEST PARTNERS LLC,2038509,2025-09-30,-1197
ALLIANCEBERNSTEIN L.P.,1885295,2025-09-30,-125782
"Pacer Advisors, Inc.",1831207,2025-09-30,-265557
Candriam S.C.A.,1611979,2025-09-30,-110912
RENAISSANCE TECHNOLOGIES LLC,1609732,2025-09-30,683836
"Russell Investments Group, Ltd.",1580865,2025-09-30,98526
"Brandywine Global Investment Management, LLC",1572298,2025-09-30,243429
SEI INVESTMENTS CO,1514612,2025-09-30,68878
TUDOR INVESTMENT CORP ET AL,1500000,2025-09-30,1495278
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,1478254,2025-09-30,-388321
Analog Century Management LP,1407903,2025-09-30,-68079
Robeco Schweiz AG,1326268,2025-09-30,-110376
VOYA INVESTMENT MANAGEMENT LLC,1211879,2025-09-30,-74763
Assenagon Asset Management S.A.,1207769,2025-09-30,794775
Swiss National Bank,1204600,2025-09-30,-73000
BNP Paribas Asset Management Holding S.A.,1090646,2025-09-30,-738982
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",1085586,2025-09-30,41304
"Sumitomo Mitsui Trust Holdings, Inc.",1057885,2025-09-30,-5413
WELLS FARGO & COMPANY/MN,1021957,2025-09-30,64760
ArrowMark Colorado Holdings LLC,1006653,2025-09-30,63481
"Nuveen, LLC",950215,2025-09-30,-23456
HSBC HOLDINGS PLC,918079,2025-09-30,-233161
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",906863,2025-09-30,31847
FIFTHDELTA Ltd,891389,2025-09-30,159390
RHUMBLINE ADVISERS,871412,2025-09-30,22036
SCHRODER INVESTMENT MANAGEMENT GROUP,823149,2025-09-30,-106189
Handelsbanken Fonder AB,785988,2025-09-30,485391
AMERICAN CENTURY COMPANIES INC,766873,2025-09-30,425095
Andra AP-fonden,747600,2025-09-30,133051
"JANE STREET GROUP, LLC",744822,2025-09-30,739337
PRICE T ROWE ASSOCIATES INC /MD/,734019,2025-09-30,-16323
BERKLEY W R CORP,731118,2025-09-30,0
DnB Asset Management AS,723688,2025-09-30,170635
Quantinno Capital Management LP,696998,2025-09-30,317423
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",675340,2025-09-30,-128467
"Alyeska Investment Group, L.P.",649997,2025-09-30,-375372
"Mirae Asset Global Investments Co., Ltd.",639694,2025-09-30,-178696
"D. E. Shaw & Co., Inc.",597066,2025-09-30,562484
ProShare Advisors LLC,577722,2025-09-30,-131877
"Grantham, Mayo, Van Otterloo & Co. LLC",564935,2025-09-30,-39624
Penserra Capital Management LLC,553871,2025-09-30,178076
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,501376,2025-09-30,-762
GROUPAMA ASSET MANAGMENT,500000,2025-09-30,0
"Gotham Asset Management, LLC",495230,2025-09-30,155824
"SG Americas Securities, LLC",485504,2025-09-30,94879
Mitsubishi UFJ Trust & Banking Corp,470149,2025-09-30,-68366
Orbis Allan Gray Ltd,463107,2025-09-30,463107
OSSIAM,454777,2025-09-30,-5424
"ExodusPoint Capital Management, LP",446070,2025-09-30,90610
PRINCIPAL FINANCIAL GROUP INC,440837,2025-09-30,-15003
VICTORY CAPITAL MANAGEMENT INC,415034,2025-09-30,-1516602
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,394903,2025-09-30,-23545
Treasurer of the State of North Carolina,392450,2025-09-30,-7561
TWINBEECH CAPITAL LP,390013,2025-09-30,390013
VILLERE ST DENIS J & CO LLC,386595,2025-09-30,-10834
GREAT WEST LIFE ASSURANCE CO /CAN/,384185,2025-09-30,-61
MACQUARIE GROUP LTD,383158,2025-09-30,-9281
abrdn plc,367094,2025-09-30,-2520
"Nan Shan Life Insurance Co., Ltd.",360831,2025-09-30,-1675
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,360530,2025-09-30,-102232
"GREAT LAKES ADVISORS, LLC",352980,2025-09-30,-15705
Capula Management Ltd,350000,2025-09-30,350000
ENVESTNET ASSET MANAGEMENT INC,349100,2025-09-30,1540
"Glenmede Investment Management, LP",346052,2025-09-30,-10150
THOMPSON SIEGEL & WALMSLEY LLC,320755,2025-09-30,-63805
NATIONAL BANK OF CANADA /FI/,308262,2025-09-30,-261869
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,307773,2025-09-30,3041
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,306992,2025-09-30,-679
Korea Investment CORP,306090,2025-09-30,10643
ATWOOD & PALMER INC,302204,2025-09-30,1361
AVIVA PLC,286332,2025-09-30,29777
Universal- Beteiligungs- und Servicegesellschaft mbH,276953,2025-09-30,18422
"ADAGE CAPITAL PARTNERS GP, L.L.C.",272300,2025-09-30,39600
Distillate Capital Partners LLC,267683,2025-09-30,-3722
AQR CAPITAL MANAGEMENT LLC,249607,2025-09-30,-17827
APG Asset Management N.V.,247461,2025-09-30,-3800
SILVERCREST ASSET MANAGEMENT GROUP LLC,245127,2025-09-30,152
"NATIXIS ADVISORS, L.P.",239653,2025-09-30,9276
CITADEL ADVISORS LLC,238514,2025-09-30,107861
STATE OF WISCONSIN INVESTMENT BOARD,233336,2025-09-30,-57081
PRUDENTIAL FINANCIAL INC,230793,2025-09-30,-14210
LPL Financial LLC,227480,2025-09-30,-638555
NEOS Investment Management LLC,220748,2025-09-30,84991
DANSKE BANK A/S,212738,2025-09-30,8100
"Chevy Chase Trust Holdings, LLC",209280,2025-09-30,-12007
Robeco Institutional Asset Management B.V.,206183,2025-09-30,22025
"Asset Management One Co., Ltd.",200265,2025-09-30,-1669
RAYMOND JAMES FINANCIAL INC,199446,2025-09-30,-5361
Daiwa Securities Group Inc.,198381,2025-09-30,-5600
"Channing Capital Management, LLC",198186,2025-09-30,31046
"IMC-Chicago, LLC",194557,2025-09-30,194557
TD ASSET MANAGEMENT INC,194263,2025-09-30,-5407
NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,193083,2025-09-30,-27176
NEW YORK STATE COMMON RETIREMENT FUND,188849,2025-09-30,-22200
ROYAL LONDON ASSET MANAGEMENT LTD,182641,2025-09-30,-5897
TOCQUEVILLE ASSET MANAGEMENT L.P.,182053,2025-09-30,-22079
Mizuho Markets Cayman LP,180721,2025-09-30,29914
"Malaga Cove Capital, LLC",179871,2025-09-30,-515
GUGGENHEIM CAPITAL LLC,178503,2025-09-30,938
"Maytus Capital Management, LLC",178003,2025-09-30,55346
Boston Trust Walden Corp,173295,2025-09-30,-76050
TORONTO DOMINION BANK,172420,2025-09-30,-349499
Creative Planning,171749,2025-09-30,-161
Raiffeisen Bank International AG,169961,2025-09-30,9043
DekaBank Deutsche Girozentrale,168622,2025-09-30,0
NOMURA ASSET MANAGEMENT CO LTD,167757,2025-09-30,-3191
Engineers Gate Manager LP,166013,2025-09-30,166013
Walleye Trading LLC,163177,2025-09-30,-49984
Swedbank AB,160973,2025-09-30,-3828
Napean Trading & Investment Co (Singapore) PTE Ltd,160535,2025-09-30,160535
Mn Services Vermogensbeheer B.V.,157400,2025-09-30,0
Skandinaviska Enskilda Banken AB (publ),157168,2025-09-30,-49840
KLP KAPITALFORVALTNING AS,155700,2025-09-30,10500
Trexquant Investment LP,154325,2025-09-30,-125973
Guinness Asset Management LTD,151056,2025-09-30,-13890
Capital International Sarl,150927,2025-09-30,8686
Squarepoint Ops LLC,149395,2025-09-30,-310485
"FEDERATED HERMES, INC.",145498,2025-09-30,-1604
State of New Jersey Common Pension Fund D,144651,2025-09-30,6085
Vivaldi Capital Management LP,140743,2025-09-30,-3039
Access Investment Management LLC,138490,2025-09-30,175
"State of Tennessee, Treasury Department",138257,2025-09-30,0
STATE OF MICHIGAN RETIREMENT SYSTEM,138036,2025-09-30,-3000
"State of Alaska, Department of Revenue",137315,2025-09-30,-2529
"Resona Asset Management Co.,Ltd.",132689,2025-09-30,-8587
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,131705,2025-09-30,817
Man Group plc,130570,2025-09-30,130570
CIBC Asset Management Inc,130353,2025-09-30,-185145
"Slow Capital, Inc.",128606,2025-09-30,8253
Arizona State Retirement System,123371,2025-09-30,14
Weiss Asset Management LP,123370,2025-09-30,123370
STIFEL FINANCIAL CORP,122016,2025-09-30,-2226
Woodline Partners LP,121491,2025-09-30,-169265
Zurcher Kantonalbank (Zurich Cantonalbank),118101,2025-09-30,-33560
Rathbones Group PLC,114589,2025-09-30,-4971
Brevan Howard Capital Management LP,111749,2025-09-30,54574
Calamos Advisors LLC,111063,2025-09-30,0
"Rakuten Investment Management, Inc.",108022,2025-09-30,108022
HEARTLAND ADVISORS INC,107982,2025-09-30,-96325
UniSuper Management Pty Ltd,104341,2025-09-30,1187
Czech National Bank,103871,2025-09-30,1726
Illinois Municipal Retirement Fund,103262,2025-09-30,73270
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main",102545,2025-09-30,62610
GATEWAY INVESTMENT ADVISERS LLC,102492,2025-09-30,-43868
CAPITAL FUND MANAGEMENT S.A.,102308,2025-09-30,-197839
"MetLife Investment Management, LLC",101681,2025-09-30,-4857
"SCOPUS ASSET MANAGEMENT, L.P.",100000,2025-09-30,100000
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,98210,2025-09-30,-4279
Talos Eurisko Asset Management LP,96900,2025-09-30,96900
"PineBridge Investments, L.P.",96334,2025-09-30,-83046
"Toroso Investments, LLC",95485,2025-09-30,33007
Allianz Asset Management GmbH,95421,2025-09-30,815
CANADA PENSION PLAN INVESTMENT BOARD,94197,2025-09-30,-151819
Quantbot Technologies LP,94146,2025-09-30,37881
La Banque Postale Asset Management SA,93959,2025-09-30,0
Knights of Columbus Asset Advisors LLC,92300,2025-09-30,11151
NOMURA HOLDINGS INC,92266,2025-09-30,70199
"Olstein Capital Management, L.P.",91000,2025-09-30,-14000
"GROUP ONE TRADING, L.P.",90771,2025-09-30,16320
Sterling Capital Management LLC,90278,2025-09-30,-387
Paloma Partners Management Co,90000,2025-09-30,90000
CAPITAL INTERNATIONAL LTD /CA/,88763,2025-09-30,0
MACKENZIE FINANCIAL CORP,88199,2025-09-30,25159
Fisher Funds Management LTD,87729,2025-09-30,25949
FORSTA AP-FONDEN,87500,2025-09-30,4700
Retirement Systems of Alabama,87242,2025-09-30,-2427
HRT FINANCIAL LP,86195,2025-09-30,86195
"Capital International, Inc./CA/",84289,2025-09-30,7582
GF FUND MANAGEMENT CO. LTD.,83227,2025-09-30,0
"Ensign Peak Advisors, Inc",82350,2025-09-30,-48560
"CI Private Wealth, LLC",81344,2025-09-30,-5073
"BOKF, NA",80608,2025-09-30,2459
USS Investment Management Ltd,79966,2025-09-30,0
COMERICA BANK,79715,2025-09-30,-4558
IFM Investors Pty Ltd,79705,2025-09-30,0
BRANT POINT INVESTMENT MANAGEMENT LLC,78992,2025-09-30,0
AMALGAMATED BANK,78205,2025-09-30,-2629
Federation des caisses Desjardins du Quebec,77817,2025-09-30,-1398
Verition Fund Management LLC,76675,2025-09-30,-44573
Janney Montgomery Scott LLC,76028,2025-09-30,14085
"Skylands Capital, LLC",75370,2025-09-30,-11150
"Soviero Asset Management, LP",74000,2025-09-30,-21000
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,73729,2025-09-30,-5241
Atom Investors LP,72810,2025-09-30,52503
Baker Ellis Asset Management LLC,72731,2025-09-30,352
AIA Group Ltd,72130,2025-09-30,40465
Cetera Investment Advisers,70397,2025-09-30,17477
Utah Retirement Systems,69819,2025-09-30,0
ASR Vermogensbeheer N.V.,68356,2025-09-30,-475
Police & Firemen's Retirement System of New Jersey,67870,2025-09-30,3350
"PNC FINANCIAL SERVICES GROUP, INC.",67237,2025-09-30,-12264
FIFTH THIRD BANCORP,64799,2025-09-30,-3366
"Moran Wealth Management, LLC",64170,2025-09-30,3618
"WOLVERINE TRADING, LLC",62871,2025-09-30,5589
IRIDIAN ASSET MANAGEMENT LLC/CT,62854,2025-09-30,-6886
Future Fund LLC,62768,2025-09-30,38389
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,62014,2025-09-30,3100
Legato Capital Management LLC,62000,2025-09-30,2000
"Vanguard Personalized Indexing Management, LLC",61877,2025-09-30,-1158
"HAP TRADING, LLC",61802,2025-09-30,61802
JOHNSON INVESTMENT COUNSEL INC,61312,2025-09-30,2840
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,60063,2025-09-30,-6336
PKO Investment Management Joint-Stock Co,60000,2025-09-30,0
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,59820,2025-09-30,-2858
"Caption Management, LLC",59598,2025-09-30,39498
"Twin Tree Management, LP",59189,2025-09-30,-84713
"Mariner, LLC",57977,2025-09-30,-18903
"XPONANCE, INC.",57949,2025-09-30,-2415
LOGAN CAPITAL MANAGEMENT INC,57904,2025-09-30,-2156
PROFUND ADVISORS LLC,56814,2025-09-30,-350
SCOTIA CAPITAL INC.,56059,2025-09-30,769
ABN AMRO INVESTMENT SOLUTIONS,55902,2025-09-30,-24370
Graphene Investments SAS,55800,2025-09-30,2900
WOLVERINE ASSET MANAGEMENT LLC,55537,2025-09-30,55537
Vontobel Holding Ltd.,55522,2025-09-30,-2773
TEACHER RETIREMENT SYSTEM OF TEXAS,54765,2025-09-30,-9374
Morningstar Investment Management LLC,54392,2025-09-30,54392
AXA Investment Managers S.A.,54381,2025-09-30,54381
MERCER GLOBAL ADVISORS INC /ADV,54278,2025-09-30,5169
XTX Topco Ltd,52534,2025-09-30,-38927
Unison Advisors LLC,52000,2025-09-30,0
"Merit Financial Group, LLC",51748,2025-09-30,22211
Tredje AP-fonden,51490,2025-09-30,-19046
Louisiana State Employees Retirement System,51300,2025-09-30,-1300
Andar Capital Management HK Ltd,50000,2025-09-30,50000
Cerity Partners LLC,49663,2025-09-30,18017
Voleon Capital Management LP,49490,2025-09-30,-58705
"YOUSIF CAPITAL MANAGEMENT, LLC",48214,2025-09-30,-3019
"Sumitomo Mitsui DS Asset Management Company, Ltd",47542,2025-09-30,789
iA Global Asset Management Inc.,47375,2025-09-30,1108
"Summit Trail Advisors, LLC",46994,2025-09-30,25215
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,46765,2025-09-30,10711
Simmons Bank,45239,2025-09-30,1772
"Financial Advisors Network, Inc.",45080,2025-09-30,967
BANK OF NOVA SCOTIA,45022,2025-09-30,-76517
Ethic Inc.,44878,2025-09-30,-1988
SYCOMORE ASSET MANAGEMENT,44450,2025-09-30,0
"Inspire Investing, LLC",44228,2025-09-30,-1762
Mediolanum International Funds Ltd,44130,2025-09-30,-71813
KORNITZER CAPITAL MANAGEMENT INC /KS,43310,2025-09-30,0
"one8zero8, LLC",43000,2025-09-30,-1825
PUBLIC SECTOR PENSION INVESTMENT BOARD,42148,2025-09-30,2977
JENSEN INVESTMENT MANAGEMENT INC,41450,2025-09-30,0
"Cambridge Investment Research Advisors, Inc.",40969,2025-09-30,10030
"Pathstone Holdings, LLC",40360,2025-09-30,1888
National Pension Service,40323,2025-09-30,15202
"Caprock Group, LLC",39896,2025-09-30,39896
"COMMONWEALTH EQUITY SERVICES, LLC",39610,2025-09-30,337
NORDEA INVESTMENT MANAGEMENT AB,39525,2025-09-30,2935
HITE Hedge Asset Management LLC,38667,2025-09-30,38667
SHELTON CAPITAL MANAGEMENT,38456,2025-09-30,-11586
US BANCORP \DE\,38290,2025-09-30,338
"NISA INVESTMENT ADVISORS, LLC",38273,2025-09-30,6246
TEMA ETFS LLC,38069,2025-09-30,16811
"Kerrisdale Advisers, LLC",37210,2025-09-30,15255
Regal Investment Advisors LLC,35944,2025-09-30,-1353
"Bayesian Capital Management, LP",35778,2025-09-30,35778
"Nilsine Partners, LLC",35772,2025-09-30,10
"CAPSTONE INVESTMENT ADVISORS, LLC",35085,2025-09-30,3056
WELLINGTON MANAGEMENT GROUP LLP,35076,2025-09-30,-203315
FRANKLIN RESOURCES INC,34142,2025-09-30,1306
"Carmel Capital Partners, LLC",33472,2025-09-30,-15082
"Norinchukin Bank, The",33439,2025-09-30,-66
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,33251,2025-09-30,0
"ADVISOR GROUP HOLDINGS, INC.",33057,2025-09-30,-5884
TRUIST FINANCIAL CORP,32386,2025-09-30,10573
CREDIT AGRICOLE S A,32288,2025-09-30,32288
CIBC WORLD MARKET INC.,31905,2025-09-30,31905
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",31893,2025-09-30,-361
TODD ASSET MANAGEMENT LLC,31660,2025-09-30,0
Barnes Dennig Private Wealth Management LLC,31088,2025-09-30,-1610
THRIVENT FINANCIAL FOR LUTHERANS,31062,2025-09-30,-1316320
BI Asset Management Fondsmaeglerselskab A/S,30657,2025-09-30,9400
MIROVA,30192,2025-09-30,984
Wealthfront Advisers LLC,29859,2025-09-30,1806
MIZUHO SECURITIES USA LLC,29787,2025-09-30,907
"SIMPLEX TRADING, LLC",29232,2025-09-30,-97281
Polianta Ltd,28800,2025-09-30,28800
"HighTower Advisors, LLC",28658,2025-09-30,1472
COMMERCE BANK,28496,2025-09-30,274
"One Capital Management, LLC",27757,2025-09-30,11378
"Brinker Capital Investments, LLC",27715,2025-09-30,-112
INTECH INVESTMENT MANAGEMENT LLC,27463,2025-09-30,-568
J. Safra Sarasin Holding AG,27026,2025-09-30,21099
Kentucky Retirement Systems,26468,2025-09-30,-754
BRIGHTON JONES LLC,26089,2025-09-30,268
PIER 88 INVESTMENT PARTNERS LLC,25670,2025-09-30,20400
"Harvest Fund Management Co., Ltd",25100,2025-09-30,1366
"QRG CAPITAL MANAGEMENT, INC.",24940,2025-09-30,-15716
OCCUDO QUANTITATIVE STRATEGIES LP,24651,2025-09-30,-9060
Gradient Investments LLC,24454,2025-09-30,-3293
"Lido Advisors, LLC",24438,2025-09-30,764
"Empowered Funds, LLC",24081,2025-09-30,-160066
"RICE HALL JAMES & ASSOCIATES, LLC",23972,2025-09-30,-790
HARTFORD INVESTMENT MANAGEMENT CO,23899,2025-09-30,-1408
Prospera Financial Services Inc,23431,2025-09-30,312
"AXQ CAPITAL, LP",23400,2025-09-30,23400
Jefferies Financial Group Inc.,23358,2025-09-30,7362
Walleye Capital LLC,23331,2025-09-30,-164979
"Procyon Advisors, LLC",23318,2025-09-30,23318
OPPENHEIMER & CO INC,23267,2025-09-30,4797
Y-Intercept (Hong Kong) Ltd,22993,2025-09-30,22993
"BOOTHBAY FUND MANAGEMENT, LLC",22507,2025-09-30,16463
GTS SECURITIES LLC,21927,2025-09-30,17729
"FORA Capital, LLC",21797,2025-09-30,21797
Maryland State Retirement & Pension System,21678,2025-09-30,1817
"CIBC Private Wealth Group, LLC",21569,2025-09-30,-1385
ACADIAN ASSET MANAGEMENT LLC,21227,2025-09-30,21227
BESSEMER GROUP INC,21203,2025-09-30,421
Gulf International Bank (UK) Ltd,21169,2025-09-30,-1
"Global X Japan Co., Ltd.",20694,2025-09-30,-14086
"Colony Group, LLC",20386,2025-09-30,-1568
"WILEY BROS.-AINTREE CAPITAL, LLC",20327,2025-09-30,-122
"FOX RUN MANAGEMENT, L.L.C.",20102,2025-09-30,20102
AG2R LA MONDIALE GESTION D'ACTIFS,19935,2025-09-30,0
Capital Group Investment Management Pte. Ltd.,19883,2025-09-30,0
"SECURIAN ASSET MANAGEMENT, INC",19750,2025-09-30,-2064
Investment Management Corp of Ontario,19680,2025-09-30,9326
Polar Capital Holdings Plc,19200,2025-09-30,-73300
"Edgestream Partners, L.P.",19167,2025-09-30,-59109
TCW GROUP INC,19063,2025-09-30,-6889
TOWNSQUARE CAPITAL LLC,19023,2025-09-30,-2438
NEW MEXICO EDUCATIONAL RETIREMENT BOARD,18900,2025-09-30,-1000
E. Ohman J:or Asset Management AB,18900,2025-09-30,0
Marex Group plc,18896,2025-09-30,13944
M&T BANK CORP,18823,2025-09-30,-5708
WEDGE CAPITAL MANAGEMENT L L P/NC,18806,2025-09-30,-10693
"Inscription Capital, LLC",18642,2025-09-30,13885
Lombard Odier Asset Management (Switzerland) SA,18598,2025-09-30,0
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",18471,2025-09-30,430
OLD NATIONAL BANCORP /IN/,18016,2025-09-30,0
"UNITED CAPITAL FINANCIAL ADVISERS, LLC",17964,2025-09-30,11293
Portman Square Capital LLP,17866,2025-09-30,17866
Maxi Investments CY Ltd,17700,2025-09-30,-300
"Ameritas Investment Partners, Inc.",17418,2025-09-30,-216
JONES FINANCIAL COMPANIES LLLP,17137,2025-09-30,786
"Kovitz Investment Group Partners, LLC",17085,2025-09-30,1740
Integrated Wealth Concepts LLC,16994,2025-09-30,16994
"NewEdge Advisors, LLC",16881,2025-09-30,-11020
"MML INVESTORS SERVICES, LLC",16828,2025-09-30,-1372
"Catalytic Wealth RIA, LLC",16826,2025-09-30,9180
SYON CAPITAL LLC,16808,2025-09-30,5263
"Crossmark Global Holdings, Inc.",16472,2025-09-30,-496
GAMMA Investing LLC,16307,2025-09-30,-23
Eisler Capital Management Ltd.,16188,2025-09-30,16188
"MONECO Advisors, LLC",16138,2025-09-30,-643
"CHOREO, LLC",15995,2025-09-30,-142
CAPTRUST FINANCIAL ADVISORS,15981,2025-09-30,-2165
"Kestra Advisory Services, LLC",15541,2025-09-30,212
TOKIO MARINE ASSET MANAGEMENT CO LTD,15462,2025-09-30,1511
OMERS ADMINISTRATION Corp,15419,2025-09-30,0
Arosa Capital Management LP,15000,2025-09-30,15000
"Atria Investments, Inc",14972,2025-09-30,-1820
Atlantic Union Bankshares Corp,14950,2025-09-30,14950
ALLSTATE CORP,14886,2025-09-30,14886
South Dakota Investment Council,14800,2025-09-30,-2000
"Knollwood Investment Advisory, LLC",14678,2025-09-30,0
Elo Mutual Pension Insurance Co,14646,2025-09-30,14646
"Empirical Finance, LLC",14447,2025-09-30,135
"Global Retirement Partners, LLC",14222,2025-09-30,-302
"Morse Asset Management, Inc",14111,2025-09-30,210
"Metis Global Partners, LLC",14002,2025-09-30,-1107
Cox Capital Mgt LLC,13712,2025-09-30,661
Quest Partners LLC,13667,2025-09-30,9203
ESSEX INVESTMENT MANAGEMENT CO LLC,13652,2025-09-30,0
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",13450,2025-09-30,-10756
Meiji Yasuda Life Insurance Co,13375,2025-09-30,0
Banque Cantonale Vaudoise,13340,2025-09-30,1090
"China Universal Asset Management Co., Ltd.",13297,2025-09-30,1309
"Cresset Asset Management, LLC",13134,2025-09-30,2997
"Vident Advisory, LLC",13050,2025-09-30,1915
"SummitTX Capital, L.P.",13041,2025-09-30,-110408
"NORTHWESTERN MUTUAL INVESTMENT MANAGEMENT COMPANY, LLC",13034,2025-09-30,-297
APG Asset Management US Inc.,13008,2025-09-30,0
ALLIANZ SE,12921,2025-09-30,12921
"Qsemble Capital Management, LP",12870,2025-09-30,6418
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",12865,2025-09-30,12865
OPPENHEIMER ASSET MANAGEMENT INC.,12765,2025-09-30,-415
Oak Thistle LLC,12720,2025-09-30,-17942
Aaron Wealth Advisors LLC,12655,2025-09-30,8468
"Envestnet Portfolio Solutions, Inc.",12586,2025-09-30,414
Sequent Planning LLC,12556,2025-09-30,-392
Erste Asset Management GmbH,12460,2025-09-30,-4200
EVEXIA WEALTH LLC,12398,2025-09-30,-208
Guinness Atkinson Asset Management Inc,12396,2025-09-30,-93
"CWM, LLC",12375,2025-09-30,-597
Register Financial Advisors LLC,12350,2025-09-30,5300
BARTLETT & CO. WEALTH MANAGEMENT LLC,11780,2025-09-30,-46
"Sequoia Financial Advisors, LLC",11686,2025-09-30,1014
MOODY NATIONAL BANK TRUST DIVISION,11653,2025-09-30,249
Wahed Invest LLC,11533,2025-09-30,72
"HB Wealth Management, LLC",11507,2025-09-30,527
"Vise Technologies, Inc.",11394,2025-09-30,439
"NorthCrest Asset Manangement, LLC",11263,2025-09-30,299
Kentucky Retirement Systems Insurance Trust Fund,11094,2025-09-30,-460
MUFG SECURITIES AMERICAS INC.,11029,2025-09-30,1768
B. Metzler seel. Sohn & Co. AG,10784,2025-09-30,0
"GUERRA PAN ADVISORS, LLC",10757,2025-09-30,-100
Bayforest Capital Ltd,10469,2025-09-30,-3619
SHELL ASSET MANAGEMENT CO,10401,2025-09-30,-4072
NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO,10293,2025-09-30,-1368
ClearAlpha Technologies LP,10146,2025-09-30,10146
Rockefeller Capital Management L.P.,10133,2025-09-30,-2897
STRS OHIO,10081,2025-09-30,4
Supplemental Annuity Collective Trust of NJ,10000,2025-09-30,0
"Alpine Global Management, LLC",9748,2025-09-30,-11552
Optiver Holding B.V.,9477,2025-09-30,6419
Baader Bank Aktiengesellschaft,9474,2025-09-30,9474
"SRS Capital Advisors, Inc.",9472,2025-09-30,8171
"Retirement Planning Co of New England, Inc.",9395,2025-09-30,2300
QUADRANT CAPITAL GROUP LLC,9352,2025-09-30,192
"Curat Global, LLC",9300,2025-09-30,0
"Kinneret Advisory, LLC",9225,2025-09-30,-41
Krilogy Financial LLC,9225,2025-09-30,9225
