holder,shares,dateReported,change
VANGUARD GROUP INC,8301611,2025-09-30,58546
"BlackRock, Inc.",4954234,2025-09-30,-173010
Capital International Investors,3050373,2025-09-30,1433393
STATE STREET CORP,2888274,2025-09-30,-39108
Ninety One UK Ltd,2267192,2025-09-30,350883
"T. Rowe Price Investment Management, Inc.",2256379,2025-09-30,414129
WELLINGTON MANAGEMENT GROUP LLP,1849793,2025-09-30,-315690
"GEODE CAPITAL MANAGEMENT, LLC",1804011,2025-09-30,19285
Invesco Ltd.,1497535,2025-09-30,407559
"Holocene Advisors, LP",1429761,2025-09-30,1429761
BANK OF AMERICA CORP /DE/,1353125,2025-09-30,566488
Capital World Investors,1316862,2025-09-30,19952
JPMORGAN CHASE & CO,1079460,2025-09-30,-40052
MORGAN STANLEY,902568,2025-09-30,138699
FMR LLC,844837,2025-09-30,-499412
"Senvest Management, LLC",824218,2025-09-30,124300
DISCIPLINED GROWTH INVESTORS INC /MN,803981,2025-09-30,-41006
"FEDERATED HERMES, INC.",795980,2025-09-30,-130753
KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,779811,2025-09-30,-35481
NORDEA INVESTMENT MANAGEMENT AB,770360,2025-09-30,132019
"JACOBS LEVY EQUITY MANAGEMENT, INC",768256,2025-09-30,255304
AQR CAPITAL MANAGEMENT LLC,721672,2025-09-30,189527
FRANKLIN RESOURCES INC,708588,2025-09-30,691156
UBS ASSET MANAGEMENT AMERICAS INC,642358,2025-09-30,-107410
NORTHERN TRUST CORP,618596,2025-09-30,-44203
GOLDMAN SACHS GROUP INC,614744,2025-09-30,47552
"Bares Capital Management, Inc.",609722,2025-09-30,97378
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,609426,2025-09-30,107663
DIMENSIONAL FUND ADVISORS LP,605532,2025-09-30,268198
UBS Group AG,581307,2025-09-30,319908
Amundi,558988,2025-09-30,307898
MACKENZIE FINANCIAL CORP,558943,2025-09-30,8146
DAVENPORT & Co LLC,551628,2025-09-30,-3641
Bank of New York Mellon Corp,489485,2025-09-30,-213469
MACQUARIE GROUP LTD,469706,2025-09-30,-22751
"Resona Asset Management Co.,Ltd.",469547,2025-09-30,154029
DEUTSCHE BANK AG\,447145,2025-09-30,39411
BRAIDWELL LP,409691,2025-09-30,-87039
