symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
MAA,2024-12-31,154.57,116776000,18050066320,43018000,5007048000,23014096320
MAA,2023-12-31,134.46,116521000,15667413660,41314000,4567569000,20193668660
MAA,2022-12-31,156.99,115344000,18107854560,38659000,4443574000,22512769560
MAA,2021-12-31,229.44,114717000,26320668480,54302000,4516690000,30783056480
MAA,2020-12-31,126.69,114188000,14466477720,25198000,4562712000,19003991720
MAA,2019-12-31,131.86,117944000,15552095840,20476000,4454598000,19986217840
MAA,2018-12-31,95.7,117777000,11271258900,34259000,4528328000,15765327900
MAA,2017-12-31,100.56,113407000,11404207920,10750000,4502057000,15895514920
MAA,2016-12-31,97.92,78502000,7686915840,33536000,4989712000,12643091840
MAA,2015-12-31,90.81,75176000,6826732560,37559000,3502568000,10291741560
MAA,2014-12-31,74.68,74982000,5599655760,26653000,3571699000,9144701760
MAA,2013-12-31,60.74,50677000,3078120980,89333000,3472718000,6461505980
MAA,2012-12-31,64.75,41039000,2657275250,9075000,1696848000,4345048250
MAA,2011-12-31,62.55,36995000,2314037250,57317000,1649755000,3906475250
MAA,2010-12-31,63.49,31856000,2022537440,45942000,1500193000,3476788440
MAA,2009-12-31,48.28,28341000,1368303480,13819000,1399596000,2754080480
MAA,2008-12-31,37.16,26943000,1001201879,9426000,1323056000,2314831879
MAA,2007-12-31,42.75,25296000,1081404000,17192000,1264620000,2328832000
MAA,2006-12-31,57.24,23474000,1343651760,5545000,1196349000,2534455760
MAA,2005-12-31,48.5,21405000,1038142500,14064000,1140046000,2164124500
MAA,2004-12-31,41.22,20317000,837466740,9133000,1083473000,1911806740
MAA,2003-12-31,33.58,18374000,616998920,10152000,951941000,1558787920
MAA,2002-12-31,24.45,17561000,429366450,10594000,803703000,1222475450
MAA,2001-12-31,26.3,17427000,458330100,12192000,779664000,1225802100
MAA,2000-12-31,22.56,17544000,395792640,16095000,781089000,1160786640
MAA,1999-12-31,22.63,18709677,423399990,14092000,744200000,1153507990
MAA,1998-12-31,22.69,18725000,424870250,7237000,753427000,1171060250
MAA,1997-12-31,28.56,13720930,391869760,14805000,632200000,1009264760
MAA,1996-12-31,28.88,10966942,316725284,4053000,315239000,627911284
MAA,1995-12-31,25,9800000,245000000,0,307900000,552900000
MAA,1994-12-31,26.75,6930693,185396037,0,232800000,418196037
