date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,WRB,USD,0000011544,2025-02-24,2025-02-24 16:18:40,2024,FY,1756115000,-170638000,0,54381000,2146265000,-184431000,0,0,2330696000,-107755000,3678368000,-105623000,0,-9576160000,7532609000,-35315000,-2184489000,3105000,0,-303655000,-531953000,-19984000,-852487000,-29840000,611552000,1974747000,1363195000,3678368000,-105623000,3572745000,https://www.sec.gov/Archives/edgar/data/11544/000001154425000005/0000011544-25-000005-index.htm,https://www.sec.gov/Archives/edgar/data/11544/000001154425000005/wrb-20241231.htm
2023-12-31,WRB,USD,0000011544,2024-02-23,2024-02-23 16:09:29,2023,FY,1381359000,-20861000,0,51000000,1633251000,0,0,0,1633251000,-115511000,2929238000,-53080000,-11558000,-6745217000,4836950000,10941000,-1961964000,-974000,0,-537163000,-501456000,-22902000,-1062495000,9070000,-86151000,1363195000,1449346000,2929238000,-53080000,2876158000,https://www.sec.gov/Archives/edgar/data/11544/000001154424000005/0000011544-24-000005-index.htm,https://www.sec.gov/Archives/edgar/data/11544/000001154424000005/wrb-20231231.htm
2022-12-31,WRB,USD,0000011544,2023-02-24,2023-02-24 08:37:12,2022,FY,1381062000,55872000,-64712000,49411000,1425863000,-268171000,0,0,1694034000,-278892000,2568604000,-52684000,857217000,-8377162000,5771446000,-90172000,-1891355000,-429812000,0,-94140000,-235192000,-12848000,-771992000,-24754000,-119497000,1449346000,1568843000,2568604000,-52684000,2515920000,https://www.sec.gov/Archives/edgar/data/11544/000001154423000004/0000011544-23-000004-index.htm,https://www.sec.gov/Archives/edgar/data/11544/000001154423000004/wrb-20221231.htm
2021-12-31,WRB,USD,0000011544,2022-02-24,2022-02-24 16:51:04,2021,FY,1022490000,129682000,-310647000,46680000,1287257000,-364395000,0,0,1651652000,8525000,2183987000,-66634000,240515000,-11181393000,8036349000,-17983000,-2989146000,529155000,0,-122426000,-355736000,-45162000,5831000,-4195000,-803523000,1568843000,2372366000,2183987000,-66634000,2117353000,https://www.sec.gov/Archives/edgar/data/11544/000001154422000007/0000011544-22-000007-index.htm,https://www.sec.gov/Archives/edgar/data/11544/000001154422000007/wrb-20211231.htm
2020-12-31,WRB,USD,0000011544,2021-02-18,2021-02-18 17:21:32,2020,FY,530670000,135065000,-157253000,49658000,1056231000,-173618000,0,0,1229849000,2315000,1616686000,-38171000,180401000,-7807664000,7811645000,-26515000,119696000,88886000,0,-346357000,-84147000,-56225000,-397843000,10117000,1348656000,2372366000,1023710000,1616686000,-38171000,1578515000,https://www.sec.gov/Archives/edgar/data/11544/000001154421000013/0000011544-21-000013-index.htm,https://www.sec.gov/Archives/edgar/data/11544/000001154421000013/wrb-20201231.htm
2019-12-31,WRB,USD,0000011544,2020-02-20,2020-02-20 16:20:08,2019,FY,681944000,113387000,-189897000,49274000,487044000,-189151000,0,0,676195000,2041000,1143793000,-60457000,51392000,-5525864000,5107214000,2844000,-424871000,-165386000,0,-18225000,-308191000,-21391000,-513193000,379000,206108000,1023710000,817602000,1143793000,-60457000,1083336000,https://www.sec.gov/Archives/edgar/data/11544/000001154420000016/0000011544-20-000016-index.htm,https://www.sec.gov/Archives/edgar/data/11544/000001154420000016/wrb1231201910-k.htm
2018-12-31,WRB,USD,0000011544,2019-02-22,2019-02-22 16:13:46,2018,FY,640749000,131108000,-74761000,36591000,67271000,-43813000,0,0,111084000,-180759000,620199000,-49860000,2027000,-6763363000,6699593000,-602641000,-714244000,290038000,0,-24750000,-254951000,-17740000,-7403000,-31421000,-132869000,817602000,950471000,620199000,-49860000,570339000,https://www.sec.gov/Archives/edgar/data/11544/000001154419000016/0000011544-19-000016-index.htm,https://www.sec.gov/Archives/edgar/data/11544/000001154419000016/wrb1231201810-k.htm
2017-12-31,WRB,USD,0000011544,2018-02-23,2018-02-23 16:41:12,2017,FY,549094000,112956000,-16893000,40490000,409291000,-67752000,0,0,477043000,-384055000,710883000,-115719000,-70570000,-7968479000,7787176000,34128000,-333464000,6963000,0,-47807000,-188199000,-6043000,-235086000,12853000,155186000,950471000,795285000,710883000,-115719000,595164000,https://www.sec.gov/Archives/edgar/data/11544/000001154418000012/0000011544-18-000012-index.htm,https://www.sec.gov/Archives/edgar/data/11544/000001154418000012/wrb1231201710k.htm
2016-12-31,WRB,USD,0000011544,2017-02-28,2017-02-27 17:34:39,2016,FY,601916000,86051000,9012000,37174000,487972000,-60403000,0,0,548375000,-373749000,848376000,-50829000,196765000,-5743938000,4772717000,30797000,-794488000,313282000,0,-132392000,-183999000,-3823000,-6932000,-15302000,31654000,795285000,763631000,848376000,-50829000,797547000,https://www.sec.gov/Archives/edgar/data/11544/000001154417000009/0000011544-17-000009-index.htm,https://www.sec.gov/Archives/edgar/data/11544/000001154417000009/wrb1231201610k.htm
2015-12-31,WRB,USD,0000011544,2016-02-22,2016-02-22 17:25:35,2015,FY,503694000,85139000,47260000,32123000,414487000,-60942000,0,0,475429000,-201399000,881304000,-63562000,-7312000,-4484749000,4403852000,-18992000,-170763000,-272030000,0,-223652000,-58034000,-1602000,-555318000,-66033000,89190000,763631000,674441000,881304000,-63562000,817742000,https://www.sec.gov/Archives/edgar/data/11544/000001154416000086/0000011544-16-000086-index.htm,https://www.sec.gov/Archives/edgar/data/11544/000001154416000086/wrb1231201510k.htm
