holder,shares,dateReported,change
VANGUARD GROUP INC,8182672,2025-09-30,58235
"BlackRock, Inc.",6308727,2025-09-30,20602
JPMORGAN CHASE & CO,4427572,2025-09-30,-140768
Orbis Allan Gray Ltd,4128114,2025-09-30,272525
PRICE T ROWE ASSOCIATES INC /MD/,3823402,2025-09-30,-1032299
STATE STREET CORP,2956744,2025-09-30,23470
Boston Partners,2276020,2025-09-30,-13251
"GEODE CAPITAL MANAGEMENT, LLC",1886245,2025-09-30,14734
TIGER GLOBAL MANAGEMENT LLC,1771146,2025-09-30,269500
Invesco Ltd.,1742265,2025-09-30,-236665
"T. Rowe Price Investment Management, Inc.",1306614,2025-09-30,-128682
FMR LLC,1221856,2025-09-30,65919
"Select Equity Group, L.P.",1157534,2025-09-30,31618
DIMENSIONAL FUND ADVISORS LP,784927,2025-09-30,-9980
Mawer Investment Management Ltd.,742334,2025-09-30,-74157
MORGAN STANLEY,730962,2025-09-30,-5436
LYRICAL ASSET MANAGEMENT LP,705893,2025-09-30,62125
VAN LANSCHOT KEMPEN INVESTMENT MANAGEMENT N.V.,667990,2025-09-30,61690
WELLINGTON MANAGEMENT GROUP LLP,631496,2025-09-30,223704
NORTHERN TRUST CORP,608693,2025-09-30,-8042
Allianz Asset Management GmbH,584630,2025-09-30,-23277
GOLDMAN SACHS GROUP INC,576490,2025-09-30,98001
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,441900,2025-09-30,-66356
SPRUCE HOUSE INVESTMENT MANAGEMENT LLC,425000,2025-09-30,425000
HAWK RIDGE CAPITAL MANAGEMENT LP,369300,2025-09-30,369300
"Nuveen, LLC",366048,2025-09-30,49090
BloombergSen Inc.,363796,2025-09-30,-3785
Legal & General Group Plc,362471,2025-09-30,11401
BANK OF AMERICA CORP /DE/,360199,2025-09-30,10881
Bank of New York Mellon Corp,358885,2025-09-30,-8630
UBS ASSET MANAGEMENT AMERICAS INC,351497,2025-09-30,-76807
RAYMOND JAMES FINANCIAL INC,326177,2025-09-30,-112054
AMERICAN CENTURY COMPANIES INC,319851,2025-09-30,-46774
UBS Group AG,291158,2025-09-30,-59759
Swedbank AB,272817,2025-09-30,0
MACQUARIE GROUP LTD,255445,2025-09-30,-118698
BARCLAYS PLC,241884,2025-09-30,-26963
DEUTSCHE BANK AG\,229408,2025-09-30,11373
"Petrus Trust Company, LTA",220459,2025-09-30,13358
Amundi,202547,2025-09-30,38971
"D. E. Shaw & Co., Inc.",202085,2025-09-30,166346
WELLS FARGO & COMPANY/MN,200363,2025-09-30,-25316
Swiss National Bank,193100,2025-09-30,-8900
"Provident Investment Management, Inc.",188234,2025-09-30,-20025
THOMPSON SIEGEL & WALMSLEY LLC,187191,2025-09-30,34649
LAZARD ASSET MANAGEMENT LLC,179879,2025-09-30,-34144
ROYAL BANK OF CANADA,172525,2025-09-30,13342
Premier Fund Managers Ltd,171003,2025-09-30,428
"Cornerstone Investment Partners, LLC",167486,2025-09-30,-29197
"Sumitomo Mitsui Trust Holdings, Inc.",154687,2025-09-30,1932
"CIBC Private Wealth Group, LLC",147886,2025-09-30,-3741
Assenagon Asset Management S.A.,146065,2025-09-30,218
RHUMBLINE ADVISERS,145781,2025-09-30,327
Neuberger Berman Group LLC,145390,2025-09-30,-3039
ALLIANCEBERNSTEIN L.P.,143782,2025-09-30,-40763
FIL Ltd,139860,2025-09-30,-156924
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",138858,2025-09-30,7397
Long Path Partners LP,135964,2025-09-30,-2039
Squarepoint Ops LLC,135454,2025-09-30,133558
"Vantage Investment Partners, LLC",130769,2025-09-30,11497
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,128725,2025-09-30,3803
HSBC HOLDINGS PLC,126169,2025-09-30,-6373
TD ASSET MANAGEMENT INC,125125,2025-09-30,-7599
ANCHOR CAPITAL ADVISORS LLC,116637,2025-09-30,25047
"BNP PARIBAS ARBITRAGE, SNC",115443,2025-09-30,-7866
STRS OHIO,112625,2025-09-30,36612
VICTORY CAPITAL MANAGEMENT INC,109600,2025-09-30,-24105
"Bridgewater Associates, LP",107423,2025-09-30,31779
AQR CAPITAL MANAGEMENT LLC,106658,2025-09-30,-10946
"Russell Investments Group, Ltd.",102110,2025-09-30,4780
National Pension Service,101035,2025-09-30,1092
"Zimmer Partners, LP",100700,2025-09-30,35700
FIRST TRUST ADVISORS LP,99776,2025-09-30,-30943
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,91676,2025-09-30,-8258
Philosophy Capital Management LLC,88213,2025-09-30,25000
"TWO SIGMA INVESTMENTS, LP",87970,2025-09-30,80498
CITIGROUP INC,86004,2025-09-30,22401
STEADFAST CAPITAL MANAGEMENT LP,81100,2025-09-30,-9600
"Stanley Capital Management, LLC",79790,2025-09-30,0
PRINCIPAL FINANCIAL GROUP INC,77970,2025-09-30,-4617
"Capital Investment Services of America, Inc.",77723,2025-09-30,517
ENVESTNET ASSET MANAGEMENT INC,76770,2025-09-30,2529
Saudi Central Bank,75962,2025-09-30,1
Generate Investment Management Ltd,75000,2025-09-30,24751
"Prana Capital Management, LP",71047,2025-09-30,71047
"NICHOLAS COMPANY, INC.",70950,2025-09-30,-40
Universal- Beteiligungs- und Servicegesellschaft mbH,66943,2025-09-30,361
Park West Asset Management LLC,66100,2025-09-30,-40330
TWINBEECH CAPITAL LP,64911,2025-09-30,-21749
"ADAGE CAPITAL PARTNERS GP, L.L.C.",64258,2025-09-30,-10300
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,63276,2025-09-30,1373
BANK OF MONTREAL /CAN/,61151,2025-09-30,2277
APG Asset Management N.V.,60676,2025-09-30,-35011
"Toroso Investments, LLC",60056,2025-09-30,-8426
"Glenmede Investment Management, LP",59840,2025-09-30,1574
"CI Private Wealth, LLC",59719,2025-09-30,-13426
"Baird Financial Group, Inc.",58854,2025-09-30,-536
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,58246,2025-09-30,-8405
Korea Investment CORP,56620,2025-09-30,-33160
Qube Research & Technologies Ltd,55609,2025-09-30,55609
"Mill Capital Management, LLC",55006,2025-09-30,68
SEI INVESTMENTS CO,54832,2025-09-30,1765
OSSIAM,54003,2025-09-30,-1568
Leith Wheeler Investment Counsel Ltd.,53480,2025-09-30,3307
Incline Global Management LLC,53147,2025-09-30,20300
Sellaronda Global Management LP,52500,2025-09-30,22000
"River Road Asset Management, LLC",52070,2025-09-30,11293
Hendershot Investments Inc.,51779,2025-09-30,14128
"Gotham Asset Management, LLC",49080,2025-09-30,-3887
AVIVA PLC,47892,2025-09-30,501
STATE OF WISCONSIN INVESTMENT BOARD,45550,2025-09-30,2285
abrdn plc,43785,2025-09-30,529
DANSKE BANK A/S,42882,2025-09-30,-4866
OSTERWEIS CAPITAL MANAGEMENT INC,42557,2025-09-30,145
Distillate Capital Partners LLC,42490,2025-09-30,-574
Andra AP-fonden,40500,2025-09-30,40428
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",40186,2025-09-30,405
Mediolanum International Funds Ltd,39871,2025-09-30,-410
PEAPACK GLADSTONE FINANCIAL CORP,39735,2025-09-30,-381
Penserra Capital Management LLC,39423,2025-09-30,3653
PRUDENTIAL FINANCIAL INC,38279,2025-09-30,-982
NEW YORK STATE COMMON RETIREMENT FUND,37415,2025-09-30,200
"Bank Julius Baer & Co. Ltd, Zurich",36996,2025-09-30,-10220
"Chevy Chase Trust Holdings, LLC",36043,2025-09-30,-1191
WILKINS INVESTMENT COUNSEL INC,35951,2025-09-30,4091
"Waverly Advisors, LLC",33923,2025-09-30,600
"Brandywine Global Investment Management, LLC",33855,2025-09-30,67
AMERIPRISE FINANCIAL INC,33513,2025-09-30,11462
DekaBank Deutsche Girozentrale,33457,2025-09-30,0
"JANE STREET GROUP, LLC",33419,2025-09-30,33419
Taikang Asset Management (Hong Kong) Co Ltd,32979,2025-09-30,6618
TORONTO DOMINION BANK,32833,2025-09-30,-2635
ROYAL LONDON ASSET MANAGEMENT LTD,32663,2025-09-30,-545
"Livforsakringsbolaget Skandia, Omsesidigt",32600,2025-09-30,900
"Clearbridge Investments, LLC",32307,2025-09-30,-69026
CLIFFORD SWAN INVESTMENT COUNSEL LLC,31805,2025-09-30,27802
Mitsubishi UFJ Trust & Banking Corp,30799,2025-09-30,-527
Cerity Partners LLC,30621,2025-09-30,-455
Treasurer of the State of North Carolina,30557,2025-09-30,-1185
"State of Alaska, Department of Revenue",29871,2025-09-30,-296
Azimuth Capital Investment Management LLC,29758,2025-09-30,-507
Engineers Gate Manager LP,28969,2025-09-30,5165
Pictet Asset Management Holding SA,28740,2025-09-30,-737
"Asset Management One Co., Ltd.",28702,2025-09-30,-18
COMMERCE BANK,28598,2025-09-30,1899
Aquatic Capital Management LLC,28413,2025-09-30,24496
"Allspring Global Investments Holdings, LLC",27671,2025-09-30,-1636
PINNACLE FINANCIAL PARTNERS INC,27604,2025-09-30,-412
"NATIXIS ADVISORS, L.P.",27229,2025-09-30,-5977
TCW GROUP INC,26990,2025-09-30,8167
MILLENNIUM MANAGEMENT LLC,26914,2025-09-30,19291
Quantinno Capital Management LP,26650,2025-09-30,5734
FRANKLIN RESOURCES INC,26440,2025-09-30,7672
CITADEL ADVISORS LLC,26341,2025-09-30,-85423
Y-Intercept (Hong Kong) Ltd,25891,2025-09-30,24286
KLP KAPITALFORVALTNING AS,25808,2025-09-30,0
"CONTRAVISORY INVESTMENT MANAGEMENT, INC.",25429,2025-09-30,-1064
"Capital Impact Advisors, LLC",25058,2025-09-30,1153
Mn Services Vermogensbeheer B.V.,24900,2025-09-30,0
"Rafferty Asset Management, LLC",24501,2025-09-30,130
NATIONAL BANK OF CANADA /FI/,24426,2025-09-30,-24739
"L2 Asset Management, LLC",23927,2025-09-30,339
Magnetar Financial LLC,23651,2025-09-30,19991
Northwest & Ethical Investments L.P.,23494,2025-09-30,-14288
D.A. DAVIDSON & CO.,23449,2025-09-30,-90
KORNITZER CAPITAL MANAGEMENT INC /KS,22844,2025-09-30,0
State of New Jersey Common Pension Fund D,22756,2025-09-30,1141
"KNIGHTSBRIDGE ASSET MANAGEMENT, LLC",22630,2025-09-30,22630
M&T BANK CORP,21945,2025-09-30,-324
NOMURA ASSET MANAGEMENT CO LTD,21615,2025-09-30,143
CenterBook Partners LP,21246,2025-09-30,1451
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,21231,2025-09-30,-18219
"Resona Asset Management Co.,Ltd.",21087,2025-09-30,-663
NORDEA INVESTMENT MANAGEMENT AB,21060,2025-09-30,763
CREDIT AGRICOLE S A,20834,2025-09-30,20834
"Gibraltar Capital Management, Inc.",20727,2025-09-30,645
"MetLife Investment Management, LLC",20693,2025-09-30,-322
Lansforsakringar Fondforvaltning AB (publ),20016,2025-09-30,159
Zurcher Kantonalbank (Zurich Cantonalbank),20003,2025-09-30,-1095
Heron Bay Capital Management,19963,2025-09-30,79
SPX Gestao de Recursos Ltda,19960,2025-09-30,13860
Arizona State Retirement System,19792,2025-09-30,286
"HighTower Advisors, LLC",19353,2025-09-30,1359
STATE OF MICHIGAN RETIREMENT SYSTEM,19084,2025-09-30,-100
"State of Tennessee, Treasury Department",18886,2025-09-30,-7085
MERIDIAN MANAGEMENT CO,18808,2025-09-30,412
"CEERA INVESTMENTS, LLC",18721,2025-09-30,2814
Verdence Capital Advisors LLC,18275,2025-09-30,-697
"Ensign Peak Advisors, Inc",18039,2025-09-30,-9460
Czech National Bank,17935,2025-09-30,705
MARTIN & CO INC /TN/,17451,2025-09-30,67
"CLOVERFIELDS CAPITAL GROUP, LP",17437,2025-09-30,-44
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,16957,2025-09-30,-332
VOYA INVESTMENT MANAGEMENT LLC,16506,2025-09-30,-24697
"IFG Advisory, LLC",16439,2025-09-30,446
"XPONANCE, INC.",16304,2025-09-30,-111
AMALGAMATED BANK,15776,2025-09-30,211
Retirement Systems of Alabama,15064,2025-09-30,-62
Skandinaviska Enskilda Banken AB (publ),14728,2025-09-30,-4058
Handelsbanken Fonder AB,14637,2025-09-30,-313
"Strategic Wealth Partners, Ltd.",14427,2025-09-30,107
ProShare Advisors LLC,14375,2025-09-30,-1208
"Aviance Capital Partners, LLC",14310,2025-09-30,166
CANADA PENSION PLAN INVESTMENT BOARD,14255,2025-09-30,-63696
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,14152,2025-09-30,0
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",13916,2025-09-30,-11278
"Interval Partners, LP",13787,2025-09-30,13787
IFM Investors Pty Ltd,13278,2025-09-30,0
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",13264,2025-09-30,-14774
DnB Asset Management AS,13156,2025-09-30,679
SOROS CAPITAL MANAGEMENT LLC,13151,2025-09-30,915
Vestcor Inc,13097,2025-09-30,-1671
FORSTA AP-FONDEN,12800,2025-09-30,-400
Robeco Institutional Asset Management B.V.,12365,2025-09-30,-20077
USS Investment Management Ltd,12348,2025-09-30,0
Campbell & CO Investment Adviser LLC,12044,2025-09-30,12044
Diversified Trust Co,12030,2025-09-30,-10079
LPL Financial LLC,11927,2025-09-30,-523
Fisher Funds Management LTD,11751,2025-09-30,0
INVESTMENT HOUSE LLC,11700,2025-09-30,-8703
COMERICA BANK,11608,2025-09-30,-765
"GHP Investment Advisors, Inc.",11589,2025-09-30,1438
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,11363,2025-09-30,-583
Utah Retirement Systems,11133,2025-09-30,0
HANCOCK WHITNEY CORP,11027,2025-09-30,-39805
Graphene Investments SAS,11000,2025-09-30,1800
Police & Firemen's Retirement System of New Jersey,10986,2025-09-30,642
Creative Planning,10873,2025-09-30,2114
Daiwa Securities Group Inc.,10844,2025-09-30,479
"Radnor Capital Management, LLC",10331,2025-09-30,-225
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,10319,2025-09-30,-235
Fulcrum Asset Management LLP,10122,2025-09-30,-280
STIFEL FINANCIAL CORP,10026,2025-09-30,-1238
CIBC Asset Management Inc,9911,2025-09-30,212
AustralianSuper Pty Ltd,9899,2025-09-30,282
"Moran Wealth Management, LLC",9855,2025-09-30,132
Illinois Municipal Retirement Fund,9805,2025-09-30,1639
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,9625,2025-09-30,-876
"Mirae Asset Global Investments Co., Ltd.",9533,2025-09-30,1272
Regal Investment Advisors LLC,9461,2025-09-30,-228
Woodline Partners LP,9332,2025-09-30,1707
"Agate Pass Investment Management, LLC",9325,2025-09-30,279
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,9288,2025-09-30,9288
UniSuper Management Pty Ltd,9254,2025-09-30,1585
BROWN BROTHERS HARRIMAN & CO,9128,2025-09-30,50
"YOUSIF CAPITAL MANAGEMENT, LLC",8980,2025-09-30,-824
"EAGLE ROCK INVESTMENT COMPANY, LLC",8923,2025-09-30,-247
Tredje AP-fonden,8877,2025-09-30,3112
TEACHER RETIREMENT SYSTEM OF TEXAS,8765,2025-09-30,-1364
JANUS HENDERSON GROUP PLC,8686,2025-09-30,-1320
