date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,paymentDate,dividend,declarationDate,adjDividend
2024-05-21,36.4,36.86,36.4,36.57,34.52,5488554,5488554,0.17,0.46703,36.5575,"May 21, 24",0.0046703,,,,,
2024-05-20,37.2,37.3,36.39,36.49,34.45,3816432,3816432,-0.71,-1.91,36.845,"May 20, 24",-0.0191,,,,,
2024-05-17,36.84,37.23,36.59,37.16,35.08,5027719,5027719,0.32,0.86862,36.955,"May 17, 24",0.0086862,,,,,
2024-05-16,36.77,36.9,36.5,36.52,34.47,2046500,2046500,-0.25,-0.6799,36.6725,"May 16, 24",-0.006799,,,,,
2024-05-15,36.83,37.28,36.56,36.84,34.78,2783868,2783868,0.01,0.02715178,36.8775,"May 15, 24",0.0002715178,,,,,
2024-05-14,36.26,36.52,36.1,36.43,34.39,2070519,2070519,0.17,0.46884,36.3275,"May 14, 24",0.0046884,,,,,
2024-05-13,36.26,36.45,35.88,35.94,33.93,3276200,3276200,-0.32,-0.88252,36.1325,"May 13, 24",-0.0088252,,,,,
2024-05-10,36.17,36.3,35.9,36.06,34.04,6154800,6154800,-0.11,-0.30412,36.1075,"May 10, 24",-0.0030412,,,,,
2024-05-09,35.74,36.15,35.66,36.02,34,3675100,3675100,0.28,0.78344,35.8925,"May 09, 24",0.0078344,,,,,
2024-05-08,35.32,36.04,35.31,35.95,33.94,3485200,3485200,0.63,1.78,35.655,"May 08, 24",0.0178,,,,,
2024-05-07,35.94,36.04,35.54,35.57,33.58,2455483,2455483,-0.37,-1.03,35.7725,"May 07, 24",-0.0103,,,,,
2024-05-06,35.7,35.8,35.35,35.76,33.76,2462300,2462300,0.06,0.16807,35.6525,"May 06, 24",0.0016807,,,,,
2024-05-03,35.54,35.83,35.33,35.39,33.41,3647329,3647329,-0.15,-0.42206,35.5225,"May 03, 24",-0.0042206,,,,,
2024-05-02,35.06,35.16,34.64,34.99,33.03,4209232,4209232,-0.07,-0.19966,34.9625,"May 02, 24",-0.0019966,,,,,
2024-05-01,34.25,35.43,34.17,34.7,32.76,4859400,4859400,0.45,1.31,34.6375,"May 01, 24",0.0131,,,,,
2024-04-30,34.3,34.64,34.08,34.11,32.2,4824900,4824900,-0.19,-0.55394,34.2825,"April 30, 24",-0.0055394,2024-05-01,2024-05-15,0.42,2024-04-17,0.42
2024-04-29,35.24,35.44,34.87,34.98,32.62,3859280,3859280,-0.26,-0.7378,35.1325,"April 29, 24",-0.007378,,,,,
2024-04-26,35.37,35.6,35.13,35.15,32.78,3168300,3168300,-0.22,-0.622,35.3125,"April 26, 24",-0.00622,,,,,
2024-04-25,35.44,35.61,34.64,35,32.64,3078130,3078130,-0.44,-1.24,35.1725,"April 25, 24",-0.0124,,,,,
2024-04-24,34.71,35.62,34.69,35.52,33.12,4248200,4248200,0.81,2.33,35.135,"April 24, 24",0.0233,,,,,
2024-04-23,34.5,35.09,34.34,34.97,32.61,4208700,4208700,0.47,1.36,34.725,"April 23, 24",0.0136,,,,,
2024-04-22,34.07,34.58,33.84,34.55,32.22,4888702,4888702,0.48,1.41,34.26,"April 22, 24",0.0141,,,,,
2024-04-19,33.02,34,32.86,33.99,31.7,8001434,8001434,0.97,2.94,33.4675,"April 19, 24",0.0294,,,,,
2024-04-18,33.02,33.43,32.66,32.9,30.68,5066682,5066682,-0.12,-0.36342,33.0025,"April 18, 24",-0.0036342,,,,,
2024-04-17,33.28,33.7,32.63,33.02,30.79,6680498,6680498,-0.26,-0.78125,33.1575,"April 17, 24",-0.0078125,,,,,
2024-04-16,32.75,32.86,32.06,32.41,30.22,6218305,6218305,-0.34,-1.04,32.52,"April 16, 24",-0.0104,,,,,
2024-04-15,33.58,34.12,32.67,33,30.77,3850200,3850200,-0.58,-1.73,33.3425,"April 15, 24",-0.0173,,,,,
2024-04-12,33.07,33.48,32.96,33.14,30.9,3453943,3453943,0.07,0.21167,33.1625,"April 12, 24",0.0021167,,,,,
2024-04-11,33.92,34.02,33,33.57,31.31,4118703,4118703,-0.35,-1.03,33.6275,"April 11, 24",-0.0103,,,,,
2024-04-10,34.27,34.35,33.39,33.81,31.53,5238085,5238085,-0.46,-1.34,33.955,"April 10, 24",-0.0134,,,,,
2024-04-09,35.12,35.21,34.56,34.99,32.63,3586114,3586114,-0.13,-0.37016,34.97,"April 09, 24",-0.0037016,,,,,
2024-04-08,34.21,34.99,34.1,34.94,32.58,8242041,8242041,0.73,2.13,34.56,"April 08, 24",0.0213,,,,,
2024-04-05,33.93,34.23,33.78,33.98,31.69,5621536,5621536,0.05,0.14736,33.98,"April 05, 24",0.0014736,,,,,
2024-04-04,35.46,35.63,34.09,34.1,31.8,6662124,6662124,-1.36,-3.84,34.82,"April 04, 24",-0.0384,,,,,
2024-04-03,35.04,35.52,34.77,34.92,32.56,11086100,11086100,-0.12,-0.34247,35.0625,"April 03, 24",-0.0034247,,,,,
2024-04-02,35.3,35.37,34.65,35.04,32.68,5173794,5173794,-0.26,-0.73654,35.09,"April 02, 24",-0.0073654,,,,,
2024-04-01,36.18,36.38,35.59,35.64,33.24,3913563,3913563,-0.54,-1.49,35.9475,"April 01, 24",-0.0149,,,,,
2024-03-28,35.9,36.35,35.69,36.29,33.84,3765471,3765471,0.39,1.09,36.0575,"March 28, 24",0.0109,,,,,
2024-03-27,34.95,35.86,34.9,35.82,33.4,4122300,4122300,0.87,2.49,35.3825,"March 27, 24",0.0249,,,,,
2024-03-26,35.62,35.67,34.81,34.82,32.47,5140929,5140929,-0.8,-2.25,35.23,"March 26, 24",-0.0225,,,,,
2024-03-25,35.18,35.76,35.16,35.29,32.91,2446438,2446438,0.11,0.31268,35.3475,"March 25, 24",0.0031268,,,,,
2024-03-22,35.85,36.18,35.15,35.15,32.78,3934500,3934500,-0.7,-1.95,35.5825,"March 22, 24",-0.0195,,,,,
2024-03-21,35,36,34.91,35.71,33.3,4725725,4725725,0.71,2.03,35.405,"March 21, 24",0.0203,,,,,
2024-03-20,33.27,34.95,33.23,34.84,32.49,5320800,5320800,1.57,4.72,34.0725,"March 20, 24",0.0472,,,,,
2024-03-19,33.55,34.02,33.43,33.52,31.26,5215159,5215159,-0.03,-0.08941878,33.63,"March 19, 24",-0.0008941878,,,,,
2024-03-18,33.53,33.74,33.07,33.68,31.41,3789936,3789936,0.15,0.44736,33.505,"March 18, 24",0.0044736,,,,,
2024-03-15,32.94,33.71,32.94,33.49,31.23,20052704,20052704,0.55,1.67,33.27,"March 15, 24",0.0167,,,,,
2024-03-14,33.98,34.21,32.93,33.16,30.92,7500203,7500203,-0.82,-2.41,33.57,"March 14, 24",-0.0241,,,,,
2024-03-13,34.13,34.64,34.04,34.3,31.99,3613656,3613656,0.17,0.4981,34.2775,"March 13, 24",0.004981,,,,,
2024-03-12,34.24,34.44,33.77,34.02,31.72,4080020,4080020,-0.22,-0.64252,34.1175,"March 12, 24",-0.0064252,,,,,
2024-03-11,34.01,34.61,33.83,34.24,31.93,5650049,5650049,0.23,0.67627,34.1725,"March 11, 24",0.0067627,,,,,
2024-03-08,34.39,34.79,34.15,34.32,32,7328184,7328184,-0.07,-0.20355,34.4125,"March 08, 24",-0.0020355,,,,,
2024-03-07,33.85,34.32,33.57,33.89,31.6,6199500,6199500,0.04,0.11817,33.9075,"March 07, 24",0.0011817,,,,,
2024-03-06,33.66,33.99,32.87,33.56,31.3,9633300,9633300,-0.1,-0.29709,33.52,"March 06, 24",-0.0029709,,,,,
2024-03-05,31.73,33.73,31.7,33.6,31.33,9525146,9525146,1.87,5.89,32.69,"March 05, 24",0.0589,,,,,
2024-03-04,31.97,32.39,31.74,31.93,29.78,6365500,6365500,-0.04,-0.12512,32.0075,"March 04, 24",-0.0012512,,,,,
2024-03-01,31.08,31.83,30.54,31.63,29.5,4843621,4843621,0.55,1.77,31.27,"March 01, 24",0.0177,,,,,
2024-02-29,31,31.82,30.98,31.39,29.27,6841400,6841400,0.39,1.26,31.2975,"February 29, 24",0.0126,,,,,
2024-02-28,30.68,31.3,30.6,30.74,28.67,4139100,4139100,0.06,0.19557,30.83,"February 28, 24",0.0019557,,,,,
2024-02-27,30.73,30.99,30.48,30.96,28.87,3934635,3934635,0.23,0.74845,30.79,"February 27, 24",0.0074845,,,,,
2024-02-26,30.93,31.28,30.3,30.43,28.38,4666430,4666430,-0.5,-1.62,30.735,"February 26, 24",-0.0162,,,,,
2024-02-23,31.08,31.37,30.9,31.15,29.05,4066000,4066000,0.07,0.22523,31.125,"February 23, 24",0.0022523,,,,,
2024-02-22,31.3,31.87,30.95,31.08,28.98,4405784,4405784,-0.22,-0.70288,31.3,"February 22, 24",-0.0070288,,,,,
2024-02-21,31.16,31.34,30.79,31.19,29.09,3953212,3953212,0.03,0.09627728,31.12,"February 21, 24",0.0009627728,,,,,
2024-02-20,31.12,31.55,30.97,31.37,29.25,3347800,3347800,0.25,0.80334,31.2525,"February 20, 24",0.0080334,,,,,
2024-02-16,31.37,31.8,31.04,31.56,29.43,4401600,4401600,0.19,0.60567,31.4425,"February 16, 24",0.0060567,,,,,
2024-02-15,31.59,32.23,31.32,31.74,29.6,7717300,7717300,0.15,0.47483,31.72,"February 15, 24",0.0047483,,,,,
2024-02-14,31.14,31.33,30.84,31.31,29.2,5308058,5308058,0.17,0.54592,31.155,"February 14, 24",0.0054592,,,,,
2024-02-13,31.25,31.35,30.24,30.75,28.68,10326775,10326775,-0.5,-1.6,30.8975,"February 13, 24",-0.016,,,,,
2024-02-12,31.5,32.61,31.49,32.22,30.05,4495108,4495108,0.72,2.29,31.955,"February 12, 24",0.0229,,,,,
2024-02-09,31.24,31.69,30.89,31.5,29.37,4282548,4282548,0.26,0.83227,31.33,"February 09, 24",0.0083227,,,,,
2024-02-08,31.19,31.52,30.7,31.37,29.25,4082000,4082000,0.18,0.57711,31.195,"February 08, 24",0.0057711,,,,,
2024-02-07,31.79,31.79,30.27,31.31,29.2,7250800,7250800,-0.48,-1.51,31.29,"February 07, 24",-0.0151,,,,,
2024-02-06,31.49,31.91,31.08,31.54,29.41,9771600,9771600,0.05,0.15878,31.505,"February 06, 24",0.0015878,,,,,
2024-02-05,32.33,32.33,31.37,31.55,29.42,5447815,5447815,-0.78,-2.41,31.895,"February 05, 24",-0.0241,,,,,
2024-02-02,30.43,32.08,30.43,32.06,29.9,7396522,7396522,1.63,5.36,31.25,"February 02, 24",0.0536,,,,,
2024-02-01,32.86,32.92,30.62,31.18,29.08,14839433,14839433,-1.68,-5.11,31.895,"February 01, 24",-0.0511,,,,,
2024-01-31,33.07,33.96,32.66,32.7,30.49,10906900,10906900,-0.37,-1.12,33.0975,"January 31, 24",-0.0112,,,,,
2024-01-30,33.95,34.38,33.78,34.31,32,5494500,5494500,0.36,1.06,34.105,"January 30, 24",0.0106,2024-01-31,2024-02-14,0.42,2024-01-17,0.42
2024-01-29,33.6,34.28,33.55,34.26,31.56,6261700,6261700,0.66,1.96,33.9225,"January 29, 24",0.0196,,,,,
2024-01-26,33.61,33.92,33.41,33.59,30.94,2953203,2953203,-0.02,-0.0595061,33.6325,"January 26, 24",-0.000595061,,,,,
2024-01-25,34,34.28,33.26,33.6,30.95,5382000,5382000,-0.4,-1.18,33.785,"January 25, 24",-0.0118,,,,,
2024-01-24,33.38,33.97,33.36,33.68,31.03,4338500,4338500,0.3,0.89874,33.5975,"January 24, 24",0.0089874,,,,,
2024-01-23,33.2,33.59,32.87,33.08,30.47,6250000,6250000,-0.12,-0.36145,33.185,"January 23, 24",-0.0036145,,,,,
2024-01-22,32.78,33.26,32.54,33.17,30.56,5189600,5189600,0.39,1.19,32.9375,"January 22, 24",0.0119,,,,,
2024-01-19,31.71,32.65,31.56,32.59,30.02,5226800,5226800,0.88,2.78,32.1275,"January 19, 24",0.0278,,,,,
2024-01-18,31.88,32,30.94,31.6,29.11,5931400,5931400,-0.28,-0.87829,31.605,"January 18, 24",-0.0087829,,,,,
2024-01-17,31.59,32.13,30.92,31.73,29.23,9114912,9114912,0.14,0.44318,31.5925,"January 17, 24",0.0044318,,,,,
2024-01-16,31.1,31.44,30.7,31.2,28.74,6150939,6150939,0.1,0.32154,31.11,"January 16, 24",0.0032154,,,,,
2024-01-12,32.76,32.8,31.48,31.64,29.15,5477964,5477964,-1.12,-3.42,32.17,"January 12, 24",-0.0342,,,,,
2024-01-11,33.1,33.23,32.28,32.61,30.04,5952938,5952938,-0.49,-1.48,32.805,"January 11, 24",-0.0148,,,,,
2024-01-10,33.18,33.45,32.87,33.37,30.74,4300619,4300619,0.19,0.57263,33.2175,"January 10, 24",0.0057263,,,,,
2024-01-09,33.22,33.49,33.04,33.33,30.7,3855623,3855623,0.11,0.33113,33.27,"January 09, 24",0.0033113,,,,,
2024-01-08,33.12,33.67,32.92,33.6,30.95,4112600,4112600,0.48,1.45,33.3275,"January 08, 24",0.0145,,,,,
2024-01-05,32.25,33.52,32.09,33.37,30.74,7532400,7532400,1.12,3.47,32.8075,"January 05, 24",0.0347,,,,,
2024-01-04,32.16,32.7,31.87,32.32,29.77,4969614,4969614,0.16,0.49751,32.2625,"January 04, 24",0.0049751,,,,,
2024-01-03,33,33.02,32.11,32.14,29.61,5697500,5697500,-0.86,-2.61,32.5675,"January 03, 24",-0.0261,,,,,
2024-01-02,32.8,33.85,32.67,33.51,30.87,4231583,4231583,0.71,2.16,33.2075,"January 02, 24",0.0216,,,,,
2023-12-29,33.45,33.55,32.99,33.14,30.53,2620900,2620900,-0.31,-0.92676,33.2825,"December 29, 23",-0.0092676,,,,,
2023-12-28,33.45,33.7,33.43,33.57,30.92,2404318,2404318,0.12,0.35874,33.5375,"December 28, 23",0.0035874,,,,,
2023-12-27,33.39,33.69,33.18,33.64,30.99,2343100,2343100,0.25,0.74873,33.475,"December 27, 23",0.0074873,,,,,
2023-12-26,33.14,33.64,32.96,33.53,30.89,2855108,2855108,0.39,1.18,33.3175,"December 26, 23",0.0118,,,,,
2023-12-22,33.13,33.59,32.87,33.06,30.45,3662900,3662900,-0.07,-0.21129,33.1625,"December 22, 23",-0.0021129,,,,,
2023-12-21,32.75,33.04,32.39,32.91,30.32,4937065,4937065,0.16,0.48855,32.7725,"December 21, 23",0.0048855,,,,,
2023-12-20,33.32,33.61,32.36,32.38,29.83,4894690,4894690,-0.94,-2.82,32.9175,"December 20, 23",-0.0282,,,,,
2023-12-19,32.99,33.67,32.57,33.55,30.91,4805600,4805600,0.56,1.7,33.195,"December 19, 23",0.017,,,,,
2023-12-18,33.96,34,32.93,32.96,30.36,5814230,5814230,-1,-2.94,33.4625,"December 18, 23",-0.0294,,,,,
2023-12-15,33.33,33.94,33.19,33.56,30.92,12213300,12213300,0.23,0.69007,33.505,"December 15, 23",0.0069007,,,,,
2023-12-14,32.79,34.73,32.7,33.63,30.98,13602172,13602172,0.84,2.56,33.4625,"December 14, 23",0.0256,,,,,
2023-12-13,29.27,31.61,29.23,31.54,29.05,8223800,8223800,2.27,7.76,30.4125,"December 13, 23",0.0776,,,,,
2023-12-12,29.49,29.59,29.26,29.31,27,3587339,3587339,-0.18,-0.61038,29.4125,"December 12, 23",-0.0061038,,,,,
2023-12-11,29.4,29.79,29.16,29.59,27.26,3222813,3222813,0.19,0.64626,29.485,"December 11, 23",0.0064626,,,,,
2023-12-08,29.33,29.9,29.12,29.61,27.28,4002800,4002800,0.28,0.95465,29.49,"December 08, 23",0.0095465,,,,,
2023-12-07,28.93,29.35,28.78,29.16,26.86,3254849,3254849,0.23,0.79502,29.055,"December 07, 23",0.0079502,,,,,
2023-12-06,29.4,30.07,28.72,28.76,26.49,6707243,6707243,-0.64,-2.18,29.2375,"December 06, 23",-0.0218,,,,,
2023-12-05,28.33,29.33,28.19,29.06,26.77,9472810,9472810,0.73,2.58,28.7275,"December 05, 23",0.0258,,,,,
2023-12-04,28.02,28.76,27.97,28.65,26.39,5361662,5361662,0.63,2.25,28.35,"December 04, 23",0.0225,,,,,
2023-12-01,27.17,28.55,26.99,28.52,26.27,7566890,7566890,1.35,4.97,27.8075,"December 01, 23",0.0497,,,,,
2023-11-30,27.38,27.5,26.99,27.27,25.12,7219900,7219900,-0.11,-0.40175,27.285,"November 30, 23",-0.0040175,,,,,
2023-11-29,26.79,27.49,26.76,27.24,25.09,5287762,5287762,0.45,1.68,27.07,"November 29, 23",0.0168,,,,,
2023-11-28,26.35,26.71,26.13,26.58,24.49,4616519,4616519,0.23,0.87287,26.4425,"November 28, 23",0.0087287,,,,,
2023-11-27,26.58,26.68,26.25,26.4,24.32,4823600,4823600,-0.18,-0.6772,26.4775,"November 27, 23",-0.006772,,,,,
2023-11-24,26.68,26.97,26.46,26.87,24.75,1559046,1559046,0.19,0.71214,26.745,"November 24, 23",0.0071214,,,,,
2023-11-22,27.21,27.23,26.57,26.76,24.65,2764286,2764286,-0.45,-1.65,26.9425,"November 22, 23",-0.0165,,,,,
2023-11-21,27.21,27.45,26.64,26.88,24.76,4619400,4619400,-0.33,-1.21,27.045,"November 21, 23",-0.0121,,,,,
2023-11-20,27.57,27.65,27.07,27.58,25.41,4385427,4385427,0.01,0.03627131,27.4675,"November 20, 23",0.0003627131,,,,,
2023-11-17,27.35,27.78,27.18,27.77,25.58,4791148,4791148,0.42,1.54,27.52,"November 17, 23",0.0154,,,,,
2023-11-16,27.33,27.44,26.7,27.08,24.95,4843736,4843736,-0.25,-0.91475,27.1375,"November 16, 23",-0.0091475,,,,,
2023-11-15,26.6,27.51,26.59,27.32,25.17,5517549,5517549,0.72,2.71,27.005,"November 15, 23",0.0271,,,,,
2023-11-14,25.97,27.23,25.93,26.58,24.49,5212400,5212400,0.61,2.35,26.4275,"November 14, 23",0.0235,,,,,
2023-11-13,25,25.25,24.73,24.95,22.98,3732007,3732007,-0.05,-0.2,24.9825,"November 13, 23",-0.002,,,,,
2023-11-10,25.2,25.23,24.62,25.17,23.19,3800629,3800629,-0.03,-0.11905,25.055,"November 10, 23",-0.0011905,,,,,
2023-11-09,25.76,25.94,24.92,25.02,23.05,7525500,7525500,-0.74,-2.87,25.41,"November 09, 23",-0.0287,,,,,
2023-11-08,25.83,25.89,25.48,25.71,23.68,3879200,3879200,-0.12,-0.46458,25.7275,"November 08, 23",-0.0046458,,,,,
2023-11-07,25.63,25.99,25.37,25.81,23.78,4946849,4946849,0.18,0.7023,25.7,"November 07, 23",0.007023,,,,,
2023-11-06,26.29,26.38,25.52,25.84,23.8,4116200,4116200,-0.45,-1.71,26.0075,"November 06, 23",-0.0171,,,,,
2023-11-03,26.01,26.54,25.9,26.17,24.11,8175900,8175900,0.16,0.61515,26.155,"November 03, 23",0.0061515,,,,,
2023-11-02,23.6,25,23.5,24.9,22.94,6679928,6679928,1.3,5.51,24.25,"November 02, 23",0.0551,,,,,
2023-11-01,23.46,23.6,23.07,23.17,21.34,5418882,5418882,-0.29,-1.24,23.325,"November 01, 23",-0.0124,,,,,
2023-10-31,23.07,23.5,22.81,23.43,21.58,6150630,6150630,0.36,1.56,23.2025,"October 31, 23",0.0156,2023-11-01,2023-11-15,0.42,2023-10-17,0.42
2023-10-30,23.13,23.44,22.85,23.39,21.16,6635448,6635448,0.26,1.12,23.2025,"October 30, 23",0.0112,,,,,
2023-10-27,23.59,23.63,22.77,22.87,20.69,4891900,4891900,-0.72,-3.05,23.215,"October 27, 23",-0.0305,,,,,
2023-10-26,23.62,24.16,23.6,23.74,21.48,5115100,5115100,0.12,0.50804,23.78,"October 26, 23",0.0050804,,,,,
2023-10-25,23.12,23.62,22.99,23.47,21.23,6842441,6842441,0.35,1.51,23.3,"October 25, 23",0.0151,,,,,
2023-10-24,23.7,24.06,23.26,23.58,21.33,6029800,6029800,-0.12,-0.50633,23.65,"October 24, 23",-0.0050633,,,,,
2023-10-23,23.86,24.22,23.57,23.58,21.33,9768045,9768045,-0.28,-1.17,23.8075,"October 23, 23",-0.0117,,,,,
2023-10-20,24.75,24.8,23.56,23.76,21.49,9384607,9384607,-0.99,-4,24.2175,"October 20, 23",-0.04,,,,,
2023-10-19,25.61,26.02,24.84,24.88,22.51,8792258,8792258,-0.73,-2.85,25.3375,"October 19, 23",-0.0285,,,,,
2023-10-18,25.71,26.67,25.23,25.59,23.15,11393028,11393028,-0.12,-0.46674,25.8,"October 18, 23",-0.0046674,,,,,
2023-10-17,26.03,27.35,26.03,27.1,24.52,6290234,6290234,1.07,4.11,26.6275,"October 17, 23",0.0411,,,,,
2023-10-16,26.08,26.63,25.86,26.51,23.98,4577217,4577217,0.43,1.65,26.27,"October 16, 23",0.0165,,,,,
2023-10-13,26.66,26.8,25.53,25.71,23.26,6056225,6056225,-0.95,-3.56,26.175,"October 13, 23",-0.0356,,,,,
2023-10-12,26.8,26.8,26.1,26.36,23.85,4897834,4897834,-0.44,-1.64,26.515,"October 12, 23",-0.0164,,,,,
2023-10-11,26.85,27.24,26.51,26.75,24.2,2605700,2605700,-0.1,-0.37244,26.8375,"October 11, 23",-0.0037244,,,,,
2023-10-10,26.6,27.21,26.57,26.81,24.25,4431725,4431725,0.21,0.78947,26.7975,"October 10, 23",0.0078947,,,,,
2023-10-09,25.6,26.51,25.6,26.33,23.82,3364449,3364449,0.73,2.85,26.01,"October 09, 23",0.0285,,,,,
2023-10-06,25.58,26.26,25.26,26.18,23.68,7751800,7751800,0.6,2.35,25.82,"October 06, 23",0.0235,,,,,
2023-10-05,25.45,26.02,25.27,25.79,23.33,3834345,3834345,0.34,1.34,25.6325,"October 05, 23",0.0134,,,,,
2023-10-04,25.59,25.67,25.13,25.64,23.2,7010230,7010230,0.05,0.19539,25.5075,"October 04, 23",0.0019539,,,,,
2023-10-03,25.75,25.75,25.26,25.45,23.02,5709126,5709126,-0.3,-1.17,25.5525,"October 03, 23",-0.0117,,,,,
2023-10-02,26.68,26.75,25.74,25.91,23.44,5199543,5199543,-0.77,-2.89,26.27,"October 02, 23",-0.0289,,,,,
2023-09-29,26.6,27.32,26.58,26.8,24.24,4785300,4785300,0.2,0.75188,26.825,"September 29, 23",0.0075188,,,,,
2023-09-28,25.78,26.51,25.73,26.35,23.84,4411140,4411140,0.57,2.21,26.0925,"September 28, 23",0.0221,,,,,
2023-09-27,25.98,26.01,25.41,25.76,23.3,4812500,4812500,-0.22,-0.84681,25.79,"September 27, 23",-0.0084681,,,,,
2023-09-26,26.25,26.74,25.96,25.99,23.51,5474700,5474700,-0.26,-0.99048,26.235,"September 26, 23",-0.0099048,,,,,
2023-09-25,26.47,26.69,26.27,26.63,24.09,3548300,3548300,0.16,0.60446,26.515,"September 25, 23",0.0060446,,,,,
2023-09-22,26.99,27.14,26.56,26.56,24.03,3397840,3397840,-0.43,-1.59,26.8125,"September 22, 23",-0.0159,,,,,
2023-09-21,27.29,27.71,26.97,26.97,24.4,4577811,4577811,-0.32,-1.17,27.235,"September 21, 23",-0.0117,,,,,
2023-09-20,27.88,28.06,27.37,27.52,24.9,6351319,6351319,-0.36,-1.29,27.7075,"September 20, 23",-0.0129,,,,,
2023-09-19,27.4,27.59,26.94,27.46,24.84,5880637,5880637,0.06,0.21898,27.3475,"September 19, 23",0.0021898,,,,,
2023-09-18,27.9,27.9,27.33,27.4,24.79,3459800,3459800,-0.5,-1.79,27.6325,"September 18, 23",-0.0179,,,,,
2023-09-15,27.84,28.24,27.67,27.96,25.29,9556800,9556800,0.12,0.43103,27.9275,"September 15, 23",0.0043103,,,,,
2023-09-14,27.87,28.51,27.8,28.27,25.57,4535980,4535980,0.4,1.44,28.1125,"September 14, 23",0.0144,,,,,
2023-09-13,28.62,28.73,27.31,27.44,24.82,6067500,6067500,-1.18,-4.12,28.025,"September 13, 23",-0.0412,,,,,
2023-09-12,27.69,28.69,27.6,28.37,25.67,5444300,5444300,0.68,2.46,28.0875,"September 12, 23",0.0246,,,,,
2023-09-11,27.73,28.1,27.58,27.62,24.99,6165400,6165400,-0.11,-0.39668,27.7575,"September 11, 23",-0.0039668,,,,,
2023-09-08,26.95,27.48,26.66,27.37,24.76,3939629,3939629,0.42,1.56,27.115,"September 08, 23",0.0156,,,,,
2023-09-07,27.62,27.89,26.85,26.94,24.37,5163791,5163791,-0.68,-2.46,27.325,"September 07, 23",-0.0246,,,,,
2023-09-06,28.09,28.3,27.56,27.68,25.04,5172415,5172415,-0.41,-1.46,27.9075,"September 06, 23",-0.0146,,,,,
2023-09-05,28.43,28.97,28.3,28.38,25.67,3721538,3721538,-0.05,-0.17587,28.52,"September 05, 23",-0.0017587,,,,,
2023-09-01,28.35,28.78,28.32,28.63,25.9,3725590,3725590,0.28,0.98765,28.52,"September 01, 23",0.0098765,,,,,
2023-08-31,28.09,28.22,27.93,28.13,25.45,6485200,6485200,0.04,0.1424,28.0925,"August 31, 23",0.001424,,,,,
2023-08-30,28.21,28.43,27.98,27.99,25.32,6882628,6882628,-0.22,-0.77987,28.1525,"August 30, 23",-0.0077987,,,,,
2023-08-29,27.51,28.36,27.31,28.3,25.6,6189400,6189400,0.79,2.87,27.87,"August 29, 23",0.0287,,,,,
2023-08-28,27.15,27.63,27.05,27.37,24.76,3784955,3784955,0.22,0.81031,27.3,"August 28, 23",0.0081031,,,,,
2023-08-25,27.19,27.35,26.66,26.84,24.28,3781818,3781818,-0.35,-1.29,27.01,"August 25, 23",-0.0129,,,,,
2023-08-24,26.91,27.44,26.84,27.08,24.5,4398129,4398129,0.17,0.63174,27.0675,"August 24, 23",0.0063174,,,,,
2023-08-23,26.7,27.01,26.45,26.92,24.35,4064100,4064100,0.22,0.82397,26.77,"August 23, 23",0.0082397,,,,,
2023-08-22,27.39,27.63,26.73,26.75,24.2,4834074,4834074,-0.64,-2.34,27.125,"August 22, 23",-0.0234,,,,,
2023-08-21,27.8,27.9,27.3,27.44,24.82,4623900,4623900,-0.36,-1.29,27.61,"August 21, 23",-0.0129,,,,,
2023-08-18,27.98,28.17,27.56,27.71,25.07,6967844,6967844,-0.27,-0.96497,27.855,"August 18, 23",-0.0096497,,,,,
2023-08-17,28.27,28.48,28.12,28.28,25.58,3573228,3573228,0.01,0.03537319,28.2875,"August 17, 23",0.0003537319,,,,,
2023-08-16,28.21,28.41,27.98,28.1,25.42,4332718,4332718,-0.11,-0.38993,28.175,"August 16, 23",-0.0038993,,,,,
2023-08-15,29.04,29.07,28.21,28.29,25.59,6047831,6047831,-0.75,-2.58,28.6525,"August 15, 23",-0.0258,,,,,
2023-08-14,30.37,30.43,29.44,29.58,26.76,5035210,5035210,-0.79,-2.6,29.955,"August 14, 23",-0.026,,,,,
2023-08-11,30.55,30.87,30.46,30.71,27.78,3340174,3340174,0.16,0.52373,30.6475,"August 11, 23",0.0052373,,,,,
2023-08-10,30.85,31.14,30.51,30.73,27.8,4910507,4910507,-0.12,-0.38898,30.8075,"August 10, 23",-0.0038898,,,,,
2023-08-09,30.82,31.2,30.46,30.6,27.68,4899300,4899300,-0.22,-0.71382,30.77,"August 09, 23",-0.0071382,,,,,
2023-08-08,30.42,31.03,29.67,31,28.04,6937600,6937600,0.58,1.91,30.53,"August 08, 23",0.0191,,,,,
2023-08-07,31.47,31.97,31.32,31.51,28.51,3818612,3818612,0.04,0.12711,31.5675,"August 07, 23",0.0012711,,,,,
2023-08-04,31.33,31.88,31.24,31.25,28.27,7734600,7734600,-0.08,-0.25535,31.425,"August 04, 23",-0.0025535,,,,,
2023-08-03,30.96,31.5,30.68,31.48,28.48,4580809,4580809,0.52,1.68,31.155,"August 03, 23",0.0168,,,,,
2023-08-02,30.7,31.2,30.4,31.05,28.09,4592500,4592500,0.35,1.14,30.8375,"August 02, 23",0.0114,,,,,
2023-08-01,31.66,31.75,30.91,31.1,28.13,5990475,5990475,-0.56,-1.77,31.355,"August 01, 23",-0.0177,2023-08-02,2023-08-16,0.42,2023-07-19,0.42
