holder,shares,dateReported,change
Universal- Beteiligungs- und Servicegesellschaft mbH,153687,2025-09-30,-2734
DAVIDSON KEMPNER CAPITAL MANAGEMENT LP,151750,2025-09-30,151750
"SCGE MANAGEMENT, L.P.",151000,2025-09-30,151000
"683 Capital Management, LLC",150000,2025-09-30,-5000
BIT Capital GmbH,147360,2025-09-30,-43564
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",144144,2025-09-30,67981
"Connor, Clark & Lunn Investment Management Ltd.",139738,2025-09-30,-49813
Man Group plc,138949,2025-09-30,-221304
"NATIXIS ADVISORS, L.P.",136431,2025-09-30,7216
NORDEA INVESTMENT MANAGEMENT AB,136115,2025-09-30,86398
TD ASSET MANAGEMENT INC,133811,2025-09-30,6643
GREAT WEST LIFE ASSURANCE CO /CAN/,133411,2025-09-30,11055
AMERIPRISE FINANCIAL INC,124209,2025-09-30,19169
STEADFAST CAPITAL MANAGEMENT LP,121691,2025-09-30,-119146
ENVESTNET ASSET MANAGEMENT INC,121468,2025-09-30,23697
3G Capital Partners LP,120000,2025-09-30,30000
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,119961,2025-09-30,-2694
BRIGHTLIGHT CAPITAL MANAGEMENT LP,113200,2025-09-30,-44800
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",112735,2025-09-30,9636
"Anabranch Capital Management, LP",110441,2025-09-30,1186
BARCLAYS PLC,108496,2025-09-30,-7363
Contour Asset Management LLC,108201,2025-09-30,-159385
"VOLORIDGE INVESTMENT MANAGEMENT, LLC",107566,2025-09-30,-537582
RDST Capital LLC,107205,2025-09-30,-29680
VOYA INVESTMENT MANAGEMENT LLC,105610,2025-09-30,-40135
BESSEMER GROUP INC,102143,2025-09-30,102052
"Russell Investments Group, Ltd.",99036,2025-09-30,-24909
Jain Global LLC,97915,2025-09-30,87673
NEW YORK STATE COMMON RETIREMENT FUND,97176,2025-09-30,3804
AVIVA PLC,96738,2025-09-30,6041
MIRABELLA FINANCIAL SERVICES LLP,95060,2025-09-30,60
Quadrature Capital Ltd,92515,2025-09-30,76419
Amanah Holdings Trust,91462,2025-09-30,0
Schonfeld Strategic Advisors LLC,90202,2025-09-30,-44465
Ardmore Road Asset Management LP,90000,2025-09-30,90000
Handelsbanken Fonder AB,89216,2025-09-30,2140
"Nishkama Capital, LLC",88260,2025-09-30,33660
ALLIANCEBERNSTEIN L.P.,86536,2025-09-30,-21711
LPL Financial LLC,81903,2025-09-30,10795
"SG Americas Securities, LLC",79125,2025-09-30,29943
Swedbank AB,76684,2025-09-30,-7004
Korea Investment CORP,76093,2025-09-30,-21740
Gavilan Investment Partners LLC,69000,2025-09-30,69000
HSBC HOLDINGS PLC,65297,2025-09-30,-12241
STATE OF WISCONSIN INVESTMENT BOARD,63871,2025-09-30,-4458
WT Asset Management Ltd,61100,2025-09-30,61100
"Alta Park Capital, LP",60304,2025-09-30,4340
Assenagon Asset Management S.A.,59578,2025-09-30,-77378
Treasurer of the State of North Carolina,59345,2025-09-30,-641
LMR Partners LLP,59011,2025-09-30,34141
ROYAL LONDON ASSET MANAGEMENT LTD,58098,2025-09-30,-3720
CAPITAL FUND MANAGEMENT S.A.,56281,2025-09-30,-170821
Allianz Asset Management GmbH,54096,2025-09-30,-29551
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,54056,2025-09-30,5029
Aquatic Capital Management LLC,52128,2025-09-30,-41849
"Gotham Asset Management, LLC",51345,2025-09-30,-2912
DANSKE BANK A/S,50052,2025-09-30,500
Bornite Capital Management LP,50000,2025-09-30,50000
Pictet Asset Management Holding SA,49841,2025-09-30,-2806
Mitsubishi UFJ Trust & Banking Corp,49802,2025-09-30,-5030
Hudson Bay Capital Management LP,49688,2025-09-30,33210
"Ensign Peak Advisors, Inc",47908,2025-09-30,-3110
Symmetry Investments LP,46257,2025-09-30,31820
Mn Services Vermogensbeheer B.V.,45700,2025-09-30,500
"Asset Management One Co., Ltd.",45184,2025-09-30,-391
KLP KAPITALFORVALTNING AS,44200,2025-09-30,100
UniSuper Management Pty Ltd,44000,2025-09-30,42000
AQR CAPITAL MANAGEMENT LLC,43927,2025-09-30,1107
"Engle Capital Management, L.P.",43456,2025-09-30,9656
State of New Jersey Common Pension Fund D,42665,2025-09-30,1728
VICTORY CAPITAL MANAGEMENT INC,41104,2025-09-30,14
Engineers Gate Manager LP,40319,2025-09-30,5834
BLAIR WILLIAM & CO/IL,38534,2025-09-30,2366
NATIXIS,38473,2025-09-30,38473
STRS OHIO,37756,2025-09-30,17878
"Resona Asset Management Co.,Ltd.",37071,2025-09-30,-589
NOMURA ASSET MANAGEMENT CO LTD,36964,2025-09-30,0
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main",36910,2025-09-30,36798
M&G Plc,36157,2025-09-30,1162
Arizona State Retirement System,36055,2025-09-30,717
"Interval Partners, LP",35887,2025-09-30,35887
BANK OF MONTREAL /CAN/,35506,2025-09-30,-100918
Y-Intercept (Hong Kong) Ltd,35495,2025-09-30,15919
"ADVISOR GROUP HOLDINGS, INC.",35007,2025-09-30,8998
Quantinno Capital Management LP,34714,2025-09-30,6846
PRUDENTIAL FINANCIAL INC,32848,2025-09-30,-30522
Metavasi Capital LP,32510,2025-09-30,18
Trexquant Investment LP,32436,2025-09-30,-70601
Cetera Investment Advisers,32201,2025-09-30,6431
"PDT Partners, LLC",30777,2025-09-30,0
Zurcher Kantonalbank (Zurich Cantonalbank),30387,2025-09-30,-2445
B. Metzler seel. Sohn & Co. AG,30218,2025-09-30,-6184
"Shellback Capital, LP",30000,2025-09-30,30000
Brevan Howard Capital Management LP,28939,2025-09-30,11809
BALYASNY ASSET MANAGEMENT L.P.,27839,2025-09-30,-75676
Meridiem Capital Partners LP,27602,2025-09-30,-370
Lansforsakringar Fondforvaltning AB (publ),27382,2025-09-30,1953
Illinois Municipal Retirement Fund,27118,2025-09-30,-1763
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,27100,2025-09-30,100
"XPONANCE, INC.",26417,2025-09-30,1502
FORSTA AP-FONDEN,26300,2025-09-30,1500
abrdn plc,26246,2025-09-30,20436
MACQUARIE GROUP LTD,26141,2025-09-30,10391
BERKSHIRE CAPITAL HOLDINGS INC,25230,2025-09-30,25220
USS Investment Management Ltd,25227,2025-09-30,-36
NOMURA HOLDINGS INC,24970,2025-09-30,16727
Skandinaviska Enskilda Banken AB (publ),24959,2025-09-30,-5015
PCJ Investment Counsel Ltd.,24300,2025-09-30,7700
IFM Investors Pty Ltd,23715,2025-09-30,587
Wealthfront Advisers LLC,23472,2025-09-30,2321
DnB Asset Management AS,23157,2025-09-30,723
Achmea Investment Management B.V.,22886,2025-09-30,-47522
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,22542,2025-09-30,-1091
"Private Advisor Group, LLC",22422,2025-09-30,1278
Verition Fund Management LLC,22056,2025-09-30,-16524
Utah Retirement Systems,21822,2025-09-30,2934
SCHRODER INVESTMENT MANAGEMENT GROUP,21691,2025-09-30,16347
Octahedron Capital Management L.P.,21600,2025-09-30,10200
CITADEL ADVISORS LLC,21529,2025-09-30,496
Police & Firemen's Retirement System of New Jersey,21307,2025-09-30,1802
Varma Mutual Pension Insurance Co,21060,2025-09-30,1700
TORONTO DOMINION BANK,20006,2025-09-30,-2176
Creative Planning,19953,2025-09-30,1461
WORLDQUANT MILLENNIUM ADVISORS LLC,19522,2025-09-30,-74514
VAN ECK ASSOCIATES CORP,18674,2025-09-30,-415
Silvant Capital Management LLC,18589,2025-09-30,6312
"Flight Deck Capital, LP",18300,2025-09-30,0
"MML INVESTORS SERVICES, LLC",18210,2025-09-30,2390
VIRGINIA RETIREMENT SYSTEMS ET AL,18200,2025-09-30,-300
"Kovitz Investment Group Partners, LLC",17996,2025-09-30,-816
TEACHER RETIREMENT SYSTEM OF TEXAS,17820,2025-09-30,-540
BI Asset Management Fondsmaeglerselskab A/S,17617,2025-09-30,-7126
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,17464,2025-09-30,-1559
ZACKS INVESTMENT MANAGEMENT,16796,2025-09-30,120
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,16728,2025-09-30,-1928
PICTON MAHONEY ASSET MANAGEMENT,16491,2025-09-30,14071
M&T BANK CORP,16262,2025-09-30,2367
"NewEdge Advisors, LLC",15924,2025-09-30,6031
"Vanguard Personalized Indexing Management, LLC",15622,2025-09-30,592
NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,15515,2025-09-30,333
BloombergSen Inc.,15208,2025-09-30,1117
STIFEL FINANCIAL CORP,15090,2025-09-30,6030
NAVELLIER & ASSOCIATES INC,15036,2025-09-30,1285
MORGENS WATERFALL VINTIADIS & CO INC,15000,2025-09-30,0
ACADIAN ASSET MANAGEMENT LLC,14900,2025-09-30,-1954
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",14648,2025-09-30,2289
"Bridgewater Associates, LP",14229,2025-09-30,14229
"Clearbridge Investments, LLC",14121,2025-09-30,470
Alberta Investment Management Corp,14100,2025-09-30,14100
Newlands Management Operations LLC,13985,2025-09-30,0
Geometric Wealth Advisors,13931,2025-09-30,-2548
"LEE JOHNSON CAPITAL MANAGEMENT, LLC",13729,2025-09-30,13729
"NISA INVESTMENT ADVISORS, LLC",13249,2025-09-30,-4005
LAZARD ASSET MANAGEMENT LLC,13180,2025-09-30,-11097
Nemes Rush Group LLC,13044,2025-09-30,493
"DEEPWATER ASSET MANAGEMENT, LLC",12885,2025-09-30,12885
SORA INVESTORS LLC,12776,2025-09-30,12776
Daiwa Securities Group Inc.,12740,2025-09-30,-3290
Penserra Capital Management LLC,12687,2025-09-30,-657
Robeco Institutional Asset Management B.V.,12650,2025-09-30,-210
Genus Capital Management Inc.,12526,2025-09-30,-7052
Avanza Fonder AB,12341,2025-09-30,176
Wealth High Governance Capital Ltda,12000,2025-09-30,5800
"Sumitomo Mitsui DS Asset Management Company, Ltd",11797,2025-09-30,-38
"Edgestream Partners, L.P.",11761,2025-09-30,-609
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,11649,2025-09-30,-261
"Pathstone Holdings, LLC",11494,2025-09-30,6052
Independent Advisor Alliance,11482,2025-09-30,549
Candelo Capital Management LP,11375,2025-09-30,-1675
ProShare Advisors LLC,11193,2025-09-30,-2379
Capula Management Ltd,11091,2025-09-30,8750
Mediolanum International Funds Ltd,11050,2025-09-30,5684
Andra AP-fonden,11000,2025-09-30,-11800
"Bellwether Advisors, LLC",10922,2025-09-30,-11970
AMALGAMATED BANK,10644,2025-09-30,984
"GREAT VALLEY ADVISOR GROUP, INC.",10570,2025-09-30,1
POLEN CAPITAL MANAGEMENT LLC,10456,2025-09-30,-1239
MACKENZIE FINANCIAL CORP,10388,2025-09-30,343
Ethic Inc.,10305,2025-09-30,1281
ASR Vermogensbeheer N.V.,10201,2025-09-30,-345
"QRG CAPITAL MANAGEMENT, INC.",10122,2025-09-30,-24
GLOBEFLEX CAPITAL L P,10065,2025-09-30,0
"Concurrent Investment Advisors, LLC",10024,2025-09-30,-3184
JANUS HENDERSON GROUP PLC,9763,2025-09-30,-13791
Taylor Frigon Capital Management LLC,9726,2025-09-30,-326
"Mariner, LLC",9548,2025-09-30,73
"CAPSTONE INVESTMENT ADVISORS, LLC",9542,2025-09-30,9542
Atom Investors LP,9539,2025-09-30,9539
Candriam S.C.A.,9523,2025-09-30,982
Motley Fool Asset Management LLC,9522,2025-09-30,7341
BNP Paribas Asset Management Holding S.A.,9135,2025-09-30,473
Vinva Investment Management Ltd,8957,2025-09-30,1181
OMERS ADMINISTRATION Corp,8855,2025-09-30,-400
"Rakuten Investment Management, Inc.",8767,2025-09-30,8767
"BLUE SQUARE ASSET MANAGEMENT, LLC",8674,2025-09-30,-12557
TRUIST FINANCIAL CORP,8515,2025-09-30,1908
"MetLife Investment Management, LLC",8451,2025-09-30,466
Kentucky Retirement Systems,8287,2025-09-30,8287
"CI Private Wealth, LLC",8099,2025-09-30,1605
"Harvest Investment Services, LLC",8036,2025-09-30,-102
BW Gestao de Investimentos Ltda.,8000,2025-09-30,4200
"Entropy Technologies, LP",7899,2025-09-30,2710
"Chicago Capital, LLC",7898,2025-09-30,-878
"Mirae Asset Global Investments Co., Ltd.",7853,2025-09-30,-1288
"Carnegie Capital Asset Management, LLC",7812,2025-09-30,0
Calamos Advisors LLC,7805,2025-09-30,0
SCOPIA CAPITAL MANAGEMENT LP,7772,2025-09-30,0
"Livforsakringsbolaget Skandia, Omsesidigt",7645,2025-09-30,4659
DARK FOREST CAPITAL MANAGEMENT LP,7521,2025-09-30,-3220
Aware Super Pty Ltd as trustee of Aware Super,7433,2025-09-30,0
Buckingham Strategic Partners,7323,2025-09-30,2862
PRAKASH INVESTMENT ADVISORS LLC,7320,2025-09-30,1870
INTECH INVESTMENT MANAGEMENT LLC,7230,2025-09-30,5429
"ARMISTICE CAPITAL, LLC",7110,2025-09-30,7110
US BANCORP \DE\,6809,2025-09-30,390
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",6705,2025-09-30,2172
"Blueshift Asset Management, LLC",6624,2025-09-30,4115
"LANDSCAPE CAPITAL MANAGEMENT, L.L.C.",6589,2025-09-30,-112
Maryland State Retirement & Pension System,6582,2025-09-30,341
KP Management LLC,6500,2025-09-30,-1000
"Rafferty Asset Management, LLC",6374,2025-09-30,185
CAXTON ASSOCIATES LLP,6347,2025-09-30,-16237
"Farther Finance Advisors, LLC",6164,2025-09-30,1353
Gulf International Bank (UK) Ltd,6101,2025-09-30,207
PARK AVENUE SECURITIES LLC,6070,2025-09-30,3708
"Pinnacle Wealth Management, LLC",5993,2025-09-30,-378
KEYBANK NATIONAL ASSOCIATION/OH,5871,2025-09-30,-33
"Brinker Capital Investments, LLC",5859,2025-09-30,1479
"KESTRA PRIVATE WEALTH SERVICES, LLC",5834,2025-09-30,-987
"Atria Investments, Inc",5788,2025-09-30,3580
Investment Management Corp of Ontario,5707,2025-09-30,2707
"Summit Trail Advisors, LLC",5669,2025-09-30,2144
"Vident Advisory, LLC",5623,2025-09-30,834
Wakefield Asset Management LLLP,5621,2025-09-30,-695
"Graham Capital Management, L.P.",5609,2025-09-30,-2270
"Williamson Legacy Group, LLC",5598,2025-09-30,2865
NEXT CENTURY GROWTH INVESTORS LLC,5591,2025-09-30,34
BROWN ADVISORY INC,5533,2025-09-30,5533
"Cambridge Investment Research Advisors, Inc.",5440,2025-09-30,-1755
BANK OF NOVA SCOTIA,5431,2025-09-30,1312
"Main Management ETF Advisors, LLC",5425,2025-09-30,5425
Cerity Partners LLC,5366,2025-09-30,-115
PROFUND ADVISORS LLC,5348,2025-09-30,460
CIBC Asset Management Inc,5313,2025-09-30,270
"Tabor Asset Management, LP",5295,2025-09-30,234
"Toroso Investments, LLC",5285,2025-09-30,-2742
PRINCIPAL FINANCIAL GROUP INC,5283,2025-09-30,-30221
"Qsemble Capital Management, LP",5255,2025-09-30,2280
E. Ohman J:or Asset Management AB,5150,2025-09-30,0
Polar Asset Management Partners Inc.,5100,2025-09-30,5100
Numerai GP LLC,5060,2025-09-30,-3149
K.J. Harrison & Partners Inc,5000,2025-09-30,0
Woodline Partners LP,4998,2025-09-30,4998
Banque Cantonale Vaudoise,4950,2025-09-30,2884
WESTPAC BANKING CORP,4941,2025-09-30,59
AG2R LA MONDIALE GESTION D'ACTIFS,4876,2025-09-30,0
"Dai-Ichi Life Insurance Company, Ltd",4873,2025-09-30,0
COMMERCE BANK,4741,2025-09-30,208
"AFFINITY INVESTMENT ADVISORS, LLC",4713,2025-09-30,350
Vestcor Inc,4648,2025-09-30,2155
HITE Hedge Asset Management LLC,4641,2025-09-30,-1114
"Kingsview Wealth Management, LLC",4615,2025-09-30,4
Jackson Creek Investment Advisors LLC,4578,2025-09-30,-7
Federation des caisses Desjardins du Quebec,4546,2025-09-30,904
"HighTower Advisors, LLC",4545,2025-09-30,119
"Legacy Capital Group California, Inc.",4494,2025-09-30,-55
TOKIO MARINE ASSET MANAGEMENT CO LTD,4474,2025-09-30,4474
EVERENCE CAPITAL MANAGEMENT INC,4400,2025-09-30,0
Catalyst Funds Management Pty Ltd,4400,2025-09-30,0
Point72 (DIFC) Ltd,4386,2025-09-30,4386
MERCER GLOBAL ADVISORS INC /ADV,4373,2025-09-30,519
ALLSTATE CORP,4288,2025-09-30,4288
"Huntleigh Advisors, Inc.",4264,2025-09-30,36
"Empowered Funds, LLC",4260,2025-09-30,1501
"WILEY BROS.-AINTREE CAPITAL, LLC",4226,2025-09-30,467
"Vise Technologies, Inc.",4210,2025-09-30,148
"Smith Group Asset Management, LLC",4175,2025-09-30,-260
JONES FINANCIAL COMPANIES LLLP,4098,2025-09-30,953
Arrowpoint Investment Partners (Singapore) Pte. Ltd.,4049,2025-09-30,4049
CREDIT AGRICOLE S A,4031,2025-09-30,4031
J.Safra Asset Management Corp,3987,2025-09-30,1260
"ASSETMARK, INC",3986,2025-09-30,3545
Sheets Smith Investment Management,3915,2025-09-30,-10
Tower Research Capital LLC (TRC),3876,2025-09-30,2896
"PRELUDE CAPITAL MANAGEMENT, LLC",3860,2025-09-30,1672
Clear Street Group Inc.,3810,2025-09-30,3810
"Yarbrough Capital, LLC",3790,2025-09-30,1028
Plato Investment Management Ltd,3747,2025-09-30,107
"Kondo Wealth Advisors, Inc.",3740,2025-09-30,-90
WOLVERINE ASSET MANAGEMENT LLC,3600,2025-09-30,-2500
Polianta Ltd,3600,2025-09-30,-800
"O'Neil Global Advisors, Inc.",3543,2025-09-30,3543
Absoluto Partners Gestao de Recursos Ltda,3491,2025-09-30,2524
Kentucky Retirement Systems Insurance Trust Fund,3473,2025-09-30,3473
"COMMONWEALTH EQUITY SERVICES, LLC",3449,2025-09-30,-1528
Private Advisory Group LLC,3379,2025-09-30,1164
AXA Investment Managers S.A.,3373,2025-09-30,3373
"BOOTHBAY FUND MANAGEMENT, LLC",3372,2025-09-30,2248
"HIGHLAND CAPITAL MANAGEMENT, LLC",3349,2025-09-30,3349
THRIVENT FINANCIAL FOR LUTHERANS,3252,2025-09-30,-1138
"GREAT LAKES ADVISORS, LLC",3195,2025-09-30,-99
CIBC WORLD MARKET INC.,3172,2025-09-30,-289
Diversified Trust Co,3168,2025-09-30,36
"HB Wealth Management, LLC",3159,2025-09-30,128
Marex Group plc,3032,2025-09-30,-11285
"Savant Capital, LLC",2988,2025-09-30,82
La Banque Postale Asset Management SA,2973,2025-09-30,-50
Jefferies Financial Group Inc.,2961,2025-09-30,-5084
"Cresset Asset Management, LLC",2944,2025-09-30,934
COMERICA BANK,2907,2025-09-30,863
iA Global Asset Management Inc.,2906,2025-09-30,2906
"Virtue Capital Management, LLC",2905,2025-09-30,195
"PNC FINANCIAL SERVICES GROUP, INC.",2854,2025-09-30,-191
Generali Asset Management SPA SGR,2774,2025-09-30,-325
"Diversified Portfolios, Inc.",2720,2025-09-30,-1000
Encompass More Asset Management,2692,2025-09-30,2692
"Pinkerton Retirement Specialists, LLC",2648,2025-09-30,-27
Regal Partners Ltd,2600,2025-09-30,2600
"Sequoia Financial Advisors, LLC",2570,2025-09-30,-363
"Callan Family Office, LLC",2567,2025-09-30,401
Friedenthal Financial,2566,2025-09-30,2531
"Metis Global Partners, LLC",2559,2025-09-30,-162
PANAGORA ASSET MANAGEMENT INC,2558,2025-09-30,2558
Perbak Capital Partners LLP,2534,2025-09-30,1182
KELLEHER FINANCIAL ADVISORS,2500,2025-09-30,0
JAT Capital Mgmt LP,2500,2025-09-30,2500
"KINGDON CAPITAL MANAGEMENT, L.L.C.",2500,2025-09-30,2500
CAPTRUST FINANCIAL ADVISORS,2484,2025-09-30,175
"Financiere des Professionnels - Fonds d,investissement inc.",2469,2025-09-30,0
Vontobel Holding Ltd.,2452,2025-09-30,-2936
"Global Endowment Management, LP",2389,2025-09-30,-347
"Atomi Financial Group, Inc.",2370,2025-09-30,60
"UNITED CAPITAL FINANCIAL ADVISERS, LLC",2358,2025-09-30,86
Oak Thistle LLC,2308,2025-09-30,-759
PRUDENTIAL PLC,2229,2025-09-30,-2435
"CHOREO, LLC",2214,2025-09-30,996
"CWM, LLC",2187,2025-09-30,-16
"FOX RUN MANAGEMENT, L.L.C.",2180,2025-09-30,2180
"Jump Financial, LLC",2172,2025-09-30,-118285
Baader Bank Aktiengesellschaft,2147,2025-09-30,724
CAISSE DES DEPOTS ET CONSIGNATIONS,2110,2025-09-30,2110
"Advisory Services Network, LLC",2080,2025-09-30,312
Rockefeller Capital Management L.P.,2054,2025-09-30,2054
"BOKF, NA",2049,2025-09-30,436
"SIGNATUREFD, LLC",2022,2025-09-30,27
GLOBALT Investments LLC / GA,2004,2025-09-30,132
"Annex Advisory Services, LLC",2000,2025-09-30,0
Allegheny Financial Group LTD,1956,2025-09-30,-32
"TFC Financial Management, Inc.",1904,2025-09-30,0
"Hunting Hill Global Capital, LLC",1900,2025-09-30,-500
Net Worth Advisory Group,1880,2025-09-30,-167
Janney Montgomery Scott LLC,1875,2025-09-30,78
Cliffwater LLC,1865,2025-09-30,0
GILDER GAGNON HOWE & CO LLC,1863,2025-09-30,17
HOLLENCREST CAPITAL MANAGEMENT,1838,2025-09-30,1838
"Harvest Fund Management Co., Ltd",1832,2025-09-30,1374
Mount Lucas Management LP,1815,2025-09-30,-142
