symbol,1D,5D,1M,3M,6M,ytd,1Y,3Y,5Y,10Y,max
TSLA,-2.5905,-3.95308,-3.72088,1.91704,49.03382,0,6.57341,297.01831,78.77489,2840.06711,27451.57233
