date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,NVR,USD,0000906163,2025-02-12,2025-02-12 15:26:37,2024,FY,1681928000,18375000,5793000,73925000,-308436000,62664000,-108557000,-83215000,-179328000,-97123000,1374462000,-29212000,0,0,0,2659000,-26553000,-2634000,161625000,-2057677000,0,0,-1898686000,0,-550777000,2664667000,3215444000,1374462000,-29212000,1345250000,https://www.sec.gov/Archives/edgar/data/906163/000090616325000011/0000906163-25-000011-index.htm,https://www.sec.gov/Archives/edgar/data/906163/000090616325000011/nvr-20241231.htm
2023-12-31,NVR,USD,0000906163,2024-02-14,2024-02-14 16:34:39,2023,FY,1591611000,16916000,-3743000,99507000,-229349000,-59653000,-161875000,49105000,-56926000,23051000,1497993000,-24877000,0,0,0,777000,-24100000,-1661000,250509000,-1081815000,0,0,-832967000,0,640926000,3215444000,2574518000,1497993000,-24877000,1473116000,https://www.sec.gov/Archives/edgar/data/906163/000090616324000033/0000906163-24-000033-index.htm,https://www.sec.gov/Archives/edgar/data/906163/000090616324000033/nvr-20231231.htm
2022-12-31,NVR,USD,0000906163,2023-02-15,2023-02-15 15:38:46,2022,FY,1725575000,17396000,-11101000,82537000,-12136000,-27384000,159091000,-13777000,-130066000,67830000,1870101000,-18428000,-9735000,-9735000,9735000,732000,-27431000,-601495000,196717000,-1500358000,0,0,-1905136000,0,-62466000,2574518000,2636984000,1870101000,-18428000,1851673000,https://www.sec.gov/Archives/edgar/data/906163/000090616323000023/0000906163-23-000023-index.htm,https://www.sec.gov/Archives/edgar/data/906163/000090616323000023/nvr-20221231.htm
2021-12-31,NVR,USD,0000906163,2022-02-16,2022-02-16 16:39:25,2021,FY,1236719000,19463000,-234000,58234000,-166951000,19954000,-238284000,-19954000,71333000,95162000,1242393000,-17875000,-1282000,-1282000,1282000,978000,-18179000,-1363000,142370000,-1538019000,0,0,-1397012000,0,-172798000,2636984000,2809782000,1242393000,-17875000,1224518000,https://www.sec.gov/Archives/edgar/data/906163/000090616322000008/0000906163-22-000008-index.htm,https://www.sec.gov/Archives/edgar/data/906163/000090616322000008/nvr-20211231.htm
2020-12-31,NVR,USD,0000906163,2021-02-12,2021-02-12 14:29:48,2020,FY,901248000,21992000,-17565000,50794000,-86001000,-168667000,-362384000,168667000,276383000,54801000,925269000,-16119000,-435000,-435000,435000,12621000,-3933000,922916000,180866000,-371078000,0,-5062000,727642000,0,1648978000,2809782000,1160804000,925269000,-16119000,909150000,https://www.sec.gov/Archives/edgar/data/906163/000090616321000017/0000906163-21-000017-index.htm,https://www.sec.gov/Archives/edgar/data/906163/000090616321000017/nvr-20201231.htm
2019-12-31,NVR,USD,0000906163,2020-02-19,2020-02-19 15:42:43,2019,FY,878539000,20818000,-4070000,78532000,-80852000,-33926000,-94178000,33926000,13326000,-26432000,866535000,-22699000,-702000,-702000,702000,10117000,-13284000,-306000,274028000,-698417000,0,0,-424695000,0,428556000,1160804000,732248000,866535000,-22699000,843836000,https://www.sec.gov/Archives/edgar/data/906163/000090616320000026/0000906163-20-000026-index.htm,https://www.sec.gov/Archives/edgar/data/906163/000090616320000026/a201910-k.htm
2018-12-31,NVR,USD,0000906163,2019-02-13,2019-02-13 16:40:11,2018,FY,797197000,20168000,914000,75701000,-81282000,-31871000,-6911000,-30713000,-11787000,-89572000,723126000,-19665000,1257000,0,0,10231000,-8177000,0,174110000,-846134000,0,-234000,-672258000,0,42691000,732248000,689557000,723126000,-19665000,703461000,https://www.sec.gov/Archives/edgar/data/906163/000090616319000029/0000906163-19-000029-index.htm,https://www.sec.gov/Archives/edgar/data/906163/000090616319000029/nvr201810-k.htm
2017-12-31,NVR,USD,0000906163,2018-02-14,2018-02-14 17:37:19,2017,FY,537521000,22667000,61290000,44562000,-107838000,7675000,-154099000,10789000,27797000,10702000,568904000,-20269000,847000,-3800000,0,7203000,-16019000,0,140525000,-422166000,0,0,-281641000,0,271244000,667863000,396619000,568904000,-20269000,548635000,https://www.sec.gov/Archives/edgar/data/906163/000090616318000007/0000906163-18-000007-index.htm,https://www.sec.gov/Archives/edgar/data/906163/000090616318000007/a201710-k.htm
2016-12-31,NVR,USD,0000906163,2017-02-15,2017-02-15 15:26:26,2016,FY,425262000,22269000,-10024000,43598000,-56754000,-41363000,-85194000,58532000,11271000,-39886000,384465000,-22369000,1000000,-653000,0,12594000,-9428000,0,38106000,-455351000,0,13511000,-403734000,0,-28697000,396619000,425316000,384465000,-22369000,362096000,https://www.sec.gov/Archives/edgar/data/906163/000156459017001623/0001564590-17-001623-index.htm,https://www.sec.gov/Archives/edgar/data/906163/000156459017001623/nvr-10k_20161231.htm
2015-12-31,NVR,USD,0000906163,2016-02-17,2016-02-17 16:03:38,2015,FY,382927000,21534000,1902000,54091000,-114277000,-39088000,-134803000,55404000,4210000,-142786000,203391000,-18277000,-1917000,0,0,19172000,-1022000,-64000,85948000,-431367000,0,23011000,-322472000,0,-120103000,425316000,545419000,203391000,-18277000,185114000,https://www.sec.gov/Archives/edgar/data/906163/000156459016012809/0001564590-16-012809-index.htm,https://www.sec.gov/Archives/edgar/data/906163/000156459016012809/nvr-10k_20151231.htm
2014-12-31,NVR,USD,0000906163,2015-02-19,2015-02-19 15:22:09,2014,FY,281630000,17614000,-4176000,63227000,-180035000,-58099000,-127729000,60000,5733000,6289000,184549000,-31672000,0,0,0,12590000,-19082000,-3416000,76153000,-567544000,0,8506000,-486301000,0,-320834000,545419000,866253000,184549000,-31672000,152877000,https://www.sec.gov/Archives/edgar/data/906163/000156459015000764/0001564590-15-000764-index.htm,https://www.sec.gov/Archives/edgar/data/906163/000156459015000764/nvr-10k_20141231.htm
2013-12-31,NVR,USD,0000906163,2014-02-20,2014-02-20 15:46:01,2013,FY,266477000,13391000,-16848000,34296000,21301000,-260000,-52861000,114456000,-40034000,-48395000,270222000,-19016000,-22850000,0,0,7389000,-34477000,-1851000,13957000,-554491000,0,19386000,-522999000,0,-287254000,866253000,1153507000,270222000,-19016000,251206000,https://www.sec.gov/Archives/edgar/data/906163/000119312514060606/0001193125-14-060606-index.htm,https://www.sec.gov/Archives/edgar/data/906163/000119312514060606/d638517d10k.htm
2012-12-31,NVR,USD,0000906163,2013-02-19,2013-02-19 15:22:17,2012,FY,180588000,8100000,11843000,64841000,-43818000,-2522000,-97750000,110396000,-53942000,42830000,264384000,-12365000,-15257000,0,0,5011000,-22611000,575787000,73211000,-227281000,0,14319000,430940000,0,672713000,1153507000,480794000,264384000,-12365000,252019000,https://www.sec.gov/Archives/edgar/data/906163/000119312513065025/0001193125-13-065025-index.htm,https://www.sec.gov/Archives/edgar/data/906163/000119312513065025/d446058d10k.htm
