date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,CDW,USD,0001402057,2025-02-21,2025-02-21 16:20:10,2024,FY,1077800000,275300000,-14100000,64700000,-162700000,-559400000,61100000,443800000,-108200000,36300000,1277300000,-122600000,-323900000,-211100000,0,-1600000,-659200000,235400000,0,-500000000,-332100000,-90200000,-686900000,-12200000,-81000000,507700000,588700000,1277300000,-122600000,1154700000,https://www.sec.gov/Archives/edgar/data/1402057/000140205725000018/0001402057-25-000018-index.htm,https://www.sec.gov/Archives/edgar/data/1402057/000140205725000018/cdw-20241231.htm
2023-12-31,CDW,USD,0001402057,2024-02-26,2024-02-26 16:05:30,2023,FY,1104300000,270700000,-32700000,93700000,118800000,-54500000,139000000,-55400000,89700000,43900000,1598700000,-148200000,-76400000,0,0,-5000000,-229600000,-224400000,0,-500000000,-321500000,-52800000,-1098700000,3100000,273500000,588700000,315200000,1598700000,-148200000,1450500000,https://www.sec.gov/Archives/edgar/data/1402057/000140205724000015/0001402057-24-000015-index.htm,https://www.sec.gov/Archives/edgar/data/1402057/000140205724000015/cdw-20231231.htm
2022-12-31,CDW,USD,0001402057,2023-02-24,2023-02-24 16:30:45,2022,FY,1114500000,290600000,-18200000,91100000,-166600000,-34800000,111900000,-260000000,16300000,24500000,1335900000,-127800000,-36700000,0,0,0,-164500000,-865300000,0,0,-282600000,45800000,-1102100000,-12200000,57100000,315200000,258100000,1335900000,-127800000,1208100000,https://www.sec.gov/Archives/edgar/data/1402057/000140205723000052/0001402057-23-000052-index.htm,https://www.sec.gov/Archives/edgar/data/1402057/000140205723000052/cdw-20221231.htm
2021-12-31,CDW,USD,0001402057,2022-02-28,2022-02-28 16:19:18,2021,FY,988600000,191200000,-6700000,72600000,-431600000,-616800000,-151000000,374500000,-38300000,-29500000,784600000,-100000000,-2669600000,0,0,0,-2769600000,2756300000,0,-1500400000,-234800000,-188300000,832800000,100000,-1152100000,258100000,1410200000,784600000,-100000000,684600000,https://www.sec.gov/Archives/edgar/data/1402057/000140205722000020/0001402057-22-000020-index.htm,https://www.sec.gov/Archives/edgar/data/1402057/000140205722000020/cdw-20211231.htm
2020-12-31,CDW,USD,0001402057,2021-02-26,2021-02-26 16:02:24,2020,FY,788500000,425600000,-20200000,42500000,4900000,-226400000,-71400000,253700000,49000000,73000000,1314300000,-158000000,-43000000,0,0,0,-201000000,605100000,0,-340600000,-219600000,93900000,138800000,4100000,1256200000,1410200000,154000000,1314300000,-158000000,1156300000,https://www.sec.gov/Archives/edgar/data/1402057/000140205721000022/0001402057-21-000022-index.htm,https://www.sec.gov/Archives/edgar/data/1402057/000140205721000022/cdw-20201231.htm
2019-12-31,CDW,USD,0001402057,2020-02-28,2020-02-28 16:33:20,2019,FY,736800000,267100000,-87900000,48500000,33700000,-244800000,-153000000,194100000,237400000,29000000,1027200000,-236300000,-95100000,0,0,0,-331400000,112000000,0,-657200000,-183400000,-21200000,-749800000,2200000,-51800000,154000000,205800000,1027200000,-236300000,790900000,https://www.sec.gov/Archives/edgar/data/1402057/000140205720000042/0001402057-20-000042-index.htm,https://www.sec.gov/Archives/edgar/data/1402057/000140205720000042/cdw-20191231x10k.htm
2018-12-31,CDW,USD,0001402057,2019-02-27,2019-02-27 16:44:54,2018,FY,643000000,265600000,-56100000,40700000,1800000,-365100000,-46800000,271200000,142500000,10900000,905900000,-86100000,0,0,0,0,-86100000,0,0,-522300000,-139400000,-93100000,-754800000,-3400000,61600000,205800000,144200000,905900000,-86100000,819800000,https://www.sec.gov/Archives/edgar/data/1402057/000140205719000046/0001402057-19-000046-index.htm,https://www.sec.gov/Archives/edgar/data/1402057/000140205719000046/cdw-20181231x10k.htm
2017-12-31,CDW,USD,0001402057,2018-03-01,2018-02-28 17:42:02,2017,FY,523100000,260900000,-172700000,43700000,60300000,-136800000,16900000,231500000,-51300000,62400000,777700000,-81100000,0,0,0,0,-81100000,-53200000,0,-534000000,-106900000,-124600000,-818700000,2600000,-119500000,144200000,263700000,777700000,-81100000,696600000,https://www.sec.gov/Archives/edgar/data/1402057/000140205718000038/0001402057-18-000038-index.htm,https://www.sec.gov/Archives/edgar/data/1402057/000140205718000038/cdw-20171231x10k.htm
2016-12-31,CDW,USD,0001402057,2017-03-01,2017-02-28 17:54:47,2016,FY,425100000,254500000,-97200000,39200000,-24000000,-178900000,-68000000,225100000,-2200000,6400000,604000000,-63500000,0,-2400000,0,0,-65900000,-28000000,0,-367400000,-78700000,169500000,-304600000,-7400000,226100000,263700000,37600000,604000000,-63500000,540500000,https://www.sec.gov/Archives/edgar/data/1402057/000140205717000007/0001402057-17-000007-index.htm,https://www.sec.gov/Archives/edgar/data/1402057/000140205717000007/cdw-20161231x10k.htm
2015-12-31,CDW,USD,0001402057,2016-02-25,2016-02-24 17:48:36,2015,FY,403100000,227400000,-54500000,31200000,-275900000,-342600000,-31500000,100500000,-2300000,-53800000,277500000,-90100000,-263800000,-500000,0,0,-354400000,-33100000,0,-241300000,-52900000,100800000,-226500000,-3500000,-306900000,37600000,344500000,277500000,-90100000,187400000,https://www.sec.gov/Archives/edgar/data/1402057/000140205716000057/0001402057-16-000057-index.htm,https://www.sec.gov/Archives/edgar/data/1402057/000140205716000057/cdw-20151231x10k.htm
