date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink
2025-03-31,DECK,USD,0000910521,2025-05-23,2025-05-23 12:55:21,2025,FY,4985612000,2099949000,2885663000,0.5787981496,56676000,1213407000,432198000,1645605000,4290000,1706571000,3806520000,68389000,3517000,68426000,1315242000,0.2638075326,1179092000,0.2364989494,64207000,1243299000,0.2493774084,277208000,966091000,0.1937758093,6.36,6.33,151992000,152670000,https://www.sec.gov/Archives/edgar/data/910521/000091052125000017/0000910521-25-000017-index.htm,https://www.sec.gov/Archives/edgar/data/910521/000091052125000017/deck-20250331.htm
2024-03-31,DECK,USD,0000910521,2024-05-24,2024-05-24 14:32:03,2024,FY,4287763000,1902275000,2385488000,0.5563479138,49171000,0,0,1457974000,-49171000,1457974000,3360249000,52208000,2564000,57166000,1038671000,0.2422407675,927514000,0.2163165268,51427000,978941000,0.2283104267,219378000,759563000,0.1771466846,4.89,4.86,155226000,156288000,https://www.sec.gov/Archives/edgar/data/910521/000091052124000017/0000910521-24-000017-index.htm,https://www.sec.gov/Archives/edgar/data/910521/000091052124000017/deck-20240331.htm
2023-03-31,DECK,USD,0000910521,2023-05-26,2023-05-26 13:38:57,2023,FY,3627286000,1801916000,1825370000,0.5032329957,38657000,0,0,1172619000,-38657000,1172619000,2974535000,15563000,3442000,47345000,716869000,0.1976323345,652751000,0.1799557576,13331000,666082000,0.1836309571,149260000,516822000,0.1424817343,3.25,3.23,159024000,160116000,https://www.sec.gov/Archives/edgar/data/910521/000091052123000016/0000910521-23-000016-index.htm,https://www.sec.gov/Archives/edgar/data/910521/000091052123000016/deck-20230331.htm
2022-03-31,DECK,USD,0000910521,2022-05-27,2022-05-27 12:43:59,2022,FY,3150339000,1542788000,1607551000,0.5102787351,33344000,0,0,1042844000,-33344000,1042844000,2585632000,1901000,2083000,42878000,609599000,0.1935026675,564707000,0.1792527725,-69000,564638000,0.1792308701,112689000,451949000,0.1434604339,2.74,2.71,165048000,166734000,https://www.sec.gov/Archives/edgar/data/910521/000091052122000017/0000910521-22-000017-index.htm,https://www.sec.gov/Archives/edgar/data/910521/000091052122000017/deck-20220331.htm
2021-03-31,DECK,USD,0000910521,2021-05-28,2021-05-28 13:43:58,2021,FY,2545641000,1171551000,1374090000,0.5397815324,28626000,0,0,869885000,-28626000,869885000,2041436000,2637000,6028000,40530000,548072000,0.2152982294,504205000,0.1980660274,-2691000,501514000,0.1970089262,118939000,382575000,0.150286313,2.27,2.25,168330000,170436000,https://www.sec.gov/Archives/edgar/data/910521/000091052121000017/0000910521-21-000017-index.htm,https://www.sec.gov/Archives/edgar/data/910521/000091052121000017/deck-20210331.htm
2020-03-31,DECK,USD,0000910521,2020-06-01,2020-06-01 12:42:44,2020,FY,2132689000,1029016000,1103673000,0.5175030208,0,0,0,765538000,0,765538000,1794554000,7261000,5046000,38912000,384824000,0.1804407487,338135000,0.1585486679,2731000,340866000,0.1598292109,64724000,276142000,0.1294806697,1.62,1.6,170310000,172164000,https://www.sec.gov/Archives/edgar/data/910521/000091052120000016/0000910521-20-000016-index.htm,https://www.sec.gov/Archives/edgar/data/910521/000091052120000016/deck331202010-k.htm
2019-03-31,DECK,USD,0000910521,2019-05-30,2019-05-30 15:48:57,2019,FY,2020437000,980187000,1040250000,0.5148638636,0,0,0,712930000,0,712930000,1693117000,6028000,4661000,44941000,378536000,0.187353528,327320000,0.1620045564,1614000,328934000,0.1628033935,64626000,264308000,0.130817244,1.4866964,1.4733628,177846000,179418000,https://www.sec.gov/Archives/edgar/data/910521/000091052119000011/0000910521-19-000011-index.htm,https://www.sec.gov/Archives/edgar/data/910521/000091052119000011/deck331201910-kdocument.htm
2018-03-31,DECK,USD,0000910521,2018-05-30,2018-05-30 15:12:10,2018,FY,1903339000,971697000,931642000,0.4894777021,0,0,0,709058000,0,709058000,1680755000,3057000,4585000,48572000,273853000,0.1438803072,222584000,0.1169439601,-1888000,220696000,0.1159520191,106302000,114394000,0.0601017475,0.6000120000000001,0.5966786000000001,190548000,191976000,https://www.sec.gov/Archives/edgar/data/910521/000091052118000015/0000910521-18-000015-index.htm,https://www.sec.gov/Archives/edgar/data/910521/000091052118000015/deck331201810-k.htm
2017-03-31,DECK,USD,0000910521,2017-05-30,2017-05-30 15:23:38,2017,FY,1790147000,954912000,835235000,0.4665734155,0,0,0,837154000,0,837154000,1792066000,778000,7319000,52628000,52961000,0.0295847213,-1919000,-0.001071979,-5067000,-6986000,-0.0039024728,-12696000,5710000,0.0031896822,0.030000600000000002,0.030000600000000002,192000000,194130000,https://www.sec.gov/Archives/edgar/data/910521/000091052117000008/0000910521-17-000008-index.htm,https://www.sec.gov/Archives/edgar/data/910521/000091052117000008/deckfy2017331201710-kdocum.htm
2016-03-31,DECK,USD,0000910521,2016-05-31,2016-05-31 16:50:00,2016,FY,1875197000,1028529000,846668000,0.4515088281,0,0,0,684541000,0,684541000,1713070000,420000,5814000,50024000,212723000,0.1134403479,162127000,0.0864586494,-5242000,156885000,0.0836632098,34620000,122265000,0.0652011495,0.6266792,0.6166790000000001,195336000,198234000,https://www.sec.gov/Archives/edgar/data/910521/000091052116000058/0000910521-16-000058-index.htm,https://www.sec.gov/Archives/edgar/data/910521/000091052116000058/deckfy2016331201610-k.htm
2015-03-31,DECK,USD,0000910521,2015-06-01,2015-06-01 17:12:15,2015,FY,1817057000,938949000,878108000,0.4832583678,0,0,0,653689000,0,653689000,1592638000,207000,4220000,49293000,274652000,0.1511521103,224419000,0.1235068575,-3280000,221139000,0.1217017408,59359000,161780000,0.0890340809,0.7833490000000001,0.7766822000000001,206598000,208398000,https://www.sec.gov/Archives/edgar/data/910521/000091052115000018/0000910521-15-000018-index.htm,https://www.sec.gov/Archives/edgar/data/910521/000091052115000018/deckfy2015331201510-k.htm
2014-03-31,DECK,USD,0000910521,2014-03-03,2014-03-03 15:58:44,2014,FY,1587574000,830390000,757184000,0.4769440669,0,0,0,0,0,0,1382112000,0,0,0,0,0,205963000,0.129734425,-2532000,202305000,0.1274302804,60308000,141997000,0.0894427598,0.6816803,0.6816803,208140000,208140000,https://www.sec.gov/Archives/edgar/data/910521/000144530514000820/0001445305-14-000820-index.htm,https://www.sec.gov/Archives/edgar/data/910521/000144530514000820/deck-20131231x10k.htm
2012-12-31,DECK,USD,0000910521,2013-03-01,2013-03-01 16:08:28,2013,FY,1414398000,782244000,632154000,0.4469420913,0,0,0,445206000,0,445206000,1227450000,217000,3840000,33367000,221325000,0.1564800007,186948000,0.1321749607,-2830000,184118000,0.1301741094,55104000,128866000,0.0911101401,0.5816783000000001,0.5750115000000001,221274000,224004000,https://www.sec.gov/Archives/edgar/data/910521/000104746913002068/0001047469-13-002068-index.htm,https://www.sec.gov/Archives/edgar/data/910521/000104746913002068/a2213206z10-k.htm
2011-12-31,DECK,USD,0000910521,2012-02-29,2012-02-29 16:49:12,2012,FY,1377283000,698288000,678995000,0.4929959928,0,0,0,394157000,0,394157000,1092445000,180000,249000,28977000,314488000,0.228339419,284838000,0.2068115268,424000,285262000,0.2071193792,83404000,199052000,0.1445251266,0.8600172,0.8450169000000001,231630000,235590000,https://www.sec.gov/Archives/edgar/data/910521/000104746912001917/0001047469-12-001917-index.htm,https://www.sec.gov/Archives/edgar/data/910521/000104746912001917/a2207209z10-k.htm
2010-12-31,DECK,USD,0000910521,2011-03-01,2011-03-01 15:36:48,2011,FY,1000989000,498051000,502938000,0.5024410858,0,0,0,253850000,0,253850000,751901000,234000,566000,12283000,262958000,0.2626981915,249088000,0.2488418954,1021000,250109000,0.2498618866,89732000,158235000,0.1580786602,0.683347,0.6716801000000001,231690000,235752000,https://www.sec.gov/Archives/edgar/data/910521/000104746911001618/0001047469-11-001618-index.htm,https://www.sec.gov/Archives/edgar/data/910521/000104746911001618/a2202162z10-k.htm
2009-12-31,DECK,USD,0000910521,2010-03-01,2010-03-01 16:22:10,2010,FY,813177000,442087000,371090000,0.4563459124,0,0,0,188843000,1000000,189843000,630930000,1885000,0,10194000,193417000,0.2378535054,181247000,0.222887514,1976000,183223000,0.2253174893,66304000,116786000,0.1436169493,0.4983433000000001,0.49334320000000004,234144000,236358000,https://www.sec.gov/Archives/edgar/data/910521/000104746910001651/0001047469-10-001651-index.htm,https://www.sec.gov/Archives/edgar/data/910521/000104746910001651/a2196208z10-k.htm
2008-12-31,DECK,USD,0000910521,2009-03-02,2009-03-02 15:19:30,2009,FY,689445000,384127000,305318000,0.4428460573,0,0,0,152574000,35825000,188399000,536701000,3332000,0,6008000,126510000,0.1834954202,116919000,0.1695842308,3583000,120502000,0.1747811646,46631000,73948000,0.1072572867,0.3150063,0.31167290000000003,234756000,237510000,https://www.sec.gov/Archives/edgar/data/910521/000104746909002106/0001047469-09-002106-index.htm,https://www.sec.gov/Archives/edgar/data/910521/000104746909002106/a2190215z10-k.htm
2007-12-31,DECK,USD,0000910521,2008-02-29,2008-02-29 16:42:56,2008,FY,448929000,241458000,207471000,0.4621465755,0,0,0,101918000,0,101918000,343376000,0,0,3516000,109069000,0.2429537856,105553000,0.2351218121,4486000,110039000,0.2451144836,43602000,66437000,0.147989994,0.2883391,0.2816723,231030000,236322000,https://www.sec.gov/Archives/edgar/data/910521/000104746908002087/0001047469-08-002087-index.htm,https://www.sec.gov/Archives/edgar/data/910521/000104746908002087/a2183018z10-k.htm
