date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,recordDate,adjDividend,paymentDate,declarationDate
2025-08-01,169.95,171.29,166.86,170.4,167.88,3663500,3663500,0.45,0.26478,169.625,"August 01, 25",0.0026478,,,,,
2025-07-31,174,175.54,171.42,172.96,170.4,3445488,3445488,-1.04,-0.5977,173.48,"July 31, 25",-0.005977,,,,,
2025-07-30,177.62,178.22,173.12,175.34,172.75,3475616,3475616,-2.28,-1.28,176.075,"July 30, 25",-0.0128,,,,,
2025-07-29,177.67,179.08,175.34,177.04,174.42,2753800,2753800,-0.63,-0.35459,177.2825,"July 29, 25",-0.0035459,,,,,
2025-07-28,178.05,178.77,175.9,176.94,174.32,2679100,2679100,-1.11,-0.62342,177.415,"July 28, 25",-0.0062342,,,,,
2025-07-25,179,181.32,177.34,178.1,175.47,3597000,3597000,-0.9,-0.50279,178.94,"July 25, 25",-0.0050279,,,,,
2025-07-24,179.07,181.15,175.16,178.11,175.48,7589104,7589104,-0.96,-0.5361,178.3725,"July 24, 25",-0.005361,,,,,
2025-07-23,170.12,172.17,169.38,171.96,169.42,3448230,3448230,1.84,1.08,170.9075,"July 23, 25",0.0108,,,,,
2025-07-22,167.63,170.09,166.1,169.38,166.87,3359939,3359939,1.75,1.04,168.3,"July 22, 25",0.0104,,,,,
2025-07-21,169.57,170.14,166.54,166.69,164.22,3103236,3103236,-2.88,-1.7,168.235,"July 21, 25",-0.017,,,,,
2025-07-18,173.58,173.79,168.54,168.72,166.22,4128134,4128134,-4.86,-2.8,171.1575,"July 18, 25",-0.028,,,,,
2025-07-17,165.9,173.15,165.51,172.49,169.94,6507100,6507100,6.59,3.97,169.2625,"July 17, 25",0.0397,,,,,
2025-07-16,163.01,166.72,161.51,165.92,163.47,5663717,5663717,2.91,1.79,164.29,"July 16, 25",0.0179,,,,,
2025-07-15,163.33,163.57,159.18,159.8,157.44,3994700,3994700,-3.53,-2.16,161.47,"July 15, 25",-0.0216,,,,,
2025-07-14,162,163.6,160.8,163.36,160.94,2521515,2521515,1.36,0.83951,162.44,"July 14, 25",0.0083951,,,,,
2025-07-11,162.32,162.98,161.3,162,159.6,3977900,3977900,-0.32,-0.19714,162.15,"July 11, 25",-0.0019714,,,,,
2025-07-10,158.97,164.23,158.69,164.06,161.63,5578661,5578661,5.09,3.2,161.4875,"July 10, 25",0.032,,,,,
2025-07-09,157,158.71,156.36,158.68,156.33,3773696,3773696,1.68,1.07,157.6875,"July 09, 25",0.0107,,,,,
2025-07-08,153.8,156.85,153.68,156.35,154.04,4037100,4037100,2.55,1.66,155.17,"July 08, 25",0.0166,,,,,
2025-07-07,154.62,155.44,151.35,152.99,150.73,4113120,4113120,-1.63,-1.05,153.6,"July 07, 25",-0.0105,,,,,
2025-07-03,154.49,155.64,153.57,155.13,152.84,2048009,2048009,0.64,0.41427,154.7075,"July 03, 25",0.0041427,,,,,
2025-07-02,152.34,153.74,150.74,153.56,151.29,3095014,3095014,1.22,0.80084,152.595,"July 02, 25",0.0080084,,,,,
2025-07-01,148.94,153.58,148.57,152.77,150.51,4544294,4544294,3.83,2.57,150.965,"July 01, 25",0.0257,,,,,
2025-06-30,152.38,152.63,148.9,149.58,147.37,4182100,4182100,-2.8,-1.84,150.8725,"June 30, 25",-0.0184,,,,,
2025-06-27,149.7,152.67,148.87,151.11,148.88,7633600,7633600,1.41,0.94188,150.5875,"June 27, 25",0.0094188,,,,,
2025-06-26,144.49,148.34,144.08,148.18,145.99,4384700,4384700,3.69,2.55,146.2725,"June 26, 25",0.0255,,,,,
2025-06-25,144.33,144.68,142.27,143.57,141.45,1911800,1911800,-0.76,-0.52657,143.7125,"June 25, 25",-0.0052657,,,,,
2025-06-24,140.02,144.45,139.51,144.05,141.92,3950959,3950959,4.03,2.88,142.0075,"June 24, 25",0.0288,,,,,
2025-06-23,137.5,138.53,133.84,138.32,136.27,2927331,2927331,0.82,0.59636,137.0475,"June 23, 25",0.0059636,,,,,
2025-06-20,138.4,139.08,137.07,137.69,135.65,4295958,4295958,-0.71,-0.51301,138.06,"June 20, 25",-0.0051301,,,,,
2025-06-18,135.39,139.1,135,137.49,135.46,2688627,2688627,2.1,1.55,136.745,"June 18, 25",0.0155,,,,,
2025-06-17,137.46,137.6,134.79,135.69,133.68,2664438,2664438,-1.77,-1.29,136.385,"June 17, 25",-0.0129,,,,,
2025-06-16,137.54,140.04,137.54,138.26,136.22,2584977,2584977,0.72,0.52348,138.345,"June 16, 25",0.0052348,,,,,
2025-06-13,138.55,139.03,136.1,136.41,134.39,3021831,3021831,-2.14,-1.54,137.5225,"June 13, 25",-0.0154,,,,,
2025-06-12,140.09,141.57,139.33,140.79,138.71,2382849,2382849,0.7,0.49968,140.445,"June 12, 25",0.0049968,,,,,
2025-06-11,144,145.51,140.79,141.39,139.3,3233400,3233400,-2.61,-1.81,142.9225,"June 11, 25",-0.0181,,,,,
2025-06-10,140,143.05,139.15,142.96,140.85,3665100,3665100,2.96,2.11,141.29,"June 10, 25",0.0211,,,,,
2025-06-09,141.35,141.41,139.29,139.98,137.91,3061700,3061700,-1.37,-0.96923,140.5075,"June 09, 25",-0.0096923,,,,,
2025-06-06,139.88,141.48,139.16,140.45,138.37,3676678,3676678,0.57,0.40749,140.2425,"June 06, 25",0.0040749,,,,,
2025-06-05,139.15,139.39,136.7,137.76,135.72,2456518,2456518,-1.39,-0.99892,138.25,"June 05, 25",-0.0099892,,,,,
2025-06-04,139.52,139.93,138.41,138.76,136.71,2433965,2433965,-0.76,-0.54472,139.155,"June 04, 25",-0.0054472,,,,,
2025-06-03,138.74,139.8,137.43,139.01,136.95,3936180,3936180,0.27,0.19461,138.745,"June 03, 25",0.0019461,,,,,
2025-06-02,138.17,139.08,136.19,138.81,136.76,3007800,3007800,0.64,0.4632,138.0625,"June 02, 25",0.004632,,,,,
2025-05-30,138.16,138.88,136.06,138.76,136.71,6191200,6191200,0.605,0.43428,137.965,"May 30, 25",0.0043428,,,,,
2025-05-29,139.94,139.94,137.44,138.88,136.83,2208800,2208800,-1.06,-0.75747,139.05,"May 29, 25",-0.0075747,,,,,
2025-05-28,139.72,139.92,138.08,138.41,136.36,2228815,2228815,-1.31,-0.93759,139.0325,"May 28, 25",-0.0093759,,,,,
2025-05-27,138,139.57,137,139.3,137.24,3448300,3448300,1.3,0.94203,138.4675,"May 27, 25",0.0094203,,,,,
2025-05-23,133.5,137.27,133.25,136.12,134.11,2613900,2613900,2.62,1.96,135.035,"May 23, 25",0.0196,,,,,
2025-05-22,136.92,137.87,135.7,136.93,134.9,3856800,3856800,0.01,0.00730353,136.855,"May 22, 25",7.30353e-05,,,,,
2025-05-21,142.02,142.82,137.04,137.49,135.46,4588100,4588100,-4.53,-3.19,139.8425,"May 21, 25",-0.0319,,,,,
2025-05-20,144,145.01,143.11,144.2,142.07,4566209,4566209,0.2,0.13889,144.08,"May 20, 25",0.0013889,,,,,
2025-05-19,143.09,145.9,142.46,145.45,143.3,3181200,3181200,2.36,1.65,144.225,"May 19, 25",0.0165,,,,,
2025-05-16,147.54,147.54,145.34,146.7,144.53,3790545,3790545,-0.84,-0.56934,146.78,"May 16, 25",-0.0056934,,,,,
2025-05-15,147.62,147.85,145.28,146.75,144.58,3397040,3397040,-0.87,-0.58935,146.875,"May 15, 25",-0.0058935,,,,,
2025-05-14,148.9,150,147.62,148.42,146.22,2247908,2247908,-0.48,-0.32236,148.735,"May 14, 25",-0.0032236,,,,,
2025-05-13,149.17,150.81,147.98,148.6,146.4,3474137,3474137,-0.57,-0.38211,149.14,"May 13, 25",-0.0038211,,,,,
2025-05-12,148.75,152,146.53,149,146.8,6669123,6669123,0.25,0.16807,149.07,"May 12, 25",0.0016807,,,,,
2025-05-09,140.42,142.18,138.97,139.39,137.33,3114283,3114283,-1.03,-0.73351,140.24,"May 09, 25",-0.0073351,,,,,
2025-05-08,138.28,142.2,137.52,139.81,137.74,4853000,4853000,1.53,1.11,139.4525,"May 08, 25",0.0111,,,,,
2025-05-07,134.25,136.8,134.25,136.14,134.13,3032346,3032346,1.89,1.41,135.36,"May 07, 25",0.0141,,,,,
2025-05-06,133.04,135.83,132.82,134,132.02,2864000,2864000,0.96,0.72159,133.9225,"May 06, 25",0.0072159,,,,,
2025-05-05,135.84,138.33,135.54,136.11,134.1,2640840,2640840,0.27,0.19876,136.455,"May 05, 25",0.0019876,,,,,
2025-05-02,136.15,139.38,135.27,137.42,135.39,4969600,4969600,1.27,0.93279,137.055,"May 02, 25",0.0093279,,,,,
2025-05-01,132.48,135.84,130.96,133.39,131.42,4007194,4007194,0.91,0.6869,133.1675,"May 01, 25",0.006869,,,,,
2025-04-30,129.87,132.07,126.89,131.71,129.76,5751600,5751600,1.84,1.42,130.135,"April 30, 25",0.0142,,,,,
2025-04-29,132.25,133.75,130.88,133.54,131.56,2270587,2270587,1.29,0.97543,132.605,"April 29, 25",0.0097543,,,,,
2025-04-28,132.97,135.77,132.13,133.58,131.6,3609000,3609000,0.61,0.45875,133.6125,"April 28, 25",0.0045875,0.372,2025-04-28,0.93,2025-05-05,2025-04-15
2025-04-25,133.53,134.87,131.98,132.86,129.98,4663700,4663700,-0.67,-0.50176,133.31,"April 25, 25",-0.0050176,,,,,
2025-04-24,127.57,135.79,127.03,134.55,131.63,6577400,6577400,6.98,5.47,131.235,"April 24, 25",0.0547,,,,,
2025-04-23,131,134.49,126.5,127,124.25,5621102,5621102,-4,-3.05,129.7475,"April 23, 25",-0.0305,,,,,
2025-04-22,121.9,125.64,121.56,124.91,122.2,5083816,5083816,3.01,2.47,123.5025,"April 22, 25",0.0247,,,,,
2025-04-21,127,127.67,118.65,120.22,117.61,6702647,6702647,-6.78,-5.34,123.385,"April 21, 25",-0.0534,,,,,
2025-04-17,132,132.5,128.64,130.39,127.56,4577000,4577000,-1.61,-1.22,130.8825,"April 17, 25",-0.0122,,,,,
2025-04-16,131.43,132.74,127.13,129.38,126.58,5767300,5767300,-2.05,-1.56,130.17,"April 16, 25",-0.0156,,,,,
2025-04-15,130.43,135.1,129.91,133.54,130.64,6224239,6224239,3.11,2.38,132.245,"April 15, 25",0.0238,,,,,
2025-04-14,130.86,132.1,128.34,130.47,127.64,6846007,6846007,-0.39,-0.29803,130.4425,"April 14, 25",-0.0029803,,,,,
2025-04-11,125.92,128.6,123.31,127.18,124.42,7806900,7806900,1.26,1,126.2525,"April 11, 25",0.01,,,,,
2025-04-10,133.23,134,123.4,127.45,124.69,9237000,9237000,-5.78,-4.34,129.52,"April 10, 25",-0.0434,,,,,
2025-04-09,119.01,139.57,117.17,137.36,134.38,11512800,11512800,18.36,15.42,128.2775,"April 09, 25",0.1542,,,,,
2025-04-08,131,132.22,117.84,120.07,117.47,11546100,11546100,-10.93,-8.34,125.2825,"April 08, 25",-0.0834,,,,,
2025-04-07,120.16,130.76,115.66,124.65,121.95,13461331,13461331,4.49,3.74,122.8075,"April 07, 25",0.0374,,,,,
2025-04-04,128.1,128.93,119.22,125.04,122.33,13062203,13062203,-3.06,-2.39,125.3225,"April 04, 25",-0.0239,,,,,
2025-04-03,137.5,140,132.7,133.1,130.21,11369111,11369111,-4.4,-3.2,135.825,"April 03, 25",-0.032,,,,,
2025-04-02,140.26,148.57,140.26,147.66,144.46,4064328,4064328,7.4,5.28,144.1875,"April 02, 25",0.0528,,,,,
2025-04-01,140.12,143.23,138.63,142.8,139.7,4039503,4039503,2.68,1.91,141.195,"April 01, 25",0.0191,,,,,
2025-03-31,135.9,140.91,133.23,139.78,136.75,5797406,5797406,3.88,2.86,137.455,"March 31, 25",0.0286,,,,,
2025-03-28,143.18,143.87,137.67,138.11,135.12,4999822,4999822,-5.07,-3.54,140.7075,"March 28, 25",-0.0354,,,,,
2025-03-27,145.79,145.89,143.18,144.5,141.37,2993909,2993909,-1.29,-0.88483,144.84,"March 27, 25",-0.0088483,,,,,
2025-03-26,150,151,145.95,146.66,143.48,3523965,3523965,-3.34,-2.23,148.4025,"March 26, 25",-0.0223,,,,,
2025-03-25,152.11,153.18,149.2,151.21,147.93,3782498,3782498,-0.9,-0.59168,151.425,"March 25, 25",-0.0059168,,,,,
2025-03-24,151,153.02,148.5,152.08,148.78,3072932,3072932,1.08,0.71523,151.15,"March 24, 25",0.0071523,,,,,
2025-03-21,146.63,149.22,145.69,148.29,145.08,8381450,8381450,1.66,1.13,147.4575,"March 21, 25",0.0113,,,,,
2025-03-20,148.01,150.95,147.91,148.75,145.53,3132208,3132208,0.74,0.49997,148.905,"March 20, 25",0.0049997,,,,,
2025-03-19,146.05,150.78,144.2,149.72,146.47,4050870,4050870,3.67,2.51,147.6875,"March 19, 25",0.0251,,,,,
2025-03-18,147.78,148.65,144.62,146.19,143.02,3362909,3362909,-1.59,-1.08,146.81,"March 18, 25",-0.0108,,,,,
2025-03-17,141.12,149.33,141.12,147.78,144.58,5202332,5202332,6.66,4.72,144.8375,"March 17, 25",0.0472,,,,,
2025-03-14,139.29,141.73,137.39,140.89,137.84,5222900,5222900,1.6,1.15,139.825,"March 14, 25",0.0115,,,,,
2025-03-13,141.27,141.28,135.6,136.53,133.57,4877529,4877529,-4.74,-3.36,138.67,"March 13, 25",-0.0336,,,,,
