date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,adjDividend,paymentDate,declarationDate,recordDate,dividend
2025-11-25,187.9,192.13,187.48,191.5,191.07,872800,872800,3.6,1.92,189.7525,"November 25, 25",0.0192,,,,,
2025-11-24,185.81,187.75,183.85,186.81,186.39,1267400,1267400,1,0.53818,186.055,"November 24, 25",0.0053818,,,,,
2025-11-21,186.31,189.54,185.55,186.49,186.07,1026058,1026058,0.18,0.09661317,186.9725,"November 21, 25",0.0009661317,,,,,
2025-11-20,191.25,193,185.36,185.66,185.24,808746,808746,-5.59,-2.92,188.8175,"November 20, 25",-0.0292,,,,,
2025-11-19,188.74,190.14,187.22,189.18,188.75,649800,649800,0.44,0.23312,188.82,"November 19, 25",0.0023312,,,,,
2025-11-18,188.98,190.94,187.54,189.11,188.68,677700,677700,0.13,0.06879035,189.1425,"November 18, 25",0.0006879035,,,,,
2025-11-17,191.05,191.65,188.24,188.79,188.36,597000,597000,-2.26,-1.18,189.9325,"November 17, 25",-0.0118,,,,,
2025-11-14,191.1,191.72,188.94,191.41,190.98,823402,823402,0.31,0.16222,190.7925,"November 14, 25",0.0016222,,,,,
2025-11-13,193.88,195.39,190.67,191.32,190.89,790145,790145,-2.56,-1.32,192.815,"November 13, 25",-0.0132,,,,,
2025-11-12,197.5,199.55,192.74,193.02,192.58,876220,876220,-4.48,-2.27,195.7025,"November 12, 25",-0.0227,,,,,
2025-11-11,196.49,200.46,195.51,198.25,197.8,591881,591881,1.76,0.89572,197.6775,"November 11, 25",0.0089572,,,,,
2025-11-10,197.32,198.09,194.24,196.87,196.42,570341,570341,-0.45,-0.22806,196.63,"November 10, 25",-0.0022806,,,,,
2025-11-07,195.13,198,193.05,196.98,196.53,605700,605700,1.85,0.94809,195.79,"November 07, 25",0.0094809,,,,,
2025-11-06,195.07,197.78,193.25,194.76,194.32,684012,684012,-0.31,-0.15892,195.215,"November 06, 25",-0.0015892,,,,,
2025-11-05,199.98,202,194.75,195.07,194.63,1018602,1018602,-4.91,-2.46,197.95,"November 05, 25",-0.0246,,,,,
2025-11-04,189.65,205.77,188.1,199.55,199.1,1509540,1509540,9.9,5.22,195.7675,"November 04, 25",0.0522,,,,,
2025-11-03,189.94,194.12,188.25,193.05,192.61,1639500,1639500,3.11,1.64,191.34,"November 03, 25",0.0164,,,,,
2025-10-31,191.01,192.8,189.12,190.47,190.04,749200,749200,-0.54,-0.28271,190.85,"October 31, 25",-0.0028271,,,,,
2025-10-30,188.57,192.24,188.08,190.92,190.49,835569,835569,2.35,1.25,189.9525,"October 30, 25",0.0125,,,,,
2025-10-29,187.01,190.71,186.1,188.16,187.73,531500,531500,1.15,0.61494,187.995,"October 29, 25",0.0061494,,,,,
2025-10-28,189.11,189.77,186.97,187.81,187.38,581231,581231,-1.3,-0.68743,188.415,"October 28, 25",-0.0068743,,,,,
2025-10-27,189.96,190.02,188.23,189.11,188.68,583128,583128,-0.85,-0.44746,189.33,"October 27, 25",-0.0044746,,,,,
2025-10-24,191.32,191.32,183.76,189.96,189.53,779704,779704,-1.36,-0.71085,189.09,"October 24, 25",-0.0071085,,,,,
2025-10-23,189.07,193.23,188.63,191.39,190.96,813639,813639,2.32,1.23,190.58,"October 23, 25",0.0123,,,,,
2025-10-22,192.62,193.4,188,188.47,188.04,832100,832100,-4.15,-2.15,190.6225,"October 22, 25",-0.0215,,,,,
2025-10-21,190.81,193.72,190.5,193.16,192.72,855621,855621,2.35,1.23,192.0475,"October 21, 25",0.0123,,,,,
2025-10-20,186.28,191.29,185.1,190.49,190.06,536689,536689,4.21,2.26,188.29,"October 20, 25",0.0226,,,,,
2025-10-17,184.26,185.76,180.45,184.51,184.09,774800,774800,0.25,0.13568,183.745,"October 17, 25",0.0013568,,,,,
2025-10-16,186.14,187.36,183.99,184.41,183.99,628440,628440,-1.73,-0.92941,185.475,"October 16, 25",-0.0092941,,,,,
2025-10-15,187.67,189.28,184.29,186.57,186.15,496018,496018,-1.1,-0.58614,186.9525,"October 15, 25",-0.0058614,,,,,
2025-10-14,185.17,188.8,184.31,187.27,186.85,512800,512800,2.1,1.13,186.3875,"October 14, 25",0.0113,,,,,
2025-10-13,188.1,188.38,185.52,185.94,185.52,781052,781052,-2.16,-1.15,186.985,"October 13, 25",-0.0115,,,,,
2025-10-10,194.47,194.8,187.82,188.03,187.6,763550,763550,-6.44,-3.31,191.28,"October 10, 25",-0.0331,,,,,
2025-10-09,198.18,198.61,193.85,194.05,193.61,674488,674488,-4.13,-2.08,196.1725,"October 09, 25",-0.0208,,,,,
2025-10-08,198,198.56,195.64,198.23,197.78,779849,779849,0.23,0.11616,197.6075,"October 08, 25",0.0011616,,,,,
2025-10-07,198.95,199.28,196.39,197,196.55,669000,669000,-1.95,-0.98015,197.905,"October 07, 25",-0.0098015,,,,,
2025-10-06,195.58,198.81,195,198.04,197.59,885701,885701,2.46,1.26,196.8575,"October 06, 25",0.0126,,,,,
2025-10-03,192.81,197.46,192,195.58,195.14,868255,868255,2.77,1.44,194.4625,"October 03, 25",0.0144,,,,,
2025-10-02,191.25,193.64,190.06,192.89,192.45,744813,744813,1.64,0.85752,191.96,"October 02, 25",0.0085752,,,,,
2025-10-01,186.81,191.66,186.81,191.63,191.2,956209,956209,4.82,2.58,189.2275,"October 01, 25",0.0258,,,,,
2025-09-30,186.21,189.74,186.06,188.96,188.53,844537,844537,2.75,1.48,187.7425,"September 30, 25",0.0148,,,,,
2025-09-29,186.22,187.5,184.09,185.61,185.19,847130,847130,-0.61,-0.32757,185.855,"September 29, 25",-0.0032757,,,,,
2025-09-26,183.35,185.85,181.44,184.9,184.48,838215,838215,1.55,0.84538,183.885,"September 26, 25",0.0084538,,,,,
2025-09-25,187.29,188.37,179.2,182.36,181.95,1041624,1041624,-4.93,-2.63,184.305,"September 25, 25",-0.0263,,,,,
2025-09-24,188.33,189.21,186.91,187.4,186.98,727415,727415,-0.93,-0.49381,187.9625,"September 24, 25",-0.0049381,,,,,
2025-09-23,188.52,190.68,185.12,187.11,186.69,778722,778722,-1.41,-0.74793,187.8575,"September 23, 25",-0.0074793,,,,,
2025-09-22,186.89,188.28,183.39,187.87,187.44,753600,753600,0.98,0.52437,186.6075,"September 22, 25",0.0052437,,,,,
2025-09-19,187.76,188.9,186.51,187.45,187.03,3133129,3133129,-0.31,-0.1651,187.655,"September 19, 25",-0.001651,,,,,
2025-09-18,183.31,187.57,181.29,187.15,186.73,832500,832500,3.84,2.09,184.83,"September 18, 25",0.0209,,,,,
2025-09-17,182.59,185,181.08,183.8,183.38,710628,710628,1.21,0.66269,183.1175,"September 17, 25",0.0066269,,,,,
2025-09-16,182.56,183.79,180.84,182.58,182.17,904500,904500,0.02,0.0109553,182.4425,"September 16, 25",0.000109553,,,,,
2025-09-15,182.26,184.38,181.84,182.73,182.32,746100,746100,0.47,0.25787,182.8025,"September 15, 25",0.0025787,0.4,2025-09-30,2025-08-01,2025-09-15,0.4
2025-09-12,184.82,185.46,183.72,183.86,183.04,541400,541400,-0.96,-0.51942,184.465,"September 12, 25",-0.0051942,,,,,
2025-09-11,181,185.92,180.71,185.13,184.31,851339,851339,4.13,2.28,183.19,"September 11, 25",0.0228,,,,,
2025-09-10,178.95,180.49,178.29,180.37,179.57,525900,525900,1.42,0.79352,179.525,"September 10, 25",0.0079352,,,,,
2025-09-09,178.25,179.18,176.75,179.03,178.24,751189,751189,0.78,0.43759,178.3025,"September 09, 25",0.0043759,,,,,
2025-09-08,178.25,178.57,176.34,178.41,177.62,641565,641565,0.16,0.08976157,177.8925,"September 08, 25",0.0008976157,,,,,
2025-09-05,179.49,180.17,177.42,179,178.21,697578,697578,-0.49,-0.273,179.02,"September 05, 25",-0.00273,,,,,
2025-09-04,177,178.58,174.64,178.58,177.79,1065130,1065130,1.58,0.89266,177.2,"September 04, 25",0.0089266,,,,,
2025-09-03,180.77,181.05,176.66,177.71,176.92,615516,615516,-3.06,-1.69,179.0475,"September 03, 25",-0.0169,,,,,
2025-09-02,180.92,181.5,179.36,180.89,180.09,596270,596270,-0.03,-0.01658191,180.6675,"September 02, 25",-0.0001658191,,,,,
2025-08-29,181.27,182.5,180.04,180.92,180.12,671029,671029,-0.35,-0.19308,181.1825,"August 29, 25",-0.0019308,,,,,
2025-08-28,183.08,183.5,180.03,181.36,180.56,592500,592500,-1.72,-0.93948,181.9925,"August 28, 25",-0.0093948,,,,,
2025-08-27,181.93,183.73,181.35,183.39,182.58,541700,541700,1.46,0.80251,182.6,"August 27, 25",0.0080251,,,,,
2025-08-26,181.21,182.45,180.39,182.35,181.54,686217,686217,1.14,0.6291,181.6,"August 26, 25",0.006291,,,,,
2025-08-25,181.6,182.37,180.96,181.61,180.8,477051,477051,0.01,0.00550661,181.635,"August 25, 25",5.50661e-05,,,,,
2025-08-22,180.5,183.59,180.3,181.74,180.93,608970,608970,1.24,0.68698,181.5325,"August 22, 25",0.0068698,,,,,
2025-08-21,179.54,180.71,179.04,180.44,179.64,554900,554900,0.9,0.50128,179.9325,"August 21, 25",0.0050128,,,,,
2025-08-20,178.65,180.78,177.57,180.16,179.36,789700,789700,1.51,0.84523,179.29,"August 20, 25",0.0084523,,,,,
2025-08-19,177.78,179.99,176.5,178.74,177.95,716846,716846,0.96,0.53999,178.2525,"August 19, 25",0.0053999,,,,,
2025-08-18,178.54,179.32,177.76,178.12,177.33,561712,561712,-0.42,-0.23524,178.435,"August 18, 25",-0.0023524,,,,,
2025-08-15,178.51,178.7,176.15,177.63,176.84,849306,849306,-0.88,-0.49297,177.7475,"August 15, 25",-0.0049297,,,,,
2025-08-14,181.77,182.88,177.59,178.44,177.65,876919,876919,-3.33,-1.83,180.17,"August 14, 25",-0.0183,,,,,
2025-08-13,177.75,182.18,177.49,181.95,181.14,902548,902548,4.2,2.36,179.8425,"August 13, 25",0.0236,,,,,
2025-08-12,176.65,178.15,175.66,178.02,177.23,826409,826409,1.37,0.77554,177.12,"August 12, 25",0.0077554,,,,,
2025-08-11,176.22,178.92,175.88,177.14,176.35,907728,907728,0.92,0.52207,177.04,"August 11, 25",0.0052207,,,,,
2025-08-08,175.34,177.42,174.37,176.5,175.72,826664,826664,1.16,0.66157,175.9075,"August 08, 25",0.0066157,,,,,
2025-08-07,175.48,177.18,173.95,175.27,174.49,1135616,1135616,-0.21,-0.11967,175.47,"August 07, 25",-0.0011967,,,,,
2025-08-06,175,175.77,170.41,174.49,173.72,1749524,1749524,-0.51,-0.29143,173.9175,"August 06, 25",-0.0029143,,,,,
2025-08-05,168.01,173.6,164.15,172.94,172.17,2216600,2216600,4.93,2.93,169.675,"August 05, 25",0.0293,,,,,
2025-08-04,159.28,161.27,158.58,160.95,160.24,1303740,1303740,1.67,1.05,160.02,"August 04, 25",0.0105,,,,,
2025-08-01,159.36,160.2,156.31,159.2,158.49,784367,784367,-0.16,-0.1004,158.7675,"August 01, 25",-0.001004,,,,,
2025-07-31,160.78,161.9,159.25,159.65,158.94,871300,871300,-1.13,-0.70282,160.395,"July 31, 25",-0.0070282,,,,,
2025-07-30,161.53,162.5,160.09,161.05,160.34,548212,548212,-0.48,-0.29716,161.2925,"July 30, 25",-0.0029716,,,,,
2025-07-29,161.99,162.31,160.33,161.51,160.79,544143,544143,-0.48,-0.29631,161.535,"July 29, 25",-0.0029631,,,,,
2025-07-28,163.22,163.71,158.91,160.35,159.64,961036,961036,-2.87,-1.76,161.5475,"July 28, 25",-0.0176,,,,,
2025-07-25,163.99,164.1,160.57,163.25,162.53,704538,704538,-0.74,-0.45125,162.9775,"July 25, 25",-0.0045125,,,,,
2025-07-24,163.91,165.35,162.9,163.25,162.53,658001,658001,-0.66,-0.40266,163.8525,"July 24, 25",-0.0040266,,,,,
2025-07-23,162.01,164.12,161.78,163.91,163.18,605333,605333,1.9,1.17,162.955,"July 23, 25",0.0117,,,,,
2025-07-22,161.16,162.34,158.77,161.28,160.56,886100,886100,0.12,0.07446016,160.8875,"July 22, 25",0.0007446016,,,,,
2025-07-21,162.5,162.54,160.45,160.74,160.03,503400,503400,-1.76,-1.08,161.5575,"July 21, 25",-0.0108,,,,,
2025-07-18,163.35,163.94,161.94,162.54,161.82,466401,466401,-0.81,-0.49587,162.9425,"July 18, 25",-0.0049587,,,,,
2025-07-17,161,163.2,160.82,162.71,161.99,563295,563295,1.71,1.06,161.9325,"July 17, 25",0.0106,,,,,
2025-07-16,159.96,161.35,158.64,161.04,160.33,665780,665780,1.08,0.67517,160.2475,"July 16, 25",0.0067517,,,,,
2025-07-15,163.89,164.58,160.2,160.21,159.5,702041,702041,-3.68,-2.25,162.22,"July 15, 25",-0.0225,,,,,
2025-07-14,161.81,164.68,161,163.67,162.94,678232,678232,1.86,1.15,162.79,"July 14, 25",0.0115,,,,,
2025-07-11,162.84,163.09,160.53,162.05,161.33,698422,698422,-0.79,-0.48514,162.1275,"July 11, 25",-0.0048514,,,,,
2025-07-10,162.04,163.73,161.64,163,162.28,648180,648180,0.96,0.59245,162.6025,"July 10, 25",0.0059245,,,,,
2025-07-09,162.33,162.66,160.43,162.21,161.49,754548,754548,-0.12,-0.07392349,161.9075,"July 09, 25",-0.0007392349,,,,,
2025-07-08,163.41,164.53,161.75,162.09,161.37,1054000,1054000,-1.32,-0.80778,162.945,"July 08, 25",-0.0080778,,,,,
2025-07-07,165.11,165.49,163.55,164.46,163.73,1280892,1280892,-0.65,-0.39368,164.6525,"July 07, 25",-0.0039368,,,,,
2025-07-03,163.08,165.97,162.66,164.56,163.83,950900,950900,1.48,0.90753,164.0675,"July 03, 25",0.0090753,,,,,
2025-07-02,159.72,162.77,158.47,162.62,161.9,1317789,1317789,2.9,1.82,160.895,"July 02, 25",0.0182,,,,,
2025-07-01,157.48,161.12,157,160.94,160.23,1152825,1152825,3.46,2.2,159.135,"July 01, 25",0.022,,,,,
2025-06-30,156.3,158,155.44,157.76,157.06,981339,981339,1.46,0.9341,156.875,"June 30, 25",0.009341,,,,,
2025-06-27,155.8,156.26,153.28,155.68,154.99,1141000,1141000,-0.12,-0.07702182,155.255,"June 27, 25",-0.0007702182,,,,,
2025-06-26,154.75,157.35,153.17,155.68,154.99,1253707,1253707,0.93,0.60097,155.2375,"June 26, 25",0.0060097,,,,,
2025-06-25,152.94,154.59,151.54,153.96,153.28,1114171,1114171,1.02,0.66693,153.2575,"June 25, 25",0.0066693,,,,,
2025-06-24,151,152.71,148.8,152.23,151.55,1220700,1220700,1.23,0.81457,151.185,"June 24, 25",0.0081457,,,,,
2025-06-23,149,151.6,147.44,150.67,150,1187034,1187034,1.67,1.12,149.6775,"June 23, 25",0.0112,,,,,
2025-06-20,148.48,148.99,145.9,148.45,147.79,3006429,3006429,-0.03,-0.02020474,147.955,"June 20, 25",-0.0002020474,,,,,
2025-06-18,149.45,150.88,148.04,148.35,147.69,759703,759703,-1.1,-0.73603,149.18,"June 18, 25",-0.0073603,,,,,
2025-06-17,148.06,149.92,147.12,149.39,148.73,1201109,1201109,1.33,0.89828,148.6225,"June 17, 25",0.0089828,,,,,
2025-06-16,148.61,148.93,145.43,148.25,147.59,1075420,1075420,-0.36,-0.24224,147.805,"June 16, 25",-0.0024224,0.4,2025-06-30,2025-05-02,2025-06-16,0.4
2025-06-13,148.74,151.01,146.82,149.16,148.1,1107700,1107700,0.42,0.28237,148.9325,"June 13, 25",0.0028237,,,,,
2025-06-12,145.78,148.04,145.25,148.02,146.97,764166,764166,2.24,1.54,146.7725,"June 12, 25",0.0154,,,,,
2025-06-11,145.37,146.04,143.55,145.92,144.88,950568,950568,0.55,0.37834,145.22,"June 11, 25",0.0037834,,,,,
2025-06-10,147,147.24,144.65,145.59,144.56,650458,650458,-1.41,-0.95918,146.12,"June 10, 25",-0.0095918,,,,,
2025-06-09,148.6,148.81,144.56,146.34,145.3,873416,873416,-2.26,-1.52,147.0775,"June 09, 25",-0.0152,,,,,
2025-06-06,146.73,148.3,145.67,148.14,147.09,920548,920548,1.41,0.96095,147.21,"June 06, 25",0.0096095,,,,,
2025-06-05,145.12,145.4,143.79,145.37,144.34,989034,989034,0.25,0.17227,144.92,"June 05, 25",0.0017227,,,,,
2025-06-04,144.11,145.61,143.61,144.42,143.39,1076130,1076130,0.31,0.21511,144.4375,"June 04, 25",0.0021511,,,,,
2025-06-03,141.6,145.34,139.69,144.49,143.46,1867200,1867200,2.89,2.04,142.78,"June 03, 25",0.0204,,,,,
2025-06-02,147.38,147.38,140.29,141.65,140.64,2258307,2258307,-5.73,-3.89,144.175,"June 02, 25",-0.0389,,,,,
2025-05-30,147.83,148.57,146.14,148.52,147.46,2289109,2289109,0.69,0.46675,147.765,"May 30, 25",0.0046675,,,,,
2025-05-29,149.79,149.88,146.67,147.5,146.45,1819009,1819009,-2.29,-1.53,148.46,"May 29, 25",-0.0153,,,,,
2025-05-28,152.66,153.43,148.64,149.36,148.3,2162561,2162561,-3.3,-2.16,151.0225,"May 28, 25",-0.0216,,,,,
2025-05-27,150.65,152.98,149.26,152.55,151.47,1617354,1617354,1.9,1.26,151.36,"May 27, 25",0.0126,,,,,
2025-05-23,155.14,156,150.51,152.49,151.41,1568140,1568140,-2.65,-1.71,153.535,"May 23, 25",-0.0171,,,,,
2025-05-22,158.81,159.45,157.03,158.3,157.17,1077881,1077881,-0.51,-0.32114,158.3975,"May 22, 25",-0.0032114,,,,,
2025-05-21,159.94,159.94,157.83,158.94,157.81,1282511,1282511,-1,-0.62523,159.1625,"May 21, 25",-0.0062523,,,,,
2025-05-20,159.03,161,158.55,160.3,159.16,826819,826819,1.27,0.79859,159.72,"May 20, 25",0.0079859,,,,,
2025-05-19,158.5,159.73,157.79,159.53,158.4,915517,915517,1.03,0.64984,158.8875,"May 19, 25",0.0064984,,,,,
2025-05-16,155.28,159.15,155.28,159,157.87,1007016,1007016,3.72,2.4,157.1775,"May 16, 25",0.024,,,,,
2025-05-15,153.8,156.81,153.8,156.76,155.65,1170955,1170955,2.96,1.92,155.2925,"May 15, 25",0.0192,,,,,
2025-05-14,155.73,156,152.83,153.06,151.97,1278900,1278900,-2.67,-1.71,154.405,"May 14, 25",-0.0171,,,,,
2025-05-13,155.61,156.29,154.62,155.43,154.33,958736,958736,-0.18,-0.11567,155.4875,"May 13, 25",-0.0011567,,,,,
2025-05-12,157,157.29,154.01,156.09,154.98,1551491,1551491,-0.91,-0.57962,156.0975,"May 12, 25",-0.0057962,,,,,
2025-05-09,155.16,156.95,154.1,155.7,154.59,1306418,1306418,0.54,0.34803,155.4775,"May 09, 25",0.0034803,,,,,
2025-05-08,155.99,156.77,153.01,154.71,153.61,1177006,1177006,-1.28,-0.82057,155.12,"May 08, 25",-0.0082057,,,,,
2025-05-07,153.88,155.44,152.23,154.72,153.62,1612125,1612125,0.84,0.54588,154.0675,"May 07, 25",0.0054588,,,,,
2025-05-06,145.87,155.76,144.63,154.75,153.65,2626900,2626900,8.88,6.09,150.2525,"May 06, 25",0.0609,,,,,
2025-05-05,147.61,150.18,147.61,147.94,146.89,1814886,1814886,0.33,0.22356,148.335,"May 05, 25",0.0022356,,,,,
2025-05-02,148.79,149.49,146.35,148.79,147.73,1494300,1494300,0,0,148.355,"May 02, 25",0,,,,,
2025-05-01,146.77,147.7,144.88,146.61,145.57,1027447,1027447,-0.16,-0.10901,146.49,"May 01, 25",-0.0010901,,,,,
2025-04-30,146.82,147.63,145.13,147.18,146.13,1025657,1025657,0.36,0.2452,146.69,"April 30, 25",0.002452,,,,,
2025-04-29,145.92,148.06,145.35,147.56,146.51,1146639,1146639,1.64,1.12,146.7225,"April 29, 25",0.0112,,,,,
2025-04-28,145.87,146.99,144.01,145.75,144.71,1178215,1178215,-0.12,-0.08226503,145.655,"April 28, 25",-0.0008226503,,,,,
2025-04-25,145.84,146.88,144.41,145.71,144.67,1212844,1212844,-0.13,-0.08913878,145.71,"April 25, 25",-0.0008913878,,,,,
2025-04-24,142.81,146.48,141.26,145.56,144.53,1153500,1153500,2.75,1.93,144.0275,"April 24, 25",0.0193,,,,,
2025-04-23,143.75,145,141.72,141.95,140.94,925823,925823,-1.8,-1.25,143.105,"April 23, 25",-0.0125,,,,,
2025-04-22,138.92,141.85,138.55,141.26,140.26,1194704,1194704,2.34,1.68,140.145,"April 22, 25",0.0168,,,,,
2025-04-21,140,140.65,136.91,138.24,137.26,962811,962811,-1.76,-1.26,138.95,"April 21, 25",-0.0126,,,,,
2025-04-17,139.26,140.4,138.04,139.42,138.43,1754503,1754503,0.16,0.11489,139.28,"April 17, 25",0.0011489,,,,,
2025-04-16,141.6,142.36,139.31,139.9,138.91,1508629,1508629,-1.7,-1.2,140.7925,"April 16, 25",-0.012,,,,,
2025-04-15,142.88,143.14,140.83,141.4,140.4,1453812,1453812,-1.48,-1.04,142.0625,"April 15, 25",-0.0104,,,,,
2025-04-14,143.2,144.07,140.13,142.98,141.96,1281799,1281799,-0.22,-0.15363,142.595,"April 14, 25",-0.0015363,,,,,
2025-04-11,139.57,142.93,137.26,141.88,140.87,1073606,1073606,2.31,1.66,140.41,"April 11, 25",0.0166,,,,,
2025-04-10,138.12,140.57,135.8,139.67,138.68,1581000,1581000,1.55,1.12,138.54,"April 10, 25",0.0112,,,,,
2025-04-09,130.52,140.74,130.35,139.73,138.74,2684612,2684612,9.21,7.06,135.335,"April 09, 25",0.0706,,,,,
2025-04-08,135,137.5,131.73,133.36,132.41,2019600,2019600,-1.64,-1.21,134.3975,"April 08, 25",-0.0121,,,,,
2025-04-07,130.81,136.79,128.32,132.9,131.96,1704065,1704065,2.09,1.6,132.205,"April 07, 25",0.016,,,,,
2025-04-04,136.8,140.31,133.11,133.14,132.19,2770644,2770644,-3.66,-2.68,135.84,"April 04, 25",-0.0268,,,,,
2025-04-03,139.14,143.96,138.01,139.49,138.5,2090505,2090505,0.355,0.25155,140.15,"April 03, 25",0.0025155,,,,,
2025-04-02,133.17,143.55,132.43,142.94,141.92,3736905,3736905,9.77,7.34,138.0225,"April 02, 25",0.0734,,,,,
2025-04-01,134.94,135.74,132.95,134.96,134,1512580,1512580,0.02,0.0148214,134.6475,"April 01, 25",0.000148214,,,,,
2025-03-31,133.36,136.31,132.67,134.94,133.98,1843355,1843355,1.58,1.18,134.32,"March 31, 25",0.0118,,,,,
2025-03-28,134.2,136.27,132.8,134.06,133.11,1592100,1592100,-0.14,-0.10432,134.3325,"March 28, 25",-0.0010432,,,,,
2025-03-27,136.74,137.2,134.99,135.68,134.72,1002911,1002911,-1.06,-0.77519,136.1525,"March 27, 25",-0.0077519,,,,,
2025-03-26,136.25,137.53,135.17,136.34,135.37,1032591,1032591,0.09,0.06605505,136.3225,"March 26, 25",0.0006605505,,,,,
2025-03-25,136.67,137.33,134.67,136.25,135.28,1341300,1341300,-0.42,-0.30731,136.23,"March 25, 25",-0.0030731,,,,,
2025-03-24,134.74,136.05,133.44,135.79,134.82,1078102,1078102,1.05,0.77928,135.005,"March 24, 25",0.0077928,,,,,
2025-03-21,134.27,134.75,132.08,133.83,132.88,3989990,3989990,-0.44,-0.3277,133.7325,"March 21, 25",-0.003277,,,,,
2025-03-20,137.31,137.31,133.51,134.85,133.89,1955104,1955104,-2.46,-1.79,135.745,"March 20, 25",-0.0179,,,,,
2025-03-19,138.95,141.7,137.79,138.6,137.61,1416467,1416467,-0.35,-0.25189,139.26,"March 19, 25",-0.0025189,,,,,
2025-03-18,137.23,139,136.15,138.66,137.67,1382472,1382472,1.43,1.04,137.76,"March 18, 25",0.0104,,,,,
2025-03-17,136.87,142.27,135.55,138.2,137.22,1711564,1711564,1.33,0.97172,138.2225,"March 17, 25",0.0097172,,,,,
2025-03-14,133.23,135.55,132.63,134.55,133.59,803976,803976,1.32,0.99077,133.99,"March 14, 25",0.0099077,0.4,2025-03-28,2025-02-07,2025-03-14,0.4
2025-03-13,133.2,134.76,132.23,132.86,131.52,1291200,1291200,-0.34,-0.25526,133.2625,"March 13, 25",-0.0025526,,,,,
2025-03-12,133.85,134.84,131.03,133.6,132.25,1203800,1203800,-0.25,-0.18678,133.33,"March 12, 25",-0.0018678,,,,,
2025-03-11,136.66,137.26,132.75,134.11,132.76,1871148,1871148,-2.55,-1.87,135.195,"March 11, 25",-0.0187,,,,,
