date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,paymentDate,dividend,adjDividend,recordDate,declarationDate
2025-03-13,97.65,98.22,94.45,94.6,93.23,5306779,5306779,-3.05,-3.12,96.23,"March 13, 25",-0.0312,,,,,
2025-03-12,96.22,98.9,96.2,98.38,96.96,7469051,7469051,2.16,2.24,97.425,"March 12, 25",0.0224,,,,,
2025-03-11,93.91,96.6,92.17,94.63,93.26,13232700,13232700,0.72,0.76669,94.3275,"March 11, 25",0.0076669,,,,,
2025-03-10,92.4,94.57,91.9,93.77,92.41,12963467,12963467,1.38,1.48,93.16,"March 10, 25",0.0148,,,,,
2025-03-07,98.55,98.7,94.15,97.51,96.1,10136726,10136726,-1.04,-1.06,97.2275,"March 07, 25",-0.0106,,,,,
2025-03-06,101.71,102.37,98.38,98.78,97.35,6180450,6180450,-2.93,-2.88,100.31,"March 06, 25",-0.0288,,,,,
2025-03-05,98.82,103.34,98.11,102.74,101.25,11656643,11656643,3.92,3.97,100.7525,"March 05, 25",0.0397,,,,,
2025-03-04,97.02,98.72,92.71,96.31,94.92,11164400,11164400,-0.71,-0.73181,96.19,"March 04, 25",-0.0073181,,,,,
2025-03-03,103.95,104.25,99.44,99.97,98.52,4258655,4258655,-3.98,-3.83,101.9025,"March 03, 25",-0.0383,,,,,
2025-02-28,101.46,102.93,99.82,102.52,101.04,7507319,7507319,1.06,1.04,101.6825,"February 28, 25",0.0104,,,,,
2025-02-27,100.45,104.19,99.68,101.5,100.03,9052461,9052461,1.05,1.05,101.455,"February 27, 25",0.0105,,,,,
2025-02-26,101.63,103.6,101.5,102.33,100.85,5701200,5701200,0.7,0.68877,102.265,"February 26, 25",0.0068877,,,,,
2025-02-25,101.68,101.68,98.91,100.29,98.84,6144044,6144044,-1.39,-1.37,100.64,"February 25, 25",-0.0137,,,,,
2025-02-24,99.46,101.07,98.64,100.36,98.91,4643799,4643799,0.9,0.90489,99.8825,"February 24, 25",0.0090489,,,,,
2025-02-21,104.28,104.28,99.78,100.34,98.89,7263438,7263438,-3.94,-3.78,102.17,"February 21, 25",-0.0378,,,,,
2025-02-20,105.8,105.94,101.55,102.58,101.1,6120613,6120613,-3.22,-3.04,103.9675,"February 20, 25",-0.0304,,,,,
2025-02-19,106.84,108,105.26,106.1,104.56,6098799,6098799,-0.74,-0.69262,106.55,"February 19, 25",-0.0069262,,,,,
2025-02-18,110.95,110.97,108.55,110.51,108.91,7741800,7741800,-0.44,-0.39658,110.245,"February 18, 25",-0.0039658,,,,,
2025-02-14,107.89,108.39,107.06,108.3,106.73,5721367,5721367,0.41,0.38002,107.91,"February 14, 25",0.0038002,,,,,
2025-02-13,104.6,106.71,104.55,106.5,104.96,6261355,6261355,1.9,1.82,105.59,"February 13, 25",0.0182,,,,,
2025-02-12,99.81,104.7,99.3,104.22,102.71,8596400,8596400,4.41,4.42,102.0075,"February 12, 25",0.0442,,,,,
2025-02-11,101.63,103.1,101.31,102.98,101.49,3503834,3503834,1.35,1.33,102.255,"February 11, 25",0.0133,,,,,
2025-02-10,103.08,103.33,101.66,102.07,100.59,3072600,3072600,-1.01,-0.97982,102.535,"February 10, 25",-0.0097982,,,,,
2025-02-07,104.7,105.09,103.07,103.34,101.84,4706278,4706278,-1.36,-1.3,104.05,"February 07, 25",-0.013,,,,,
2025-02-06,102.67,105.58,102.41,105.19,103.67,8346171,8346171,2.52,2.45,103.9625,"February 06, 25",0.0245,,,,,
2025-02-05,99.23,101.36,98.61,101.16,99.7,3292700,3292700,1.93,1.94,100.09,"February 05, 25",0.0194,,,,,
2025-02-04,98.64,99.37,97.95,98.61,97.18,2347900,2347900,-0.03,-0.03041363,98.6425,"February 04, 25",-0.0003041363,,,,,
2025-02-03,98,98.32,96.14,97.34,95.93,2910446,2910446,-0.66,-0.67347,97.45,"February 03, 25",-0.0067347,,,,,
2025-01-31,100.27,100.59,99,99.03,97.6,7057149,7057149,-1.24,-1.24,99.7225,"January 31, 25",-0.0124,,,,,
2025-01-30,99.02,100.28,98.68,99.79,98.35,2420200,2420200,0.77,0.77762,99.4425,"January 30, 25",0.0077762,,,,,
2025-01-29,99.1,100.21,98.66,99.09,97.66,2955115,2955115,-0.01,-0.01009082,99.265,"January 29, 25",-0.0001009082,,,,,
2025-01-28,98.66,98.95,97.67,98.52,97.09,3104526,3104526,-0.14,-0.1419,98.45,"January 28, 25",-0.001419,,,,,
2025-01-27,98.89,99.77,98.03,99.03,97.6,2775930,2775930,0.14,0.14157,98.93,"January 27, 25",0.0014157,,,,,
2025-01-24,101.51,102.2,100.86,101.26,99.79,2640500,2640500,-0.25,-0.24628,101.4575,"January 24, 25",-0.0024628,,,,,
2025-01-23,101.07,101.44,100.32,100.52,99.06,1877704,1877704,-0.55,-0.54418,100.8375,"January 23, 25",-0.0054418,,,,,
2025-01-22,99.35,100.97,99.08,100.33,98.88,3129868,3129868,0.98,0.98641,99.9325,"January 22, 25",0.0098641,,,,,
2025-01-21,99.99,100.12,98,99.29,97.85,4943007,4943007,-0.7,-0.70007,99.35,"January 21, 25",-0.0070007,,,,,
2025-01-17,97.38,98.44,96.98,97.75,96.33,3858332,3858332,0.37,0.37995,97.6375,"January 17, 25",0.0037995,,,,,
2025-01-16,95.93,96.06,95.3,95.59,94.21,2972155,2972155,-0.34,-0.35443,95.72,"January 16, 25",-0.0035443,,,,,
2025-01-15,94.66,95.95,94.66,95.75,94.36,3812119,3812119,1.09,1.15,95.255,"January 15, 25",0.0115,,,,,
2025-01-14,91.87,93.14,91.74,92.69,91.35,3113300,3113300,0.82,0.89257,92.36,"January 14, 25",0.0089257,,,,,
2025-01-13,90.37,91.85,90.25,91.55,90.22,2908400,2908400,1.18,1.31,91.005,"January 13, 25",0.0131,,,,,
2025-01-10,92.46,92.46,91.29,91.78,90.45,3807842,3807842,-0.68,-0.73545,91.9975,"January 10, 25",-0.0073545,,,,,
2025-01-08,92.01,92.77,91.35,92.51,91.17,3676704,3676704,0.5,0.54342,92.16,"January 08, 25",0.0054342,,,,,
2025-01-07,93.13,93.33,91.53,92.32,90.98,3018343,3018343,-0.81,-0.86975,92.5775,"January 07, 25",-0.0086975,,,,,
2025-01-06,94.37,94.67,93.26,93.61,92.25,2693510,2693510,-0.76,-0.80534,93.9775,"January 06, 25",-0.0080534,,,,,
2025-01-03,93.01,93.5,92.18,93.24,91.89,3190103,3190103,0.23,0.24729,92.9825,"January 03, 25",0.0024729,,,,,
2025-01-02,92.93,93.83,92.06,92.71,91.37,2496112,2496112,-0.22,-0.23674,92.8825,"January 02, 25",-0.0023674,,,,,
2024-12-31,92.73,93.65,92.26,92.52,91.18,1641533,1641533,-0.21,-0.22646,92.79,"December 31, 24",-0.0022646,,,,,
2024-12-30,92.71,92.96,91.52,92.46,91.12,1770209,1770209,-0.25,-0.26966,92.4125,"December 30, 24",-0.0026966,,,,,
2024-12-27,93.91,94.53,93.18,93.58,92.23,1336004,1336004,-0.33,-0.3514,93.8,"December 27, 24",-0.003514,,,,,
2024-12-26,94.29,94.94,94.27,94.65,93.28,1391018,1391018,0.36,0.3818,94.5375,"December 26, 24",0.003818,,,,,
2024-12-24,94.3,94.9,94.15,94.75,93.38,725100,725100,0.45,0.4772,94.525,"December 24, 24",0.004772,,,,,
2024-12-23,94.05,94.8,93.52,94.24,92.88,3041435,3041435,0.19,0.20202,94.1525,"December 23, 24",0.0020202,,,,,
2024-12-20,92.85,94.46,92.8,93.64,92.28,6739242,6739242,0.79,0.85083,93.4375,"December 20, 24",0.0085083,,,,,
2024-12-19,94.12,95.18,92.86,93.06,91.71,3404634,3404634,-1.06,-1.13,93.805,"December 19, 24",-0.0113,,,,,
2024-12-18,97.41,97.87,93.7,93.71,92.35,3291898,3291898,-3.7,-3.8,95.6725,"December 18, 24",-0.038,,,,,
2024-12-17,98.33,98.33,96.8,97.23,95.82,3281637,3281637,-1.1,-1.12,97.6725,"December 17, 24",-0.0112,,,,,
2024-12-16,97.84,98.76,97.76,98.2,96.78,2469535,2469535,0.36,0.36795,98.14,"December 16, 24",0.0036795,,,,,
2024-12-13,98.97,99.13,97.36,97.92,96.5,2155707,2155707,-1.05,-1.06,98.345,"December 13, 24",-0.0106,,,,,
2024-12-12,99.04,100.06,98.5,98.55,97.12,3064960,3064960,-0.49,-0.49475,99.0375,"December 12, 24",-0.0049475,,,,,
2024-12-11,98.75,99.42,98.02,98.62,97.19,3803827,3803827,-0.13,-0.13165,98.7025,"December 11, 24",-0.0013165,,,,,
2024-12-10,98.53,99.68,97.53,98.84,97.41,4725336,4725336,0.31,0.31462,98.645,"December 10, 24",0.0031462,,,,,
2024-12-09,102.02,102.9,99.57,100.09,98.64,7065231,7065231,-1.93,-1.89,101.145,"December 09, 24",-0.0189,,,,,
2024-12-06,103.02,103.51,102.58,103,101.51,3686342,3686342,-0.02,-0.01941371,103.0275,"December 06, 24",-0.0001941371,,,,,
2024-12-05,103.69,104.23,102.52,102.84,101.35,3372587,3372587,-0.85,-0.81975,103.32,"December 05, 24",-0.0081975,,,,,
2024-12-04,102.79,103.4,102.1,103.37,101.87,3463800,3463800,0.58,0.56426,102.915,"December 04, 24",0.0056426,,,,,
2024-12-03,102.92,103.16,101.54,102.49,101.01,2954400,2954400,-0.43,-0.4178,102.5275,"December 03, 24",-0.004178,,,,,
2024-12-02,102.35,102.85,101.69,102.46,100.98,3280825,3280825,0.11,0.10747,102.3375,"December 02, 24",0.0010747,,,,,
2024-11-29,102.17,102.92,102.04,102.27,100.79,2656400,2656400,0.1,0.09787609,102.35,"November 29, 24",0.0009787609,,,,,
2024-11-27,104.07,104.19,101.76,101.94,100.46,3462831,3462831,-2.13,-2.05,102.99,"November 27, 24",-0.0205,,,,,
2024-11-26,101.9,103.29,101.65,102.87,101.38,5616502,5616502,0.97,0.95191,102.4275,"November 26, 24",0.0095191,,,,,
2024-11-25,101.51,103.64,101.51,102.8,101.31,5688900,5688900,1.29,1.27,102.365,"November 25, 24",0.0127,,,,,
2024-11-22,100.1,101.57,100,101.4,99.93,3325100,3325100,1.3,1.3,100.7675,"November 22, 24",0.013,2024-12-18,0.35,0.35,2024-11-22,2024-11-07
2024-11-21,100.13,101.18,99.76,100.5,98.7,2825156,2825156,0.37,0.36952,100.3925,"November 21, 24",0.0036952,,,,,
2024-11-20,100.03,100.38,99.34,100.2,98.41,2725649,2725649,0.17,0.16995,99.9875,"November 20, 24",0.0016995,,,,,
2024-11-19,98.47,100.18,98.29,99.79,98,4960218,4960218,1.32,1.34,99.1825,"November 19, 24",0.0134,,,,,
2024-11-18,97.71,99.92,97.55,99.65,97.87,3124700,3124700,1.94,1.99,98.7075,"November 18, 24",0.0199,,,,,
2024-11-15,98.41,99.02,97.64,98.29,96.53,3120887,3120887,-0.12,-0.12194,98.34,"November 15, 24",-0.0012194,,,,,
2024-11-14,100.47,100.83,99.4,99.87,98.08,4765215,4765215,-0.6,-0.59719,100.1425,"November 14, 24",-0.0059719,,,,,
2024-11-13,99.93,100.18,99.1,99.18,97.4,2940255,2940255,-0.75,-0.75053,99.5975,"November 13, 24",-0.0075053,,,,,
2024-11-12,100.71,101.46,99.81,100.15,98.36,3846000,3846000,-0.56,-0.55605,100.5325,"November 12, 24",-0.0055605,,,,,
2024-11-11,101.4,102.51,101.35,102.28,100.45,4916006,4916006,0.88,0.86785,101.885,"November 11, 24",0.0086785,,,,,
2024-11-08,100.4,101.58,100,100.67,98.87,4966516,4966516,0.27,0.26892,100.6625,"November 08, 24",0.0026892,,,,,
2024-11-07,102.07,102.45,100.61,100.66,98.86,6107417,6107417,-1.41,-1.38,101.4475,"November 07, 24",-0.0138,,,,,
2024-11-06,100.5,101.6,99.87,99.96,98.17,10528324,10528324,-0.54,-0.53731,100.4825,"November 06, 24",-0.0053731,,,,,
2024-11-05,94.91,97.06,94.34,96.91,95.17,2487300,2487300,2,2.11,95.805,"November 05, 24",0.0211,,,,,
2024-11-04,95.19,95.66,94.19,94.45,92.76,3337440,3337440,-0.74,-0.77739,94.8725,"November 04, 24",-0.0077739,,,,,
2024-11-01,95.84,96.53,95.35,95.8,94.08,2870900,2870900,-0.04,-0.04173623,95.88,"November 01, 24",-0.0004173623,,,,,
2024-10-31,95.31,96.11,94.58,95.43,93.72,3717200,3717200,0.12,0.1259,95.3575,"October 31, 24",0.001259,,,,,
2024-10-30,93.4,96.82,93.22,95.96,94.24,4692232,4692232,2.56,2.74,94.85,"October 30, 24",0.0274,,,,,
2024-10-29,93.89,94.67,93.08,94.63,92.94,3261528,3261528,0.74,0.78816,94.0675,"October 29, 24",0.0078816,,,,,
2024-10-28,93,94.52,93,94.4,92.71,5593132,5593132,1.4,1.51,93.73,"October 28, 24",0.0151,,,,,
2024-10-25,92.78,93.24,92.02,92.39,90.74,2076458,2076458,-0.39,-0.42035,92.6075,"October 25, 24",-0.0042035,,,,,
2024-10-24,91.33,91.77,90.52,91.6,89.96,2217408,2217408,0.27,0.29563,91.305,"October 24, 24",0.0029563,,,,,
2024-10-23,91.19,91.85,90.16,90.82,89.19,3385800,3385800,-0.37,-0.40575,91.005,"October 23, 24",-0.0040575,,,,,
2024-10-22,91.38,92.4,91.01,91.83,90.19,3170930,3170930,0.45,0.49245,91.655,"October 22, 24",0.0049245,,,,,
2024-10-21,92.86,93.4,91.97,92.23,90.58,2275635,2275635,-0.63,-0.67844,92.615,"October 21, 24",-0.0067844,,,,,
2024-10-18,93.7,93.89,92.55,93.48,91.81,2257807,2257807,-0.22,-0.23479,93.405,"October 18, 24",-0.0023479,,,,,
2024-10-17,93.67,93.9,92.82,93.65,91.97,2423300,2423300,-0.02,-0.02135155,93.51,"October 17, 24",-0.0002135155,,,,,
2024-10-16,93.02,93.55,92.42,92.85,91.19,3336143,3336143,-0.17,-0.18276,92.96,"October 16, 24",-0.0018276,,,,,
2024-10-15,92.78,93.93,92.3,92.97,91.31,3755200,3755200,0.19,0.20479,92.995,"October 15, 24",0.0020479,,,,,
2024-10-14,91.63,92.67,90.92,92.28,90.63,2635100,2635100,0.65,0.70937,91.875,"October 14, 24",0.0070937,,,,,
2024-10-11,90.3,91.8,90.12,91.7,90.06,3447525,3447525,1.4,1.55,90.98,"October 11, 24",0.0155,,,,,
2024-10-10,89.65,90.96,89.13,90.5,88.88,5325300,5325300,0.85,0.94813,90.06,"October 10, 24",0.0094813,,,,,
2024-10-09,88.22,90.25,88.22,90.05,88.44,4014000,4014000,1.83,2.07,89.185,"October 09, 24",0.0207,,,,,
2024-10-08,88.3,89.36,87.84,89.23,87.63,3244836,3244836,0.93,1.05,88.6825,"October 08, 24",0.0105,,,,,
2024-10-07,88.25,89,87.79,88.73,87.14,2637777,2637777,0.48,0.54391,88.4425,"October 07, 24",0.0054391,,,,,
2024-10-04,88.3,89.12,87.67,89.11,87.51,3419300,3419300,0.81,0.91733,88.55,"October 04, 24",0.0091733,,,,,
2024-10-03,88.29,89.02,87.74,88.66,87.07,3104300,3104300,0.37,0.41907,88.4275,"October 03, 24",0.0041907,,,,,
2024-10-02,89.32,90.31,89.14,89.52,87.92,3033805,3033805,0.2,0.22391,89.5725,"October 02, 24",0.0022391,,,,,
2024-10-01,91.72,92.01,89.7,90.84,89.21,3315200,3315200,-0.88,-0.95944,91.0675,"October 01, 24",-0.0095944,,,,,
2024-09-30,91.26,92.83,90.7,92.74,91.08,3367627,3367627,1.48,1.62,91.8825,"September 30, 24",0.0162,,,,,
2024-09-27,91.9,93.22,90.89,92.5,90.84,3862300,3862300,0.6,0.65288,92.1275,"September 27, 24",0.0065288,,,,,
2024-09-26,93.39,94.14,92.81,93.24,91.57,3397119,3397119,-0.15,-0.16062,93.395,"September 26, 24",-0.0016062,,,,,
2024-09-25,92.46,92.51,91.42,91.9,90.25,3217000,3217000,-0.56,-0.60567,92.0725,"September 25, 24",-0.0060567,,,,,
2024-09-24,91.18,91.95,91.05,91.49,89.85,3335598,3335598,0.31,0.33999,91.4175,"September 24, 24",0.0033999,,,,,
2024-09-23,92.42,93.03,91.22,91.97,90.32,3396800,3396800,-0.45,-0.48691,92.16,"September 23, 24",-0.0048691,,,,,
2024-09-20,92.21,93.07,91.5,92.89,91.23,4795734,4795734,0.68,0.73745,92.4175,"September 20, 24",0.0073745,,,,,
2024-09-19,92.76,92.97,91.58,92.73,91.07,4259036,4259036,-0.03,-0.03234153,92.51,"September 19, 24",-0.0003234153,,,,,
2024-09-18,89.86,91.84,89.21,90.04,88.43,3928200,3928200,0.18,0.20031,90.2375,"September 18, 24",0.0020031,,,,,
2024-09-17,89.03,89.79,88.51,89.27,87.67,2729339,2729339,0.24,0.26957,89.15,"September 17, 24",0.0026957,,,,,
2024-09-16,87.99,89.31,87.68,89.17,87.57,3096230,3096230,1.18,1.34,88.5375,"September 16, 24",0.0134,,,,,
2024-09-13,87.35,88.04,87.05,87.49,85.92,3235400,3235400,0.14,0.16027,87.4825,"September 13, 24",0.0016027,,,,,
2024-09-12,85.46,86.88,85.29,86.66,85.11,2600300,2600300,1.2,1.4,86.0725,"September 12, 24",0.014,,,,,
2024-09-11,84.63,85.42,82.63,85.28,83.75,2770155,2770155,0.65,0.76805,84.49,"September 11, 24",0.0076805,,,,,
2024-09-10,84.8,85.75,84.19,85.61,84.08,3909700,3909700,0.81,0.95519,85.0875,"September 10, 24",0.0095519,,,,,
2024-09-09,83.87,84.53,82.79,84.3,82.79,6119600,6119600,0.43,0.5127,83.8725,"September 09, 24",0.005127,,,,,
2024-09-06,86.32,86.72,84.18,85.33,83.8,6131565,6131565,-0.99,-1.15,85.6375,"September 06, 24",-0.0115,,,,,
2024-09-05,84.87,85.09,82.93,84.47,82.96,6570500,6570500,-0.4,-0.47131,84.34,"September 05, 24",-0.0047131,,,,,
2024-09-04,87.66,87.81,85.05,85.18,83.65,6484978,6484978,-2.48,-2.83,86.425,"September 04, 24",-0.0283,,,,,
2024-09-03,89.85,90.74,87.31,88.07,86.49,4360055,4360055,-1.78,-1.98,88.9925,"September 03, 24",-0.0198,,,,,
2024-08-30,88.41,91.02,88.31,90.77,89.14,6967600,6967600,2.36,2.67,89.6275,"August 30, 24",0.0267,,,,,
2024-08-29,87.6,88.91,87.4,88.31,86.73,2925504,2925504,0.71,0.8105,88.055,"August 29, 24",0.008105,,,,,
2024-08-28,87.21,87.97,87.12,87.72,86.15,2360076,2360076,0.51,0.5848,87.505,"August 28, 24",0.005848,,,,,
2024-08-27,90.09,90.26,87.16,88.12,86.54,4615600,4615600,-1.97,-2.19,88.9075,"August 27, 24",-0.0219,,,,,
2024-08-26,90.3,90.96,89.92,90.05,88.44,3816735,3816735,-0.25,-0.27685,90.3075,"August 26, 24",-0.0027685,,,,,
2024-08-23,88.55,90.31,88.1,90.18,88.57,3827730,3827730,1.63,1.84,89.285,"August 23, 24",0.0184,2024-09-25,0.35,0.35,2024-08-23,2024-08-08
2024-08-22,87.97,88.8,87.52,88.14,86.22,4311000,4311000,0.17,0.19325,88.1075,"August 22, 24",0.0019325,,,,,
2024-08-21,85.54,87.43,85.52,87.4,85.49,3650769,3650769,1.86,2.17,86.4725,"August 21, 24",0.0217,,,,,
2024-08-20,85.31,85.76,84.71,85.29,83.43,2254325,2254325,-0.02,-0.02344391,85.2675,"August 20, 24",-0.0002344391,,,,,
2024-08-19,84.45,85.45,84.08,84.98,83.13,1989300,1989300,0.53,0.62759,84.74,"August 19, 24",0.0062759,,,,,
2024-08-16,85.12,85.38,83.49,84.18,82.34,2976304,2976304,-0.94,-1.1,84.5425,"August 16, 24",-0.011,,,,,
2024-08-15,84.18,85.65,83.3,85.62,83.75,4100700,4100700,1.44,1.71,84.6875,"August 15, 24",0.0171,,,,,
2024-08-14,84.2,84.25,82.71,83.35,81.53,5405400,5405400,-0.85,-1.01,83.6275,"August 14, 24",-0.0101,,,,,
2024-08-13,82.21,83.47,81.81,83.45,81.63,2728001,2728001,1.24,1.51,82.735,"August 13, 24",0.0151,,,,,
2024-08-12,82.68,82.99,80.95,81.9,80.11,3346613,3346613,-0.78,-0.9434,82.13,"August 12, 24",-0.009434,,,,,
2024-08-09,82.12,83.32,81.6,82.37,80.57,3948524,3948524,0.25,0.30443,82.3525,"August 09, 24",0.0030443,,,,,
2024-08-08,81.81,82.8,80.68,81.54,79.76,6611148,6611148,-0.27,-0.33003,81.7075,"August 08, 24",-0.0033003,,,,,
2024-08-07,79.52,79.6,75.65,76.09,74.43,6008100,6008100,-3.43,-4.31,77.715,"August 07, 24",-0.0431,,,,,
2024-08-06,74.47,79.01,74.36,78.4,76.69,5852100,5852100,3.93,5.28,76.56,"August 06, 24",0.0528,,,,,
2024-08-05,74.82,78.4,74.03,77.15,75.47,5422700,5422700,2.33,3.11,76.1,"August 05, 24",0.0311,,,,,
2024-08-02,78.55,80.21,77.45,79.08,77.36,6060100,6060100,0.53,0.67473,78.8225,"August 02, 24",0.0067473,,,,,
2024-08-01,85.51,85.79,81.47,81.84,80.06,4989200,4989200,-3.67,-4.29,83.6525,"August 01, 24",-0.0429,,,,,
2024-07-31,84.64,86.43,84.1,85.7,83.83,4396715,4396715,1.06,1.25,85.2175,"July 31, 24",0.0125,,,,,
2024-07-30,83.05,84.49,83.04,84.06,82.23,4483800,4483800,1.01,1.22,83.66,"July 30, 24",0.0122,,,,,
2024-07-29,81.68,83.13,81.22,82.6,80.8,3626100,3626100,0.92,1.13,82.1575,"July 29, 24",0.0113,,,,,
2024-07-26,80.82,82.1,80.26,81.55,79.77,2793700,2793700,0.73,0.90324,81.1825,"July 26, 24",0.0090324,,,,,
2024-07-25,78.64,81.28,78.13,79.56,77.82,4876811,4876811,0.92,1.17,79.4025,"July 25, 24",0.0117,,,,,
2024-07-24,80.78,81.49,79.59,79.67,77.93,4044100,4044100,-1.11,-1.37,80.3825,"July 24, 24",-0.0137,,,,,
2024-07-23,82.08,82.98,81.8,82.26,80.47,3539130,3539130,0.18,0.2193,82.28,"July 23, 24",0.002193,,,,,
2024-07-22,80.63,82.02,80.22,81.95,80.16,3677403,3677403,1.32,1.64,81.205,"July 22, 24",0.0164,,,,,
2024-07-19,79.2,80.2,78.93,79.87,78.13,2952308,2952308,0.67,0.84596,79.55,"July 19, 24",0.0084596,,,,,
2024-07-18,80.58,81.83,79.13,79.63,77.89,3805603,3805603,-0.95,-1.18,80.2925,"July 18, 24",-0.0118,,,,,
2024-07-17,81.55,82.17,80.78,80.79,79.03,5226800,5226800,-0.76,-0.93194,81.3225,"July 17, 24",-0.0093194,,,,,
2024-07-16,80.12,82.9,79.94,82.61,80.81,4275402,4275402,2.49,3.11,81.3925,"July 16, 24",0.0311,,,,,
2024-07-15,80.05,80.79,79.55,79.58,77.84,6032211,6032211,-0.47,-0.58713,79.9925,"July 15, 24",-0.0058713,,,,,
2024-07-12,79.5,81.18,79.3,79.42,77.69,4731100,4731100,-0.08,-0.10063,79.85,"July 12, 24",-0.0010063,,,,,
2024-07-11,78.26,79.88,77.73,79.61,77.87,10777818,10777818,1.35,1.73,78.87,"July 11, 24",0.0173,,,,,
2024-07-10,75.98,77.11,75.48,77.07,75.39,4429200,4429200,1.09,1.43,76.41,"July 10, 24",0.0143,,,,,
2024-07-09,75.46,76,74.9,75.89,74.23,4557100,4557100,0.435,0.56984,75.5625,"July 09, 24",0.0056984,,,,,
2024-07-08,74.55,74.9,74.02,74.23,72.61,3568630,3568630,-0.32,-0.42924,74.425,"July 08, 24",-0.0042924,,,,,
2024-07-05,72.91,73.73,72.32,73.67,72.06,3796700,3796700,0.76,1.04,73.1575,"July 05, 24",0.0104,,,,,
2024-07-03,72.85,73.44,72.39,73.35,71.75,3135600,3135600,0.5,0.68634,73.0075,"July 03, 24",0.0068634,,,,,
2024-07-02,71.41,72.2,71.18,72.05,70.48,6902233,6902233,0.64,0.89623,71.71,"July 02, 24",0.0089623,,,,,
2024-07-01,75.1,75.42,72.69,72.96,71.37,5193600,5193600,-2.14,-2.85,74.0425,"July 01, 24",-0.0285,,,,,
2024-06-28,75.1,75.85,74.44,74.98,73.34,38170117,38170117,-0.12,-0.15979,75.0925,"June 28, 24",-0.0015979,,,,,
2024-06-27,72.86,74.57,72.59,74.5,72.88,8076800,8076800,1.64,2.25,73.63,"June 27, 24",0.0225,,,,,
2024-06-26,72.4,73.06,72.06,72.72,71.13,5288531,5288531,0.32,0.44199,72.56,"June 26, 24",0.0044199,,,,,
2024-06-25,73.56,73.8,72.76,73.08,71.49,6229047,6229047,-0.48,-0.65253,73.3,"June 25, 24",-0.0065253,,,,,
2024-06-24,75.8,76.06,74.07,74.1,72.48,6701500,6701500,-1.7,-2.24,75.0075,"June 24, 24",-0.0224,,,,,
2024-06-21,74.54,75.92,73.58,75.77,74.12,57072183,57072183,1.23,1.65,74.9525,"June 21, 24",0.0165,,,,,
2024-06-20,77.8,77.88,74.89,75.97,74.31,8123200,8123200,-1.83,-2.35,76.635,"June 20, 24",-0.0235,,,,,
2024-06-18,79.1,79.49,77.49,77.88,76.18,8340804,8340804,-1.22,-1.54,78.49,"June 18, 24",-0.0154,,,,,
2024-06-17,77.42,78.77,76.97,78.72,77,7811300,7811300,1.3,1.68,77.97,"June 17, 24",0.0168,,,,,
2024-06-14,77.63,77.95,76.22,76.55,74.88,7897000,7897000,-1.08,-1.39,77.0875,"June 14, 24",-0.0139,,,,,
2024-06-13,78.86,79.38,78.56,79.21,77.48,8774541,8774541,0.35,0.44382,79.0025,"June 13, 24",0.0044382,,,,,
2024-06-12,79.85,80.53,79.23,79.68,77.94,9069821,9069821,-0.17,-0.2129,79.8225,"June 12, 24",-0.002129,,,,,
2024-06-11,78.5,78.73,77.29,78.18,76.48,10458800,10458800,-0.32,-0.40764,78.175,"June 11, 24",-0.0040764,,,,,
2024-06-10,78.11,79.79,78.04,79.42,77.69,8644009,8644009,1.31,1.68,78.84,"June 10, 24",0.0168,,,,,
2024-06-07,76.81,78.04,76.61,77.82,76.12,10472305,10472305,1.01,1.31,77.32,"June 07, 24",0.0131,,,,,
2024-06-06,77.43,78.08,76.59,77.36,75.67,11293527,11293527,-0.07,-0.09040424,77.365,"June 06, 24",-0.0009040424,,,,,
2024-06-05,77.38,78.68,76.71,78.4,76.69,5667408,5667408,1.02,1.32,77.7925,"June 05, 24",0.0132,,,,,
2024-06-04,78.05,78.85,76.11,76.92,75.24,12032400,12032400,-1.13,-1.45,77.4825,"June 04, 24",-0.0145,,,,,
2024-06-03,82.55,82.69,78.68,78.98,77.26,12180823,12180823,-3.57,-4.32,80.725,"June 03, 24",-0.0432,,,,,
2024-05-31,79.68,82.42,77.6,81.76,79.98,60095500,60095500,2.08,2.61,80.365,"May 31, 24",0.0261,,,,,
2024-05-30,78.37,79.96,78.08,79.96,78.22,5283778,5283778,1.59,2.03,79.0925,"May 30, 24",0.0203,,,,,
2024-05-29,78.55,78.97,77.77,78.11,76.41,3141914,3141914,-0.44,-0.56015,78.35,"May 29, 24",-0.0056015,,,,,
2024-05-28,81.49,82.18,78.77,79.25,77.52,5486653,5486653,-2.24,-2.75,80.4225,"May 28, 24",-0.0275,,,,,
2024-05-24,80.58,82.24,80.49,81.94,80.15,3670909,3670909,1.36,1.69,81.3125,"May 24, 24",0.0169,,,,,
2024-05-23,80.36,81.23,79.43,80.41,78.66,3059000,3059000,0.05,0.06222001,80.3575,"May 23, 24",0.0006222001,2024-06-26,0.35,0.35,2024-05-24,2024-05-10
2024-05-22,81.05,81.11,79.55,80.25,78.16,4822956,4822956,-0.8,-0.98705,80.49,"May 22, 24",-0.0098705,,,,,
2024-05-21,81.55,81.55,79.93,81.11,79,3688400,3688400,-0.44,-0.53955,81.035,"May 21, 24",-0.0053955,,,,,
