holder,shares,dateReported,change
VANGUARD GROUP INC,52688199,2025-09-30,-556572
Capital International Investors,52448740,2025-09-30,449142
"BlackRock, Inc.",30755668,2025-09-30,-1123986
STATE STREET CORP,16238498,2025-09-30,-60911
"ARIEL INVESTMENTS, LLC",12084292,2025-09-30,-285085
"GEODE CAPITAL MANAGEMENT, LLC",11942922,2025-09-30,306728
GOLDMAN SACHS GROUP INC,9927307,2025-09-30,6836217
Invesco Ltd.,8909922,2025-09-30,-2093999
CITADEL ADVISORS LLC,8382632,2025-09-30,2875735
UBS Group AG,6879509,2025-09-30,3953480
DIMENSIONAL FUND ADVISORS LP,6606640,2025-09-30,391482
BANK OF AMERICA CORP /DE/,6091661,2025-09-30,4331620
MORGAN STANLEY,5934153,2025-09-30,-1375281
Greenhouse Funds LLLP,5075270,2025-09-30,246225
"Patient Capital Management, LLC",4564871,2025-09-30,-143708
"BNP PARIBAS ARBITRAGE, SNC",4353098,2025-09-30,1831869
NORTHERN TRUST CORP,4263654,2025-09-30,19089
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,3758987,2025-09-30,38585
Freestone Grove Partners LP,3690333,2025-09-30,2849349
ROYAL BANK OF CANADA,3546088,2025-09-30,-649427
GOLDENTREE ASSET MANAGEMENT LP,3313561,2025-09-30,-684231
"Hound Partners, LLC",3093070,2025-09-30,-259766
"Point72 Asset Management, L.P.",3046134,2025-09-30,3046134
BALYASNY ASSET MANAGEMENT L.P.,2771061,2025-09-30,2389540
Candlestick Capital Management LP,2767223,2025-09-30,1248442
"Columbus Hill Capital Management, L.P.",2720728,2025-09-30,144019
"TWO SIGMA ADVISERS, LP",2625209,2025-09-30,-831100
"COMMONWEALTH EQUITY SERVICES, LLC",2616170,2025-09-30,189591
"Alyeska Investment Group, L.P.",2371241,2025-09-30,2371241
Bank of New York Mellon Corp,2339612,2025-09-30,39771
JPMORGAN CHASE & CO,2309488,2025-09-30,-1577202
Benchstone Capital Management LP,2133322,2025-09-30,323827
CITIGROUP INC,2119090,2025-09-30,1638889
VICTORY CAPITAL MANAGEMENT INC,2048191,2025-09-30,450951
"TWO SIGMA INVESTMENTS, LP",2034861,2025-09-30,-2602307
"TimesSquare Capital Management, LLC",1970972,2025-09-30,1970972
BARCLAYS PLC,1871716,2025-09-30,366571
"MARSHALL WACE, LLP",1775850,2025-09-30,-2622466
AMERICAN CENTURY COMPANIES INC,1743772,2025-09-30,318819
PRIMECAP MANAGEMENT CO/CA/,1680004,2025-09-30,-36701
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",1648621,2025-09-30,988657
MILLENNIUM MANAGEMENT LLC,1647639,2025-09-30,-2333342
"FEDERATED HERMES, INC.",1634895,2025-09-30,-24995
MANE GLOBAL CAPITAL MANAGEMENT LP,1598532,2025-09-30,1598532
Avala Global LP,1449400,2025-09-30,1449400
DEUTSCHE BANK AG\,1402057,2025-09-30,-416424
"GRS Advisors, LLC",1390358,2025-09-30,1390358
Amundi,1384494,2025-09-30,-134183
UBS ASSET MANAGEMENT AMERICAS INC,1365556,2025-09-30,-687022
AMERIPRISE FINANCIAL INC,1273219,2025-09-30,959749
CIBC WORLD MARKET INC.,1224693,2025-09-30,-40159
"Interval Partners, LP",1205334,2025-09-30,-1710434
