symbol,1D,5D,1M,3M,6M,ytd,1Y,3Y,5Y,10Y,max
ERIE,-3.0839,-2.88741,-6.2909,-12.95588,-18.60479,0,-31.4388,13.95931,14.40514,196.01492,1618.05813
