symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
CPRT,2025-07-31,45.33,965306000,43757320980,2780531000,103739000,41080528980
CPRT,2024-07-31,52.33,960739000,50275471870,1514111000,118733000,48880093870
CPRT,2023-07-31,44.2,953574000,42147970800,957395000,120453000,41311028800
CPRT,2022-07-31,32.22,949676000,30598560720,1384236000,119473000,29333797720
CPRT,2021-07-31,36.75,945008000,34729044000,1048260000,518069000,34198853000
CPRT,2020-07-31,23.31,932808000,21743754480,477718000,518622000,21784658480
CPRT,2019-07-31,19.38,921956000,17867507280,186319000,402367000,18083555280
CPRT,2018-07-31,14.35,927172000,13304918200,274520000,399898000,13430296200
CPRT,2017-07-31,7.87,914744000,7199035280,210100000,633038000,7621973280
CPRT,2016-07-31,6.41,915384000,5867611440,155849000,640492000,6352254440
CPRT,2015-07-31,4.5,1007316000,4532922000,456012000,644514000,4721424000
CPRT,2014-07-31,4.17,1005544000,4193118480,158668000,302901000,4337351480
CPRT,2013-07-31,4.06,999296000,4057141759,63631000,388748000,4382258759
CPRT,2012-07-31,2.97,1024960000,3044131200,140112000,444120000,3348139200
CPRT,2011-07-31,2.71,1210384000,3280140640,74009000,375756000,3581887640
CPRT,2010-07-31,2.28,1346640000,3070339199,268188000,975000,2803126199
CPRT,2009-07-31,2.21,1336592000,2953868320,162691000,0,2791177320
CPRT,2008-07-31,2.74,1398592000,3832142080,38954000,17502000,3810690080
CPRT,2007-07-31,1.76,1450416000,2552732160,98365000,9256000,2463623160
CPRT,2006-07-31,1.67,1445952000,2414739840,126590000,0,2288149840
CPRT,2005-07-31,1.53,1442592000,2207165760,252548000,0,1954617760
CPRT,2004-07-31,1.39,1431312000,1989523679,178320100,16200,1811219779
CPRT,2003-07-31,0.58625,1462528000,857407040,116746400,107000,740767640
CPRT,2002-07-31,0.83125,1419481600,1179944080,132690000,409200,1047663280
CPRT,2001-07-31,1.18,1317432000,1554569760,15245200,712100,1540036660
CPRT,2000-07-31,0.55208,1293619200,714181287,12164900,8554500,710570887
CPRT,1999-07-31,0.5,1281004800,640502400,37000000,7900000,611402400
CPRT,1998-07-31,0.22266,1265404800,281755032,15700000,8400000,274455032
CPRT,1997-07-31,0.1862,1199400300,223328335,27700000,9700000,205328335
CPRT,1996-07-31,0.16667,1168111596,194689159,13000000,11300000,192989159
CPRT,1995-07-31,0.21419,919540230,196956321,13800000,3800000,186956321
CPRT,1994-07-31,0.15234,719640180,109629985,17900000,4000000,95729985
