symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
LII,2024-12-31,609.3,35600000,21691080000,415100000,1488600000,22764580000
LII,2023-12-31,447.52,35500000,15886960000,60700000,1527300000,17353560000
LII,2022-12-31,239.23,35700000,8540511000,52600000,1749900000,10237811000
LII,2021-12-31,324.36,37200000,12066192000,31000000,1437600000,13472792000
LII,2020-12-31,273.97,38300000,10493051000,123900000,1178400000,11547551000
LII,2019-12-31,243.97,39000000,9514830000,37300000,1354900000,10832430000
LII,2018-12-31,218.86,40600000,8885716000,46300000,1041300000,9880716000
LII,2017-12-31,208.26,42200000,8788572000,68200000,1004000000,9724372000
LII,2016-12-31,153.17,43400000,6647577999,50200000,868200000,7465577999
LII,2015-12-31,124.9,44900000,5608010000,38900000,743900000,6313010000
LII,2014-12-31,95.07,47900000,4553853000,37500000,925600000,5441953000
LII,2013-12-31,85.06,49800000,4235988000,38000000,400400000,4598388000
LII,2012-12-31,52.52,50700000,2662764000,51800000,386600000,2997564000
LII,2011-12-31,33.75,52500000,1771875000,45000000,465100000,2191975000
LII,2010-12-31,47.29,54600000,2582034000,160000000,319000000,2741034000
LII,2009-12-31,39.04,55500000,2166720000,124300000,231500000,2273920000
LII,2008-12-31,32.29,56700000,1830843000,122100000,420400000,2129143000
LII,2007-12-31,41.42,66400000,2750288000,145500000,207900000,2812688000
LII,2006-12-31,30.61,69900000,2139639000,144300000,109200000,2104539000
LII,2005-12-31,28.2,64200000,1810440000,213500000,120500000,1717440000
LII,2004-12-31,20.35,60000000,1221000000,60900000,310500000,1470600000
LII,2003-12-31,16.7,58173077,971490385,76100000,362300000,1257690385
LII,2002-12-31,12.55,57148830,717217816,76369000,379873000,1020721816
LII,2001-12-31,9.7,52000000,504399999,34393000,517759000,987765999
LII,2000-12-31,7.75,56003333,434025830,40633000,690467000,1083859830
LII,1999-12-31,9.19,37828947,347648022,29200000,577100000,895548022
LII,1998-12-31,18.75,35000000,656250000,28400000,317400000,945250000
