symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
FOX,2025-06-30,51.63,461000000,23801430000,5351000000,7465000000,25915430000
FOX,2024-06-30,31.8,478000000,15200400000,4319000000,8152000000,19033400000
FOX,2023-06-30,31.89,531000000,16933590000,4272000000,8207000000,20868590000
FOX,2022-06-30,29.7,571090047,16961374395,5200000000,7718000000,19479374395
FOX,2021-06-30,35.2,595567867,20963988918,5886000000,8452000000,23529988918
FOX,2020-06-30,26.84,616000000,16533440000,4645000000,8520000000,20408440000
FOX,2019-06-30,35.96,621000000,22331160000,3234000000,6751000000,25848160000
FOX,2018-06-30,49.27,620000000,30547400000,2500000000,0,28047400000
FOX,2017-06-30,27.87,620000000,17279400000,19000000,0,17260400000
FOX,2016-06-30,27.25,620000000,16895000000,0,0,16895000000
