date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2025-06-27,SNDK,USD,0002023554,2025-08-21,2025-08-20 20:31:19,2025,FY,-1641000000,163000000,-12000000,182000000,-380000000,-100000000,-160000000,70000000,-190000000,1772000000,84000000,-204000000,402000000,0,0,358000000,556000000,2445000000,5000000,0,0,-1932000000,518000000,-5000000,1153000000,1481000000,328000000,84000000,-204000000,-120000000,https://www.sec.gov/Archives/edgar/data/2023554/000202355425000034/0002023554-25-000034-index.htm,https://www.sec.gov/Archives/edgar/data/2023554/000202355425000034/sndk-20250627.htm
2024-06-30,SNDK,USD,0002023554,2024-06-30,2024-06-29 20:00:00,2024,FY,-672000000,224000000,0,149000000,-139000000,-395000000,314000000,0,-58000000,129000000,-309000000,-166000000,0,0,0,376000000,210000000,0,0,0,0,136000000,136000000,-1000000,36000000,328000000,292000000,-309000000,-166000000,-475000000,,
2023-06-30,SNDK,USD,0002023554,2023-06-30,2023-06-30 00:00:00,2023,FY,-2143000000,448000000,0,165000000,344000000,750000000,-277000000,0,-129000000,473000000,-713000000,-219000000,0,0,0,30000000,-189000000,0,0,0,0,860000000,860000000,-1000000,-43000000,292000000,335000000,-713000000,-219000000,-932000000,,
2022-07-01,SNDK,USD,0001000180,2022-07-01,2022-07-01 00:00:00,2021,FY,1064000000,525000000,0,171000000,-561000000,-165000000,-56000000,0,-340000000,-48000000,1151000000,-410000000,0,0,0,-62000000,-472000000,0,0,0,0,-650000000,-650000000,306000000,335000000,335000000,0,1151000000,-410000000,741000000,,
2022-06-30,SNDK,USD,0002023554,2022-07-01,2022-07-01 00:00:00,2022,FY,1064000000,525000000,0,171000000,-561000000,-165000000,-56000000,0,-340000000,-48000000,1151000000,-410000000,0,0,0,-62000000,-472000000,0,0,0,0,-650000000,-650000000,306000000,335000000,335000000,0,1151000000,-410000000,741000000,,
2016-01-03,SNDK,USD,0002023554,2016-02-12,2016-02-12 17:03:56,2016,FY,388478000,621095000,-4891000,172396000,-176854000,224915000,-110250000,-6231000,-285288000,46456000,1046680000,-422787000,0,-3073012000,4562645000,-39178000,1027668000,-73000,0,-1250263000,-188911000,36051000,-1403196000,-1207000,669945000,1478948000,809003000,1046680000,-422787000,623893000,https://www.sec.gov/Archives/edgar/data/1000180/000100018016000068/0001000180-16-000068-index.htm,https://www.sec.gov/Archives/edgar/data/1000180/000100018016000068/sndk201510-k.htm
2014-12-28,SNDK,USD,0002023554,2015-02-10,2015-02-10 14:23:53,2015,FY,1007446000,578502000,-7915000,155313000,1738000,-118606000,136442000,26467000,-42565000,-36636000,1698448000,-232786000,-1088094000,-4106494000,4887594000,25091000,-514689000,-3212000,0,-1300212000,-234565000,185141000,-1352848000,-8154000,-177243000,809003000,986246000,1698448000,-257623000,1440825000,https://www.sec.gov/Archives/edgar/data/1000180/000100018015000013/0001000180-15-000013-index.htm,https://www.sec.gov/Archives/edgar/data/1000180/000100018015000013/sndk201410-k.htm
2013-12-29,SNDK,USD,0002023554,2014-02-21,2014-02-21 17:19:51,2014,FY,1042657000,464065000,527000,99756000,206929000,-51125000,23310000,-51465000,286209000,49738000,1863672000,-213415000,-316662000,-4925520000,4453428000,79289000,-922880000,223414000,0,-1589539000,-101191000,510955000,-956361000,6345000,-9224000,986246000,995470000,1863672000,-221792000,1641880000,https://www.sec.gov/Archives/edgar/data/1000180/000100018014000019/0001000180-14-000019-index.htm,https://www.sec.gov/Archives/edgar/data/1000180/000100018014000019/sndk201310-k.htm
2012-12-30,SNDK,USD,0002023554,2013-02-19,2013-02-19 17:17:21,2013,FY,417404000,416301000,34368000,78443000,-394173000,-68070000,-71260000,-65593000,-189250000,-22489000,529854000,-487973000,-120068000,-3178660000,2847362000,364973000,-574366000,0,2675000,-230081000,0,102317000,-125089000,-2425000,-172026000,995470000,1167496000,529854000,-491973000,37881000,https://www.sec.gov/Archives/edgar/data/1000180/000100018013000009/0001000180-13-000009-index.htm,https://www.sec.gov/Archives/edgar/data/1000180/000100018013000009/sndk201210-k.htm
2012-01-01,SNDK,USD,0002023554,2012-02-23,2012-02-23 16:30:18,2012,FY,986990000,351960000,-74829000,63110000,-209264000,-146726000,-158534000,108242000,-12246000,-64195000,1053772000,-192876000,-400965000,-3473915000,3483622000,-82893000,-667027000,-209947000,0,-4039000,0,166877000,-47109000,-1289000,338347000,1167496000,829149000,1053772000,-292876000,760896000,https://www.sec.gov/Archives/edgar/data/1000180/000100018012000012/0001000180-12-000012-index.htm,https://www.sec.gov/Archives/edgar/data/1000180/000100018012000012/sndk201110-k.htm
