date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,adjDividend,recordDate,paymentDate,declarationDate
2025-12-01,152.76,158.73,152.33,156.16,156.16,2404202,2404202,3.4,2.23,154.995,"December 01, 25",0.0223,,,,,
2025-11-28,149.31,153.41,149.04,152.59,152.59,749300,749300,3.28,2.2,151.0875,"November 28, 25",0.022,,,,,
2025-11-26,147.3,150.68,146.58,149.31,149.31,1379616,1379616,2.01,1.36,148.4675,"November 26, 25",0.0136,,,,,
2025-11-25,146.08,147.63,144.79,147.02,147.02,1341800,1341800,0.94,0.64348,146.38,"November 25, 25",0.0064348,,,,,
2025-11-24,145.85,148.46,143.57,147.64,147.64,1776600,1776600,1.79,1.23,146.38,"November 24, 25",0.0123,,,,,
2025-11-21,145.91,148.07,143.89,146.44,146.44,1873683,1873683,0.53,0.36324,146.0775,"November 21, 25",0.0036324,,,,,
2025-11-20,149.41,154.49,146.11,146.25,146.25,1963100,1963100,-3.16,-2.11,149.065,"November 20, 25",-0.0211,,,,,
2025-11-19,145.7,149.1,144.52,148.69,148.69,1365550,1365550,2.99,2.05,147.0025,"November 19, 25",0.0205,,,,,
2025-11-18,145.56,151.35,144.44,149.58,149.58,1853536,1853536,4.02,2.76,147.7325,"November 18, 25",0.0276,,,,,
2025-11-17,148.68,149,145.83,146.37,146.37,1272003,1272003,-2.31,-1.55,147.47,"November 17, 25",-0.0155,,,,,
2025-11-14,144.82,149.82,143.14,149.2,149.2,2002195,2002195,4.38,3.02,146.745,"November 14, 25",0.0302,,,,,
2025-11-13,145.1,147.18,143.43,144.38,144.38,1602100,1602100,-0.72,-0.49621,145.0225,"November 13, 25",-0.0049621,1,1,2025-11-13,2025-11-20,2025-11-03
2025-11-12,148,148.63,145.68,146.17,145.17,1295040,1295040,-1.83,-1.24,147.12,"November 12, 25",-0.0124,,,,,
2025-11-11,146.22,149.97,144.82,148.15,147.14,1432672,1432672,1.93,1.32,147.29,"November 11, 25",0.0132,,,,,
2025-11-10,144.47,145.76,142.27,144.73,143.74,1332800,1332800,0.26,0.17997,144.3075,"November 10, 25",0.0017997,,,,,
2025-11-07,141.94,144.63,139.65,143.65,142.67,1564849,1564849,1.71,1.2,142.4675,"November 07, 25",0.012,,,,,
2025-11-06,138.49,143.09,138.34,140.77,139.81,2062922,2062922,2.28,1.65,140.1725,"November 06, 25",0.0165,,,,,
2025-11-05,139.2,140.82,137.03,137.29,136.35,1830700,1830700,-1.91,-1.37,138.585,"November 05, 25",-0.0137,,,,,
2025-11-04,141.59,141.59,137.5,139.42,138.47,2390402,2390402,-2.17,-1.53,140.025,"November 04, 25",-0.0153,,,,,
2025-11-03,143.25,143.67,139.84,141.27,140.3,1964300,1964300,-1.98,-1.38,142.0075,"November 03, 25",-0.0138,,,,,
2025-10-31,142.1,144.5,141.91,143.19,142.21,1653802,1653802,1.09,0.76707,142.925,"October 31, 25",0.0076707,,,,,
2025-10-30,143.63,144.61,141.91,142.15,141.18,1392100,1392100,-1.48,-1.03,143.075,"October 30, 25",-0.0103,,,,,
2025-10-29,140.69,145.36,140.69,143.63,142.65,1473434,1473434,2.94,2.09,142.5925,"October 29, 25",0.0209,,,,,
2025-10-28,143.64,143.95,140.41,141.14,140.17,1140655,1140655,-2.5,-1.74,142.285,"October 28, 25",-0.0174,,,,,
2025-10-27,146.5,147.66,143.9,144.4,143.41,1389658,1389658,-2.1,-1.43,145.615,"October 27, 25",-0.0143,,,,,
2025-10-24,147.76,148.37,145.2,145.86,144.86,1434440,1434440,-1.9,-1.29,146.7975,"October 24, 25",-0.0129,,,,,
2025-10-23,147.62,149.38,146.5,147.17,146.16,2477868,2477868,-0.45,-0.30484,147.6675,"October 23, 25",-0.0030484,,,,,
2025-10-22,143.1,144.9,140.83,142.28,141.31,2404200,2404200,-0.82,-0.57303,142.7775,"October 22, 25",-0.0057303,,,,,
2025-10-21,141.38,142.14,139.5,141.53,140.56,1410200,1410200,0.15,0.1061,141.1375,"October 21, 25",0.001061,,,,,
2025-10-20,139.9,141.97,139.4,141.19,140.22,2216565,2216565,1.29,0.92209,140.615,"October 20, 25",0.0092209,,,,,
2025-10-17,139.65,140.04,137.58,139.09,138.14,1541224,1541224,-0.56,-0.401,139.09,"October 17, 25",-0.00401,,,,,
2025-10-16,142.61,143.35,137.25,139.44,138.49,1915167,1915167,-3.17,-2.22,140.6625,"October 16, 25",-0.0222,,,,,
2025-10-15,143.19,144.2,140.8,141.94,140.97,1105747,1105747,-1.25,-0.87297,142.5325,"October 15, 25",-0.0087297,,,,,
2025-10-14,139.39,143.1,139,141.83,140.86,1751736,1751736,2.44,1.75,140.83,"October 14, 25",0.0175,,,,,
2025-10-13,142.23,143.09,140.75,142.11,141.14,1527368,1527368,-0.12,-0.08437039,142.045,"October 13, 25",-0.0008437039,,,,,
2025-10-10,141.67,143.14,139.69,139.82,138.86,2134500,2134500,-1.85,-1.31,141.08,"October 10, 25",-0.0131,,,,,
2025-10-09,149.81,151.5,144.02,144.21,143.22,1481000,1481000,-5.6,-3.74,147.385,"October 09, 25",-0.0374,,,,,
2025-10-08,149.15,149.87,146.49,149.07,148.05,1399947,1399947,-0.08,-0.05363728,148.645,"October 08, 25",-0.0005363728,,,,,
2025-10-07,147.7,149.07,145.66,148.91,147.89,1358178,1358178,1.21,0.81923,147.835,"October 07, 25",0.0081923,,,,,
2025-10-06,149.01,152.49,148.55,149.1,148.08,2499642,2499642,0.09,0.06039863,149.7875,"October 06, 25",0.0006039863,,,,,
2025-10-03,143.58,147.91,143.58,147.47,146.46,2012327,2012327,3.89,2.71,145.635,"October 03, 25",0.0271,,,,,
2025-10-02,142.21,147.7,142.07,143.19,142.21,2615026,2615026,0.98,0.68912,143.7925,"October 02, 25",0.0068912,,,,,
2025-10-01,141.61,144.44,141.4,143.54,142.56,1497543,1497543,1.93,1.36,142.7475,"October 01, 25",0.0136,,,,,
2025-09-30,141.74,144.13,140.75,143.1,142.12,2488447,2488447,1.36,0.9595,142.43,"September 30, 25",0.009595,,,,,
2025-09-29,146.73,147.15,142.9,143.58,142.6,1808446,1808446,-3.15,-2.15,145.09,"September 29, 25",-0.0215,,,,,
2025-09-26,146.23,151,145.31,148.25,147.24,1646335,1646335,2.02,1.38,147.6975,"September 26, 25",0.0138,,,,,
2025-09-25,144.61,147.2,143.91,145.79,144.79,1306500,1306500,1.18,0.81599,145.3775,"September 25, 25",0.0081599,,,,,
2025-09-24,144.3,148.14,144.21,144.61,143.62,1999287,1999287,0.31,0.21483,145.315,"September 24, 25",0.0021483,,,,,
2025-09-23,139.7,146.52,139.7,142.18,141.21,2423817,2423817,2.48,1.78,142.025,"September 23, 25",0.0178,,,,,
2025-09-22,138.22,139.31,136.13,138.83,137.88,2136932,2136932,0.61,0.44133,138.1225,"September 22, 25",0.0044133,,,,,
2025-09-19,140.7,140.7,137.7,139.67,138.71,4089456,4089456,-1.03,-0.73205,139.6925,"September 19, 25",-0.0073205,,,,,
2025-09-18,140.81,141.18,138.71,140.64,139.68,1954636,1954636,-0.17,-0.12073,140.335,"September 18, 25",-0.0012073,,,,,
2025-09-17,137.73,142.33,136.5,140.47,139.51,2225273,2225273,2.74,1.99,139.2575,"September 17, 25",0.0199,,,,,
2025-09-16,135.64,140.07,135.59,138.42,137.47,2752337,2752337,2.78,2.05,137.43,"September 16, 25",0.0205,,,,,
2025-09-15,137.46,137.51,134.3,134.53,133.61,3109121,3109121,-2.93,-2.13,135.95,"September 15, 25",-0.0213,,,,,
2025-09-12,138.82,140.2,136.84,136.88,135.94,1752145,1752145,-1.94,-1.4,138.185,"September 12, 25",-0.014,,,,,
2025-09-11,137.5,139.37,137,138.42,137.47,1573185,1573185,0.92,0.66909,138.0725,"September 11, 25",0.0066909,,,,,
2025-09-10,136.99,140.11,136.12,139.64,138.68,2005900,2005900,2.65,1.93,138.215,"September 10, 25",0.0193,,,,,
2025-09-09,138.03,139.9,136.23,136.29,135.36,2149809,2149809,-1.74,-1.26,137.6125,"September 09, 25",-0.0126,,,,,
2025-09-08,139.62,139.9,135.65,137.28,136.34,2052200,2052200,-2.34,-1.68,138.1125,"September 08, 25",-0.0168,,,,,
2025-09-05,140.78,142.05,137.07,138.71,137.76,1995100,1995100,-2.07,-1.47,139.6525,"September 05, 25",-0.0147,,,,,
2025-09-04,141.94,143.8,140.54,142.74,141.76,1573007,1573007,0.8,0.56362,142.255,"September 04, 25",0.0056362,,,,,
2025-09-03,148.01,148.69,141.52,142.29,141.32,1953242,1953242,-5.72,-3.86,145.1275,"September 03, 25",-0.0386,,,,,
2025-09-02,148.46,150.11,146.95,149.86,148.83,1558861,1558861,1.4,0.94301,148.845,"September 02, 25",0.0094301,,,,,
2025-08-29,148.51,150.12,148.3,148.76,147.74,1214100,1214100,0.25,0.16834,148.9225,"August 29, 25",0.0016834,,,,,
2025-08-28,147.61,149.37,145.91,149.17,148.15,1061446,1061446,1.56,1.06,148.015,"August 28, 25",0.0106,,,,,
2025-08-27,144.16,147.66,143.96,147.06,146.05,1987800,1987800,2.9,2.01,145.71,"August 27, 25",0.0201,,,,,
2025-08-26,144.28,144.55,142.26,143.96,142.98,2046400,2046400,-0.32,-0.22179,143.7625,"August 26, 25",-0.0022179,,,,,
2025-08-25,143.4,145.56,142.15,145.27,144.28,1623166,1623166,1.87,1.3,144.095,"August 25, 25",0.013,,,,,
2025-08-22,138.9,143.79,138.51,143.28,142.3,2029218,2029218,4.38,3.15,141.12,"August 22, 25",0.0315,,,,,
2025-08-21,137.66,138.98,136.41,138,137.06,1734838,1734838,0.34,0.24699,137.7625,"August 21, 25",0.0024699,,,,,
2025-08-20,139.41,140.45,137.65,137.87,136.93,1582167,1582167,-1.54,-1.1,138.845,"August 20, 25",-0.011,,,,,
2025-08-19,138.46,140.64,137.81,138.96,138.01,1324184,1324184,0.5,0.36112,138.9675,"August 19, 25",0.0036112,,,,,
2025-08-18,139.33,140.17,137.2,139.52,138.57,1408173,1408173,0.19,0.13637,139.055,"August 18, 25",0.0013637,,,,,
2025-08-15,140.77,142.66,139.58,140.22,139.26,1889863,1889863,-0.55,-0.39071,140.8075,"August 15, 25",-0.0039071,,,,,
2025-08-14,139.02,141.08,136.89,140.77,139.81,1483461,1483461,1.75,1.26,139.44,"August 14, 25",0.0126,1,1,2025-08-14,2025-08-21,2025-08-04
2025-08-13,138,140.18,137.7,139.98,138.03,1945530,1945530,1.98,1.43,138.965,"August 13, 25",0.0143,,,,,
2025-08-12,137.7,140.82,137.12,138.49,136.56,2581321,2581321,0.79,0.57371,138.5325,"August 12, 25",0.0057371,,,,,
2025-08-11,141,141.48,136.2,136.84,134.93,3044700,3044700,-4.16,-2.95,138.88,"August 11, 25",-0.0295,,,,,
2025-08-08,142,144.68,140.3,142.03,140.05,1684600,1684600,0.03,0.02112676,142.2525,"August 08, 25",0.0002112676,,,,,
2025-08-07,145.63,147.7,140.85,141.12,139.15,2202934,2202934,-4.51,-3.1,143.825,"August 07, 25",-0.031,,,,,
2025-08-06,147,149.01,142.84,144.36,142.35,2171900,2171900,-2.64,-1.8,145.8025,"August 06, 25",-0.018,,,,,
2025-08-05,147.78,147.78,140.69,145.68,143.65,3845223,3845223,-2.1,-1.42,145.4825,"August 05, 25",-0.0142,,,,,
2025-08-04,145,148.19,144.7,147.78,145.72,2536100,2536100,2.78,1.92,146.4175,"August 04, 25",0.0192,,,,,
2025-08-01,148.44,148.99,144.82,146.14,144.1,2830958,2830958,-2.3,-1.55,147.0975,"August 01, 25",-0.0155,,,,,
2025-07-31,149,152.2,147.76,148.66,146.59,1866087,1866087,-0.34,-0.22819,149.405,"July 31, 25",-0.0022819,,,,,
2025-07-30,151.61,151.93,149.49,151,148.9,2019317,2019317,-0.61,-0.40235,151.0075,"July 30, 25",-0.0040235,,,,,
2025-07-29,150.52,153.05,149.22,152.5,150.38,2587222,2587222,1.98,1.32,151.3225,"July 29, 25",0.0132,,,,,
2025-07-28,145.99,150.99,145.99,150.52,148.42,1686800,1686800,4.53,3.1,148.3725,"July 28, 25",0.031,,,,,
2025-07-25,145.6,146.17,143.26,144.61,142.6,1035678,1035678,-0.99,-0.67995,144.91,"July 25, 25",-0.0067995,,,,,
2025-07-24,143.2,146.17,142.44,145.3,143.28,1851451,1851451,2.1,1.47,144.2775,"July 24, 25",0.0147,,,,,
2025-07-23,142.6,144.08,141.6,143.69,141.69,1249124,1249124,1.09,0.76438,142.9925,"July 23, 25",0.0076438,,,,,
2025-07-22,140.17,143.45,140.01,141.82,139.84,1540618,1540618,1.65,1.18,141.3625,"July 22, 25",0.0118,,,,,
2025-07-21,141.28,141.67,139.75,139.84,137.89,1296646,1296646,-1.44,-1.02,140.635,"July 21, 25",-0.0102,,,,,
2025-07-18,143,145.09,141.32,141.37,139.4,2388591,2388591,-1.63,-1.14,142.695,"July 18, 25",-0.0114,,,,,
2025-07-17,136.49,141.26,136.31,140.93,138.97,1727925,1727925,4.44,3.25,138.7475,"July 17, 25",0.0325,,,,,
2025-07-16,137.78,138.66,134.66,136.47,134.57,2179932,2179932,-1.31,-0.95079,136.8925,"July 16, 25",-0.0095079,,,,,
2025-07-15,142.29,142.66,137.84,137.88,135.96,2913500,2913500,-4.41,-3.1,140.1675,"July 15, 25",-0.031,,,,,
2025-07-14,143.77,143.77,140.3,141.96,139.98,1549993,1549993,-1.81,-1.26,142.45,"July 14, 25",-0.0126,,,,,
2025-07-11,142.69,145.46,141.94,144.33,142.32,1333621,1333621,1.64,1.15,143.605,"July 11, 25",0.0115,,,,,
2025-07-10,141.09,143.2,139.36,143.03,141.04,1798707,1798707,1.94,1.38,141.67,"July 10, 25",0.0138,,,,,
2025-07-09,143.54,144,141.51,142.12,140.14,1237388,1237388,-1.42,-0.98927,142.7925,"July 09, 25",-0.0098927,,,,,
2025-07-08,137.64,145.24,137.35,143.76,141.76,2482274,2482274,6.12,4.45,140.9975,"July 08, 25",0.0445,,,,,
2025-07-07,140.29,141.21,135.99,137.92,136,1717625,1717625,-2.37,-1.69,138.8525,"July 07, 25",-0.0169,,,,,
2025-07-03,141.7,142.21,140.25,140.9,138.94,1199623,1199623,-0.8,-0.56457,141.265,"July 03, 25",-0.0056457,,,,,
2025-07-02,141.97,142.87,138.95,141.97,139.99,1852564,1852564,0,0,141.44,"July 02, 25",0,,,,,
2025-07-01,137.8,141.9,136.4,140.2,138.25,2014200,2014200,2.4,1.74,139.075,"July 01, 25",0.0174,,,,,
2025-06-30,139.16,139.16,136.95,137.4,135.49,2386187,2386187,-1.76,-1.26,138.1675,"June 30, 25",-0.0126,,,,,
2025-06-27,140.59,141.32,138.99,139.77,137.82,2781700,2781700,-0.82,-0.58326,140.1675,"June 27, 25",-0.0058326,,,,,
2025-06-26,138.72,141.6,137.77,140.87,138.91,1582120,1582120,2.16,1.55,139.74,"June 26, 25",0.0155,,,,,
2025-06-25,139.02,140.64,137.74,138.04,136.12,2068612,2068612,-0.98,-0.70493,138.86,"June 25, 25",-0.0070493,,,,,
2025-06-24,138.28,141.23,137.1,139.35,137.41,3222743,3222743,1.07,0.77379,138.99,"June 24, 25",0.0077379,,,,,
2025-06-23,151,151,140.78,141.15,139.18,4574211,4574211,-9.85,-6.52,145.9825,"June 23, 25",-0.0652,,,,,
2025-06-20,150.33,150.7,148.11,148.85,146.78,4309700,4309700,-1.48,-0.9845,149.4975,"June 20, 25",-0.009845,,,,,
2025-06-18,153.43,155.11,148.44,148.78,146.71,2978502,2978502,-4.65,-3.03,151.44,"June 18, 25",-0.0303,,,,,
2025-06-17,153.07,156.03,151.11,152.93,150.8,3360019,3360019,-0.14,-0.09146142,153.285,"June 17, 25",-0.0009146142,,,,,
2025-06-16,154.14,155.22,148.83,151.03,148.93,3828747,3828747,-3.11,-2.02,152.305,"June 16, 25",-0.0202,,,,,
2025-06-13,157.34,158,152.52,154.91,152.75,5208100,5208100,-2.43,-1.54,155.6925,"June 13, 25",-0.0154,,,,,
2025-06-12,147.15,149.39,145.89,149.33,147.25,1758740,1758740,2.18,1.48,147.94,"June 12, 25",0.0148,,,,,
2025-06-11,145.8,149.36,144.3,148.92,146.85,3217732,3217732,3.12,2.14,147.095,"June 11, 25",0.0214,,,,,
2025-06-10,143,147.56,142.75,145.57,143.54,2282275,2282275,2.57,1.8,144.72,"June 10, 25",0.018,,,,,
2025-06-09,141.42,143.32,140.35,142.13,140.15,1735600,1735600,0.71,0.50205,141.805,"June 09, 25",0.0050205,,,,,
2025-06-06,139.27,141.21,139,140.56,138.6,1776700,1776700,1.29,0.92626,140.01,"June 06, 25",0.0092626,,,,,
2025-06-05,140.26,140.4,136.83,137.45,135.54,2064417,2064417,-2.81,-2,138.735,"June 05, 25",-0.02,,,,,
2025-06-04,142.14,144,138.38,139.35,137.41,2444000,2444000,-2.79,-1.96,140.9675,"June 04, 25",-0.0196,,,,,
2025-06-03,138,143.3,135.88,142.28,140.3,2770727,2770727,4.28,3.1,139.865,"June 03, 25",0.031,,,,,
2025-06-02,138.45,139.03,135.86,137.59,135.67,2118545,2118545,-0.86,-0.62116,137.7325,"June 02, 25",-0.0062116,,,,,
2025-05-30,136.64,136.71,133.75,134.55,132.68,4362973,4362973,-2.09,-1.53,135.4125,"May 30, 25",-0.0153,,,,,
2025-05-29,137.47,138.19,136.13,137.81,135.89,2103329,2103329,0.34,0.24733,137.4,"May 29, 25",0.0024733,,,,,
2025-05-28,139.22,139.22,135.94,136.28,134.38,1904900,1904900,-2.94,-2.11,137.665,"May 28, 25",-0.0211,,,,,
2025-05-27,137.79,138.11,135.54,137.49,135.57,1787327,1787327,-0.3,-0.21772,137.2325,"May 27, 25",-0.0021772,,,,,
2025-05-23,134.31,136.62,133.75,135.86,133.97,1766269,1766269,1.55,1.15,135.135,"May 23, 25",0.0115,,,,,
2025-05-22,134.76,136.86,132.2,136.29,134.39,1929303,1929303,1.53,1.14,135.0275,"May 22, 25",0.0114,,,,,
2025-05-21,138.35,138.67,136.12,136.31,134.41,1650204,1650204,-2.04,-1.47,137.3625,"May 21, 25",-0.0147,,,,,
2025-05-20,139.18,139.82,137.44,138.35,136.42,1104900,1104900,-0.83,-0.59635,138.6975,"May 20, 25",-0.0059635,,,,,
2025-05-19,139.93,140.24,137.62,139.35,137.41,1476615,1476615,-0.58,-0.41449,139.285,"May 19, 25",-0.0041449,,,,,
2025-05-16,142.77,142.77,139.22,141.13,139.16,2291949,2291949,-1.64,-1.15,141.4725,"May 16, 25",-0.0115,,,,,
2025-05-15,140.19,142.02,138.52,141.95,139.97,2596100,2596100,1.76,1.26,140.67,"May 15, 25",0.0126,1,1,2025-05-15,2025-05-22,2025-05-05
2025-05-14,144.53,145.95,143.98,144.82,141.82,1621508,1621508,0.29,0.20065,144.82,"May 14, 25",0.0020065,,,,,
2025-05-13,143.61,147.69,142.9,146.17,143.14,2010200,2010200,2.56,1.78,145.0925,"May 13, 25",0.0178,,,,,
2025-05-12,144.84,147.75,142.07,142.92,139.96,2264700,2264700,-1.92,-1.33,144.395,"May 12, 25",-0.0133,,,,,
2025-05-09,138,139.35,136.65,137.89,135.03,1944506,1944506,-0.11,-0.07971014,137.9725,"May 09, 25",-0.0007971014,,,,,
2025-05-08,130.48,137.33,130.48,136.18,133.36,2555000,2555000,5.7,4.37,133.6175,"May 08, 25",0.0437,,,,,
2025-05-07,132.77,132.89,127.75,129.57,126.89,2549974,2549974,-3.2,-2.41,130.745,"May 07, 25",-0.0241,,,,,
2025-05-06,133.9,137,131.32,131.98,129.25,3776111,3776111,-1.92,-1.43,133.55,"May 06, 25",-0.0143,,,,,
2025-05-05,134,135.06,132.05,133.08,130.32,2865800,2865800,-0.92,-0.68657,133.5475,"May 05, 25",-0.0068657,,,,,
2025-05-02,136.56,137.85,133.82,136.81,133.98,2368000,2368000,0.25,0.18307,136.26,"May 02, 25",0.0018307,,,,,
2025-05-01,131.31,136.4,130.9,134.83,132.04,2158108,2158108,3.52,2.68,133.36,"May 01, 25",0.0268,,,,,
2025-04-30,134.44,134.6,130.51,132.01,129.27,1980001,1980001,-2.43,-1.81,132.89,"April 30, 25",-0.0181,,,,,
2025-04-29,137.81,138.01,135.34,136.65,133.82,1665530,1665530,-1.16,-0.84174,136.9525,"April 29, 25",-0.0084174,,,,,
2025-04-28,136.41,138.6,136.24,137.82,134.96,1664800,1664800,1.41,1.03,137.2675,"April 28, 25",0.0103,,,,,
2025-04-25,135.11,137.25,134.85,136.76,133.93,1608658,1608658,1.65,1.22,135.9925,"April 25, 25",0.0122,,,,,
2025-04-24,136.94,137.81,135.11,136.16,133.34,2054466,2054466,-0.78,-0.56959,136.505,"April 24, 25",-0.0056959,,,,,
2025-04-23,137.79,140,134.39,135.54,132.73,2130424,2130424,-2.25,-1.63,136.93,"April 23, 25",-0.0163,,,,,
2025-04-22,135.12,137.97,134.38,136.54,133.71,1731904,1731904,1.42,1.05,136.0025,"April 22, 25",0.0105,,,,,
2025-04-21,134.18,134.35,130.32,132.35,129.61,2180300,2180300,-1.83,-1.36,132.8,"April 21, 25",-0.0136,,,,,
2025-04-17,132.58,139.22,132.58,137.64,134.79,3667402,3667402,5.06,3.82,135.505,"April 17, 25",0.0382,,,,,
2025-04-16,127.73,132.58,127.71,130.22,127.52,2047402,2047402,2.49,1.95,129.56,"April 16, 25",0.0195,,,,,
2025-04-15,126.69,130.02,126.69,127.14,124.51,1690735,1690735,0.45,0.3552,127.635,"April 15, 25",0.003552,,,,,
2025-04-14,131.81,132.96,125.87,127.64,125,2523736,2523736,-4.17,-3.16,129.57,"April 14, 25",-0.0316,,,,,
2025-04-11,123.09,129.03,121.03,129.01,126.34,3928700,3928700,5.92,4.81,125.54,"April 11, 25",0.0481,,,,,
2025-04-10,129.25,130.03,119.65,123.16,120.61,4367649,4367649,-6.09,-4.71,125.5225,"April 10, 25",-0.0471,,,,,
2025-04-09,115.83,137.35,114,134.93,132.13,5370818,5370818,19.11,16.49,125.5275,"April 09, 25",0.1649,,,,,
2025-04-08,129.25,129.65,117.41,119.25,116.78,3368700,3368700,-10,-7.74,123.89,"April 08, 25",-0.0774,,,,,
2025-04-07,120.86,129.25,117.03,124.53,121.95,5480200,5480200,3.67,3.04,122.9175,"April 07, 25",0.0304,,,,,
2025-04-04,134.05,135.82,123.15,123.37,120.81,5425104,5425104,-10.68,-7.97,129.0975,"April 04, 25",-0.0797,,,,,
2025-04-03,151.06,153.02,141.1,141.28,138.35,5414228,5414228,-9.78,-6.47,146.615,"April 03, 25",-0.0647,,,,,
2025-04-02,159.04,161.78,158.26,161.49,158.14,1394949,1394949,2.45,1.54,160.1425,"April 02, 25",0.0154,,,,,
2025-04-01,160.24,161.14,157.85,160.87,157.54,1456131,1456131,0.63,0.39316,160.025,"April 01, 25",0.0039316,,,,,
2025-03-31,157.63,161.6,156.8,159.88,156.57,2068991,2068991,2.25,1.43,158.9775,"March 31, 25",0.0143,,,,,
2025-03-28,159.93,160.96,155.85,157.54,154.28,1635775,1635775,-2.39,-1.49,158.57,"March 28, 25",-0.0149,,,,,
2025-03-27,162.64,163.21,159.64,160.23,156.91,1468100,1468100,-2.41,-1.48,161.43,"March 27, 25",-0.0148,,,,,
2025-03-26,162.84,165.13,162.34,163.09,159.71,2373987,2373987,0.255,0.15352,163.35,"March 26, 25",0.0015352,,,,,
2025-03-25,162,163.26,160.57,161.6,158.25,2324125,2324125,-0.4,-0.24691,161.8575,"March 25, 25",-0.0024691,,,,,
2025-03-24,158.85,161.44,158.55,161.01,157.67,2042539,2042539,2.16,1.36,159.9625,"March 24, 25",0.0136,,,,,
2025-03-21,156.8,158.73,156.16,158.5,155.22,7798483,7798483,1.7,1.08,157.5475,"March 21, 25",0.0108,,,,,
2025-03-20,156.83,159.25,155.96,158.48,155.2,2048859,2048859,1.65,1.05,157.63,"March 20, 25",0.0105,,,,,
2025-03-19,155.33,158.57,155.2,157.6,154.33,2974529,2974529,2.27,1.46,156.675,"March 19, 25",0.0146,,,,,
2025-03-18,153.99,155.02,152.12,155,151.79,2352915,2352915,1.01,0.65589,154.0325,"March 18, 25",0.0065589,,,,,
2025-03-17,150.8,153.98,150.25,153.03,149.86,1979878,1979878,2.23,1.48,152.015,"March 17, 25",0.0148,,,,,
2025-03-14,146.52,151.02,145.22,150.2,147.09,2738976,2738976,3.68,2.51,148.24,"March 14, 25",0.0251,,,,,
2025-03-13,145.31,146.91,142.6,145.8,142.78,2641928,2641928,0.49,0.33721,145.155,"March 13, 25",0.0033721,,,,,
2025-03-12,144.47,148.36,143.25,146.55,143.51,2411000,2411000,2.08,1.44,145.6575,"March 12, 25",0.0144,,,,,
