date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,adjDividend,declarationDate,dividend,paymentDate
2024-05-15,126.81,127.17,124.96,125.17,113.48,745504,745504,-1.64,-1.29,126.0275,"May 15, 24",-0.0129,,,,,
2024-05-14,122.25,124.33,122.23,124.02,112.44,690535,690535,1.77,1.45,123.2075,"May 14, 24",0.0145,,,,,
2024-05-13,122.55,122.64,120.03,120.72,109.45,407308,407308,-1.83,-1.49,121.485,"May 13, 24",-0.0149,,,,,
2024-05-10,121.22,122.03,120.66,121.59,110.23,551700,551700,0.37,0.30523,121.375,"May 10, 24",0.0030523,,,,,
2024-05-09,118.63,121.26,118.48,120.54,109.28,428590,428590,1.91,1.61,119.7275,"May 09, 24",0.0161,,,,,
2024-05-08,118.67,118.96,117.58,118.1,107.07,515263,515263,-0.57,-0.48032,118.3275,"May 08, 24",-0.0048032,,,,,
2024-05-07,121.3,121.56,119.16,119.71,108.53,663619,663619,-1.59,-1.31,120.4325,"May 07, 24",-0.0131,,,,,
2024-05-06,121.88,122.08,119.24,119.87,108.68,510300,510300,-2.01,-1.65,120.7675,"May 06, 24",-0.0165,,,,,
2024-05-03,120.9,122.3,119.43,120.51,109.26,706001,706001,-0.39,-0.32258,120.785,"May 03, 24",-0.0032258,,,,,
2024-05-02,118.36,118.36,116.17,118.17,107.13,815900,815900,-0.19,-0.16053,117.765,"May 02, 24",-0.0016053,,,,,
2024-05-01,115.63,120.01,115,116.79,105.88,770100,770100,1.16,1,116.8575,"May 01, 24",0.01,,,,,
2024-04-30,117.91,118.64,115.75,115.87,105.05,1054200,1054200,-2.04,-1.73,117.0425,"April 30, 24",-0.0173,,,,,
2024-04-29,117.99,119.17,117.35,119.15,108.02,704901,704901,1.16,0.98313,118.415,"April 29, 24",0.0098313,,,,,
2024-04-26,117.53,118.91,116.19,116.24,105.38,888300,888300,-1.29,-1.1,117.2175,"April 26, 24",-0.011,,,,,
2024-04-25,117.46,118.24,115.49,117.3,106.35,1382800,1382800,-0.16,-0.13622,117.1225,"April 25, 24",-0.0013622,,,,,
2024-04-24,118.15,119.83,116.89,119.65,108.48,879340,879340,1.5,1.27,118.63,"April 24, 24",0.0127,,,,,
2024-04-23,121.29,123.2,119.29,119.49,108.33,1239800,1239800,-1.8,-1.48,120.8175,"April 23, 24",-0.0148,,,,,
2024-04-22,116.36,118.86,115.72,118.57,107.5,1050300,1050300,2.21,1.9,117.3775,"April 22, 24",0.019,,,,,
2024-04-19,117.22,118.45,115.06,115.69,104.89,951600,951600,-1.53,-1.31,116.605,"April 19, 24",-0.0131,,,,,
2024-04-18,117.2,117.48,114.66,116.51,105.63,1137258,1137258,-0.69,-0.58874,116.4625,"April 18, 24",-0.0058874,,,,,
2024-04-17,117.29,118.36,116.41,116.45,105.57,611500,611500,-0.84,-0.71617,117.1275,"April 17, 24",-0.0071617,,,,,
2024-04-16,118.5,118.5,116.16,116.99,106.06,778107,778107,-1.51,-1.27,117.5375,"April 16, 24",-0.0127,,,,,
2024-04-15,123.51,123.85,118.42,119.18,108.05,572877,572877,-4.33,-3.51,121.24,"April 15, 24",-0.0351,,,,,
2024-04-12,123.6,123.62,121.24,121.84,110.46,535410,535410,-1.76,-1.42,122.575,"April 12, 24",-0.0142,,,,,
2024-04-11,123.83,124.7,121.88,123.9,112.33,691619,691619,0.07,0.05652911,123.5775,"April 11, 24",0.0005652911,,,,,
2024-04-10,124.57,124.71,121.72,122.76,111.3,689829,689829,-1.81,-1.45,123.44,"April 10, 24",-0.0145,,,,,
2024-04-09,127.25,129.81,127.23,129.6,117.5,724844,724844,2.35,1.85,128.4725,"April 09, 24",0.0185,,,,,
2024-04-08,125.5,126.9,125.35,126.71,114.88,716824,716824,1.21,0.96414,126.115,"April 08, 24",0.0096414,,,,,
2024-04-05,121.28,124.82,121,124.58,112.95,551100,551100,3.3,2.72,122.92,"April 05, 24",0.0272,,,,,
2024-04-04,125.18,125.96,122.28,122.51,111.07,654400,654400,-2.67,-2.13,123.9825,"April 04, 24",-0.0213,,,,,
2024-04-03,123.82,124.09,122.35,123.5,111.97,614165,614165,-0.32,-0.25844,123.44,"April 03, 24",-0.0025844,,,,,
2024-04-02,123.93,124.68,122.69,123.97,112.39,723000,723000,0.04,0.03227628,123.8175,"April 02, 24",0.0003227628,,,,,
2024-04-01,129.34,129.34,125.23,125.5,113.78,616226,616226,-3.84,-2.97,127.3525,"April 01, 24",-0.0297,,,,,
2024-03-28,128.45,129.65,128.36,128.91,116.87,812340,812340,0.46,0.35812,128.8425,"March 28, 24",0.0035812,,,,,
2024-03-27,124.4,127.71,123.94,127.68,115.76,1162700,1162700,3.28,2.64,125.9325,"March 27, 24",0.0264,2024-03-28,1.27,2024-03-04,1.27,2024-04-15
2024-03-26,127.07,127.07,124.04,124.19,111.44,1046600,1046600,-2.88,-2.27,125.5925,"March 26, 24",-0.0227,,,,,
2024-03-25,126.08,127.5,126.08,126.47,113.49,1235200,1235200,0.39,0.30933,126.5325,"March 25, 24",0.0030933,,,,,
2024-03-22,128.9,129.23,124.87,125.53,112.64,858200,858200,-3.37,-2.61,127.1325,"March 22, 24",-0.0261,,,,,
2024-03-21,127.21,129.75,126.46,128.59,115.39,959100,959100,1.38,1.08,128.0025,"March 21, 24",0.0108,,,,,
2024-03-20,122.91,127.01,122.8,126.16,113.21,916531,916531,3.25,2.64,124.72,"March 20, 24",0.0264,,,,,
2024-03-19,123.12,124.32,122.2,123.51,110.83,630431,630431,0.39,0.31676,123.2875,"March 19, 24",0.0031676,,,,,
2024-03-18,124.1,124.83,122.97,123.44,110.77,903936,903936,-0.66,-0.53183,123.835,"March 18, 24",-0.0053183,,,,,
2024-03-15,121.98,124.88,121.98,123.75,111.04,2083748,2083748,1.77,1.45,123.1475,"March 15, 24",0.0145,,,,,
2024-03-14,124.45,124.71,121.31,123.49,110.81,1261900,1261900,-0.96,-0.77139,123.49,"March 14, 24",-0.0077139,,,,,
2024-03-13,126.13,127.42,124.78,125.19,112.34,767406,767406,-0.94,-0.74526,125.88,"March 13, 24",-0.0074526,,,,,
2024-03-12,126.51,127.23,124.26,125.95,113.02,627514,627514,-0.56,-0.44265,125.9875,"March 12, 24",-0.0044265,,,,,
2024-03-11,127,128.37,126.68,126.87,113.84,942200,942200,-0.13,-0.10236,127.23,"March 11, 24",-0.0010236,,,,,
2024-03-08,125.86,127.99,125.78,127.17,114.11,813035,813035,1.31,1.04,126.7,"March 08, 24",0.0104,,,,,
2024-03-07,124.5,125.23,123.65,124.15,111.4,646355,646355,-0.35,-0.28112,124.3825,"March 07, 24",-0.0028112,,,,,
2024-03-06,125.57,125.67,122.48,123.6,110.91,873100,873100,-1.97,-1.57,124.33,"March 06, 24",-0.0157,,,,,
2024-03-05,125.04,126.05,123.7,124.12,111.38,879548,879548,-0.92,-0.73576,124.7275,"March 05, 24",-0.0073576,,,,,
2024-03-04,124.26,126.72,122.28,126.01,113.07,1043600,1043600,1.75,1.41,124.8175,"March 04, 24",0.0141,,,,,
2024-03-01,123.91,124.41,121.75,124.27,111.51,948515,948515,0.36,0.29053,123.585,"March 01, 24",0.0029053,,,,,
2024-02-29,123.3,126.64,122.56,124.73,111.92,1851251,1851251,1.43,1.16,124.3075,"February 29, 24",0.0116,,,,,
2024-02-28,120.53,124.13,120.42,121.4,108.94,1358329,1358329,0.87,0.72181,121.62,"February 28, 24",0.0072181,,,,,
2024-02-27,120.51,122.1,120.1,121.7,109.21,940000,940000,1.19,0.98747,121.1025,"February 27, 24",0.0098747,,,,,
2024-02-26,121.5,121.63,118.44,119.11,106.88,769151,769151,-2.39,-1.97,120.17,"February 26, 24",-0.0197,,,,,
2024-02-23,121.09,123.2,120.72,121.93,109.41,803623,803623,0.84,0.6937,121.735,"February 23, 24",0.006937,,,,,
2024-02-22,121.63,122.26,119.95,121.07,108.64,1290109,1290109,-0.56,-0.46041,121.2275,"February 22, 24",-0.0046041,,,,,
2024-02-21,118.8,121.57,118.06,121.42,108.95,1009557,1009557,2.62,2.21,119.9625,"February 21, 24",0.0221,,,,,
2024-02-20,118.05,119.31,117.57,118.83,106.63,899318,899318,0.78,0.66074,118.44,"February 20, 24",0.0066074,,,,,
2024-02-16,116.96,119.91,116.67,119.28,107.03,882712,882712,2.32,1.98,118.205,"February 16, 24",0.0198,,,,,
2024-02-15,114.8,119.45,114.8,119.38,107.12,933900,933900,4.58,3.99,117.1075,"February 15, 24",0.0399,,,,,
2024-02-14,113.8,114.52,112.59,113.34,101.7,1304300,1304300,-0.46,-0.40422,113.5625,"February 14, 24",-0.0040422,,,,,
2024-02-13,113.91,114.01,111.19,112.77,101.19,1279465,1279465,-1.14,-1,112.97,"February 13, 24",-0.01,,,,,
2024-02-12,116.89,119.19,116.89,117.95,105.84,1251448,1251448,1.06,0.90684,117.73,"February 12, 24",0.0090684,,,,,
2024-02-09,117.23,118.18,114.8,116.2,104.27,1259200,1259200,-1.03,-0.87861,116.6025,"February 09, 24",-0.0087861,,,,,
2024-02-08,116.77,118.89,116.48,117.9,105.8,1028100,1028100,1.13,0.96771,117.51,"February 08, 24",0.0096771,,,,,
2024-02-07,118,118.5,116,117.22,105.19,1097933,1097933,-0.78,-0.66102,117.43,"February 07, 24",-0.0066102,,,,,
2024-02-06,117.73,119.52,117.27,117.63,105.55,1501900,1501900,-0.1,-0.08494012,118.0375,"February 06, 24",-0.0008494012,,,,,
2024-02-05,119.16,119.46,117.53,118.01,105.89,1316266,1316266,-1.15,-0.96509,118.54,"February 05, 24",-0.0096509,,,,,
2024-02-02,119.69,122.01,117.8,121.46,108.99,1853428,1853428,1.77,1.48,120.24,"February 02, 24",0.0148,,,,,
2024-02-01,120.5,122.53,117.43,122.47,109.9,1323422,1323422,1.97,1.63,120.7325,"February 01, 24",0.0163,,,,,
2024-01-31,122.03,125.05,119.12,120.9,108.49,1513009,1513009,-1.13,-0.926,121.775,"January 31, 24",-0.00926,,,,,
2024-01-30,124.49,124.7,121.15,121.2,108.76,1791946,1791946,-3.29,-2.64,122.885,"January 30, 24",-0.0264,,,,,
2024-01-29,124.7,126.81,123.99,126.44,113.46,1646813,1646813,1.74,1.4,125.485,"January 29, 24",0.014,,,,,
2024-01-26,123.81,124.56,122.36,124.35,111.58,1054600,1054600,0.54,0.43615,123.77,"January 26, 24",0.0043615,,,,,
2024-01-25,123.04,123.84,121.96,123.42,110.75,843619,843619,0.38,0.30884,123.065,"January 25, 24",0.0030884,,,,,
2024-01-24,123.96,124.43,120.19,120.77,108.37,960533,960533,-3.19,-2.57,122.3375,"January 24, 24",-0.0257,,,,,
2024-01-23,124.52,124.52,121.67,121.99,109.47,1276900,1276900,-2.53,-2.03,123.175,"January 23, 24",-0.0203,,,,,
2024-01-22,124.03,124.74,122.58,123.41,110.74,1187900,1187900,-0.62,-0.49988,123.69,"January 22, 24",-0.0049988,,,,,
2024-01-19,122.63,123.91,120.76,123.35,110.69,1026040,1026040,0.72,0.58713,122.6625,"January 19, 24",0.0058713,,,,,
2024-01-18,122.84,123.78,120.69,121.96,109.44,1004404,1004404,-0.88,-0.71638,122.3175,"January 18, 24",-0.0071638,,,,,
2024-01-17,123.72,126.84,121.42,123.19,110.54,1200926,1200926,-0.53,-0.42839,123.7925,"January 17, 24",-0.0042839,,,,,
2024-01-16,124.5,127.07,124,126.56,113.57,872318,872318,2.06,1.65,125.5325,"January 16, 24",0.0165,,,,,
2024-01-12,127.46,128.82,126,126.25,113.29,900606,900606,-1.21,-0.94932,127.1325,"January 12, 24",-0.0094932,,,,,
2024-01-11,127.94,128.75,125.29,125.87,112.95,911561,911561,-2.07,-1.62,126.9625,"January 11, 24",-0.0162,,,,,
2024-01-10,128.97,130.15,128.15,129.13,115.87,535513,535513,0.16,0.12406,129.1,"January 10, 24",0.0012406,,,,,
2024-01-09,127.91,129.43,127.24,128.34,115.16,630000,630000,0.43,0.33617,128.23,"January 09, 24",0.0033617,,,,,
2024-01-08,126.51,130.4,126.45,129.75,116.43,909400,909400,3.24,2.56,128.2775,"January 08, 24",0.0256,,,,,
2024-01-05,124.19,127.78,123.07,126.51,113.52,841041,841041,2.32,1.87,125.3875,"January 05, 24",0.0187,,,,,
2024-01-04,124.58,126.87,123.23,125.67,112.77,844800,844800,1.09,0.87494,125.0875,"January 04, 24",0.0087494,,,,,
2024-01-03,126.97,126.97,122.79,125.35,112.48,1091900,1091900,-1.62,-1.28,125.52,"January 03, 24",-0.0128,,,,,
2024-01-02,127,131.36,126,129.31,116.03,964911,964911,2.31,1.82,128.4175,"January 02, 24",0.0182,,,,,
2023-12-29,127.99,129.39,126.64,126.77,113.75,1000071,1000071,-1.22,-0.9532,127.6975,"December 29, 23",-0.009532,,,,,
2023-12-28,127.34,128.97,127.2,128.9,115.67,689000,689000,1.56,1.23,128.1025,"December 28, 23",0.0123,2023-12-29,1.27,2023-12-04,1.27,2024-01-12
2023-12-27,129,129.54,128.04,129.27,114.86,718806,718806,0.27,0.2093,128.9625,"December 27, 23",0.002093,,,,,
2023-12-26,128,129.89,127.65,129.11,114.72,631700,631700,1.11,0.86719,128.6625,"December 26, 23",0.0086719,,,,,
2023-12-22,129.65,131.44,126.94,127.75,113.51,1016727,1016727,-1.9,-1.47,128.945,"December 22, 23",-0.0147,,,,,
2023-12-21,128.29,129.63,127.25,128.89,114.52,905847,905847,0.6,0.46769,128.515,"December 21, 23",0.0046769,,,,,
2023-12-20,129.52,131.82,126.37,126.48,112.38,1541700,1541700,-3.04,-2.35,128.5475,"December 20, 23",-0.0235,,,,,
2023-12-19,130.18,130.31,128.4,129.54,115.1,1181035,1181035,-0.64,-0.49163,129.6075,"December 19, 23",-0.0049163,,,,,
2023-12-18,131.06,131.12,128.67,129.09,114.7,1397249,1397249,-1.97,-1.5,129.985,"December 18, 23",-0.015,,,,,
2023-12-15,132.76,133.51,128.34,130.14,115.63,3002897,3002897,-2.62,-1.97,131.1875,"December 15, 23",-0.0197,,,,,
2023-12-14,129.59,135.45,129.59,134.45,119.46,3055447,3055447,4.86,3.75,132.27,"December 14, 23",0.0375,,,,,
2023-12-13,117.03,126.22,116.77,125.55,111.55,2254568,2254568,8.52,7.28,121.3925,"December 13, 23",0.0728,,,,,
2023-12-12,117.89,119.25,116.15,116.94,103.9,1539130,1539130,-0.95,-0.80584,117.5575,"December 12, 23",-0.0080584,,,,,
2023-12-11,118.88,119.65,117.91,119.44,106.13,944928,944928,0.56,0.47106,118.97,"December 11, 23",0.0047106,,,,,
2023-12-08,121.69,121.69,118.65,119.44,106.13,1259000,1259000,-2.25,-1.85,120.3675,"December 08, 23",-0.0185,,,,,
2023-12-07,121.65,124.27,120.73,121.96,108.37,1693900,1693900,0.31,0.25483,122.1525,"December 07, 23",0.0025483,,,,,
2023-12-06,121.15,123.9,120.87,121.83,108.25,1819008,1819008,0.68,0.56129,121.9375,"December 06, 23",0.0056129,,,,,
2023-12-05,119.1,119.97,118.34,119.71,106.37,1671804,1671804,0.61,0.51217,119.28,"December 05, 23",0.0051217,,,,,
2023-12-04,117.58,120.42,117.24,119.89,106.53,1789747,1789747,2.31,1.96,118.7825,"December 04, 23",0.0196,,,,,
2023-12-01,109.52,118.55,108.87,118.14,104.97,3033254,3033254,8.62,7.87,113.77,"December 01, 23",0.0787,,,,,
2023-11-30,109.01,109.92,108.21,109.4,97.21,1507500,1507500,0.39,0.35777,109.135,"November 30, 23",0.0035777,,,,,
2023-11-29,108.98,113.31,108.83,109.01,96.86,1766645,1766645,0.03,0.02752799,110.0325,"November 29, 23",0.0002752799,,,,,
2023-11-28,104.82,108.02,103.01,107.72,95.71,1327800,1327800,2.9,2.77,105.8925,"November 28, 23",0.0277,,,,,
2023-11-27,104.41,105.8,103.87,105.02,93.31,1071200,1071200,0.61,0.58424,104.775,"November 27, 23",0.0058424,,,,,
2023-11-24,104.27,105.41,103.43,105.18,93.46,312900,312900,0.91,0.87273,104.5725,"November 24, 23",0.0087273,,,,,
2023-11-22,105.03,105.53,103.65,104.59,92.93,535433,535433,-0.44,-0.41893,104.7,"November 22, 23",-0.0041893,,,,,
2023-11-21,103.47,104.65,102.7,103.77,92.2,770600,770600,0.3,0.28994,103.6475,"November 21, 23",0.0028994,,,,,
2023-11-20,103.72,104.69,102.24,104.48,92.83,945928,945928,0.76,0.73274,103.7825,"November 20, 23",0.0073274,,,,,
2023-11-17,105.16,105.16,102.94,103.72,92.16,908200,908200,-1.44,-1.37,104.245,"November 17, 23",-0.0137,,,,,
2023-11-16,106,106.34,103.55,103.81,92.24,1030900,1030900,-2.19,-2.07,104.925,"November 16, 23",-0.0207,,,,,
2023-11-15,105.31,108.62,105.22,105.71,93.93,1472219,1472219,0.4,0.37983,106.215,"November 15, 23",0.0037983,,,,,
2023-11-14,99.16,105.6,98.55,105.32,93.58,2209075,2209075,6.16,6.21,102.1575,"November 14, 23",0.0621,,,,,
2023-11-13,95,95.3,93.17,94.31,83.8,832854,832854,-0.69,-0.72632,94.445,"November 13, 23",-0.0072632,,,,,
2023-11-10,95.38,95.89,94.12,95.66,85,998217,998217,0.28,0.29356,95.2625,"November 10, 23",0.0029356,,,,,
2023-11-09,100.47,100.71,94.27,94.58,84.04,1341440,1341440,-5.89,-5.86,97.5075,"November 09, 23",-0.0586,,,,,
2023-11-08,100.32,100.99,98.75,99.94,88.8,814949,814949,-0.38,-0.37879,100,"November 08, 23",-0.0037879,,,,,
2023-11-07,100.79,101.14,99.27,99.6,88.5,857611,857611,-1.19,-1.18,100.2,"November 07, 23",-0.0118,,,,,
2023-11-06,102,102.33,100.28,101.25,89.96,1045700,1045700,-0.75,-0.73529,101.465,"November 06, 23",-0.0073529,,,,,
2023-11-03,100.54,103.77,100.36,102.32,90.91,1612800,1612800,1.78,1.77,101.7475,"November 03, 23",0.0177,,,,,
2023-11-02,95.23,98.51,95.11,97.87,86.96,1593702,1593702,2.64,2.77,96.68,"November 02, 23",0.0277,,,,,
2023-11-01,92.92,93.5,91.25,92.9,82.54,992411,992411,-0.02,-0.02152389,92.6425,"November 01, 23",-0.0002152389,,,,,
2023-10-31,93.92,93.97,90.73,93.13,82.75,1405500,1405500,-0.79,-0.84114,92.9375,"October 31, 23",-0.0084114,,,,,
2023-10-30,92.95,94.5,91.7,93.03,82.66,1668400,1668400,0.08,0.08606778,93.045,"October 30, 23",0.0008606778,,,,,
2023-10-27,94.63,94.63,91.23,91.66,81.44,1076509,1076509,-2.97,-3.14,93.0375,"October 27, 23",-0.0314,,,,,
2023-10-26,92.5,94.77,92.15,94,83.52,1107138,1107138,1.5,1.62,93.355,"October 26, 23",0.0162,,,,,
2023-10-25,95.15,95.4,91.65,91.99,81.74,2085098,2085098,-3.16,-3.32,93.5475,"October 25, 23",-0.0332,,,,,
2023-10-24,93.32,96.67,93.04,95.57,84.92,1734900,1734900,2.25,2.41,94.65,"October 24, 23",0.0241,,,,,
2023-10-23,94.23,95.67,93.51,94.37,83.85,1538391,1538391,0.14,0.14857,94.445,"October 23, 23",0.0014857,,,,,
2023-10-20,95.22,95.86,94.26,95.06,84.46,1314800,1314800,-0.16,-0.16803,95.1,"October 20, 23",-0.0016803,,,,,
2023-10-19,96.94,98.36,94.47,94.72,84.16,1248503,1248503,-2.22,-2.29,96.1225,"October 19, 23",-0.0229,,,,,
2023-10-18,99.71,100.29,97.48,97.57,86.69,1001279,1001279,-2.14,-2.15,98.7625,"October 18, 23",-0.0215,,,,,
2023-10-17,100,102.44,99.92,100.93,89.68,832726,832726,0.93,0.93,100.8225,"October 17, 23",0.0093,,,,,
2023-10-16,99.8,101.35,98.11,100.9,89.65,1209416,1209416,1.1,1.1,100.04,"October 16, 23",0.011,,,,,
2023-10-13,98.81,99.54,96.88,98.88,87.86,987534,987534,0.07,0.07084303,98.5275,"October 13, 23",0.0007084303,,,,,
2023-10-12,100.97,101.12,97.14,98.27,87.32,1024600,1024600,-2.7,-2.67,99.375,"October 12, 23",-0.0267,,,,,
2023-10-11,100.9,102.56,100.62,101.46,90.15,884000,884000,0.56,0.555,101.385,"October 11, 23",0.00555,,,,,
2023-10-10,100.06,102.15,99.41,100.45,89.25,1061867,1061867,0.39,0.38977,100.5175,"October 10, 23",0.0038977,,,,,
2023-10-09,97.04,100.87,97.04,100.45,89.25,1124108,1124108,3.41,3.51,98.85,"October 09, 23",0.0351,,,,,
2023-10-06,96.42,98.43,95.31,97.77,86.87,1106326,1106326,1.35,1.4,96.9825,"October 06, 23",0.014,,,,,
2023-10-05,97.95,98.44,95.64,98,87.08,1181205,1181205,0.05,0.05104645,97.5075,"October 05, 23",0.0005104645,,,,,
2023-10-04,97.94,98.61,95.21,97.83,86.92,1194259,1194259,-0.11,-0.11231,97.3975,"October 04, 23",-0.0011231,,,,,
2023-10-03,98.72,98.72,96.03,97.19,86.36,1727324,1727324,-1.53,-1.55,97.665,"October 03, 23",-0.0155,,,,,
2023-10-02,99.58,99.94,96.85,98.18,87.24,1464952,1464952,-1.4,-1.41,98.6375,"October 02, 23",-0.0141,,,,,
2023-09-29,101.2,102.29,98.98,100.1,88.94,1938087,1938087,-1.1,-1.09,100.6425,"September 29, 23",-0.0109,,,,,
2023-09-28,98,100.1,97.06,99.31,88.24,1162167,1162167,1.31,1.34,98.6175,"September 28, 23",0.0134,2023-09-29,1.24,2023-09-05,1.24,2023-10-13
2023-09-27,99.21,100.28,98.38,98.89,86.76,1358600,1358600,-0.32,-0.32255,99.19,"September 27, 23",-0.0032255,,,,,
2023-09-26,99.98,101.22,98.02,98.5,86.42,1352560,1352560,-1.48,-1.48,99.43,"September 26, 23",-0.0148,,,,,
2023-09-25,100.48,101.08,100.01,100.89,88.51,1452200,1452200,0.41,0.40804,100.615,"September 25, 23",0.0040804,,,,,
2023-09-22,103.11,103.23,101.06,101.26,88.84,2000321,2000321,-1.85,-1.79,102.165,"September 22, 23",-0.0179,,,,,
2023-09-21,111.2,111.71,102.88,102.93,90.3,2527718,2527718,-8.27,-7.44,107.18,"September 21, 23",-0.0744,,,,,
2023-09-20,113,114.41,112.02,112.24,98.47,697700,697700,-0.76,-0.67257,112.9175,"September 20, 23",-0.0067257,,,,,
2023-09-19,112,112.77,110.95,111.79,98.08,757330,757330,-0.21,-0.1875,111.8775,"September 19, 23",-0.001875,,,,,
2023-09-18,113.76,113.79,111.31,112.32,98.54,836899,836899,-1.44,-1.27,112.795,"September 18, 23",-0.0127,,,,,
2023-09-15,113.93,114.35,113.05,113.73,99.78,1892239,1892239,-0.2,-0.17555,113.765,"September 15, 23",-0.0017555,,,,,
2023-09-14,112.05,114.36,111.64,114.13,100.13,981496,981496,2.08,1.86,113.045,"September 14, 23",0.0186,,,,,
2023-09-13,111.72,112.57,110.24,110.8,97.21,1001849,1001849,-0.92,-0.82349,111.3325,"September 13, 23",-0.0082349,,,,,
2023-09-12,112.05,113,110.59,111.76,98.05,1056600,1056600,-0.29,-0.25881,111.85,"September 12, 23",-0.0025881,,,,,
2023-09-11,115.01,115.24,112.52,112.66,98.84,983300,983300,-2.35,-2.04,113.8575,"September 11, 23",-0.0204,,,,,
2023-09-08,116.6,116.82,114.77,115.01,100.9,591108,591108,-1.59,-1.36,115.8,"September 08, 23",-0.0136,,,,,
2023-09-07,115.45,117.07,115.36,116.36,102.09,741300,741300,0.91,0.78822,116.06,"September 07, 23",0.0078822,,,,,
2023-09-06,115.96,116.68,114.46,115.95,101.73,625322,625322,-0.01,-0.00862366,115.7625,"September 06, 23",-8.62366e-05,,,,,
2023-09-05,116.53,117.64,116.12,116.37,102.1,767913,767913,-0.16,-0.1373,116.665,"September 05, 23",-0.001373,,,,,
2023-09-01,117.07,117.75,116.44,116.95,102.6,803032,803032,-0.12,-0.1025,117.0525,"September 01, 23",-0.001025,,,,,
2023-08-31,117.85,117.85,115.95,116.34,102.07,1251300,1251300,-1.51,-1.28,116.9975,"August 31, 23",-0.0128,,,,,
2023-08-30,117.13,118,116.74,117.82,103.37,602710,602710,0.69,0.58909,117.4225,"August 30, 23",0.0058909,,,,,
2023-08-29,116.08,117.55,115.36,117.24,102.86,530200,530200,1.16,0.99931,116.5575,"August 29, 23",0.0099931,,,,,
2023-08-28,116.12,117.91,115.71,115.77,101.57,915034,915034,-0.35,-0.30141,116.3775,"August 28, 23",-0.0030141,,,,,
2023-08-25,116.67,117.43,115.13,115.34,101.19,755447,755447,-1.33,-1.14,116.1425,"August 25, 23",-0.0114,,,,,
2023-08-24,117.61,119.1,115.96,116.16,101.91,631521,631521,-1.45,-1.23,117.2075,"August 24, 23",-0.0123,,,,,
2023-08-23,115,117.46,115,117.28,102.89,493810,493810,2.28,1.98,116.185,"August 23, 23",0.0198,,,,,
2023-08-22,114.72,114.92,113.54,114.42,100.39,542400,542400,-0.3,-0.26151,114.4,"August 22, 23",-0.0026151,,,,,
2023-08-21,114.86,115.1,113.1,114.27,100.25,674416,674416,-0.59,-0.51367,114.3325,"August 21, 23",-0.0051367,,,,,
2023-08-18,114.83,116.14,114.4,115.1,100.98,848203,848203,0.27,0.23513,115.1175,"August 18, 23",0.0023513,,,,,
2023-08-17,116.73,117.91,116.13,116.18,101.93,686200,686200,-0.55,-0.47117,116.7375,"August 17, 23",-0.0047117,,,,,
2023-08-16,116.3,117.52,116.08,116.73,102.41,726630,726630,0.43,0.36973,116.6575,"August 16, 23",0.0036973,,,,,
2023-08-15,118.38,118.69,116.18,116.57,102.27,978122,978122,-1.81,-1.53,117.455,"August 15, 23",-0.0153,,,,,
2023-08-14,121.28,121.85,119.35,119.8,105.11,701995,701995,-1.48,-1.22,120.57,"August 14, 23",-0.0122,,,,,
2023-08-11,120.98,123.19,120.62,122.12,107.14,469701,469701,1.14,0.9423,121.7275,"August 11, 23",0.009423,,,,,
2023-08-10,123.28,124.44,121.27,121.69,106.76,674300,674300,-1.59,-1.29,122.67,"August 10, 23",-0.0129,,,,,
2023-08-09,122.02,123.96,121.27,122.43,107.41,971653,971653,0.41,0.33601,122.42,"August 09, 23",0.0033601,,,,,
2023-08-08,121.82,122.86,120.27,122.49,107.47,600621,600621,0.67,0.54999,121.86,"August 08, 23",0.0054999,,,,,
2023-08-07,120.93,124.5,120.93,124.22,108.98,637100,637100,3.29,2.72,122.645,"August 07, 23",0.0272,,,,,
2023-08-04,122.3,122.64,120.03,120.75,105.94,1157500,1157500,-1.55,-1.27,121.43,"August 04, 23",-0.0127,,,,,
2023-08-03,121.74,122.57,119.39,122.38,107.37,899000,899000,0.64,0.52571,121.52,"August 03, 23",0.0052571,,,,,
2023-08-02,121.07,122.61,120.61,122.22,107.23,880241,880241,1.15,0.94986,121.6275,"August 02, 23",0.0094986,,,,,
2023-08-01,125.39,125.73,121.85,122.06,107.09,1080716,1080716,-3.33,-2.66,123.7575,"August 01, 23",-0.0266,,,,,
2023-07-31,126.65,127.81,124.93,125.68,110.26,1863917,1863917,-0.97,-0.76589,126.2675,"July 31, 23",-0.0076589,,,,,
2023-07-28,127.7,127.77,125.84,126.51,110.99,894267,894267,-1.19,-0.93187,126.955,"July 28, 23",-0.0093187,,,,,
2023-07-27,127.55,129.76,125.75,125.8,110.37,1325016,1325016,-1.75,-1.37,127.215,"July 27, 23",-0.0137,,,,,
2023-07-26,123.74,127.7,123.74,127.35,111.73,1164939,1164939,3.61,2.92,125.6325,"July 26, 23",0.0292,,,,,
2023-07-25,124.43,125.79,122.54,123.75,108.57,982209,982209,-0.68,-0.54649,124.1275,"July 25, 23",-0.0054649,,,,,
2023-07-24,123,124.37,122.11,123.11,108.01,762206,762206,0.11,0.08943089,123.1475,"July 24, 23",0.0008943089,,,,,
2023-07-21,121.57,123.86,120.66,123.23,108.11,1342209,1342209,1.66,1.37,122.33,"July 21, 23",0.0137,,,,,
