symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
AME,2024-12-31,180.26,231256000,41686206560,373999000,2324474000,43636681560
AME,2023-12-31,164.89,230519000,38010277910,409804000,3374402000,40974875910
AME,2022-12-31,139.72,231536000,32350209920,345386000,2560600000,34565423920
AME,2021-12-31,147.04,230955000,33959623200,346772000,2720695000,36333546200
AME,2020-12-31,120.94,229435000,27747868900,1212822000,2458673000,28993719900
AME,2019-12-31,99.74,227759000,22716682660,393030000,2811766000,25135418660
AME,2018-12-31,67.7,230823000,15626717100,353975000,2632713000,17905455100
AME,2017-12-31,72.47,230229000,16684695630,646300000,2174289000,18212684630
AME,2016-12-31,48.6,232593000,11304019800,717259000,2341565000,12928325800
AME,2015-12-31,53.59,239906000,12856562540,381005000,1938040000,14413597540
AME,2014-12-31,52.63,244885000,12888297550,377615000,1714026000,14224708550
AME,2013-12-31,52.67,243915000,12847003050,295203000,1415065000,13966865050
AME,2012-12-31,37.57,241512000,9073605840,156227000,1453775000,10371153840
AME,2011-12-31,28.07,240382500,6747536775,170392000,1263924000,7841068775
AME,2010-12-31,26.17,238584000,6243743280,163208000,1168512000,7249047280
AME,2009-12-31,17,240273000,4084641000,246356000,1041681000,4879966000
AME,2008-12-31,13.43,238833000,3207527190,86980000,1111681000,4232228190
AME,2007-12-31,20.82,238122000,4957700040,170139000,902958000,5690519040
AME,2006-12-31,14.15,235892250,3337875337,49091000,681875000,3970659337
AME,2005-12-31,12.6,233383500,2940632100,35545000,631439000,3536526100
AME,2004-12-31,10.57,228825000,2418680250,37582000,450120000,2831218250
AME,2003-12-31,7.15,223650000,1599097500,14313000,424448000,2009232500
AME,2002-12-31,5.7,222196500,1266520050,13483000,390058000,1643095050
AME,2001-12-31,4.72,221656500,1046218680,14139000,470833000,1502912680
AME,2000-12-31,3.84,216884250,832835520,7187000,320931000,1146579520
AME,1999-12-31,2.82,218025000,614830500,8636000,331500000,937694500
AME,1998-12-31,3.31,220947750,731337052,9768000,305300000,1026869052
AME,1997-12-31,4,222241820,888967280,700000,165900000,1054167280
AME,1996-12-31,3.3,220017380,726057354,3100000,182100000,905057354
AME,1995-12-31,2.78,226184984,628794255,7000000,206800000,828594255
AME,1994-12-31,2.5,282628956,706572390,7200000,202100000,901472390
AME,1993-12-31,1.89,289708087,547548284,40500000,186900000,693948284
AME,1992-12-31,2.41,296584381,714768358,59100000,206900000,862568358
AME,1991-12-31,2.02,294680246,595254096,34900000,220900000,781254096
AME,1990-12-31,1.41,296057853,417441572,86900000,248000000,578541572
AME,1989-12-31,1.98,297006669,588073204,84400000,229500000,733173204
AME,1988-12-31,1.93,293960163,567343114,116100000,157000000,608243114
AME,1987-12-31,2.09,295703212,618019713,175000000,162200000,605219713
AME,1986-12-31,1.94,297501851,577153590,173500000,157900000,561553590
AME,1985-12-31,2.09,294321589,615132121,59900000,72500000,627732121
