symbol,1D,5D,1M,3M,6M,ytd,1Y,3Y,5Y,10Y,max
DOW,3.80667,3.45269,5.70557,1.88917,-11.68122,0,-38.9434,-54.12965,-56.50538,-51.26506,-51.26506
