date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2026-01-05,209.905,214.46,208.1,210.8236,210.8236,264975,264975,0.9186,0.43762655,211.13,"January 05, 26",0.0043762655
2026-01-02,209.45,215.65,207.72,209.28,209.28,1400614,1400614,-0.17,-0.08116496,210.525,"January 02, 26",-0.0008116496
2025-12-31,209.58,209.89,208.07,208.75,208.75,940641,940641,-0.83,-0.39603,209.0725,"December 31, 25",-0.0039603
2025-12-30,207.93,211.01,207.88,209.6,209.6,1195600,1195600,1.67,0.80315,209.105,"December 30, 25",0.0080315
2025-12-29,207.05,209.59,206.78,209.04,209.04,1749100,1749100,1.99,0.96112,208.115,"December 29, 25",0.0096112
2025-12-26,207.57,209.24,206.18,207.16,207.16,791100,791100,-0.41,-0.19752,207.5375,"December 26, 25",-0.0019752
2025-12-24,205.78,208.66,205,208.46,208.46,513500,513500,2.68,1.3,206.975,"December 24, 25",0.013
2025-12-23,206.26,207.13,203.98,205.28,205.28,1291800,1291800,-0.98,-0.47513,205.6625,"December 23, 25",-0.0047513
2025-12-22,205.31,209.6,205.01,206.02,206.02,1379446,1379446,0.71,0.34582,206.485,"December 22, 25",0.0034582
2025-12-19,206.44,208.96,204.2,205,205,5998096,5998096,-1.44,-0.69754,206.15,"December 19, 25",-0.0069754
2025-12-18,209.66,213.8,206.4,206.5,206.5,2294700,2294700,-3.16,-1.51,209.09,"December 18, 25",-0.0151
2025-12-17,209.43,212.16,209.38,209.66,209.66,1742540,1742540,0.23,0.10982,210.1575,"December 17, 25",0.0010982
2025-12-16,210.32,213.46,208.44,211.29,211.29,1774660,1774660,0.97,0.4612,210.8775,"December 16, 25",0.004612
2025-12-15,206.17,210.37,205,209.52,209.52,1533156,1533156,3.36,1.62,207.765,"December 15, 25",0.0162
2025-12-12,212.47,214.63,206.11,206.6,206.6,1687704,1687704,-5.87,-2.76,209.9525,"December 12, 25",-0.0276
2025-12-11,214.67,215.97,209.3,212.06,212.06,1532625,1532625,-2.61,-1.22,213,"December 11, 25",-0.0122
2025-12-10,204.6,215.77,204.18,213.29,213.29,1546417,1546417,8.69,4.25,209.46,"December 10, 25",0.0425
2025-12-09,204.17,206.64,203.04,205.13,205.13,1111004,1111004,0.96,0.4702,204.745,"December 09, 25",0.004702
2025-12-08,205.29,205.98,201.6,204.65,204.65,2028606,2028606,-0.64,-0.31175,204.38,"December 08, 25",-0.0031175
2025-12-05,200,207.79,199.65,205.1,205.1,1681907,1681907,5.1,2.55,203.135,"December 05, 25",0.0255
2025-12-04,199.95,201.37,196.34,199.98,199.98,1587102,1587102,0.03,0.01500375,199.41,"December 04, 25",0.0001500375
2025-12-03,196.69,201.66,196,199.96,199.96,1346500,1346500,3.27,1.66,198.5775,"December 03, 25",0.0166
2025-12-02,197.82,198.3,194.02,197.72,197.72,1491835,1491835,-0.1,-0.05055101,196.965,"December 02, 25",-0.0005055101
2025-12-01,199.5,202.28,195.71,196.94,196.94,1817126,1817126,-2.56,-1.28,198.6075,"December 01, 25",-0.0128
2025-11-28,200.15,203.31,198.84,200.12,200.12,899110,899110,-0.03,-0.01498876,200.605,"November 28, 25",-0.0001498876
2025-11-26,200.44,200.76,198.64,199.81,199.81,1416485,1416485,-0.63,-0.31431,199.9125,"November 26, 25",-0.0031431
2025-11-25,199.08,204.69,198.64,200.76,200.76,1378238,1378238,1.68,0.84388,200.7925,"November 25, 25",0.0084388
2025-11-24,200.93,204.82,198.33,199.08,199.08,2879643,2879643,-1.85,-0.92072,200.79,"November 24, 25",-0.0092072
2025-11-21,195.01,203.25,194.11,203,203,2253815,2253815,7.99,4.1,198.8425,"November 21, 25",0.041
2025-11-20,195.73,198.99,193,194.71,194.71,1669758,1669758,-1.02,-0.52113,195.6075,"November 20, 25",-0.0052113
2025-11-19,199.02,200.62,193.49,194.22,194.22,2744145,2744145,-4.8,-2.41,196.8375,"November 19, 25",-0.0241
2025-11-18,202.11,203.8,199.48,200.69,200.69,1319523,1319523,-1.42,-0.70259,201.52,"November 18, 25",-0.0070259
2025-11-17,202.81,208.19,201,201.84,201.84,2212648,2212648,-0.97,-0.47828,203.46,"November 17, 25",-0.0047828
2025-11-14,204.22,205.05,199.31,203.1,203.1,1967800,1967800,-1.12,-0.54843,202.92,"November 14, 25",-0.0054843
2025-11-13,212.61,213.03,204.45,204.8,204.8,2286539,2286539,-7.81,-3.67,208.7225,"November 13, 25",-0.0367
2025-11-12,208.62,214.53,207.75,213.07,213.07,1871000,1871000,4.45,2.13,210.9925,"November 12, 25",0.0213
2025-11-11,212.11,212.69,208.37,209.22,209.22,1352400,1352400,-2.89,-1.36,210.5975,"November 11, 25",-0.0136
2025-11-10,220.87,220.87,209.91,210.45,210.45,1829275,1829275,-10.42,-4.72,215.525,"November 10, 25",-0.0472
2025-11-07,217.43,220.17,213.5,219.86,219.86,1405633,1405633,2.43,1.12,217.74,"November 07, 25",0.0112
2025-11-06,225.14,226.65,215.76,217.86,217.86,1896146,1896146,-7.28,-3.23,221.3525,"November 06, 25",-0.0323
2025-11-05,222.06,226.61,220.26,225.15,225.15,2154949,2154949,3.09,1.39,223.52,"November 05, 25",0.0139
2025-11-04,222.91,223.07,217.48,220.91,220.91,1882617,1882617,-2,-0.89722,221.0925,"November 04, 25",-0.0089722
2025-11-03,231.31,232.15,214.83,222.2,222.2,2992293,2992293,-9.11,-3.94,225.1225,"November 03, 25",-0.0394
2025-10-31,218,234.62,215.93,233.84,233.84,4284106,4284106,15.84,7.27,225.5975,"October 31, 25",0.0727
2025-10-30,225,243.6,224.28,230.92,230.92,3957200,3957200,5.92,2.63,230.95,"October 30, 25",0.0263
2025-10-29,245.53,247.87,238.62,241.56,241.56,3193093,3193093,-3.97,-1.62,243.395,"October 29, 25",-0.0162
2025-10-28,245,249.84,242.81,248.88,248.88,1983019,1983019,3.88,1.58,246.6325,"October 28, 25",0.0158
2025-10-27,244.77,247.66,243.44,245.44,245.44,2278710,2278710,0.67,0.27373,245.3275,"October 27, 25",0.0027373
2025-10-24,246.22,247.76,244,244.2,244.2,1446382,1446382,-2.02,-0.8204,245.545,"October 24, 25",-0.008204
2025-10-23,246.11,246.59,243.61,243.92,243.92,2006100,2006100,-2.19,-0.88985,245.0575,"October 23, 25",-0.0088985
2025-10-22,252.68,252.68,244.19,244.94,244.94,2258800,2258800,-7.74,-3.06,248.6225,"October 22, 25",-0.0306
2025-10-21,251.37,255,249.17,252.52,252.52,1423241,1423241,1.15,0.45749,252.015,"October 21, 25",0.0045749
2025-10-20,254.41,254.41,248.17,251.51,251.51,1507372,1507372,-2.9,-1.14,252.125,"October 20, 25",-0.0114
2025-10-17,254.6,256.6,251.23,253.16,253.16,1727607,1727607,-1.44,-0.56559,253.8975,"October 17, 25",-0.0056559
2025-10-16,265.04,265.79,252.59,255.34,255.34,2011615,2011615,-9.7,-3.66,259.69,"October 16, 25",-0.0366
2025-10-15,266.77,268.47,263.68,264.56,264.56,1144683,1144683,-2.21,-0.82843,265.87,"October 15, 25",-0.0082843
2025-10-14,258.99,268.77,258.88,266.25,266.25,1360957,1360957,7.26,2.8,263.2225,"October 14, 25",0.028
2025-10-13,259.49,264.12,258.2,258.73,258.73,1964341,1964341,-0.76,-0.29288,260.135,"October 13, 25",-0.0029288
2025-10-10,264.97,269.68,259.16,259.49,259.49,1694821,1694821,-5.48,-2.07,263.325,"October 10, 25",-0.0207
2025-10-09,273.91,275.58,264.56,265,265,2088955,2088955,-8.91,-3.25,269.7625,"October 09, 25",-0.0325
2025-10-08,277.63,278.1,271.85,274.37,274.37,1445900,1445900,-3.26,-1.17,275.4875,"October 08, 25",-0.0117
2025-10-07,282.01,284.6,274.9,276.48,276.48,1425300,1425300,-5.53,-1.96,279.4975,"October 07, 25",-0.0196
2025-10-06,281.85,283.52,276.67,282.74,282.74,1341127,1341127,0.89,0.31577,281.195,"October 06, 25",0.0031577
2025-10-03,270.31,281.27,270.31,280.01,280.01,1684666,1684666,9.7,3.59,275.475,"October 03, 25",0.0359
2025-10-02,275.04,276.85,269.21,269.61,269.61,1787017,1787017,-5.43,-1.97,272.6775,"October 02, 25",-0.0197
2025-10-01,275.32,276.58,270.99,275.1,275.1,2039700,2039700,-0.22,-0.07990702,274.4975,"October 01, 25",-0.0007990702
2025-09-30,276.55,285.82,274.96,275.11,275.11,4552200,4552200,-1.44,-0.5207,278.11,"September 30, 25",-0.005207
